"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32"
205,2084,0,38,0,0,0,0
206,2085,0,50,0,0,0,0
207,2086,0,79,0,0,0,0
208,2087,0,90,0,0,0,0
209,2088,0,119,0,0,0,0
210,2089,0,135,0,0,0,0
211,2090,0,166,0,0,0,0
212,2091,0,0,14,0,0,0
213,2092,0,0,22,0,0,0
214,2093,0,0,25,0,0,0
215,2094,0,0,34,0,0,0
216,2095,0,0,38,0,0,0
217,2096,0,0,48,0,0,0
218,2097,0,0,53,0,0,0
219,2098,0,0,63,0,0,0
220,2099,19,15,0,0,0,0
221,2100,33,28,0,0,0,0
222,2101,56,50,0,0,0,0
223,2102,73,65,0,0,0,0
224,2103,82,74,0,0,0,0
225,2104,100,91,0,0,0,0
226,2105,18,0,9,0,0,0
227,2106,33,0,14,0,0,0
228,2107,56,0,21,0,0,0
229,2108,73,0,26,0,0,0
230,2109,82,0,29,0,0,0
231,2110,100,0,35,0,0,0
232,2111,0,13,9,0,0,0
233,2112,0,28,14,0,0,0
234,2113,0,50,21,0,0,0
235,2114,0,65,26,0,0,0
236,2115,0,74,29,0,0,0
237,2116,0,91,35,0,0,0
238,2117,18,0,0,-300,0,0
239,2118,29,0,0,-300,0,0
240,2119,41,0,0,-300,0,0
241,2120,50,0,0,-300,0,0
242,2121,60,0,0,-300,0,0
243,2122,75,0,0,-300,0,0
244,2123,85,0,0,-300,0,0
245,2124,91,0,0,-300,0,0
246,2125,110,0,0,-300,0,0
247,2126,121,0,0,-300,0,0
248,2127,125,0,0,-300,0,0
249,2128,137,0,0,-300,0,0
250,2129,152,0,0,-300,0,0
251,2130,10,7,0,-150,0,0
252,2131,18,14,0,-150,0,0
253,2132,27,23,0,-150,0,0
254,2133,39,34,0,-150,0,0
255,2134,47,41,0,-150,0,0
256,2135,51,46,0,-150,0,0
257,2136,61,54,0,-150,0,0
258,2137,63,57,0,-150,0,0
259,2138,69,62,0,-150,0,0
260,2139,74,68,0,-150,0,0
261,2140,84,76,0,-150,0,0
262,2141,10,0,6,-150,0,0
263,2142,17,0,8,-150,0,0
264,2143,27,0,12,-150,0,0
265,2144,41,0,16,-150,0,0
266,2145,47,0,18,-150,0,0
267,2146,50,0,19,-150,0,0
268,2147,61,0,22,-150,0,0
269,2148,65,0,23,-150,0,0
270,2149,69,0,24,-150,0,0
271,2150,74,0,26,-150,0,0
272,2151,84,0,29,-150,0,0
273,2152,0,12,0,0,0,0
274,2153,0,20,0,0,0,0
275,2154,0,32,0,0,0,0
276,2155,0,42,0,0,0,0
277,2156,0,54,0,0,0,0
278,2157,0,62,0,0,0,0
279,2158,0,75,0,0,0,0
280,2159,0,87,0,0,0,0
281,2160,0,99,0,0,0,0
282,2161,0,105,0,0,0,0
283,2162,0,113,0,0,0,0
284,2163,0,119,0,0,0,0
285,2164,0,139,0,0,0,0
286,2165,0,0,12,0,0,0
287,2166,0,0,15,0,0,0
288,2167,0,0,17,0,0,0
289,2168,0,0,21,0,0,0
290,2169,0,0,25,0,0,0
291,2170,0,0,28,0,0,0
292,2171,0,0,32,0,0,0
293,2172,0,0,34,0,0,0
294,2173,0,0,40,0,0,0
295,2174,0,0,43,0,0,0
296,2175,0,0,44,0,0,0
297,2176,0,0,47,0,0,0
298,2177,0,0,52,0,0,0
299,2252,0,0,0,0,0,0
300,2253,135,123,46,-400,0,0
301,2254,88,80,30,0,0,0
302,2255,44,40,15,0,0,0
303,2256,66,60,23,0,0,0
304,2344,269,0,0,-500,0,0
305,2345,284,0,0,-500,0,0
306,2346,299,0,0,-500,0,0
307,2347,320,0,0,-500,0,0
308,2348,340,0,0,-500,0,0
309,2349,355,0,0,-500,0,0
310,2350,0,242,0,-300,0,0
311,2351,0,256,0,-300,0,0
312,2352,0,271,0,-300,0,0
313,2353,0,290,0,-300,0,0
314,2354,0,309,0,-300,0,0
315,2355,0,324,0,-300,0,0
316,2356,0,0,97,-300,0,0
317,2357,0,0,101,-300,0,0
318,2358,0,0,106,-300,0,0
319,2359,0,0,112,-300,0,0
320,2360,0,0,119,-300,0,0
321,2361,0,0,123,-300,0,0
322,2362,148,133,0,-400,0,0
323,2363,156,141,0,-400,0,0
324,2364,165,149,0,-400,0,0
325,2365,176,159,0,-400,0,0
326,2366,187,170,0,-400,0,0
327,2367,195,178,0,-400,0,0
328,2368,148,0,53,-400,0,0
329,2369,156,0,56,-400,0,0
330,2370,165,0,58,-400,0,0
331,2371,176,0,62,-400,0,0
332,2372,187,0,65,-400,0,0
333,2373,195,0,68,-400,0,0
334,2374,0,133,53,-300,0,0
335,2375,0,141,56,-300,0,0
336,2376,0,149,58,-300,0,0
337,2377,0,159,62,-300,0,0
338,2378,0,170,65,-300,0,0
339,2379,0,178,68,-300,0,0
340,2380,176,0,0,0,0,0
341,2381,186,0,0,0,0,0
342,2382,196,0,0,0,0,0
343,2383,210,0,0,0,0,0
344,2384,223,0,0,0,0,0
345,2385,0,158,0,0,0,0
346,2386,0,168,0,0,0,0
347,2387,0,177,0,0,0,0
348,2388,0,190,0,0,0,0
349,2389,0,203,0,0,0,0
350,2390,0,0,63,0,0,0
351,2391,0,0,67,0,0,0
352,2392,0,0,70,0,0,0
353,2393,0,0,74,0,0,0
354,2394,0,0,78,0,0,0
355,2395,97,87,0,0,0,0
356,2396,102,92,0,0,0,0
357,2397,108,98,0,0,0,0
358,2398,115,105,0,0,0,0
359,2399,123,111,0,0,0,0
360,2400,97,0,35,0,0,0
361,2401,102,0,37,0,0,0
362,2402,108,0,38,0,0,0
363,2403,115,0,41,0,0,0
364,2404,123,0,43,0,0,0
365,2405,0,87,35,0,0,0
366,2406,0,92,37,0,0,0
367,2407,0,98,38,0,0,0
368,2408,0,105,41,0,0,0
369,2409,0,111,43,0,0,0
370,2410,88,0,0,0,0,0
371,2411,98,0,0,0,0,0
372,2412,105,0,0,0,0,0
373,2413,111,0,0,0,0,0
374,2414,0,79,0,0,0,0
375,2415,0,89,0,0,0,0
376,2416,0,95,0,0,0,0
377,2417,0,101,0,0,0,0
378,2418,0,0,32,0,0,0
379,2419,0,0,35,0,0,0
380,2420,0,0,37,0,0,0
381,2421,0,0,39,0,0,0
382,2422,48,44,0,0,0,0
383,2423,54,49,0,0,0,0
384,2424,61,56,0,0,0,0
385,2425,48,0,17,0,0,0
386,2426,54,0,19,0,0,0
387,2427,61,0,21,0,0,0
388,2428,0,44,17,0,0,0
389,2429,0,49,19,0,0,0
390,2430,0,56,21,0,0,0
391,2431,132,0,0,0,0,0
392,2432,147,0,0,0,0,0
393,2433,157,0,0,0,0,0
394,2434,167,0,0,0,0,0
395,2435,0,119,0,0,0,0
396,2436,0,133,0,0,0,0
397,2437,0,143,0,0,0,0
398,2438,0,152,0,0,0,0
399,2439,0,0,48,0,0,0
400,2440,0,0,52,0,0,0
401,2441,0,0,55,0,0,0
402,2442,0,0,58,0,0,0
403,2443,73,65,0,0,0,0
404,2444,81,73,0,0,0,0
405,2445,92,84,0,0,0,0
406,2446,73,0,26,0,0,0
407,2447,81,0,29,0,0,0
408,2448,92,0,32,0,0,0
409,2449,0,65,26,0,0,0
410,2450,0,73,29,0,0,0
411,2451,0,84,32,0,0,0
412,2452,110,0,0,-300,0,0
413,2453,116,0,0,-300,0,0
414,2454,123,0,0,-300,0,0
415,2455,131,0,0,-300,0,0
416,2456,139,0,0,-300,0,0
417,2457,144,0,0,-300,0,0
418,2458,61,54,0,-150,0,0
419,2459,64,58,0,-150,0,0
420,2460,67,61,0,-150,0,0
421,2461,72,65,0,-150,0,0
422,2462,77,70,0,-150,0,0
423,2463,80,73,0,-150,0,0
424,2464,61,0,22,-150,0,0
425,2465,64,0,23,-150,0,0
426,2466,67,0,24,-150,0,0
427,2467,72,0,25,-150,0,0
428,2468,77,0,27,-150,0,0
429,2469,80,0,28,-150,0,0
430,2470,0,99,0,0,0,0
431,2471,0,105,0,0,0,0
432,2472,0,111,0,0,0,0
433,2473,0,119,0,0,0,0
434,2474,0,127,0,0,0,0
435,2475,0,131,0,0,0,0
436,2476,0,0,40,0,0,0
437,2477,0,0,42,0,0,0
438,2478,0,0,43,0,0,0
439,2479,0,0,46,0,0,0
440,2480,0,0,49,0,0,0
441,2481,0,0,50,0,0,0
442,2482,534,0,0,-500,0,0
443,2483,445,0,0,-500,0,0
444,2484,445,0,0,-500,0,0
445,2485,0,406,0,-300,0,0
446,2486,0,487,0,-300,0,0
447,2487,0,406,0,-300,0,0
448,2488,0,0,184,-300,0,0
449,2489,0,0,153,-300,0,0
450,2490,0,0,153,-300,0,0
451,2491,245,223,0,-400,0,0
452,2492,245,223,0,-400,0,0
453,2493,245,223,0,-400,0,0
454,2494,245,223,0,-400,0,0
455,2495,294,268,0,-400,0,0
456,2496,294,0,101,-400,0,0
457,2497,245,0,84,-400,0,0
458,2498,245,0,84,-400,0,0
459,2499,0,268,101,-300,0,0
460,2500,0,223,84,-300,0,0
461,2501,0,223,84,-300,0,0
462,2502,243,0,0,0,0,0
463,2503,267,0,0,0,0,0
464,2504,292,0,0,0,0,0
465,2505,0,222,0,0,0,0
466,2506,0,244,0,0,0,0
467,2507,0,266,0,0,0,0
468,2508,0,0,84,0,0,0
469,2509,0,0,92,0,0,0
470,2510,0,0,101,0,0,0
471,2511,134,122,0,0,0,0
472,2512,147,134,0,0,0,0
473,2513,160,146,0,0,0,0
474,2514,134,0,46,0,0,0
475,2515,147,0,51,0,0,0
476,2516,160,0,55,0,0,0
477,2517,0,122,46,0,0,0
478,2518,0,134,51,0,0,0
479,2519,0,146,55,0,0,0
480,2520,122,0,0,0,0,0
481,2521,134,0,0,0,0,0
482,2522,146,0,0,0,0,0
483,2523,0,111,0,0,0,0
484,2524,0,122,0,0,0,0
485,2525,0,133,0,0,0,0
486,2526,0,0,42,0,0,0
487,2527,0,0,46,0,0,0
488,2528,0,0,50,0,0,0
489,2529,67,61,0,0,0,0
490,2530,74,67,0,0,0,0
491,2531,80,73,0,0,0,0
492,2532,67,0,23,0,0,0
493,2533,74,0,25,0,0,0
494,2534,80,0,28,0,0,0
495,2535,0,61,23,0,0,0
496,2536,0,67,25,0,0,0
497,2537,0,73,28,0,0,0
498,2538,182,0,0,0,0,0
499,2539,200,0,0,0,0,0
500,2540,219,0,0,0,0,0
501,2541,0,166,0,0,0,0
502,2542,0,183,0,0,0,0
503,2543,0,200,0,0,0,0
504,2544,0,0,63,0,0,0
505,2545,0,0,69,0,0,0
506,2546,0,0,75,0,0,0
507,2547,100,91,0,0,0,0
508,2548,110,101,0,0,0,0
509,2549,120,110,0,0,0,0
510,2550,100,0,35,0,0,0
511,2551,110,0,38,0,0,0
512,2552,120,0,42,0,0,0
513,2553,0,91,35,0,0,0
514,2554,0,101,38,0,0,0
515,2555,0,110,42,0,0,0
516,2556,152,0,0,-300,0,0
517,2557,167,0,0,-300,0,0
518,2558,182,0,0,-300,0,0
519,2559,84,76,0,-150,0,0
520,2560,92,84,0,-150,0,0
521,2561,100,91,0,-150,0,0
522,2562,84,0,29,-150,0,0
523,2563,92,0,32,-150,0,0
524,2564,100,0,35,-150,0,0
525,2565,0,139,0,0,0,0
526,2566,0,152,0,0,0,0
527,2567,0,166,0,0,0,0
528,2568,0,0,52,0,0,0
529,2569,0,0,58,0,0,0
530,2570,0,0,63,0,0,0
