"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool_52","bool_53","bool_54","bool_55","bool_56","bool_57","MinAreaLevel","i32_62","MapFragmentLimit","bool_70","[i32]_71"
60,3695,[19180],[],125,1,"","","","","",1,100,1,"",[]
61,3694,[19181],[],126,1,"","","","","",1,100,2,"",[]
62,3696,[19182],[],127,1,"","","","","",1,100,1,"",[1]
63,3697,[19183],[7006],4,1,1,"","","","",1,100,1,"",[1]
64,3698,[19184],[7006],4,1,1,"","","","",1,100,1,"",[1]
65,3699,[19185],[7006],4,1,1,"","","","",1,100,1,"",[1]
66,3700,[19186],"[7006,7148]",4,1,1,"","","","",1,100,1,"",[1]
67,3701,[19187],[7006],5,1,"",1,"","","",1,100,1,"",[1]
68,3702,[19188],[7006],5,1,"",1,"","","",1,100,1,"",[1]
69,3703,[19189],[7006],5,1,"",1,"","","",1,100,1,"",[1]
70,3704,[19190],"[7006,7149]",5,1,"",1,"","","",1,100,1,"",[1]
71,3705,[19191],[],20,1,1,"","","","",1,100,1,"",[]
72,3706,[19192],[],21,1,"",1,"","","",1,100,1,"",[]
73,3708,[19197],[],22,1,"","","","","",81,100,1,"",[]
74,3707,[19198],[],23,1,"","","","","",1,100,1,"",[]
75,3709,[19199],[7006],0,1,"","","","","",1,100,1,"",[1]
76,3710,[19200],[7006],0,1,"","","","","",1,100,1,"",[1]
77,3711,[19201],[7006],0,1,"","","","","",1,100,1,"",[1]
78,3712,[19202],"[7006,7150]",0,1,"","","","","",1,100,1,"",[1]
79,3713,[19203],[],124,1,"","","","","",1,100,1,"",[]
80,3714,[19204],[],122,1,"","","","","",1,100,1,"",[1]
81,3715,[19205],[],123,1,"","","","","",1,100,1,"",[]
82,3716,[19206],[7006],6,1,"","","","","",1,100,1,"",[1]
83,3717,[19207],[7006],6,1,"","","","","",1,100,1,"",[1]
84,3718,[19208],[7006],6,1,"","","","","",1,100,1,"",[1]
85,3719,[19209],"[7006,7151]",6,1,"","","","","",1,100,1,"",[1]
86,3720,[19210],[],72,1,"","","","","",1,100,5,"",[]
87,3722,[19211],[],73,1,"","","","","",1,100,1,"",[]
88,3721,[19212],[],74,1,"","","","","",1,100,5,"",[]
89,3723,[19213],[7006],7,1,"","","","","",1,100,1,"",[1]
90,3724,[19214],[7006],7,1,"","","","","",1,100,1,"",[1]
91,3725,[19215],[7006],7,1,"","","","","",1,100,1,"",[1]
92,3726,[19216],"[7006,7152]",7,1,"","","","","",1,100,1,"",[1]
93,3727,[19217],[],75,1,"","","","","",1,100,2,"",[]
94,3728,[19218],[],76,1,"","","","","",1,100,1,"",[]
95,3729,[19219],[],77,1,"","","","","",1,100,1,"",[1]
96,3730,[19220],[],129,1,"","","","","",1,100,3,"",[]
97,3731,[19221],[7006],8,1,"","","","","",1,100,1,"",[1]
98,3732,[19222],[7006],8,1,"","","","","",1,100,1,"",[1]
99,3733,[19223],[7006],8,1,"","","","","",1,100,1,"",[1]
100,3734,[19224],"[7006,7153]",8,1,"","","","","",1,100,1,"",[1]
101,3735,[19225],[],38,1,"","","","","",1,100,3,"",[]
102,3736,[19226],[],39,1,"","","","","",1,100,1,"",[]
103,3737,[19227],[],40,1,"","","","","",1,100,1,"",[]
104,3738,[19228],[],41,1,"","","","","",1,100,1,"",[]
105,3739,[19229],[],42,1,"","","","","",1,100,1,"",[]
106,3740,[19230],[7006],9,1,"","","","","",1,100,1,"",[1]
107,3741,[19231],[7006],9,1,"","","","","",1,100,1,"",[1]
108,3742,[19232],[7006],9,1,"","","","","",1,100,1,"",[1]
109,3743,[19233],"[7006,7154]",9,1,"","","","","",1,100,1,"",[1]
110,3744,[19234],[],68,1,"","","","","",1,100,4,"",[]
111,3745,[19235],[],69,1,"","","","","",1,100,1,"",[]
112,3747,[19236],[],70,1,"","","","","",1,100,1,"",[]
113,3746,[19237],[],71,1,"","","","","",1,100,1,"",[]
114,3748,[19238],[7006],10,1,"","","","","",1,100,1,"",[1]
115,3749,[19239],[7006],10,1,"","","","","",1,100,1,"",[1]
116,3750,[19240],[7006],10,1,"","","","","",1,100,1,"",[1]
117,3751,[19241],"[7006,7155]",10,1,"","","","","",1,100,1,"",[1]
118,3752,[19242],[],10,1,"","","","","",1,100,1,"",[]
119,3753,[19243],[],105,1,"","","","","",1,100,2,"",[]
120,3754,[19244],[],106,1,"","","","","",1,100,1,"",[]
121,3756,[19245],[],107,1,"","","","","",1,100,1,"",[]
122,3755,[19246],[],108,1,"","","","","",1,100,1,"",[]
123,3757,[19247],[7006],11,1,"","","","","",1,100,1,"",[1]
124,3758,[19248],[7006],11,1,"","","","","",1,100,1,"",[1]
125,3759,[19249],[7006],11,1,"","","","","",1,100,1,"",[1]
126,3760,[19250],"[7006,7156]",11,1,"","","","","",1,100,1,"",[1]
127,3761,[19251],[],98,1,"","","","","",1,100,5,"",[]
128,3762,[19252],[],99,1,"","","","","",1,100,1,"",[]
129,3763,[19253],[],100,1,"","","","","",1,100,3,"",[]
130,3764,[19254],[],101,1,"","","","","",1,100,1,"",[1]
131,3765,[19255],[],102,1,"","","","","",1,100,1,"",[]
132,3766,[19273],[7006],12,1,"","","","","",1,100,1,"",[1]
133,3767,[19274],[7006],12,1,"","","","","",1,100,1,"",[1]
134,3768,[19275],[7006],12,1,"","","","","",1,100,1,"",[1]
135,3769,[19276],"[7006,7157]",12,1,"","","","","",1,100,1,"",[1]
136,3770,[19260],[],13,1,"","","","","",1,100,1,"",[1]
137,3771,[19261],[],13,1,"","","","","",1,100,1,"",[1]
138,3772,[19262],[],13,1,"","","","","",1,100,1,"",[1]
139,3773,[19263],[],13,1,"","","","","",1,100,1,"",[1]
140,3774,[19264],[],14,1,"","","","","",1,100,1,"",[1]
141,3775,[19265],[],14,1,"","","","","",1,100,1,"",[1]
142,3776,[19266],[],14,1,"","","","","",1,100,1,"",[1]
143,3777,[19267],[],14,1,"","","","","",1,100,1,"",[1]
144,3778,[19268],[],14,1,"","","","","",1,100,5,"",[]
145,3779,[19269],[],95,1,"","","","","",1,100,2,"",[]
146,3780,[19270],[],96,1,"","","","","",1,100,1,"",[]
147,3781,[19271],[],97,1,"","","","","",78,100,1,"",[]
148,3782,[19272],[],140,1,"","","","","",1,100,1,"",[]
149,3783,[19277],[],34,1,"","","","","",1,100,5,"",[]
150,3784,[19278],[],35,1,"","","","","",1,100,2,"",[]
151,3785,[19279],[],36,1,"","","","","",1,100,1,"",[]
152,3786,[19280],[],37,1,"","","","","",1,100,2,"",[]
153,3787,[19281],[],43,1,"","","","","",1,100,5,"",[]
154,3788,[19282],[],44,1,"","","","","",1,100,1,"",[]
155,3790,[19283],[],45,1,"","","","","",1,100,1,"",[]
156,3789,[19284],[],46,1,"","","","","",1,100,1,"",[]
157,3791,[19285],[],139,1,"","","","","",1,100,1,"",[]
158,3793,[19286],[],47,1,"","","","","",1,100,1,"",[]
159,3794,[19287],[],48,1,"","","","","",1,100,2,"",[]
160,3792,[19288],[],49,1,"","","","","",1,100,4,"",[]
161,3795,[19289],[],50,1,"","","","","",1,100,1,"",[]
162,3796,[19291],[],51,1,"","","","","",1,100,2,"",[]
163,3797,[19292],[],52,1,"","","","","",1,100,1,"",[]
164,3798,[19293],[],53,1,"","","","","",1,100,2,"",[]
165,3799,[19294],[],54,1,"","","","","",1,100,2,"",[]
166,3800,[19295],[],55,1,"","","","","",1,100,1,"",[]
167,3802,[19296],[],56,1,"","","","","",1,100,1,"",[]
168,3801,[19297],[],57,1,"","","","","",1,100,1,"",[]
169,3803,[19298],[],62,1,"","","","","",1,100,1,"",[]
170,3804,[19299],[],59,1,"","","","","",1,100,3,"",[]
171,3806,[19300],[],60,1,"","","","","",1,100,1,"",[]
172,3805,[19301],[],61,1,"","","","","",1,100,2,"",[]
173,3807,[19302],[],67,1,"","","","","",1,100,1,"",[]
174,3808,[19303],[],64,1,"","","","","",1,100,1,"",[]
175,3810,[19304],[],65,1,"","","","","",1,100,2,"",[]
176,3809,[19305],[],66,1,"","","","","",1,100,1,"",[]
177,3811,[19306],[],78,1,"","","","","",1,100,1,"",[]
178,3812,[19307],[],79,1,"","","","","",1,100,1,"",[1]
179,3813,[19308],[],80,1,"","","","","",1,100,2,"",[]
180,3815,[19309],[],81,1,"","","","","",1,100,1,"",[]
181,3814,[19310],[],82,1,"","","","","",1,100,1,"",[]
182,3816,[19311],[],12,1,"","","","","",1,100,1,"",[]
183,3817,[19312],[],83,1,"","","","","",1,100,2,"",[]
184,3818,[19313],[],84,1,"","","","","",1,100,1,"",[]
185,3819,[19314],[],85,1,"","","","","",1,100,1,"",[]
186,3820,[19315],[],86,1,"","","","","",1,100,1,"",[]
187,3821,[19316],[],87,1,"","","","","",1,100,1,"",[]
188,3822,[19317],[],88,1,"","","","","",1,100,2,"",[]
189,3823,[19318],[],89,1,"","","","","",1,100,5,"",[]
190,3824,[19319],[],90,1,"","","","","",78,100,1,"",[]
191,3825,[19320],[],91,1,"","","","","",1,100,1,"",[]
192,3826,[19321],[],13,1,"","","","","",1,100,1,"",[]
193,3827,[19322],[],92,1,"","","","","",1,100,2,"",[1]
194,3828,[19323],[],93,1,"","","","","",1,100,1,"",[]
195,3829,[19324],[],94,1,"","","","","",1,100,1,"",[]
196,3830,[19325],[],137,1,"","","","","",1,100,1,"",[]
197,3831,[19326],[],141,1,"","","","","",1,100,2,"",[]
198,3832,[19327],[],142,1,"","","","","",1,100,1,"",[]
199,3833,[19328],[],143,1,"","","","","",1,100,1,"",[]
200,3834,[19329],[],144,1,"","","","","",1,100,1,"",[]
201,3835,[19330],[],145,1,"","","","","",1,100,1,"",[]
202,3836,[19331],[],146,1,"","","","","",1,100,1,"",[]
203,3837,[19332],[],147,1,"","","","","",1,100,1,"",[]
204,3838,[19333],[],148,1,"","","","","",1,100,1,"",[]
205,3839,[19334],[],109,1,"","","","","",1,100,2,"",[]
206,3840,[19335],[],110,1,"","","","","",1,100,2,"",[]
207,3841,[19350],[],114,1,"","","","","",1,100,3,"",[]
208,3842,[19337],[],112,1,"","","","","",1,100,1,"",[]
209,3843,[19338],[],113,1,"","","","","",1,100,1,"",[]
210,3844,[19344],[],130,1,"","","","","",1,100,1,"",[]
211,3845,[19345],[],131,1,"","","","","",1,100,1,"",[]
212,3846,[19346],[],132,1,"","","","","",1,100,2,"",[]
213,3847,[19347],[],133,1,"","","","","",1,100,1,"",[]
214,3848,[19348],[],134,1,"","","","","",1,100,1,"",[]
215,3849,[19349],[],135,1,"","","","","",1,100,1,"",[]
216,3850,[19351],[],115,1,"","","","","",1,100,1,"",[]
217,3851,[19352],[],116,1,"","","","","",1,100,2,"",[]
218,3852,[19353],[],117,1,"","","","","",1,100,1,"",[]
219,3853,[19354],[],118,1,"","","","","",1,100,1,"",[]
220,3854,[19355],[],119,1,"","","","","",1,100,1,"",[]
221,3855,[19356],[],120,1,"","","","","",1,100,1,"",[]
222,3856,[19357],[],121,1,"","","","","",1,100,1,"",[]
223,3055,"[21222,21227]",[],15,"","","",1,"","",1,100,1,"",[]
224,3056,"[21223,21228]",[],16,"","","",1,"","",1,100,1,"",[]
225,3057,"[21224,21229]",[],17,"","","",1,"","",1,100,1,"",[]
226,3058,"[21225,21230]",[],18,"","","",1,"","",1,100,1,"",[]
227,3059,"[21226,21231]",[],19,"","","",1,"","",1,100,1,"",[]
228,3060,"[21232,21237]",[],15,"","","",1,"","",1,100,1,"",[]
229,3061,"[21233,21238]",[],16,"","","",1,"","",1,100,1,"",[]
230,3062,"[21234,21239]",[],17,"","","",1,"","",1,100,1,"",[]
231,3063,"[21235,21240]",[],18,"","","",1,"","",1,100,1,"",[]
232,3064,"[21236,21241]",[],19,"","","",1,"","",1,100,1,"",[]
233,3860,[21600],[],149,"","","","","","",1,100,1,"",[]
234,3861,[21601],[],149,"","","","","","",1,100,1,"",[]
235,3862,[21602],[],149,"","","","","","",1,100,1,"",[]
236,3863,[21603],[],149,"","","","","","",1,100,1,"",[]
237,3864,[21604],[],149,"","","","","","",1,100,1,"",[]
238,3865,[21605],[],149,"","","","","","",1,100,1,"",[]
239,3866,[21607],[],149,"","","","","","",1,100,1,"",[]
240,3867,[21608],[],149,"","","","","","",1,100,1,"",[]
241,3868,[21609],[],149,"","","","","","",1,100,1,"",[]
242,3869,[21611],[],149,"","","","","","",1,100,1,"",[]
243,3870,[21612],[],149,"","","","","","",1,100,1,"",[]
244,3871,[21614],[],149,"","","","","","",1,100,1,"",[]
245,3872,[21615],[],149,"","","","","","",1,100,1,"",[]
246,3065,[8713],[],149,"","","",1,"","",1,100,1,"",[]
247,3085,[25063],[9592],149,1,"","","","","",1,100,4,"",[]
248,5285,[38291],[],149,1,"","","","","",1,100,3,"",[]
249,5286,[38292],[],149,1,"","","","","",1,100,2,"",[]
250,5287,[38293],[],149,1,"","","","","",1,100,2,"",[]
251,5288,[38294],[],149,1,"","","","","",1,100,1,"",[]
252,5289,[38295],[],149,1,"","","","","",1,100,3,"",[]
253,5290,[38299],[],149,1,"","","","","",1,100,2,"",[]
254,5291,[38298],[],149,1,"","","","","",1,100,4,"",[]
255,5292,[38297],[],149,1,"","","","","",1,100,4,"",[]
256,5293,[38296],[],149,1,"","","","","",1,100,3,"",[]
257,5417,[25063],[],149,1,"","","","","",1,100,1,"",[]
