"rownum","Id","Stat","ItemVisualIdentity","bool_48","bool_49","bool_50","bool_51"
270,335,17869,14973,1,"","",""
271,334,17869,14972,1,"","",""
272,333,17869,14971,1,"","",""
273,4671,17869,14973,1,"","",""
274,245,17869,14974,1,"","",""
275,6,17869,14974,1,"","",""
276,287,17869,14972,1,"","",""
277,281,17869,14972,1,"","",""
278,285,17869,14972,1,"","",""
279,293,17869,14973,1,"","",""
280,291,17869,14972,1,"","",""
281,283,17869,14973,1,"","",""
282,272,17869,14972,1,"","",""
283,289,17869,14974,1,"","",""
284,282,17869,14973,1,"","",""
285,280,17869,14972,1,"","",""
286,292,17869,14973,1,"","",""
287,271,17869,14972,1,"","",""
288,274,17869,14972,1,"","",""
289,286,17869,14974,1,"","",""
290,269,17869,14972,1,"","",""
291,284,17869,14972,1,"","",""
292,277,17869,14972,1,"","",""
293,275,17869,14972,1,"","",""
294,290,17869,14972,1,"","",""
295,270,17869,14972,1,"","",""
296,273,17869,14972,1,"","",""
297,278,17869,14972,1,"","",""
298,276,17869,14972,1,"","",""
299,279,17869,14972,1,"","",""
300,288,17869,14972,1,"","",""
301,41,17869,14972,1,"","",""
302,13,17869,14971,1,"","",""
303,341,17869,14974,1,"","",""
304,221,17869,14972,1,"","",""
305,220,17869,14972,1,"","",""
306,218,17869,14972,1,"","",""
307,219,17869,14973,1,"","",""
308,222,17869,14974,1,"","",""
309,10,17869,14972,1,"","",""
310,5,17869,14971,1,"","",""
311,69,17869,14973,1,"","",""
312,67,17869,14973,1,"","",""
313,72,17869,14973,1,"","",""
314,84,17869,14973,1,"","",""
315,79,17869,14973,1,"","",""
316,81,17869,14973,1,"","",""
317,74,17869,14973,1,"","",""
318,88,17869,14973,1,"","",""
319,71,17869,14973,1,"","",""
320,85,17869,14973,1,"","",""
321,86,17869,14973,1,"","",""
322,89,17869,14973,1,"","",""
323,75,17869,14973,1,"","",""
324,83,17869,14973,1,"","",""
325,68,17869,14973,1,"","",""
326,78,17869,14973,1,"","",""
327,80,17869,14973,1,"","",""
328,77,17869,14973,1,"","",""
329,82,17869,14973,1,"","",""
330,66,17869,14973,1,"","",""
331,76,17869,14973,1,"","",""
332,87,17869,14973,1,"","",""
333,70,17869,14973,1,"","",""
334,73,17869,14973,1,"","",""
335,14,17869,14973,1,"","",""
336,16,17869,14970,1,"","",""
337,329,17869,14974,1,"","",""
338,3919,17869,14974,1,"","",""
339,55,17869,14974,1,"","",""
340,56,17869,14974,1,"","",""
341,3918,17869,14974,1,"","",""
342,3916,17869,14974,1,"","",""
343,3917,17869,14974,1,"","",""
344,3915,17869,14974,1,"","",""
345,57,17869,14974,1,"","",""
346,58,17869,14974,1,"","",""
347,59,17869,14974,1,"","",""
348,95,17869,14973,1,"","",""
349,96,17869,14973,1,"","",""
350,97,17869,14974,1,"","",""
351,4762,17869,14973,1,"","",""
352,4763,17869,14974,1,"","",""
353,4764,17869,14973,1,"","",""
354,4765,17869,14974,1,"","",""
355,2,17994,14985,"","","",""
356,3239,18967,14999,"","","",""
