"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool_200","bool_201","[i32]_202","[i32]_218","bool_234","bool_235"
73,4298,[],[317],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,34]","[52,15]","","",[1000],[0],"",""
74,4299,[],[316],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,33]","[53,18]","","",[1000],[0],"",""
75,4300,[],[631],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,67]","[54,76]","","",[1000],[0],"",""
76,4301,[],[639],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,68]","[55,77]","","",[1000],[0],"",""
77,4302,[],[624],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,40]","[56,39]","","",[1000],[0],"",""
78,4303,[],[309],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,29]","[57,12]","","",[1000],[0],"",""
79,4304,[],[311],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,31]","[58,14]","","",[1000],[0],"",""
80,4305,[],[34],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,69]","[59,19,25]","","",[1000],[0],"",""
81,4306,[],[320],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,70]","[60,78]","","",[1000],[0],"",""
82,4307,[],[633],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,42]","[61,41]","","",[1000],[0],"",""
83,4308,[],[318],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,71]","[62,20,26]","","",[1000],[0],"",""
84,4309,[],[635],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[45,72]","[63,79,16]","","",[1000],[0],"",""
85,4310,[],[323],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,37]","[43,22]","","",[1000],[0],"",""
86,4311,[],[632],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,64]","[44,73]","","",[1000],[0],"",""
87,4312,[],[312],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,27]","[45,10]","","",[1000],[0],"",""
88,4313,[],[322],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,36]","[47,21]","","",[1000],[0],"",""
89,4314,[],[310],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,30]","[48,13]","","",[1000],[0],"",""
90,4315,[],[315],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,32]","[49,17]","","",[1000],[0],"",""
91,4316,[],[27],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,66]","[50,75]","","",[1000],[0],"",""
92,4317,[],[308],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,28]","[51,11]","","",[1000],[0],"",""
93,4318,[],[317],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,34]","[52,15]","","",[1000],[0],"",""
94,4319,[],[316],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,33]","[53,18]","","",[1000],[0],"",""
95,4320,[],[631],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,67]","[54,76]","","",[1000],[0],"",""
96,4321,[],[639],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,68]","[55,77]","","",[1000],[0],"",""
97,4322,[],[624],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,40]","[56,39]","","",[1000],[0],"",""
98,4323,[],[309],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,29]","[57,12]","","",[1000],[0],"",""
99,4324,[],[311],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,31]","[58,14]","","",[1000],[0],"",""
100,4325,[],[34],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,69]","[59,19,25]","","",[1000],[0],"",""
101,4326,[],[320],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,70]","[60,78]","","",[1000],[0],"",""
102,4327,[],[633],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,42]","[61,41]","","",[1000],[0],"",""
103,4328,[],[318],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,71]","[62,20,26]","","",[1000],[0],"",""
104,4329,[],[635],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[46,72]","[63,79,16]","","",[1000],[0],"",""
105,4330,[],[323],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,37]","[43,22]","","",[1000],[0],"",""
106,4331,[],[632],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,64]","[44,73]","","",[1000],[0],"",""
107,4332,[],[312],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,27]","[45,10]","","",[1000],[0],"",""
108,4333,[],[319],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,65]","[46,74]","","",[1000],[0],"",""
109,4334,[],[310],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,30]","[48,13]","","",[1000],[0],"",""
110,4335,[],[315],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,32]","[49,17]","","",[1000],[0],"",""
111,4336,[],[27],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,66]","[50,75]","","",[1000],[0],"",""
112,4337,[],[308],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,28]","[51,11]","","",[1000],[0],"",""
113,4338,[],[317],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,34]","[52,15]","","",[1000],[0],"",""
114,4339,[],[316],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,33]","[53,18]","","",[1000],[0],"",""
115,4340,[],[631],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,67]","[54,76]","","",[1000],[0],"",""
116,4341,[],[639],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,68]","[55,77]","","",[1000],[0],"",""
117,4342,[],[624],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,40]","[56,39]","","",[1000],[0],"",""
118,4343,[],[309],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,29]","[57,12]","","",[1000],[0],"",""
119,4344,[],[311],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,31]","[58,14]","","",[1000],[0],"",""
120,4345,[],[34],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,69]","[59,19,25]","","",[1000],[0],"",""
121,4346,[],[320],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,70]","[60,78]","","",[1000],[0],"",""
122,4347,[],[633],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,42]","[61,41]","","",[1000],[0],"",""
123,4348,[],[318],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,71]","[62,20,26]","","",[1000],[0],"",""
124,4349,[],[635],[0],[],[],[],"",0,"","",[],"",[322],[3000],"[47,72]","[63,79,16]","","",[1000],[0],"",""
125,4350,[],[323],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,37]","[43,22]","","",[1000],[0],"",""
126,4351,[],[632],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,64]","[44,73]","","",[1000],[0],"",""
127,4352,[],[312],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,27]","[45,10]","","",[1000],[0],"",""
128,4353,[],[319],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,65]","[46,74]","","",[1000],[0],"",""
129,4354,[],[322],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,36]","[47,21]","","",[1000],[0],"",""
130,4355,[],[315],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,32]","[49,17]","","",[1000],[0],"",""
131,4356,[],[27],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,66]","[50,75]","","",[1000],[0],"",""
132,4357,[],[308],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,28]","[51,11]","","",[1000],[0],"",""
133,4358,[],[317],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,34]","[52,15]","","",[1000],[0],"",""
134,4359,[],[316],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,33]","[53,18]","","",[1000],[0],"",""
135,4360,[],[631],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,67]","[54,76]","","",[1000],[0],"",""
136,4361,[],[639],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,68]","[55,77]","","",[1000],[0],"",""
137,4362,[],[624],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,40]","[56,39]","","",[1000],[0],"",""
138,4363,[],[309],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,29]","[57,12]","","",[1000],[0],"",""
139,4364,[],[311],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,31]","[58,14]","","",[1000],[0],"",""
140,4365,[],[34],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,69]","[59,19,25]","","",[1000],[0],"",""
141,4366,[],[320],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,70]","[60,78]","","",[1000],[0],"",""
142,4367,[],[633],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,42]","[61,41]","","",[1000],[0],"",""
143,4368,[],[318],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,71]","[62,20,26]","","",[1000],[0],"",""
144,4369,[],[635],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[48,72]","[63,79,16]","","",[1000],[0],"",""
145,4370,[],[323],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,37]","[43,22]","","",[1000],[0],"",""
146,4371,[],[632],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,64]","[44,73]","","",[1000],[0],"",""
147,4372,[],[312],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,27]","[45,10]","","",[1000],[0],"",""
148,4373,[],[319],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,65]","[46,74]","","",[1000],[0],"",""
149,4374,[],[322],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,36]","[47,21]","","",[1000],[0],"",""
150,4375,[],[310],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,30]","[48,13]","","",[1000],[0],"",""
151,4376,[],[27],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,66]","[50,75]","","",[1000],[0],"",""
152,4377,[],[308],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,28]","[51,11]","","",[1000],[0],"",""
153,4378,[],[317],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,34]","[52,15]","","",[1000],[0],"",""
154,4379,[],[316],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,33]","[53,18]","","",[1000],[0],"",""
155,4380,[],[631],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,67]","[54,76]","","",[1000],[0],"",""
156,4381,[],[639],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,68]","[55,77]","","",[1000],[0],"",""
157,4382,[],[624],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,40]","[56,39]","","",[1000],[0],"",""
158,4383,[],[309],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,29]","[57,12]","","",[1000],[0],"",""
159,4384,[],[311],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,31]","[58,14]","","",[1000],[0],"",""
160,4385,[],[34],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,69]","[59,19,25]","","",[1000],[0],"",""
161,4386,[],[320],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,70]","[60,78]","","",[1000],[0],"",""
162,4387,[],[633],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,42]","[61,41]","","",[1000],[0],"",""
163,4388,[],[318],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,71]","[62,20,26]","","",[1000],[0],"",""
164,4389,[],[635],[0],[],[],[],"",0,"","",[],"",[315],[3000],"[49,72]","[63,79,16]","","",[1000],[0],"",""
165,4390,[],[323],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0],"",""
166,4391,[],[632],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0],"",""
167,4392,[],[312],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0],"",""
168,4393,[],[319],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0],"",""
169,4394,[],[322],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0],"",""
170,4395,[],[310],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0],"",""
171,4396,[],[315],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0],"",""
172,4397,[],[308],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0],"",""
173,4398,[],[317],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0],"",""
174,4399,[],[316],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0],"",""
175,4400,[],[631],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0],"",""
176,4401,[],[639],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0],"",""
177,4402,[],[624],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0],"",""
178,4403,[],[309],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0],"",""
179,4404,[],[311],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0],"",""
180,4405,[],[34],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0],"",""
181,4406,[],[320],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0],"",""
182,4407,[],[633],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0],"",""
183,4408,[],[318],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0],"",""
184,4409,[],[635],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0],"",""
185,4410,[],[323],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,37]","[43,22]","","",[1000],[0],"",""
186,4411,[],[632],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,64]","[44,73]","","",[1000],[0],"",""
187,4412,[],[312],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,27]","[45,10]","","",[1000],[0],"",""
188,4413,[],[319],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,65]","[46,74]","","",[1000],[0],"",""
189,4414,[],[322],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,36]","[47,21]","","",[1000],[0],"",""
190,4415,[],[310],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,30]","[48,13]","","",[1000],[0],"",""
191,4416,[],[315],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,32]","[49,17]","","",[1000],[0],"",""
192,4417,[],[27],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,66]","[50,75]","","",[1000],[0],"",""
193,4418,[],[317],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,34]","[52,15]","","",[1000],[0],"",""
194,4419,[],[316],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,33]","[53,18]","","",[1000],[0],"",""
195,4420,[],[631],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,67]","[54,76]","","",[1000],[0],"",""
196,4421,[],[639],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,68]","[55,77]","","",[1000],[0],"",""
197,4422,[],[624],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,40]","[56,39]","","",[1000],[0],"",""
198,4423,[],[309],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,29]","[57,12]","","",[1000],[0],"",""
199,4424,[],[311],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,31]","[58,14]","","",[1000],[0],"",""
200,4425,[],[34],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,69]","[59,19,25]","","",[1000],[0],"",""
201,4426,[],[320],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,70]","[60,78]","","",[1000],[0],"",""
202,4427,[],[633],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,42]","[61,41]","","",[1000],[0],"",""
203,4428,[],[318],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,71]","[62,20,26]","","",[1000],[0],"",""
204,4429,[],[635],[0],[],[],[],"",0,"","",[],"",[308],[3000],"[51,72]","[63,79,16]","","",[1000],[0],"",""
205,4430,[],[323],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,37]","[43,22]","","",[1000],[0],"",""
206,4431,[],[632],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,64]","[44,73]","","",[1000],[0],"",""
207,4432,[],[312],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,27]","[45,10]","","",[1000],[0],"",""
208,4433,[],[319],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,65]","[46,74]","","",[1000],[0],"",""
209,4434,[],[322],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,36]","[47,21]","","",[1000],[0],"",""
210,4435,[],[310],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,30]","[48,13]","","",[1000],[0],"",""
211,4436,[],[315],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,32]","[49,17]","","",[1000],[0],"",""
212,4437,[],[27],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[52,66]","[50,75]","","",[1000],[0],"",""
