"rownum","MtxTypeGameSpecific","i32_16","i32_20"
118,4746,45,131
119,4786,55,131
120,4745,55,131
121,4807,160,105
122,4801,30,105
123,4839,0,0
124,4722,150,131
125,4837,30,105
126,4835,160,105
127,4812,0,0
128,4811,0,0
129,4810,0,0
130,4809,0,0
131,4808,0,0
132,4747,0,0
133,4858,150,235
134,4847,0,0
135,4846,350,0
136,4792,0,0
137,4760,120,131
138,4729,0,0
139,4888,0,0
140,4724,0,0
141,4796,30,105
142,4867,90,131
143,4876,160,105
144,4868,0,0
145,4851,160,105
146,4815,150,131
147,4732,25,3
148,4731,120,131
149,4878,160,105
150,4877,30,105
151,4882,0,0
152,4883,0,0
153,4752,100,44
154,4767,0,0
155,4814,260,338
156,4723,150,131
157,4736,80,62
158,4849,30,105
159,4778,180,235
160,4735,120,131
161,4748,120,0
162,4834,160,105
163,4838,30,105
164,4833,160,131
165,4776,190,235
166,4728,150,131
167,4780,30,62
168,4822,160,131
169,4726,250,235
170,4690,330,235
171,4689,550,340
172,4688,85,62
173,4763,250,131
174,4751,0,0
175,4828,30,105
176,4827,160,105
177,4861,0,0
178,4860,350,0
179,379,100,0
180,130,90,0
181,1919,110,217
182,1918,125,217
183,1896,110,217
184,1895,125,217
185,743,110,217
186,117,10,200
187,1387,125,217
188,1386,110,217
189,1703,115,200
190,428,90,62
191,833,110,270
192,102,75,200
193,310,110,131
194,1929,125,200
195,1241,95,131
196,807,95,0
197,1574,120,220
198,1332,100,131
199,1329,125,62
200,1293,120,0
201,1738,110,205
202,1873,120,205
203,1871,120,271
204,1744,125,270
205,1352,0,271
206,1439,110,200
207,103,95,131
208,140,100,200
209,135,95,200
210,133,25,62
211,120,95,200
212,1264,110,217
213,1265,125,217
214,1519,135,200
215,375,80,131
216,1702,120,200
217,2012,110,217
218,2011,125,217
219,368,100,200
220,520,100,131
221,445,95,200
222,1577,95,131
223,1328,110,131
224,853,125,131
225,631,125,131
226,627,120,131
227,1875,125,0
228,1333,125,131
229,136,90,62
230,1565,130,200
231,1567,0,0
232,1601,110,217
233,1605,125,217
234,107,80,0
235,378,90,131
236,1785,110,217
237,1784,125,217
238,1983,0,0
239,1740,125,205
240,1578,115,205
241,1279,110,217
242,1280,125,217
243,1938,120,270
244,1937,125,270
245,918,125,217
246,1799,110,217
247,1798,125,217
248,132,90,0
249,2035,110,217
250,2034,125,217
251,812,90,131
252,815,100,131
253,810,90,131
254,813,125,131
255,811,80,131
256,814,85,200
257,426,75,0
258,431,75,0
259,1418,95,0
260,742,125,0
261,139,65,0
262,427,75,0
263,723,90,0
264,414,90,131
265,452,125,131
266,1330,130,220
267,374,95,62
268,141,80,0
269,377,80,62
270,828,110,131
271,430,90,131
272,324,110,131
273,839,110,217
274,1490,110,217
275,1485,125,217
276,1876,0,220
277,119,35,62
278,474,120,131
279,111,15,62
280,536,110,131
281,476,120,200
282,808,110,131
283,432,75,131
284,376,90,131
285,524,110,131
286,783,125,217
287,110,90,200
288,1877,0,0
289,824,110,131
290,710,120,200
291,630,125,131
292,823,100,131
293,129,120,131
294,1327,115,160
295,526,100,0
296,527,100,131
297,429,95,131
298,311,95,131
299,1525,0,220
300,312,95,0
301,1331,130,0
302,525,100,131
303,412,90,131
304,782,125,131
305,744,110,217
306,831,115,0
307,832,95,62
308,830,110,131
309,819,95,0
310,827,125,0
311,829,90,0
312,1433,100,131
313,825,105,200
314,1616,110,217
315,1620,125,217
316,2100,0,269
317,2098,125,200
318,2099,125,269
319,2096,0,200
320,2097,125,200
321,2064,0,269
322,118,70,131
323,821,125,131
324,1970,115,0
325,1843,125,270
326,2080,0,0
327,2095,125,269
328,1831,125,200
329,836,125,200
330,2079,125,269
331,2078,125,269
332,1965,120,200
333,822,100,131
334,1976,125,200
335,2077,135,200
336,1979,120,200
337,1340,120,131
338,1443,125,200
339,846,95,220
340,847,130,200
341,1968,115,200
342,1981,135,200
343,1969,115,200
344,1566,125,131
345,1832,150,270
346,1972,125,200
347,1980,120,200
348,1971,0,271
349,1705,120,271
350,848,100,200
351,1763,0,0
352,1762,0,0
353,1761,0,0
354,1760,130,0
355,1978,0,0
356,1346,115,131
357,1878,0,0
358,530,90,220
359,1489,110,217
360,1484,125,217
361,337,100,131
362,523,120,131
363,522,100,131
364,1588,0,0
365,115,25,62
366,1977,115,0
367,1401,110,217
368,1402,125,217
369,1842,120,270
370,1444,120,200
371,138,55,62
372,809,110,217
373,826,85,160
374,1324,100,62
375,686,110,131
376,409,70,131
377,546,110,131
378,852,100,160
379,2094,0,269
380,408,80,0
381,413,90,131
382,1563,110,131
383,131,90,0
384,137,70,62
385,1975,0,0
386,1974,0,0
387,1973,0,0
388,155,0,0
389,438,200,200
390,534,0,0
391,1912,320,411
392,1917,180,272
393,1916,150,189
394,1907,130,91
395,1906,100,133
396,1909,80,52
397,1914,80,161
398,1911,230,244
399,1908,80,52
400,1910,250,184
401,1913,180,272
402,373,100,0
403,320,60,0
404,189,40,0
405,1888,320,411
406,1894,180,272
407,1893,150,189
408,1882,100,133
409,1883,130,91
410,1885,80,52
411,1891,80,161
412,1887,230,244
413,1884,80,52
414,1886,250,184
415,1889,180,272
416,1940,180,0
417,1941,180,0
418,1942,130,0
419,1944,80,0
420,1943,80,0
421,1945,250,0
422,1946,210,0
423,603,150,0
424,124,15,62
425,1948,180,340
426,1947,130,145
427,1950,80,100
428,1949,80,100
429,1951,250,275
430,1952,275,407
431,1384,320,411
432,1393,180,272
433,674,130,0
434,676,80,0
435,678,160,0
436,675,80,0
437,677,250,0
438,1391,180,272
439,1388,150,189
440,1392,180,0
441,1389,100,91
442,1379,130,133
443,1381,80,52
444,1390,80,161
445,1383,230,244
446,1380,80,52
447,1382,250,184
448,845,150,0
449,840,100,0
450,842,80,0
451,844,110,0
452,841,80,0
453,843,250,0
454,327,160,131
455,326,150,131
456,325,160,131
457,1737,320,650
458,1963,175,234
459,1814,130,145
460,1816,80,100
461,1819,190,340
462,1815,80,100
463,1817,250,275
464,76,70,97
465,575,250,407
466,145,85,131
467,256,110,88
468,255,70,42
469,181,90,62
470,254,70,42
471,253,215,136
472,64,50,62
473,63,50,0
474,1680,0,0
475,1678,0,0
476,1674,0,0
477,1676,0,0
478,1675,0,0
479,1677,0,0
480,1679,0,0
481,514,320,510
482,147,195,131
483,1966,150,0
484,252,110,88
485,251,70,42
486,174,175,200
487,250,70,42
488,249,215,136
489,854,0,0
490,362,0,0
491,1639,0,0
492,1641,0,0
493,721,320,411
494,725,180,272
495,732,180,272
496,1458,180,478
497,739,150,189
498,716,130,133
499,718,80,52
500,726,80,161
501,720,230,244
502,717,80,52
503,719,250,184
504,1820,180,0
505,673,220,0
506,671,150,0
507,672,120,0
508,80,65,97
509,613,65,0
510,148,15,28
511,1801,640,489
512,1809,300,377
513,1803,200,266
514,1804,260,181
515,1806,160,106
516,1810,160,322
517,1808,360,544
518,1805,160,106
519,1807,500,370
520,1802,460,489
521,1881,0,200
522,465,240,200
523,121,90,200
524,521,160,303
525,764,190,0
526,942,0,0
527,941,0,0
528,940,0,0
529,939,0,0
530,938,0,0
531,937,0,0
532,936,0,0
533,761,175,165
534,1834,100,0
535,1544,80,97
536,194,0,0
537,193,0,0
538,192,0,0
539,191,0,0
540,215,0,0
541,214,0,0
542,213,0,0
543,212,0,0
544,211,0,0
545,210,0,0
546,205,0,0
547,204,0,0
548,203,0,0
549,202,0,0
550,276,0,305
551,275,0,305
552,274,0,200
553,273,0,200
554,1745,0,0
555,1746,0,0
556,1748,0,0
557,1750,0,0
558,1749,0,0
559,1751,0,0
560,1854,180,338
561,1579,110,234
562,883,0,0
563,884,0,0
564,878,0,0
565,880,0,0
566,882,0,0
567,879,0,0
568,881,0,0
569,1432,160,165
570,1303,110,131
571,1434,130,0
572,1436,80,0
573,1435,80,0
574,1437,250,0
575,126,40,62
576,746,210,200
577,553,130,113
578,555,80,65
579,554,80,65
580,556,250,229
581,779,300,407
582,331,110,88
583,333,70,42
584,332,70,42
585,335,0,338
586,334,215,136
587,336,100,407
588,763,190,0
589,434,190,200
590,619,90,97
591,1535,0,0
592,1534,0,0
593,1533,0,0
594,1511,0,0
595,1510,0,0
596,517,175,165
597,1325,150,97
598,78,130,97
599,780,130,0
600,1368,175,0
601,1499,130,0
602,1501,80,0
603,1500,80,0
604,1502,250,0
605,1625,640,0
606,1629,360,0
607,1627,300,0
608,1628,200,0
609,1621,260,0
610,1623,160,0
611,1630,160,0
612,1626,460,0
613,1622,160,0
614,1624,500,0
615,398,0,0
616,394,0,0
617,1654,0,0
618,1647,0,0
619,766,190,0
620,87,225,165
621,1964,120,166
622,85,200,0
623,316,80,0
624,315,80,0
625,314,80,0
626,313,80,0
627,463,190,200
628,1252,320,411
629,1260,180,272
630,1261,180,272
631,1733,180,0
632,1266,150,189
633,1262,180,0
634,1258,100,91
635,1254,130,133
636,1256,80,52
637,1263,80,161
638,1253,230,244
639,1255,80,52
640,1257,250,184
641,1282,640,821
642,1291,360,544
643,1735,360,0
644,1290,300,377
645,1292,360,0
646,1288,200,181
647,1284,260,266
648,1286,160,106
649,1289,160,322
650,1283,460,489
651,1285,160,106
652,1287,500,370
653,74,75,165
654,447,0,0
655,449,0,0
656,448,0,0
657,450,0,0
658,206,130,165
659,1514,0,0
660,1516,0,0
661,1515,0,0
662,1517,0,0
663,83,90,0
664,259,300,510
665,345,190,338
666,167,220,338
667,304,180,338
668,1441,320,0
669,318,200,338
670,1537,150,165
671,244,0,0
672,240,130,113
673,223,95,113
674,236,0,0
675,232,0,0
676,227,130,113
677,219,120,113
678,1498,320,0
679,243,0,0
680,239,80,65
681,224,60,65
682,235,0,0
683,231,0,0
684,228,80,65
685,218,80,65
686,179,150,131
687,410,110,200
688,338,150,338
689,242,0,0
690,238,80,65
691,222,60,65
692,234,0,0
693,230,0,0
694,226,80,65
695,217,80,65
696,241,0,0
697,237,250,229
698,221,190,229
699,233,0,0
700,229,0,0
701,225,250,229
702,216,240,229
703,220,335,0
704,1991,0,0
705,1743,150,0
706,1993,0,330
707,1994,0,0
708,1996,0,0
709,1995,0,0
710,1997,0,0
711,861,0,0
712,856,0,0
713,858,0,0
714,860,0,0
715,857,0,0
716,859,0,0
717,1320,130,113
718,1322,80,65
719,1321,80,65
720,1323,250,229
721,868,0,0
722,863,0,0
723,865,0,0
724,867,0,0
725,864,0,0
726,866,0,0
727,1536,150,0
728,693,80,0
729,1582,170,337
730,123,70,62
731,190,0,0
732,284,180,200
733,765,190,0
734,2005,320,411
735,2007,180,272
736,2006,180,272
737,2008,150,189
738,2000,130,91
739,1999,100,133
740,2002,80,52
741,2010,80,161
742,2004,230,244
743,2001,80,52
744,2003,250,184
745,767,260,510
746,160,0,0
747,153,35,50
748,775,50,97
749,602,150,0
750,777,40,97
751,875,0,0
752,876,0,0
753,870,0,0
754,872,0,0
755,874,0,0
756,871,0,0
757,873,0,0
758,180,0,0
759,307,160,131
760,178,0,0
761,367,310,510
762,1704,0,0
763,688,100,0
764,690,80,0
765,1833,280,0
766,692,310,0
767,689,80,0
768,691,250,0
769,541,0,303
770,142,155,338
771,425,190,338
772,424,190,338
773,420,130,113
774,464,150,200
775,422,80,65
776,175,160,131
777,421,80,65
778,423,250,229
779,1527,130,160
780,1529,80,110
781,1528,80,110
782,1530,250,300
783,152,25,50
784,1727,130,0
785,1729,80,0
786,1726,230,0
787,1728,80,0
788,1730,250,0
789,747,320,411
790,713,180,272
791,1497,180,0
792,740,150,189
793,734,130,133
794,736,80,52
795,714,80,161
796,738,230,244
797,735,80,52
798,737,250,184
799,319,0,0
800,440,0,0
801,441,0,0
802,451,0,0
803,439,0,0
804,199,0,0
805,198,140,165
806,201,125,97
807,195,75,97
808,784,100,113
809,786,80,65
810,788,230,303
811,785,80,65
812,787,250,229
813,894,180,0
814,638,80,0
815,1662,0,0
816,1660,0,0
817,1656,0,0
818,1658,0,0
819,1657,0,0
820,1659,0,0
821,1661,0,0
822,697,100,0
823,699,80,0
824,698,80,0
825,700,250,0
826,702,30,0
827,701,30,0
828,601,150,0
829,88,0,0
830,573,320,650
831,504,0,0
832,497,0,0
833,499,0,0
834,498,0,0
835,500,0,0
836,935,190,405
837,566,220,40
838,417,0,0
839,418,0,0
840,416,0,0
841,645,0,0
842,647,0,0
843,649,0,0
844,646,0,0
845,648,0,0
846,89,0,0
847,1473,640,821
848,632,0,0
849,1488,360,544
850,1706,360,0
851,1481,300,377
852,1493,200,181
853,1467,260,266
854,1469,160,106
855,1496,160,322
856,1476,460,489
857,1468,160,106
858,1470,500,370
859,1302,270,650
860,1526,300,580
861,146,85,131
862,1812,185,338
863,1564,160,0
864,1546,80,165
865,350,130,88
866,352,80,42
867,176,70,62
868,1811,230,0
869,351,80,42
870,353,250,136
871,600,150,0
872,435,100,97
873,1592,320,411
874,1602,180,272
875,1604,180,272
876,1600,150,189
877,1594,100,91
878,1595,130,133
879,1597,80,52
880,1603,80,161
881,1593,230,244
882,1598,80,52
883,1596,250,184
884,2053,0,476
885,2054,0,234
886,2049,130,166
887,2051,80,97
888,1967,80,200
889,2050,80,97
890,2052,250,338
891,501,0,0
892,485,0,0
893,487,0,0
894,486,0,0
895,488,0,0
896,1643,0,0
897,1645,0,0
898,1644,0,0
899,1646,0,0
900,1649,0,0
901,1651,0,0
902,1650,0,0
903,1652,0,0
904,323,0,0
905,322,0,0
906,321,0,0
907,73,55,97
908,1304,0,0
909,1319,210,338
910,1307,0,0
911,1309,0,0
912,1308,0,0
913,1310,0,0
914,565,290,407
915,411,125,165
916,1341,130,113
917,1343,80,65
918,1345,160,303
919,1342,80,65
920,1344,250,229
921,1522,290,0
922,1821,100,0
923,1822,130,145
924,1824,80,100
925,1823,80,100
926,1825,250,275
927,1428,130,0
928,1430,80,0
929,1429,80,0
930,1431,250,0
931,1773,320,244
932,1782,180,272
933,1781,150,189
934,1775,100,133
935,1776,130,91
936,1777,80,52
937,1786,80,161
938,1780,180,272
939,1774,230,411
940,1778,80,52
941,1779,250,184
942,444,390,510
943,360,0,0
944,481,130,113
945,483,80,65
946,482,80,65
947,484,250,229
948,633,0,0
949,287,0,0
950,1880,0,653
951,166,270,338
952,98,220,0
953,466,130,88
954,468,80,42
955,171,175,131
956,722,80,97
957,467,80,42
958,469,250,136
959,1982,0,0
960,794,0,0
961,789,0,0
962,791,0,0
963,793,0,0
964,790,0,0
965,792,0,0
966,634,0,0
967,1962,0,236
968,650,0,234
969,652,0,131
970,654,0,0
971,1959,100,0
972,651,0,131
973,653,0,441
974,620,100,0
975,1295,180,338
976,1311,180,338
977,1339,160,165
978,637,0,0
979,665,0,331
980,667,0,155
981,669,0,0
982,666,0,155
983,668,0,504
984,309,0,0
985,571,150,165
986,436,160,200
987,2019,640,821
988,2020,300,377
989,2014,260,181
990,2013,200,266
991,2016,160,106
992,2021,160,322
993,2018,460,489
994,2015,160,106
995,2017,500,370
996,760,175,165
997,159,70,50
998,1421,130,0
999,1423,80,0
1000,1425,320,580
1001,1422,80,0
1002,1424,250,0
1003,670,180,272
1004,84,200,0
1005,419,60,97
1006,1267,320,411
1007,1275,180,272
1008,1276,180,272
1009,1734,180,0
1010,1281,150,189
1011,1277,180,0
1012,1273,100,91
1013,1269,130,133
1014,1271,80,52
1015,1278,80,161
1016,1268,230,244
1017,1270,80,52
1018,1272,250,184
1019,568,320,510
1020,165,280,480
1021,90,220,0
1022,818,210,200
1023,346,130,113
1024,348,80,65
1025,170,120,131
1026,1768,180,0
1027,347,80,65
1028,349,250,229
1029,433,200,338
1030,1354,80,165
1031,1378,100,0
1032,1936,180,338
1033,1935,210,338
1034,1939,150,235
1035,1930,130,145
1036,1932,80,100
1037,1931,80,100
1038,1933,250,275
1039,1934,210,407
1040,803,320,411
1041,838,180,272
1042,916,180,272
1043,896,150,189
1044,920,100,91
1045,903,130,133
1046,905,80,52
1047,835,80,161
1048,72,95,97
1049,907,230,244
1050,904,80,52
1051,906,250,184
1052,513,320,407
1053,502,0,0
1054,489,0,0
1055,491,0,0
1056,490,0,0
1057,492,0,0
1058,308,180,407
1059,1787,320,244
1060,1796,180,272
1061,1795,150,189
1062,1789,100,133
1063,1790,130,91
1064,1792,80,52
1065,1800,80,161
1066,1794,180,272
1067,1788,230,411
1068,1791,80,52
1069,1793,250,184
1070,71,65,97
1071,70,65,97
1072,595,150,165
1073,711,100,91
1074,540,220,407
1075,358,0,0
1076,1369,0,0
1077,1371,0,0
1078,1370,0,0
1079,1372,0,0
1080,158,0,0
1081,1294,0,0
1082,1568,130,0
1083,1570,80,0
1084,1571,80,0
1085,1569,250,0
1086,1297,0,0
1087,1299,0,0
1088,1301,0,0
1089,1298,0,0
1090,1300,0,0
1091,2028,320,411
1092,2030,180,272
1093,2029,180,272
1094,2031,150,189
1095,2023,130,91
1096,2022,100,133
1097,2025,80,52
1098,2033,80,161
1099,2027,230,244
1100,2024,80,52
1101,2026,250,184
1102,754,0,0
1103,748,0,0
1104,750,0,0
1105,728,0,0
1106,730,0,0
1107,729,0,0
1108,752,0,0
1109,724,100,0
1110,749,0,0
1111,751,0,0
1112,1358,150,0
1113,69,30,97
1114,68,0,0
1115,99,50,97
1116,1584,170,160
1117,1447,130,145
1118,1449,80,100
1119,1448,80,100
1120,1450,250,275
1121,151,20,50
1122,127,25,62
1123,599,150,0
1124,415,115,97
1125,542,0,0
1126,1247,130,113
1127,1249,80,65
1128,1246,160,165
1129,1248,80,65
1130,1250,250,229
1131,1455,50,0
1132,1585,170,280
1133,1451,80,0
1134,1453,80,0
1135,1452,80,0
1136,1454,250,0
1137,1523,0,420
1138,612,320,0
1139,519,150,0
1140,384,130,0
1141,386,80,0
1142,177,175,0
1143,385,80,0
1144,387,250,0
1145,598,150,0
1146,1520,150,0
1147,453,130,88
1148,455,80,42
1149,454,80,42
1150,456,250,136
1151,1442,320,0
1152,168,220,338
1153,183,220,0
1154,1326,210,0
1155,400,130,113
1156,402,80,65
1157,182,120,131
1158,401,80,65
1159,403,250,229
1160,547,300,0
1161,437,120,200
1162,1835,130,145
1163,1837,80,100
1164,1836,80,100
1165,1838,250,275
1166,282,180,200
1167,1503,0,0
1168,328,90,131
1169,329,90,131
1170,62,0,0
1171,802,320,411
1172,837,180,272
1173,915,180,272
1174,895,150,189
1175,919,100,91
1176,898,130,133
1177,900,80,52
1178,834,80,161
1179,67,95,97
1180,902,230,244
1181,899,80,52
1182,901,250,184
1183,801,640,0
1184,917,360,0
1185,897,300,0
1186,921,200,0
1187,908,260,0
1188,910,160,0
1189,912,460,0
1190,909,160,0
1191,911,500,0
1192,727,90,0
1193,609,75,97
1194,696,250,407
1195,1338,310,580
1196,1334,130,145
1197,1336,80,100
1198,1335,80,100
1199,1337,250,275
1200,1472,320,411
1201,1478,180,272
1202,1581,180,0
1203,1480,150,189
1204,1492,100,91
1205,1463,130,133
1206,1465,80,52
1207,1495,80,161
1208,1475,230,244
1209,1487,180,272
1210,1464,80,52
1211,1466,250,184
1212,339,130,97
1213,773,40,0
1214,60,140,0
1215,1849,130,145
1216,1851,80,100
1217,1850,80,100
1218,1852,250,275
1219,1848,275,650
1220,768,120,88
1221,770,70,42
1222,769,70,42
1223,771,220,136
1224,162,0,0
1225,163,0,0
1226,505,0,0
1227,506,0,0
1228,507,0,0
1229,1690,0,0
1230,1689,0,0
1231,1683,0,0
1232,1684,0,0
1233,1686,0,0
1234,1685,0,0
1235,1687,0,0
1236,1688,0,0
1237,576,250,0
1238,1632,130,145
1239,1634,80,100
1240,1633,80,100
1241,1635,250,275
1242,635,0,0
1243,655,0,234
1244,657,0,131
1245,659,0,0
1246,656,0,131
1247,658,0,441
1248,149,120,131
1249,173,80,62
1250,745,200,338
1251,539,200,0
1252,1506,0,0
1253,1508,0,0
1254,1507,0,0
1255,1509,0,0
1256,529,290,407
1257,462,150,200
1258,817,190,200
1259,1638,160,235
1260,461,80,97
1261,1556,340,0
1262,1558,190,340
1263,1554,165,340
1264,1560,165,0
1265,1555,165,340
1266,1547,0,166
1267,1548,130,270
1268,1550,80,166
1269,1559,95,200
1270,1549,80,166
1271,1551,250,478
1272,457,80,113
1273,459,80,65
1274,1813,320,580
1275,1545,175,0
1276,458,80,65
1277,460,250,229
1278,1755,0,0
1279,1757,0,0
1280,1756,0,0
1281,1758,0,0
1282,1753,0,0
1283,891,0,0
1284,892,0,0
1285,886,0,0
1286,888,0,0
1287,890,0,0
1288,887,0,0
1289,889,0,0
1290,161,0,0
1291,594,220,0
1292,77,80,97
1293,570,0,0
1294,608,95,97
1295,2042,640,821
1296,2043,300,377
1297,2037,260,181
1298,2036,200,266
1299,2039,160,106
1300,2044,160,322
1301,2041,460,489
1302,2038,160,106
1303,2040,500,370
1304,283,180,200
1305,781,90,110
1306,685,30,0
1307,684,30,0
1308,683,60,0
1309,679,60,0
1310,681,50,0
1311,680,50,0
1312,682,175,0
1313,260,350,510
1314,1710,130,145
1315,1712,80,100
1316,1711,80,100
1317,1713,250,275
1318,1714,250,407
1319,442,150,407
1320,344,200,338
1321,443,150,165
1322,81,250,165
1323,340,130,113
1324,342,80,65
1325,341,80,65
1326,343,250,229
1327,535,0,0
1328,128,95,0
1329,569,90,0
1330,1518,90,0
1331,1532,100,0
1332,561,325,0
1333,562,130,0
1334,559,80,0
1335,560,80,0
1336,558,250,0
1337,86,0,0
1338,1426,200,338
1339,1828,200,338
1340,1827,60,97
1341,741,100,91
1342,572,150,165
1343,1583,0,0
1344,597,150,0
1345,1856,0,0
1346,1858,0,0
1347,1859,0,0
1348,1861,0,0
1349,1860,0,0
1350,1862,0,0
1351,1347,0,0
1352,1349,0,0
1353,1348,0,0
1354,1350,0,0
1355,1351,0,0
1356,281,120,200
1357,1698,0,0
1358,1700,0,0
1359,1699,0,0
1360,1694,0,0
1361,1693,0,0
1362,1696,0,0
1363,1695,0,0
1364,1697,0,0
1365,1826,190,0
1366,1736,0,0
1367,196,0,0
1368,1359,0,0
1369,1362,0,0
1370,1606,320,411
1371,1617,180,272
1372,1619,180,272
1373,1615,150,189
1374,1608,100,91
1375,1609,100,0
1376,1610,130,133
1377,1612,80,52
1378,1618,80,161
1379,1607,230,244
1380,1613,80,52
1381,1611,250,184
1382,2061,180,338
1383,2062,0,234
1384,2056,0,166
1385,2058,0,97
1386,2057,0,97
1387,2059,0,338
1388,1364,0,0
1389,1367,0,0
1390,1373,0,0
1391,1375,0,0
1392,1377,0,0
1393,1374,0,0
1394,1376,0,0
1395,687,170,338
1396,1739,170,405
1397,1707,170,338
1398,1542,80,97
1399,1538,130,113
1400,1540,80,65
1401,1539,80,65
1402,1541,250,229
1403,606,0,0
1404,590,220,0
1405,582,75,97
1406,585,130,0
1407,587,80,0
1408,586,80,0
1409,588,250,0
1410,583,55,0
1411,589,200,0
1412,581,130,0
1413,579,80,0
1414,580,80,0
1415,578,250,0
1416,614,0,0
1417,616,0,0
1418,584,80,97
1419,618,0,0
1420,615,0,0
1421,617,0,0
1422,503,0,0
1423,493,0,0
1424,495,0,0
1425,494,0,0
1426,496,0,0
1427,851,110,165
1428,397,0,0
1429,393,0,0
1430,1731,340,650
1431,574,275,338
1432,923,190,200
1433,929,210,338
1434,733,175,303
1435,567,160,113
1436,1242,130,0
1437,1244,80,65
1438,528,150,131
1439,1243,80,65
1440,1245,250,229
1441,518,320,0
1442,169,195,0
1443,512,190,0
1444,508,120,113
1445,510,70,65
1446,509,70,65
1447,511,220,229
1448,1357,200,0
1449,75,65,97
1450,82,60,97
1451,537,0,405
1452,545,0,165
1453,563,0,0
1454,564,0,200
1455,805,320,0
1456,695,0,97
1457,694,0,97
1458,516,175,165
1459,150,35,50
1460,778,140,165
1461,122,15,62
1462,1872,0,0
1463,125,15,62
1464,317,190,0
1465,1864,0,0
1466,1865,0,0
1467,1471,320,411
1468,1477,180,272
1469,1524,180,0
1470,1479,150,189
1471,1866,0,0
1472,1868,0,0
1473,1867,0,0
1474,1869,0,0
1475,1491,100,91
1476,1459,130,133
1477,1461,80,52
1478,1494,80,161
1479,1474,230,244
1480,1460,80,52
1481,1462,250,184
1482,1486,180,272
1483,2048,100,0
1484,762,80,110
1485,610,175,0
1486,621,250,0
1487,623,130,130
1488,625,80,80
1489,624,80,80
1490,626,250,280
1491,774,50,0
1492,596,150,0
1493,776,40,0
1494,759,175,165
1495,1590,100,0
1496,1318,100,0
1497,636,0,0
1498,660,0,331
1499,662,0,115
1500,664,0,0
1501,661,0,115
1502,663,0,503
1503,380,0,0
1504,382,0,0
1505,381,0,0
1506,383,0,0
1507,515,175,165
1508,470,120,88
1509,472,70,42
1510,1427,0,0
1511,471,70,42
1512,473,240,136
1513,557,300,407
1514,1985,0,0
1515,1986,0,0
1516,1988,0,0
1517,1987,0,0
1518,1989,0,0
1519,272,20,0
1520,271,20,62
1521,279,220,200
1522,278,180,200
1523,277,180,200
1524,1572,80,0
1525,356,0,0
1526,354,0,0
1527,1399,320,411
1528,1408,180,272
1529,1406,180,272
1530,1403,150,189
1531,1407,180,0
1532,1394,130,133
1533,1404,100,91
1534,1396,80,52
1535,1405,80,161
1536,1398,230,244
1537,1395,80,52
1538,1397,250,184
1539,1671,0,0
1540,1666,0,0
1541,1667,0,0
1542,1669,0,0
1543,1665,0,0
1544,1670,0,0
1545,1668,0,0
1546,396,0,0
1547,392,0,0
1548,399,0,0
1549,395,0,0
1550,475,300,510
1551,164,250,338
1552,97,220,0
1553,753,210,0
1554,330,150,97
1555,404,130,113
1556,406,80,65
1557,172,175,131
1558,1722,130,80
1559,1724,80,40
1560,1708,230,200
1561,1709,180,0
1562,1723,80,40
1563,1725,250,140
1564,405,80,65
