"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]","[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]","[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]","[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]","[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]","[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]",1353,"[845,846,7,7,746,747,748,2,15,12,12]","[847,848,1381,7,7,746,747,748,2,2]"
11,"Descent12","[796,1,1,1,1686,1676,1348,1363,1719,1718,15,7,2,16,16]","[1,1,1,796,1718,1348,1363,1676,1719,1686,13,13,7,2]","[796,1,1,1,1686,1676,1348,1363,1719,1675,15,7,2,16,16]","[1,1,1,796,1719,1675,1348,1363,1686,1676,13,13,7,2]","[796,1,1,1,1680,1348,1363,1854,1719,1716,15,7,2,16,16]","[1,1,1,796,1719,1348,1363,1716,1854,1680,13,13,7,2]","[796,1,1,1,1719,1679,1348,1363,1720,1674,15,7,2,16,16]","[1,1,1,796,1720,1679,1674,1719,13,13,7,2]","[796,1,1,1,1348,1363,1720,1718,1674,15,7,2,16,16]","[1,1,1,796,1720,1348,1363,1718,1674,13,13,7,2]","[796,1,1,1,1348,1363,1718,1674,1719,1675,15,7,2,16,16]","[1,1,1,796,1348,1363,1718,1674,1719,1675,13,13,7,2]",1354,"[796,1,1,1,1348,1363,1718,1719,1674,15,7,2,16,16]","[1,1,1,796,1348,1363,1718,1719,1674,13,13,7,2]"
12,"Descent13","[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]","[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]","[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]","[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]","[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]","[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]",1355,"[7,7,2,2,24,24]","[12,12,12,12,12,11,11,11,11,11,16,16,16,16,16,24]"
13,"Descent14","[7,7,2,2,14,14,1761,1898]","[22,22,21,21,21,20,20,14,14,1761,1898]","[7,7,2,2,14,14,1761,1898]","[22,22,21,21,21,20,20,14,14,1761,1898]","[7,7,2,2,14,14,1846,1761,1886]","[22,22,21,21,21,20,20,14,14,1846,1761,1886]","[7,7,2,2,14,14,1796,1807,1910,1883,1887]","[22,22,21,21,21,20,20,14,14,1796,1807,1910,1883,1887]","[7,7,2,2,14,14,1794,1796,1807,1910,1887]","[22,22,21,21,21,20,20,14,14,1794,1796,1807,1910,1887]","[7,7,2,2,14,14,1794,1910,1898]","[22,22,21,21,21,20,20,14,14,1794,1910,1898]",1356,"[7,7,2,2,14,14,1794,1761,1910,1898]","[22,22,21,21,21,20,20,14,14,1761,1794,1910,1898]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1357,[],[]
15,"Descent2_2_1","[742,744,11,11,16,12,846,791,1740,1344,1344,1359]",[],"[742,744,11,11,16,12,846,791,1344,1344,1359,1685,1740,1709]",[],"[742,744,11,11,16,12,846,791,1344,1359,1344,1709,1619,1888]",[],"[742,744,11,11,16,12,846,791,1344,1359,1344,1737,1709,1899,1894]",[],"[742,744,11,11,16,12,846,791,1344,1359,1344,1899,1894]",[],"[742,744,11,11,16,12,846,791,1344,1359,1344,1746,1894]",[],1359,"[742,744,11,11,16,12,846,791,1344,1359,1344,1740,1894]",[]
16,"Descent2_2_2","[743,11,11,16,12,1,1,1,845,7,790,1740,1344,1359]",[],"[743,11,11,16,12,1,1,1,845,7,790,1344,1359,1685,1740,1709]",[],"[743,11,11,16,12,1,1,1,845,7,790,1344,1359,1709,1619,1888]",[],"[743,11,11,16,12,1,1,1,845,7,790,1344,1359,1737,1709,1899,1894]",[],"[743,11,11,16,12,1,1,1,845,7,790,1344,1359,1899,1894]",[],"[743,11,11,16,12,1,1,1,845,7,790,1344,1359,1746,1894]",[],1360,"[743,11,11,16,12,1,1,1,845,7,790,1344,1359,1740,1894]",[]
17,"Descent2_3","[9,9,9,13,13,15,16,12,12,11,11,1,1,1345,1360]",[],"[9,9,9,13,13,15,16,12,12,11,11,1,1]",[],"[9,9,9,13,13,15,16,12,12,11,11,1,1]",[],"[9,9,9,13,13,15,16,12,12,11,11,1,1]",[],"[9,9,9,13,13,15,16,12,12,11,11,1,1]",[],"[9,9,9,13,13,15,16,12,12,11,11,1,1]",[],1361,"[9,9,9,13,13,15,16,12,12,11,11,1,1]",[]
18,"Descent2_4","[1764,1624,1345]",[],"[1345,1624,1764,1627]",[],"[1345,1627,1630,1764]",[],"[1345,1633,1630,1627,1903,1773]",[],"[1345,1633,1627,1903]",[],"[1345,1624,1633,1764]",[],1364,"[1345,1630,1633,1624,1764,1627]",[]
19,"Descent2_5_1","[792,794,7,12,12,15,1,1,847]",[],"[793,794,7,12,12,15,1,1,847]",[],"[793,794,7,12,12,15,1,1,847]",[],"[792,794,7,12,12,15,1,1,847]",[],"[793,794,7,12,12,15,1,1,847]",[],"[793,792,7,12,12,15,1,1,847]",[],1365,"[793,794,7,12,12,15,1,1,847]",[]
20,"Descent2_5_2","[792,793,7,7,2,845]",[],"[792,794,7,7,2,845]",[],"[792,793,7,7,2,845]",[],"[792,793,7,7,2,845]",[],"[792,793,7,7,2,845]",[],"[794,793,7,7,2,845]",[],1366,"[792,793,7,7,2,845]",[]
21,"Descent2_6_1","[7,7,2,1601,1346,1361,1908]",[],"[7,7,2,1770,1908,1601]",[],"[7,7,2,1770,1693,1710]",[],"[7,7,2,1770,1597,1775,1902,1890]",[],"[7,7,2,1597,1704,1711,1902,1890]",[],"[7,7,2,1597,1704,1793,1766,1908]",[],1367,"[7,7,2,1597,1908,1704]",[]
22,"Descent2_6_2","[22,21,20,24,22,21,20,24,1601,1346,1361,1908]",[],"[22,21,20,24,22,21,20,24,1770,1908,1601]",[],"[22,21,20,24,22,21,20,24,1770,1693,1710]",[],"[22,21,20,24,22,21,20,24,1770,1597,1775,1902,1890]",[],"[22,21,20,24,22,21,20,24,1597,1704,1711,1902,1890]",[],"[22,21,20,24,22,21,20,24,1597,1704,1793,1766,1908]",[],1369,"[22,21,20,24,22,21,20,24,1597,1908,1704]",[]
23,"Descent2_8_1","[7,2,2,797,798,22,21,20,22,21,20,1850,1851,1849,1606]",[],"[7,2,2,797,799,22,21,20,22,21,20,1849,1850,1851,1606,1613]",[],"[7,2,2,797,798,22,21,20,22,21,20,1850,1851,1849,1613,1744]",[],"[7,2,2,797,798,22,21,20,22,21,20,1851,1850,1849,1613,1744]",[],"[7,2,2,798,799,22,21,20,22,21,20,1851,1850,1803,1744]",[],"[7,2,2,797,798,22,21,20,22,21,20,1851,1850,1744,1849,1606]",[],1373,"[7,2,2,797,798,22,21,20,22,21,20,799,1851,1850,1849,1613,1606,1744]",[]
24,"Descent2_8_2","[7,797,799,11,11,12,12,1,1,22,21,20,22,21,20,15,1850,1851,1849,1606,1346,1361]",[],"[7,798,799,11,11,12,12,1,1,22,21,20,22,21,20,15,1849,1850,1851,1606,1613]",[],"[7,798,799,11,11,12,12,1,1,22,21,20,22,21,20,15,1850,1851,1849,1613,1744]",[],"[7,797,799,11,11,12,12,1,1,22,21,20,22,21,20,15,1851,1850,1849,1613,1744]",[],"[7,797,799,11,11,12,12,1,1,22,21,20,22,21,20,15,1851,1850,1803,1744]",[],"[7,798,799,11,11,12,12,1,1,22,21,20,22,21,20,15,1851,1850,1744,1849,1606]",[],1374,"[7,798,799,11,11,12,12,1,1,22,21,20,22,21,20,15,797,1851,1850,1849,1613,1606,1744]",[]
25,"Descent2_9_1","[7,2,14,14,14,2,7,7,7,2,748,1668,1625,1701,1347,1347,1362,1362,748]",[],"[7,2,14,14,14,2,7,7,7,2,748,1799,1625,1701,1668,748]",[],"[7,2,14,14,14,2,7,7,7,2,748,1799,1625,1701,748]",[],"[7,2,14,14,14,2,7,7,7,2,748,1671,1625,1668,1882,748]",[],"[7,2,14,14,14,2,7,7,7,2,748,1671,1694,748]",[],"[7,2,14,14,14,2,7,7,7,2,748,1671,1694,1701,1668,748]",[],1375,"[7,2,14,14,14,2,7,7,7,2,748,1668,1625,1701,1671,1694,1799,748]",[]
26,"Descent2_9_2","[7,2,14,14,14,1,1,22,21,20,746,1668,1625,1701,1347,1347,1362,1362,746]",[],"[7,2,14,14,14,1,1,22,21,20,746,1799,1625,1701,1668,746]",[],"[7,2,14,14,14,1,1,22,21,20,746,1799,1625,1701,746]",[],"[7,2,14,14,14,1,1,22,21,20,746,1671,1625,1668,1882,746]",[],"[7,2,14,14,14,1,1,22,21,20,746,1671,1694,746]",[],"[7,2,14,14,14,1,1,22,21,20,746,1671,1694,1701,1668,746]",[],1376,"[7,2,14,14,14,1,1,22,21,20,746,1668,1625,1701,1671,1694,1799,746]",[]
27,"Descent2_9_3","[7,2,14,14,14,2,7,13,15,14,747,1668,1625,1701,1347,1347,1362,1362,747]",[],"[7,2,14,14,14,2,7,13,15,14,747,1799,1625,1701,1668,747]",[],"[7,2,14,14,14,2,7,13,15,14,747,1799,1625,1701,747]",[],"[7,2,14,14,14,2,7,13,15,14,747,1671,1625,1668,1882,747]",[],"[7,2,14,14,14,2,7,13,15,14,747,1671,1694,747]",[],"[7,2,14,14,14,2,7,13,15,14,747,1671,1694,1701,1668,747]",[],1377,"[7,2,14,14,14,2,7,13,15,14,747,1668,1625,1701,1671,1694,1799,747]",[]
28,"Descent2_11","[6,22,21,20,2,7,14,753]",[],"[6,22,21,20,2,7,14,753]",[],"[6,22,21,20,2,7,14,753]",[],"[6,22,21,20,2,7,14,753]",[],"[6,22,21,20,2,7,14,753]",[],"[6,22,21,20,2,7,14,753]",[],1381,"[6,22,21,20,2,7,14,753]",[]
29,"Descent2_12","[1,1,1,7,2,9,9,9,13,13,14,1718,1675,1686,1676,1717,1348,1363]",[],"[1,1,1,7,2,9,9,9,13,13,14,1675,1854,1719,1716,1676]",[],"[1,1,1,7,2,9,9,9,13,13,14,1854,1680,1719,1716]",[],"[1,1,1,7,2,9,9,9,13,13,14,1757,1759,1758,1720,1719,1679]",[],"[1,1,1,7,2,9,9,9,13,13,14,1757,1759,1758,1713,1720]",[],"[1,1,1,7,2,9,9,9,13,13,14,1757,1759,1758,1675,1718]",[],1382,"[1,1,1,7,2,9,9,9,13,13,14,1757,1759,1758,1718,1720,1719]",[]
30,"Descent2_3_S1","[1381,1381,1255]",[],"[1381,1381,1255]",[],"[1381,1381,1255]",[],"[1381,1381,1255]",[],"[1381,1381,1255]",[],"[1381,1381,1255]",[],1362,"[1381,1381,1255]",[]
31,"Descent2_6_1_S1","[1598,552,1874,1682,1860,608]",[],"[1598,552,1874,1682,1860,608]",[],"[1598,552,1874,1682,1860,608]",[],"[1598,552,1874,1682,1860,608]",[],"[1598,552,1874,1682,1860,608]",[],"[1598,552,1874,1682,1860,608]",[],1368,"[1598,552,1874,1682,1860,608]",[]
32,"Descent2_6_2_S1","[1724,1870]",[],"[1724,1870]",[],"[1724,1870]",[],"[1724,1870]",[],"[1724,1870]",[],"[1724,1870]",[],1370,"[1724,1870]",[]
