"rownum","Type","HASH32","DDSFile","Category","[i32]_32","i32_48","[i32]_52"
149,149,1776479646,"Art/2DItems/Effects/Weapon/weapon_glowblue.dds",2,[2],0,"[2,5,37,40,43,46]"
150,150,2295653941,"Art/2DItems/Effects/Weapon/weapon_glowgreen.dds",2,[2],0,"[2,5,37,40,43,46]"
151,151,1262444634,"Art/2DItems/Effects/Weapon/weapon_glowpurple.dds",2,[2],0,"[2,5,37,40,43,46]"
152,152,286953513,"Art/2DItems/Effects/Weapon/weapon_glowred.dds",2,[2],0,"[2,5,37,40,43,46]"
153,153,3845745611,"Art/2DItems/Effects/Dye_vanishing.dds",2,[2],0,"[2,5,37,40,43,46]"
154,154,529388771,"Art/2DItems/Effects/Dye_vanishing.dds",2,[2],0,"[2,5,37,40,43,46]"
155,155,4135051557,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]"
156,156,2049500235,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]"
157,157,2067346052,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]"
158,158,1670966333,"Art/2DItems/Effects/Weapon/weapon_glowwhite.dds",2,[2],0,"[2,5,37,40,43,46]"
159,159,1306897177,"Art/2DItems/Effects/Weapon/weapon_regal.dds",2,[2],0,"[2,5,37,40,43,46]"
160,160,715224834,"Art/2DItems/Effects/Weapon/weapon_divine.dds",2,[2],0,"[2,5,37,40,43,46]"
161,161,1674802697,"Art/2DItems/Effects/Weapon/weapon_exalted.dds",2,[2],0,"[2,5,37,40,43,46]"
162,162,742041502,"Art/2DItems/Effects/Weapon/weapon_eternal.dds",2,[2],0,"[2,5,37,40,43,46]"
163,163,1996781695,"Art/2DItems/Effects/Weapon/weapon_arctic.dds",2,[2],0,"[2,5,37,40,43,46]"
164,164,3394877902,"Art/2DItems/Effects/Weapon/weapon_infernal.dds",2,[2],0,"[2,5,37,40,43,46]"
165,165,3025799630,"Art/2DItems/Effects/Weapon/weapon_lightning.dds",2,[2],0,"[2,5,37,40,43,46]"
166,166,3093917843,"Art/2DItems/Effects/Weapon/weapon_seraph.dds",2,[2],0,"[2,5,37,40,43,46]"
167,167,2818452983,"Art/2DItems/Effects/Weapon/weapon_ghostflame.dds",2,[2],0,"[2,5,37,40,43,46]"
168,168,2497985731,"Art/2DItems/Effects/Weapon/weapon_firstblood.dds",2,[2],0,"[2,5,37,40,43,46]"
169,169,3404644851,"Art/2DItems/Effects/Footprints/Infernal.dds",10,[10],0,[13]
170,170,4037587836,"Art/2DItems/Effects/Footprints/Lightning.dds",10,[10],0,[13]
171,171,2374138758,"Art/2DItems/Effects/Footprints/Arctic.dds",10,[10],0,[13]
172,172,1427353266,"Art/2DItems/Effects/Footprints/Ebony.dds",10,[10],0,[13]
173,173,1648295367,"Art/2DItems/Effects/Footprints/Vampiric.dds",10,[10],0,[13]
174,174,2387798313,"Art/2DItems/Effects/Footprints/Radiant.dds",10,[10],0,[13]
175,175,489657431,"Art/2DItems/Effects/Footprints/Necrotic.dds",10,[10],0,[13]
176,176,3763555901,"Art/2DItems/Effects/Footprints/Gore.dds",10,[10],0,[13]
177,177,722487480,"Art/2DItems/Effects/Footprints/Razor.dds",10,[10],0,[13]
178,178,996866746,"Art/2DItems/Effects/Footprints/Seraph.dds",10,[10],0,[13]
179,179,532977073,"Art/2DItems/Effects/Footprints/ReaperPrint.dds",10,[10],0,[13]
180,180,2684910887,"Art/2DItems/Effects/Footprints/Verdant.dds",10,[10],0,[13]
181,181,2945461272,"Art/2DItems/Effects/Footprints/Ghostflame.dds",10,[10],0,[13]
182,182,954042351,"Art/2DItems/Effects/Hats/GhostfireSkull.dds",6,[4],0,[7]
183,183,4011387700,"Art/2DItems/Effects/Hats/skull01.dds",6,[4],0,[7]
184,184,2791508514,"Art/2DItems/Effects/Hats/skull02.dds",6,[4],0,[7]
185,185,4201939748,"Art/2DItems/Effects/Hats/skull03.dds",6,[4],0,[7]
186,186,1635029630,"Art/2DItems/Effects/Hats/skull04.dds",6,[4],0,[7]
187,187,1429115586,"Art/2DItems/Effects/Hats/skull05.dds",6,[4],0,[7]
188,188,3400669584,"Art/2DItems/Effects/Wings/Wing1.dds",5,[7],0,[10]
189,189,3983232371,"Art/2DItems/Effects/Wings/SantaSack.dds",5,[7],0,[10]
190,190,2811442054,"Art/2DItems/Effects/Wings/Wing2.dds",5,[7],0,[10]
191,191,1952187367,"Art/2DItems/Effects/Wings/Wing3.dds",5,[7],0,[10]
192,192,2211137339,"Art/2DItems/Effects/Wings/Wing4.dds",5,[7],0,[10]
193,193,1219873222,"Art/2DItems/Effects/Wings/Wing5.dds",5,[7],0,[10]
194,194,3479395030,"Art/2DItems/Effects/Portals/Portal1.dds",11,[16],0,[20]
195,195,2709118958,"Art/2DItems/Effects/Portals/PortalCrimson.dds",11,[16],0,[20]
196,196,3347529627,"Art/2DItems/Effects/Portals/SteamPortal1.dds",11,[16],0,[20]
197,197,327772588,"Art/2DItems/Effects/Portals/SteamPortal4.dds",11,[16],0,[20]
198,198,1095789351,"Art/2DItems/Effects/Portals/KarmaPortal.dds",11,[16],0,[20]
199,199,3700781604,"Art/2DItems/Effects/Portals/PortalCrimson.dds",11,[16],0,[20]
200,200,4228358689,"Art/2DItems/Effects/Portals/BlackHolePortal.dds",11,[16],0,[20]
201,201,2565881106,"Art/2DItems/Effects/Portals/Portal2.dds",11,[16],0,[20]
202,202,1664841791,"Art/2DItems/Effects/Portals/Portal3.dds",11,[16],0,[20]
203,203,3794692831,"Art/2DItems/Effects/Portals/Portal4.dds",11,[16],0,[20]
204,204,1123925602,"Art/2DItems/Effects/Portals/Portal5.dds",11,[16],0,[20]
205,205,1669210237,"Art/2DItems/Effects/Portals/ShaperPortal.dds",11,[16],0,[20]
206,206,1156311784,"Art/2DItems/Effects/Portals/ElderPortalEffect.dds",11,[16],0,[20]
207,207,1999222857,"Art/2DItems/Effects/Frames/Frame1.dds",13,[13],0,[16]
208,208,3001299885,"Art/2DItems/Effects/Frames/Frame1.dds",13,[13],0,[16]
209,209,3824085895,"Art/2DItems/Effects/Frames/Frame1.dds",12,[14],0,[17]
210,210,3319915339,"Art/2DItems/Effects/Frames/Frame2.dds",12,[14],0,[17]
211,211,2035841974,"Art/2DItems/Effects/Frames/Frame3.dds",12,[14],0,[17]
212,212,2765173330,"Art/2DItems/Effects/Frames/Frame4.dds",12,[14],0,[17]
213,213,2189123847,"Art/2DItems/Effects/Frames/Frame5.dds",12,[14],0,[17]
214,214,3351992640,"Art/2DItems/Effects/Frames/Frame6.dds",12,[14],0,[17]
215,215,3042502461,"Art/2DItems/Effects/BodyArmour/SeraphArmour.dds",4,[6],0,[9]
216,216,2519074261,"Art/2DItems/Effects/shoes/SeraphBoots.dds",9,[9],0,[12]
217,217,396259177,"Art/2DItems/Effects/gloves/SeraphGloves.dds",8,[8],0,[11]
218,218,236234334,"Art/2DItems/Effects/Hats/SeraphHelmet.dds",6,[4],0,[7]
219,219,717631348,"Art/2DItems/Effects/Wings/SeraphBattleWings.dds",5,[7],0,[10]
220,220,2940502842,"Art/2DItems/Effects/BodyArmour/SeraphMetalArmour.dds",4,[6],0,[9]
221,221,3408409570,"Art/2DItems/Effects/shoes/SeraphMetalBoots.dds",9,[9],0,[12]
222,222,1763059574,"Art/2DItems/Effects/Hats/SeraphMetalHelmet.dds",6,[4],0,[7]
223,223,1274040931,"Art/2DItems/Effects/gloves/SeraphMetalGloves.dds",8,[8],0,[11]
224,224,254688603,"Art/2DItems/Effects/BodyArmour/SeraphAlabasterArmour.dds",4,[6],0,[9]
225,225,1574635558,"Art/2DItems/Effects/shoes/SeraphAlabasterBoots.dds",9,[9],0,[12]
226,226,837249944,"Art/2DItems/Effects/Hats/SeraphAlabasterHelmet.dds",6,[4],0,[7]
227,227,1377665786,"Art/2DItems/Effects/gloves/SeraphAlabasterGloves.dds",8,[8],0,[11]
228,228,3152425798,"Art/2DItems/Effects/BodyArmour/SeraphCeruleanArmour.dds",4,[6],0,[9]
229,229,3955388540,"Art/2DItems/Effects/shoes/SeraphCeruleanBoots.dds",9,[9],0,[12]
230,230,3585057079,"Art/2DItems/Effects/gloves/SeraphCeruleanGloves.dds",8,[8],0,[11]
231,231,1520599942,"Art/2DItems/Effects/Hats/SeraphCeruleanHelmet.dds",6,[4],0,[7]
232,232,2906276530,"Art/2DItems/Effects/BodyArmour/SeraphGoldenArmour.dds",4,[6],0,[9]
233,233,700747120,"Art/2DItems/Effects/shoes/SeraphGoldenBoots.dds",9,[9],0,[12]
234,234,647924184,"Art/2DItems/Effects/gloves/SeraphGoldenGloves.dds",8,[8],0,[11]
235,235,752313284,"Art/2DItems/Effects/Hats/SeraphGoldenHelmet.dds",6,[4],0,[7]
236,236,3985708808,"Art/2DItems/Effects/BodyArmour/SeraphObsidianArmour.dds",4,[6],0,[9]
237,237,2474164738,"Art/2DItems/Effects/shoes/SeraphObsidianBoots.dds",9,[9],0,[12]
238,238,2132457078,"Art/2DItems/Effects/gloves/SeraphObsidianGloves.dds",8,[8],0,[11]
239,239,1952767627,"Art/2DItems/Effects/Hats/SeraphObsidianHelmet.dds",6,[4],0,[7]
240,240,3853730073,"Art/2DItems/Effects/BodyArmour/SeraphSanguineArmour.dds",4,[6],0,[9]
241,241,2963811938,"Art/2DItems/Effects/shoes/SeraphSanguineBoots.dds",9,[9],0,[12]
242,242,2727264046,"Art/2DItems/Effects/gloves/SeraphSanguineGloves.dds",8,[8],0,[11]
243,243,2533662117,"Art/2DItems/Effects/Hats/SeraphSanguineHelmet.dds",6,[4],0,[7]
244,244,3205821008,"Art/2DItems/Effects/BodyArmour/BodyArmourIconArcane.dds",4,[6],0,[9]
245,245,1570944429,"Art/2DItems/Effects/shoes/BootsIconArcane.dds",9,[9],0,[12]
246,246,579135332,"Art/2DItems/Effects/gloves/GlovesIconArcane.dds",8,[8],0,[11]
247,247,4040201575,"Art/2DItems/Effects/Hats/HemetIconArcane.dds",6,[4],0,[7]
248,248,205887095,"Art/2DItems/Effects/BodyArmour/BodyArmourIconVampiric.dds",4,[6],0,[9]
249,249,1170798256,"Art/2DItems/Effects/shoes/BootIconVampiric.dds",9,[9],0,[12]
250,250,1100716713,"Art/2DItems/Effects/gloves/Vampiric.dds",8,[8],0,[11]
251,251,1310609370,"Art/2DItems/Effects/Hats/HelmetIconVampiric.dds",6,[4],0,[7]
252,252,2562068716,"Art/2DItems/Effects/BodyArmour/BodyIconVerdant.dds",4,[6],0,[9]
253,253,2979726927,"Art/2DItems/Effects/shoes/BootsIconVerdant.dds",9,[9],0,[12]
254,254,721942942,"Art/2DItems/Effects/gloves/GlovesIconVerdant.dds",8,[8],0,[11]
255,255,2421562338,"Art/2DItems/Effects/Hats/HelmetIconVerdant.dds",6,[4],0,[7]
256,256,1864203194,"Art/2DItems/Effects/Hats/RitualHornsInvasion.dds",6,[4],0,[7]
257,257,1871715541,"Art/2DItems/Effects/Hats/RitualHornsAmbush.dds",6,[4],0,[7]
258,258,2981210009,"Art/2DItems/Effects/Wings/SeraphWing.dds",5,[7],0,[10]
259,259,2218100009,"Art/2DItems/Effects/Wings/DemonWing.dds",5,[7],0,[10]
260,260,3817535387,"Art/2DItems/Effects/Consumerables/Fireworks.dds",19,[],0,[]
261,261,3182008564,"Art/2DItems/Effects/Consumerables/sgfireworks.dds",19,[],0,[]
262,262,1553618416,"Art/2DItems/Effects/Consumerables/RedWhiteBlueFireworks.dds",19,[],0,[]
263,263,1827298495,"Art/2DItems/Effects/Consumerables/GoreFirework.dds",19,[],0,[]
264,264,3192089056,"Art/2DItems/Effects/Consumerables/Aurora.dds",19,[],0,[]
265,265,1147953860,"Art/2DItems/Effects/Consumerables/GreenYellowFireworks.dds",19,[],0,[]
266,266,1882529991,"Art/2DItems/Effects/Consumerables/DarkSoulcoasterFirework.dds",19,[],0,[]
267,267,3548199306,"Art/2DItems/Effects/Consumerables/ClassicFireworks.dds",19,[],0,[]
268,268,1178027478,"Art/2DItems/Effects/Consumerables/HallowedFireworks.dds",19,[],0,[]
269,269,3822184823,"Art/2DItems/Effects/Consumerables/FrigidFireworks.dds",19,[],0,[]
270,270,162869365,"Art/2DItems/Effects/Hats/Bandana.dds",6,[4],0,[7]
271,271,52558872,"Art/2DItems/Effects/Hats/Bandana.dds",7,[5],0,"[8,21]"
272,272,1221568994,"Art/2DItems/Effects/Wings/SupporterFlag1.dds",5,[7],0,[10]
273,273,392421149,"Art/2DItems/Effects/Wings/SupporterFlag2.dds",5,[7],0,[10]
274,274,896438485,"Art/2DItems/Effects/Wings/SupporterFlag3.dds",5,[7],0,[10]
275,275,676002890,"Art/2DItems/Effects/Wings/SupporterFlag4.dds",5,[7],0,[10]
276,276,4070030966,"Art/2DItems/Effects/Shields/Badgeofanguish.dds",0,[1],0,"[1,4,36,39,42,45]"
277,277,772218496,"Art/2DItems/Effects/Shields/Badgeofmirth.dds",0,[1],0,"[1,4,36,39,42,45]"
278,278,3135594533,"Art/2DItems/Effects/Shields/Badgeofskulls.dds",0,[1],0,"[1,4,36,39,42,45]"
279,279,1102496669,"Art/2DItems/Effects/Weapon/AddersClawSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
280,280,3192289003,"Art/2DItems/Effects/Weapon/CryptSwordSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
281,281,2337881900,"Art/2DItems/Effects/Weapon/GargoyleAxeSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
282,282,2268321077,"Art/2DItems/Effects/Weapon/DevourerMaulSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
283,283,2989963284,"Art/2DItems/Effects/Weapon/RunicBladeSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
284,284,2121202299,"Art/2DItems/Effects/Weapon/ArcOfCourageSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
