"rownum","InfluenceMod","UpgradedMod","HighestTier"
98,15509,15510,""
99,15510,25857,1
100,15511,15512,""
101,15512,15513,""
102,15513,25858,1
103,15514,15515,""
104,15515,15516,""
105,15516,25859,1
106,15520,15521,""
107,15521,15522,""
108,15522,25861,1
109,15523,15524,""
110,15524,15525,""
111,15525,25862,1
112,15526,15527,""
113,15527,15528,""
114,15528,25863,1
115,15529,15530,""
116,15530,15531,""
117,15531,25864,1
118,15532,15533,""
119,15533,15534,""
120,15534,25865,1
121,15535,15536,""
122,15536,15537,""
123,15537,25866,1
124,15538,15539,""
125,15539,25867,1
126,15540,25868,1
127,15541,15542,""
128,15542,15543,""
129,15543,25869,1
130,15544,15545,""
131,15545,15546,""
132,15546,25870,1
133,15547,15548,""
134,15548,15549,""
135,15549,25871,1
136,15550,15551,""
137,15551,15552,""
138,15552,25872,1
139,15553,15554,""
140,15554,15555,""
141,15555,25873,1
142,15556,15557,""
143,15557,25874,1
144,15558,15559,""
145,15559,25875,1
146,15560,15561,""
147,15561,25876,1
148,15562,15563,""
149,15563,15564,""
150,15564,25877,1
151,15565,15566,""
152,15566,15567,""
153,15567,25878,1
154,15568,25879,1
155,15569,25880,1
156,21742,21743,""
157,21743,25881,1
158,21850,21851,""
159,21851,25882,1
160,21856,21857,""
161,21857,25884,1
162,21858,25885,1
163,21859,21860,""
164,21860,25886,1
165,21861,21862,""
166,21862,25887,1
167,21863,25888,1
168,21864,21865,""
169,21865,21866,""
170,21866,25889,1
171,21867,21868,""
172,21868,21869,""
173,21869,25890,1
174,21870,21871,""
175,21871,21872,""
176,21872,25891,1
177,21873,25892,1
178,21874,21875,""
179,21875,25893,1
180,21876,21877,""
181,21877,21878,""
182,21878,25894,1
183,21879,21880,""
184,21880,25895,1
185,21881,25896,1
186,21882,21883,""
187,21883,21884,""
188,21884,25897,1
189,21885,21886,""
190,21886,25898,1
191,21887,25899,1
192,21888,21889,""
193,21889,21890,""
194,21890,25900,1
195,21891,21892,""
196,21892,25901,1
197,21893,21894,""
198,21894,25902,1
199,21895,25903,1
200,21896,25904,1
201,21897,21899,""
202,21899,25905,1
203,21901,21902,""
204,21902,25907,1
205,21903,21904,""
206,21904,25908,1
207,21905,21906,""
208,21906,25909,1
209,21907,21908,""
210,21908,25910,1
211,21909,21910,""
212,21910,21911,""
213,21911,25911,1
214,21912,21913,""
215,21913,21914,""
216,21914,25912,1
217,21915,21916,""
218,21916,21917,""
219,21917,25913,1
220,21918,21919,""
221,21919,21920,""
222,21920,25914,1
223,21921,21922,""
224,21922,21923,""
225,21923,25915,1
226,21924,25916,1
227,21925,21926,""
228,21926,25917,1
229,21927,25918,1
230,21928,25919,1
231,21929,25920,1
232,15440,15441,""
233,15441,15442,""
234,15442,25921,1
235,15443,15444,""
236,15444,15445,""
237,15445,25922,1
238,15446,15447,""
239,15447,15448,""
240,15448,25923,1
241,15449,25924,1
242,15450,15451,""
243,15451,15452,""
244,15452,25925,1
245,15453,15454,""
246,15454,15455,""
247,15455,25926,1
248,15456,15457,""
249,15457,15458,""
250,15458,25927,1
251,15459,25928,1
252,15464,15465,""
253,15465,15466,""
254,15466,25931,1
255,15467,15468,""
256,15468,15469,""
257,15469,25932,1
258,15470,15471,""
259,15471,15472,""
260,15472,25933,1
261,15473,15474,""
262,15474,15475,""
263,15475,25934,1
264,15476,15477,""
265,15477,15478,""
266,15478,25935,1
267,15479,15480,""
268,15480,15481,""
269,15481,25936,1
270,15482,15483,""
271,15483,15484,""
272,15484,25937,1
273,15485,15486,""
274,15486,25938,1
275,15489,15490,""
276,15490,15491,""
277,15491,25939,1
278,15492,15493,""
279,15493,25940,1
280,15494,15495,""
281,15495,15496,""
282,15496,25941,1
283,15497,15498,""
284,15498,15499,""
285,15499,25942,1
286,15500,15501,""
287,15501,15502,""
288,15502,25943,1
289,19027,19028,""
290,19028,25944,1
291,19041,19042,""
292,19042,25945,1
293,19056,19057,""
294,19057,25946,1
295,19072,19073,""
296,19073,25947,1
297,21733,21734,""
298,21734,21735,""
299,21735,25948,1
300,21778,21779,""
301,21779,25949,1
302,21782,21783,""
303,21783,25951,1
304,21784,21785,""
305,21785,25952,1
306,21786,21787,""
307,21787,25953,1
308,21788,25954,1
309,21789,25955,1
310,21791,21792,""
311,21792,21793,""
312,21793,25956,1
313,21794,21795,""
314,21795,21796,""
315,21796,25957,1
316,21797,25958,1
317,21798,21799,""
318,21799,21800,""
319,21800,25959,1
320,21801,21802,""
321,21802,21803,""
322,21803,25960,1
323,21804,21805,""
324,21805,21806,""
325,21806,25961,1
326,21807,21808,""
327,21808,21809,""
328,21809,25962,1
329,21810,25963,1
330,21811,21812,""
331,21812,25964,1
332,21813,25965,1
333,21814,21815,""
334,21815,25966,1
335,21816,21817,""
336,21817,25967,1
337,21818,21819,""
338,21819,25968,1
339,21820,21821,""
340,21821,25969,1
341,21822,21823,""
342,21823,25970,1
343,21824,21825,""
344,21825,21826,""
345,21826,25971,1
346,21827,21828,""
347,21828,25972,1
348,21829,21830,""
349,21830,25973,1
350,21831,25974,1
351,21832,25975,1
352,21833,25976,1
353,21834,25977,1
354,21835,21836,""
355,21836,25978,1
356,21838,21839,""
357,21839,25979,1
358,21840,21841,""
359,21841,25980,1
360,21842,21843,""
361,21843,25981,1
362,21844,21845,""
363,21845,25982,1
364,21846,21847,""
365,21847,25983,1
366,21848,21849,""
367,21849,25984,1
368,22068,25985,1
369,15402,25986,1
370,15403,25987,1
371,15404,25988,1
372,15405,25989,1
373,15406,25990,1
374,15407,25991,1
375,15408,25992,1
376,15409,15410,""
377,15410,15411,""
378,15411,25993,1
379,15412,15413,""
380,15413,15414,""
381,15414,25994,1
382,15415,15416,""
383,15416,15417,""
384,15417,25995,1
385,15418,15419,""
386,15419,15420,""
387,15420,25996,1
388,15421,15422,""
389,15422,25997,1
390,15423,15424,""
391,15424,25998,1
392,15425,15426,""
393,15426,15427,""
394,15427,25999,1
395,15428,15429,""
396,15429,15430,""
397,15430,26000,1
398,15431,15432,""
399,15432,15433,""
400,15433,26001,1
401,15434,15435,""
402,15435,15436,""
403,15436,26002,1
404,15437,26003,1
405,15438,26004,1
406,15439,26005,1
407,21707,26006,1
408,21708,26007,1
409,21709,21710,""
410,21710,26008,1
411,21713,21714,""
412,21714,26010,1
413,21715,21716,""
414,21716,26011,1
415,21717,21718,""
416,21718,21719,""
417,21719,26012,1
418,21720,21721,""
419,21721,21722,""
420,21722,26013,1
421,21723,21724,""
422,21724,21725,""
423,21725,26014,1
424,21726,21727,""
425,21727,26015,1
426,21728,26016,1
427,21729,26017,1
428,21730,26018,1
429,21731,21732,""
430,21732,26019,1
431,21736,21737,""
432,21737,26020,1
433,21738,21739,""
434,21739,26021,1
435,21740,21741,""
436,21741,26022,1
437,21744,26023,1
438,21745,26024,1
439,21746,26025,1
440,21747,21748,""
441,21748,26026,1
442,21749,21750,""
443,21750,26027,1
444,21751,26028,1
445,21752,21753,""
446,21753,21754,""
447,21754,26029,1
448,21755,21756,""
449,21756,21757,""
450,21757,26030,1
451,21758,21759,""
452,21759,26031,1
453,21760,21761,""
454,21761,26032,1
455,21762,26033,1
456,21763,26034,1
457,21764,21765,""
458,21765,26035,1
459,21766,21767,""
460,21767,26036,1
461,21768,21769,""
462,21769,21770,""
463,21770,26037,1
464,21771,26038,1
465,21772,21773,""
466,21773,26039,1
467,21774,21775,""
468,21775,26040,1
469,21776,21777,""
470,21777,26041,1
471,21934,21935,""
472,21935,25821,1
473,15460,25929,1
474,25796,25796,1
475,25797,25797,1
476,25798,25798,1
477,25799,25799,1
478,25800,25800,1
479,25801,25801,1
480,25802,25802,1
481,25803,25803,1
482,25804,25804,1
483,25805,25805,1
484,25806,25806,1
485,25807,25807,1
486,25808,25808,1
487,25809,25809,1
488,25810,25810,1
489,25811,25811,1
490,25812,25812,1
491,25813,25813,1
492,25814,25814,1
493,25815,25815,1
494,25816,25816,1
495,25817,25817,1
496,25818,25818,1
497,25819,25819,1
498,25822,25822,1
499,25823,25823,1
500,25824,25824,1
501,25825,25825,1
502,25826,25826,1
503,25827,25827,1
504,25828,25828,1
505,25830,25830,1
506,25831,25831,1
507,25832,25832,1
508,25833,25833,1
509,25834,25834,1
510,25835,25835,1
511,25836,25836,1
512,25837,25837,1
513,25838,25838,1
514,25840,25840,1
515,25841,25841,1
516,25842,25842,1
517,25843,25843,1
518,25844,25844,1
519,25845,25845,1
520,25846,25846,1
521,25847,25847,1
522,25848,25848,1
523,25850,25850,1
524,25851,25851,1
525,25852,25852,1
526,25853,25853,1
527,25854,25854,1
528,25855,25855,1
529,25856,25856,1
530,25857,25857,1
531,25858,25858,1
532,25859,25859,1
533,25861,25861,1
534,25862,25862,1
535,25863,25863,1
536,25864,25864,1
537,25865,25865,1
538,25866,25866,1
539,25867,25867,1
540,25868,25868,1
541,25869,25869,1
542,25870,25870,1
543,25871,25871,1
544,25872,25872,1
545,25873,25873,1
546,25874,25874,1
547,25875,25875,1
548,25876,25876,1
549,25877,25877,1
550,25878,25878,1
551,25879,25879,1
552,25880,25880,1
553,25881,25881,1
554,25882,25882,1
555,25884,25884,1
556,25885,25885,1
557,25886,25886,1
558,25887,25887,1
559,25888,25888,1
560,25889,25889,1
561,25890,25890,1
562,25891,25891,1
563,25892,25892,1
564,25893,25893,1
565,25894,25894,1
566,25895,25895,1
567,25896,25896,1
568,25897,25897,1
569,25898,25898,1
570,25899,25899,1
571,25900,25900,1
572,25901,25901,1
573,25902,25902,1
574,25903,25903,1
575,25904,25904,1
576,25905,25905,1
577,25907,25907,1
578,25908,25908,1
579,25909,25909,1
580,25910,25910,1
581,25911,25911,1
582,25912,25912,1
583,25913,25913,1
584,25914,25914,1
585,25915,25915,1
586,25916,25916,1
587,25917,25917,1
588,25918,25918,1
589,25919,25919,1
590,25920,25920,1
591,25921,25921,1
592,25922,25922,1
593,25923,25923,1
594,25924,25924,1
595,25925,25925,1
596,25926,25926,1
597,25927,25927,1
598,25928,25928,1
599,25931,25931,1
600,25932,25932,1
601,25933,25933,1
602,25934,25934,1
603,25935,25935,1
604,25936,25936,1
605,25937,25937,1
606,25938,25938,1
607,25939,25939,1
608,25940,25940,1
609,25941,25941,1
610,25942,25942,1
611,25943,25943,1
612,25944,25944,1
613,25945,25945,1
614,25946,25946,1
615,25947,25947,1
616,25948,25948,1
617,25949,25949,1
618,25951,25951,1
619,25952,25952,1
620,25953,25953,1
621,25954,25954,1
622,25955,25955,1
623,25956,25956,1
624,25957,25957,1
625,25958,25958,1
626,25959,25959,1
627,25960,25960,1
628,25961,25961,1
629,25962,25962,1
630,25963,25963,1
631,25964,25964,1
632,25965,25965,1
633,25966,25966,1
634,25967,25967,1
635,25968,25968,1
636,25969,25969,1
637,25970,25970,1
638,25971,25971,1
639,25972,25972,1
640,25973,25973,1
641,25974,25974,1
642,25975,25975,1
643,25976,25976,1
644,25977,25977,1
645,25978,25978,1
646,25979,25979,1
647,25980,25980,1
648,25981,25981,1
649,25982,25982,1
650,25983,25983,1
651,25984,25984,1
652,25985,25985,1
653,25986,25986,1
654,25987,25987,1
655,25988,25988,1
656,25989,25989,1
657,25990,25990,1
658,25991,25991,1
659,25992,25992,1
660,25993,25993,1
661,25994,25994,1
662,25995,25995,1
663,25996,25996,1
664,25997,25997,1
665,25998,25998,1
666,25999,25999,1
667,26000,26000,1
668,26001,26001,1
669,26002,26002,1
670,26003,26003,1
671,26004,26004,1
672,26005,26005,1
673,26006,26006,1
674,26007,26007,1
675,26008,26008,1
676,26010,26010,1
677,26011,26011,1
678,26012,26012,1
679,26013,26013,1
680,26014,26014,1
681,26015,26015,1
682,26016,26016,1
683,26017,26017,1
684,26018,26018,1
685,26019,26019,1
686,26020,26020,1
687,26021,26021,1
688,26022,26022,1
689,26023,26023,1
690,26024,26024,1
691,26025,26025,1
692,26026,26026,1
693,26027,26027,1
694,26028,26028,1
695,26029,26029,1
696,26030,26030,1
697,26031,26031,1
698,26032,26032,1
699,26033,26033,1
700,26034,26034,1
701,26035,26035,1
702,26036,26036,1
703,26037,26037,1
704,26038,26038,1
705,26039,26039,1
706,26040,26040,1
707,26041,26041,1
708,25821,25821,1
709,25929,25929,1
710,21898,21900,""
711,21900,25906,1
712,21711,21712,""
713,21712,26009,1
714,21780,21781,""
715,21781,25950,1
716,21852,21853,""
717,21853,25883,1
718,21947,25829,1
719,21963,25839,1
