"rownum","Id","MiscAnimated","[i32]_24","[string]_40","string_56","string_64","string_72","string_80","i32_88","MonsterExpiredSound","PlayerExpiredSound","PlayerAcquiredSound","rid_140","bool_156","i32_157"
26,"IzaroVulnerabilityOrb",872,[],[],"orb_finish","","","",0,"","","","","",0
27,"IzaroDeathVulnerabilityOrb",895,[],[],"orb_finish","","","",0,"","","","","",0
28,"CurseElementalWeakness",35,[],[],"orb_finish","","","",0,"","","","","",0
29,"IzaroElementalWeaknessOrb",871,[],[],"orb_finish","","","",0,"","","","","",0
30,"IzaroDeathElementalWeaknessOrb",894,[],[],"orb_finish","","","",0,"","","","","",0
31,"CurseFireWeakness",36,[],[],"orb_finish","","","",0,"","","","","",0
32,"CurseColdWeakness",37,[],[],"orb_finish","","","",0,"","","","","",0
33,"CurseLightningWeakness",38,[],[],"orb_finish","","","",0,"","","","","",0
34,"CurseChaosWeakness",1808,[],[],"orb_finish","","","",0,"","","","","",0
35,"CursePunishment",40,[],[],"orb_finish","","","",0,"","","","","",0
36,"CurseSilence",278,[100],"[""orb_idle""]","orb_finish","hexproof","","",0,"","","","","",0
37,"CurseMinionSacrifice",45,[],[],"orb_finish","","","",0,"","","","","",0
38,"CursePacifyActive",279,[],[],"fadeout","","fadein","stage3",0,"","","","","",0
39,"CursePacifyInactive",279,[],[],"fadeout","hexproof","fadein","stage1",0,"","","","","",0
40,"CurseWarlordsMark",39,[],[],"orb_finish","","","",0,"","","","","",0
41,"CurseAssassinsMark",42,[],[],"orb_finish","","","",0,"","","","","",0
42,"CurseSnipersMark",43,[],[],"orb_finish","","","",0,"","","","","",0
43,"CursePoachersMark",46,[],[],"orb_finish","","","",0,"","","","","",0
44,"CurseAlchemistsMark",47,[],[],"orb_finish","","","",0,"","","","","",0
45,"CursePenanceMark",48,[],[],"orb_finish","","","",0,"","","","","",0
46,"FlaskCurseImmunity",154,[],[],"orb_finish","","","",0,"","","","","",0
47,"DoedreRedOrb",1437,[],[],"orb_finish","","","",0,"","","","","",0
48,"DoedreGreenOrb",1436,[],[],"orb_finish","","","",0,"","","","","",0
49,"DoedrePurpleOrb",1435,[],[],"orb_finish","","","",0,"","","","","",0
50,"ShrinePlus",260,[],[],"orb_finish","","","",0,"","","","","",0
51,"ShrineFist",259,[],[],"orb_finish","","","",0,"","","","","",0
52,"ShrineSword",262,[],[],"orb_finish","","","",0,"","","","","",0
53,"ShrineWing",258,[],[],"orb_finish","","","",0,"","","","","",0
54,"ShrineThorns",317,[],[],"orb_finish","","","",0,"","","","","",0
55,"ShrineFire",263,[],[],"orb_finish","","","",0,"","","","","",0
56,"ShrineLightning",265,[],[],"orb_finish","","","",0,"","","","","",0
57,"ShrineArc",267,[],[],"orb_finish","","","",0,"","","","","",0
58,"ShrineCold",264,[],[],"orb_finish","","","",0,"","","","","",0
59,"ShrineSmoke",318,[],[],"orb_finish","","","",0,"","","","","",0
60,"ShrineMassive",327,[],[],"orb_finish","","","",0,"","","","","",0
61,"ShrineShield",261,[],[],"orb_finish","","","",0,"","","","","",0
62,"ShrineResistance",315,[],[],"orb_finish","","","",0,"","","","","",0
63,"ShrineGodMode",329,[],[],"orb_finish","","","",0,"","","","","",0
64,"ShrineEchoing",328,[],[],"orb_finish","","","",0,"","","","","",0
65,"ShrineCurse",316,[],[],"orb_finish","","","",0,"","","","","",0
66,"ShrineSkeletons",266,[],[],"orb_finish","","","",0,"","","","","",0
67,"ShrineResonating",3051,[],[],"orb_finish","","","",0,"","","","","",0
68,"ShrineWarlord",3053,[],[],"orb_finish","","","",0,"","","","","",0
69,"ShrineCrusader",3054,[],[],"orb_finish","","","",0,"","","","","",0
70,"ShrineRedeemer",3055,[],[],"orb_finish","","","",0,"","","","","",0
71,"ShrineHunter",3056,[],[],"orb_finish","","","",0,"","","","","",0
72,"ShrineVaal",3057,[],[],"orb_finish","","","",0,"","","","","",0
73,"ShrineEvolution",3058,[],[],"orb_finish","","","",0,"","","","","",0
74,"Blind",125,[],[],"orb_finish","","","",0,"","","","","",0
75,"BlindOrbSand",3101,[],[],"orb_finish","","","",0,"","","","","",0
76,"CorruptedBloodNonPlayer",3578,[],[],"orb_finish","","","",0,"","","","","",0
77,"CorruptedBloodHeritageNonPlayer",6530,[],[],"orb_finish","","","",0,"","","","","",0
78,"CorruptedBloodPlayer",3579,[],[],"orb_finish","","","",0,"","","","","",0
79,"CorruptedBloodHeritagePlayer",6531,[],[],"orb_finish","","","",0,"","","","","",0
80,"Stun",427,[],[],"orb_finish","","","",0,"","","","","",0
81,"Debilitate",4465,[],[],"","","","",0,"","","","","",0
82,"DebilitateCelestial",4530,[],[],"","","","",0,"","","","","",0
83,"Maleditction",4466,[],[],"","","","",0,"","","","","",0
84,"TormentTouched",488,[],[],"orb_finish","","","",0,"","","","","",0
85,"TormentTouchedFaridun",489,[],[],"orb_finish","","","",0,"","","","","",0
86,"PietysRage",591,[],[],"orb_finish","","","",0,"","","","","",0
87,"Bonespire",815,[],[],"orb_finish","","","",0,538,539,537,"",1,0
88,"AtlasAdjudicatorCharges",3819,[],[],"orb_finish","","","",0,538,539,537,"",1,0
89,"SeaWitchScreechOrb",339,[],[],"orb_finish","","","",0,"","","","","",0
90,"RighteousFireOrb",108,[],[],"orb_finish","","","",0,"","","","","",0
91,"ViperStrikeOrb",27,[],[],"orb_finish","","","",0,538,539,537,"",1,0
92,"Deathmark",3541,[],[],"","","","",0,"","","","","",0
93,"WintertideBrandOrb",4288,[],[],"orb_finish","","","",0,"","","","","",0
94,"HackyInvisibleSymbol",2283,[],[],"","","","",0,"","","","","",0
95,"CurseEnfeebleNew",4693,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
96,"CursePunishmentNew",4694,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
97,"CurseFlammabilityNew",4695,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
98,"CurseFrostbiteNew",4696,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
99,"CurseConductivityNew",4697,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
100,"CurseElementalWeaknessNew",4698,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
101,"CurseVulnerabilityNew",4699,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
102,"CurseDespairNew",4700,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
103,"SteelOrb",4812,[],[],"end_01","","","",0,"","","","","",0
104,"HeistConversionOrb",4866,[],[],"","","","",0,"","","","","",0
105,"SteelOrbTemple",4904,[],[],"end_01","","","",0,"","","","","",0
106,"FanatacismCharge",5093,[],[],"orb_finish","","","",0,"","","","","",0
107,"BloodScytheCharge",5374,[],[],"orb_finish","","","",0,"","","","","",0
108,"UltimatumFrostInfection",5402,[],[],"end_float_01","","","",0,"","","","","",0
109,"UltimatumPhysBuff",5450,[],[],"orb_finish","","","",0,"","","","","",0
110,"UltimatumEleBuff",5451,[],[],"orb_finish","","","",0,"","","","","",0
111,"WintertideBrandCelestialOrb",5910,[],[],"","","","",0,"","","","","",0
112,"SkadiDebuff",6230,[],[],"","","","",0,"","","","","",0
113,"ShrineGreed",6366,[],[],"orb_finish","","","",0,"","","","","",0
114,"ShrineFaridun",6367,[],[],"orb_finish","","","",0,"","","","","",0
115,"TangleTentacleZapped",6394,[],[],"orb_finish","","","",0,"","","","","",0
116,"CleansingFirePhantasmPossessionOrb",6424,[],[],"ring_finish","","","",0,"","","","","",0
117,"ChargePowerCrystalStygian",6534,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
118,"ChargeEnduranceCrystalStygian",6535,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
119,"ChargeFrenzyCrystalStygian",6536,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
120,"ChargeEnduranceCrystalDemonic",6568,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
121,"ChargePowerCrystalDemonic",6569,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
122,"ChargeFrenzyCrystalDemonic",6570,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
123,"ChargeEnduranceCrystalGhostflame",6571,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
124,"ChargePowerCrystalGhostflame",6572,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
125,"ChargeFrenzyCrystalGhostflame",6573,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
126,"ChargePowerEldritchVoidBattery",6580,[],[],"orb_finish","","","",0,"","","","","",0
127,"ChargePowerFrenzyScalingHelmet1",6601,[],[],"orb_finish","","","",0,"","","","","",0
128,"ChargePowerFrenzyScalingHelmet2",6602,[],[],"orb_finish","","","",0,"","","","","",0
129,"ChargePowerFrenzyScalingHelmet3",6603,[],[],"orb_finish","","","",0,"","","","","",0
130,"ChargePowerFrenzyScalingHelmet4",6604,[],[],"orb_finish","","","",0,"","","","","",0
131,"ChargePowerFrenzyScalingHelmet5",6605,[],[],"orb_finish","","","",0,"","","","","",0
132,"ChargePowerFrenzyScalingHelmet6",6606,[],[],"orb_finish","","","",0,"","","","","",0
133,"ChargePowerFrenzyScalingHelmet7",6607,[],[],"orb_finish","","","",0,"","","","","",0
134,"ShrineBrineKing",6685,[],[],"orb_finish","","","",0,"","","","","",0
135,"ShrineLunaris",6686,[],[],"orb_finish","","","",0,"","","","","",0
136,"ShrineSolaris",6687,[],[],"orb_finish","","","",0,"","","","","",0
137,"ShrineArakaali",6688,[],[],"orb_finish","","","",0,"","","","","",0
138,"ShrineRat",6689,[],[],"orb_finish","","","",0,"","","","","",0
139,"ShrineLocust",6690,[],[],"orb_finish","","","",0,"","","","","",0
140,"ShrineToad",6691,[],[],"orb_finish","","","",0,"","","","","",0
141,"ShrineCrow",6692,[],[],"orb_finish","","","",0,"","","","","",0
142,"ShrineBat",6693,[],[],"orb_finish","","","",0,"","","","","",0
143,"TricksterHeartstopperHit",6694,[],[],"","","","",0,"","","","","",0
144,"TricksterHeartstopperDot",6695,[],[],"","","","",0,"","","","","",0
145,"ChargeEndurancePredatorFarruls",6697,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
146,"ChargePowerPredatorFarruls",6698,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
147,"ChargeFrenzyPredatorFarruls",6699,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
148,"MarkSunprismAlchemistsMark",6712,[],[],"","","","",0,"","","","","",0
149,"StarfallBloodScytheCharge",6798,[],[],"orb_finish","","","",0,"","","","","",0
150,"ChargeFireChargeHelmet",6818,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
151,"MTXGullHarpyShrineSymbolWing",6952,[],[],"orb_finish","","","",0,"","","","","",0
152,"MTXGullHarpyShrineSymbolFist",6953,[],[],"orb_finish","","","",0,"","","","","",0
153,"MTXGullHarpyShrineSymbolPlus",6954,[],[],"orb_finish","","","",0,"","","","","",0
154,"MTXGullHarpyShrineSymbolResistance",6955,[],[],"orb_finish","","","",0,"","","","","",0
155,"MTXGullHarpyShrineSymbolMassive",6956,[],[],"orb_finish","","","",0,"","","","","",0
156,"MTXGullHarpyShrineSymbolShield",6957,[],[],"orb_finish","","","",0,"","","","","",0
157,"MTXDruidGloveChargeEndurance",7062,[],[],"orb_finish","","","",0,"","","","","",0
158,"MTXDruidGloveChargePower",7063,[],[],"orb_finish","","","",0,"","","","","",0
159,"MTXDruidGloveChargeFrenzy",7064,[],[],"orb_finish","","","",0,"","","","","",0
160,"MTXPlanetaryOrbEndurance",7101,[-1],[],"fade","","startup","idle",0,"","","","","",0
161,"MTXPlanetaryOrbPower",7102,[-1],[],"fade","","startup","idle",0,"","","","","",0
162,"MTXPlanetaryOrbFrenzy",7103,[-1],[],"fade","","startup","idle",0,"","","","","",0
163,"MTXEldritchPlanetaryOrbEndurance",7104,[-1],[],"fade","","startup","idle",0,"","","","","",0
164,"MTXEldritchPlanetaryOrbPower",7105,[-1],[],"fade","","startup","idle",0,"","","","","",0
165,"MTXEldritchPlanetaryOrbFrenzy",7106,[-1],[],"fade","","startup","idle",0,"","","","","",0
166,"MTXVoidEmperorPlanetaryOrbEndurance",7107,[-1],[],"fade","","startup","idle",0,"","","","","",0
167,"MTXVoidEmperorPlanetaryOrbPower",7108,[-1],[],"fade","","startup","idle",0,"","","","","",0
168,"MTXVoidEmperorPlanetaryOrbFrenzy",7109,[-1],[],"fade","","startup","idle",0,"","","","","",0
169,"MTXDarkrayAltFrenzy",7132,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
170,"MTXSkullChargeEndurance",7140,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
171,"MTXSkullChargePower",7141,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
172,"MTXSkullChargeFrenzy",7142,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
173,"VineBloodScytheCharge",7147,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
174,"MTXSentinelChargeEndurance",7158,[],[],"submerge","","emerge","idle",0,"","","","","",0
175,"MTXSentinelChargePower",7159,[],[],"submerge","","emerge","idle",0,"","","","","",0
176,"MTXSentinelChargeFrenzy",7160,[],[],"submerge","","emerge","idle",0,"","","","","",0
177,"MTXCurrencyChargeChaos",7218,[],[],"fadeout_01","","fadein_01","idle_01",0,538,539,"","",1,0
178,"MTXWaterOrbLife",7114,[],[],"stop","","","",0,"","","","","",0
179,"MTXWaterOrbMana",7115,[],[],"stop","","","",0,"","","","","",0
180,"MTXWaterOrbES",7116,[],[],"stop","","","",0,"","","","","",0
181,"InstabilityOrb",7417,[],[],"orb_finish","","","",0,"","","","","",30
182,"MTXVoodooKingCurseImp",7462,[],[],"curse_fade_out_01","","curse_fade_in_01","idle_cursed_01",0,"","","","","",0
183,"MarkAnimalAlchemistsMark",7566,[],[],"","","","",0,"","","","","",0
184,"DemonCopperMeteors",7567,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
185,"DemonCopperLightning",7568,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
186,"MtxAnimalPoachersMark",7634,[],[],"","","","",0,"","","","","",0
187,"MtxAnimalCurseAssassinsMark",7635,[],[],"","","","",0,"","","","","",0
188,"MtxAnimalCurseSnipersMark",7636,[],[],"","","","",0,"","","","","",0
189,"MtxAnimalCurseWarlordsMark",7637,[],[],"","","","",0,"","","","","",0
190,"MtxZodiacDragonPowerCharge",7663,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
191,"MtxZodiacDragonFrenzyCharge",7664,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
192,"MtxZodiacDragonEnduranceCharge",7665,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
193,"MTXBreachFlameChargePower",7676,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
194,"MTXBreachFlameChargeEndurance",7677,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
195,"MTXBreachFlameChargeFrenzy",7678,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
196,"MTXBreachFaeriesCharge1",7704,[],[],"chargeEnd_01","","emerge_01b","idle_01",0,"","","","","",0
197,"MTXBreachFaeriesCharge2",7705,[],[],"chargeEnd_02","","emerge_02","idle_02",0,"","","","","",0
198,"MTXBreachFaeriesCharge3",7706,[],[],"chargeEnd_03","","emerge_03","idle_03",0,"","","","","",0
199,"MTXPurpleBreachFaeriesCharge1",7701,[],[],"chargeEnd_01","","emerge_01b","idle_01",0,"","","","","",0
200,"MTXPurpleBreachFaeriesCharge2",7702,[],[],"chargeEnd_02","","emerge_02","idle_02",0,"","","","","",0
201,"MTXPurpleBreachFaeriesCharge3",7703,[],[],"chargeEnd_03","","emerge_03","idle_03",0,"","","","","",0
202,"MTXRosePowerCharge",7708,[],[],"charge_end_01","","emerge_01","idle_01",0,"","","","","",0
203,"MTXRoseEnduranceCharge",7709,[],[],"charge_end_01","","emerge_01","idle_01",0,"","","","","",0
204,"MTXRoseFrenzyCharge",7710,[],[],"charge_end_01","","emerge_01","idle_01",0,"","","","","",0
205,"LegacyRoseCelestialCharges",7735,[],[],"","","","",0,"","","","","",0
206,"MTXMoltenPowerCharge",7824,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
207,"MTXMoltenEnduranceCharge",7825,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
208,"MTXMoltenFrenzyCharge",7826,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
209,"MTXElectroPowerCharge",7827,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
210,"MTXElectroEnduranceCharge",7828,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
211,"MTXElectroFrenzyCharge",7829,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
212,"MTXFissionPowerCharge",7830,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
213,"MTXFissionEnduranceCharge",7831,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
214,"MTXFissionFrenzyCharge",7832,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
215,"HallowingFlameOrb",7972,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
216,"VaalTemptation",7973,[],[],"orb_fadeout","","orb_fadein","orb_idle",0,"","","","","",0
217,"MTXChainPowerCharge",8032,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
218,"MTXChainEnduranceCharge",8033,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
219,"MTXChainFrenzyCharge",8034,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
220,"MTXAzmeriPowerCharge_1",8113,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
221,"MTXAzmeriEnduranceCharge_1",8114,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
222,"MTXAzmeriFrenzyCharge_1",8115,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
223,"MTXAzmeriPowerCharge_2",8116,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
224,"MTXAzmeriEnduranceCharge_2",8117,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
225,"MTXAzmeriFrenzyCharge_2",8118,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
226,"MTXAzmeriPowerCharge_3",8119,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
227,"MTXAzmeriEnduranceCharge_3",8120,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
228,"MTXAzmeriFrenzyCharge_3",8121,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
229,"MTXAbyssalPowerCharge_1",8122,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
230,"MTXAbyssalEnduranceCharge_1",8123,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
231,"MTXAbyssalFrenzyCharge_1",8124,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
232,"MTXAbyssalPowerCharge_2",8125,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
233,"MTXAbyssalEnduranceCharge_2",8126,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
234,"MTXAbyssalFrenzyCharge_2",8127,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
235,"MTXVampiricBloodPowerCharge_1",8133,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
236,"MTXVampiricBloodEnduranceCharge_1",8134,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
237,"MTXVampiricBloodFrenzyCharge_1",8135,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
238,"MTXVampiricBloodPowerCharge_2",8136,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
239,"MTXVampiricBloodEnduranceCharge_2",8137,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
240,"MTXVampiricBloodFrenzyCharge_2",8138,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
241,"MTXArcanePowerCharge",8171,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
242,"MTXArcaneFrenzyCharge",8173,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
243,"MTXArcaneEnduranceCharge",8172,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
244,"MTXArcanePowerCharge_2",8174,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
245,"MTXArcaneFrenzyCharge_2",8176,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
246,"MTXArcaneEnduranceCharge_2",8175,[],[],"chargeEnd_01","","chargeGain_01","chargeLoop_01",0,"","","","","",0
247,"BrinerotBuffOrb",8194,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",1
248,"LunarisAspectRebuffGlaive",8231,[],[],"glaive_end","","glaive_appear","glaive_idle",0,"","","","","",0
