"rownum","Id","MonsterPacksKey","Flag","Weight","MonsterVarietiesKey","string_45"
56,"Monster57",648,1,70,60,""
57,"Monster58",649,1,100,918,""
58,"Monster59",647,1,20,3,""
59,"Monster60",647,1,30,11,""
60,"Monster61",647,1,50,54,""
61,"Monster62",651,1,50,11,""
62,"Monster63",651,1,50,54,""
63,"Monster64",652,1,100,991,""
64,"Monster65",653,1,100,1396,""
65,"Monster66",654,1,30,304,""
66,"Monster67",654,1,35,840,""
67,"Monster68",654,1,35,836,""
68,"Monster69",655,1,100,61,""
69,"Monster70",656,1,33,1227,""
70,"Monster71",656,1,33,1230,""
71,"Monster72",656,1,34,1233,""
72,"Monster73",657,1,100,1393,""
73,"Monster74",658,"",2,1631,""
74,"Monster75",659,1,100,1370,""
75,"Monster76",662,1,100,1565,""
76,"Monster77",663,1,100,1565,""
77,"Monster78",664,1,100,1966,""
78,"Monster79",665,1,100,1966,""
79,"Monster80",666,1,100,1565,""
80,"Monster81",667,1,100,1622,""
81,"Monster82",668,1,100,1516,""
82,"Monster83",669,1,100,1373,""
83,"Monster84",670,1,100,1367,""
84,"Monster85",671,1,75,1463,""
85,"Monster86",671,1,25,1494,""
86,"Monster87",672,1,100,1700,""
87,"Monster88",673,"",3,1993,""
88,"Monster89",673,"",4,2066,""
89,"Monster90",674,1,20,2044,""
90,"Monster91",674,1,80,2048,""
91,"Monster92",675,1,100,1529,""
92,"Monster93",676,"",3,1357,""
93,"Monster94",677,"",1,1487,""
94,"Monster95",677,"",1,1506,""
95,"Monster96",677,"",5,1441,""
96,"Monster97",678,1,100,3999,""
97,"Monster98",679,1,100,3999,""
98,"Monster99",681,1,100,4080,""
99,"Monster100",682,1,100,4089,""
100,"Monster101",683,1,100,4089,""
101,"Monster102",684,1,100,4089,""
102,"Monster103",680,1,50,4214,""
103,"Monster104",680,"",1,4226,""
104,"Monster105",685,"",1,4221,""
105,"Monster106",686,"",1,4234,""
106,"Monster107",687,"",1,4234,""
107,"Monster108",687,"",2,4237,""
108,"Monster109",694,1,100,3938,""
109,"Monster110",695,1,100,1153,""
110,"Monster111",696,1,100,979,""
111,"Monster112",698,1,30,1251,""
112,"Monster113",698,1,30,1253,""
113,"Monster114",698,1,40,1255,""
114,"Monster115",699,1,100,3938,""
115,"Monster116",700,"",3,5895,""
116,"Monster117",700,"",2,5899,""
117,"Monster118",700,"",3,5902,""
118,"Monster119",705,1,25,743,""
119,"Monster120",705,1,25,745,""
120,"Monster121",705,1,25,749,""
121,"Monster122",705,1,25,751,""
122,"Monster125",706,1,100,1565,""
123,"Monster126",707,1,100,1922,""
124,"Monster128",720,"",1,1487,""
125,"Monster129",720,"",1,1506,""
126,"Monster130",720,"",3,1441,""
127,"Monster131",721,"",1,1487,""
128,"Monster132",721,"",1,1506,""
129,"Monster133",721,"",6,1440,""
130,"Monster134",722,"",3,1357,""
131,"Monster135",725,1,20,4,""
132,"Monster136",725,1,60,61,""
133,"Monster137",725,1,20,62,""
134,"Monster138",726,1,40,6,""
135,"Monster139",726,1,20,57,""
136,"Monster140",726,1,40,7,""
137,"Monster141",727,1,20,9,""
138,"Monster142",727,1,60,53,""
139,"Monster143",727,1,20,7,""
140,"Monster144",728,1,30,10,""
141,"Monster145",728,1,20,60,""
142,"Monster146",728,1,50,52,""
143,"Monster147",729,1,30,4,""
144,"Monster148",729,1,30,54,""
145,"Monster149",729,1,40,45,""
146,"Monster150",730,1,50,87,""
147,"Monster151",730,1,50,91,""
148,"Monster152",731,1,50,87,""
149,"Monster153",731,1,50,82,""
150,"Monster154",732,1,50,91,""
151,"Monster155",732,1,50,82,""
152,"Monster156",921,1,40,52,""
153,"Monster157",921,1,30,10,""
154,"Monster158",921,1,30,9,""
155,"Monster159",922,1,40,54,""
156,"Monster160",922,1,40,6,""
157,"Monster161",922,1,20,62,""
158,"Monster162",733,1,70,107,""
159,"Monster163",733,1,30,143,""
160,"Monster164",734,1,100,123,""
161,"Monster165",735,1,30,124,""
162,"Monster166",735,1,70,1001,""
163,"Monster167",736,1,30,125,""
164,"Monster168",736,1,70,1002,""
165,"Monster169",737,1,30,126,""
166,"Monster170",737,1,70,365,""
167,"Monster171",738,1,80,109,""
168,"Monster172",738,1,20,110,""
169,"Monster173",739,1,100,142,""
170,"Monster174",740,1,100,127,""
171,"Monster175",741,1,70,299,""
172,"Monster176",741,1,30,303,""
173,"Monster177",742,1,60,181,""
174,"Monster178",742,1,40,188,""
175,"Monster179",743,1,80,166,""
176,"Monster180",743,1,20,174,""
177,"Monster181",744,1,100,191,""
178,"Monster182",745,1,50,166,""
179,"Monster183",745,1,50,205,""
180,"Monster184",746,1,100,227,""
181,"Monster185",747,1,100,249,""
182,"Monster186",748,1,50,274,""
183,"Monster187",748,1,50,290,""
184,"Monster188",749,1,100,227,""
185,"Monster189",750,1,100,249,""
186,"Monster190",751,1,70,247,""
187,"Monster191",751,1,30,293,""
188,"Monster192",752,1,80,295,""
189,"Monster193",752,1,20,296,""
190,"Monster194",753,1,100,342,""
191,"Monster195",754,1,100,338,""
192,"Monster196",755,1,100,346,""
193,"Monster197",756,1,80,351,""
194,"Monster198",756,1,20,353,""
195,"Monster199",757,1,100,338,""
196,"Monster200",758,1,10,368,""
197,"Monster201",758,1,90,369,""
198,"Monster202",759,1,100,370,""
199,"Monster203",760,1,100,392,""
200,"Monster204",761,1,100,365,""
201,"Monster205",762,1,100,368,""
202,"Monster206",763,1,80,376,""
203,"Monster207",763,1,20,377,""
204,"Monster208",764,1,100,398,""
205,"Monster209",765,1,80,407,""
206,"Monster210",765,1,20,409,""
207,"Monster211",766,1,100,399,""
208,"Monster212",767,1,100,402,""
209,"Monster213",768,1,100,800,""
210,"Monster214",769,1,100,680,""
211,"Monster215",770,1,50,692,""
212,"Monster216",770,1,50,697,""
213,"Monster217",771,1,100,820,""
214,"Monster218",772,1,100,1275,""
215,"Monster219",773,1,100,463,""
216,"Monster220",774,1,70,789,""
217,"Monster221",774,1,30,633,""
218,"Monster222",775,1,50,445,""
219,"Monster223",775,1,50,455,""
220,"Monster224",776,1,100,445,""
221,"Monster225",777,1,50,445,""
222,"Monster226",777,1,50,455,""
223,"Monster227",778,1,100,463,""
224,"Monster228",779,1,100,463,""
225,"Monster229",780,1,100,456,""
226,"Monster230",781,1,100,463,""
227,"Monster231",782,1,50,477,""
228,"Monster232",782,1,50,478,""
229,"Monster233",783,1,100,487,""
230,"Monster234",784,1,100,496,""
231,"Monster235",785,1,100,500,""
232,"Monster236",786,1,50,2845,""
233,"Monster237",786,1,50,2806,""
234,"Monster238",787,1,30,2845,""
235,"Monster239",787,1,70,2806,""
236,"Monster240",788,1,50,2848,""
237,"Monster241",788,1,50,2812,""
238,"Monster242",789,1,25,2848,""
239,"Monster243",789,1,25,2845,""
240,"Monster244",789,1,25,2812,""
241,"Monster245",789,1,25,2806,""
242,"Monster246",790,1,100,523,""
243,"Monster247",791,1,100,511,""
244,"Monster248",792,1,100,931,""
245,"Monster249",793,1,100,931,""
246,"Monster250",794,1,100,518,""
247,"Monster251",795,1,100,519,""
248,"Monster252",796,1,100,528,""
249,"Monster253",797,1,100,529,""
250,"Monster254",798,1,100,533,""
251,"Monster255",799,1,100,530,""
252,"Monster256",800,1,100,531,""
253,"Monster257",801,1,100,4453,""
254,"Monster258",802,1,30,553,""
255,"Monster259",802,1,70,683,""
256,"Monster260",803,1,30,567,""
257,"Monster261",803,1,70,800,""
258,"Monster262",804,1,30,572,""
259,"Monster263",804,1,35,697,""
260,"Monster264",804,1,35,686,""
261,"Monster265",805,1,30,576,""
262,"Monster266",805,1,70,820,""
263,"Monster267",806,1,30,583,""
264,"Monster268",806,1,70,686,""
265,"Monster269",807,1,100,789,""
266,"Monster270",808,1,100,573,""
267,"Monster271",809,1,30,598,""
268,"Monster272",809,1,35,683,""
269,"Monster273",809,1,35,692,""
270,"Monster274",809,"",1,5998,""
271,"Monster275",810,1,50,618,""
272,"Monster276",810,1,25,630,""
273,"Monster277",810,1,25,633,""
274,"Monster278",811,1,70,646,""
275,"Monster279",811,1,30,657,""
276,"Monster280",812,1,40,664,""
277,"Monster281",812,1,30,678,""
278,"Monster282",812,1,30,680,""
279,"Monster283",813,1,20,887,""
280,"Monster284",813,1,20,889,""
281,"Monster285",813,1,20,891,""
282,"Monster286",813,1,20,893,""
283,"Monster287",813,1,20,885,""
284,"Monster288",814,1,100,712,""
285,"Monster289",815,1,50,712,""
286,"Monster290",815,1,50,707,""
287,"Monster291",815,"",1,6117,""
288,"Monster292",816,1,100,5513,""
289,"Monster293",817,1,50,711,""
290,"Monster294",817,1,50,699,""
291,"Monster295",818,1,20,2120,""
292,"Monster296",818,1,40,711,""
293,"Monster297",818,1,40,699,""
294,"Monster298",819,"",1,4062,""
295,"Monster299",819,1,100,709,""
296,"Monster300",820,1,30,3976,""
297,"Monster301",820,1,30,3989,""
298,"Monster302",820,1,40,4003,""
299,"Monster303",821,1,30,3987,""
300,"Monster304",821,1,40,4001,""
301,"Monster305",821,1,30,3974,""
302,"Monster306",822,1,40,3978,""
303,"Monster307",822,1,40,3991,""
304,"Monster308",822,1,20,3993,""
305,"Monster309",823,1,40,3997,""
306,"Monster310",823,1,40,4005,""
307,"Monster311",823,1,20,4007,""
308,"Monster312",824,1,100,2229,""
309,"Monster313",825,1,100,918,""
310,"Monster314",826,1,100,926,""
311,"Monster315",827,1,100,908,""
312,"Monster316",828,1,100,925,""
313,"Monster317",829,1,80,922,""
314,"Monster318",829,1,20,923,""
315,"Monster319",830,1,100,908,""
316,"Monster320",841,1,100,911,""
317,"Monster321",842,1,100,304,""
318,"Monster322",843,1,40,304,""
319,"Monster323",843,1,60,840,""
320,"Monster324",844,1,30,844,""
321,"Monster325",844,1,40,836,""
322,"Monster326",844,1,30,840,""
323,"Monster327",845,1,60,853,""
324,"Monster328",845,1,40,855,""
325,"Monster329",846,1,60,857,""
326,"Monster330",846,1,40,859,""
327,"Monster331",847,1,60,861,""
328,"Monster332",847,1,40,863,""
329,"Monster333",848,1,100,866,""
330,"Monster334",849,1,100,868,""
331,"Monster335",850,1,100,869,""
332,"Monster336",851,1,100,864,""
333,"Monster337",831,1,50,959,""
334,"Monster338",831,1,50,960,""
335,"Monster339",832,1,100,991,""
336,"Monster340",833,1,100,995,""
337,"Monster341",834,1,100,1001,""
338,"Monster342",835,1,100,1002,""
339,"Monster343",836,1,100,984,""
340,"Monster344",837,1,100,980,""
341,"Monster345",839,1,80,5617,""
342,"Monster346",839,1,20,4407,""
343,"Monster347",840,1,40,986,""
344,"Monster348",840,1,30,987,""
345,"Monster349",840,1,30,988,""
346,"Monster350",838,1,30,1019,""
347,"Monster351",838,1,70,1020,""
348,"Monster352",852,1,40,1095,""
349,"Monster353",852,1,40,1099,""
350,"Monster354",852,1,20,1100,""
351,"Monster355",853,1,40,1104,""
352,"Monster356",853,1,20,1107,""
353,"Monster357",853,1,40,1106,""
354,"Monster358",854,1,50,1111,""
355,"Monster359",854,1,50,1113,""
356,"Monster360",855,1,50,1116,""
357,"Monster361",855,1,50,1118,""
358,"Monster362",856,1,70,1124,""
359,"Monster363",856,1,30,1121,""
360,"Monster364",857,1,50,1133,""
361,"Monster365",857,1,50,1135,""
362,"Monster366",858,1,33,1161,""
363,"Monster367",858,1,33,1163,""
364,"Monster368",858,1,34,1165,""
365,"Monster369",859,1,33,1192,""
366,"Monster370",859,1,33,1194,""
367,"Monster371",859,1,34,1196,""
368,"Monster372",860,1,16,1227,""
369,"Monster373",860,1,16,1230,""
370,"Monster374",860,1,20,1233,""
371,"Monster375",860,1,16,1248,""
372,"Monster376",860,1,16,1249,""
373,"Monster377",860,1,16,1250,""
374,"Monster378",861,1,33,1251,""
375,"Monster379",861,1,33,1253,""
376,"Monster380",861,1,34,1255,""
377,"Monster381",862,1,33,1266,""
378,"Monster382",862,1,33,1268,""
379,"Monster383",862,1,34,1270,""
380,"Monster384",863,1,33,1272,""
381,"Monster385",863,1,33,1273,""
382,"Monster386",863,1,34,1274,""
383,"Monster387",864,1,100,1275,""
384,"Monster388",865,1,33,1186,""
385,"Monster389",865,1,33,1188,""
386,"Monster390",865,1,34,1190,""
387,"Monster391",866,1,80,5427,""
388,"Monster392",866,1,20,5421,""
389,"Monster393",867,1,25,5484,""
390,"Monster394",867,1,25,5491,""
391,"Monster395",867,1,25,5459,""
392,"Monster396",867,1,25,5469,""
393,"Monster397",868,1,25,5489,""
394,"Monster398",868,1,25,5493,""
395,"Monster399",868,1,25,5467,""
396,"Monster400",868,1,25,5471,""
397,"Monster401",869,1,40,4,""
398,"Monster402",869,1,40,6,""
399,"Monster403",869,1,20,9,""
400,"Monster404",870,1,50,553,""
401,"Monster405",870,1,50,583,""
402,"Monster406",871,1,100,927,""
403,"Monster407",872,1,50,567,""
404,"Monster408",872,1,50,657,""
405,"Monster409",873,1,40,680,""
406,"Monster410",873,1,60,576,""
407,"Monster411",874,1,100,572,""
408,"Monster412",875,1,100,1650,""
409,"Monster413",876,1,50,1302,""
410,"Monster414",876,1,50,1359,""
411,"Monster415",877,1,30,1304,""
412,"Monster416",877,1,70,1373,""
413,"Monster417",878,1,40,1359,""
414,"Monster418",878,1,60,1373,""
415,"Monster419",923,1,30,1304,""
416,"Monster420",923,1,30,1359,""
417,"Monster421",923,1,40,1373,""
418,"Monster422",879,1,100,1373,""
419,"Monster423",880,1,100,1442,""
420,"Monster424",881,1,100,1460,""
421,"Monster425",882,1,100,1456,""
422,"Monster426",883,1,100,1463,""
423,"Monster427",884,1,100,1474,""
424,"Monster428",885,1,50,1622,""
425,"Monster429",885,1,50,1606,""
426,"Monster430",886,1,100,1516,""
427,"Monster431",887,1,100,1518,""
428,"Monster432",888,1,50,1524,""
429,"Monster433",888,1,50,1525,""
430,"Monster434",889,1,100,1598,""
431,"Monster435",890,1,100,1565,""
432,"Monster436",891,1,100,1565,""
433,"Monster437",892,1,100,1565,""
434,"Monster438",893,1,100,1581,""
435,"Monster439",894,1,100,1581,""
436,"Monster440",895,1,100,1595,""
437,"Monster441",896,1,100,1593,""
438,"Monster442",897,1,100,2135,""
439,"Monster443",898,1,100,2146,""
440,"Monster444",899,1,100,1631,""
441,"Monster445",900,1,100,1631,""
442,"Monster446",901,1,100,2000,""
443,"Monster447",902,1,40,1648,""
444,"Monster448",902,1,60,2130,""
445,"Monster449",903,1,100,1671,""
446,"Monster450",904,1,50,657,""
447,"Monster451",904,1,50,1681,""
448,"Monster452",905,1,100,587,""
449,"Monster453",906,1,100,732,""
450,"Monster454",907,1,100,1693,""
451,"Monster455",908,1,60,1693,""
452,"Monster456",908,1,40,1001,""
453,"Monster457",909,1,100,1939,""
454,"Monster458",910,1,100,1930,""
455,"Monster459",911,1,100,1941,""
456,"Monster460",912,1,100,1983,""
457,"Monster461",913,1,100,2038,""
458,"Monster462",914,1,100,2066,""
459,"Monster463",916,1,100,1983,""
460,"Monster464",917,1,100,2064,""
461,"Monster465",915,1,50,2067,""
462,"Monster466",915,1,50,1996,""
463,"Monster467",918,1,50,2128,""
464,"Monster468",918,1,50,2130,""
465,"Monster469",919,1,50,2137,""
466,"Monster470",919,1,50,2139,""
467,"Monster471",920,1,40,2137,""
468,"Monster472",920,1,30,2135,""
469,"Monster473",920,1,30,2139,""
470,"Monster474",924,1,60,2146,""
471,"Monster475",924,1,40,2148,""
472,"Monster476",925,1,50,1689,""
473,"Monster477",925,1,15,1685,""
474,"Monster478",925,1,35,1678,""
475,"Monster479",926,1,100,1715,""
476,"Monster480",927,1,100,1606,""
477,"Monster481",928,1,100,1612,""
478,"Monster482",929,1,50,2788,""
479,"Monster483",929,1,50,2780,""
480,"Monster484",930,1,100,683,""
481,"Monster485",931,1,100,2013,""
482,"Monster486",932,1,100,2048,""
483,"Monster487",933,1,50,2050,""
484,"Monster488",933,1,50,2015,""
485,"Monster489",934,1,100,1529,""
486,"Monster490",936,1,100,1551,""
487,"Monster491",937,1,100,1551,""
488,"Monster492",935,1,100,1529,""
489,"Monster493",938,1,100,3191,""
490,"Monster494",939,1,100,1598,""
491,"Monster495",940,1,100,3276,""
492,"Monster496",940,"",2,3280,""
493,"Monster497",941,1,100,3936,""
494,"Monster498",942,1,100,3949,""
495,"Monster499",943,1,100,3995,""
496,"Monster500",944,1,100,4046,""
497,"Monster501",945,1,50,4051,""
498,"Monster502",945,1,50,4052,""
499,"Monster503",946,1,100,4055,""
500,"Monster504",947,1,100,4258,""
501,"Monster505",948,1,50,3962,""
502,"Monster506",948,1,50,3999,""
503,"Monster507",949,1,30,4089,""
504,"Monster508",949,1,30,4102,""
505,"Monster509",949,1,40,4112,""
506,"Monster510",950,1,30,4089,""
507,"Monster511",950,1,30,4102,""
508,"Monster512",950,1,40,4112,""
509,"Monster513",951,1,100,4102,""
510,"Monster514",952,1,100,4080,""
511,"Monster515",953,1,50,4165,""
512,"Monster516",953,1,50,4167,""
513,"Monster517",954,1,100,4163,""
514,"Monster518",955,1,100,4173,""
515,"Monster519",956,1,50,4170,""
516,"Monster520",956,1,50,4171,""
517,"Monster521",957,1,100,4179,""
518,"Monster522",958,1,100,4173,""
519,"Monster523",959,1,100,4213,""
520,"Monster524",960,1,50,4251,""
521,"Monster525",960,1,50,4255,""
522,"Monster526",961,1,100,4256,""
523,"Monster527",962,1,100,359,""
524,"Monster528",963,1,60,4225,""
525,"Monster529",963,1,40,4228,""
526,"Monster530",964,1,100,4280,""
527,"Monster531",965,1,50,468,""
528,"Monster532",965,1,50,131,""
529,"Monster533",966,1,50,601,""
530,"Monster534",966,1,50,766,""
531,"Monster535",967,1,100,4298,""
532,"Monster536",968,1,100,4306,""
533,"Monster537",969,1,100,4311,""
534,"Monster538",970,1,25,605,""
535,"Monster539",970,1,25,607,""
536,"Monster540",970,1,25,768,""
537,"Monster541",970,1,25,770,""
538,"Monster542",971,"",1,4443,""
539,"Monster543",971,1,50,4436,""
540,"Monster544",971,1,50,4431,""
541,"Monster545",972,"",1,4447,""
542,"Monster546",972,1,100,4438,""
543,"Monster547",972,"",2,4434,""
544,"Monster548",973,1,20,4444,""
545,"Monster549",973,"",2,4441,""
546,"Monster550",973,1,80,4438,""
547,"Monster551",974,1,20,1747,""
548,"Monster552",974,1,40,1749,""
549,"Monster553",974,1,40,1745,""
550,"Monster554",975,1,25,3150,""
551,"Monster555",975,1,25,3152,""
552,"Monster556",975,1,25,3154,""
553,"Monster557",975,1,25,3156,""
554,"Monster558",976,1,50,5865,""
555,"Monster559",976,1,50,5871,""
556,"Monster560",977,1,50,5871,""
557,"Monster561",977,1,50,5868,""
558,"Monster562",978,1,50,5865,""
559,"Monster563",978,1,50,5868,""
560,"Monster564",979,1,80,5871,""
561,"Monster565",979,1,20,5545,""
562,"Monster566",979,"",1,5254,""
563,"Monster567",979,"",1,5258,""
564,"Monster568",980,1,50,1429,""
565,"Monster569",980,1,50,5247,""
566,"Monster570",981,"",2,5932,""
567,"Monster571",981,1,33,5865,""
568,"Monster572",981,1,33,5871,""
569,"Monster573",981,1,34,5868,""
570,"Monster574",982,1,100,5523,""
571,"Monster575",983,1,15,5942,""
572,"Monster576",983,1,15,5946,""
573,"Monster577",983,1,15,5944,""
574,"Monster578",983,1,15,5948,""
575,"Monster579",983,1,10,5950,""
576,"Monster580",983,1,10,5954,""
577,"Monster581",983,1,10,5952,""
578,"Monster582",983,1,10,5956,""
579,"Monster583",984,1,100,5629,""
580,"Monster584",985,1,100,5039,""
581,"Monster585",986,1,100,4682,""
582,"Monster586",987,"",2,5085,""
583,"Monster587",987,1,50,5549,""
584,"Monster588",987,1,50,5551,""
585,"Monster589",988,1,30,5549,""
586,"Monster590",988,1,70,5551,""
587,"Monster591",989,1,100,5129,""
588,"Monster592",990,1,100,5231,""
589,"Monster593",991,1,50,5141,""
590,"Monster594",991,1,50,5142,""
591,"Monster595",992,1,50,5141,""
592,"Monster596",992,1,50,5142,""
593,"Monster597",993,1,60,5423,""
594,"Monster598",993,1,40,5425,""
595,"Monster599",994,1,100,5503,""
596,"Monster600",995,1,100,4173,""
597,"Monster601",996,1,100,317,""
598,"Monster602",997,1,30,1953,""
599,"Monster603",997,1,70,1954,""
600,"Monster604",998,1,30,1953,""
601,"Monster605",998,1,70,1954,""
602,"Monster606",999,1,70,5895,""
603,"Monster607",999,1,30,5899,""
604,"Monster608",1000,1,70,5895,""
605,"Monster609",1000,1,30,5902,""
606,"Monster610",1001,1,100,3942,""
607,"Monster611",1001,"",1,3944,""
608,"Monster612",1002,1,70,1548,""
609,"Monster613",1002,1,30,1550,""
610,"Monster614",1003,1,70,1533,""
611,"Monster615",1003,1,30,1534,""
612,"Monster616",1004,1,50,1707,""
613,"Monster617",1004,1,50,1713,""
614,"Monster618",1005,1,35,2017,""
615,"Monster619",1005,1,15,2019,""
616,"Monster620",1005,1,35,2052,""
617,"Monster621",1005,1,15,2054,""
618,"Monster622",1006,1,50,4965,""
619,"Monster623",1006,1,50,4968,""
620,"Monster624",1007,1,100,1334,""
621,"Monster625",1008,1,100,1376,""
622,"Monster626",1009,1,100,1334,""
623,"Monster627",1010,1,100,1376,""
624,"Monster628",1015,1,100,1477,""
625,"Monster629",1016,1,100,1446,""
626,"Monster630",1017,1,100,1497,""
627,"Monster631",1018,1,100,2831,""
628,"Monster632",1019,1,100,2876,""
629,"Monster633",1020,1,30,4928,""
630,"Monster634",1020,1,70,4927,""
631,"Monster635",1021,1,15,885,""
632,"Monster636",1021,1,15,887,""
633,"Monster637",1021,1,15,889,""
634,"Monster638",1021,1,15,891,""
635,"Monster639",1021,1,15,893,""
636,"Monster640",1021,1,25,897,""
637,"Monster641",1022,1,20,743,""
638,"Monster642",1022,1,20,745,""
639,"Monster643",1022,1,20,747,""
640,"Monster644",1022,1,20,749,""
641,"Monster645",1022,1,20,751,""
642,"Monster646",1023,1,100,5525,""
643,"Monster647",1024,1,100,5525,""
644,"Monster648",1025,1,100,1565,""
645,"Monster649",1011,1,100,1331,""
646,"Monster650",1012,1,100,1379,""
647,"Monster651",1013,1,100,1331,""
648,"Monster652",1014,1,100,1379,""
649,"Monster653",1026,1,70,722,""
650,"Monster654",1026,1,30,724,""
651,"Monster655",1027,1,100,925,""
652,"Monster656",1028,1,70,1922,""
653,"Monster657",1028,1,30,1926,""
654,"Monster658",1029,1,100,319,""
655,"Monster659",1030,1,20,5449,""
656,"Monster660",1030,1,80,1284,""
657,"Monster661",1031,1,100,6009,""
658,"Monster662",1032,1,100,6012,""
659,"Monster663",1033,1,100,6050,""
660,"Monster664",1034,1,100,6053,""
661,"Monster665",1035,1,50,1547,""
662,"Monster666",1035,1,50,1532,""
663,"Monster667",1036,1,100,4257,""
664,"Monster668",1037,1,100,5419,""
665,"Monster669",1038,1,100,415,""
666,"Monster670",1039,1,100,6161,""
667,"Monster671",1040,1,25,417,""
668,"Monster672",1040,1,25,4676,""
669,"Monster673",1040,1,25,4678,""
670,"Monster674",1040,1,25,4680,""
671,"Monster675",1041,1,100,3823,""
672,"Monster676",1042,1,30,5966,""
673,"Monster677",1042,1,30,5968,""
674,"Monster678",1042,1,40,5970,""
675,"Monster679",1043,1,25,5143,""
676,"Monster680",1043,1,25,5145,""
677,"Monster681",1043,1,50,5521,""
678,"Monster682",1044,1,100,5133,""
679,"Monster683",1045,1,100,5555,""
680,"Monster684",1046,1,100,5152,""
681,"Monster685",1047,1,20,5243,""
682,"Monster686",1047,1,30,5865,""
683,"Monster687",1047,1,30,5868,""
684,"Monster688",1047,1,20,5871,""
685,"Monster689",1048,1,20,5093,""
686,"Monster690",1048,1,30,5865,""
687,"Monster691",1048,1,30,5868,""
688,"Monster692",1048,1,20,5871,""
689,"Monster693",1049,1,50,6169,""
690,"Monster694",1049,1,50,6170,""
691,"Monster695",1050,1,100,4360,""
692,"Monster696",1051,1,100,6219,""
693,"Monster697",1052,1,25,1976,""
694,"Monster698",1052,1,75,1983,""
695,"Monster699",1053,1,50,2135,""
696,"Monster700",1053,1,50,2139,""
697,"Monster701",1053,"",1,2143,""
698,"Monster702",1054,"",1,3254,""
699,"Monster703",1054,"",1,3256,""
700,"Monster704",1054,1,50,3258,""
701,"Monster705",1054,1,50,3263,""
702,"Monster706",1055,1,20,5998,""
703,"Monster707",1055,1,40,688,""
704,"Monster708",1055,1,40,690,""
705,"Monster709",1056,1,80,643,""
706,"Monster710",1056,1,20,6117,""
707,"Monster711",1057,1,50,641,""
708,"Monster712",1057,1,50,712,""
709,"Monster713",1058,1,100,3825,""
710,"Monster714",1059,1,100,1630,""
711,"Monster715",1060,1,100,2072,""
712,"Monster716",1061,1,70,1985,""
713,"Monster717",1061,1,30,1987,""
714,"Monster718",1062,1,70,1989,""
715,"Monster719",1062,1,30,1991,""
716,"Monster720",1063,1,50,909,""
717,"Monster721",1063,1,50,910,""
718,"Monster722",1064,1,40,5027,""
719,"Monster723",1064,1,30,5031,""
720,"Monster724",1064,1,30,5036,""
721,"Monster725",1065,1,100,5504,""
722,"Monster726",1066,1,100,5509,""
723,"Monster727",1067,1,100,5421,""
724,"Monster728",1068,1,100,1109,""
725,"Monster729",1069,1,100,5932,""
726,"Monster730",1251,"",1,567,""
727,"Monster731",1251,"",3,798,""
728,"Monster732",1252,"",1,680,""
729,"Monster733",1252,"",3,683,""
730,"Monster734",1253,"",3,840,""
731,"Monster735",1253,"",1,583,""
732,"Monster736",1254,"",3,445,""
733,"Monster737",1254,"",1,455,""
734,"Monster738",1255,"",2,479,""
735,"Monster739",1255,"",1,1192,""
736,"Monster740",1255,"",1,1194,""
737,"Monster741",1255,"",1,1196,""
738,"Monster742",1256,"",3,53,""
739,"Monster743",1256,"",1,9,""
