"rownum","Id","Beam","i32_24","i32_28","Stat"
70,"crackling_lance_final_beam",[493],1,2,""
71,"toxic_rain_vine",[106],1,0,""
72,"toxic_rain_vine",[107],1,1,""
73,"toxic_rain_vine",[106],1,2,""
74,"toxic_rain_vine",[108],1,3,""
75,"toxic_rain_vine",[427],1,4,""
76,"toxic_rain_vine",[443],1,5,""
77,"toxic_rain_vine",[499],1,6,""
78,"toxic_rain_vine",[507],1,7,""
79,"sentinel_beam_laser",[512],1,0,""
80,"sentinel_beam_laser",[513],1,1,""
81,"sentinel_beam_laser",[514],1,2,""
82,"laser_spears_beam",[501],1,0,""
83,"ball_lightning_target",[19],1,0,""
84,"ball_lightning_target",[13],1,1,""
85,"ball_lightning_target",[27],1,2,""
86,"ball_lightning_target",[49],1,3,""
87,"ball_lightning_target",[73],1,4,""
88,"ball_lightning_target","[157,158,159]",1,5,""
89,"ball_lightning_target",[225],1,6,""
90,"ball_lightning_target","[157,158,159]",1,7,""
91,"ball_lightning_target",[284],1,8,""
92,"ball_lightning_target",[311],1,9,""
93,"ball_lightning_target",[358],1,10,""
94,"ball_lightning_target",[618],1,11,""
95,"ball_lightning_ground",[20],1,0,""
96,"ball_lightning_ground",[20],1,1,""
97,"ball_lightning_ground",[20],1,2,""
98,"ball_lightning_ground",[50],1,3,""
99,"ball_lightning_ground",[73],1,4,""
100,"ball_lightning_ground","[157,158,159]",1,5,""
101,"ball_lightning_ground",[225],1,6,""
102,"ball_lightning_ground","[157,158,159]",1,7,""
103,"ball_lightning_ground",[285],1,8,""
104,"ball_lightning_ground",[312],1,9,""
105,"ball_lightning_ground",[359],1,10,""
106,"ball_lightning_ground",[619],1,11,""
107,"monster_soulrend_beam",[161],1,0,""
108,"monster_soulrend_beam",[199],1,1,""
109,"monster_soulrend_beam",[556],1,2,""
110,"monster_soulrend_beam",[584],1,3,""
111,"galvanic_field_beam",[517],1,0,""
112,"galvanic_field_beam",[518],1,1,""
113,"galvanic_field_beam",[520],1,2,""
114,"lightning_tendrils_beam",[69],1,0,""
115,"lightning_tendrils_beam",[69],1,1,""
116,"lightning_tendrils_beam",[519],1,2,""
117,"reap_beam",[442],1,0,""
118,"reap_beam",[521],1,1,""
119,"reap_beam",[551],1,2,""
120,"mtx_spray_paint_beam",[570],1,0,""
121,"mtx_spray_paint_beam",[571],1,1,""
122,"mtx_spray_paint_beam",[572],1,2,""
123,"voodoo_doll_beam",[500],3,0,""
124,"piety_corrupted_ball_lightning_beam",[23],3,0,""
125,"piety_corrupted_ball_lightning_beam",[624],3,1,""
126,"dark_pact_beam",[38],3,0,""
127,"living_lightning",[635],3,0,""
128,"kinetic_fusillade_cast",[640],3,0,""
129,"kinetic_fusillade_cast",[644],3,1,""
130,"discus_slam_beam",[646],3,0,""
131,"discus_slam_beam",[650],3,1,""
132,"discus_slam_beam",[651],3,2,""
133,"discus_slam_beam",[652],3,3,""
134,"sand_mirage_beam",[647],3,0,""
135,"soulrend_beam",[160],1,0,""
136,"soulrend_beam",[182],1,1,""
137,"soulrend_beam",[188],1,2,""
138,"soulrend_beam",[670],1,3,""
