"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
385,5023,[3006],[1000],[],[]
386,5045,[19273],[100],[],[]
387,5046,[3245],[500],[],[]
388,5047,[19273],[100],[],[]
389,5096,[1692],[100],[],[]
390,5097,[2970],[1000],[],[]
391,5098,[6392],[100000],[],[]
392,5102,[174],[100],[],[]
393,5103,[174],[100],[],[]
394,5104,[174],[100],[],[]
395,5144,[24],[500],[],[]
396,5161,[18288],[250],[],[]
397,5162,[12246],[2000],[],[]
398,5163,[782],[1000],[],[]
399,5170,[1917],[1000],[],[]
400,5171,[1917],[1000],[],[]
401,5172,[1917],[1000],[],[]
402,5180,[4227],[750],[],[]
403,5181,[4227],[750],[],[]
404,5182,[4227],[750],[],[]
405,5259,[179],[500],[],[]
406,5272,[19276],[50],[],[]
407,5273,[10329],[1000],[],[]
408,5274,[19276],[50],[],[]
409,5295,[177],[2000],[],[]
410,5296,[5827],[200],[],[]
411,5297,[177],[2000],[],[]
412,5307,[8086],[50],[],[]
413,5308,[8086],[50],[],[]
414,5309,[8590],[2000],[],[]
415,5310,[18548],[150],[],[]
416,5326,[5204],[250],[],[]
417,5327,[5827],[150],[],[]
418,5328,[5204],[250],[],[]
419,5352,[3396],[1000],[],[]
420,5353,[18548],[100],[],[]
421,5354,[358],[25000],[],[]
422,5382,[1133],[100],[],[]
423,5383,[1133],[100],[],[]
424,5384,[1133],[100],[],[]
425,5427,[5213],[1000],[],[]
426,5428,[13073],[2000],[],[]
427,5429,[5213],[1000],[],[]
428,5465,[3426],[1500],[],[]
429,5466,[358],[25000],[],[]
430,5467,[3426],[1500],[],[]
431,5497,[6174],[500],[],[]
432,5499,[18548],[100],[],[]
433,5500,[18548],[100],[],[]
434,5501,[18548],[100],[],[]
435,5505,[217],[1000],[],[]
436,5515,[3764],[2500],[],[]
437,5516,[358],[20000],[],[]
438,5517,[3764],[2500],[],[]
439,5538,[63],[500],[],[]
440,5539,[25],[500],[],[]
441,5540,[2020],[500],[],[]
442,5550,[313],[1000],[],[]
443,5551,[1236],[200],[],[]
444,5552,[1236],[200],[],[]
445,5553,[1236],[200],[],[]
446,11277,[12404],[50],[],[]
447,11278,[12405],[100],[],[]
448,11279,[12407],[-500],[],[]
449,5789,[19464],[1000],[],[]
450,5790,[19464],[1000],[],[]
451,5791,[19464],[1000],[],[]
452,5820,[5827],[100],[],[]
453,5821,[5827],[100],[],[]
454,5822,[5827],[100],[],[]
455,5850,[488],[500],[],[]
456,5851,[1883],[250],[],[]
457,5854,[358],[40000],[],[]
458,5855,[358],[50000],[],[]
459,5856,[3248],[50000],[],[]
460,5868,[1825],[500],[],[]
461,5880,[21664],[1000],[],[]
462,5881,[21666],[2000],[],[]
463,5882,[4640],[250],[],[]
464,12335,[4640],[250],[],[]
465,5889,[4481],[500],[],[]
466,5914,[5213],[1000],[],[]
467,5915,[13073],[2000],[],[]
468,5916,[5213],[1000],[],[]
469,5936,[9808],[1500],[],[]
470,5937,[9808],[1500],[],[]
471,5938,[9808],[1500],[],[]
472,5942,[12181],[1000],[],[]
473,5943,[5827],[250],[],[]
474,5944,[6155],[2000],[],[]
475,5955,[4656],[100],[],[]
476,5956,[21611],[1000],[],[]
477,5957,[4656],[100],[],[]
478,6057,[146],[-250],[],[]
479,6058,[5151],[200],[],[]
480,6059,[5151],[500],[],[]
481,6274,[175],[100],[],[]
482,6275,[19524],[1000],[],[]
483,6276,[19524],[1000],[],[]
484,6450,[6460],[500],[],[]
485,6452,[9452],[500],[],[]
486,6888,[42],[500],[],[]
487,6889,[6154],[500],[],[]
488,6891,[3421],[500],[],[]
489,6892,[2020],[500],[],[]
490,7849,[63],[500],[],[]
491,7850,[2020],[500],[],[]
492,7851,[3421],[500],[],[]
493,7852,[7897],[1000],[],[]
494,7854,[42],[500],[],[]
495,7855,[6188],[500],[],[]
496,7856,[26],[500],[],[]
497,8460,[2654],[500],[],[]
498,8462,[25],[500],[],[]
499,8751,[12807],[2000],[],[]
500,8752,[18548],[150],[],[]
501,8753,[12807],[2000],[],[]
502,8762,[10090],[1000],[],[]
503,8803,[13164],[750],[],[]
504,8804,[13164],[750],[],[]
505,8805,[6649],[100],[],[]
506,8869,[6974],[300],[],[]
507,8870,[13410],[250],[],[]
508,8871,[6974],[200],[],[]
509,8961,[436],[2000],[],[]
510,8962,[436],[2000],[],[]
511,8963,[436],[2000],[],[]
512,8977,[12336],[1500],[],[]
513,8978,[19599],[250],[],[]
514,8979,[12336],[1500],[],[]
515,9037,[8999],[-100],[],[]
516,9038,[500],[500],[],[]
517,9040,[436],[500],[],[]
518,9042,[10764],[750],[],[]
519,9044,[7016],[500],[],[]
520,9076,[2654],[500],[],[]
521,9321,[1393],[500],[],[]
522,9378,[3396],[2000],[],[]
523,9453,[7845],[100],[],[]
524,9454,[7845],[100],[],[]
525,9455,[18548],[150],[],[]
526,9456,[3396],[1000],[],[]
527,9457,[7873],[50],[],[]
528,9458,[3396],[1000],[],[]
529,9462,[7868],[50],[],[]
530,9463,[4227],[750],[],[]
531,9464,[7868],[100],[],[]
532,9467,[7887],[200],[],[]
533,9468,[8724],[1000],[],[]
534,9469,[7887],[200],[],[]
535,9471,[7879],[50],[],[]
536,9472,[7879],[50],[],[]
537,9473,[7879],[50],[],[]
538,9474,[17561],[1000],[],[]
539,9475,[1256],[1000],[],[]
540,9476,[17561],[1000],[],[]
541,9483,[17561],[1000],[],[]
542,9486,[8159],[1000],[],[]
543,9487,[7894],[1000],[],[]
544,9488,[8159],[1000],[],[]
545,9491,[19273],[50],[],[]
546,9492,[358],[40000],[],[]
547,9493,[5204],[250],[],[]
548,9498,[7913],[100],[],[]
549,9499,"[7916,7914]","[7500,4000]",[],[]
550,9500,[7913],[150],[],[]
551,9504,[19276],[200],[],[]
552,9505,[19276],[200],[],[]
553,9507,[19276],[400],[],[]
554,9510,[19276],[200],[],[]
555,9514,[1825],[500],[],[]
556,9567,[8090],[1000],[],[]
557,9568,[4353],[1500],[],[]
558,9570,[7854],[1000],[],[]
559,9571,[7854],[1000],[],[]
560,9572,[7854],[1000],[],[]
561,9576,[7922],[500],[],[]
562,9577,[7922],[500],[],[]
563,9578,[7922],[500],[],[]
564,9581,[7854],[1000],[],[]
565,9585,[1826],[1000],[],[]
566,9590,[18548],[150],[],[]
567,9626,[3426],[1500],[],[]
568,9628,[7854],[750],[],[]
569,9629,[7854],[750],[],[]
570,9630,[7854],[750],[],[]
571,9634,"[2576,19847]","[500,1000]",[],[]
572,9635,[14520],[1000],[],[]
573,9636,[2576],[500],[],[]
574,12334,[2576],[500],[],[]
575,9772,[8301],[100],[],[]
576,9773,[8301],[50],[],[]
577,9774,[8301],[50],[],[]
578,9783,[358],[10000],[],[]
579,9784,[19276],[100],[],[]
580,9785,[358],[5000],[],[]
581,9793,[4602],[2000],[],[]
582,9794,[13073],[1000],[],[]
583,9795,[4602],[2000],[],[]
584,9944,[63],[500],[],[]
585,9974,[49],[500],[],[]
586,10003,[8564],[100],[],[]
587,10004,[8564],[100],[],[]
588,10005,[8564],[100],[],[]
589,10017,[19273],[50],[],[]
590,10018,[19273],[100],[],[]
591,10019,[19273],[50],[],[]
592,10020,[8588],[50],[],[]
593,10021,[8694],[750],[],[]
594,10022,[8588],[50],[],[]
595,10024,[500],[1000],[],[]
596,10026,[358],[100000],[],[]
597,10027,[358],[100000],[],[]
598,10039,[8590],[2000],[],[]
599,10040,[8590],[2000],[],[]
600,10041,[8590],[2000],[],[]
601,10043,[1348],[500],[],[]
602,10071,[8694],[500],[],[]
603,10072,[18548],[100],[],[]
604,10073,[18548],[100],[],[]
605,10075,[3396],[1000],[],[]
606,10405,"[5827,9353]","[100,150]",[],[]
607,10406,[9000],[1500],[],[]
608,10407,"[5827,9353]","[100,150]",[],[]
609,10417,[358],[10000],[],[]
610,10418,[177],[2000],[],[]
611,10419,[358],[10000],[],[]
612,10473,[9055],[1000],[],[]
613,10474,[358],[10000],[],[]
614,10475,[9055],[1000],[],[]
615,10476,[1393],[1000],[],[]
616,10477,[464],[1],[],[]
617,10480,[3886],[750],[],[]
618,10481,[3886],[750],[],[]
619,10482,[3886],[750],[],[]
620,10485,[9194],[1000],[],[]
621,10487,[436],[2000],[],[]
622,10489,[358],[20000],[],[]
623,10490,[358],[20000],[],[]
624,10491,[358],[20000],[],[]
625,10494,[9251],[1000],[],[]
626,10495,[9020],[200],[],[]
627,10496,[9251],[1000],[],[]
628,10499,[436],[2000],[],[]
629,10589,[621],[500],[],[]
630,10590,[25],[500],[],[]
631,10594,[436],[2000],[],[]
632,10615,[3396],[500],[],[]
633,10619,[3396],[500],[],[]
634,10630,[9458],[50],[],[]
635,10631,[9458],[50],[],[]
636,10632,[9458],[50],[],[]
637,10634,[3396],[500],[],[]
638,10636,[3396],[500],[],[]
639,10638,[9489],[100],[],[]
640,10639,"[9499,12242]","[250,1000]",[],[]
641,10640,[6155],[1000],[],[]
642,10643,[20828],[50],[],[]
643,10644,[13118],[2000],[],[]
644,10645,[21433],[150],[],[]
645,10650,[13198],[500],[],[]
646,10651,[1367],[500],[],[]
647,10652,[1367],[500],[],[]
648,10656,[11855],[500],[],[]
649,10657,[19331],[200],[],[]
650,10658,[11855],[500],[],[]
651,10681,[3396],[500],[],[]
652,10682,[8590],[500],[],[]
653,10685,[436],[2000],[],[]
654,10715,[436],[500],[],[]
655,10750,[2654],[500],[],[]
656,10796,[5213],[1000],[],[]
657,10797,[13073],[2000],[],[]
658,10798,[2140],[9000],[],[]
659,10792,[174],[100],[],[]
660,10793,[174],[100],[],[]
661,10794,[174],[100],[],[]
662,10804,[10277],[100],[],[]
663,10805,[10096],[200],[],[]
664,10807,[619],[500],[],[]
665,10809,[464],[0],[],[]
666,10808,[490],[500],[],[]
667,10812,[556],[1000],[],[]
668,10813,[10161],[-250],[],[]
669,10815,[19273],[50],[],[]
670,10816,[19273],[50],[],[]
671,10817,[19273],[50],[],[]
672,10821,[19273],[100],[],[]
673,10822,[19273],[100],[],[]
674,10823,[1979],[1000],[],[]
675,10818,[10209],[50],[],[]
676,10819,[10209],[50],[],[]
677,10820,[10209],[50],[],[]
678,10825,[619],[2000],[],[]
679,10842,[1827],[500],[],[]
680,10843,[490],[500],[],[]
681,10846,[10556],[1000],[],[]
682,10847,[10556],[1000],[],[]
683,10848,[10556],[1000],[],[]
684,10850,[10446],[500],[],[]
685,10851,[10446],[500],[],[]
686,10852,[10446],[500],[],[]
687,12333,[3422],[1000],[],[]
688,10856,"[1883,314]","[250,250]",[],[]
689,10855,[1827],[500],[],[]
690,10866,[177],[2000],[],[]
691,10867,[177],[2000],[],[]
692,10868,[177],[2000],[],[]
693,10869,[500],[500],[],[]
694,10871,[500],[500],[],[]
695,10873,[4602],[1000],[],[]
696,10874,[4602],[1000],[],[]
697,10875,[4602],[1000],[],[]
698,10883,[19276],[50],[],[]
699,10884,[19276],[50],[],[]
700,10885,[19276],[50],[],[]
701,10887,[42],[500],[],[]
702,10888,[10764],[750],[],[]
703,10889,[26],[500],[],[]
704,10890,[211],[500],[],[]
705,10891,[6159],[500],[],[]
706,10892,[42],[500],[],[]
707,10893,[846],[2000],[],[]
708,10894,[492],[500],[],[]
709,10895,[436],[500],[],[]
710,10896,[1367],[500],[],[]
711,10897,[49],[500],[],[]
712,10898,[500],[500],[],[]
713,10899,[9448],[1000],[],[]
714,10900,[558],[1000],[],[]
715,10901,[12007],[500],[],[]
716,10902,[49],[500],[],[]
717,10903,[2020],[500],[],[]
718,10904,[500],[500],[],[]
719,10905,[500],[500],[],[]
720,10906,[2020],[500],[],[]
721,10907,[63],[500],[],[]
722,10908,[26],[500],[],[]
723,10909,[63],[500],[],[]
724,10910,[56],[500],[],[]
725,10911,[2119],[1000],[],[]
726,10912,[6460],[500],[],[]
727,10913,[9452],[500],[],[]
728,10914,[25],[500],[],[]
729,10916,[2070],[500],[],[]
730,10917,[488],[500],[],[]
731,10918,[621],[500],[],[]
732,10919,[56],[500],[],[]
733,10920,[490],[500],[],[]
734,10921,[436],[500],[],[]
735,10922,[25],[500],[],[]
736,10923,[6188],[500],[],[]
737,10924,[25],[500],[],[]
738,10992,[4602],[1000],[],[]
739,10994,[11064],[500],[],[]
740,10995,[11064],[500],[],[]
741,10996,[11064],[500],[],[]
742,10997,[218],[500],[],[]
743,10998,[218],[500],[],[]
744,11000,[11813],[2500],[],[]
745,11001,[11022],[50],[],[]
746,11002,[11813],[2500],[],[]
747,11003,[18548],[50],[],[]
748,11004,[11800],[1000],[],[]
749,11005,[18548],[150],[],[]
750,11009,[464],[0],[],[]
751,11008,[11035],[1000],[],[]
752,11010,[25],[500],[],[]
753,11177,[3396],[250],[],[]
754,11255,[8585],[500],[],[]
755,11254,[464],[0],[],[]
756,11257,[3396],[2000],[],[]
757,11258,[3396],[2000],[],[]
758,11260,[8694],[750],[],[]
759,11261,[8694],[750],[],[]
760,11262,[8694],[1500],[],[]
761,11263,[12079],[250],[],[]
762,11264,[12079],[250],[],[]
763,11265,[12079],[250],[],[]
764,11266,"[12423,12424]","[50,150]",[],[]
765,11267,"[12423,12424]","[50,150]",[],[]
766,11268,[12262],[1000],[],[]
767,11269,[12045],[50],[],[]
768,11270,[12045],[50],[],[]
769,11271,[12045],[50],[],[]
770,11282,[436],[500],[],[]
771,11288,[12112],[250],[],[]
772,11299,[3542],[500],[],[]
773,11436,[5827],[100],[],[]
774,11437,[5827],[100],[],[]
775,11438,[5827],[100],[],[]
776,11444,[3396],[1000],[],[]
777,11445,[358],[25000],[],[]
778,11446,[3396],[1000],[],[]
779,11454,[12603],[1000],[],[]
780,11457,[8590],[2000],[],[]
781,11458,[8590],[2000],[],[]
782,11459,[8590],[2000],[],[]
783,11465,[12664],[100],[],[]
784,11466,[512],[500],[],[]
785,11467,[12664],[50],[],[]
786,11449,[12734],[500],[],[]
787,11450,[3947],[1000],[],[]
788,11451,[16704],[500],[],[]
789,2399,[488],[500],[],[]
790,11493,[500],[500],[],[]
791,11462,[12551],[-200],[],[]
792,11477,[464],[0],[],[]
793,11479,[436],[500],[],[]
794,11490,[13253],[500],[],[]
795,11491,[13253],[500],[],[]
796,11492,[18548],[150],[],[]
797,11689,[488],[500],[],[]
798,11684,[13426],[500],[],[]
799,11685,[13426],[500],[],[]
800,11686,[13426],[500],[],[]
801,11813,[358],[75000],[],[]
802,11814,[358],[100000],[],[]
803,11815,[358],[75000],[],[]
804,11847,[14162],[250],[],[]
805,11848,[14162],[250],[],[]
806,11849,[14162],[250],[],[]
807,12339,[14162],[250],[],[]
808,11821,[217],[1000],[],[]
809,11888,[14128],[-250],[],[]
810,11831,[585],[1000],[],[]
811,11889,[14129],[250],[],[]
