"rownum","Monster"
298,8067
299,8068
300,8069
301,8070
302,8071
303,8072
304,8073
305,8074
306,8075
307,8076
308,8077
309,8078
310,8079
311,8080
312,8081
313,8082
314,8083
315,8084
316,8085
317,8086
318,8087
319,8088
320,8089
321,8090
322,8091
323,8092
324,8093
325,8094
326,8095
327,8096
328,8097
329,8098
330,8099
331,8100
332,8101
333,8102
334,8103
335,8104
336,8105
337,8106
338,8107
339,8108
340,8109
341,8110
342,8111
343,8112
344,8113
345,8114
346,8115
347,8116
348,8117
349,8118
350,8119
351,8120
352,8121
353,8122
354,8123
355,8124
356,8125
357,8126
358,8127
359,8128
360,8129
361,8130
362,8131
363,8132
364,8133
365,8134
366,8135
367,8136
368,8137
369,8145
370,8166
371,7646
372,7647
373,7648
374,7649
375,7650
376,7651
377,7652
378,7653
379,7654
380,7655
381,7656
382,7657
383,7660
384,7661
385,7663
386,7664
387,7666
388,7667
389,7668
390,7669
391,7670
392,7671
393,7673
394,7674
395,7676
396,7677
397,7678
398,7679
399,7680
400,7681
401,7683
402,7684
403,7686
404,7687
405,7689
406,7690
407,7691
408,7692
409,7694
410,7695
411,7697
412,7698
413,7699
414,7700
415,7702
416,7703
417,7705
418,7706
419,7708
420,7709
421,7710
422,7711
423,7712
424,7713
425,7715
426,7716
427,7718
428,7719
429,7720
430,7721
431,7722
432,7724
433,7725
434,7727
435,7728
436,7729
437,7730
438,7731
439,7732
440,7733
441,7734
442,7735
443,7736
444,7737
445,7738
446,7739
447,7743
448,7744
449,7745
450,7746
451,7747
452,7748
453,7751
454,7752
455,7754
456,7755
457,7757
458,7758
459,7760
460,7761
461,7762
462,7763
463,7764
464,7765
465,7766
466,7767
467,7768
468,7772
469,7773
470,7774
471,7776
472,7777
473,7778
474,7779
475,7780
476,7781
477,7782
478,7783
479,7784
480,7785
481,7787
482,7788
483,7790
484,7791
485,7792
486,7793
487,7794
488,7795
489,7796
490,7797
491,7798
492,7799
493,7800
494,7801
495,7802
496,7803
497,7804
498,7805
499,7808
500,7809
501,7810
502,7811
503,7812
504,7813
505,5466
506,5467
507,2631
508,4864
509,7322
510,7323
511,7324
512,7327
513,7328
514,7329
515,7330
516,7331
517,7332
518,7333
519,7336
520,7337
521,7339
522,7341
523,7343
524,7345
525,7347
526,7348
527,7349
528,7350
529,7351
530,7353
531,7355
532,7357
533,7358
534,7360
535,7362
536,7364
537,7366
538,7368
539,7370
540,7372
541,7373
542,7375
543,7377
544,7378
545,7379
546,7380
547,7381
548,7382
549,7383
550,7384
551,7386
552,7387
553,7389
554,7390
555,7391
556,7393
557,7394
558,7395
559,7396
560,7397
561,7398
562,7399
563,7400
564,7401
565,7402
566,7403
567,7404
568,7406
569,7407
570,7408
571,7409
572,7410
573,7411
574,7412
575,7413
576,7414
577,7415
578,7416
579,7418
580,7419
581,7421
582,7422
583,7423
584,7425
585,7426
586,7428
587,7430
588,7432
589,7433
590,7435
591,7436
592,7439
593,7440
594,7441
595,7444
596,7447
597,7448
598,7450
599,7452
600,7453
601,7454
602,7455
603,7456
604,7457
605,7458
606,7459
607,7460
608,7461
609,7462
610,7463
611,7464
612,7465
613,7466
614,7467
615,7468
616,7469
617,7470
618,7471
619,7473
620,7474
621,7476
622,7477
623,7479
624,7480
625,7482
626,7483
627,7484
628,7485
629,7486
630,7487
631,7488
632,7489
633,7490
634,7491
635,7492
636,7493
637,7494
638,7495
639,7496
640,7497
641,7498
642,7499
643,7500
644,7501
645,7502
646,7503
647,7816
648,7824
649,7825
650,7826
651,2928
652,2929
653,2932
654,2933
655,2934
656,2935
657,2936
658,3627
659,3628
660,3629
661,3630
662,3631
663,3632
664,3633
665,3634
666,3635
667,3636
668,3637
669,3638
670,3639
671,3640
672,3641
673,3642
674,3643
675,3644
676,3645
677,3646
678,3647
679,3648
680,3649
681,3650
682,3651
683,3652
684,3653
685,2914
686,2916
687,2912
688,2920
689,2922
690,2918
691,6279
692,6280
693,6281
694,6282
695,6283
696,6284
697,6285
698,6286
699,6287
700,6288
701,6289
702,6290
703,6291
704,6304
705,6305
706,6307
707,6310
708,6311
709,6313
710,6315
711,6318
712,6319
713,6321
714,6324
715,6328
716,6332
717,6335
718,6338
719,6339
720,6444
721,6445
722,6446
723,6447
724,3279
725,3280
726,4868
727,4869
728,8386
729,8387
730,8388
731,8389
732,8390
733,8391
734,8392
735,8393
736,8394
737,8395
738,8396
739,8397
740,8398
741,8399
742,8400
743,8401
744,8402
745,8403
746,8404
747,8405
748,8406
749,8407
750,8408
751,8409
752,8410
753,8412
754,8413
755,8414
756,8415
757,8416
758,8417
759,8419
760,8420
761,8421
762,8422
763,8423
764,8424
765,8425
766,8426
767,8427
768,8428
769,8429
770,8430
771,8431
772,8432
773,8433
774,8434
775,8435
776,8436
777,8437
778,8438
779,8439
780,8440
781,8441
782,8442
783,8449
784,8450
785,8451
786,8452
787,8453
788,8454
789,8455
790,8456
791,8457
792,8458
793,8459
794,8460
795,8462
796,8463
797,8464
798,8465
799,8466
800,8467
801,8468
802,8469
803,8470
804,8471
805,8472
806,8473
807,8474
808,8475
809,8476
810,8477
811,8478
812,8479
813,8483
814,8484
815,8485
816,8486
817,8492
818,4871
819,8493
820,8495
821,8497
822,8498
823,8500
824,8502
825,8504
826,8506
827,8509
828,8511
829,8514
830,8517
831,8520
832,8523
833,8525
834,8528
835,8530
836,8531
837,8534
838,8536
839,8537
840,8540
841,8543
842,8545
843,8547
844,8549
845,8551
846,8553
847,8555
848,8556
849,8558
850,8561
851,8564
852,8565
853,8568
854,8569
855,8572
856,8575
857,8577
858,8578
859,8581
860,8583
861,8585
862,8586
863,8587
864,8588
865,8590
866,8592
867,8595
868,8598
869,8600
870,8603
871,8605
872,8606
873,8607
874,8608
875,8609
876,8610
877,8611
878,8612
879,8613
880,8622
881,8623
882,8624
883,8625
884,8626
885,8627
886,8628
887,8629
888,8630
889,8631
890,8632
891,8633
892,8634
893,8635
894,8636
895,8637
896,8642
897,8643
898,8644
899,8645
900,8646
901,8647
902,8648
903,130
904,170
905,172
906,180
907,195
908,472
909,575
910,612
911,613
912,645
913,654
914,672
915,691
916,712
917,713
918,714
919,715
920,788
921,910
922,911
923,912
924,913
925,1183
926,1184
927,1185
928,1279
929,1280
930,1281
931,1302
932,2023
933,2095
934,2837
935,4015
936,4131
937,4153
938,4163
939,4199
940,5694
941,5980
942,6073
943,6102
944,6193
945,6272
946,6430
947,7168
948,7170
949,7172
950,7174
951,7184
952,7186
953,7188
954,7190
955,7260
956,9204
957,9207
958,9209
959,9211
960,9214
961,9217
962,9218
963,9221
964,9224
965,9225
966,9226
967,9229
968,9230
969,9232
970,9235
971,9238
972,9240
973,9243
974,9244
975,9247
976,9250
977,9253
978,9254
979,9257
980,9258
981,9261
982,9262
983,9263
984,9266
985,9269
986,9270
987,9271
988,9272
989,9274
990,9275
991,9276
992,9277
993,9278
994,9279
995,9280
996,9281
997,9283
998,9284
999,9287
1000,9295
1001,9296
1002,9297
1003,9298
1004,9299
1005,9300
1006,9301
1007,9302
1008,9303
1009,9304
1010,9305
1011,9307
1012,9308
1013,9309
1014,9310
1015,9311
1016,9312
1017,9313
1018,9314
1019,9315
1020,9316
1021,9317
1022,9318
1023,9319
1024,9320
1025,550
1026,824
1027,825
1028,3241
