"rownum","Id","MiscAnimated","f32_24","PreloadGroupsKeys","i32_44"
78,"ElderGuardianLightningDegenBeam",1779,1070,[],4
79,"ElderGuardianChaosVineBeam",1800,300,[],3
80,"AbyssLichTravelBeam",1834,1200,[],4
81,"ToraRope",1879,319.31,[],4
82,"FireBeamStygian",1880,290,[],4
83,"VilentaBeam",1917,510,[],4
84,"VilentaRageBeam",1930,500,[],4
85,"NemesisConstrictingGraspVine",1937,300,[],3
86,"BestiarySpiderBossVenomBeam",1914,300,[],4
87,"ColdBeamRetaliation",2059,700,[],4
88,"LightningTowerTrapBeam",2031,450,[],4
89,"AutomatonLightningTowerTrapBeam",2034,450,[],4
90,"IceSiphonTrapBeam",2046,300,[],4
91,"ArchitectHealingTotemBeam",2098,300,[],4
92,"IncursionNovasoulChannelledBeam",2159,510,[],4
93,"IncursionNovasoulMassChannelledBeam",2160,510,[],4
94,"IncursionNovasoulTriggerBeam",2161,435,[],4
95,"IncursionNovasoulMassTriggerBeam",2162,500,[],4
96,"ArchitectBloodBeam",2170,440,[],4
97,"ArcAutomaton",2182,610,[],4
98,"IncursionArcTrapBeam",2250,508.41,[],4
99,"DelveLightBeam",2266,319.31,[],4
100,"FireBeamShaper",2294,500,[],4
101,"FireBeamMachinarium",2308,500,[],4
102,"DelveAbyssLich3ReflectionBeam",2333,500,[],4
103,"DelveAbyssLich3ChannelledBeam",2372,500,[],4
104,"StaticStrikeBeamMoving",2382,600,[],4
105,"StaticStrikeBeamStationary",2383,250,[],4
106,"RainOfSporesVineBeam",2386,300,[],4
107,"RainOfSporesVineBeamBlackLotus",2387,300,[],4
108,"RainOfSporesVineBeamSuffering",2388,300,[],4
109,"DelveBatBeam",2404,500,[],4
110,"DelveAbyssLichTotemPurpleBeam",2469,500,[],4
111,"DelveAbyssSoulTransferBeam",2470,1200,[],4
112,"SulphiteArcBeam",2489,500,[],4
113,"ZanaImmunityShieldBeam",2511,750,[],4
114,"ConduitSigilAttachBeam",2506,500,[],4
115,"ConduitSigilBeamEffect",2508,500,[],4
116,"ProtoVaalMapBossSoul1",2530,400,[],4
117,"ProtoVaalMapBossSoul2",2531,400,[],4
118,"ProtoVaalMapBossSoul3",2532,400,[],4
119,"BetrayalScientistBeam",2550,510,[],4
120,"CataclysmSigilAttachBeam",2572,500,[],4
121,"BetrayalBallistaBeam",2565,700,[],4
122,"BetrayalCartBeam",2576,500,[],4
123,"BetrayalBallistaLaserSight",2582,700,[],4
124,"BetrayalLeoChainBeam",2647,500,[],4
125,"BetrayalCatarinaStaffBeam",2718,800,[46],4
126,"BetrayalBallistaBeamFire",2742,700,[],4
127,"BetrayalBallistaLaserSightFire",2744,700,[],4
128,"BetrayalBallistaBeamCold",2746,700,[],4
129,"BetrayalBallistaLaserSightCold",2748,700,[],4
130,"BetrayalBallistaBeamLightning",2750,700,[],4
131,"BetrayalBallistaLaserSightLightning",2752,700,[],4
132,"BetrayalBallistaBeamMetalPhys",2754,700,[],4
133,"BetrayalBallistaLaserSightMetalPhys",2756,700,[],4
134,"BetrayalBallistaBeamBloodPhys",2758,700,[],4
135,"BetrayalBallistaLaserSightBloodPhys",2760,700,[],4
136,"BetrayalRikerBeamCannon",2766,500,[],4
137,"BetrayalCatarinaAntiBeam1",2770,1100,[46],4
138,"BetrayalCatarinaAntiBeam2",2771,1100,[46],4
139,"BetrayalCatarinaAntiBeam3",2772,1100,[46],4
140,"BetrayalCatarinaAntiBeam4",2773,1100,[46],4
141,"BetrayalCatarinaAntiBeam5",2774,1100,[46],4
142,"BetrayalCatarinaGraveyardBeam",2775,950,[46],4
143,"BetrayalCatarinaSyndicateBeam1",2776,1100,[46],4
144,"BetrayalCatarinaSyndicateBeam2",2777,1100,[46],4
145,"BetrayalCatarinaSyndicateBeam3",2778,1100,[46],4
146,"BetrayalCatarinaSyndicateBeam4",2779,1100,[46],4
147,"BetrayalCatarinaSyndicateBeam5",2780,1100,[46],4
148,"BetrayalCatarinaSyndicateStasisBeam",2781,1100,[46],4
149,"BetrayalCatarinaBarrageBeam",2785,1100,[],4
150,"BetrayalBallistaBeamFireArrow",2794,700,[],4
151,"BetrayalBallistaBeamBloodPhysArrow",2795,700,[],4
152,"BetrayalCatarinaPointer",2796,0,[46],4
153,"StormBurstTeleportBeam",2818,550,[],4
154,"DivineTempestFinalBeam",2824,1100,[],4
155,"DivineTempestZap",2825,375,[],4
156,"SynthesisRefractionBeam",2828,675,[],4
157,"SynthesisBallLightningBeam1",2835,400,[],4
158,"SynthesisBallLightningBeam2",2836,400,[],4
159,"SynthesisBallLightningBeam3",2837,400,[],4
160,"SoulrendBeam",2838,275,[],4
161,"SynthesisColdRendBeam",2851,275,[],4
162,"SynthesisLightningBarrageBeam1",2853,500,[],4
163,"SynthesisLightningBarrageBeam2",2854,500,[],4
164,"SynthesisLightningBarrageBeam3",2855,500,[],4
165,"SynthesisLightningBeamBlade",2858,100,[],4
166,"SynthesisSpinningBeam",2862,950,[],4
167,"SynthesisRainbowBridge",2874,550,[47],4
168,"StormBurstInitialTeleportBeam",2902,550,[],4
169,"SynthesisVolatileWrapBeam",2906,350,[],4
170,"SynthesisTriggerBeam",2910,950,[],4
171,"SynthesisTriggerBeamAim",2911,500,[],4
172,"SynthesisBossTriggerBeam",2912,950,[],4
173,"SynthesisDroneActivationBeam",2915,250,[],4
174,"SynthesisDroneConnectionBeam",2916,250,[],4
175,"SynthesisGolemPowerballBeam",2920,520,[],4
176,"SynthesisBarrageBeam",2941,600,[],4
177,"SynthesisLargeBarrageBeam",2942,1000,[],4
178,"SynthesisConcentratedBeam",2945,900,[],4
179,"SynthesisGolemShockRifleBeam",2937,700,[],4
180,"SynthesisGolemVolatileAbsorbBeam",2940,300,[],4
181,"DivineTempestAutomatonZap",2947,400,[],4
182,"SoulrendCelestialBeam",2955,275,[],4
183,"SynthesisGuardianToDroneBeam",2956,520,[],4
184,"SynthesisDroneToDroneBeam",2957,900,[],4
185,"DivineTempestAutomatonFinalBeam",2965,1100,[],4
186,"DivineTempestCelestialFinalBeam",2971,1100,[],4
187,"DivineTempestCelestialZap",2826,375,[],4
188,"SoulrendCelestialCatBeam",2980,275,[],4
189,"ChainStrikeBeam",3044,600,[],4
190,"ChainStrikeBeamAngler",3045,600,[],4
191,"TormentSpiritTetherBeam",3049,1000,[],4
192,"LegionKaruiSergeantSnipeBeam",3075,950,[],4
193,"LegionTemplarSkyBeamBeam",3099,500,[],4
194,"LegionKaruiRainSnipeBeam",3145,500,[],4
195,"LegionLioneyeRetractBeam",3213,650,[],4
196,"LegionTemplarHolyBlastBigBeam",3220,1100,[],4
197,"LegionTemplarHolyBlastZap",3221,500,[],4
198,"LegionTemplarBossShieldBeam",3256,550,[],4
199,"LegionVaalSoulrendBeam",3258,275,[],4
200,"LegionLasso",3261,600,[],4
201,"GraveyardAltarBeam",3339,1100,[],4
202,"ConduitSigilRedAttachBeam",3415,500,[],4
203,"ConduitSigilRedBeamEffect",3417,500,[],4
204,"ArcCelestial",3429,400,[],4
205,"BlightLightningArc",3451,508.41,[],4
206,"BlightLightningBeamCannon",3456,700,[],4
207,"BlightIceSiphonBeam",3462,300,[],4
208,"BlightPathVariation1",3475,100,[],4
209,"BlightPathVariation2",3476,100,[],4
210,"BlightPathVariation3",3477,100,[],4
211,"BlightPathVariation4",3478,100,[],4
212,"BlightPathVariation5",3479,100,[],4
213,"BlightPathVariation6",3480,100,[],4
214,"BlightPathVariation7",3481,100,[],4
215,"BlightPathVariation8",3482,100,[],4
216,"BlightPathVariation9",3483,100,[],4
217,"BlightPathVariation10",3484,100,[],4
218,"SkitterbotDetonateMinesBeam",3507,300,[],4
219,"BlightSummonedCopterBeam",3534,500,[],4
220,"BlightCassiaTowerBeam",3537,700,[],4
221,"BlightIceMonsterSacrificeBeam",3553,200,[],4
222,"AtlasExileBoss1SpammableBeam",3570,600,[],4
223,"AtlasExileBoss1RuneBeam",3574,600,[],4
224,"CrusaderInfluenceMageguardBeam",3599,600,[],4
225,"CrusaderInfluenceBallLightningBeam",3600,150,[],4
226,"CrusaderInfluenceArcaneOrbBeam",3602,475,[],4
227,"AtlasExileOrionFusionBeam",3617,900,[],4
228,"AtlasExileOrionNukeBeam",3618,900,[],4
229,"EnsnaringArrowTetheringBeam",3642,300,[],4
230,"EnsnaringArrowTetheringBeamDemonic",3644,300,[],4
231,"MetamorphosisBeam1",3646,475,[51],4
232,"MetamorphosisBeam2",3647,475,[51],4
233,"MetamorphosisBeam3",3648,475,[51],4
234,"ArcCurved",2180,508.41,[],4
235,"OfferingDefensiveSoulBeam",3764,1050,[],4
236,"OfferingOffensiveSoulBeam",3765,1050,[],4
237,"OfferingSpiritSoulBeam",3766,1050,[],4
238,"OfferingBloodSoulBeam",3767,1050,[],4
239,"AtlasExileOrionBeamBombChargeBeam",3775,900,[],4
240,"AtlasExileOrionBeamBombBeam",3776,700,[],4
241,"AtlasQuestKIracBeam",3818,2800,[],4
242,"AfflictionBossFinalBlackHoleBeam",3887,1500,[],4
243,"AfflictionModBeam",3888,800,[],4
244,"AfflictionReflectionBeam",3910,500,[],4
245,"AfflictionLightningBossGigaBallBeam",3926,1400,[],4
246,"AfflictionModBeamFire",3937,800,[],4
247,"AfflictionModBeamCold",3938,800,[],4
248,"ChannelledRuneSkillBeam",3943,300,[],4
249,"AfflictionModBeamLightning",3947,800,[],4
250,"AfflictionNoodleBeam1",3972,500,[],4
251,"AfflictionNoodleBeam2",3973,500,[],4
252,"AfflictionNoodleBeam3",3974,500,[],4
253,"AfflictionNoodleBeam4",3975,500,[],4
254,"AfflictionNoodleBeam5",3976,500,[],4
255,"AfflictionNoodleBeam6",3977,500,[],4
256,"AfflictionBossLightningBeam1",4001,500,[],4
257,"AfflictionBossLightningBeam2",4002,500,[],4
258,"AfflictionBossLightningBeam3",4003,500,[],4
259,"AfflictionBossLightningBeam4",4004,500,[],4
260,"AfflictionBossLightningBeam5",4005,500,[],4
261,"AfflictionBossLightningBeam6",4006,500,[],4
262,"AfflictionBossLightningBeam7",4007,500,[],4
263,"AfflictionBossLightningBeam8",4008,500,[],4
264,"AfflictionBossLightningBeam9",4009,500,[],4
265,"AfflictionBossLightningBeam10",4010,500,[],4
266,"StormBrandTetherBeam",4058,500,[],4
267,"ChannelledRuneSkillGoreMicroBeam",4068,300,[],4
268,"LightningWingsMTXBeam",4069,1050,[],4
269,"HarvestPipe",4095,200,[53],4
270,"LightningWingsMTXBeam2",4109,1050,[],4
271,"TriggerSigilAttachBeam",4115,500,[],4
272,"SpiritualCryDoubleBeam",4131,600,[],4
273,"PenanceSigilAttachBeam",4156,500,[],4
274,"PenanceBrandChargeBeam",4160,500,[],4
275,"HarvestRavenBossBeam",4209,400,[],4
276,"IntimidatingCryChargeConsumeBeam",4251,100,[],4
277,"AncestralCryChargeConsumeBeam",4252,100,[],4
278,"SeismicCryChargeConsumeBeam",4253,100,[],4
279,"RallyingCryChargeConsumeBeam",4254,100,[],4
280,"InfernalCryChargeConsumeBeam",4255,100,[],4
281,"WinterSigilAttachBeam",4262,500,[],4
282,"HarvestCatBossVineTrapBeam",4313,250,[],4
283,"HarvestHellionGodzillaBeam",4302,300,[],4
284,"HarvestSquidBallLightningBeam",4318,145,[],4
285,"HarvestSquidBallLightningGroundBeam",4319,145,[],4
286,"HarvestSquidNoodleBeam1",4320,500,[],4
287,"HarvestSquidNoodleBeam2",4321,500,[],4
288,"HarvestSquidNoodleBeam3",4322,500,[],4
289,"HarvestSquidNoodleBeam4",4323,500,[],4
290,"RallyingCryChargeConsumeBeamCelestial",4337,100,[],4
291,"InfernalCryChargeConsumeBeamCelestial",4338,100,[],4
292,"WinterBrandChargeBeam",4346,200,[],4
293,"HarvestAdjacencyVine1",4349,160,[],4
294,"HarvestAdjacencyVine2",4350,160,[],4
295,"HarvestAdjacencyVine3",4351,160,[],4
296,"HarvestAdjacencyVine4",4352,160,[],4
297,"BrandDetonateCastBeam",4386,300,[],4
298,"HarvestTreePlayerBeam1",4400,800,[53],4
299,"HarvestTreePlayerBeam2",4401,800,[53],4
300,"HarvestTreePlayerBeam3",4402,800,[53],4
301,"HarvestTreePlayerBeam4",4403,800,[53],4
302,"HarvestTreePlayerBeam5",4404,800,[53],4
303,"HarvestTreePlayerBeam6",4405,800,[53],4
304,"HarvestTreePlayerBeam7",4406,800,[53],4
305,"HarvestTreePlayerBeam8",4407,800,[53],4
306,"HarvestTreePlayerBeam9",4408,800,[53],4
307,"HarvestTreePlayerBeam10",4409,800,[53],4
308,"HarvestTreePlayerBeam11",4410,800,[53],4
309,"HarvestTreePlayerBeam12",4411,800,[53],4
310,"HarvestRootPath",4426,300,[53],4
311,"HeistTemplarCasterBallLightningBeam",4496,300,[],4
312,"HeistTemplarCasterBallLightningGroundBeam",4497,145,[],4
313,"CryWolfWarcryConsumeBeam",4500,100,[],4
314,"SpiritualCryDoubleBeamCryWolf",4506,600,[],4
315,"BreachLightningOrbBeam",4514,145,[],4
316,"SpiritualCryDoubleBeamCelestial",4527,600,[],4
317,"IntimidatingCryChargeConsumeBeamCelestial",4531,100,[],4
318,"AncestralCryChargeConsumeBeamCelestial",4532,100,[],4
319,"SeismicCryChargeConsumeBeamCelestial",4533,100,[],4
320,"DisintegrateBeam",4569,326,[],4
321,"BarghestTailLaserBeam",4583,100,[],4
322,"BreachLightningBeamNew",4590,100,[],4
323,"HeistCultistLightningBeam",4612,500,[],4
324,"HeistEngineerBridge1",4615,225,[],4
325,"HeistEngineerBridge2",4616,425,[],4
326,"HeistEngineerBridge3",4617,635,[],4
327,"HeistEngineerBridge4",4618,845,[],4
328,"HeistEngineerBridge5",4619,1055,[],4
329,"HeistEngineerBridge6",4620,1265,[],4
330,"HeistEngineerBridge7",4621,1475,[],4
331,"HeistEngineerBridgeBuildingBeam1",4633,1500,[],4
332,"HeistEngineerBridgeBuildingBeam2",4634,1500,[],4
333,"HeistEngineerBridgeBuildingBeam3",4635,1500,[],4
334,"HeistEngineerBridgeBuildingBeam4",4636,1500,[],4
335,"HeistEngineerBridgeBuildingBeam5",4637,1500,[],4
336,"HeistEngineerBridgeBuildingBeam6",4638,1500,[],4
337,"HeistEngineerBridgeBuildingBeam7",4639,1500,[],4
338,"SteelStealBeamEffect1",4641,500,[],4
339,"SteelStealBeamEffect2",4642,500,[],4
340,"SteelStealBeamEffect3",4643,500,[],4
341,"SteelStealBeamEffect4",4644,500,[],4
342,"DeathWishBeam",4646,300,[],4
343,"HeistAlarmDoorLaserBeam",4649,200,[],4
344,"HeistRobotSpiderLaser",4669,750,[],4
345,"SteelStealSpendBeamEffect1",4709,500,[],4
346,"SteelStealSpendBeamEffect2",4710,500,[],4
347,"SteelStealSpendBeamEffect3",4711,500,[],4
348,"SteelStealSpendBeamEffect4",4712,500,[],4
349,"HeistDroneDragonBreath",4715,250,[],4
350,"HeistMilitaryPolearmMinibossDashBeam",4726,475,[],4
351,"HeistMilitaryPolearmMinibossDashBeam2",4727,475,[],4
352,"HeistMilitaryPolearmMinibossDashBeam3",4728,475,[],4
353,"HeraldOfAshArmBeam",4734,75,[],4
354,"HeraldOfThunderArmBeam",4735,75,[],4
355,"HeraldOfIceArmBeam",4736,75,[],4
356,"HeraldOfPurityArmBeam",4737,75,[],4
357,"HeraldOfAgonyArmBeam",4738,75,[],4
358,"BallLightningBeamAutomaton",4750,275,[],4
359,"BallLightningGroundBeamAutomaton",4751,275,[],4
360,"HeistRobotHoundEyeLaserBeam",4764,400,[],4
361,"HeistTripwireLaser",4769,200,[],4
362,"DisintegrateFinalBeam",4787,1050,[],4
363,"HeistRobotStormcallerShockRifleBeam",4796,1000,[],4
364,"HeistRobotPyreKnightSpamBeam",4791,600,[],4
365,"HeistRobotPyreKnightMegaBeam",4792,1100,[],4
366,"HeistRobotPyreKnightSweepBeam",4801,500,[],4
367,"HeistCultistSummonedPylonBeam",4808,500,[],4
368,"HeistDanaiSweepLightningBeam",4826,500,[],4
369,"HeistThugGhostRiderChain",4838,600,[],4
370,"HeistThugEnsnaringArrowTetheringBeam",4837,300,[],4
371,"HeistRobotBossBallBeam",4843,500,[],4
372,"HeistRobotBossMagneticTendrils",4848,1200,[],4
373,"HeistRobotBossAimBeam",4869,700,[],4
374,"HeistRobotBossBlastBeam",4870,700,[],4
375,"HeistFreidrichBloodBeam",4970,700,[],4
376,"HeistFreidrichBloodBeamPool",4971,700,[],4
377,"HeistFreidrichBloodBeam2",4981,700,[],4
378,"HeistFreidrichBloodBeam3",4982,700,[],4
379,"HeistFreidrichBloodBeam4",4983,700,[],4
380,"HeistFreidrichBloodBeam5",4984,700,[],4
381,"HeistFreidrichBloodBeam6",4985,700,[],4
382,"HeistFreidrichBloodBeam7",4986,700,[],4
383,"HeistFreidrichBloodBeamPool2",4987,700,[],4
384,"HeistFreidrichBloodBeamPool3",4988,700,[],4
385,"HeistFreidrichBloodBeamPool4",4989,700,[],4
386,"HeistFreidrichBloodBeamPool5",4990,700,[],4
387,"HeistFreidrichBloodBeamPool6",4991,700,[],4
388,"HeistFreidrichBloodBeamPool7",4992,700,[],4
389,"DisintegrateBeamAutomaton",5006,326,[],4
390,"DisintegrateFinalBeamAutomaton",5009,1050,[],4
391,"BrutalPirateLordScorchBeam",5052,375,[],4
392,"VilentaRageBeamFire1",5066,650,[],4
393,"VilentaRageBeamFire2",5067,650,[],4
394,"VilentaRageBeamFire3",5068,650,[],4
395,"VilentaRageBeamFire4",5069,650,[],4
396,"IceSaplingBallReturnBeam",5076,700,[],4
397,"IceSaplingDeathBeam",5079,1200,[],4
398,"IceSaplingChargeBeam",5082,525,[],4
399,"IceSaplingBallConnectorBeam",5086,300,[],4
400,"ArchitectBloodBeamRitual",5089,1000,[],4
401,"WaterDjinnBeam",5103,900,[],4
402,"VilentaBeamFire",5119,510,[],4
403,"VampiricIconBeam",5157,500,[],4
404,"IceSaplingRitualBeam",5168,340,[],4
405,"RitualDischargeBeamFire",5169,700,[],4
406,"RitualDischargeBeamCold",5170,700,[],4
407,"RitualDischargeBeamLightning",5171,700,[],4
408,"RitualGrowBeam",5182,500,[],4
409,"RitualChaosGreenVines",5183,250,[],4
410,"MavenFBBBeam",5190,900,[],4
411,"MavenMapSpaceVines",5196,250,[],4
412,"MavenMapHealBeam",5197,400,[],4
413,"MavenMapInfusedWeaponBeam",5199,400,[],4
414,"MavenMapDamageReductionBeam",5200,100,[],4
415,"MavenMapSpaceChargeBeam",5204,100,[],4
416,"SeawitchLightningBeamStandalone",5205,500,[],4
417,"ReaperWraithSlowingChainsBeam",5207,250,[],4
418,"ThaumaturgistGrowBeam",5212,350,[],4
419,"RitualLightningOrbBeam",5213,800,[],4
420,"MavenMapGuardBeam",5221,400,[],4
421,"MavenBrainPhaseBeam",5250,1200,[],4
422,"MavenSweepBeam",5247,400,[],4
423,"RitualEnergyShieldBeam",5257,700,[],4
424,"MavenMapBeamOrb",5267,400,[],4
425,"RitualLightningBallTelegraphBeam",5288,800,[],4
426,"UltimatumMonsterSpawnBeam",5290,800,[57],4
427,"RainOfSporesVineBeamCelestial",5296,300,[],4
428,"UltimatumGolemFireBeam",5297,500,[],4
429,"UltimatumGolemFireBeamRuin",5298,500,[],4
430,"UltimatumWraithIceBeam",5299,500,[],4
431,"BloodTendrilsBeam",5328,500,[],4
432,"TrialmasterTether",5338,350,[57],4
433,"SpikeSlamSpikeBeamVerdant",5341,300,[],4
434,"SpikeSlamSpikeBeamEmpoweredVerdant",5342,300,[],4
435,"UltimatumGolemColdBeam",5343,500,[],4
436,"UltimatumGolemLightningBeam",5344,500,[],4
437,"UltimatumGolemChaosBeam",5345,500,[],4
438,"UltimatumSpiderCycloneBeam1",5357,500,[],4
439,"UltimatumSpiderCycloneBeam2",5358,500,[],4
440,"UltimatumSpiderCycloneBeam1Ruin",5359,500,[],4
441,"UltimatumSpiderCycloneBeam2Ruin",5360,500,[],4
442,"BloodScytheBeam",5374,400,[],4
443,"RainOfSporesVineBeamOblivion",5382,300,[],4
444,"OfferingSpiritSoulBeamCelestial",5422,1050,[],4
445,"DemonSpiderWebBeam",5424,400,[],4
446,"WebEnsnaringArrowTetheringBeam",5426,300,[],4
447,"UltimatumGoliathOrbBeam",5501,400,[],4
448,"UltimatumCrystalTotemBeam",5511,300,[],4
449,"UltimatumGoliathOrbBeamRuin",5520,400,[],4
450,"BloodTendrilsBeamLite",5573,500,[],4
451,"DivineCryChargeConsumeBeam",5611,100,[],4
452,"OfferingOffensiveSoulBeamCelestial",5615,1050,[],4
453,"OfferingDefensiveSoulBeamCelestial",5617,1050,[],4
454,"OfferingBloodSoulBeamCelestial",5619,1050,[],4
455,"ExpeditionExplosiveFuse",5580,500,[58],4
456,"PrismaticRainLightningBeam",5628,325,[],4
457,"ExpeditionApparitionColdBeam",5657,800,[],4
458,"ChainStrikeBeamStygian",5667,600,[],4
459,"StormCloudBeamDemonic",5674,500,[],4
460,"BloodTendrilsBeamTranscendence",5702,500,[],4
461,"BloodTendrilsBeamLiteTranscendence",5703,500,[],4
462,"ExpeditionApparitionBeam",5706,1000,[],4
463,"ExpeditionArmourBeam",5708,800,[],4
464,"ExpeditionArmourOrbThrow",5501,400,[],4
465,"ExpeditionApparitionSummonOrbEffect",5715,163,[],4
466,"MercurialCasterEnrageBeam",5727,500,[],4
467,"ExpeditionMedvedHealBeam",5767,700,[],4
468,"ReaperUltimateTeleportBeam",5772,500,[],4
469,"ExpeditionMedvedEnrageBeam",5773,500,[],4
470,"ExpeditionOlrothLightCageBeam",5812,1000,[],4
471,"ExpeditionOlrothReviveBeam1",5813,800,[],4
472,"ExpeditionOlrothRelicSearedGroundBeam",5819,1000,[],4
473,"ExpeditionOlrothReviveBeam2",5821,800,[],4
474,"ExpeditionOlrothSingleLaserBeam",5829,1000,[],4
475,"OlrothRelicJewelActivationBeam",5836,800,[],4
476,"HellscapePaleEliteCasterBeam",5864,500,[],4
477,"HellscapeFleshFodderArcBeam",5878,210,[],4
478,"HellscapeDemonFodderFaceLaser",5882,400,[],4
479,"CelestialBrandAttachBeam",5892,500,[],4
480,"CelestialStormBrandBeamEffect",5896,500,[],4
481,"CelestialPenanceBrandChargeBeam",5907,500,[],4
482,"CelestialWinterBrandChargeBeam",5912,200,[],4
483,"DivineCryWeaponCelestial",6061,100,[],4
484,"SoulLinkBeam",6101,1000,[],4
485,"FlameLinkBeam",6106,1000,[],4
486,"RemoraLinkBeam",6109,1000,[],4
487,"BulwarkLinkBeam",6112,1000,[],4
488,"TriggerLinkBeam",6115,1000,[],4
489,"CriticalLinkBeam",6118,1000,[],4
490,"BrandSurgeCastBeamUNUSED",4386,300,[],4
491,"BrandSurgeCastBeamCelestial",4386,300,[],4
492,"DisintegrateBeamCelestial",6206,326,[],4
493,"DisintegrateFinalBeamCelestial",6209,1050,[],4
494,"AtlasInvadersConsumeFodder1ScreechBeam",6244,1000,[],4
495,"AtlasInvadersConsumeFodder2Arc",6248,400,[],4
496,"TempestShieldBeamCelestial",6252,508.41,[],4
497,"ArchnemesisUnionOfSoulsBeam",6299,1000,[60],4
498,"ArchnemesisStatueChain",6314,400,[60],4
499,"ToxicRainVineAuspicious",6336,300,[],4
500,"ArchnemesisVoodooDollBeam",6354,1000,[60],4
501,"BlackStarLaserSpearLaser",6384,550,[],4
502,"ArchnemesisLivingCrystalBeam",6387,1000,[60],4
503,"BloodTendrilsBeamMercurial",6404,500,[],4
504,"BloodTendrilsBeamLiteMercurial",6405,500,[],4
505,"CleansingBossMavenZap",6414,1500,[],4
506,"InfiniteHungerMudBeam",6416,400,[],4
507,"ToxicRainVineVulcan",6422,300,[],4
508,"MavenTangleOrbBeam",6451,1500,[],4
509,"ConsumeBossDoomLaserBeam",6453,1000,[],4
510,"ConsumeBossDoomLaserPulseBeam",6454,1000,[],4
511,"UniqueBootsGraspingVine",6460,300,[],3
512,"SentinelBeamLaserRed",6507,550,[],4
513,"SentinelBeamLaserBlue",6579,550,[],4
514,"SentinelBeamLaserGold",6580,550,[],4
515,"GolemBallHealingBeam",6599,500,[],4
516,"MagebloodPipe",6613,200,[],4
