"rownum","Id","StatsKey","bool_24","StatMin","StatMax","bool_33"
51,"HasTormentHereticsSextant",9539,1,1,1,""
52,"HasTormentGraverobbersSextant",9537,1,1,1,""
53,"HasCorruptEssenceSextant",9955,1,1,1,""
54,"HasTempests",3175,1,1,1,""
55,"HasLegionSextant",9497,1,1,1,""
56,"HasQuality",5159,1,20,20,""
57,"IsDeliriumMap",11673,1,1,1,""
58,"IsMaximumDelirium",11673,1,100,100,""
59,"AwakeningLevel8",10861,1,8,8,""
60,"ContainsElderGuardian",6674,1,1,1,""
61,"IsBlightedMap",10496,1,1,1,""
62,"IsUberBlightedMap",14965,1,1,1,""
63,"IsT10PlusHellscapeMap",15276,1,10,10,""
64,"HasIncreasedAreaOfEffect",3303,1,1,1,""
65,"HasMinusMaxResistances",1011,"",-1,-1,1
66,"HasAdditionalProjectiles",998,1,1,1,""
67,"HasAttackSpeed",994,1,1,1,""
68,"HasCastSpeed",995,1,1,1,""
69,"HasMovementSpeed",993,1,1,1,""
70,"Has4SextantMods",5945,1,4,4,""
71,"HasTangleInfluence",10753,"",1,1,""
72,"HasCleansingFireInfluence",10753,"",2,2,""
73,"HasHeightOfHubrisAffectingArea",16479,1,1,1,""
74,"Has70PercentBossAoE",3313,1,70,70,""
75,"IsTier14Plus",10158,1,14,14,""
76,"Expedition5Remnants",14858,1,5,5,""
77,"Expedition15Remnants",14858,1,15,15,""
78,"IsLastMapOfAMemoryLine",17058,1,1,1,""
79,"IsFirstMapOfMemoryLineTier14Plus",17059,1,14,14,""
80,"IsAnyMemoryLine",17060,1,1,1,""
81,"IsAbyssMemoryLine",17060,"",1,1,""
82,"IsAmbushMemoryLine",17060,"",2,2,""
83,"IsAnarchyMemoryLine",17060,"",3,3,""
84,"IsBestiaryMemoryLine",17060,"",4,4,""
85,"IsBetrayalMemoryLine",17060,"",5,5,""
86,"IsBlightMemoryLine",17060,"",6,6,""
87,"IsBreachMemoryLine",17060,"",7,7,""
88,"IsDeliriumMemoryLine",17060,"",8,8,""
89,"IsDominationMemoryLine",17060,"",9,9,""
90,"IsEssenceMemoryLine",17060,"",10,10,""
91,"IsExpeditionMemoryLine",17060,"",11,11,""
92,"IsHarvestMemoryLine",17060,"",12,12,""
93,"IsHeistMemoryLine",17060,"",13,13,""
94,"IsIncursionMemoryLine",17060,"",14,14,""
95,"IsLegionMemoryLine",17060,"",15,15,""
96,"IsMetamorphMemoryLine",17060,"",16,16,""
97,"IsRitualMemoryLine",17060,"",17,17,""
98,"IsTormentMemoryLine",17060,"",18,18,""
99,"IsHarbingerMemoryLine",17060,"",19,19,""
100,"AtLeast250Quantity",1040,1,250,250,""
101,"AtLeast200Quantity",1040,1,200,200,""
102,"AtLeast100Quantity",1040,1,100,100,""
103,"AtLeast80Quantity",1040,1,80,80,""
104,"AtLeast70Quantity",1040,1,70,70,""
105,"SextantMinimumRarity",5226,1,2,2,""
106,"SextantEnragedStrongbox",5189,1,25,25,""
107,"SextantBossHarbinger",9490,1,1,1,""
108,"SextantBossBodyguards",5203,1,1,1,""
109,"SextantHealingPacks",5169,1,4,4,""
110,"SextantConvertPacks",5173,1,4,4,""
111,"SextantHereticGhost",9539,1,1,1,""
112,"SextantBetrayerGhost",9538,1,1,1,""
113,"SextantGraverobberGhost",9537,1,1,1,""
114,"SextantGloomShrine",9999,1,1,1,""
115,"SextantResonatingShrine",9998,1,1,1,""
116,"IsAlvaMemoryLine",18670,"",3,3,""
117,"IsNikoMemoryLine",18670,"",5,5,""
118,"IsEinharMemoryLine",18670,"",2,2,""
119,"IsKiracMemoryLine",18670,"",7,7,""
120,"SextantMapBossUnique",5012,1,1,1,""
121,"SextantVaalPacks",9509,1,6,6,""
122,"SextantMirroredRares",5168,1,4,4,""
123,"SextantExtraFire",5118,1,12,12,""
124,"SextantExtraCold",5122,1,12,12,""
125,"SextantExtraLightning",5121,1,12,12,""
126,"SextantExtraChaos",5119,1,12,12,""
127,"SextantMagicPacksize",5181,1,25,25,""
128,"SextantUnidpacksize",5250,1,20,20,""
129,"SextantBeyondPacksize",17043,1,25,25,""
130,"AtLeast50Quantity",1040,1,50,50,""
131,"DivinationScarab1",19917,1,1,1,""
132,"DivinationScarab2",19918,1,1,1,""
133,"DivinationScarab3",8892,1,150,150,""
134,"IsTier16Plus",10158,1,16,16,""
135,"MapScarabs",18655,1,1,1,""
136,"Packsize50",1025,1,50,50,""
137,"AtLeast3BestiaryScarabs",20481,1,3,3,""
138,"AtLeast3InfluenceScarabs",20493,1,3,3,""
139,"AtLeast3HarbingerScarabs",20488,1,3,3,""
140,"AtLeast3AbyssScarabs",20492,1,3,3,""
141,"AtLeast3EssenceScarabs",20503,1,3,3,""
142,"AtLeast3DominationScarabs",20500,1,3,3,""
143,"AtLeast3IncursionScarabs",20505,1,3,3,""
144,"AtLeast3BetrayalScarabs",20501,1,3,3,""
145,"AtLeast3BlightScarabs",20491,1,3,3,""
146,"AtLeast3BreachScarabs",20482,1,3,3,""
147,"AtLeast3LegionScarabs",20489,1,3,3,""
148,"AtLeast3MapScarabs",20483,1,3,3,""
149,"AtLeast3BeyondScarabs",20497,1,3,3,""
150,"AtLeast3AmbushScarabs",20487,1,3,3,""
151,"AtLeast3UltimatumScarabs",20502,1,3,3,""
152,"AtLeast3ExpeditionScarabs",20504,1,3,3,""
153,"AtLeast3DeliriumScarabs",20496,1,3,3,""
154,"AtLeast3MiscScarabs",20495,1,3,3,""
155,"AtLeast1HornedScarab",20506,1,1,1,""
156,"AtLeast1DivinationScarab",20485,1,1,1,""
157,"AtLeast4Scarabs",18998,1,4,4,""
158,"MapZanaInfluence",21373,1,1,1,""
159,"MapCitadel",14057,1,1,1,""
160,"ElderGuardian",6674,1,1,1,""
161,"Atleast40Quantity",1040,1,40,40,""
162,"MapMonsterlifeBelow200",991,"",199,199,1
163,"AtLeast1Scarab",18998,1,1,1,""
164,"AtLeast2Scarabs",18998,1,2,2,""
165,"AtLeast3Scarabs",18998,1,3,3,""
166,"AtLeast5Scarabs",18998,1,5,5,""
167,"AtLeast175Quantity",1040,1,175,175,""
168,"AtLeast150Quantity",1040,1,150,150,""
169,"IsTier1",10158,"",1,1,""
170,"IsTier2",10158,"",2,2,""
171,"IsTier3",10158,"",3,3,""
172,"IsTier4",10158,"",4,4,""
173,"IsTier5",10158,"",5,5,""
174,"IsTier6",10158,"",6,6,""
175,"IsTier7",10158,"",7,7,""
176,"IsTier8",10158,"",8,8,""
177,"IsTier9",10158,"",9,9,""
178,"IsTier10",10158,"",10,10,""
179,"IsTier11",10158,"",11,11,""
180,"IsTier12",10158,"",12,12,""
181,"IsTier13",10158,"",13,13,""
182,"IsTier14",10158,"",14,14,""
183,"IsTier15Exact",10158,"",15,15,""
184,"IsTier16Exact",10158,"",16,16,""
185,"AtLeast1CartographyScarab",20483,1,1,1,""
186,"AtLeast1DivinationScarabMap",20485,1,1,1,""
187,"AtLeast1TitanicScarab",20484,1,1,1,""
188,"AtLeast1BestiaryScarab",20481,1,1,1,""
189,"AtLeast1BetrayalScarab",20501,1,1,1,""
190,"AtLeast1DelveScarab",20490,1,1,1,""
191,"AtLeast1IncursionScarab",20505,1,1,1,""
192,"AtLeast1AnarchyScarab",20494,1,1,1,""
193,"AtLeast1DominationScarab",20500,1,1,1,""
194,"AtLeast1EssenceScarab",20503,1,1,1,""
195,"AtLeast1StrongboxScarab",20487,1,1,1,""
196,"AtLeast1TormentScarab",20486,1,1,1,""
197,"AtLeast1InfluenceScarab",20493,1,1,1,""
198,"AtLeast1AbyssScarab",20492,1,1,1,""
199,"AtLeast1BeyondScarab",20497,1,1,1,""
200,"AtLeast1BlightScarab",20491,1,1,1,""
201,"AtLeast1BreachScarab",20482,1,1,1,""
202,"AtLeast1DeliriumScarab",20496,1,1,1,""
203,"AtLeast1ExpeditionScarab",20504,1,1,1,""
204,"AtLeast1HarvestScarab",20499,1,1,1,""
205,"AtLeast1KalguuranScarab",21214,1,1,1,""
206,"AtLeast1LegionScarab",20489,1,1,1,""
207,"AtLeast1RitualScarab",20498,1,1,1,""
208,"AtLeast1UltimatumScarab",20502,1,1,1,""
209,"AtLeast1MiscScarab",20495,1,1,1,""
210,"AtLeast1HornedScarabMap",20506,1,1,1,""
211,"templarAstrolabeEnabledMap",22755,1,1,1,""
212,"fruitingAstrolabeEnabledMap",22756,1,1,1,""
213,"lightlessAstrolabeEnabledMap",22757,1,1,1,""
214,"graspingAstrolabeEnabledMap",22758,1,1,1,""
215,"namelessAstrolabeEnabledMap",22759,1,1,1,""
216,"fungalAstrolabeEnabledMap",22760,1,1,1,""
217,"chaoticAstrolabeEnabledMap",22761,1,1,1,""
218,"enshroudedAstrolabeEnabledMap",22762,1,1,1,""
219,"timelessAstrolabeEnabledMap",22763,1,1,1,""
220,"runicAstrolabeEnabledMap",22764,1,1,1,""
221,"prospectingAstrolabeEnabledMap",22765,1,1,1,""
222,"AstrolabeEnabledMap",22766,1,1,1,""
223,"AtLeast1MercenaryScarab",22894,1,1,1,""
224,"MercenaryScarabOrWarrant",21220,1,1,1,""
