"rownum","Id","BuffVisualOrbTypesKey","BuffVisualOrbArtKeys","Player_BuffVisualOrbArtKeys","BuffVisualOrbArtKeys2"
39,"CurseAssassinsMark",3,[40],[],[]
40,"CurseSnipersMark",3,[41],[],[]
41,"CursePoachersMark",3,[42],[],[]
42,"CurseAlchemistsMark",3,[43],[],[]
43,"CursePenanceMark",3,[44],[],[]
44,"FlaskCurseImmunity",1,[45],[],[]
45,"DoedreRedOrb",0,[46],[],[]
46,"DoedreGreenOrb",0,[47],[],[]
47,"DoedrePurpleOrb",0,[48],[],[]
48,"ShrinePlus",2,[49],[],[]
49,"ShrineFist",2,[50],[],[]
50,"ShrineSword",2,[51],[],[]
51,"ShrineWing",2,[52],[],[]
52,"ShrineThorns",2,[53],[],[]
53,"ShrineFire",2,[54],[],[]
54,"ShrineLightning",2,[55],[],[]
55,"ShrineArc",2,[56],[],[]
56,"ShrineCold",2,[57],[],[]
57,"ShrineSmoke",2,[58],[],[]
58,"ShrineMassive",2,[59],[],[]
59,"ShrineShield",2,[60],[],[]
60,"ShrineResistance",2,[61],[],[]
61,"ShrineGodMode",2,[62],[],[]
62,"ShrineEchoing",2,[63],[],[]
63,"ShrineCurse",2,[64],[],[]
64,"ShrineSkeletons",2,[65],[],[]
65,"ShrineResonating",2,[66],[],[]
66,"ShrineWarlord",2,[67],[],[]
67,"ShrineCrusader",2,[68],[],[]
68,"ShrineRedeemer",2,[69],[],[]
69,"ShrineHunter",2,[70],[],[]
70,"ShrineVaal",2,[71],[],[]
71,"ShrineEvolution",2,[72],[],[]
72,"Blind",1,[73],[],[]
73,"BlindAura",1,[73],[],[73]
74,"BlindOrbSand",2,[74],[],[]
75,"CorruptedBlood",7,[75],[77],[]
76,"CorruptedBloodHeritage",7,[76],[78],[]
77,"Stun",1,[79],[],[]
78,"Debilitate",1,[80],[],[]
79,"DebilitateCelestial",1,[81],[],[]
80,"Malediction",1,[82],[],[]
81,"TormentTouched",1,[83],[],[]
82,"TormentTouchedFaridun",1,[84],[],[]
83,"PietysRage",0,[85],[],[]
84,"Bonespire",0,[86],[],[]
85,"AtlasAdjudicatorCharges",0,[87],[],[]
86,"SeaWitchScreechOrb",1,[88],[],[]
87,"RighteousFireOrb",1,[89],[],[]
88,"ViperStrikeOrb",0,[90],[],[]
89,"Deathmark",2,[91],[],[]
90,"WintertideBrandOrb",5,[92],[],[]
91,"HackyInvisibleSymbol",1,[93],[],[]
92,"SteelOrb",6,[102],[],[]
93,"HeistConversionOrb",1,[103],[],[]
94,"SteelOrbTemple",6,[104],[],[]
95,"ChargeFanatacism",0,[105],[],[]
96,"ChargeBloodScythe",0,[106],[],[]
97,"UltimatumFrostInfection",1,[107],[],[]
98,"UltimatumPhysBuff",0,[108],[],[]
99,"UltimatumEleBuff",0,[109],[],[]
100,"WintertideBrandCelestialOrb",5,[110],[],[]
101,"SkadiDebuffOrb",1,[111],[],[]
102,"ShrineGreed",2,[112],[],[]
103,"ShrineFaridun",2,[113],[],[]
104,"TangleTentacleZapped",0,[114],[],[]
105,"CleansingFirePhantasmPossessionOrb",3,[115],[],[]
106,"ChargePowerCrystalStygian",0,[116],[],[]
107,"ChargeEnduranceCrystalStygian",0,[117],[],[]
108,"ChargeFrenzyCrystalStygian",0,[118],[],[]
109,"ChargeEnduranceCrystalDemonic",0,[119],[],[]
110,"ChargePowerCrystalDemonic",0,[120],[],[]
111,"ChargeFrenzyCrystalDemonic",0,[121],[],[]
112,"ChargeEnduranceCrystalGhostflame",0,[122],[],[]
113,"ChargePowerCrystalGhostflame",0,[123],[],[]
114,"ChargeFrenzyCrystalGhostflame",0,[124],[],[]
115,"ChargePowerEldritchVoidBattery",0,[125],[],[]
116,"ChargeFrenzyScalingHelmet",0,"[126,127,128,129,130,131,132]",[],[]
117,"ShrineBrineKing",2,[133],[],[]
118,"ShrineLunaris",2,[134],[],[]
119,"ShrineSolaris",2,[135],[],[]
120,"ShrineArakaali",2,[136],[],[]
121,"TricksterHeartstopperHit",11,[137],[],[]
122,"TricksterHeartstopperDot",11,[138],[],[]
123,"ChargeEndurancePredatorFarruls",0,[139],[],[]
124,"ChargePowerPredatorFarruls",0,[140],[],[]
125,"ChargeFrenzyPredatorFarruls",0,[141],[],[]
126,"SunprismAlchemistsMark",3,[142],[],[]
127,"StarfallChargeBloodScythe",0,[143],[],[]
128,"ChargeFlameChargedHelmet",0,[144],[],[]
129,"ChargePowerFlameChargedHelmet",0,[144],[],[]
130,"ChargeFrenzyFlameChargedHelmet",0,[144],[],[]
131,"MTXGullHarpyShrineSymbolWing",2,[145],[],[]
132,"MTXGullHarpyShrineSymbolFist",2,[146],[],[]
133,"MTXGullHarpyShrineSymbolPlus",2,[147],[],[]
134,"MTXGullHarpyShrineSymbolResistance",2,[148],[],[]
135,"MTXGullHarpyShrineSymbolMassive",2,[149],[],[]
136,"MTXGullHarpyShrineSymbolShield",2,[150],[],[]
137,"MTXDruidGloveChargeEndurance",0,[151],[],[]
138,"MTXDruidGloveChargePower",0,[152],[],[]
139,"MTXDruidGloveChargeFrenzy",0,[153],[],[]
140,"MTXPlanetaryOrbEndurance",13,[154],[],[]
141,"MTXPlanetaryOrbPower",13,[155],[],[]
142,"MTXPlanetaryOrbFrenzy",13,[156],[],[]
143,"MTXEldritchPlanetaryOrbEndurance",13,[157],[],[]
144,"MTXEldritchPlanetaryOrbPower",13,[158],[],[]
145,"MTXEldritchPlanetaryOrbFrenzy",13,[159],[],[]
146,"MTXVoidEmperorPlanetaryOrbEndurance",13,[160],[],[]
147,"MTXVoidEmperorPlanetaryOrbPower",13,[161],[],[]
148,"MTXVoidEmperorPlanetaryOrbFrenzy",13,[162],[],[]
149,"MTXDarkrayAltFrenzy",0,[163],[],[]
150,"MTXSkullChargeEndurance",0,[164],[],[]
151,"MTXSkullChargePower",0,[165],[],[]
152,"MTXSkullChargeFrenzy",0,[166],[],[]
153,"VineChargeBloodScythe",15,[167],[],[]
154,"MTXSentinelChargeEndurance",0,[168],[],[]
155,"MTXSentinelChargePower",0,[169],[],[]
156,"MTXSentinelChargeFrenzy",0,[170],[],[]
157,"MTXCurrencyCharge",0,[171],[],[]
158,"MTXWaterOrbLife",16,[172],[],[]
159,"MTXWaterOrbMana",16,[173],[],[]
160,"MTXWaterOrbES",16,[174],[],[]
161,"InstabilityOrb",17,[175],[],[]
162,"MTXVoodooKingCurseImp",18,[176],[],[]
163,"AnimalAlchemistsMark",3,[177],[],[]
164,"DemonCopperMeteors",2,[178],[],[]
165,"DemonCopperLightning",2,[179],[],[]
166,"MtxAnimalPoachersMark",3,[180],[],[]
167,"MtxAnimalCurseAssassinsMark",3,[181],[],[]
168,"MtxAnimalCurseSnipersMark",3,[182],[],[]
169,"MtxAnimalCurseWarlordsMark",3,[183],[],[]
170,"MtxZodiacDragonPowerCharge",0,[184],[],[]
171,"MtxZodiacDragonFrenzyCharge",0,[185],[],[]
172,"MtxZodiacDragonEnduranceCharge",0,[186],[],[]
173,"MTXBreachFlameChargePower",0,[187],[],[]
174,"MTXBreachFlameChargeEndurance",0,[188],[],[]
175,"MTXBreachFlameChargeFrenzy",0,[189],[],[]
176,"MTXBreachFaeriesChargePower",0,"[190,191,192]",[],[]
177,"MTXBreachFaeriesChargeEndurance",0,"[190,191,192]",[],[]
178,"MTXBreachFaeriesChargeFrenzy",0,"[190,191,192]",[],[]
179,"MTXPurpleBreachFaeriesChargePower",0,"[193,194,195]",[],[]
180,"MTXPurpleBreachFaeriesChargeEndurance",0,"[193,194,195]",[],[]
181,"MTXPurpleBreachFaeriesChargeFrenzy",0,"[193,194,195]",[],[]
182,"MTXRosePowerCharge",0,[196],[],[]
183,"MTXRoseEnduranceCharge",0,[197],[],[]
184,"MTXRoseFrenzyCharge",0,[198],[],[]
185,"LegacyOfTheRoseCelestialCharges",0,[199],[],[]
186,"MTXMoltenPowerCharge",0,[200],[],[]
187,"MTXMoltenEnduranceCharge",0,[201],[],[]
188,"MTXMoltenFrenzyCharge",0,[202],[],[]
189,"MTXElectroPowerCharge",0,[203],[],[]
190,"MTXElectroEnduranceCharge",0,[204],[],[]
191,"MTXElectroFrenzyCharge",0,[205],[],[]
192,"MTXFissionPowerCharge",0,[206],[],[]
193,"MTXFissionEnduranceCharge",0,[207],[],[]
194,"MTXFissionFrenzyCharge",0,[208],[],[]
195,"HallowingFlame",0,[209],[],[]
196,"VaalTemptation",0,[210],[],[]
197,"MTXChainPowerCharge",0,[211],[],[]
198,"MTXChainEnduranceCharge",0,[212],[],[]
199,"MTXChainFrenzyCharge",0,[213],[],[]
200,"MTXAzmeriPowerCharge_1",0,[214],[],[]
201,"MTXAzmeriEnduranceCharge_1",0,[215],[],[]
202,"MTXAzmeriFrenzyCharge_1",0,[216],[],[]
203,"MTXAzmeriPowerCharge_2",0,[217],[],[]
204,"MTXAzmeriEnduranceCharge_2",0,[218],[],[]
205,"MTXAzmeriFrenzyCharge_2",0,[219],[],[]
206,"MTXAzmeriPowerCharge_3",0,[220],[],[]
207,"MTXAzmeriEnduranceCharge_3",0,[221],[],[]
208,"MTXAzmeriFrenzyCharge_3",0,[222],[],[]
209,"MTXAbyssalPowerCharge_1",0,[223],[],[]
210,"MTXAbyssalEnduranceCharge_1",0,[224],[],[]
211,"MTXAbyssalFrenzyCharge_1",0,[223],[],[]
212,"MTXAbyssalPowerCharge_2",0,[226],[],[]
213,"MTXAbyssalEnduranceCharge_2",0,[227],[],[]
214,"MTXAbyssalFrenzyCharge_2",0,[228],[],[]
215,"MTXVampiricBloodPowerCharge_1",0,[229],[],[]
216,"MTXVampiricBloodEnduranceCharge_1",0,[230],[],[]
217,"MTXVampiricBloodFrenzyCharge_1",0,[231],[],[]
218,"MTXVampiricBloodPowerCharge_2",0,[232],[],[]
219,"MTXVampiricBloodEnduranceCharge_2",0,[233],[],[]
220,"MTXVampiricBloodFrenzyCharge_2",0,[234],[],[]
221,"MTXArcanePowerCharge",0,[235],[],[]
222,"MTXArcaneEnduranceCharge",0,[237],[],[]
223,"MTXArcaneFrenzyCharge",0,[236],[],[]
224,"MTXArcanePowerCharge_2",0,[238],[],[]
225,"MTXArcaneEnduranceCharge_2",0,[240],[],[]
226,"MTXArcaneFrenzyCharge_2",0,[239],[],[]
