"rownum","WorldAreasKey","InheritsFrom","RecipeId"
22,113,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockRunestone",171
23,114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",174
24,107,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",178
25,117,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",180
26,121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",135
27,127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",228
28,133,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",230
29,144,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",160
30,142,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",163
31,139,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",169
32,145,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockRobotTerminal",223
33,153,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",185
34,158,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",181
35,155,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiPillar",150
36,159,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBookNoHelena",148
37,167,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiRackNoHelena",148
38,533,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
39,534,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
40,535,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
41,605,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
42,606,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
43,607,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
44,677,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
45,678,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
46,679,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
47,749,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
48,750,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
49,751,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
50,46,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
51,55,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
52,92,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
53,106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
54,108,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
55,124,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
56,143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
57,1214,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
58,1246,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
59,1230,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
60,1103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
61,1237,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
62,1208,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
63,1128,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
64,1248,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
65,1194,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
66,1215,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
67,1238,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
68,1170,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
69,1272,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
70,1164,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
71,1271,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
72,1266,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
73,1115,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
74,1233,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
75,1104,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
76,1225,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
77,1154,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
78,1141,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
79,1249,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
80,1116,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
81,1247,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
82,1204,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
83,1226,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
84,1192,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
85,1161,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
86,1119,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
87,1216,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
88,1102,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
89,1243,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
90,1122,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
91,1140,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
92,1151,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
93,1156,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
94,1264,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
95,1185,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
96,1220,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
97,1197,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
98,1205,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
99,1274,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1495
100,1206,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1496
101,1235,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1497
102,1209,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1498
103,1241,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1499
104,1105,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1500
105,1188,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1501
106,1124,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1502
107,1146,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1503
108,1106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1504
109,1118,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1505
110,1210,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1506
111,1231,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1507
112,1165,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1508
113,1096,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1510
114,1202,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1511
115,1107,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1512
116,1135,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1513
117,1138,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1514
118,1265,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1515
119,1198,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1516
120,1234,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1517
121,1163,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1518
122,1147,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1519
123,1196,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1520
124,1117,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1521
125,1099,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1522
126,1095,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1523
127,1148,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1524
128,1245,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1525
129,1187,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1526
130,1183,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1527
131,1162,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1528
132,1152,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1529
133,1177,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1530
134,1155,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1531
135,1108,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1532
136,1129,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1533
137,1111,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1534
138,1219,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1535
