"rownum","Id","MiscObjects","[rid]_20","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","i32_60","i32_64","bool_68","string_69","i32_77","bool_81","i32_82"
31,33,[352],[],4,0,0,0,0,1,0,7,"","",2,"",0
32,34,[358],[],4,0,0,0,0,1,0,7,"","",2,"",0
33,35,[359],[],4,0,0,0,0,1,0,2,"","",2,"",0
34,36,[360],[],4,0,0,0,0,1,0,2,"","",2,"",0
35,37,[361],[],4,0,0,0,0,1,0,2,"","",2,"",0
36,38,[363],[],4,0,0,0,0,1,0,2,"","",2,"",0
37,39,[366],[],3,0,0,0,0,1,0,2,"","",2,"",0
38,40,[376],[],4,0,0,0,0,2,10,4,"","",2,"",0
39,41,[380],[],5,0,0,0,0,1,0,7,"","",2,"",0
40,42,[382],[],5,0,22,0,0,1,0,7,"","",2,"",0
41,43,[383],[],5,0,0,0,0,1,0,7,"","",2,"",0
42,44,[385],[],4,0,0,0,0,1,0,7,"","",2,"",0
43,45,[392],[],4,0,0,0,0,1,0,7,"","",2,"",0
44,46,[393],[],4,0,0,0,0,1,0,7,"","",2,"",0
45,47,[394],[],4,0,0,0,0,1,0,7,"","",2,"",0
46,48,[392],[],4,0,15,0,0,1,0,7,"","",2,"",0
47,49,[393],[],4,0,15,0,0,1,0,7,"","",2,"",0
48,50,[394],[],4,0,15,0,0,1,0,7,"","",2,"",0
49,51,[410],[],4,0,0,0,0,1,0,7,"","flank_markers",2,1,0
50,52,[410],[],4,0,0,0,0,1,0,4,"","prowl_vines",2,1,0
51,53,[410],[],4,0,0,0,0,1,0,4,"","prowl_vines",2,1,0
52,54,[411],[],5,0,0,0,0,1,0,4,"","vine_trap",2,"",0
53,55,[410],[],4,0,0,0,0,1,0,4,"","last_prowl_vine",2,"",0
54,56,[414],[],4,0,0,0,0,1,0,7,"","",2,"",0
55,57,[420],[],4,0,0,0,0,1,0,7,"","",2,"",0
56,58,[421],[],4,0,0,0,0,1,0,7,"","",2,"",0
57,59,[422],[],4,0,0,0,0,1,0,7,"","",2,"",0
58,60,[423],[],4,0,0,0,0,1,0,7,"","",2,"",0
59,61,[437],[],3,0,0,0,0,1,0,2,"","ice_fissures",2,1,0
60,64,[440],[],4,0,0,0,0,1,0,2,"","",2,"",0
61,65,[441],[],5,0,0,0,0,1,0,7,"","",2,"",0
62,66,[443],[],4,0,0,0,0,1,0,2,"","",2,"",0
63,67,[444],[],5,0,0,0,0,1,0,2,"","",2,"",0
64,68,[445],[],4,0,0,0,0,1,0,2,"","",2,"",0
65,69,[447],[],3,0,0,0,0,1,0,7,"","placed_bomb",2,"",0
66,70,[448],[],4,0,0,0,0,1,0,7,"","grid_mine",2,1,0
67,71,[458],[],5,0,0,0,0,1,0,2,"","",2,"",0
68,72,[1515],[],4,0,0,0,0,1,0,7,"","",2,"",0
69,73,[455],[],4,0,0,0,0,1,0,7,"","",2,1,0
70,74,[456],[],4,0,0,0,0,1,0,7,"","",2,1,0
71,75,[463],[],4,0,0,0,0,1,0,7,"","",2,"",0
72,76,[467],[],4,0,0,0,0,1,0,7,"","",2,1,0
73,77,[472],[],4,0,0,0,0,1,0,7,"","",2,"",0
74,78,[475],[],4,10,0,0,0,1,0,7,"","dominus_spawner",2,1,0
75,79,[476],[],4,0,0,0,0,1,0,7,"","",2,"",0
76,80,[478],[],4,0,0,0,0,1,0,7,"","",2,"",0
77,81,[480],[],4,0,0,0,0,1,0,7,"","standalone_shav_telemark",2,1,0
78,82,[481],[],4,0,0,0,180,1,0,2,"","turret_group1",2,1,0
79,83,[482],[],4,0,0,0,0,1,0,2,"","turret_group2",2,1,0
80,84,"[484,485]",[],4,0,0,0,0,1,0,7,"","cracks",2,1,0
81,85,[486],[],4,0,0,0,0,1,0,7,"","adus_pillar",2,1,0
82,86,"[489,490,491]",[],4,3,7,0,0,1,0,7,"","pods",2,1,0
83,87,[493],[],4,0,0,0,0,1,0,7,"","xnuke",2,1,0
84,88,[501],[],4,0,0,0,0,1,0,7,"","",2,"",0
85,89,[532],[],4,0,0,0,0,2,10,7,"","",2,"",0
86,90,[539],[],4,0,0,0,0,2,10,7,"","",2,"",0
87,91,[564],[],4,0,0,0,0,2,0,2,"","",2,"",0
88,92,[565],[],4,0,0,0,0,1,0,7,"","",2,"",0
89,93,[567],[],4,0,0,0,0,1,0,7,"","",2,"",0
90,94,[573],[],4,0,0,0,0,1,0,7,"","",2,"",0
91,95,[574],[],4,12,12,0,0,2,13,2,"","",2,"",0
92,96,[585],[],4,0,0,0,0,1,0,7,"","blood_orb",2,"",0
93,97,[586],[],4,0,0,0,0,1,0,7,"","fissure",2,1,0
94,98,[600],[],4,0,0,0,0,1,0,7,"","",2,"",0
95,99,[601],[],4,0,0,0,0,1,0,2,"","target_rune",2,"",0
96,100,[360],[],4,0,0,0,0,1,0,4,"","",2,"",0
97,101,[361],[],4,0,0,0,0,1,0,4,"","",2,"",0
98,102,"[608,610,611,612]",[],4,0,0,0,0,1,0,7,"","walls",2,1,0
99,103,[630],[],4,0,0,0,0,1,0,7,"","",2,"",0
100,104,[635],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
101,105,[635],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
102,106,[635],[],4,0,0,0,180,1,0,4,"","",2,"",0
103,107,[1196],[],4,0,0,0,0,1,0,2,"","target_marker",2,"",0
104,108,[303],[],4,0,0,0,0,1,0,2,"","",2,"",0
105,109,"[1319,1320,1321]",[],4,3,7,0,0,1,0,7,"","pods",2,1,0
106,110,[473],[],4,0,0,0,0,1,0,7,"","",2,"",0
107,111,[1348],[],4,0,0,0,0,1,0,7,"","tree_spawner",2,1,0
108,112,[1350],[],4,0,0,0,0,1,0,7,"","pods",2,1,0
109,113,[1374],[],4,0,0,0,0,1,0,7,"","",2,"",0
110,114,[1381],[],4,0,0,0,0,1,0,7,"","",2,"",0
111,115,[1418],[],4,0,0,0,-90,1,0,4,"","",2,"",0
112,116,[1418],[],4,0,0,0,90,1,0,4,"","",2,"",0
113,117,[1439],[],4,0,0,0,0,1,0,4,"","",2,"",0
114,118,[1440],[],4,0,0,0,0,1,0,4,"","",2,"",0
115,119,[1441],[],4,0,0,0,0,1,0,4,"","",2,"",0
116,120,[1442],[],4,0,0,0,0,1,0,4,"","",2,"",0
117,121,[1443],[],4,0,0,0,0,1,0,4,"","",2,"",0
118,122,[1444],[],4,0,0,0,0,1,0,4,"","",2,"",0
119,123,[1445],[],4,0,0,0,0,1,0,4,"","",2,"",0
120,124,[1446],[],4,0,0,0,0,1,0,4,"","",2,"",0
121,125,[1471],[],5,0,0,0,0,1,0,2,"","",2,"",0
122,126,[1472],[],4,0,0,0,0,2,0,4,"","",2,"",0
123,127,[1488],[],4,0,0,0,0,1,0,7,"","",2,"",0
124,128,[1513],[],4,0,0,0,0,1,0,2,"","",2,"",0
125,129,[1523],[],4,0,0,0,0,1,0,7,"","bombs",2,1,0
126,130,[1525],[],4,0,0,0,0,1,0,7,"","laserpillar",2,1,0
127,131,[1529],[],4,0,0,0,0,1,0,7,"","blood_orb",2,"",0
128,133,[1555],[],12,0,0,0,0,1,0,4,"","flames",2,1,0
129,132,[1559],[],4,0,0,0,0,1,0,7,"","",2,"",0
130,134,[1597],[],4,0,0,0,0,2,20,2,"","",2,"",0
131,135,[1602],[],4,0,0,0,0,2,0,2,"","",2,"",0
132,136,[1627],[],4,0,0,0,0,1,0,2,"","flamewall_fire",2,"",0
133,137,[1634],[],3,0,0,0,0,1,0,7,"","my_mines",2,1,0
134,138,[1646],[],4,0,0,0,0,1,0,2,"","flamewall_fire",2,1,0
135,139,[1680],[],4,0,0,0,0,1,0,2,"","my_bomb",2,1,0
136,140,"[1682,1683,1684,1685]",[],4,0,0,0,0,1,0,2,"","my_pustule",2,1,0
137,141,[1693],[],3,0,0,0,0,3,0,7,"","",2,"",0
138,142,[1681],[],4,0,0,0,0,1,0,2,"","my_bomb",2,1,0
