"rownum","UniqueName","Value","RuthlessValue"
124,179,606.84,17.88
125,180,3.17,1.68
126,181,12.88,3.16
127,183,8.29,2.59
128,184,2.12,1.4
129,185,5.81,2.21
130,186,9.3,2.73
131,187,2.12,1.4
132,188,8.29,2.59
133,189,1.43,1.17
134,190,3.07,1.66
135,191,5.17,2.09
136,192,1.09,1.04
137,193,17.82,3.66
138,194,3.9,1.84
139,196,3.9,1.84
140,263,6.17,2.27
141,198,42.21,5.39
142,199,3.67,1.8
143,200,4.93,2.05
144,201,2.09,1.39
145,202,2.65,1.55
146,203,11.44,2.99
147,205,1.6,1.24
148,206,2.95,1.63
149,207,7.92,0.9
150,209,5.15,2.09
151,210,1.06,1.03
152,212,5.39,2.13
153,213,2.62,1.54
154,214,1.38,1.16
155,215,9.35,2.73
156,217,2.95,1.63
157,218,14.07,3.29
158,219,1.06,1.03
159,220,2.9,1.61
160,221,3.9,1.84
161,222,56.73,6.15
162,223,12.88,3.16
163,224,5.39,2.13
164,225,5.39,2.13
165,226,7.03,2.41
166,227,7.03,2.41
167,228,1.06,1.03
168,229,7.46,2.47
169,230,7.25,0.9
170,231,1.19,1.08
171,232,9.45,2.75
172,233,3.67,1.8
173,234,8.16,0.9
174,235,663.11,18.61
175,237,8.65,0.9
176,238,5.72,0.9
177,239,1.75,1.29
178,240,46.12,5.61
179,241,1.75,1.29
180,242,2.78,1.58
181,243,2.78,1.58
182,244,22.69,4.07
183,245,46.12,5.61
184,246,16.8,3.56
185,247,7.92,2.54
186,248,7.13,2.42
187,249,8.79,2.66
188,251,13.33,3.21
189,252,3.67,1.8
190,253,14.49,3.33
191,254,17.82,3.66
192,255,2.46,1.5
193,256,4.71,2.01
194,258,14.93,3.38
195,257,11.11,2.96
196,259,1.38,1.16
197,260,46.12,5.61
198,262,12.14,3.08
199,280,6.07,2.25
200,265,7.56,2.49
201,267,2.22,1.43
202,266,2.9,1.61
203,269,53.47,5.99
204,270,1.65,1.25
205,271,1.56,1.22
206,272,1.65,1.25
207,273,1.86,1.32
208,274,1.86,1.32
209,275,1.3,1.13
210,276,4.65,2
211,277,1.38,1.16
212,278,1.97,1.36
213,279,2.5,1.51
214,282,643.79,18.36
215,283,1.38,1.16
216,284,6.33,2.29
217,285,2.03,1.38
218,286,2.5,1.51
219,287,7.03,2.41
220,289,2.9,1.61
221,290,4.65,2
222,291,12.5,3.12
223,292,6.07,2.25
224,293,13.26,3.2
225,294,11.44,2.99
226,295,7.15,2.42
227,296,9.33,2.73
228,297,17.39,3.62
229,298,1.86,1.32
230,299,2.19,1.42
231,300,2.19,1.42
232,301,3.51,1.76
233,302,14.14,3.29
234,303,5.32,2.12
235,304,5.32,2.12
236,306,17.91,3.66
237,307,891.16,21.26
238,310,4.26,1.92
239,309,27.09,4.41
240,311,1,1
241,312,1,1
242,313,1.03,1.01
243,314,1.03,1.01
244,315,1,1
245,316,1.06,1.03
246,317,1.09,1.04
247,318,1,1
248,319,1,1
249,320,1.03,1.01
250,322,1,1
251,321,17.3,3.61
252,323,1.38,1.16
253,324,1.65,1.25
254,325,8.91,0.9
255,326,7.92,2.54
256,327,2.01,1.37
257,328,2.86,1.6
258,329,2.22,1.43
259,330,1.13,1.06
260,331,2.16,1.41
261,332,1.06,1.03
262,333,1,1
263,334,1.16,1.07
264,335,1.81,1.31
265,336,1,1
266,337,1.38,1.16
267,338,1.09,1.04
268,340,539.17,16.95
269,341,2.33,1.46
270,1424,572,17.41
271,343,111.95,8.36
272,344,2.73,1.57
273,345,1.49,1.2
274,346,34.32,4.91
275,347,1.43,1.17
276,348,6.74,2.36
277,349,5.17,2.09
278,351,2.81,1.59
279,352,4.59,1.99
280,354,4.31,1.93
281,355,2.54,1.52
282,356,3.03,1.65
283,357,14.49,3.33
284,358,9.33,2.73
285,359,1.63,1.25
286,360,2.07,1.39
287,361,12.5,3.12
288,363,48.93,5.76
289,364,12.14,3.08
290,365,643.79,18.36
291,366,8.29,2.59
292,367,8.05,2.56
293,368,6.94,2.39
294,369,1.38,1.16
295,371,1.75,1.29
296,372,15.37,3.42
297,373,1.47,1.19
298,374,4.44,1.96
299,375,7.59,2.49
300,379,14.49,3.33
301,380,1.86,1.32
302,381,8.05,2.56
303,383,4.59,1.99
304,386,1,1
305,385,1.06,1.03
306,384,15.84,3.47
307,387,7.92,0.9
308,388,7.69,2.5
309,389,6.25,2.28
310,390,6.07,2.25
311,391,1.95,1.35
312,392,6.44,2.31
313,393,15.37,3.42
314,395,13.66,3.24
315,397,5.39,2.13
316,398,1.56,1.22
317,399,9.33,2.73
318,400,9.3,2.73
319,401,13.26,3.2
320,402,6.54,2.33
321,403,1.89,1.33
322,404,3.03,1.65
323,405,3.62,1.78
324,407,2.33,1.46
325,408,62.5,6.43
326,409,1.09,1.04
327,410,7.46,0.9
328,411,4.59,1.99
329,413,3.22,1.69
330,414,13.26,3.2
331,415,4.73,2.01
332,419,1.38,1.16
333,421,8.54,2.63
334,422,1,1
335,423,1.09,1.04
336,425,8.54,2.63
337,426,2.03,1.38
338,428,1.86,1.32
339,430,2.19,1.42
340,431,3.95,1.86
341,432,3.83,1.83
342,433,3.67,1.8
343,434,4.46,1.96
344,435,6.25,2.28
345,436,4.93,2.05
346,437,7.03,2.41
347,438,2.19,1.42
348,439,2.54,1.52
349,1071,3.95,1.86
350,441,11.44,2.99
351,442,8.02,2.55
352,443,3.73,1.81
353,444,2.19,1.42
354,446,2.86,1.6
355,447,10.16,2.84
356,448,13.26,3.2
357,449,4.44,1.96
358,450,25.54,4.3
359,451,6.35,2.3
360,452,5.32,2.12
361,453,3.84,1.83
362,454,4.38,1.94
363,455,8.54,2.63
364,456,4.38,1.94
365,465,8.29,2.59
366,466,5.32,2.12
367,467,11.44,2.99
368,468,5.17,2.09
369,470,5.64,2.18
370,471,5.81,2.21
371,472,1.75,1.29
372,473,6.52,2.32
373,474,2.29,1.45
374,475,5.72,2.19
375,476,44.78,5.53
376,477,6.83,2.37
377,478,8.16,2.57
378,479,6.83,2.37
379,480,6.74,2.36
380,481,4.65,2
381,482,7.92,2.54
382,484,5.46,2.15
383,485,3.78,1.82
384,486,5.15,2.09
385,487,1.19,1.08
386,488,2.39,1.48
387,489,9.9,2.81
388,490,13.66,3.24
389,491,2.36,1.47
390,493,683,18.86
391,940,3.51,1.76
392,495,1.51,1.2
393,496,2.36,1.47
394,497,25.54,4.3
395,498,1.75,1.29
396,499,10.52,2.88
397,500,10.52,2.88
398,501,3.17,1.68
399,503,1.75,1.29
400,502,1.75,1.29
401,504,1.75,1.29
402,505,3.51,1.76
403,506,3.51,1.76
404,507,1.75,1.29
405,508,1.75,1.29
406,509,1.75,1.29
407,510,4.26,1.92
408,511,2.36,1.47
409,512,1.75,1.29
410,513,1.75,1.29
411,515,1.75,1.29
412,516,1.75,1.29
413,517,3.51,1.76
414,518,1.75,1.29
415,519,1.75,1.29
416,521,17.82,3.66
417,522,8.51,2.62
418,523,5.72,2.19
419,524,1.75,1.29
420,525,1.75,1.29
421,526,1.75,1.29
422,527,1.75,1.29
423,528,3.51,1.76
424,529,3.51,1.76
425,531,3.51,1.76
426,530,3.51,1.76
427,532,1.75,1.29
428,533,3.51,1.76
429,534,1.75,1.29
430,535,1.75,1.29
431,536,1.75,1.29
432,537,1.75,1.29
433,538,1.75,1.29
434,540,1.75,1.29
435,541,1.75,1.29
436,543,3.51,1.76
437,542,1.75,1.29
438,544,1.75,1.29
439,545,1.75,1.29
440,546,1.75,1.29
441,547,1.75,1.29
442,548,3.51,1.76
443,549,1.75,1.29
444,551,1.75,1.29
445,552,3.51,1.76
446,553,3.51,1.76
447,554,3.51,1.76
448,555,6.33,2.29
449,556,1.75,1.29
450,557,1.75,1.29
451,558,1.75,1.29
452,559,3.51,1.76
453,560,3.51,1.76
454,561,1.75,1.29
455,562,3.17,1.68
456,563,3.51,1.76
457,564,3.17,1.68
458,565,5.89,2.22
459,566,1.13,1.06
460,567,1.51,1.2
461,569,1.16,1.07
462,570,1.43,1.17
463,571,1.38,1.16
464,572,1.75,1.29
465,573,1.56,1.22
466,574,3.84,1.83
467,575,1.3,1.13
468,576,2.22,1.43
469,577,1.3,1.13
470,578,1.75,1.29
471,579,2.5,1.51
472,580,2.22,1.43
473,581,9.87,2.8
474,582,9.87,2.8
475,583,9.87,2.8
476,584,3.83,1.83
477,585,5.46,2.15
478,586,6.72,2.36
479,587,3.03,1.65
480,588,6.52,2.32
481,589,6.72,2.36
482,590,7.56,2.49
483,591,2.01,1.37
484,592,4.46,1.96
485,593,5.64,2.18
486,594,14.93,3.38
487,595,6.33,2.29
488,597,1,1
489,598,6.83,2.37
490,600,42.21,5.39
491,601,43.48,5.46
492,602,22.03,4.02
493,603,3.31,1.71
494,604,3.13,1.67
495,605,1.75,1.29
496,606,1.75,1.29
497,607,7.69,2.5
498,608,1.75,1.29
499,609,1.75,1.29
500,610,8.54,2.63
501,611,61.99,0.9
502,612,1.34,1.14
503,613,1.65,1.25
504,614,6.18,2.27
505,615,8.65,2.64
506,616,12.88,3.16
507,617,9.92,2.81
508,618,4.59,1.99
509,619,69.77,6.76
510,620,3.51,1.76
511,622,1.65,1.25
512,623,23.37,4.13
513,624,3.17,1.68
514,625,1.75,1.29
515,626,1.75,1.29
516,627,1.75,1.29
517,628,1.75,1.29
518,629,5.39,2.13
519,630,3.67,1.8
520,631,1.03,1.01
521,632,3.67,1.8
522,633,3.67,1.8
523,634,3.67,1.8
524,635,5.55,2.16
525,636,5.17,2.09
526,637,1.75,1.29
527,638,1.75,1.29
528,639,2.36,1.47
529,640,7.25,2.44
530,641,1.75,1.29
531,642,6.94,2.39
532,643,10.52,2.88
533,644,1.75,1.29
534,645,1.75,1.29
535,646,2.19,1.42
536,647,3.13,1.67
537,649,1.97,1.36
538,650,116.27,8.5
539,651,4.65,2
540,652,7.59,2.49
541,653,5,2.06
542,655,7.34,2.45
543,656,1.63,1.25
544,657,4.59,1.99
545,658,8.51,2.62
546,659,4.44,1.96
547,660,21.39,3.97
548,661,11.44,2.99
549,662,274,12.5
550,663,3.51,1.76
551,664,11.82,3.04
552,665,11.82,3.04
553,666,56.73,6.15
554,667,8.16,0.9
555,677,1.51,1.2
556,670,1.75,1.29
557,671,7.15,2.42
558,673,9.87,2.8
559,672,8.29,2.59
560,674,2.16,1.41
561,675,6.07,2.25
562,676,4.71,2.01
563,668,3.36,1.73
564,678,3.78,1.82
565,680,4.71,2.01
566,687,6.33,2.29
567,689,3.56,1.77
568,690,3.26,1.7
569,691,5.32,2.12
570,693,1.75,1.29
571,695,3.46,1.75
572,696,1.73,1.28
573,697,851.24,20.82
574,698,2.7,1.56
575,700,8.05,2.56
576,701,1.3,1.13
577,702,643.79,18.36
578,703,2.22,1.43
579,704,34.61,4.93
580,705,9.06,2.7
581,706,106.41,8.17
582,708,7.69,2.5
583,709,1.75,1.29
584,711,2.16,1.41
585,712,1.75,1.29
586,713,7.25,2.44
587,714,1.75,1.29
588,715,1.75,1.29
589,717,42.21,5.39
590,718,10.52,2.88
591,719,10.52,2.88
592,720,10.52,2.88
593,721,6,2.24
594,722,4.26,1.92
595,724,9.45,0.9
596,725,4.87,2.04
597,727,2.03,1.38
598,728,6.07,2.25
599,729,4.93,2.05
600,731,6.44,2.31
601,732,127.05,8.85
602,733,10.52,2.88
603,734,4.46,1.96
604,735,10.47,2.88
605,736,7.13,2.42
606,737,4.46,1.96
607,738,7.15,2.42
608,707,2.7,1.56
609,739,1.75,1.29
610,740,7.46,2.47
611,741,36.41,5.04
612,742,6.07,2.25
613,743,1.75,1.29
614,744,9.06,2.7
615,745,7.03,2.41
616,746,6.94,2.39
617,747,2.09,1.39
618,748,2.69,1.56
619,816,6,2.24
620,749,14.49,3.33
621,750,14.49,3.33
622,755,14.49,3.33
623,756,4.93,2.05
624,757,2.81,1.59
625,758,2.03,1.38
626,759,11.44,2.99
627,761,2.16,1.41
628,762,14.49,3.33
629,763,17.3,3.61
630,764,12.88,3.16
631,765,8.54,2.63
632,788,1.86,1.32
633,769,1.06,1.03
634,789,5.89,2.22
635,790,2.99,1.64
636,791,56.73,6.15
637,792,18.91,3.75
638,793,18.91,3.75
639,794,9.45,2.75
640,795,11.82,3.04
641,796,11.82,3.04
642,797,18.91,3.75
643,798,18.91,3.75
644,799,43.48,5.46
645,800,703.49,19.11
646,801,10.52,2.88
647,802,14.93,3.38
648,804,13.66,3.24
649,805,2.36,1.47
650,806,8.02,2.55
651,807,9.92,2.81
652,808,9.18,0.9
653,810,7.92,0.9
654,812,3.51,1.76
655,813,3.51,1.76
656,815,3.51,1.76
657,817,5.81,2.21
658,818,4.71,2.01
659,819,43.48,5.46
660,821,1.51,1.2
661,820,1.04,1.02
662,822,2.44,1.49
663,823,6.96,2.39
664,824,5.46,2.15
665,825,7.16,2.42
666,826,1.71,1.27
667,827,1.17,1.07
668,829,2.44,1.49
669,830,6.96,2.39
670,832,5.46,2.15
671,833,7.16,2.42
672,834,2.04,1.38
673,835,1.4,1.16
674,836,2.24,1.44
675,837,6.37,2.3
676,838,6.33,2.29
677,839,7.16,2.42
678,840,2.04,1.38
679,841,1.4,1.16
680,843,2.37,1.47
681,844,6.76,2.36
682,845,12.88,3.16
683,846,38.63,5.18
684,847,0.58,0.78
685,848,3.13,1.67
686,849,1.11,1.05
687,850,13.26,3.2
688,851,1.84,1.32
689,852,21.92,4.01
690,853,1.84,1.32
691,854,21.92,4.01
692,855,1.84,1.32
693,856,21.92,4.01
694,859,8.02,2.55
695,857,147.29,9.46
696,861,734.29,19.48
697,862,6.92,2.39
698,863,2.62,1.54
699,864,8.79,2.66
700,865,58.91,6.26
701,867,156.26,9.71
702,868,53.91,6.02
703,869,55.53,6.1
704,870,181.15,10.38
705,871,160.95,9.84
706,873,10.5,2.88
707,874,116.27,8.5
708,875,74.63,6.96
709,876,12.2,3.08
710,891,4.71,2.01
711,878,1.75,1.29
712,879,1.75,1.29
713,880,1.75,1.29
714,881,1.75,1.29
715,882,1.75,1.29
716,883,1.75,1.29
717,884,1.75,1.29
718,885,1.75,1.29
719,886,1.75,1.29
720,887,1.75,1.29
721,888,1.75,1.29
722,889,1.75,1.29
723,890,1.75,1.29
724,892,1.75,1.29
725,897,1.75,1.29
726,898,1.75,1.29
727,927,1.75,1.29
728,928,1.75,1.29
729,893,151.71,9.58
730,894,5.08,2.08
731,895,6.83,2.37
732,896,2.46,1.5
733,899,165.78,9.97
734,900,112.89,8.39
735,901,3.41,1.74
736,916,62.5,6.43
737,766,1.03,1.01
738,917,7.81,2.52
739,918,9.06,2.7
740,919,9.06,2.7
741,920,11.78,3.03
742,922,6.92,2.39
743,924,12.14,3.08
744,925,9.33,2.73
745,939,1.75,1.29
746,929,5.72,2.19
747,930,12.14,3.08
748,931,3.51,1.76
749,932,14.49,3.33
750,937,4.85,2.04
751,938,7.34,2.45
752,948,13.66,3.24
753,933,10.96,2.94
754,934,10.96,2.94
755,935,10.96,2.94
756,936,10.96,2.94
757,941,5.72,2.19
758,942,5.72,2.19
759,943,2.19,1.42
760,944,6.94,2.39
761,945,4.26,1.92
762,946,6.52,2.32
763,949,1,1
764,950,1,1
765,951,1,1
766,952,9.45,2.75
767,953,9.45,2.75
768,954,9.45,2.75
769,955,1,1
770,956,1,1
771,957,9.45,2.75
772,958,9.45,2.75
773,959,9.45,2.75
774,960,10.96,2.94
775,961,10.96,2.94
776,962,10.96,2.94
777,963,8.16,0.9
778,964,39.79,5.25
779,966,13.66,3.24
780,967,14.49,3.33
781,983,1.75,1.29
782,968,43.48,5.46
783,970,72.46,6.87
784,971,175.87,10.24
785,975,1.92,1.34
786,976,1.92,1.34
787,977,66.31,6.6
788,978,7.15,2.42
789,979,70.35,6.78
790,965,18.36,0.9
791,969,48.93,0.9
792,973,8.65,0.9
793,980,15.37,3.42
794,981,8.31,2.59
795,982,2.7,1.56
796,984,10.52,2.88
797,986,5.64,2.18
798,987,10.52,2.88
799,988,2.16,1.41
800,989,3.51,1.76
801,990,3.51,1.76
802,991,1.03,1.01
803,992,18.91,3.75
804,993,14.49,3.33
805,994,46.12,5.61
806,995,9.45,2.75
807,996,20.66,3.91
808,1080,33.32,4.84
809,998,14.93,3.38
810,999,6.83,2.37
811,1000,36.41,5.04
812,1001,236.36,11.7
813,1002,9.03,2.69
814,1003,5.63,2.18
815,1004,5.32,2.12
816,1005,9.3,2.73
817,1006,47.51,5.68
818,1008,2,1.37
819,1009,14.49,3.33
820,1010,17.82,3.66
821,1011,17.82,3.66
822,1012,17.82,3.66
823,1013,18.91,3.75
824,1014,18.91,3.75
825,1015,18.91,3.75
826,1016,18.91,3.75
827,1017,18.91,3.75
828,1018,19.48,3.8
829,1019,19.48,3.8
830,1020,44.78,5.53
831,1021,38.63,5.18
832,1022,703.49,19.11
833,1023,13.66,3.24
834,1024,2.09,1.39
835,1025,7.15,2.42
836,1026,6.07,2.25
837,1027,8.77,2.66
838,1028,13.26,3.2
839,1029,11.11,2.96
840,1030,11.44,2.99
841,1031,10.16,2.84
842,1032,10.78,2.92
843,1033,14.93,3.38
844,1034,9.58,2.76
845,1035,44.78,5.53
846,1037,31.41,4.72
847,1038,33.32,4.84
848,1039,44.78,5.53
849,1040,13.26,3.2
850,1041,9.58,2.76
851,1042,8.51,2.62
852,1043,12.5,3.12
853,1044,38.63,5.18
854,1046,10.82,2.92
855,1047,12.17,3.08
856,1048,5.01,2.07
857,1081,15.37,3.42
858,1082,4.59,1.99
859,1083,7.34,2.45
860,1084,6.74,2.36
861,1085,10.78,2.92
862,1086,7.59,2.49
863,1087,36.41,5.04
864,1088,16.31,3.51
865,1089,1.33,1.14
866,1090,26.52,4.37
867,1091,2.19,1.42
868,1092,2.19,1.42
869,1093,2.19,1.42
870,1094,10.52,2.88
871,1095,10.52,2.88
872,1096,10.52,2.88
873,1097,2.7,1.56
874,1098,53.91,6.02
875,1099,1.63,1.25
876,1100,6.17,2.27
877,1101,9.87,2.8
878,1102,1.29,1.12
879,1103,2.06,1.38
880,1104,6.35,2.3
881,1105,10.16,2.84
882,1106,4.13,1.89
883,1107,2.73,1.57
884,1109,2.19,1.42
885,1110,10.16,2.84
886,1111,10.52,2.88
887,1112,5.39,2.13
888,1113,3.67,1.8
889,1114,14.49,3.33
890,1115,3.32,1.72
891,1116,5.63,2.18
892,1117,4.13,1.89
893,1118,5.32,2.12
894,1119,4.08,1.88
895,1120,5.8,2.21
896,1121,2.19,1.42
897,1122,7.79,2.52
898,1123,13.26,3.2
899,1124,32.35,4.78
900,1125,1.95,1.35
901,1126,9.35,2.73
902,1127,3.12,1.67
903,1128,2.46,1.5
904,1129,1.54,1.21
905,1130,7.38,2.46
906,1131,8.31,2.59
907,1132,2.77,1.58
908,1133,1.73,1.28
909,1134,3.12,1.67
910,1135,12.2,3.08
911,1139,1.75,1.29
912,1140,1.75,1.29
913,1141,7.03,2.41
914,1142,8.4,2.61
915,1143,5.55,2.16
916,1144,16.8,3.56
917,1145,16.8,3.56
918,1146,16.8,3.56
919,1147,39.79,5.25
920,1149,12.2,3.08
921,1150,7.34,2.45
922,1151,10.47,2.88
923,1152,40.98,5.32
924,1154,2.61,1.54
925,1155,43.48,5.46
926,1156,4.31,1.93
927,1157,28.74,4.53
928,1158,14.49,3.33
929,1160,14.49,3.33
930,1162,12.94,3.16
931,1163,31.41,4.72
932,1164,30.49,4.65
933,1165,10.78,2.92
934,1166,10.78,2.92
935,1167,3.12,1.67
936,1168,2.46,1.5
937,1169,2.77,1.58
938,1170,5.97,2.23
939,1171,2.06,1.38
940,1172,8.05,2.56
941,1174,12.14,3.08
942,1175,5.39,2.13
943,1176,43.48,5.46
944,1178,3.03,1.65
945,1184,1.38,1.16
946,1179,8.02,2.55
947,1180,9.87,2.8
948,1181,12.14,3.08
949,1185,1.54,1.21
950,1186,5.39,2.13
951,1187,14.49,3.33
952,1188,14.49,3.33
953,1189,43.48,5.46
954,1190,14.49,3.33
955,1191,14.49,3.33
956,1192,1.75,1.29
957,1193,21.28,0.9
958,1194,21.28,0.9
959,1195,21.28,0.9
960,1196,21.28,0.9
961,1197,21.28,0.9
962,1199,2.5,1.51
963,1200,5.17,2.09
964,1201,5.17,2.09
965,1202,5.39,2.13
966,1203,43.48,5.46
967,1204,3.56,1.77
968,1206,2.9,1.61
969,1207,42.21,5.39
970,1208,3.51,1.76
971,1209,3.51,1.76
972,1210,12.14,3.08
973,1214,7.15,2.42
974,1215,7.15,2.42
975,1216,6.94,2.39
976,1212,7.81,2.52
977,1217,11.11,2.96
978,1218,42.21,5.39
979,1219,8.02,2.55
980,1220,6.33,2.29
981,1221,12.5,3.12
982,1222,16.8,3.56
983,1223,210,11.09
984,1224,16.8,3.56
985,1225,16.8,3.56
986,1227,8.4,2.61
987,1228,10.5,2.88
988,1229,13.66,3.24
989,1231,6.33,2.29
990,1232,53.47,5.99
991,1233,53.47,5.99
992,1234,606.84,17.88
993,1235,10.5,2.88
994,1236,3.51,1.76
995,1237,10.5,2.88
996,1238,1,1
997,1239,1,1
998,1240,1,1
999,1241,1,1
1000,1242,1,1
1001,1243,1,1
1002,1244,1,1
1003,1230,1,1
1004,1245,11.14,2.96
1005,1246,21.92,4.01
1006,1247,20.66,3.91
1007,1248,9.03,2.69
1008,1249,2,1.37
1009,1250,2,1.37
1010,1251,2,1.37
1011,1252,2,1.37
1012,1253,2,1.37
1013,1255,2,1.37
1014,1256,2,1.37
1015,1259,3.51,1.76
1016,1258,2,1.37
1017,1257,6,2.24
1018,1260,17.82,3.66
1019,1261,14.93,3.38
1020,1262,6.35,2.3
1021,1263,1.75,1.29
1022,1264,22.03,4.02
1023,1265,42.21,5.39
1024,1266,9.3,2.73
1025,1268,9.61,2.77
1026,1269,7.36,2.46
1027,1270,33.32,4.84
1028,1271,22.69,4.07
1029,1272,2.36,1.47
1030,1273,12.14,3.08
1031,1274,9.03,2.69
1032,1284,67.73,0.9
1033,1278,36.41,5.04
1034,1275,10.52,2.88
1035,1280,43.48,5.46
1036,1276,14.56,3.34
1037,1277,22.03,4.02
1038,1279,40.98,5.32
1039,1281,2.19,1.42
1040,1282,3.32,1.72
1041,1283,1.63,1.25
1042,1285,4.01,1.87
1043,1286,11.44,2.99
1044,1287,11.11,2.96
1045,1288,8.91,2.68
1046,87,4.71,2.01
1047,654,3.13,1.67
1048,204,34.32,4.91
1049,1289,29.6,4.59
1050,1290,7.69,2.5
1051,648,5,2.06
1052,116,4.33,1.93
1053,1177,91.79,7.64
1054,362,156.26,9.71
1055,195,7.79,2.52
1056,858,589.16,17.64
1057,699,4.31,1.93
1058,1291,2.06,1.38
1059,1292,7.81,2.52
1060,1293,16.8,3.56
1061,1294,5.72,2.19
1062,1295,2.19,1.42
1063,1296,4.93,2.05
1064,1297,2.25,1.44
1065,1298,11.44,2.99
1066,1299,36.41,5.04
1067,1300,12.14,3.08
1068,1301,32.35,4.78
1069,1302,11.44,2.99
1070,1303,2.73,1.57
1071,73,43.48,5.46
1072,69,2.39,1.48
1073,216,6.37,2.3
1074,669,3.03,1.65
1075,429,206,11
1076,860,10.52,2.88
1077,412,7.34,2.45
1078,1304,13.66,3.24
1079,1305,10.64,2.9
1080,1306,10.33,2.86
1081,1307,10.64,2.9
1082,1308,10.33,2.86
1083,1309,10.96,2.94
1084,1310,11.29,2.98
1085,445,2.46,1.5
1086,596,9.35,2.73
1087,353,7.34,2.45
1088,382,19,3.76
1089,831,39.79,5.25
1090,1045,38.63,5.18
1091,1007,791.78,20.15
1092,730,9.87,2.8
1093,947,6.52,2.32
1094,182,12.88,3.16
1095,1267,4.65,2
1096,236,5.55,2.16
1097,406,5.8,2.21
1098,138,1.41,1.17
1099,261,170.75,10.11
1100,568,1.89,1.33
1101,131,10.52,2.88
1102,1211,36.41,5.04
1103,1153,40.98,5.32
1104,539,1.75,1.29
1105,694,3.51,1.76
1106,726,7.79,2.52
1107,621,3.51,1.76
1108,483,15.84,3.47
1109,1311,1.75,1.29
1110,1312,2.19,1.42
1111,1313,2.19,1.42
1112,1314,5.17,2.09
1113,1315,6.74,2.36
1114,1316,5.48,2.15
1115,1317,5.99,2.24
1116,1318,12.2,3.08
1117,1173,7.16,2.42
1118,63,2.25,1.44
1119,1205,7.83,2.52
1120,308,316.7,13.34
1121,1036,186.58,10.52
1122,1148,165.78,9.97
1123,350,103.31,8.06
1124,1213,37.5,5.11
1125,803,14.93,3.38
1126,760,11.44,2.99
1127,923,6.92,2.39
1128,268,2.78,1.58
1129,1226,34.32,4.91
1130,723,8.51,2.62
1131,211,1.33,1.14
1132,170,8.51,2.62
1133,396,13.66,3.24
1134,1108,5.46,2.15
1135,288,14.07,3.29
1136,828,36.41,5.04
1137,514,1.75,1.29
1138,985,1.75,1.29
1139,424,1.37,1.15
1140,842,43.48,5.46
1141,134,3.72,1.81
