"rownum","Id","MonsterVarietiesKey","GameObjectRegisterKey","SummonEffect","bool_40","bool_41","i32_42","i32_46","bool_50","BuffDefinition","BuffVisual","i32_83","bool_87","i32_88","string_92","bool_100","bool_101","i32_102"
40,40,3209,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
41,41,1977,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
42,42,978,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
43,43,124,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
44,44,337,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
45,45,468,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
46,46,134,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
47,47,475,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
48,48,4253,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
49,49,4493,147,486,1,1,0,0,"","","",0,"",0,"","",1,0
50,50,4087,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
51,51,4088,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
52,52,4089,147,20,1,1,0,0,"","","",0,"",0,"","",1,0
53,53,4830,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
54,54,3726,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
55,55,4942,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
56,56,4466,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
57,57,2830,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
58,58,2831,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
59,59,1652,147,783,1,1,0,0,"","","",0,"",0,"","",1,0
60,60,5065,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
61,61,5067,147,460,1,1,0,0,"","","",0,"",0,"","",1,0
62,62,3254,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
63,63,4943,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
64,64,4944,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
65,65,4945,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
66,66,5093,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
67,67,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
68,68,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
69,69,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
70,70,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
71,71,3518,147,292,1,1,0,0,"","","",0,"",0,"","",1,0
72,72,3519,147,292,1,1,0,0,"","","",0,"",0,"","",1,0
73,73,4949,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
74,74,4997,147,785,1,1,0,0,"","","",0,"",0,"","",1,0
75,75,324,147,818,1,1,0,0,"","","",0,"",0,"","",1,0
76,76,4946,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
77,77,4822,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
78,78,4849,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
79,79,4353,147,791,1,1,0,0,"","","",0,"",0,"","",1,0
80,80,4998,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
81,81,4913,147,120,1,1,0,0,"","","",0,"",0,"","",1,0
82,82,3018,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
83,84,4915,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
84,85,4916,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
85,86,4999,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
86,87,4766,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
87,88,4221,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
88,89,1644,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
89,90,1645,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
90,91,1646,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
91,92,1641,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
92,93,1642,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
93,94,1643,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
94,95,3021,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
95,96,4896,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
96,97,4852,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
97,98,4867,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
98,99,4828,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
99,100,4868,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
100,101,4870,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
101,102,4871,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
102,103,4855,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
103,104,3022,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
104,105,3025,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
105,106,"",17,340,1,1,0,0,"","","",0,"",0,"","",1,0
106,107,"",18,340,1,1,0,0,"","","",0,"",0,"","",1,0
107,108,"",19,340,1,1,0,0,"","","",0,"",0,"","",1,0
108,109,"",20,340,1,1,0,0,"","","",0,"",0,"","",1,0
109,110,"",21,340,1,1,0,0,"","","",0,"",0,"","",1,0
110,123,5090,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
111,124,4831,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
112,125,5165,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
113,126,3331,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
114,127,1240,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
115,128,4732,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
116,129,3236,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
117,130,663,147,486,1,1,0,0,"","","",0,"",0,"","",1,0
118,131,5119,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
119,132,3061,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
120,133,"",32,340,1,1,0,0,"","","",0,"",0,"","",1,0
121,134,3064,147,945,1,1,0,0,"","","",0,"",0,"","",1,0
122,135,5136,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
123,136,4824,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
124,137,"",34,340,1,1,0,0,"","","",0,"",0,"","",1,0
125,138,"",34,340,1,1,0,0,"","","",0,"",0,"","",1,0
126,139,"",34,340,1,1,0,0,"","","",0,"",0,"","",1,0
127,140,"",33,615,1,1,0,0,"","","",0,"",0,"","",1,0
128,141,5158,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
129,142,4000,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
130,143,5060,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
131,144,1177,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
132,145,5154,147,1008,1,1,0,0,"","","",0,"",0,"","",1,0
133,146,2051,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
134,147,2053,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
135,148,2055,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
136,149,3069,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
137,150,200,147,1056,1,1,0,0,"","","",0,"",0,"","",1,0
138,151,4826,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
139,152,4167,147,541,1,1,0,0,"","","",0,"",0,"","",1,0
140,153,4869,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
141,154,3870,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
142,155,3871,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
143,156,829,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
144,157,4865,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
145,158,1540,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
146,159,3237,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
147,160,2390,147,1056,1,1,0,0,"","","",0,"",0,"","",1,0
148,161,2391,147,1056,1,1,0,0,"","","",0,"",0,"","",1,0
149,162,5024,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
150,163,1036,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
151,164,426,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
152,165,4224,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
153,166,4832,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
154,167,5061,147,1057,1,1,0,0,"","","",0,"",0,"","",1,0
155,168,5288,147,1056,1,1,0,0,"","","",0,"",0,"","",1,0
156,169,3062,147,945,1,1,0,0,"","","",0,"",0,"","",1,0
157,170,4467,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
158,171,5063,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
159,172,4090,147,1056,1,1,0,0,"","","",0,"",0,"","",1,0
160,173,4441,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
161,174,1625,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
162,175,3121,147,885,1,1,0,0,"","","",0,"",0,"","",1,0
163,176,3147,147,419,1,1,0,0,"","","",0,"",0,"","",1,0
164,177,5059,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
165,178,176,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
166,179,4850,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
167,180,4853,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
168,181,4856,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
169,182,4833,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
170,183,5025,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
171,184,1037,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
172,185,5022,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
173,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1,0
174,187,1095,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
175,188,5294,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
176,189,2582,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
177,190,1081,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
178,191,1082,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
179,192,1083,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
180,193,1084,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
181,194,"",40,1085,1,1,0,0,"","","",0,"",0,"","",1,0
182,195,5258,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
183,196,3817,147,"",1,1,0,0,"","","",0,"",10,"","",1,0
184,197,4827,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
185,198,5464,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
186,199,5465,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
187,200,4442,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
188,201,1097,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
189,202,814,147,65,1,1,0,0,"","","",0,"",0,"","",1,0
190,203,724,147,65,1,1,0,0,"","","",0,"",0,"","",1,0
191,204,"",41,340,1,1,0,0,"","","",0,"",0,"","",1,0
192,205,179,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
193,206,5595,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
194,207,5664,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
195,208,4255,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
196,209,5492,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
197,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1,0
198,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1,0
199,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1,0
200,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1,0
201,214,5688,147,925,1,1,0,0,"","","",0,"",0,"","",1,0
202,215,4254,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
203,216,4468,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
204,217,4443,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
205,218,4488,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
206,219,3534,147,255,1,1,0,0,"","","",0,"",0,"","",1,0
207,220,5778,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
208,221,4823,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
209,222,1264,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
210,223,3268,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
211,224,5877,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
212,225,6080,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
213,226,5711,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
214,227,6083,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
215,228,5097,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
216,229,3002,147,382,1,1,0,0,"","","",0,"",0,"","",1,0
217,230,2258,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
218,231,1148,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
219,232,2392,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
220,233,2813,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
221,234,3136,147,65,1,1,0,0,"","","",0,"",0,"","",1,0
222,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1,0
223,236,4130,147,65,1,1,0,0,"","","",0,"",0,"","",1,0
224,237,358,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
225,238,3308,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
226,239,1551,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
227,240,4825,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
228,241,5721,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
229,242,3255,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
230,243,6071,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
231,244,6071,147,1402,1,1,0,0,"","","",0,"",0,"","",1,0
232,245,4866,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
233,246,4872,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
234,247,3168,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
235,248,4434,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
236,249,1100,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
237,250,5878,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
238,251,1409,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
239,252,4838,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
240,253,6252,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
241,254,1178,147,1008,1,1,0,0,"","","",0,"",0,"","",1,0
242,255,5156,147,1008,1,1,0,0,"","","",0,"",0,"","",1,0
243,256,1265,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
244,257,1101,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
245,258,6266,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
246,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1,0
247,260,"",48,1363,1,1,0,0,"","","",0,"",0,"","",1,0
248,261,6270,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
249,262,6271,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
250,263,4842,147,567,1,1,0,0,"","","",0,"",0,"","",1,0
251,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1,0
252,265,5867,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
253,266,1174,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
254,267,359,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
255,268,3309,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
256,269,1552,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
257,270,4838,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
258,271,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
259,272,"",46,1121,1,1,0,0,"","","",0,"",0,"","",1,0
260,273,"",52,1363,1,1,0,0,"","","",0,"",0,"","",1,0
261,274,6355,147,1765,1,1,0,0,"","","",0,"",0,"","",1,0
262,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1,0
263,276,6341,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
264,277,6332,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
265,278,6336,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
266,279,6338,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
267,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1,0
268,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1,0
269,282,6345,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
270,283,6352,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
271,284,6349,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
272,285,6356,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
273,286,6469,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
274,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1,0
275,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1,0
276,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1,0
277,290,"",68,361,1,1,0,0,"","","",0,"",0,"","",1,0
278,291,3531,147,361,1,1,0,0,"","","",0,"",0,"","",1,0
279,292,"",69,361,1,1,0,0,"","","",0,"",0,"","",1,0
280,293,3532,147,361,1,1,0,0,"","","",0,"",0,"","",1,0
281,294,"",70,361,1,1,0,0,"","","",0,"",0,"","",1,0
282,295,3533,147,361,1,1,0,0,"","","",0,"",0,"","",1,0
283,296,3534,147,361,1,1,0,0,"","","",0,"",0,"","",1,0
284,297,6318,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
285,298,6468,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
286,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1,0
287,300,6466,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
288,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1,0
289,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1,0
290,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1,0
291,304,6256,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
292,305,"",68,959,1,1,0,0,"","","",0,"",0,"","",1,0
293,306,"",69,959,1,1,0,0,"","","",0,"",0,"","",1,0
294,307,"",70,959,1,1,0,0,"","","",0,"",0,"","",1,0
295,308,6433,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
296,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1,0
297,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1,0
298,311,6463,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
299,312,6402,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
300,313,6479,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
301,314,6484,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
302,315,6257,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
303,316,5516,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
304,317,6572,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
305,318,3162,147,1501,1,1,0,0,"","","",0,"",0,"","",1,0
306,319,6672,147,361,1,1,0,0,"","","",0,"",0,"","",1,0
307,320,6541,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
308,321,6503,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
309,322,6502,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
310,323,6584,147,1409,1,1,0,0,"","","",0,"",0,"","",1,0
311,324,6632,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
312,325,6587,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
313,326,6578,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
314,327,6581,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
315,328,3273,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
316,329,1235,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
317,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1,0
318,331,6571,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
319,332,3264,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
320,333,6620,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
321,334,6616,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
322,335,6593,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
323,336,6530,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
324,337,6664,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
325,338,6668,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
326,339,6490,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
327,340,5722,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
328,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1,0
329,342,1469,147,2096,1,1,0,0,"","","",0,"",0,"","",1,0
330,343,2634,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
331,344,3274,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
332,345,3122,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
333,346,4483,147,2202,1,1,0,0,"","","",0,"",0,"","",1,0
334,347,3167,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
335,348,2057,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
336,349,2059,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
337,350,2061,147,615,1,1,0,0,"","","",0,"",0,"","",1,0
338,351,2188,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
339,352,3275,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
340,353,6959,147,2096,1,1,0,0,"","","",0,"",0,"","",1,0
341,354,2189,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
342,355,6254,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
343,356,5723,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
344,357,5004,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
345,358,5005,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
346,359,1102,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
347,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1,0
348,364,7308,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
349,365,7311,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
350,366,6325,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
351,367,7530,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
352,368,7513,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
353,369,7514,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
354,370,7515,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
355,371,7516,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
356,372,7469,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
357,373,4873,147,2645,1,1,0,0,"","","",0,"",0,"","",1,0
358,374,7245,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
359,375,7509,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
360,376,7651,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
361,377,7665,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
362,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1,0
363,379,7565,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
364,380,4116,147,1514,1,1,0,0,"","","",0,"",0,"","",1,0
365,381,7842,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
366,382,6957,147,620,1,1,0,0,"","","",0,"",0,"","",1,0
367,383,6958,147,620,1,1,0,0,"","","",0,"",0,"","",1,0
368,384,"",83,361,1,1,0,0,"","","",0,"",0,"","",1,0
369,385,"",84,361,1,1,0,0,"","","",0,"",0,"","",1,0
370,386,4874,147,3073,1,1,0,0,"","","",0,"",0,"","",1,0
371,387,3278,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
372,388,7896,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
373,389,7898,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
374,390,479,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
375,391,969,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
376,392,360,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
377,393,3310,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
378,394,1553,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
379,395,368,147,1010,1,1,0,0,"","","",0,"",0,"","",1,0
380,396,7726,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
381,397,7908,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
382,398,7907,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
383,399,7818,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
