"rownum","Id","i32_16"
313,1387,1
314,1382,1
315,1380,1
316,1388,1
317,4826,1
318,4800,1
319,4791,1
320,4770,1
321,5800,0
322,612,0
323,584,0
324,594,0
325,608,0
326,5840,0
327,5839,0
328,1406,0
329,1405,0
330,5841,0
331,516,0
332,5698,0
333,611,0
334,5694,0
335,1495,0
336,1492,0
337,4839,0
338,5804,0
339,517,0
340,4850,0
341,5811,0
342,5888,0
343,1619,0
344,1609,0
345,5843,0
346,5845,0
347,4797,0
348,609,0
349,1496,0
350,1493,0
351,4838,0
352,5816,0
353,835,0
354,4802,0
355,5814,0
356,920,0
357,5812,0
358,742,0
359,712,0
360,1794,0
361,6252,0
362,1801,0
363,1790,0
364,4857,0
365,6254,0
366,6253,0
367,5815,0
368,836,0
369,4803,0
370,5813,0
371,921,0
372,5822,0
373,1279,0
374,1274,0
375,4819,0
376,5821,0
377,5842,0
378,5844,0
379,4796,0
380,5801,0
381,4787,0
382,1780,0
383,6249,0
384,1787,0
385,1776,0
386,4854,0
387,6251,0
388,6250,0
389,5889,0
390,5885,0
391,5886,0
392,1604,0
393,5887,0
394,1595,0
395,4853,0
396,4792,0
397,5817,0
398,5818,0
399,5847,0
400,5846,0
401,5890,0
402,715,0
403,585,0
404,5820,0
405,1264,0
406,4818,0
407,5819,0
408,1259,0
409,5689,0
410,518,0
411,614,0
412,727,0
413,5831,0
414,5832,0
415,1391,0
416,1390,0
417,5833,0
418,4827,0
419,5810,0
420,5808,0
421,5266,0
