"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","EffectHASH32","i32_36","ObjectHASH32"
29,"DominusBloodRainShield","Metadata/Effects/Spells/monsters_effects/act3/dominus/sheild/Shield",[],182667246,4,1981597075
30,"SuicideExplodeGibs","Metadata/Effects/Spells/monsters_effects/gore_explode/gore_explode_gibs",[],1369345873,4,2843993914
31,"OfferingOffensiveWard","Metadata/Effects/Spells/offering_offensive/Ward",[],3748089301,4,1397984515
32,"OfferingOffensiveEffect","Metadata/Effects/Spells/offering_offensive/Effect",[],4170403939,4,3298590929
33,"OfferingOffensiveExplosion","Metadata/Effects/Spells/offering_offensive/Explosion",[],2897158767,4,3353009274
34,"OfferingDefensiveWard","Metadata/Effects/Spells/offering_defensive/Ward",[],1755635100,4,3161140245
35,"OfferingDefensiveEffect","Metadata/Effects/Spells/offering_defensive/Effect",[],1587352283,4,2513012780
36,"OfferingDefensiveExplosion","Metadata/Effects/Spells/offering_defensive/Explosion",[],991243492,4,2354191933
37,"OfferingSpiritWard","Metadata/Effects/Spells/offering_spirit/Ward",[],825388321,4,632063094
38,"OfferingSpiritEffect","Metadata/Effects/Spells/offering_spirit/Effect",[],3008590725,4,2076089773
39,"OfferingSpiritExplosion","Metadata/Effects/Spells/offering_spirit/Explosion",[],3420184045,4,2315652351
40,"OfferingBloodWard","Metadata/Effects/Spells/offering_blood/Ward",[],3932396541,4,745759270
41,"OfferingBloodEffect","Metadata/Effects/Spells/offering_blood/Effect",[],1045867140,4,2101835439
42,"OfferingBloodExplosion","Metadata/Effects/Spells/offering_blood/Explosion",[],3120051645,4,946476975
43,"AtziriFadeIn","Metadata/Monsters/Atziri/AtziriFadeIn",[5],1957896023,4,830210441
44,"AtziriFadeOut","Metadata/Monsters/Atziri/AtziriFadeOut",[5],949454913,4,755482471
45,"AtziriMirroredFadeInFire","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInFire",[5],2566193508,4,1346024658
46,"AtziriMirroredFadeInLightning","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInLightning",[5],1254603668,4,2838111211
47,"AtziriMirroredFadeInSpear","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInSpear",[5],3829976678,4,344969285
48,"AtziriMirroredFadeInMirror","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInMirror",[5],2660064175,4,2826451555
49,"VaalLightningWarpUp","Metadata/Effects/Spells/lightning_warp/VaalLightningWarpUp",[],1170740668,4,269971219
50,"VaalLightningWarpDown","Metadata/Effects/Spells/lightning_warp/VaalLightningWarpDown",[],2913186803,4,1516691558
51,"MerveilGeyser","Metadata/Effects/Spells/monsters_effects/act1/merveil/water_geyser/WaterGeyser",[],4059352581,4,1820963985
52,"BeyondPortal1","Metadata/Monsters/BeyondDemons/BeyondPortal1",[6],3212161862,4,470646219
53,"BeyondPortal2","Metadata/Monsters/BeyondDemons/BeyondPortal2",[6],2119099127,4,2403928129
54,"BeyondPortal3","Metadata/Monsters/BeyondDemons/BeyondPortal3",[6],3819854185,4,1020995166
55,"FireBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/fire/beacon",[],1614793033,4,538725968
56,"FireBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/fire/beacon_aoe",[],242762419,4,2951325472
57,"ColdBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/ice/beacon",[],78605781,4,2664238496
58,"ColdBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/ice/beacon_aoe",[],3026873667,4,2992250107
59,"LightningBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning/beacon",[],94918828,4,2323464785
60,"LightningBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning/beacon_aoe",[],2348777700,4,3411360341
61,"PhysicalBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/phys/beacon",[],791682066,4,1549683223
62,"PhysicalBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/phys/beacon_aoe",[],1052089745,4,3721806005
63,"BigVisualBeyondPortal","Metadata/Monsters/BeyondDemons/BeyondPortal3VisualOnly",[6],3025328887,4,865232075
64,"Trap","Metadata/MiscellaneousObjects/TrapNormal",[],1792123797,4,1380170033
65,"RemoteMine","Metadata/MiscellaneousObjects/RemoteMine",[],3170472744,4,265797648
66,"MinerSpawnRocks","Metadata/Effects/Spells/monsters_effects/act4/miner/throw_spawn/rockexplosion",[],812688039,4,930964736
67,"DaressoCloneIcePrison","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/ice/IcePrison",[],473594473,4,1604246727
68,"DaressoClone1Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_01/Clone",[],636174617,4,685665314
69,"DaressoClone2Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_02/Clone",[],1222000272,4,1956299088
70,"DaressoClone3Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_03/Clone",[],109201850,4,4109797362
71,"DaressoClone4Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_04/Clone",[],2636380309,4,4282069849
72,"MinerBeaconAoE","Metadata/Effects/Spells/monsters_effects/act4/miner/upheaval/beacon_aoe",[],2023972058,4,3673118806
73,"TempestStormYellow","Metadata/Effects/Environment/tempest_league/basic_colour/yellow/TempestStorm",[2],2037338624,4,2857766379
74,"TempestStormGreen","Metadata/Effects/Environment/tempest_league/basic_colour/green/TempestStorm",[2],1276834143,4,790520916
75,"TempestStormRed","Metadata/Effects/Environment/tempest_league/basic_colour/red/TempestStorm",[2],3396250294,4,2632183611
76,"TempestStormBlue","Metadata/Effects/Environment/tempest_league/basic_colour/blue/TempestStorm",[2],2890745976,4,90215683
77,"TempestStormOrange","Metadata/Effects/Environment/tempest_league/basic_colour/orange/TempestStorm",[2],116556092,4,348293675
78,"TempestStormPink","Metadata/Effects/Environment/tempest_league/basic_colour/pink/TempestStorm",[2],897364089,4,972937872
79,"TempestStormPurple","Metadata/Effects/Environment/tempest_league/basic_colour/purple/TempestStorm",[2],395865661,4,2364699146
80,"TempestStormTeal","Metadata/Effects/Environment/tempest_league/basic_colour/teal/TempestStorm",[2],3074644625,4,1934426015
81,"TempestStormWhite","Metadata/Effects/Environment/tempest_league/basic_colour/white/TempestStorm",[2],8137097,4,2774421607
82,"TempestStormIce","Metadata/Effects/Environment/tempest_league/elements/ice/TempestStorm",[2],391660782,4,3010244897
83,"TempestStormFire","Metadata/Effects/Environment/tempest_league/elements/fire/TempestStorm",[2],55520617,4,3192988918
84,"TempestStormLightning","Metadata/Effects/Environment/tempest_league/elements/lightning/TempestStorm",[2],4090546689,4,1457411187
85,"ChaosExplode","Metadata/Effects/Spells/chaos_explode/ChaosExplode",[],4179130030,3,578270409
86,"LightningHandBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning_hand/beacon",[],1174694778,4,2267085998
87,"LightningHandBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning_hand/beacon_aoe",[],3853681749,4,3214607774
88,"BridgeMarker","Metadata/MiscellaneousObjects/BridgeMarker",[],4227595659,4,1114588475
89,"LightningGolemOrb","Metadata/Effects/Spells/monsters_effects/lightning_elemental/orb/lightning_golem_orb",[],2859135374,4,4276351547
90,"MissionStrIntPortal","Metadata/MiscellaneousObjects/TemplarMissionPortal",[12],1899800505,4,1695370138
91,"MissionDexArrow","Metadata/Effects/Spells/Masters/Dex/Arrow",[11],57947091,4,1797165412
92,"Effect","Metadata/Effects/Effect",[],2139835176,1,4094090823
93,"ServerEffect","Metadata/Effects/ServerEffect",[],2646652649,1,1085362608
94,"PermanentEffect","Metadata/Effects/PermanentEffect",[],2426032189,1,2555132169
95,"BeamEffect","Metadata/Effects/BeamEffect",[],4121868287,1,3484613882
96,"ServerResumingEffect","Metadata/Effects/ServerResumingEffect",[],839646389,2,4019557487
97,"CadiroPortal","Metadata/NPC/League/Perandus/CadiroPortal",[4],1774748602,4,450256428
98,"BeyondPortal2Visual","Metadata/Monsters/BeyondDemons/BeyondPortal2Visual",[22],1078287360,4,2018917099
99,"BeyondPortal3Visual","Metadata/Monsters/BeyondDemons/BeyondPortal3Visual",[22],1793948760,4,4084818725
100,"FireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb",[],2041103283,4,3456372008
101,"Monolith","Metadata/MiscellaneousObjects/Monolith",[25],1209225406,4,1458343448
102,"EnvLineStart","Metadata/MiscellaneousObjects/Environment/EnvLineStart",[],452956962,4,3997225296
103,"EnvLineEnd","Metadata/MiscellaneousObjects/Environment/EnvLineEnd",[],2467646011,4,3218233994
104,"EnvRadiusNode","Metadata/MiscellaneousObjects/Environment/EnvRadiusNode",[],3057146807,4,2889171078
105,"FireOrbsGhostflame","Metadata/Effects/Spells/fire_orbs/fire_orb_ghostflame",[],1361775801,4,401342883
106,"TheShaperMonsterSpawner1","Metadata/MiscellaneousObjects/TheShaperPortal1",[],3459422704,4,3481085245
107,"TheShaperMonsterSpawner2","Metadata/MiscellaneousObjects/TheShaperPortal2",[],4013053165,4,1921170350
108,"TheShaperMonsterSpawner3","Metadata/MiscellaneousObjects/TheShaperPortal3",[],753784760,4,1908908670
109,"TheShaperMonsterSpawner4","Metadata/MiscellaneousObjects/TheShaperPortal4",[],1274386642,4,2415676580
110,"TheShaperMonsterSpawner5","Metadata/MiscellaneousObjects/TheShaperPortal5",[],4293232820,4,72844366
111,"FillGroundMaelstromBlackHoleMonster","Metadata/Effects/Microtransactions/Spells/frost_bolt/monster_black_hole",[],4279248852,4,1548333974
112,"SpiderWeb","Metadata/Effects/Spells/ground_effects/spider_web/SpiderWeb",[],1905954345,4,3019104343
113,"BoneWallSegment","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/bone_effects/bone_wall/BoneWall_",[],2433282893,4,2517800793
114,"HotdogGeyser","Metadata/Effects/Spells/monsters_effects/hotdog_upheaval/hotdog_geyser",[],801117774,4,3868005636
115,"BreachKiwethBonePile","Metadata/Monsters/BreachBosses/Objects/BonePile",[],2481362110,4,4174151477
116,"BreachPortalObject","Metadata/MiscellaneousObjects/Breach/BreachObject",[29],3759696105,4,3700580422
117,"BreachLargeChestMarker","Metadata/MiscellaneousObjects/Breach/LargeChestMarker",[29],4122937626,4,1707634020
118,"BreachLightningOrbs","Metadata/Effects/Spells/fire_orbs/breach_lightning_orb",[],1731502682,4,124381023
119,"SlavePensIntroGround","Metadata/MiscellaneousObjects/AreaTransitionEffects/SlavePensIntroGround",[],4059865430,4,2704996676
120,"TidalWave","Metadata/Effects/Spells/monsters_effects/act6/Brine_King/tidal_wave/tidal_wave",[32],1930133411,4,4080416765
121,"DoedrePipeLiquidGreen","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidGreen",[30],432134634,4,2223814636
122,"DoedrePipeLiquidRed","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidRed",[30],290546251,4,3966672872
123,"DoedrePipeLiquidPurple","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidPurple",[30],3345611887,4,2725035719
124,"DoedrePipeLiquidNeutral","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidNeutral",[30],2231003604,4,20549203
125,"DoedreCauldronLiquidGreen","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidGreen",[30],4080012838,4,1215780153
126,"DoedreCauldronLiquidRed","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidRed",[30],3953712581,4,3915290993
127,"DoedreCauldronLiquidPurple","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidPurple",[30],1925213841,4,3746404258
128,"DoedreCauldronLiquidNeutral","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidNeutral",[30],4114266854,4,2883398803
129,"SpiderGodWeb","Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/SpiderGodWeb",[],3859175179,4,35457333
130,"Doedre2Bubble","Metadata/Effects/Spells/monsters_effects/doedre/beacon/beacon",[],3953065487,4,3621501630
131,"Doedre2BubbleAoE","Metadata/Effects/Spells/monsters_effects/doedre/beacon/beacon_aoe",[],470884534,4,3029390963
132,"BloodWingIntro","Metadata/QuestObjects/Act5/BloodWingIntro",[],3136498933,4,2638828755
133,"MaligaroSpectre","Metadata/Monsters/Maligaro/MaligaroSpectre",[],2568050919,4,2034344022
134,"DelayedTriggerSkillObject","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon",[],3789892250,4,2256616836
135,"SandTornado","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/small_tornado/SmallTornado",[],353103795,4,780816077
136,"MultiplexPortal","Metadata/MiscellaneousObjects/MultiplexPortal",[],1600303822,2,3900253225
137,"RyslathaPowerslide","Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/powerslide/RyslathaPowerslide",[],1348088606,4,1287937963
138,"RyslathaSlideGroundEffect","Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/powerslide/RyslathaPowerslideGroundEffect",[],3063263815,4,3995780776
139,"SandTornadoLarge","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/large_tornado/LargeTornado",[],3574880827,4,1022191159
140,"LoopEffect","Metadata/Effects/LoopEffect",[],1609411448,4,3381273585
141,"BloodFireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb_blood",[],2616345759,4,1764295982
142,"InsectMinionHole","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleSmall",[],327236885,4,1906524155
143,"HolyIonCannon","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/large_tornado/LargeTornado",[],3574880827,4,774829051
144,"RockFireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb_rock",[],2588569557,4,1181465769
145,"FillGroundFireBlue","Metadata/Effects/Spells/ground_effects/fire_blue/FillGroundFireBlue",[],356252878,4,1762401249
146,"KitavaXNukeMarker","Metadata/Effects/Spells/monsters_effects/act10/Kitava/X_nuke/marker",[],3903762705,4,327525172
147,"LightningTornado","Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Shavronne/living_storms/LightningTornado",[],1007021710,4,4269489651
148,"HarbingerSummonZone","Metadata/Effects/Spells/monsters_effects/league_avatar/Summons/SummonCircle",[],3417626218,4,3315390831
149,"DetonateDeadEffectNoGibs","Metadata/Effects/Spells/detonate_dead/DetonateDeadNoGibs",[],2880617099,4,1870331951
150,"BanditBossArrow","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrow",[],294384730,4,1108885018
151,"BanditBossArrowOak","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrowOak",[],1346509974,4,2786145617
152,"BanditBossArrowAlira","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrowAlira",[],1841090814,4,3375875926
153,"SpectralSpinningWeapon","Metadata/Effects/Spells/spectral_spinning_weapon/SpinningWeapon",[],1730945118,4,2104702692
154,"LightningElderOrb","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Orb/ElderLightningOrb",[],1962207979,4,894902066
155,"FireBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/fire/OTs/beacon",[],2188208305,4,1016364863
156,"FireBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/fire/OTs/beacon_aoe",[],1754937929,4,1243584301
157,"ElderGuardianHolyWeaponBarrage","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword/IcePrison",[],1978136151,4,4096809778
158,"ElderGuardianHolyWeapon1","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_01/Clone",[],349449725,4,3775094840
159,"ElderGuardianHolyWeapon2","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_02/Clone",[],3645031473,4,1522062776
160,"ElderGuardianHolyWeapon3","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_03/Clone",[],3496753086,4,2037359280
161,"ElderGuardianHolyWeapon4","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_04/Clone",[],3850886777,4,3450016107
162,"RootSpiderHoleMedium","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleMedium",[],3884615209,4,3585178913
163,"SandstormRotateObject","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/sandstorm/SandstormRotateObject",[],89582683,4,3074798672
164,"IceBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/ice/OTs/beacon",[],1126990490,4,3789984531
165,"IceBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/ice/OTs/beacon_aoe",[],2002688798,4,1464889986
166,"LightningBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/lightning/OTs/beacon",[],1687924204,4,2681080157
167,"LightningBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/lightning/OTs/beacon_aoe",[],286691820,4,2452672456
168,"ObsidianTornado","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/obsidian_vortex/ObsidianTornado",[],1160576318,4,1252698816
169,"AbyssPitMawMortarImpactObject","Metadata/Projectiles/AbyssBoneHuskMortarObject",[38],1567259170,4,2034604864
170,"AbyssUndyingMortarImpactObject","Metadata/Projectiles/UndyingMortarImpact",[38],2755858872,4,1903502694
171,"AbyssNodeSmallMortarSpawned","Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmallMortarSpawned",[38],170952351,4,2731305517
172,"AbyssNodeSmallMortarSpawned2","Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmallMortarSpawned2",[38],2259977067,4,1492819289
173,"AbyssBoneHuskMortarLichObject","Metadata/Projectiles/AbyssBoneHuskMortarLichObject",[38],3675053256,4,1992151937
174,"AbyssUndyingBladeBeacon","Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/abyss_shard_rain/beacon",[38],2546303909,4,2037706499
175,"AbyssUndyingBladeBeaconAoE","Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/abyss_shard_rain/beacon_aoe",[38],2029219688,4,401270625
176,"ShaperInterruptElder","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperInterruptElder",[],3139548950,4,2731761710
177,"ShaperBanishElder","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperBanishElder",[],1363379937,4,2266631707
178,"ShaperDefeat","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperDeathEffect",[40],2372016720,4,3345104951
179,"ShaperDefeatEscape","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperDeathEscapeEffect",[40],779593555,4,4086418708
180,"ToraTrap","Metadata/Monsters/traps/ToraTrap",[],2070376987,4,4139636108
181,"VilentaBombTossObject","Metadata/Effects/Spells/monsters_effects/Vilenta/bomb_toss/VilentaBombTossObject",[],3227667894,4,2317205452
182,"ElderDrainShaperEffect","Metadata/Monsters/ElderBosses/ElderDrainShaper",[40],135571797,4,2713104039
183,"VultureBestiaryBombTossObject","Metadata/Monsters/LeagueBestiary/Avians/VultureBestiaryBombTossObject",[],118193223,4,4234923246
184,"BestiarySpiderWebCocoon","Metadata/MiscellaneousObjects/Bestiary/BestiarySpiderWebCocoon",[],935245901,4,3204913320
185,"DeathWalkExplode","Metadata/Effects/Spells/monsters_effects/League_Abyss/CorpseExplosion/BubonicBlast",[],2441364681,4,3815611451
186,"DelayedTriggerSkillObjectLightning","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning",[],2633859371,4,1642076420
187,"LightningHurricane","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/lightning_hurricane/hurricane/LightningHurricane",[],4206089052,4,2678358711
188,"ArchitectMapDeviceSpawner","Metadata/Projectiles/IncursionMapDeviceSpawner",[],2531865055,4,3296641007
189,"DelayedTriggerSkillObjectLightningEpic","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning_epic",[],614040851,4,1214939500
190,"DelveLight","Metadata/Terrain/Leagues/Delve/Objects/DelveLight",[43],3088925456,4,3209910531
191,"DelvePathNode","Metadata/Terrain/Leagues/Delve/Objects/DelvePathNode",[],3134785239,4,3107464551
192,"DelvePathEndpoint","Metadata/Terrain/Leagues/Delve/Objects/DelvePathEndpoint",[],3678791480,4,1558029244
193,"BrutusHook","Metadata/Effects/Spells/monsters_effects/brute_chainhook/BruteHook",[],490192617,4,562065829
194,"DelveQiongqiBombTossObject","Metadata/Monsters/LeagueDelve/QiongqiEncounterBossSwoop",[],3141518416,4,2646044081
195,"RainOfSporesBloomPod","Metadata/Effects/Spells/rain_of_spores/BloomPod",[],2655315478,4,1789114098
196,"RainOfSporesBloomPodBlackLotus","Metadata/Effects/Microtransactions/Spells/rain_of_spores/blackrose/BloomPod",[],3553213786,4,3645740461
197,"RainOfSporesBloomPodSuffering","Metadata/Effects/Microtransactions/Spells/toxic_rain_suffering/BloomPod",[],2684931989,4,2701229142
198,"DelveSpiderWeb","Metadata/Effects/Spells/ground_effects/spider_web/DelveSpiderWeb",[],1867579185,4,1168723871
199,"DelveDynamiteT1","Metadata/Terrain/Leagues/Delve/Objects/Dynamite/DelveDynamiteBase",[],1334112141,4,2463154385
200,"DelveFlareT1","Metadata/Terrain/Leagues/Delve/Objects/Flares/DelveFlareBase",[],1940104838,4,3826067405
201,"DelveFlareT1Dark","Metadata/Terrain/Leagues/Delve/Objects/Flares/DelveFlareBaseDark",[],644041951,4,3247576796
202,"DelveAbyssCrystalObject","Metadata/Projectiles/DelveAbyssCrystalMineLarge",[],948177879,4,369251083
203,"DelveAbyssCrystalObject2","Metadata/Projectiles/DelveAbyssCrystalMineLarge2",[],979993539,4,3676400748
204,"DelveAbyssCrystalObject3","Metadata/Projectiles/DelveAbyssCrystalMineLarge3",[],2882216126,4,851018607
205,"DelveFlameGeyser","Metadata/Monsters/LeagueDelve/LavaFossilEncounter/LavaGeyser",[],3587595510,4,3924094386
206,"DelveRewardMarkerOnPath","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/PathChest",[],3873082789,4,1239597369
207,"DelveRewardMarkerOffPath","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/ExploreChest",[],881793020,4,1346271764
208,"DelveRewardMarkerDynamiteWall","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,2481477237
209,"DelveRewardMarkerEncounter","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/EncounterChest",[],2666796928,4,2011618678
210,"DelveRewardMarkerDarkCell","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/DarkCellChest",[],1611714299,4,1876168310
211,"DelveRewardMarkerDynamiteWall_Fossils","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,1546935310
212,"DelveRewardMarkerDynamiteWall_Resonators","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,2308274914
213,"DelveRewardMarkerDynamiteWall_Azurite","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,1391963291
214,"DelveRewardMarkerDynamiteWall_Currency","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,1233799444
215,"DelveProtoBossWall1","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall",[],796527094,4,108248013
216,"DelveProtoBossWall2","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall2",[],565526279,4,3421992511
217,"DelveProtoBossWall3","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall3",[],3581600858,4,1926713717
218,"DelveTaowuBlackHole","Metadata/Monsters/LeagueDelve/TaowuBlackHole",[],713615573,4,536608067
219,"DelveTaowuFlameGeyser","Metadata/Monsters/LeagueDelve/TaowuFlameGeyser",[],3857070570,4,733237362
220,"DelveAzuriteShard","Metadata/Terrain/Leagues/Delve/Objects/DelveAzuriteShard",[43],1274212571,4,652189938
221,"DelveBombAzurite","Metadata/Monsters/RockGolem/Delve/AzuriteBomb",[],3565258530,4,734160307
222,"DelveBombGeodite","Metadata/Monsters/RockGolem/Delve/GeoditeBomb",[],3176480954,4,3335087556
