"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
86,1997,250,"[2,4]",1
87,1998,250,"[3,5]",1
88,1999,250,"[0,7,8]",1
89,2000,250,"[1,6]",1
90,2001,250,"[2,4]",1
91,2002,250,"[3,5]",1
92,2003,250,"[0,7,8]",1
93,2004,250,"[1,6]",1
94,2005,250,"[2,4]",1
95,2006,250,"[3,5]",1
96,2007,250,"[0,7,8]",1
97,2008,250,"[1,6]",1
98,2009,250,"[2,4]",1
99,2010,250,"[3,5]",1
100,2011,250,"[0,7,8]",1
101,2012,250,"[1,6]",1
102,2013,250,"[2,4]",1
103,2014,250,"[3,5]",1
104,2015,250,"[0,7,8]",1
105,2016,250,"[1,6]",1
106,2017,250,"[2,4]",1
107,2018,250,"[3,5]",1
108,2019,250,"[0,7,8]",1
109,2020,250,"[1,6]",1
110,2021,250,"[2,4]",1
111,2022,250,"[3,5]",1
112,2023,250,"[0,7,8]",1
113,2024,250,"[1,6]",1
114,2025,250,"[2,4]",1
115,2026,250,"[3,5]",1
116,2027,250,"[0,7,8]",1
117,2028,250,"[1,6]",1
118,2029,250,"[2,4]",1
119,2030,250,"[3,5]",1
120,2031,250,"[0,7,8]",1
121,2032,250,"[1,6]",1
122,2033,250,"[2,4]",1
123,2034,250,"[3,5]",1
124,2035,250,"[0,7,8]",1
125,2036,250,"[1,6]",1
126,2037,250,"[2,4]",1
127,2038,250,"[3,5]",1
128,2039,250,"[0,7,8]",1
129,2040,250,"[1,6]",1
130,2041,250,"[2,4]",1
131,2042,250,"[3,5]",1
132,2043,250,"[0,7,8]",1
133,2044,250,"[1,6]",1
134,2045,250,"[2,4]",1
135,2046,250,"[3,5]",1
136,2047,250,"[0,7,8]",1
137,2048,250,"[1,6]",1
138,2049,250,"[2,4]",1
139,2050,250,"[3,5]",1
140,2051,250,"[0,7,8]",1
141,2052,250,"[1,6]",1
142,2053,250,"[2,4]",1
143,2054,250,"[3,5]",1
144,2055,250,"[0,7,8]",1
145,2056,250,"[1,6]",1
146,2057,250,"[2,4]",1
147,2058,250,"[3,5]",1
148,2059,250,"[0,7,8]",1
149,2060,250,"[1,6]",1
150,2061,250,"[2,4]",1
151,2062,250,"[3,5]",1
152,2063,250,"[0,7,8]",1
153,2064,250,"[1,6]",1
154,2065,250,"[2,4]",1
155,2066,250,"[3,5]",1
156,2067,250,"[0,7,8]",1
157,2068,250,"[1,6]",1
158,2069,250,"[2,4]",1
159,2070,250,"[3,5]",1
160,2071,250,"[0,7,8]",1
161,2072,250,"[1,6]",1
162,2073,250,"[2,4]",1
163,2074,250,"[3,5]",1
164,2075,250,"[0,7,8]",1
165,2076,250,"[1,6]",1
166,2077,250,"[2,4]",1
167,2078,250,"[3,5]",1
168,2079,250,"[0,7,8]",1
169,2080,250,"[1,6]",1
170,2081,250,"[2,4]",1
171,2082,250,"[3,5]",1
172,2083,250,"[0,7,8]",1
173,2084,250,"[1,6]",1
174,2085,250,"[2,4]",1
175,2086,250,"[3,5]",1
176,2087,250,"[0,7,8]",1
177,2088,250,"[1,6]",1
178,2089,250,"[2,4]",1
179,2090,250,"[3,5]",1
180,2091,250,"[0,7,8]",1
181,2092,250,"[1,6]",1
182,2093,250,"[2,4]",1
183,2094,250,"[3,5]",1
184,2095,250,"[0,7,8]",1
185,2096,250,"[1,6]",1
186,2097,250,"[2,4]",1
187,2098,250,"[3,5]",1
188,2099,250,"[0,7,8]",1
189,2100,250,"[1,6]",1
190,2101,250,"[2,4]",1
191,2102,250,"[3,5]",1
192,1911,250,"[0,7,8]",1
193,1912,250,"[1,6]",1
194,1913,250,"[2,4]",1
195,1914,250,"[3,5]",1
196,1855,125,"[0,7,8]",2
197,1856,125,"[1,6]",2
198,1857,125,"[2,4]",2
199,1858,125,"[3,5]",2
200,1859,125,"[0,7,8]",2
201,1860,125,"[1,6]",2
202,1861,125,"[2,4]",2
203,1862,125,"[3,5]",2
204,1863,125,"[0,7,8]",2
205,1864,125,"[1,6]",2
206,1865,125,"[2,4]",2
207,1866,125,"[3,5]",2
208,1867,125,"[0,7,8]",2
209,1868,125,"[1,6]",2
210,1869,125,"[2,4]",2
211,1870,125,"[3,5]",2
212,1871,125,"[0,7,8]",2
213,1872,125,"[1,6]",2
214,1873,125,"[2,4]",2
215,1874,125,"[3,5]",2
216,1875,125,"[0,7,8]",2
217,1876,125,"[1,6]",2
218,1877,125,"[2,4]",2
219,1878,125,"[3,5]",2
220,1879,125,"[0,7,8]",2
221,1880,125,"[1,6]",2
222,1881,125,"[2,4]",2
223,1882,125,"[3,5]",2
224,1883,125,"[0,7,8]",2
225,1884,125,"[1,6]",2
226,1885,125,"[2,4]",2
227,1886,125,"[3,5]",2
228,1887,125,"[0,7,8]",2
229,1888,125,"[1,6]",2
230,1889,125,"[2,4]",2
231,1890,125,"[3,5]",2
232,1891,125,"[0,7,8]",2
233,1892,125,"[1,6]",2
234,1893,125,"[2,4]",2
235,1894,125,"[3,5]",2
236,1895,125,"[0,7,8]",2
237,1896,125,"[1,6]",2
238,1897,125,"[2,4]",2
239,1898,125,"[3,5]",2
240,1899,125,"[0,7,8]",2
241,1900,125,"[1,6]",2
242,1901,125,"[2,4]",2
243,1902,125,"[3,5]",2
244,1903,125,"[0,7,8]",2
245,1904,125,"[1,6]",2
246,1905,125,"[2,4]",2
247,1906,125,"[3,5]",2
248,1907,125,"[0,7,8]",2
249,1908,125,"[1,6]",2
250,1909,125,"[2,4]",2
251,1910,125,"[3,5]",2
252,2109,0,"[0,1,2,3,4,5,6,7,8]",3
253,2110,125,"[0,7,8]",2
254,2111,125,"[1,6]",2
255,2112,125,"[2,4]",2
256,2113,125,"[3,5]",2
257,2114,125,"[0,7,8]",2
258,2115,125,"[1,6]",2
259,2116,125,"[2,4]",2
260,2117,125,"[3,5]",2
261,2118,250,"[0,7,8]",1
262,2119,250,"[1,6]",1
263,2120,250,"[2,4]",1
264,2121,250,"[3,5]",1
265,2122,250,"[0,7,8]",1
266,2123,250,"[1,6]",1
267,2124,250,"[2,4]",1
268,2125,250,"[3,5]",1
269,2126,250,"[0,7,8]",1
270,2127,250,"[1,6]",1
271,2128,250,"[2,4]",1
272,2129,250,"[3,5]",1
273,2130,250,"[0,7,8]",1
274,2131,250,"[1,6]",1
275,2132,250,"[2,4]",1
276,2133,250,"[3,5]",1
277,2134,250,"[0,7,8]",1
278,2135,250,"[1,6]",1
279,2136,250,"[2,4]",1
280,2137,250,"[3,5]",1
281,2138,250,"[0,7,8]",1
282,2139,250,"[1,6]",1
283,2140,250,"[2,4]",1
284,2141,250,"[3,5]",1
285,2142,250,"[0,7,8]",1
286,2143,250,"[1,6]",1
287,2144,250,"[2,4]",1
288,2145,250,"[3,5]",1
289,2146,250,"[0,7,8]",1
290,2147,250,"[1,6]",1
291,2148,250,"[2,4]",1
292,2149,250,"[3,5]",1
293,2150,250,"[0,7,8]",1
294,2151,250,"[1,6]",1
295,2152,250,"[2,4]",1
296,2153,250,"[3,5]",1
297,2154,250,"[0,7,8]",1
298,2155,250,"[1,6]",1
299,2156,250,"[2,4]",1
300,2157,250,"[3,5]",1
301,2158,250,"[0,7,8]",1
302,2159,250,"[1,6]",1
303,2160,250,"[2,4]",1
304,2161,250,"[3,5]",1
305,2162,250,"[0,7,8]",1
306,2163,250,"[1,6]",1
307,2164,250,"[2,4]",1
308,2165,250,"[3,5]",1
309,2166,250,"[0,7,8]",1
310,2167,250,"[1,6]",1
311,2168,250,"[2,4]",1
312,2169,250,"[3,5]",1
313,2170,250,"[0,7,8]",1
314,2171,250,"[1,6]",1
315,2172,250,"[2,4]",1
316,2173,250,"[3,5]",1
317,2174,250,"[0,7,8]",1
318,2175,250,"[1,6]",1
319,2176,250,"[2,4]",1
320,2177,250,"[3,5]",1
321,2178,250,"[0,7,8]",1
322,2179,250,"[1,6]",1
323,2180,250,"[2,4]",1
324,2181,250,"[3,5]",1
325,2182,250,"[0,7,8]",1
326,2183,250,"[1,6]",1
327,2184,250,"[2,4]",1
328,2185,250,"[3,5]",1
329,2186,250,"[0,7,8]",1
330,2187,250,"[1,6]",1
331,2188,250,"[2,4]",1
332,2189,250,"[3,5]",1
333,2190,250,"[0,7,8]",1
334,2191,250,"[1,6]",1
335,2192,250,"[2,4]",1
336,2193,250,"[3,5]",1
337,2194,250,"[0,7,8]",1
338,2195,250,"[1,6]",1
339,2196,250,"[2,4]",1
340,2197,250,"[3,5]",1
341,2198,250,"[0,7,8]",1
342,2199,250,"[1,6]",1
343,2200,250,"[2,4]",1
344,2201,250,"[3,5]",1
345,2202,250,"[0,7,8]",1
346,2203,250,"[1,6]",1
347,2204,250,"[2,4]",1
348,2205,250,"[3,5]",1
349,2206,250,"[0,7,8]",1
350,2207,250,"[1,6]",1
351,2208,250,"[2,4]",1
352,2209,250,"[3,5]",1
353,2210,250,"[0,7,8]",1
354,2211,250,"[1,6]",1
355,2212,250,"[2,4]",1
356,2213,250,"[3,5]",1
357,2214,250,"[0,7,8]",1
358,2215,250,"[1,6]",1
359,2216,250,"[2,4]",1
360,2217,250,"[3,5]",1
361,2218,250,"[0,7,8]",1
362,2219,250,"[1,6]",1
363,2220,250,"[2,4]",1
364,2221,250,"[3,5]",1
365,2222,250,"[0,7,8]",1
366,2223,250,"[1,6]",1
367,2224,250,"[2,4]",1
368,2225,250,"[3,5]",1
369,2226,250,"[0,7,8]",1
370,2227,250,"[1,6]",1
371,2228,250,"[2,4]",1
372,2229,250,"[3,5]",1
373,2230,250,"[0,7,8]",1
374,2231,250,"[1,6]",1
375,2232,250,"[2,4]",1
376,2233,250,"[3,5]",1
377,2234,250,"[0,7,8]",1
378,2235,250,"[1,6]",1
379,2236,250,"[2,4]",1
380,2237,250,"[3,5]",1
381,2238,250,"[0,7,8]",1
382,2239,250,"[1,6]",1
383,2240,250,"[2,4]",1
384,2241,250,"[3,5]",1
385,2242,250,"[0,7,8]",1
386,2243,250,"[1,6]",1
387,2244,250,"[2,4]",1
388,2245,250,"[3,5]",1
389,2246,250,"[0,7,8]",1
390,2247,250,"[1,6]",1
391,2248,250,"[2,4]",1
392,2249,250,"[3,5]",1
393,2250,250,"[0,7,8]",1
394,2251,250,"[1,6]",1
395,2252,250,"[2,4]",1
396,2253,250,"[3,5]",1
397,2254,250,"[0,7,8]",1
398,2255,250,"[1,6]",1
399,2256,250,"[2,4]",1
400,2257,250,"[3,5]",1
401,2258,250,"[0,7,8]",1
402,2259,250,"[1,6]",1
403,2260,250,"[2,4]",1
404,2261,250,"[3,5]",1
405,2262,250,"[0,7,8]",1
406,2263,250,"[1,6]",1
407,2264,250,"[2,4]",1
408,2265,250,"[3,5]",1
409,2266,250,"[0,7,8]",1
410,2267,250,"[1,6]",1
411,2268,250,"[2,4]",1
412,2269,250,"[3,5]",1
413,2270,250,"[0,7,8]",1
414,2271,250,"[1,6]",1
415,2272,250,"[2,4]",1
416,2273,250,"[3,5]",1
417,2274,250,"[0,7,8]",1
418,2275,250,"[1,6]",1
419,2276,250,"[2,4]",1
420,2277,250,"[3,5]",1
421,2278,250,"[0,7,8]",1
422,2279,250,"[1,6]",1
423,2280,250,"[2,4]",1
424,2281,250,"[3,5]",1
425,2282,250,"[0,7,8]",1
426,2283,250,"[1,6]",1
427,2284,250,"[2,4]",1
428,2285,250,"[3,5]",1
429,2286,250,"[0,7,8]",1
430,2287,250,"[1,6]",1
431,2288,250,"[2,4]",1
432,2289,250,"[3,5]",1
433,2290,250,"[0,7,8]",1
434,2291,250,"[1,6]",1
435,2292,250,"[2,4]",1
436,2293,250,"[3,5]",1
437,2294,250,"[0,7,8]",1
438,2295,250,"[1,6]",1
439,2296,250,"[2,4]",1
440,2297,250,"[3,5]",1
441,2298,250,"[0,7,8]",1
442,2299,250,"[1,6]",1
443,2300,250,"[2,4]",1
444,2301,250,"[3,5]",1
445,2302,250,"[0,7,8]",1
446,2303,250,"[1,6]",1
447,2304,250,"[2,4]",1
448,2305,250,"[3,5]",1
449,2306,250,"[0,7,8]",1
450,2307,250,"[1,6]",1
451,2308,250,"[2,4]",1
452,2309,250,"[3,5]",1
453,2310,250,"[0,7,8]",1
454,2311,250,"[1,6]",1
455,2312,250,"[2,4]",1
456,2313,250,"[3,5]",1
457,2314,250,"[0,7,8]",1
458,2315,250,"[1,6]",1
459,2316,250,"[2,4]",1
460,2317,250,"[3,5]",1
461,2318,250,"[0,7,8]",1
462,2319,250,"[1,6]",1
463,2320,250,"[2,4]",1
464,2321,250,"[3,5]",1
465,2322,250,"[0,7,8]",1
466,2323,250,"[1,6]",1
467,2324,250,"[2,4]",1
468,2325,250,"[3,5]",1
469,2326,250,"[0,7,8]",1
470,2327,250,"[1,6]",1
471,2328,250,"[2,4]",1
472,2329,250,"[3,5]",1
473,2330,250,"[0,7,8]",1
474,2331,250,"[1,6]",1
475,2332,250,"[2,4]",1
476,2333,250,"[3,5]",1
