"rownum","Id","Tier","Mod","NodeSpawnLocation","Tags","Icon","Type","Achievements"
42,"AddedPhysicalLowLightningConvert",3,33426,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
43,"AddedPhysicalLowLightningConvert",4,33427,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
44,"AddedPhysicalLowLightningConvert",5,33428,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
45,"AddedPhysical2hLowLightningConvert",1,33429,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
46,"AddedPhysical2hLowLightningConvert",2,33430,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
47,"AddedPhysical2hLowLightningConvert",3,33431,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
48,"AddedPhysical2hLowLightningConvert",4,33432,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
49,"AddedPhysical2hLowLightningConvert",5,33433,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
50,"AddedPhysicalLowChaosConvert",1,33434,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
51,"AddedPhysicalLowChaosConvert",2,33435,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
52,"AddedPhysicalLowChaosConvert",3,33436,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
53,"AddedPhysicalLowChaosConvert",4,33437,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
54,"AddedPhysicalLowChaosConvert",5,33438,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
55,"AddedPhysical2hLowChaosConvert",1,33439,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
56,"AddedPhysical2hLowChaosConvert",2,33440,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
57,"AddedPhysical2hLowChaosConvert",3,33441,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
58,"AddedPhysical2hLowChaosConvert",4,33442,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
59,"AddedPhysical2hLowChaosConvert",5,33443,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
60,"AddedPhysicalLowRandomElementConvert",1,33444,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
61,"AddedPhysicalLowRandomElementConvert",2,33445,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
62,"AddedPhysicalLowRandomElementConvert",3,33446,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
63,"AddedPhysicalLowRandomElementConvert",4,33447,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
64,"AddedPhysicalLowRandomElementConvert",5,33448,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
65,"AddedPhysical2hLowRandomElementConvert",1,33449,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
66,"AddedPhysical2hLowRandomElementConvert",2,33450,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
67,"AddedPhysical2hLowRandomElementConvert",3,33451,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
68,"AddedPhysical2hLowRandomElementConvert",4,33452,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
69,"AddedPhysical2hLowRandomElementConvert",5,33453,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
70,"AddedPhysicalLowBleedChance",1,33454,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
71,"AddedPhysicalLowBleedChance",2,33455,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
72,"AddedPhysicalLowBleedChance",3,33456,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
73,"AddedPhysicalLowBleedChance",4,33457,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
74,"AddedPhysicalLowBleedChance",5,33458,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
75,"AddedPhysical2hLowBleedChance",1,33459,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
76,"AddedPhysical2hLowBleedChance",2,33460,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
77,"AddedPhysical2hLowBleedChance",3,33461,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
78,"AddedPhysical2hLowBleedChance",4,33462,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
79,"AddedPhysical2hLowBleedChance",5,33463,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
80,"AddedPhysicalLowImpaleChance",1,33464,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
81,"AddedPhysicalLowImpaleChance",2,33465,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
82,"AddedPhysicalLowImpaleChance",3,33466,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
83,"AddedPhysicalLowImpaleChance",4,33467,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
84,"AddedPhysicalLowImpaleChance",5,33468,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
85,"AddedPhysical2hLowImpaleChance",1,33469,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
86,"AddedPhysical2hLowImpaleChance",2,33470,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
87,"AddedPhysical2hLowImpaleChance",3,33471,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
88,"AddedPhysical2hLowImpaleChance",4,33472,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
89,"AddedPhysical2hLowImpaleChance",5,33473,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
90,"AddedFireHighReducedAttackSpeed",1,33474,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
91,"AddedFireHighReducedAttackSpeed",2,33475,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
92,"AddedFireHighReducedAttackSpeed",3,33476,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
93,"AddedFireHighReducedAttackSpeed",4,33477,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
94,"AddedFireHighReducedAttackSpeed",5,33478,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
95,"AddedFire2hHighReducedAttackSpeed",1,33479,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
96,"AddedFire2hHighReducedAttackSpeed",2,33480,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
97,"AddedFire2hHighReducedAttackSpeed",3,33481,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
98,"AddedFire2hHighReducedAttackSpeed",4,33482,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
99,"AddedFire2hHighReducedAttackSpeed",5,33483,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
100,"AddedFire",1,33484,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
101,"AddedFire",2,33485,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
102,"AddedFire",3,33486,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
103,"AddedFire",4,33487,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
104,"AddedFire",5,33488,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
105,"AddedFire2h",1,33489,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
106,"AddedFire2h",2,33490,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
107,"AddedFire2h",3,33491,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
108,"AddedFire2h",4,33492,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
109,"AddedFire2h",5,33493,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
110,"AddedFireLowIgniteChance",1,33494,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
111,"AddedFireLowIgniteChance",2,33495,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
112,"AddedFireLowIgniteChance",3,33496,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
113,"AddedFireLowIgniteChance",4,33497,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
114,"AddedFireLowIgniteChance",5,33498,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
115,"AddedFire2hLowIgniteChance",1,33499,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
116,"AddedFire2hLowIgniteChance",2,33500,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
117,"AddedFire2hLowIgniteChance",3,33501,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
118,"AddedFire2hLowIgniteChance",4,33502,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
119,"AddedFire2hLowIgniteChance",5,33503,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
120,"AddedFireLowImplicitEffect",1,33504,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
121,"AddedFireLowImplicitEffect",2,33505,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
122,"AddedFireLowImplicitEffect",3,33506,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
123,"AddedFireLowImplicitEffect",4,33507,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
124,"AddedFireLowImplicitEffect",5,33508,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
125,"AddedFire2hLowImplicitEffect",1,33509,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
126,"AddedFire2hLowImplicitEffect",2,33510,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
127,"AddedFire2hLowImplicitEffect",3,33511,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
128,"AddedFire2hLowImplicitEffect",4,33512,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
129,"AddedFire2hLowImplicitEffect",5,33513,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
130,"AddedColdHighCannotChill",1,33514,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
131,"AddedColdHighCannotChill",2,33515,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
132,"AddedColdHighCannotChill",3,33516,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
133,"AddedColdHighCannotChill",4,33517,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
134,"AddedColdHighCannotChill",5,33518,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
135,"AddedCold2hHighCannotChill",1,33519,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
136,"AddedCold2hHighCannotChill",2,33520,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
137,"AddedCold2hHighCannotChill",3,33521,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
138,"AddedCold2hHighCannotChill",4,33522,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
139,"AddedCold2hHighCannotChill",5,33523,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
140,"AddedCold",1,33524,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
141,"AddedCold",2,33525,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
142,"AddedCold",3,33526,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
143,"AddedCold",4,33527,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
144,"AddedCold",5,33528,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
145,"AddedCold2h",1,33529,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
146,"AddedCold2h",2,33530,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
147,"AddedCold2h",3,33531,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
148,"AddedCold2h",4,33532,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
149,"AddedCold2h",5,33533,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
150,"AddedColdLowFreezeChance",1,33534,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
151,"AddedColdLowFreezeChance",2,33535,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
152,"AddedColdLowFreezeChance",3,33536,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
153,"AddedColdLowFreezeChance",4,33537,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
154,"AddedColdLowFreezeChance",5,33538,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
155,"AddedCold2hLowFreezeChance",1,33539,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
156,"AddedCold2hLowFreezeChance",2,33540,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
157,"AddedCold2hLowFreezeChance",3,33541,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
158,"AddedCold2hLowFreezeChance",4,33542,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
159,"AddedCold2hLowFreezeChance",5,33543,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
160,"AddedColdLowAttackSpeed",1,33544,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
161,"AddedColdLowAttackSpeed",2,33545,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
162,"AddedColdLowAttackSpeed",3,33546,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
163,"AddedColdLowAttackSpeed",4,33547,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
164,"AddedColdLowAttackSpeed",5,33548,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
165,"AddedCold2hLowAttackSpeed",1,33549,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
166,"AddedCold2hLowAttackSpeed",2,33550,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
167,"AddedCold2hLowAttackSpeed",3,33551,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
168,"AddedCold2hLowAttackSpeed",4,33552,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
169,"AddedCold2hLowAttackSpeed",5,33553,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
170,"AddedLightningHighIncreasedDamageTaken",1,33554,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
171,"AddedLightningHighIncreasedDamageTaken",2,33555,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
172,"AddedLightningHighIncreasedDamageTaken",3,33556,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
173,"AddedLightningHighIncreasedDamageTaken",4,33557,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
174,"AddedLightningHighIncreasedDamageTaken",5,33558,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
175,"AddedLightning2hHighIncreasedDamageTaken",1,33559,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
176,"AddedLightning2hHighIncreasedDamageTaken",2,33560,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
177,"AddedLightning2hHighIncreasedDamageTaken",3,33561,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
178,"AddedLightning2hHighIncreasedDamageTaken",4,33562,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
179,"AddedLightning2hHighIncreasedDamageTaken",5,33563,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
180,"AddedLightning",1,33564,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
181,"AddedLightning",2,33565,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
182,"AddedLightning",3,33566,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
183,"AddedLightning",4,33567,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
184,"AddedLightning",5,33568,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
185,"AddedLightning2h",1,33569,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
186,"AddedLightning2h",2,33570,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
187,"AddedLightning2h",3,33571,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
188,"AddedLightning2h",4,33572,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
189,"AddedLightning2h",5,33573,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
190,"AddedLightningLowShockChance",1,33574,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
191,"AddedLightningLowShockChance",2,33575,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
192,"AddedLightningLowShockChance",3,33576,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
193,"AddedLightningLowShockChance",4,33577,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
194,"AddedLightningLowShockChance",5,33578,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
195,"AddedLightning2hLowShockChance",1,33579,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
196,"AddedLightning2hLowShockChance",2,33580,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
197,"AddedLightning2hLowShockChance",3,33581,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
198,"AddedLightning2hLowShockChance",4,33582,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
199,"AddedLightning2hLowShockChance",5,33583,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
200,"AddedLightningLowCriticalStrikeChance",1,33584,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
201,"AddedLightningLowCriticalStrikeChance",2,33585,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
202,"AddedLightningLowCriticalStrikeChance",3,33586,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
203,"AddedLightningLowCriticalStrikeChance",4,33587,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
204,"AddedLightningLowCriticalStrikeChance",5,33588,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
205,"AddedLightning2hLowCriticalStrikeChance",1,33589,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
206,"AddedLightning2hLowCriticalStrikeChance",2,33590,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
207,"AddedLightning2hLowCriticalStrikeChance",3,33591,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
208,"AddedLightning2hLowCriticalStrikeChance",4,33592,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
209,"AddedLightning2hLowCriticalStrikeChance",5,33593,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
210,"AddedChaosHighReducedLife",1,33594,[1],[4],"Art/2DArt/SkillIcons/passives/AttackPoisonNotable.dds",0,[]
211,"AddedChaosHighReducedLife",2,33595,[1],[4],"Art/2DArt/SkillIcons/passives/AttackPoisonNotable.dds",0,[]
