"rownum","i32_0","string_4","rid_12"
115,120,"Metadata/Terrain/Beach/Town_v2/v2_noticeboard.ao",85
116,121,"Metadata/Terrain/Doodads/Encampment/notice_board_pvp_v01_01.ao",85
117,122,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack2.ao",85
118,123,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack4.ao",85
119,124,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack3.ao",85
120,125,"Metadata/Terrain/Doodads/Encampment/rhoahunted_v01_01.ao",85
121,126,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_1.ao",85
122,127,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave04_02.ao",85
123,128,"Metadata/Terrain/Doodads/Encampment/barrels_v01_05.ao",85
124,129,"Metadata/NPC/Act1/Wounded4.ao",85
125,130,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female3.ao",85
126,131,"Metadata/NPC/Wounded/Wounded2_1.ao",85
127,132,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male2_1.ao",85
128,133,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_1.ao",85
129,134,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionTable01_02.ao",85
130,135,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave03_01.ao",85
131,136,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_2.ao",85
132,137,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoundedSlave04_03.ao",85
133,138,"Metadata/Terrain/Doodads/Encampment/fishstand_v02_01.ao",85
134,139,"Metadata/NPC/Wounded/Wounded2_2.ao",85
135,140,"Metadata/NPC/Act1/Wounded1.ao",85
136,141,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBuckets01_01.ao",85
137,142,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionJollySack03_01.ao",85
138,143,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_1.ao",85
139,144,"Metadata/NPC/Wounded/Wounded2_7_man.ao",85
140,145,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female3b.ao",85
141,146,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_3.ao",85
142,147,"Metadata/Terrain/Doodads/Beach/dead_seagull_v01_01.ao",85
143,148,"Metadata/Terrain/Doodads/Beach/beach_driftwood_pile_01.ao",85
144,149,"Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_03.ao",85
145,150,"Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_05.ao",85
146,151,"Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_08.ao",85
147,152,"Metadata/Terrain/Doodads/Beach/planks_damaged_v01_01.ao",85
148,153,"Metadata/Terrain/Doodads/Beach/beach_driftwood_small_01.ao",85
149,154,"Metadata/Terrain/Doodads/Forest/Tents/forest_unique_tent_01.ao",102
150,155,"Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/tablecandlestick_rig.ao",102
151,156,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBarrels01_01.ao",102
152,157,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWagon02_01.ao",102
153,158,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionJollySack02_01.ao",102
154,159,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionTable01_02.ao",102
155,160,"Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_13_beachwall13.ao",102
156,161,"Metadata/Terrain/Doodads/Beach/BeachWalls/beachtownwall01.ao",102
157,162,"Metadata/Terrain/Doodads/RuinedCity/AxisSupplies/axis_supply_crate_v03_02.ao",102
158,163,"Metadata/Terrain/Doodads/Encampment/notice_board_pvp_v01_01.ao",102
159,164,"Metadata/Terrain/Beach/Town_v2/v2_noticeboard.ao",102
160,165,"Metadata/Terrain/Doodads/Encampment/chest_v01_01.ao",102
161,166,"Metadata/Terrain/Doodads/Encampment/guildstash_v01_01.ao",102
162,168,"Metadata/Terrain/Doodads/RuinedCity/AxisSupplies/axis_supply_crate_v03_02.ao",102
163,169,"Metadata/Terrain/Doodads/Encampment/firewood_02.ao",102
164,170,"Metadata/Terrain/Doodads/Encampment/barrels_v01_01.ao",102
165,171,"Metadata/Terrain/Doodads/RuinedCity/AxisSupplies/axis_supply_crate_v05_01.ao",102
166,172,"Metadata/Terrain/Doodads/Forest/bush_v02_05.ao",102
167,173,"Metadata/Terrain/Doodads/Encampment/camparch01.ao",102
168,174,"Metadata/Terrain/Doodads/Forest/Forrest_bridgeconnection01.ao",102
169,175,"Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_skin_roll.ao",102
170,176,"Metadata/Terrain/Doodads/Forest/Tents/forest_unique_tent_03.ao",102
171,177,"Metadata/Terrain/Doodads/Forest/bush_v02_08.ao",102
172,178,"Metadata/Terrain/Doodads/Encampment/sittinglog_v01_06.ao",102
173,179,"Metadata/Terrain/Doodads/Encampment/sittinglog_v01_02.ao",102
174,180,"Metadata/Terrain/Doodads/Encampment/cart_destroyed_v01_01.ao",102
175,181,"Metadata/Terrain/Doodads/LabyrinthSetDressing/stray_darts_06.ao",102
176,182,"Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_skin_blanket1.ao",102
177,183,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionTable01_02.ao",119
178,184,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWrappedWeapons02_01.ao",119
179,185,"Metadata/Terrain/Doodads/Encampment/guildstash_v01_01.ao",119
180,186,"Metadata/Terrain/Doodads/Encampment/chest_v01_01.ao",119
181,187,"Metadata/NPC/Act3/Wounded_fishing.ao",119
182,188,"Metadata/Terrain/Doodads/Encampment/notice_board_pvp_v01_01.ao",119
183,189,"Metadata/NPC/Act3/Wounded4_1.ao",119
184,190,"Metadata/Terrain/Doodads/SarnTown/Panadauns04.ao",119
185,191,"Metadata/Terrain/RuinedCity/Special/Town/Part2_SarnTown_01_01_animated_firepit01.ao",119
186,192,"Metadata/NPC/Act8/Tolman.ao",119
187,193,"Metadata/NPC/Act3/Wounded2.ao",119
188,194,"Metadata/Terrain/Doodads/SarnTown/Panadauns02.ao",119
189,195,"Metadata/NPC/Act3/Wounded1.ao",119
190,196,"Metadata/NPC/Act3/Wounded3_1.ao",119
191,197,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBasket01_01.ao",119
192,198,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBarrels02_01.ao",119
193,199,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWagon01_01.ao",119
194,200,"Metadata/NPC/Act3/Wounded3_2.ao",119
195,201,"Metadata/Terrain/RuinedCity/Special/Town/Part2_SarnTown_01_01_animated_firepit05.ao",119
196,202,"Metadata/Terrain/Doodads/Act8/Toxic/toxic_lilly_6.ao",119
197,203,"Metadata/Terrain/Doodads/Act8/Toxic/toxic_lilly_1.ao",119
198,204,"Metadata/Terrain/Doodads/Act8/Toxic/toxic_lilly_3.ao",119
199,205,"Metadata/Terrain/Doodads/Act8/Toxic/toxic_lilly_2.ao",119
200,206,"Metadata/Terrain/Doodads/Act8/Toxic/toxic_lilly_4.ao",119
201,207,"Metadata/Terrain/Doodads/Act8/Toxic/toxic_lilly_5.ao",119
202,208,"Metadata/Terrain/Doodads/Act8/NonToxic/nontoxic_lilly_1.ao",119
203,209,"Metadata/Terrain/Doodads/Act8/NonToxic/nontoxic_lilly_2.ao",119
204,210,"Metadata/Terrain/Doodads/Act8/NonToxic/nontoxic_lilly_3.ao",119
205,211,"Metadata/Terrain/Doodads/Act8/NonToxic/nontoxic_lilly_4.ao",119
206,212,"Metadata/Terrain/Doodads/Act8/NonToxic/nontoxic_lilly_5.ao",119
207,213,"Metadata/Terrain/Doodads/Act8/NonToxic/nontoxic_lilly_6.ao",119
208,214,"Metadata/Terrain/Doodads/SarnTown/act3town_supplies.ao",119
209,215,"Metadata/Terrain/Doodads/Encampment/chest_v01_01.ao",137
210,216,"Metadata/Terrain/Doodads/Encampment/guildstash_v01_01.ao",137
211,217,"Metadata/Terrain/RuinedCity/Special/Town/Act3_town_01_01_noticeboard.ao",137
212,218,"Metadata/Terrain/Doodads/Encampment/notice_board_pvp_v01_01.ao",137
213,220,"Metadata/Terrain/Mountain/Special/Town_act9/act9_town_v01_01_stall02.ao",137
214,221,"Metadata/Terrain/Mountain/Special/Town_act9/act9_town_v01_01_stall03.ao",137
215,222,"Metadata/Terrain/Mountain/Special/Town_act9/act9_town_v01_01_stall01.ao",137
216,223,"Metadata/Terrain/Mountain/Special/Town_act9/act9_town_v01_01_stall04.ao",137
217,224,"Metadata/Terrain/Doodads/RuinedCity/Marble/marble_slabs_v02_02.ao",137
218,225,"Metadata/Terrain/Doodads/RuinedCity/Marble/marble_gibs_v01_012.ao",137
219,226,"Metadata/Terrain/Doodads/RuinedCity/Marble/marble_slabs_v01_10.ao",137
220,227,"Metadata/Terrain/Doodads/RuinedCity/Marble/marble_slabs_v01_15.ao",137
221,228,"Metadata/Terrain/Doodads/Act4/Town/largepillar_clipped.ao",137
222,229,"Metadata/Terrain/Doodads/RuinedCity/Marble/marble_slabs_v01_09.ao",137
223,230,"Metadata/Terrain/Doodads/RuinedCity/Marble/marble_slabs_v01_06.ao",137
224,231,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWagon01_01.ao",137
225,232,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWrappedWeapons01_01.ao",137
226,233,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBarrels01_01.ao",137
227,234,"Metadata/NPC/Act4/MarakethBirdArmoured.ao",137
228,235,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBench01_01.ao",137
229,236,"Metadata/NPC/Act4/forkman.ao",137
230,237,"Metadata/NPC/Act4/MarakethBird.ao",137
231,238,"Metadata/Terrain/Mountain/Special/Town_act9/act9_town_v01_01_bamboo03.ao",137
232,239,"Metadata/Terrain/Mountain/Special/Town_act9/act9_town_v01_01_bamboo04.ao",137
233,240,"Metadata/Effects/Environment/Lights/Prison/torcheffectnolight.ao",137
234,241,"Metadata/Critters/PeacockFemale/PeacockFemale.ao",137
235,242,"Metadata/Critters/Lemur/Lemur.ao",137
236,243,"Metadata/Terrain/Doodads/Act4/Town/lanternhang.ao",137
237,245,"Metadata/Terrain/Doodads/Act5/Theopolis/CathedralRoof/BlackCat.ao",149
238,246,"Metadata/Terrain/Doodads/Act4/CrumbledEncampment/Crumbled_Boxes_V01_01.ao",149
239,247,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/snow_v01_01.ao",149
240,248,"Metadata/Terrain/Doodads/Encampment/barrels_v01_02.ao",149
241,249,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWrappedWeapons01_01.ao",149
242,250,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionJollySack02_01.ao",149
243,251,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWagon02_01.ao",149
244,252,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBarrels02_01.ao",149
245,253,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWrappedWeapons02_01.ao",149
246,254,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/chitus_debris_06.ao",149
247,255,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/snow_v04_01.ao",149
248,256,"Metadata/Terrain/Doodads/Encampment/notice_board_pvp_v01_01.ao",149
249,257,"Metadata/Terrain/Beach/Town_v2/v2_noticeboard.ao",149
250,258,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/snowThin_v01_05.ao",149
251,259,"Metadata/Terrain/Doodads/Act5/Theopolis/WinterFoliage/snowTree_fenced_01_04.ao",149
252,260,"Metadata/Terrain/Doodads/Act5/Theopolis/CathedralRoof/cathedralroof_masonry1.ao",149
253,261,"Metadata/Terrain/Doodads/Act5/Theopolis/CathedralRoof/cathedralroof_debris_02.ao",149
254,262,"Metadata/Terrain/Doodads/Forest/ChurchRuins/churchpot05.ao",149
255,263,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Statue03.ao",149
256,264,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/Statue04.ao",149
257,265,"Metadata/Terrain/Doodads/Act5/Theopolis/Scaffold/wood_construction_v01_05.ao",149
258,266,"Metadata/Terrain/Doodads/Encampment/chest_v01_01.ao",149
259,267,"Metadata/Terrain/Doodads/Encampment/guildstash_v01_01.ao",149
260,268,"Metadata/Terrain/Doodads/Encampment/barrels_v01_01.ao",149
261,269,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/snow_v03_01.ao",149
262,270,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/snow_v07_01.ao",149
263,271,"Metadata/Terrain/Doodads/Act5/Theopolis/OriathSquare/snowThin_v01_02.ao",149
264,272,"Metadata/Terrain/Doodads/Act4/Plateau/ropes.ao",149
265,273,"Metadata/Terrain/Doodads/Act11/SpikeArray03.ao",167
266,274,"Metadata/Terrain/Doodads/Act11/SpikeArray01.ao",167
267,275,"Metadata/Terrain/Doodads/Act11/SpikeArray02.ao",167
268,276,"Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_04.ao",167
269,277,"Metadata/Terrain/Doodads/Leagues/Harvest/BionicStructures/BioStructure9_2.ao",167
270,278,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_03.ao",167
271,279,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_tube_liquid_2.ao",167
272,280,"Metadata/Terrain/Doodads/Leagues/Harvest/BionicStructures/BioStructure6_G2.ao",167
273,281,"Metadata/Terrain/Doodads/Leagues/Harvest/BionicStructures/BioStructure8.ao",167
274,282,"Metadata/Terrain/Doodads/Leagues/Harvest/BionicStructures/BiomassSmall_G1.ao",167
275,283,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/sheet_furniture_v01_07.ao",167
276,284,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/sheet_furniture_v01_06.ao",167
277,285,"Metadata/Terrain/Doodads/Leagues/Synthesis/DeviceKit_01.ao",167
278,286,"Metadata/Terrain/Doodads/IncaDungeon/IncaBlock_03.ao",167
279,287,"Metadata/Chests/LegionChests/KaruiChestEpicNoCrystal.ao",167
280,288,"Metadata/Chests/LegionChests/KaruiChestNoCrystal.ao",167
281,289,"Metadata/Terrain/Doodads/Leagues/Legion/CrystalCluster_05.ao",167
282,290,"Metadata/Terrain/Doodads/Leagues/Legion/CrystalCluster_04.ao",167
283,291,"Metadata/Chests/LegionChests/VaalChestEpicNoCrystal.ao",167
284,292,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/sheet_pile_v01_01.ao",167
285,293,"Metadata/Terrain/Doodads/Leagues/Betrayal/Evidence_VDrawers_03.ao",167
286,294,"Metadata/Terrain/Doodads/Leagues/Betrayal/Skullmother_Statue.ao",167
287,295,"Metadata/Terrain/Doodads/Leagues/Delve/AbyssalCity/AbyssalCity_brazier_fire_v01_03.ao",167
288,296,"Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_01.ao",167
289,297,"Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest03.ao",167
290,298,"Metadata/Chests/LeagueExpedition/ExpeditionBuried/LeagueBuriedChest01.ao",167
291,299,"Metadata/Terrain/Doodads/Leagues/Betrayal/DjinnRelicCase_07.ao",167
292,300,"Metadata/Chests/SynthesisChests/SynthesisVaseMedium.ao",167
293,301,"Metadata/Terrain/Doodads/Leagues/Synthesis/DeviceKit_03.ao",167
294,302,"Metadata/Terrain/Doodads/Leagues/Synthesis/DeviceKit_04.ao",167
295,303,"Metadata/Terrain/Doodads/RuinedCity/Library/library_book_pile_v01_01.ao",167
296,304,"Metadata/Terrain/Doodads/Leagues/Synthesis/MapDesk_02.ao",167
297,305,"Metadata/Terrain/Doodads/Leagues/Synthesis/MapDesk_03.ao",167
298,306,"Metadata/Terrain/Doodads/Leagues/Synthesis/LionStatue_03.ao",167
299,307,"Metadata/Terrain/Doodads/Leagues/Synthesis/DeviceKit_01.ao",167
300,308,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_06.ao",167
301,309,"Metadata/Terrain/Doodads/Leagues/Synthesis/MapDesk_04.ao",167
302,310,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/sheet_furniture_v01_07.ao",167
303,311,"Metadata/Terrain/Doodads/Act11/crossbow.ao",167
304,312,"Metadata/Terrain/Doodads/Act11/Guards/SpearShieldWasteland.ao",167
305,313,"Metadata/Terrain/Doodads/Act11/Guards/BlackguardAttention.ao",167
306,314,"Metadata/Terrain/Doodads/Act11/Guards/SwordMale.ao",167
307,315,"Metadata/Terrain/Doodads/Act11/arms_supply_crate_v04_01.ao",167
308,316,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/AttackDummyArrowed.ao",167
309,317,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/AttackDummy.ao",167
310,318,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/AttackDummyScorched.ao",167
311,319,"Metadata/Terrain/Doodads/Act4/Town/weaponrack_3.ao",167
