"rownum","Id","AlternateTreeVersionsKey","SpawnWeight","StatsKeys","Stat1Min","Stat1Max","i32_52","i32_56","i32_60","i32_64","PassiveType","i32_84"
48,"karui_notable_add_fire_resistance",2,100,[146],20,20,0,0,0,0,[3],0
49,"karui_notable_add_melee_damage",2,100,[1367],20,20,0,0,0,0,[3],0
50,"karui_notable_add_damage_from_crits",2,100,[97],10,10,0,0,0,0,[3],0
51,"karui_notable_add_melee_crit_chance",2,100,[1360],30,30,0,0,0,0,[3],0
52,"karui_notable_add_burning_damage",2,100,[211],20,20,0,0,0,0,[3],0
53,"karui_notable_add_totem_damage",2,70,[1826],20,20,0,0,0,0,[3],0
54,"karui_notable_add_melee_crit_multi",2,70,[1299],15,15,0,0,0,0,[3],0
55,"karui_notable_add_physical_damage",2,70,[26],20,20,0,0,0,0,[3],0
56,"karui_notable_add_warcry_buff_effect",2,70,[5623],8,8,0,0,0,0,[3],0
57,"karui_notable_add_totem_placement_speed",2,70,[1348],12,12,0,0,0,0,[3],0
58,"karui_notable_add_stun_duration",2,70,[342],20,20,0,0,0,0,[3],0
59,"karui_notable_add_faster_burn",2,40,[1334],10,10,0,0,0,0,[3],0
60,"karui_notable_add_reduced_stun_threshold",2,40,[108],10,10,0,0,0,0,[3],0
61,"karui_notable_add_physical_added_as_fire",2,40,[449],5,5,0,0,0,0,[3],0
62,"karui_notable_add_physical_taken_as_fire",2,40,[20829],1,1,0,0,0,0,[3],0
63,"karui_notable_add_endurance_charge_on_kill",2,15,[3939],5,5,0,0,0,0,[3],0
64,"karui_notable_add_intimidate",2,15,[8319],10,10,0,0,0,0,[3],0
65,"maraketh_attribute_dex",3,100,[581],2,2,0,0,0,0,[1],0
66,"maraketh_small_dex",3,100,[581],4,4,0,0,0,0,[2],0
67,"maraketh_notable_add_dexterity",3,100,[581],20,20,0,0,0,0,[3],0
68,"maraketh_notable_add_percent_dexterity",3,100,[2075],5,5,0,0,0,0,[3],0
69,"maraketh_notable_add_evasion",3,100,[120],20,20,0,0,0,0,[3],0
70,"maraketh_notable_add_flask_charges",3,100,[462],10,10,0,0,0,0,[3],0
71,"maraketh_notable_add_speed",3,70,[1949],5,5,0,0,0,0,[3],0
72,"maraketh_notable_add_life",3,100,[125],4,4,0,0,0,0,[3],0
73,"maraketh_notable_add_blind",3,100,[976],5,5,0,0,0,0,[3],0
74,"maraketh_notable_add_movement_speed",3,100,[179],5,5,0,0,0,0,[3],0
75,"maraketh_notable_add_cold_resistance",3,100,[148],20,20,0,0,0,0,[3],0
76,"maraketh_notable_add_projectile_damage",3,100,[500],20,20,0,0,0,0,[3],0
77,"maraketh_notable_add_ailment_avoid",3,100,[6199],20,20,0,0,0,0,[3],0
78,"maraketh_notable_add_global_crit_chance",3,100,[556],25,25,0,0,0,0,[3],0
79,"maraketh_notable_add_poison_damage",3,100,[3421],20,20,0,0,0,0,[3],0
80,"maraketh_notable_add_minion_damage",3,70,[490],20,20,0,0,0,0,[3],0
81,"maraketh_notable_add_accuracy",3,70,[84],5,5,0,0,0,0,[3],0
82,"maraketh_notable_add_elemental_damage",3,70,[488],20,20,0,0,0,0,[3],0
83,"maraketh_notable_add_aura_effect",3,40,[3899],8,8,0,0,0,0,[3],0
84,"maraketh_notable_add_minion_movement_speed",3,70,[619],15,15,0,0,0,0,[3],0
85,"maraketh_notable_add_ailment_duration",3,70,[2709],10,10,0,0,0,0,[3],0
86,"maraketh_notable_add_faster_poison",3,40,[9224],10,10,0,0,0,0,[3],0
87,"maraketh_notable_add_ailment_effect",3,70,[6426],10,10,0,0,0,0,[3],0
88,"maraketh_notable_add_physical_added_as_cold",3,40,[450],5,5,0,0,0,0,[3],0
89,"maraketh_notable_add_flask_effect",3,40,[12265],25,25,0,0,0,0,[3],0
90,"maraketh_notable_add_frenzy_charge_on_kill",3,15,[1358],5,5,0,0,0,0,[3],0
91,"maraketh_notable_add_onslaught",3,15,[1410],8000,8000,0,0,0,0,[3],0
92,"templar_small_devotion",4,100,[9760],5,5,0,0,0,0,[2],0
93,"templar_notable_devotion",4,100,[9760],5,5,0,0,0,0,[3],0
94,"kalguuran_small_ward",6,100,[14544],2,2,0,0,0,0,[2],0
95,"kalguuran_attribute_ward",6,100,[14544],1,1,0,0,0,0,[1],0
96,"abyss_murderous_notable_1",7,500,[124],21,30,0,0,0,0,[3],0
97,"abyss_murderous_notable_2",7,500,[576],12,16,0,0,0,0,[3],0
98,"abyss_murderous_notable_3",7,500,[607],6,8,0,0,0,0,[3],0
99,"abyss_murderous_notable_4",7,500,[146],12,15,0,0,0,0,[3],0
100,"abyss_murderous_notable_5",7,500,[142],6,8,0,0,0,0,[3],0
101,"abyss_murderous_notable_6",7,500,[70],3,5,0,0,0,0,[3],0
102,"abyss_murderous_notable_7",7,500,[126],540,960,0,0,0,0,[3],0
103,"abyss_murderous_notable_8",7,500,[6913],3,8,0,0,0,0,[3],0
104,"abyss_murderous_notable_9",7,500,[194],31,40,0,0,0,0,[3],0
105,"abyss_murderous_notable_10",7,500,[6199],21,30,0,0,0,0,[3],0
106,"abyss_murderous_notable_11",7,500,[116],61,100,0,0,0,0,[3],0
107,"abyss_murderous_notable_12",7,500,[8590],3,5,0,0,0,0,[3],0
108,"abyss_murderous_notable_13",7,500,[6891],15,20,0,0,0,0,[3],0
109,"abyss_murderous_notable_14",7,500,[6904],30,60,0,0,0,0,[3],0
110,"abyss_murderous_notable_15",7,500,[3475],3,4,0,0,0,0,[3],0
111,"abyss_murderous_notable_16",7,500,[12436],4,5,0,0,0,0,[3],0
112,"abyss_murderous_notable_17",7,500,[12441],10,10,0,0,0,0,[3],0
113,"abyss_murderous_notable_18",7,500,"[6774,6775]",5,6,7,8,0,0,[3],0
114,"abyss_murderous_notable_19",7,500,"[6776,6777]",5,6,7,8,0,0,[3],0
115,"abyss_murderous_notable_20",7,500,"[6778,6779]",5,6,7,8,0,0,[3],0
116,"abyss_murderous_notable_21",7,500,"[6780,6781]",5,6,7,8,0,0,[3],0
117,"abyss_murderous_notable_22",7,500,"[6782,6783]",5,6,7,8,0,0,[3],0
118,"abyss_murderous_notable_23",7,500,"[6784,6785]",5,6,7,8,0,0,[3],0
119,"abyss_murderous_notable_24",7,500,"[6786,6787]",1,4,33,35,0,0,[3],0
120,"abyss_murderous_notable_25",7,500,"[6788,6789]",1,4,33,35,0,0,[3],0
121,"abyss_murderous_notable_26",7,500,"[6792,6793]",1,4,33,35,0,0,[3],0
122,"abyss_murderous_notable_27",7,500,"[6794,6795]",1,4,33,35,0,0,[3],0
123,"abyss_murderous_notable_28",7,500,"[6796,6797]",1,4,33,35,0,0,[3],0
124,"abyss_murderous_notable_29",7,500,"[6798,6799]",1,4,33,35,0,0,[3],0
125,"abyss_murderous_notable_30",7,500,"[6800,6801]",12,13,20,22,0,0,[3],0
126,"abyss_murderous_notable_31",7,500,"[6802,6803]",12,13,20,22,0,0,[3],0
127,"abyss_murderous_notable_32",7,500,"[6804,6805]",12,13,20,22,0,0,[3],0
128,"abyss_murderous_notable_33",7,500,"[6806,6807]",12,13,20,22,0,0,[3],0
129,"abyss_murderous_notable_34",7,500,"[6808,6809]",12,13,20,22,0,0,[3],0
130,"abyss_murderous_notable_35",7,500,"[6810,6811]",12,13,20,22,0,0,[3],0
131,"abyss_murderous_notable_36",7,500,"[6812,6813]",10,11,17,20,0,0,[3],0
132,"abyss_murderous_notable_37",7,500,"[6814,6815]",10,11,17,20,0,0,[3],0
133,"abyss_murderous_notable_38",7,500,"[6818,6819]",10,11,17,20,0,0,[3],0
134,"abyss_murderous_notable_39",7,500,"[6820,6821]",10,11,17,20,0,0,[3],0
135,"abyss_murderous_notable_40",7,500,"[6822,6823]",10,11,17,20,0,0,[3],0
136,"abyss_murderous_notable_41",7,500,"[6824,6825]",10,11,17,20,0,0,[3],0
137,"abyss_murderous_notable_42",7,250,"[14157,14158]",10,11,17,20,0,0,[3],0
138,"abyss_murderous_notable_43",7,250,"[14155,14156]",10,11,17,20,0,0,[3],0
139,"abyss_murderous_notable_44",7,300,[3396],3,3,0,0,0,0,[3],0
140,"abyss_murderous_notable_45",7,400,"[45,46]",6,7,13,16,0,0,[3],0
141,"abyss_murderous_notable_46",7,400,"[52,53]",6,7,11,13,0,0,[3],0
142,"abyss_murderous_notable_47",7,400,"[59,60]",1,2,25,27,0,0,[3],0
143,"abyss_murderous_notable_48",7,400,"[30,31]",2,3,4,5,0,0,[3],0
144,"abyss_murderous_notable_49",7,200,"[66,67]",8,9,14,17,0,0,[3],0
145,"abyss_murderous_notable_50",7,400,[6860],8,10,0,0,0,0,[3],0
146,"abyss_murderous_notable_51",7,400,[6861],8,10,0,0,0,0,[3],0
147,"abyss_murderous_notable_52",7,400,[6862],8,10,0,0,0,0,[3],0
148,"abyss_searching_notable_1",8,500,[124],21,30,0,0,0,0,[3],0
149,"abyss_searching_notable_2",8,500,[12603],10,10,0,0,0,0,[3],0
150,"abyss_searching_notable_3",8,500,[582],12,16,0,0,0,0,[3],0
151,"abyss_searching_notable_4",8,500,[607],6,8,0,0,0,0,[3],0
152,"abyss_searching_notable_5",8,500,[148],12,15,0,0,0,0,[3],0
153,"abyss_searching_notable_6",8,500,[142],6,8,0,0,0,0,[3],0
154,"abyss_searching_notable_7",8,500,[70],3,5,0,0,0,0,[3],0
155,"abyss_searching_notable_8",8,500,[556],8,12,0,0,0,0,[3],0
156,"abyss_searching_notable_9",8,500,[95],4,8,0,0,0,0,[3],0
157,"abyss_searching_notable_10",8,500,[6860],10,18,0,0,0,0,[3],0
158,"abyss_searching_notable_11",8,500,[6861],10,18,0,0,0,0,[3],0
159,"abyss_searching_notable_12",8,500,[6862],10,18,0,0,0,0,[3],0
160,"abyss_searching_notable_13",8,500,[6912],3,6,0,0,0,0,[3],0
161,"abyss_searching_notable_14",8,500,[193],31,40,0,0,0,0,[3],0
162,"abyss_searching_notable_15",8,500,[4500],31,40,0,0,0,0,[3],0
163,"abyss_searching_notable_16",8,500,[83],31,120,0,0,0,0,[3],0
164,"abyss_searching_notable_17",8,500,[119],36,100,0,0,0,0,[3],0
165,"abyss_searching_notable_18",8,500,[3396],2,2,0,0,0,0,[3],0
166,"abyss_searching_notable_19",8,500,[6919],2,2,0,0,0,0,[3],0
167,"abyss_searching_notable_20",8,500,[6886],3,3,0,0,0,0,[3],0
168,"abyss_searching_notable_21",8,500,[6892],8,10,0,0,0,0,[3],0
169,"abyss_searching_notable_22",8,500,[6902],20,30,0,0,0,0,[3],0
170,"abyss_searching_notable_23",8,500,[6906],4,6,0,0,0,0,[3],0
171,"abyss_searching_notable_24",8,500,[6908],20,30,0,0,0,0,[3],0
172,"abyss_searching_notable_25",8,500,[3779],5,5,0,0,0,0,[3],0
173,"abyss_searching_notable_26",8,500,[12440],-20,-15,0,0,0,0,[3],0
174,"abyss_searching_notable_27",8,400,"[45,46]",6,7,13,16,0,0,[3],0
175,"abyss_searching_notable_28",8,400,"[52,53]",6,7,11,13,0,0,[3],0
176,"abyss_searching_notable_29",8,400,"[59,60]",1,2,25,27,0,0,[3],0
177,"abyss_searching_notable_30",8,400,"[30,31]",2,3,4,5,0,0,[3],0
178,"abyss_searching_notable_31",8,200,"[66,67]",8,9,14,17,0,0,[3],0
179,"abyss_searching_notable_32",8,500,"[6772,6773]",4,4,5,6,0,0,[3],0
180,"abyss_searching_notable_33",8,500,"[2256,2257]",4,4,5,6,0,0,[3],0
181,"abyss_searching_notable_34",8,500,"[412,413]",1,3,28,30,0,0,[3],0
182,"abyss_searching_notable_35",8,500,"[6790,6791]",1,3,28,30,0,0,[3],0
183,"abyss_searching_notable_36",8,500,"[414,415]",9,11,16,19,0,0,[3],0
184,"abyss_searching_notable_37",8,500,"[2258,2259]",9,11,16,19,0,0,[3],0
185,"abyss_searching_notable_38",8,500,"[416,417]",8,9,14,16,0,0,[3],0
186,"abyss_searching_notable_39",8,500,"[6816,6817]",8,9,14,16,0,0,[3],0
187,"abyss_searching_notable_40",8,250,"[14159,14160]",8,9,14,16,0,0,[3],0
188,"abyss_searching_notable_41",8,300,[3396],3,3,0,0,0,0,[3],0
189,"abyss_searching_notable_42",8,400,[6860],8,10,0,0,0,0,[3],0
190,"abyss_searching_notable_43",8,400,[6861],8,10,0,0,0,0,[3],0
191,"abyss_searching_notable_44",8,400,[6862],8,10,0,0,0,0,[3],0
192,"abyss_hypnotic_notable_1",9,500,[128],21,30,0,0,0,0,[3],0
193,"abyss_hypnotic_notable_2",9,500,[12604],10,15,0,0,0,0,[3],0
194,"abyss_hypnotic_notable_3",9,500,[579],12,16,0,0,0,0,[3],0
195,"abyss_hypnotic_notable_4",9,500,[607],6,8,0,0,0,0,[3],0
196,"abyss_hypnotic_notable_5",9,500,[150],12,15,0,0,0,0,[3],0
197,"abyss_hypnotic_notable_6",9,500,[142],6,8,0,0,0,0,[3],0
198,"abyss_hypnotic_notable_7",9,500,[218],2,4,0,0,0,0,[3],0
199,"abyss_hypnotic_notable_8",9,500,[132],66,180,0,0,0,0,[3],0
200,"abyss_hypnotic_notable_9",9,500,[6914],3,8,0,0,0,0,[3],0
201,"abyss_hypnotic_notable_10",9,500,[195],31,40,0,0,0,0,[3],0
202,"abyss_hypnotic_notable_11",9,500,[1077],2,2,0,0,0,0,[3],0
203,"abyss_hypnotic_notable_12",9,500,[6882],3,4,0,0,0,0,[3],0
204,"abyss_hypnotic_notable_13",9,500,[6895],2,2,0,0,0,0,[3],0
205,"abyss_hypnotic_notable_14",9,500,[6903],20,25,0,0,0,0,[3],0
206,"abyss_hypnotic_notable_15",9,500,[6907],5,7,0,0,0,0,[3],0
207,"abyss_hypnotic_notable_16",9,500,[12432],-15,-10,0,0,0,0,[3],0
208,"abyss_hypnotic_notable_17",9,500,[12434],-20,-15,0,0,0,0,[3],0
209,"abyss_hypnotic_notable_18",9,500,[12439],-2,-2,0,0,0,0,[3],0
210,"abyss_hypnotic_notable_19",9,500,"[6830,6831]",13,16,18,21,0,0,[3],0
211,"abyss_hypnotic_notable_20",9,500,"[6832,6833]",12,14,17,19,0,0,[3],0
212,"abyss_hypnotic_notable_21",9,500,"[6834,6835]",1,4,29,34,0,0,[3],0
213,"abyss_hypnotic_notable_22",9,500,"[6836,6837]",9,12,14,17,0,0,[3],0
214,"abyss_hypnotic_notable_23",9,250,"[6838,6839]",9,12,14,17,0,0,[3],0
215,"abyss_hypnotic_notable_24",9,500,"[6840,6841]",13,16,18,21,0,0,[3],0
216,"abyss_hypnotic_notable_25",9,500,"[6842,6843]",12,14,17,19,0,0,[3],0
217,"abyss_hypnotic_notable_26",9,500,"[6844,6845]",1,4,29,34,0,0,[3],0
218,"abyss_hypnotic_notable_27",9,500,"[6846,6847]",9,12,14,17,0,0,[3],0
219,"abyss_hypnotic_notable_28",9,250,"[6848,6849]",9,12,14,17,0,0,[3],0
220,"abyss_hypnotic_notable_29",9,500,"[6850,6851]",13,16,18,21,0,0,[3],0
221,"abyss_hypnotic_notable_30",9,500,"[6852,6853]",12,14,17,19,0,0,[3],0
222,"abyss_hypnotic_notable_31",9,500,"[6854,6855]",1,4,29,34,0,0,[3],0
223,"abyss_hypnotic_notable_32",9,500,"[6856,6857]",9,12,14,17,0,0,[3],0
224,"abyss_hypnotic_notable_33",9,250,"[6858,6859]",9,12,14,17,0,0,[3],0
225,"abyss_hypnotic_notable_34",9,400,"[1624,1625]",9,12,14,17,0,0,[3],0
226,"abyss_hypnotic_notable_35",9,400,"[1626,1627]",8,11,13,16,0,0,[3],0
227,"abyss_hypnotic_notable_36",9,400,"[1628,1629]",1,3,22,27,0,0,[3],0
228,"abyss_hypnotic_notable_37",9,400,"[1622,1623]",4,7,10,13,0,0,[3],0
229,"abyss_hypnotic_notable_38",9,200,"[1630,1631]",4,7,10,13,0,0,[3],0
230,"abyss_hypnotic_notable_39",9,300,[3396],3,3,0,0,0,0,[3],0
231,"abyss_hypnotic_notable_40",9,400,[6860],8,10,0,0,0,0,[3],0
232,"abyss_hypnotic_notable_41",9,400,[6861],8,10,0,0,0,0,[3],0
233,"abyss_hypnotic_notable_42",9,400,[6862],8,10,0,0,0,0,[3],0
234,"abyss_ghastly_notable_1",10,500,[579],12,16,0,0,0,0,[3],0
235,"abyss_ghastly_notable_2",10,500,[607],6,8,0,0,0,0,[3],0
236,"abyss_ghastly_notable_3",10,500,[152],5,7,0,0,0,0,[3],0
237,"abyss_ghastly_notable_4",10,500,[6873],22,40,0,0,0,0,[3],0
238,"abyss_ghastly_notable_5",10,500,[6874],9,16,0,0,0,0,[3],0
239,"abyss_ghastly_notable_6",10,500,[6915],3,5,0,0,0,0,[3],0
240,"abyss_ghastly_notable_7",10,500,[6916],3,5,0,0,0,0,[3],0
241,"abyss_ghastly_notable_8",10,500,[6917],3,5,0,0,0,0,[3],0
242,"abyss_ghastly_notable_9",10,500,[5309],10,10,0,0,0,0,[3],0
243,"abyss_ghastly_notable_10",10,500,[11161],10,10,0,0,0,0,[3],0
244,"abyss_ghastly_notable_11",10,500,[16938],10,10,0,0,0,0,[3],0
245,"abyss_ghastly_notable_12",10,500,[5361],31,40,0,0,0,0,[3],0
246,"abyss_ghastly_notable_13",10,500,[2140],24,48,0,0,0,0,[3],0
247,"abyss_ghastly_notable_14",10,500,[3172],30,50,0,0,0,0,[3],0
248,"abyss_ghastly_notable_15",10,500,[619],6,10,0,0,0,0,[3],0
249,"abyss_ghastly_notable_16",10,500,[161],6,10,0,0,0,0,[3],0
250,"abyss_ghastly_notable_17",10,500,[2141],6,10,0,0,0,0,[3],0
251,"abyss_ghastly_notable_18",10,500,[2142],7,11,0,0,0,0,[3],0
252,"abyss_ghastly_notable_19",10,500,[1393],2,2,0,0,0,0,[3],0
253,"abyss_ghastly_notable_20",10,500,[6896],6,8,0,0,0,0,[3],0
254,"abyss_ghastly_notable_21",10,500,[6899],10,15,0,0,0,0,[3],0
255,"abyss_ghastly_notable_22",10,500,[6909],6,8,0,0,0,0,[3],0
256,"abyss_ghastly_notable_23",10,400,"[6863,6864]",15,18,21,24,0,0,[3],0
257,"abyss_ghastly_notable_24",10,400,"[6865,6866]",15,18,21,24,0,0,[3],0
258,"abyss_ghastly_notable_25",10,400,"[6867,6868]",1,3,33,39,0,0,[3],0
259,"abyss_ghastly_notable_26",10,400,"[6869,6870]",9,12,15,18,0,0,[3],0
260,"abyss_ghastly_notable_27",10,200,"[6871,6872]",9,12,15,18,0,0,[3],0
261,"abyss_ghastly_notable_28",10,300,[3396],3,3,0,0,0,0,[3],0
262,"abyss_special_notable_1",11,500,[83],31,120,0,0,0,0,[3],0
263,"abyss_special_notable_2",11,500,[607],6,8,0,0,0,0,[3],0
264,"abyss_special_notable_3",11,500,[582],12,16,0,0,0,0,[3],0
265,"abyss_special_notable_4",11,500,[579],12,16,0,0,0,0,[3],0
266,"abyss_special_notable_5",11,500,[6919],2,2,0,0,0,0,[3],0
267,"abyss_special_notable_6",11,500,[576],12,16,0,0,0,0,[3],0
268,"abyss_special_notable_7",11,500,[70],3,5,0,0,0,0,[3],0
269,"abyss_special_notable_8",11,500,[6906],4,6,0,0,0,0,[3],0
270,"abyss_special_notable_9",11,500,[6912],3,6,0,0,0,0,[3],0
271,"abyss_special_notable_10",11,500,[6913],3,8,0,0,0,0,[3],0
272,"abyss_special_notable_11",11,500,[4500],31,40,0,0,0,0,[3],0
273,"abyss_special_notable_12",11,500,[193],31,40,0,0,0,0,[3],0
274,"abyss_special_notable_13",11,500,[194],31,40,0,0,0,0,[3],0
275,"abyss_special_notable_14",11,500,[5361],31,40,0,0,0,0,[3],0
276,"abyss_special_notable_15",11,500,[195],31,40,0,0,0,0,[3],0
277,"abyss_special_notable_16",11,500,[6199],21,30,0,0,0,0,[3],0
278,"abyss_special_notable_17",11,500,[218],2,4,0,0,0,0,[3],0
279,"abyss_special_notable_18",11,500,[152],5,7,0,0,0,0,[3],0
280,"abyss_special_notable_19",11,500,[148],12,15,0,0,0,0,[3],0
281,"abyss_special_notable_20",11,300,[3396],3,3,0,0,0,0,[3],0
282,"abyss_special_notable_21",11,500,[95],4,8,0,0,0,0,[3],0
283,"abyss_special_notable_22",11,500,[119],36,100,0,0,0,0,[3],0
284,"abyss_special_notable_23",11,500,[146],12,15,0,0,0,0,[3],0
285,"abyss_special_notable_24",11,500,[126],540,960,0,0,0,0,[3],0
286,"abyss_special_notable_25",11,500,[150],12,15,0,0,0,0,[3],0
287,"abyss_special_notable_26",11,500,[132],66,180,0,0,0,0,[3],0
288,"abyss_special_notable_27",11,500,[124],21,30,0,0,0,0,[3],0
289,"abyss_special_notable_28",11,500,[128],21,30,0,0,0,0,[3],0
290,"abyss_special_notable_29",11,500,[116],61,100,0,0,0,0,[3],0
291,"abyss_special_notable_30",11,500,[142],6,8,0,0,0,0,[3],0
292,"abyss_special_notable_31",11,500,[3475],3,4,0,0,0,0,[3],0
293,"abyss_special_notable_32",11,500,[6907],5,7,0,0,0,0,[3],0
294,"abyss_special_notable_33",11,500,[6896],6,8,0,0,0,0,[3],0
295,"abyss_special_notable_34",11,500,[6882],3,4,0,0,0,0,[3],0
296,"abyss_special_notable_35",11,500,[12603],10,10,0,0,0,0,[3],0
297,"abyss_special_notable_36",11,500,[556],8,12,0,0,0,0,[3],0
298,"abyss_special_notable_37",11,500,[6908],20,30,0,0,0,0,[3],0
299,"abyss_special_notable_38",11,500,[6892],8,10,0,0,0,0,[3],0
300,"abyss_special_notable_39",11,500,[1393],2,2,0,0,0,0,[3],0
301,"abyss_special_notable_40",11,500,[12432],-15,-10,0,0,0,0,[3],0
302,"abyss_special_notable_41",11,500,[6891],15,20,0,0,0,0,[3],0
303,"abyss_special_notable_42",11,500,[6860],10,18,0,0,0,0,[3],0
304,"abyss_special_notable_43",11,500,[6862],10,18,0,0,0,0,[3],0
305,"abyss_special_notable_44",11,500,[6861],10,18,0,0,0,0,[3],0
306,"abyss_special_notable_45",11,500,[6895],2,2,0,0,0,0,[3],0
307,"abyss_special_notable_46",11,500,[1077],2,2,0,0,0,0,[3],0
308,"abyss_special_notable_47",11,500,[12440],-20,-15,0,0,0,0,[3],0
309,"abyss_special_notable_48",11,500,[12434],-20,-15,0,0,0,0,[3],0
310,"abyss_special_notable_49",11,500,[12441],10,10,0,0,0,0,[3],0
311,"abyss_special_notable_50",11,500,[12436],4,5,0,0,0,0,[3],0
312,"abyss_special_notable_51",11,500,[12439],-2,-2,0,0,0,0,[3],0
313,"abyss_special_notable_52",11,500,[6874],9,16,0,0,0,0,[3],0
314,"abyss_special_notable_53",11,500,[6902],20,30,0,0,0,0,[3],0
315,"abyss_special_notable_54",11,500,[8590],3,5,0,0,0,0,[3],0
316,"abyss_special_notable_55",11,500,[6904],30,60,0,0,0,0,[3],0
317,"abyss_special_notable_56",11,500,[12604],10,15,0,0,0,0,[3],0
318,"abyss_special_notable_57",11,500,[6903],20,25,0,0,0,0,[3],0
319,"abyss_special_notable_58",11,500,[6909],6,8,0,0,0,0,[3],0
320,"abyss_special_notable_59",11,500,[6915],3,5,0,0,0,0,[3],0
321,"abyss_special_notable_60",11,500,[6916],3,5,0,0,0,0,[3],0
322,"abyss_special_notable_61",11,500,[16938],10,10,0,0,0,0,[3],0
323,"abyss_special_notable_62",11,500,[11161],10,10,0,0,0,0,[3],0
324,"abyss_special_notable_63",11,500,[2142],7,11,0,0,0,0,[3],0
325,"abyss_special_notable_64",11,500,[6899],10,15,0,0,0,0,[3],0
326,"abyss_special_notable_65",11,500,[2141],6,10,0,0,0,0,[3],0
327,"abyss_special_notable_66",11,500,[3172],30,50,0,0,0,0,[3],0
328,"abyss_special_notable_67",11,500,[2140],24,48,0,0,0,0,[3],0
329,"abyss_special_notable_68",11,500,[6873],22,40,0,0,0,0,[3],0
330,"abyss_special_notable_69",11,500,[161],6,10,0,0,0,0,[3],0
