"rownum","Monster","Spectre","[rid]_32"
153,7188,6825,[]
154,7190,6827,[]
155,7192,6944,[]
156,7193,6949,[]
157,7194,6954,[]
158,7195,6959,[]
159,7196,6964,[]
160,7197,6968,[]
161,7198,6973,[]
162,7205,420,[]
163,7209,7210,[]
164,7211,7212,[]
165,7229,7232,[]
166,7230,7232,[]
167,7231,7232,[]
168,7233,7236,[]
169,7234,7236,[]
170,7235,7236,[]
171,7237,7240,[]
172,7238,7240,[]
173,7239,7240,[]
174,7241,7244,[]
175,7242,7244,[]
176,7243,7244,[]
177,7245,7248,[]
178,7246,7248,[]
179,7247,7248,[]
180,7249,7252,[]
181,7250,7252,[]
182,7251,7252,[]
183,7291,7292,[]
184,7381,7386,[]
185,7382,7386,[]
186,7383,7386,[]
187,7384,7386,[]
188,7385,7386,[]
189,7387,7389,[]
190,7388,7389,[]
191,7394,7406,[]
192,7395,7406,[]
193,7396,7406,[]
194,7397,7406,[]
195,7398,7406,[]
196,7399,7406,[]
197,7400,7406,[]
198,7401,7406,[]
199,7402,7406,[]
200,7403,7406,[]
201,7404,7406,[]
202,7405,7406,[]
203,7407,7418,[]
204,7408,7418,[]
205,7409,7418,[]
206,7410,7418,[]
207,7411,7418,[]
208,7412,7418,[]
209,7413,7418,[]
210,7414,7418,[]
211,7415,7418,[]
212,7416,7418,[]
213,7417,7418,[]
214,7420,7421,[]
215,7427,7428,[]
216,7429,7430,[]
217,7431,7432,[]
218,7433,7435,[]
219,7442,7444,[]
220,7445,7447,[]
221,7449,7450,[]
222,7451,7452,[]
223,7471,7473,[]
224,7472,7473,[]
225,7483,7473,[]
226,7474,7476,[]
227,7475,7476,[]
228,7477,7479,[]
229,7478,7479,[]
230,7480,7482,[]
231,7481,7482,[]
232,7514,7516,[]
233,7515,7516,[]
234,7517,7518,[]
235,7519,7520,[]
236,7521,7522,[]
237,7621,7522,[]
238,7523,7524,[]
239,7622,7524,[]
240,7525,7526,[]
241,7623,7526,[]
242,7527,7528,[]
243,7624,7528,[]
244,7529,7530,[]
245,7531,7532,[]
246,7533,7534,[]
247,7625,7534,[]
248,7535,7536,[]
249,7614,7536,[]
250,7537,7538,[]
251,7615,7538,[]
252,7539,7540,[]
253,7616,7540,[]
254,7541,7543,[]
255,7542,7543,[]
256,7544,7546,[]
257,7545,7546,[]
258,7547,7548,[]
259,7617,7548,[]
260,7549,7550,[]
261,7618,7550,[]
262,7551,7552,[]
263,7619,7552,[]
264,7553,7554,[]
265,7620,7554,[]
266,7582,7584,[]
267,7583,7584,[]
268,7631,7633,[]
269,7632,7633,[]
270,7634,7636,[]
271,7635,7636,[]
272,7637,7639,[]
273,7638,7639,[]
274,7647,7657,[]
275,7648,7657,[]
276,7649,7657,[]
277,7650,7657,[]
278,7652,7657,[]
279,7653,7657,[]
280,7654,7657,[]
281,7655,7657,[]
282,7651,7658,[]
283,7656,7658,[]
284,7661,7662,[]
285,7668,7662,[]
286,7664,7665,[]
287,7669,7665,[]
288,7671,7672,[]
289,7674,7675,[]
290,7680,7682,[]
291,7681,7682,[]
292,7684,7685,[]
293,7690,7685,[]
294,7687,7688,[]
295,7691,7688,[]
296,7692,7693,[]
297,7695,7696,[]
298,7703,7704,[]
299,7709,7704,[]
300,7713,7714,[]
301,7720,7714,[]
302,7716,7717,[]
303,7721,7717,[]
304,7722,7723,[]
305,7725,7726,[]
306,7732,7738,[]
307,7735,7738,[]
308,7733,7739,[]
309,7736,7739,[]
310,7734,7740,[]
311,7737,7740,[]
312,7744,7748,[]
313,7746,7748,[]
314,7745,7749,[]
315,7747,7749,[]
316,7752,7753,[]
317,7755,7756,[]
318,7761,7767,[]
319,7764,7767,[]
320,7762,7768,[]
321,7765,7768,[]
322,7763,7769,[]
323,7766,7769,[]
324,7773,7775,[]
325,7774,7775,[]
326,7777,7779,[]
327,7778,7779,[]
328,7780,7781,[]
329,7783,7781,[]
330,7785,7786,[]
331,7788,7789,[]
332,8210,8217,[]
333,8211,8218,[]
334,8212,8219,[]
335,8213,8220,[]
336,8214,8221,[]
337,8215,8222,[]
338,8216,8223,[]
339,8234,8244,[]
340,8235,8245,[]
341,8236,8246,[]
342,8237,8248,[]
343,8238,8250,[]
344,8240,8251,[]
345,8262,8273,[]
346,8263,8274,[]
347,8264,8275,[]
348,8265,8276,[]
349,8269,8277,[]
350,8270,8278,[]
351,8271,8279,[]
352,8272,8280,[]
353,8288,8302,[]
354,8289,8303,[]
355,8290,8304,[]
356,8291,8305,[]
357,8292,8304,[]
358,8293,8305,[]
359,8294,8304,[]
360,8295,8305,[]
361,8296,8306,[]
362,8297,8307,[]
363,8298,8308,[]
364,8299,8309,[]
365,8300,8310,[]
366,8301,8311,[]
367,5929,5931,[]
368,5930,5931,[]
369,5932,5936,[]
370,5933,5936,[]
371,5934,5936,[]
372,5935,5936,[]
373,5328,5337,[]
374,5329,5337,[]
375,5330,5337,[]
376,5331,5337,[]
377,5333,5337,[]
378,5334,5337,[]
379,5335,5337,[]
380,5339,5342,[]
381,5340,5342,[]
382,5345,5349,[]
383,5346,5349,[]
384,5348,5349,[]
385,5352,5357,[]
386,5353,5357,[]
387,5354,5357,[]
388,5356,5357,[]
389,5358,5369,[]
390,5359,5369,[]
391,5360,5369,[]
392,5362,5369,[]
393,5363,5369,[]
394,5364,5369,[]
395,5365,5369,[]
396,5371,5375,[]
397,5372,5375,[]
398,5374,5375,[]
399,5376,5379,[]
400,5377,5379,[]
401,5381,5384,[]
402,5382,5384,[]
403,5383,5384,[]
404,5391,5394,[]
405,5392,5394,[]
406,5393,5394,[]
407,5385,5389,[]
408,5386,5389,[]
409,5387,5389,[]
410,5395,5389,[]
411,5396,5389,[]
412,5397,5389,[]
413,5401,5403,[]
414,5402,5403,[]
415,5404,5407,[]
416,5405,5407,[]
417,5409,5411,[]
418,5410,5411,[]
419,5412,5415,[]
420,5413,5415,[]
421,5002,5003,[]
422,5004,5005,[]
423,5006,5007,[]
424,7422,7425,[]
425,7424,7425,[]
426,7423,7425,[]
427,8494,8495,[]
428,8496,8497,[]
429,8499,8500,[]
430,8501,8502,[]
431,8503,8504,[]
432,8505,8506,[]
433,8507,8509,[]
434,8510,8511,[]
435,8512,8514,[]
436,8515,8517,[]
437,8518,8520,[]
438,8521,8523,[]
439,8524,8525,[]
440,8526,8528,[]
441,8529,8530,[]
442,8532,8534,[]
443,8535,8536,[]
444,8538,8540,[]
445,8541,8543,[]
446,8544,8545,[]
447,8546,8547,[]
448,8548,8549,[]
449,8550,8551,[]
450,8552,8553,[]
451,8554,8555,[]
452,8557,8558,[]
453,8559,8561,[]
454,8562,8564,[]
455,8566,8568,[]
456,8570,8572,[]
457,8573,8575,[]
458,8576,8577,[]
459,8579,8581,[]
460,8582,8583,[]
461,8584,8585,[]
462,8589,8590,[]
463,8591,8592,[]
464,8593,8595,[]
465,8596,8598,[]
466,8599,8600,[]
467,8601,8603,[]
468,8604,8605,[]
469,8771,8773,[]
470,8772,8773,[]
471,8774,8775,[]
472,8776,8777,[]
473,8778,8779,[]
474,8780,8781,[]
475,8782,8783,[]
476,8784,8785,[]
477,8786,8787,[]
478,8788,8789,[]
479,8790,8785,[]
480,8791,8787,[]
481,8792,8789,[]
482,8801,8804,[]
483,8803,8804,[]
484,8805,8806,[]
485,8807,8808,[]
486,8809,8810,[]
487,8812,8813,[]
488,8814,8815,[]
489,8819,8822,[]
490,8820,8822,[]
491,8821,8822,[]
492,8824,8828,[]
493,8825,8828,[]
494,8826,8828,[]
495,8827,8828,[]
496,8830,8834,[]
497,8832,8834,[]
498,8833,8834,[]
499,8836,8839,[]
500,8837,8839,[]
501,8838,8839,[]
502,8845,8846,[]
503,8847,8848,[]
504,8849,8850,[]
505,8851,8852,[]
506,8853,8854,[]
507,8855,8856,[]
508,8857,8858,[]
509,8859,8846,[]
510,8860,8848,[]
511,8861,8850,[]
512,8862,8852,[]
513,8863,8852,[]
514,8864,8854,[]
515,8865,8856,[]
516,8866,8858,[]
517,8867,8868,[]
518,8869,8870,[]
519,8871,8872,[]
520,8873,8874,[]
521,8875,8868,[]
522,8876,8870,[]
523,8877,8872,[]
524,8878,8874,[]
525,8885,8886,[]
526,8889,8890,[]
527,8893,8894,[]
528,8896,8897,[]
529,8904,8905,[]
530,8908,8909,[]
531,8912,8913,[]
532,8916,8917,[]
533,347,348,[]
534,9026,9028,[]
535,9027,9028,[]
536,9029,9031,[]
537,9033,9035,[]
538,9034,9035,[]
539,9036,9037,[]
540,9039,9041,[]
541,9040,9041,[]
542,9042,9043,[]
543,9045,9047,[]
544,9046,9047,[]
545,9049,9050,[]
546,9051,9053,[]
547,9052,9053,[]
548,9054,9055,[]
549,9057,9058,[]
550,9059,9060,[]
551,9061,9064,[]
552,9063,9064,[]
553,9066,9068,[]
554,9067,9068,[]
555,9071,9073,[]
556,9072,9073,[]
557,9079,9081,[]
558,9082,9085,[]
559,9086,9089,[]
560,9090,9092,[]
561,9091,9092,[]
562,9093,9095,[]
563,9094,9095,[]
564,9097,9099,[]
565,9098,9099,[]
566,9101,9103,[]
567,9102,9103,[]
568,9105,9107,[]
569,9106,9107,[]
570,9109,9110,[]
571,9126,9127,[]
572,9128,9130,[]
573,9129,9130,[]
574,9131,9132,[]
575,9135,9136,[]
576,9141,9136,[]
577,9137,9138,[]
578,9142,9138,[]
579,9212,9214,[]
580,9215,9217,[]
581,9219,9221,[]
582,9222,9224,[]
583,9227,9229,[]
584,9231,9232,[]
585,9233,9235,[]
586,9236,9238,[]
587,9239,9240,[]
588,9241,9243,[]
589,9244,9243,[]
590,9245,9247,[]
591,9248,9250,[]
592,9251,9253,[]
593,9255,9257,[]
594,9259,9261,[]
595,9264,9266,[]
596,9267,9269,[]
597,9213,9214,[]
598,9216,9217,[]
599,9220,9221,[]
600,9223,9224,[]
601,9228,9229,[]
602,9234,9235,[]
603,9237,9238,[]
604,9242,9243,[]
605,9246,9247,[]
606,9249,9250,[]
607,9252,9253,[]
608,9256,9257,[]
609,9260,9261,[]
610,9265,9266,[]
611,9268,9269,[]
612,9327,9328,[]
613,9330,9331,[]
614,9333,9334,[]
615,9336,9337,[]
616,9339,9340,[]
617,9345,9346,[]
618,9348,9349,[]
619,9351,9352,[]
620,9354,9355,[]
621,9357,9358,[]
622,9360,9361,[]
623,9364,9366,[]
624,9367,9368,[]
625,9369,9371,[]
626,9372,9374,[]
627,9375,9377,[]
628,1903,1904,[]
629,7078,7080,[]
630,7842,7080,[]
631,1807,1792,[]
632,1808,1793,[]
633,1809,1794,[]
634,1810,1795,[]
635,1811,1796,[]
636,1812,1797,[]
637,1813,1798,[]
638,1814,1799,[]
639,1815,1800,[]
640,1816,1801,[]
641,1817,1802,[]
642,1818,1803,[]
643,1819,1804,[]
644,1820,1805,[]
645,1821,1806,[]
646,1890,1872,[]
647,1891,1873,[]
648,1892,1874,[]
649,1893,1875,[]
650,1894,1876,[]
651,1895,1877,[]
652,1896,1878,[]
653,1897,1879,[]
654,1898,1880,[]
655,1899,1881,[]
656,1900,1882,[]
657,1901,1883,[]
658,1902,1884,[]
659,1905,1885,[]
660,1906,1886,[]
661,1907,1887,[]
662,1908,1888,[]
663,1909,1889,[]
664,4733,4734,[]
665,6965,6964,[]
666,6966,6964,[]
667,6967,6964,[]
668,5515,5517,[]
669,5516,5517,[]
670,5518,5521,[]
671,5520,5521,[]
672,6798,6800,[]
673,6799,6801,[]
674,6804,6806,[]
675,6805,6807,[]
676,6810,6812,[]
677,6811,6813,[]
678,6816,6818,[]
679,6817,6819,[]
680,6765,6801,[]
681,6769,6807,[]
682,6773,6813,[]
683,6778,6819,[]
684,6974,6973,[]
685,6976,6973,[]
686,6977,6973,[]
687,9503,9504,[]
688,9505,9506,[]
689,9507,9508,[]
690,9509,9510,[]
691,9511,9512,[]
692,9513,9514,[]
693,9516,9517,[]
694,9518,9519,[]
695,9522,9523,[]
696,9524,9525,[]
697,9527,9528,[]
698,9531,9532,[]
699,9533,9534,[]
700,9537,9539,[]
701,9540,9542,[]
702,9543,9545,[]
703,9546,9548,[]
704,2149,2150,[]
705,5689,5690,[]
706,9718,9719,[]
707,9723,9724,[]
708,9730,9732,[]
709,9731,9732,[]
710,357,356,[]
711,358,356,[]
712,359,356,[]
713,360,356,[]
714,381,380,[]
715,394,393,[]
716,484,483,[]
717,922,921,[]
718,935,934,[]
719,999,998,[]
720,1000,998,[]
721,1001,998,[]
722,1033,1032,[]
723,1548,1547,[]
724,1549,1547,[]
725,1550,1547,[]
726,1551,1547,[]
727,3296,3299,[]
728,3297,3299,[]
729,3300,3299,[]
730,3301,3299,[]
731,3302,3299,[]
732,3303,3299,[]
733,3309,3312,[]
734,3310,3312,[]
735,3313,3312,[]
736,4491,4488,[]
737,4498,4495,[]
738,4504,4501,[]
739,9969,9971,[]
740,9972,9976,[]
741,9977,9979,[]
742,9980,9983,[]
743,9984,9986,[]
744,9987,9991,[]
745,9990,9991,[]
746,9989,9991,[]
747,9992,9994,[]
748,9995,9998,[]
749,9999,10003,[]
750,10004,10007,[]
751,10016,10022,[]
752,10019,10021,[]
753,10023,10026,[]
754,10027,10030,[]
755,10031,10033,[]
756,10034,10036,[]
757,10041,10044,[]
758,10045,10047,[]
759,10048,10050,[]
760,10051,10053,[]
761,10054,10057,[]
762,10058,10061,[]
763,10062,10064,[]
764,10065,10066,[]
765,10074,10077,[]
766,10079,10082,[]
767,10084,10087,[]
768,10089,10092,[]
769,9970,9971,[]
770,9973,9976,[]
771,9978,9979,[]
772,9996,9998,[]
773,10000,10003,[]
774,10005,10007,[]
775,10020,10021,[]
776,10024,10026,[]
777,10028,10030,[]
778,10032,10033,[]
779,10035,10036,[]
780,10042,10044,[]
781,10046,10047,[]
782,10049,10050,[]
783,10052,10053,[]
784,10055,10057,[]
785,10059,10061,[]
786,10063,10064,[]
787,10075,10077,[]
788,10080,10082,[]
789,10085,10087,[]
790,10090,10092,[]
791,5332,5337,[]
792,5336,5337,[]
793,5341,5342,[]
794,5347,5349,[]
795,5355,5357,[]
796,5361,5369,[]
797,5366,5369,[]
798,5373,5375,[]
799,5378,5379,[]
800,5388,5389,[]
801,5398,5389,[]
802,5406,5411,[]
803,5414,5415,[]
804,7659,7657,[]
805,7660,7658,[]
806,7663,7662,[]
807,7666,7665,[]
808,7673,7672,[]
809,7676,7675,[]
810,7683,7682,[]
811,7686,7685,[]
812,7689,7688,[]
813,7694,7693,[]
814,7697,7696,[]
815,7705,7704,[]
816,7708,7707,[]
817,7715,7714,[]
818,7718,7717,[]
819,7724,7723,[]
820,7727,7726,[]
821,7741,7738,[]
822,7742,7739,[]
823,7743,7740,[]
824,7750,7748,[]
825,7751,7749,[]
826,7754,7753,[]
827,7757,7756,[]
828,7770,7767,[]
829,7771,7768,[]
830,7772,7769,[]
831,7776,7775,[]
832,7787,7786,[]
833,7790,7789,[]
834,9834,9835,[]
835,9842,9843,[]
836,9866,9867,[]
837,9869,9870,[]
838,9882,9883,[]
839,9893,9894,[]
840,9904,9905,[]
841,6330,6331,[]
842,6337,6338,[]
843,6341,6342,[]
844,10256,10258,[]
845,9526,9525,[]
846,9529,9528,[]
847,8823,8822,[]
848,8829,8828,[]
849,8835,8834,[]
850,8840,8839,[]
851,10285,7479,[]
852,10389,10390,[]
853,9974,9976,[]
854,10091,10092,[]
855,10043,10044,[]
856,10056,10057,[]
857,10060,10061,[]
858,10025,10026,[]
859,10029,10030,[]
860,10076,10077,[]
861,10081,10082,[]
862,10006,10007,[]
863,9997,9998,[]
864,10086,7067,[]
865,10001,10003,[]
866,10371,10372,[]
867,10373,10374,[]
868,10375,10376,[]
869,10377,10378,[]
870,10379,10380,[]
871,10381,10382,[]
872,10383,10384,[]
873,10385,10386,[]
874,10387,10388,[]
875,10411,10412,[]
876,10413,10414,[]
877,10400,10401,[]
878,10402,10403,[]
879,10404,10405,[]
880,10407,10408,[]
881,10409,10410,[]
882,10415,10416,[]
883,10417,10418,[]
884,10419,10420,[]
885,10422,10423,[]
886,10424,10425,[]
887,10426,10427,[]
888,10447,10448,[]
889,10449,10448,[]
890,10454,10448,[]
891,10453,10448,[]
892,10455,10456,[]
893,10461,10456,[]
894,10462,10463,[]
895,10464,10463,[]
896,10467,10468,[]
897,10470,10468,[]
898,10471,10468,[]
899,10472,10473,[]
900,10474,10473,[]
901,10477,10473,[]
902,10478,10473,[]
903,10479,10473,[]
904,10480,10473,[]
905,10481,10482,[]
906,10486,10482,[]
907,10497,10498,[]
908,10500,10498,[]
909,10501,10498,[]
910,10502,10503,[]
911,10505,10503,[]
912,10506,10503,[]
913,10508,10510,[]
914,10509,10510,[]
915,10511,10510,[]
916,10493,10510,[]
917,10512,10513,[]
918,10517,10513,[]
