"rownum","Item","Category","SubCategory","bool_48","EnabledInChallengeLeague","GoldPurchaseFee","bool_54","bool_55"
123,113,24,27,1,1,35,"",1
124,114,24,27,1,1,45,"",1
125,115,24,27,1,1,55,"",1
126,116,24,27,1,1,65,"",1
127,117,24,27,1,1,75,"",1
128,118,24,27,1,1,75,"",1
129,119,24,28,1,1,25,"",1
130,120,24,28,1,1,35,"",1
131,121,24,28,1,1,45,"",1
132,122,24,28,1,1,55,"",1
133,123,24,28,1,1,65,"",1
134,124,24,28,1,1,75,"",1
135,125,24,28,1,1,75,"",1
136,126,24,29,1,1,35,"",1
137,127,24,29,1,1,45,"",1
138,128,24,29,1,1,55,"",1
139,129,24,29,1,1,65,"",1
140,130,24,29,1,1,75,"",1
141,131,24,29,1,1,75,"",1
142,132,24,30,1,1,35,"",1
143,133,24,30,1,1,45,"",1
144,134,24,30,1,1,55,"",1
145,135,24,30,1,1,65,"",1
146,136,24,30,1,1,75,"",1
147,137,24,30,1,1,75,"",1
148,138,24,31,1,1,35,"",1
149,139,24,31,1,1,45,"",1
150,140,24,31,1,1,55,"",1
151,141,24,31,1,1,65,"",1
152,142,24,31,1,1,75,"",1
153,143,24,31,1,1,75,"",1
154,144,24,32,1,1,35,"",1
155,145,24,32,1,1,45,"",1
156,146,24,32,1,1,55,"",1
157,147,24,32,1,1,65,"",1
158,148,24,32,1,1,75,"",1
159,149,24,32,1,1,75,"",1
160,150,24,33,1,1,45,"",1
161,151,24,33,1,1,55,"",1
162,152,24,33,1,1,65,"",1
163,153,24,33,1,1,75,"",1
164,154,24,33,1,1,75,"",1
165,155,24,34,1,1,45,"",1
166,156,24,34,1,1,55,"",1
167,157,24,34,1,1,65,"",1
168,158,24,34,1,1,75,"",1
169,159,24,34,1,1,75,"",1
170,160,24,35,1,1,45,"",1
171,161,24,35,1,1,55,"",1
172,162,24,35,1,1,65,"",1
173,163,24,35,1,1,75,"",1
174,164,24,35,1,1,75,"",1
175,165,24,36,1,1,45,"",1
176,166,24,36,1,1,55,"",1
177,167,24,36,1,1,65,"",1
178,168,24,36,1,1,75,"",1
179,169,24,36,1,1,75,"",1
180,170,24,37,1,1,55,"",1
181,171,24,37,1,1,65,"",1
182,172,24,37,1,1,75,"",1
183,173,24,37,1,1,75,"",1
184,174,24,38,1,1,55,"",1
185,175,24,38,1,1,65,"",1
186,176,24,38,1,1,75,"",1
187,177,24,38,1,1,75,"",1
188,178,24,39,1,1,55,"",1
189,179,24,39,1,1,65,"",1
190,180,24,39,1,1,75,"",1
191,181,24,39,1,1,75,"",1
192,182,24,40,1,1,55,"",1
193,183,24,40,1,1,65,"",1
194,184,24,40,1,1,75,"",1
195,185,24,40,1,1,75,"",1
196,186,24,41,1,1,65,"",1
197,187,24,41,1,1,75,"",1
198,188,24,41,1,1,75,"",1
199,189,24,42,1,1,65,"",1
200,190,24,42,1,1,75,"",1
201,191,24,42,1,1,75,"",1
202,192,24,43,1,1,65,"",1
203,193,24,43,1,1,75,"",1
204,194,24,43,1,1,75,"",1
205,195,24,44,1,1,65,"",1
206,196,24,44,1,1,75,"",1
207,197,24,44,1,1,75,"",1
208,198,24,45,1,1,75,"",1
209,199,24,45,1,1,75,"",1
210,200,24,45,1,1,75,"",1
211,201,24,45,1,1,75,"",1
212,202,24,45,"","",75,"",1
213,306,65,67,"",1,5,"",1
214,307,65,67,"",1,10,"",1
215,308,65,67,"",1,15,"",1
216,309,65,67,"",1,25,"",1
217,302,65,67,1,"",5,"",1
218,303,65,67,1,"",10,"",1
219,304,65,67,1,"",15,"",1
220,305,65,67,1,"",25,"",1
221,269,65,66,1,1,30,"",1
222,270,65,66,1,1,30,"",1
223,271,65,66,1,1,30,"",1
224,272,65,66,1,1,30,"",1
225,273,65,66,1,1,30,"",1
226,274,65,66,1,1,30,"",1
227,275,65,66,1,1,30,"",1
228,276,65,66,1,1,45,"",1
229,277,65,66,1,1,45,"",1
230,278,65,66,1,1,45,"",1
231,279,65,66,1,1,45,"",1
232,282,65,66,1,1,45,"",1
233,283,65,66,1,1,45,"",1
234,284,65,66,1,1,45,"",1
235,280,65,66,1,1,45,"",1
236,281,65,66,1,1,45,"",1
237,285,65,66,1,1,45,"",1
238,292,65,66,1,1,100,"",1
239,293,65,66,1,1,100,"",1
240,286,65,66,1,1,100,"",1
241,287,65,66,1,1,100,"",1
242,288,65,66,1,1,100,"",1
243,289,65,66,1,1,100,"",1
244,290,65,66,1,1,100,"",1
245,291,65,66,1,1,100,"",1
246,3663,76,77,1,1,75,"",1
247,3664,76,77,"","",350,"",1
248,3665,76,77,1,1,125,"",1
249,3666,76,77,1,1,100,"",1
250,3667,76,77,1,1,350,"",1
251,3668,76,77,1,1,350,"",1
252,3831,76,78,1,1,100,"",1
253,3832,76,78,1,1,125,"",1
254,3833,76,78,1,1,350,"",1
255,3834,76,78,1,1,350,"",1
256,3835,76,79,1,1,75,"",1
257,3836,76,79,1,1,100,"",1
258,3837,76,79,1,1,125,"",1
259,3838,76,79,1,1,350,"",1
260,3673,76,80,1,1,75,"",1
261,3674,76,80,1,1,100,"",1
262,3677,76,80,1,1,100,"",1
263,3676,76,80,1,1,125,"",1
264,3675,76,80,"","",125,"",1
265,3682,76,81,1,1,75,"",1
266,3683,76,81,1,1,125,"",1
267,3684,76,81,1,1,350,"",1
268,3693,76,82,1,1,75,"",1
269,3695,76,82,1,1,125,"",1
270,3694,76,82,1,1,100,"",1
271,3696,76,82,"","",350,"",1
272,3705,76,83,1,1,75,"",1
273,3706,76,83,1,1,75,"",1
274,3708,76,83,1,1,125,"",1
275,3707,76,83,1,1,100,"",1
276,3713,76,84,1,1,75,"",1
277,3714,76,84,"","",100,"",1
278,3715,76,84,1,1,125,"",1
279,3720,76,85,"",1,75,"",1
280,3722,76,85,"",1,125,"",1
281,3721,76,85,"",1,125,"",1
282,3727,76,86,1,1,75,"",1
283,3728,76,86,1,1,100,"",1
284,3729,76,86,"","",100,"",1
285,3730,76,86,1,1,125,"",1
286,3735,76,87,1,1,75,"",1
287,3736,76,87,1,1,100,"",1
288,3737,76,87,1,1,100,"",1
289,3738,76,87,1,1,350,"",1
290,3739,76,87,1,1,125,"",1
291,3752,76,88,1,1,75,"",1
292,3753,76,88,1,1,100,"",1
293,3754,76,88,1,1,100,"",1
294,3756,76,88,1,1,125,"",1
295,3755,76,88,1,1,350,"",1
296,3761,76,89,1,1,75,"",1
297,3762,76,89,1,1,125,"",1
298,3763,76,89,1,1,125,"",1
299,3764,76,89,"","",350,"",1
300,3765,76,89,1,1,350,"",1
301,3778,76,90,1,1,75,"",1
302,3779,76,90,1,1,100,"",1
303,3780,76,90,1,1,125,"",1
304,3781,76,90,1,1,125,"",1
305,3782,76,90,1,1,350,"",1
306,3783,76,91,1,1,75,"",1
307,3784,76,91,1,1,100,"",1
308,3785,76,91,1,1,125,"",1
309,3786,76,91,1,1,350,"",1
310,3787,76,92,1,1,75,"",1
311,3788,76,92,1,1,125,"",1
312,3790,76,92,1,1,350,"",1
313,3789,76,92,1,1,100,"",1
314,3791,76,92,1,1,350,"",1
315,3793,76,93,1,1,100,"",1
316,3794,76,93,1,1,125,"",1
317,3792,76,93,1,1,75,"",1
318,3795,76,93,1,1,350,"",1
319,3796,76,94,1,1,75,"",1
320,3797,76,94,1,1,100,"",1
321,3798,76,94,1,1,125,"",1
322,3799,76,94,1,1,350,"",1
323,3800,76,95,1,1,75,"",1
324,3802,76,95,1,1,350,"",1
325,3801,76,95,1,1,125,"",1
326,3803,76,96,1,1,75,"",1
327,3804,76,96,1,1,100,"",1
328,3806,76,96,1,1,350,"",1
329,3805,76,96,1,1,125,"",1
330,3807,76,97,1,1,75,"",1
331,3808,76,97,1,1,100,"",1
332,3810,76,97,1,1,125,"",1
333,3809,76,97,1,1,100,"",1
334,3811,76,98,1,1,75,"",1
335,3812,76,98,"","",125,"",1
336,3813,76,98,1,1,125,"",1
337,3815,76,98,1,1,125,"",1
338,3814,76,98,1,1,125,"",1
339,3816,76,99,1,1,75,"",1
340,3817,76,99,1,1,100,"",1
341,3818,76,99,1,1,350,"",1
342,3819,76,99,1,1,500,"",1
343,3820,76,99,"",1,125,"",1
344,3821,76,100,1,1,75,"",1
345,3822,76,100,1,1,100,"",1
346,3823,76,100,"",1,100,"",1
347,3824,76,100,1,1,125,"",1
348,3825,76,100,"",1,125,"",1
349,3826,76,101,1,1,75,"",1
350,3827,76,101,"","",125,"",1
351,3828,76,101,1,1,125,"",1
352,3829,76,101,"",1,350,"",1
353,3830,76,101,1,1,350,"",1
354,3839,76,102,1,1,75,"",1
355,3840,76,102,1,1,75,"",1
356,3841,76,102,1,1,100,"",1
357,3842,76,102,1,1,100,"",1
358,3843,76,102,1,1,125,"",1
359,3846,76,102,1,1,125,"",1
360,3847,76,102,1,1,125,"",1
361,3848,76,102,1,1,125,"",1
362,3849,76,102,1,1,350,"",1
363,3850,76,103,1,1,500,"",1
364,3851,76,103,1,1,125,"",1
365,3852,76,103,1,1,500,"",1
366,3853,76,103,"",1,350,"",1
367,3854,76,103,"",1,350,"",1
368,3855,76,103,1,1,350,"",1
369,3856,76,103,1,1,350,"",1
370,3320,68,69,"",1,250,"",1
371,3366,68,69,"",1,400,"",1
372,3512,68,69,"",1,175,"",1
373,3175,68,69,"",1,1250,"",1
374,3395,68,69,"",1,350,"",1
375,3169,68,69,"",1,65,"",1
376,5084,68,69,"",1,1850,"",1
377,3506,68,69,"",1,250,"",1
378,3271,68,69,"",1,200,"",1
379,3168,68,69,"",1,525,"",1
380,3314,68,69,"",1,825,"",1
381,3183,68,69,"",1,425,"",1
382,3496,68,69,"",1,175,"",1
383,3414,68,69,"",1,125,"",1
384,3350,68,69,"",1,500,"",1
385,3335,68,69,"",1,65,"",1
386,3161,68,69,"",1,200,"",1
387,3457,68,69,"",1,375,"",1
388,3225,68,69,"",1,15,"",1
389,3426,68,69,"",1,625,"",1
390,3478,68,69,"",1,1150,"",1
391,3234,68,69,"",1,150,"",1
392,3498,68,69,"",1,275,"",1
393,5442,68,69,"",1,500,"",1
394,3383,68,69,"",1,700,"",1
395,3282,68,69,"",1,150,"",1
396,3494,68,69,"",1,400,"",1
397,3485,68,69,"",1,850,"",1
398,3394,68,69,"",1,450,"",1
399,3138,68,69,"",1,150,"",1
400,3170,68,69,"",1,75,"",1
401,3290,68,69,"",1,225,"",1
402,3340,68,69,"",1,55,"",1
403,3471,68,69,"",1,400,"",1
404,3423,68,69,"",1,925,"",1
405,5311,68,69,"",1,1150,"",1
406,3509,68,69,"",1,475,"",1
407,3241,68,69,"",1,250,"",1
408,5405,68,69,"",1,850,"",1
409,3189,68,69,"",1,350,"",1
410,3268,68,69,"",1,150,"",1
411,3474,68,69,"",1,450,"",1
412,3257,68,69,"",1,10,"",1
413,3354,68,69,"",1,925,"",1
414,4813,68,69,"",1,550,"",1
415,3167,68,69,"",1,450,"",1
416,3347,68,69,"",1,500,"",1
417,3398,68,69,"",1,800,"",1
418,3209,68,69,"",1,40,"",1
419,3278,68,69,"",1,475,"",1
420,3424,68,69,"",1,275,"",1
421,3432,68,69,"",1,575,"",1
422,3437,68,69,"",1,75,"",1
423,3349,68,69,"",1,150,"",1
424,3298,68,69,"",1,75,"",1
425,3422,68,69,"",1,1450,"",1
426,3116,68,69,"",1,375,"",1
427,3092,68,69,"",1,120,"",1
428,3429,68,69,"",1,225,"",1
429,3310,68,69,"",1,175,"",1
430,3141,68,69,"",1,150,"",1
431,3276,68,69,"",1,55,"",1
432,3198,68,69,"",1,125,"",1
433,3486,68,69,"",1,375,"",1
434,3097,68,69,"",1,25,"",1
435,3463,68,69,"",1,925,"",1
436,3130,68,69,"",1,225,"",1
437,3131,68,69,"",1,70,"",1
438,3376,68,69,"",1,1250,"",1
439,3254,68,69,"",1,150,"",1
440,3172,68,69,"",1,250,"",1
441,3204,68,69,"",1,150,"",1
442,3292,68,69,"",1,325,"",1
443,3110,68,69,"",1,200,"",1
444,3348,68,69,"",1,400,"",1
445,3192,68,69,"",1,65,"",1
446,3313,68,69,"",1,925,"",1
447,3501,68,69,"",1,1100,"",1
448,3433,68,69,"",1,300,"",1
449,3374,68,69,"",1,250,"",1
450,3201,68,69,"",1,250,"",1
451,3294,68,69,"",1,175,"",1
452,3181,68,69,"",1,150,"",1
453,3142,68,69,"",1,25,"",1
454,3249,68,69,"",1,275,"",1
455,3469,68,69,"",1,225,"",1
456,3151,68,69,"",1,200,"",1
457,3093,68,69,"",1,120,"",1
458,3333,68,69,"",1,175,"",1
459,3396,68,69,"",1,1350,"",1
460,3232,68,69,"",1,40,"",1
461,3089,68,69,"",1,35,"",1
462,3393,68,69,"",1,800,"",1
463,3123,68,69,"",1,200,"",1
464,3165,68,69,"",1,105,"",1
465,3516,68,69,"",1,1850,"",1
466,3279,68,69,"",1,175,"",1
467,3163,68,69,"",1,275,"",1
468,3291,68,69,"",1,125,"",1
469,3415,68,69,"",1,55,"",1
470,3149,68,69,"",1,15,"",1
471,3125,68,69,"",1,275,"",1
472,3145,68,69,"",1,850,"",1
473,3445,68,69,"",1,1025,"",1
474,3176,68,69,"",1,125,"",1
475,3428,68,69,"",1,550,"",1
476,3338,68,69,"",1,225,"",1
477,3233,68,69,"",1,90,"",1
478,3164,68,69,"",1,175,"",1
479,3250,68,69,"",1,175,"",1
480,3194,68,69,"",1,275,"",1
481,3353,68,69,"",1,1600,"",1
482,3134,68,69,"",1,175,"",1
483,3128,68,69,"",1,300,"",1
484,3096,68,69,"",1,150,"",1
485,3253,68,69,"",1,125,"",1
486,3356,68,69,"",1,1600,"",1
487,3137,68,69,"",1,400,"",1
488,3205,68,69,"",1,125,"",1
489,3115,68,69,"",1,350,"",1
490,3319,68,69,"",1,650,"",1
491,3109,68,69,"",1,35,"",1
492,3251,68,69,"",1,150,"",1
493,3502,68,69,"",1,350,"",1
494,3499,68,69,"",1,925,"",1
495,3143,68,69,"",1,250,"",1
496,3206,68,69,"",1,900,"",1
497,3140,68,69,"",1,225,"",1
498,3236,68,69,"",1,110,"",1
499,3107,68,69,"",1,60,"",1
500,3222,68,69,"",1,400,"",1
501,3173,68,69,"",1,100,"",1
502,3193,68,69,"",1,200,"",1
503,3174,68,69,"",1,125,"",1
504,3230,68,69,"",1,275,"",1
505,3306,68,69,"",1,825,"",1
506,3155,68,69,"",1,1200,"",1
507,3218,68,69,"",1,75,"",1
508,3191,68,69,"",1,250,"",1
509,3122,68,69,"",1,125,"",1
510,3231,68,69,"",1,95,"",1
511,3515,68,69,"",1,550,"",1
512,3397,68,69,"",1,650,"",1
513,3418,68,69,"",1,275,"",1
514,3127,68,69,"",1,275,"",1
515,3215,68,69,"",1,125,"",1
516,3259,68,69,"",1,275,"",1
517,3256,68,69,"",1,200,"",1
518,3285,68,69,"",1,925,"",1
519,3219,68,69,"",1,65,"",1
520,5246,68,69,"",1,375,"",1
521,3211,68,69,"",1,950,"",1
522,3412,68,69,"",1,275,"",1
523,3339,68,69,"",1,225,"",1
524,3360,68,69,"",1,175,"",1
525,5082,68,69,"",1,1000,"",1
526,3402,68,70,"",1,1150,"",1
527,3442,68,70,"",1,475,"",1
528,3197,68,70,"",1,200,"",1
529,5407,68,70,"",1,700,"",1
530,3458,68,70,"",1,425,"",1
531,3362,68,70,"",1,300,"",1
532,3472,68,70,"",1,350,"",1
533,3188,68,70,"",1,150,"",1
534,3434,68,70,"",1,650,"",1
535,3430,68,70,"",1,375,"",1
536,3341,68,70,"",1,1050,"",1
537,3266,68,70,"",1,175,"",1
538,3500,68,70,"",1,1450,"",1
539,3436,68,70,"",1,725,"",1
540,3378,68,70,"",1,1850,"",1
541,3420,68,70,"",1,650,"",1
542,4943,68,70,"",1,1350,"",1
543,4942,68,70,"",1,925,"",1
544,3381,68,70,"",1,550,"",1
545,3200,68,70,"",1,65,"",1
546,3227,68,70,"",1,175,"",1
547,3098,68,70,"",1,150,"",1
548,3187,68,70,"",1,120,"",1
549,3180,68,70,"",1,325,"",1
550,3482,68,70,"",1,650,"",1
551,3454,68,70,"",1,250,"",1
552,3090,68,70,"",1,35,"",1
553,5245,68,70,"",1,1250,"",1
554,3425,68,70,"",1,1350,"",1
555,3443,68,70,"",1,575,"",1
556,3237,68,70,"",1,150,"",1
557,4815,68,70,"",1,600,"",1
558,3252,68,70,"",1,350,"",1
559,5359,68,70,"",1,1000,"",1
560,3400,68,70,"",1,350,"",1
561,3300,68,70,"",1,650,"",1
562,3202,68,70,"",1,55,"",1
563,5411,68,70,"",1,670,"",1
564,3358,68,70,"",1,650,"",1
565,3226,68,70,"",1,125,"",1
566,3473,68,70,"",1,625,"",1
567,3384,68,70,"",1,675,"",1
568,3270,68,70,"",1,95,"",1
569,3409,68,70,"",1,400,"",1
570,3491,68,70,"",1,1100,"",1
571,3401,68,70,"",1,925,"",1
572,3095,68,70,"",1,450,"",1
573,3408,68,70,"",1,100,"",1
574,3299,68,70,"",1,700,"",1
575,3382,68,70,"",1,500,"",1
576,3235,68,70,"",1,250,"",1
577,3286,68,70,"",1,175,"",1
578,3365,68,70,"",1,1850,"",1
579,3488,68,70,"",1,925,"",1
580,3088,68,70,"",1,925,"",1
581,3493,68,70,"",1,300,"",1
582,3243,68,70,"",1,125,"",1
583,3438,68,70,"",1,950,"",1
584,3275,68,70,"",1,575,"",1
585,3120,68,70,"",1,150,"",1
586,3099,68,70,"",1,1350,"",1
587,3468,68,70,"",1,325,"",1
588,3261,68,70,"",1,150,"",1
589,3262,68,70,"",1,500,"",1
590,3404,68,70,"",1,650,"",1
591,5357,68,70,"",1,650,"",1
592,3323,68,70,"",1,575,"",1
593,3196,68,70,"",1,200,"",1
594,3113,68,70,"",1,10,"",1
595,3305,68,70,"",1,425,"",1
596,3091,68,70,"",1,20,"",1
597,3450,68,70,"",1,275,"",1
598,3331,68,70,"",1,125,"",1
599,3448,68,70,"",1,325,"",1
600,3479,68,70,"",1,1450,"",1
601,3144,68,70,"",1,150,"",1
602,3269,68,70,"",1,55,"",1
603,3244,68,70,"",1,115,"",1
604,3255,68,70,"",1,375,"",1
605,3505,68,70,"",1,1850,"",1
606,3342,68,70,"",1,200,"",1
607,3462,68,70,"",1,375,"",1
608,3519,68,70,"",1,200,"",1
609,3210,68,70,"",1,125,"",1
610,3272,68,70,"",1,150,"",1
611,3303,68,70,"",1,525,"",1
612,3203,68,70,"",1,90,"",1
613,3264,68,70,"",1,250,"",1
614,3260,68,70,"",1,110,"",1
615,3385,68,70,"",1,700,"",1
616,3297,68,70,"",1,45,"",1
617,3177,68,70,"",1,450,"",1
618,3392,68,70,"",1,725,"",1
619,3413,68,70,"",1,275,"",1
620,3108,68,70,"",1,70,"",1
621,3258,68,70,"",1,125,"",1
622,3344,68,70,"",1,90,"",1
623,3199,68,70,"",1,250,"",1
624,3368,68,70,"",1,875,"",1
625,5313,68,70,"",1,875,"",1
626,3431,68,70,"",1,600,"",1
627,3126,68,71,"",1,275,"",1
628,3417,68,71,"",1,125,"",1
629,3345,68,71,"",1,375,"",1
630,3456,68,71,"",1,1850,"",1
631,3447,68,71,"",1,90,"",1
632,4811,68,71,"",1,600,"",1
633,3411,68,71,"",1,600,"",1
634,3238,68,71,"",1,125,"",1
635,3114,68,71,"",1,125,"",1
636,3508,68,71,"",1,325,"",1
637,3124,68,71,"",1,150,"",1
638,3495,68,71,"",1,750,"",1
639,3455,68,71,"",1,500,"",1
640,3352,68,71,"",1,225,"",1
641,3465,68,71,"",1,300,"",1
642,3514,68,71,"",1,275,"",1
643,3343,68,71,"",1,275,"",1
644,3117,68,71,"",1,10,"",1
645,3517,68,71,"",1,175,"",1
646,3302,68,71,"",1,375,"",1
647,5314,68,71,"",1,1850,"",1
648,3152,68,71,"",1,1850,"",1
649,5085,68,71,"",1,775,"",1
650,3166,68,71,"",1,20,"",1
651,3119,68,71,"",1,95,"",1
652,3240,68,71,"",1,350,"",1
653,3334,68,71,"",1,275,"",1
654,3273,68,71,"",1,150,"",1
655,5361,68,71,"",1,1000,"",1
656,3477,68,71,"",1,250,"",1
657,3121,68,71,"",1,5,"",1
658,5310,68,71,"",1,550,"",1
659,3332,68,71,"",1,550,"",1
660,3419,68,71,"",1,125,"",1
661,3318,68,71,"",1,375,"",1
662,3154,68,71,"",1,25,"",1
663,3520,68,71,"",1,275,"",1
664,3379,68,71,"",1,825,"",1
665,3346,68,71,"",1,125,"",1
666,4941,68,71,"",1,175,"",1
667,3111,68,71,"",1,125,"",1
668,3357,68,71,"",1,150,"",1
669,3105,68,71,"",1,150,"",1
670,3311,68,71,"",1,200,"",1
671,3133,68,71,"",1,105,"",1
672,3281,68,71,"",1,425,"",1
673,3328,68,71,"",1,225,"",1
674,5358,68,71,"",1,1500,"",1
675,3403,68,71,"",1,600,"",1
676,3322,68,71,"",1,125,"",1
677,3460,68,71,"",1,575,"",1
678,3265,68,71,"",1,200,"",1
679,3094,68,71,"",1,15,"",1
680,3466,68,71,"",1,325,"",1
681,3324,68,71,"",1,325,"",1
682,3217,68,71,"",1,325,"",1
683,3355,68,71,"",1,250,"",1
684,5408,68,71,"",1,500,"",1
685,3160,68,71,"",1,90,"",1
686,3387,68,71,"",1,350,"",1
687,3475,68,71,"",1,70,"",1
688,3480,68,71,"",1,325,"",1
689,3136,68,71,"",1,175,"",1
690,3148,68,71,"",1,85,"",1
691,3087,68,71,"",1,25,"",1
692,3308,68,71,"",1,55,"",1
693,3373,68,71,"",1,350,"",1
694,3407,68,71,"",1,1450,"",1
695,3101,68,71,"",1,60,"",1
696,4814,68,72,"",1,325,"",1
697,5360,68,72,"",1,325,"",1
698,3375,68,72,"",1,375,"",1
699,3410,68,72,"",1,775,"",1
700,3246,68,72,"",1,175,"",1
701,3497,68,72,"",1,450,"",1
702,3220,68,72,"",1,150,"",1
703,3507,68,72,"",1,450,"",1
704,3129,68,72,"",1,85,"",1
705,3156,68,72,"",1,150,"",1
706,3162,68,72,"",1,125,"",1
707,3492,68,72,"",1,475,"",1
708,3451,68,72,"",1,1250,"",1
709,3132,68,72,"",1,675,"",1
710,3405,68,72,"",1,450,"",1
711,3452,68,72,"",1,375,"",1
712,3380,68,72,"",1,275,"",1
713,3103,68,72,"",1,150,"",1
714,3159,68,72,"",1,35,"",1
715,3157,68,72,"",1,675,"",1
716,3446,68,72,"",1,775,"",1
717,3179,68,72,"",1,525,"",1
718,3158,68,72,"",1,150,"",1
719,3444,68,72,"",1,475,"",1
720,3483,68,72,"",1,275,"",1
721,5406,68,72,"",1,750,"",1
722,3274,68,72,"",1,200,"",1
723,3307,68,72,"",1,150,"",1
724,3363,68,72,"",1,125,"",1
725,3102,68,72,"",1,110,"",1
726,3312,68,72,"",1,150,"",1
727,3185,68,72,"",1,110,"",1
728,3153,68,72,"",1,675,"",1
729,3487,68,73,"",1,525,"",1
730,3484,68,73,"",1,725,"",1
731,5243,68,73,"",1,500,"",1
732,3503,68,73,"",1,125,"",1
733,3327,68,73,"",1,85,"",1
734,3223,68,73,"",1,125,"",1
735,3351,68,73,"",1,250,"",1
736,3377,68,73,"",1,125,"",1
737,5443,68,73,"",1,250,"",1
738,3464,68,73,"",1,725,"",1
