"rownum","Id","HASH16","bool_10","bool_11"
247,"SummonWarbandPack",52969,1,""
248,"ReviveAllWithOnslaught",46005,1,""
249,"SummonExile",17950,1,""
250,"SummonStandaloneMapBoss",47560,1,""
251,"BirdmanConsume",22587,1,""
252,"SandSpitterSpray",28111,1,""
253,"VaalCloud",47408,1,""
254,"MonsterSummonAnimatedWeapon",29619,1,""
255,"SummonSandSpitters",5163,1,""
256,"SkeletonExplosionSlam",59290,1,""
257,"MoltenStrike",43457,1,""
258,"Convocation",35228,1,""
259,"SummonKaomTotems",12269,1,""
260,"ComboStrike",14956,1,""
261,"DropBearAmbush",63534,1,""
262,"KiteWestBossUsePortal",46785,1,""
263,"MerveilIceSpear",5723,1,""
264,"MerveilGeyser",54448,1,""
265,"BrutusCageSummon",56787,1,""
266,"BrutusSpikedGround",47856,1,""
267,"FireNova",63120,1,""
268,"TornadoShot",31905,1,""
269,"BrutusGroundSlam",60807,1,""
270,"MerveilWarp",48466,1,""
271,"MerveilTeleport",33986,1,""
272,"MonsterProjectileSpell",33319,1,""
273,"MerveilAnimateWeapon",15153,1,""
274,"MossMonsterSlam",293,1,""
275,"LavaHoundCharge",21613,1,""
276,"MerveilSummonStatue",26993,1,""
277,"MerveilSummonDaughters",28467,1,""
278,"MerveilSummonSpawn",56634,1,""
279,"MerveilMultiGeyser",65443,1,""
280,"Heal",5214,1,""
281,"HeraldOfAsh",31276,1,""
282,"HeraldOfIce",7197,1,""
283,"HeraldOfThunder",26016,1,""
284,"HeraldOfAgony",51542,1,""
285,"HeraldOfLight",38691,1,""
286,"HeraldOfTheBreach",8363,1,""
287,"RampageSummonAnimatedWeapon",65314,1,""
288,"MonsterGroundEffectRing",10714,1,""
289,"Consecrate",54103,1,""
290,"PoachersMark",55937,1,""
291,"SummonCritters",19096,1,""
292,"SummonSpecificMonsters",50489,1,""
293,"SummonSpecificMonstersCannotDie",21826,1,""
294,"MonsterUseFlask",35375,1,""
295,"LightningTouch",41610,1,""
296,"LightningTendrilsChannelled",45905,1,""
297,"Beacon",38204,1,""
298,"LightningCircle",15170,1,""
299,"DanceOnCorpse",65082,1,""
300,"BatScreech",54983,1,""
301,"Sandstorm",39721,1,""
302,"DropBearRain",21724,1,""
303,"DropBearEnrage",49018,1,""
304,"LightningChannel",13009,1,""
305,"VollCharge",36986,1,""
306,"MinerThrowFire",13804,1,""
307,"VollSlam",31026,1,""
308,"WaterVortex",19629,1,""
309,"MonsterDodge",35715,1,""
310,"VollReviveUndead",2021,1,""
311,"SummonTaniwhaTail",11073,1,""
312,"MonsterMortar",35572,1,""
313,"MonsterMortarAttack",5429,1,""
314,"Earthquake",22149,1,""
315,"ClusterBurst",19862,1,""
316,"Haunt",31336,1,""
317,"BloodlineDaemonNova",38636,1,""
318,"DaressoCloneCharge",16673,1,""
319,"DaressoSummonClones",43928,1,""
320,"DaressoSummonClonesSpell",11779,1,""
321,"CloneShot",13079,1,""
322,"DecoyShot",11147,1,""
323,"DaressoEnrage",25111,1,""
324,"MonsterTeleport",6775,1,""
325,"ColdThorns",4190,1,""
326,"DaemonPulseBeam",27848,1,""
327,"SummonStorms",3052,1,""
328,"DualWieldCounterattack",32707,1,""
329,"ShieldCounterattack",7765,1,""
330,"StaticStrike",28061,1,""
331,"StaticStrikeNew",8788,1,""
332,"LivingBomb",50819,1,""
333,"TriggeredThunderbolt",52452,1,""
334,"HitCounterattack",37618,1,""
335,"RuneExplosion",17822,1,""
336,"TormentSpiritPause",49188,1,""
337,"DaressoAttackCombo",60550,1,""
338,"SummonChaosElemental",10207,1,""
339,"SummonIceElemental",37251,1,""
340,"SummonFireElemental",34338,1,""
341,"BullThorns",12072,1,""
342,"GladiatorSwordThrow",48410,1,""
343,"HandfingerHammerThrow",40825,1,""
344,"IceCrash_",21465,1,""
345,"DeathExplode",30653,1,""
346,"MinerThrowSpawn",53676,1,""
347,"MinerExcavateElemental",17793,1,""
348,"Wait",30862,1,""
349,"SkeletonSoldierArrowSpray",61033,1,""
350,"NewShockNova",13964,1,""
351,"FlameDash",23757,1,""
352,"VultureTakeoff",8881,1,""
353,"PietyCorruptedBallLightning",61082,1,""
354,"PietyCorruptedLightningBeam",13863,1,""
355,"VaalAuraElementalDamageHealing",18691,1,""
356,"CurseTransfer",51382,1,""
357,"BarrelExplosion",57654,1,""
358,"MalachaiElementalCone",60436,1,""
359,"MalachaiTeleportSlam",32611,1,""
360,"MalachaiShadowBarrage",63004,1,""
361,"MalachaiTeleport",10477,1,""
362,"Fortify",41025,1,""
363,"IceElementalSpear",43259,1,""
364,"KaomFireChasm",23604,1,""
365,"KaomVolcanoMortar",5327,1,""
366,"IceStrike",49390,1,""
367,"FireElementalCone",59919,1,""
368,"ShavronneLightningTouch",31637,1,""
369,"ShavronneTeleport",2190,1,""
370,"DaressoReave",60590,1,""
371,"DaressoCharge",3955,1,""
372,"CurseConsume",8418,1,""
373,"FireMortar",60164,1,""
374,"VikingUpheaval",21922,1,""
375,"SummonEye",10676,1,""
376,"TriggerKaomArcherSpawners",39200,1,""
377,"TriggerKaomSkullSpawners",5283,1,""
378,"NewPunishment",59575,1,""
379,"NewArcticArmour",26344,1,""
380,"VaalArcticArmour",58122,1,""
381,"RevenantReviveUndead",41331,1,""
382,"MonsterSnipe",20802,1,""
383,"ElementalStrike",44576,1,""
384,"PietyAllyBeam",49824,1,""
385,"TrapIceRune",23177,1,""
386,"InvisibleFire",29692,1,""
387,"MalachaiShield",41236,1,""
388,"MortarWithGroundEffects",53349,1,""
389,"MinerBeacon",42090,1,""
390,"MalachaiTransformPiety",48489,1,""
391,"PietyTransformToCorruptPiety",56899,1,""
392,"CorruptPietyTransformToPiety",62031,1,""
393,"PietyTransformEnd",23545,1,""
394,"MalachaiImpale",45018,1,""
395,"PietyActivateEyeSpawner",44725,1,""
396,"MalachaiOpenHeart",13727,1,""
397,"HeartGrantShield",35494,1,""
398,"GainCharges",20312,1,""
399,"DaressoSwordTrap",19307,1,""
400,"MalachaiSpawnTriBomb",25459,1,""
401,"RepeatableWave",26661,1,""
402,"NewPhaseRun",37374,1,""
403,"FireElementalMeteor",26462,1,""
404,"BlastRain",28488,1,""
405,"ShrapnelShot",20831,1,""
406,"BurnwillowTargetArea",36221,1,""
407,"StaticTether",38268,1,""
408,"PietyReverseCleave",50763,1,""
409,"RainOfBlades",19291,1,""
410,"SpinningEtherealBlades",34705,1,""
411,"VaalBladeVortex",13745,1,""
412,"FrostBomb",24119,1,""
413,"FireNovaOnKill",368,1,""
414,"UniqueAnimateWeapon",18636,1,""
415,"StormCloud",10585,1,""
416,"LbRetractableTrap",43594,1,""
417,"SummonExplosiveIcyRagingSpirit",8597,1,""
418,"TriggeredClone",27097,1,""
419,"TriggeredConsecrate",16172,1,""
420,"TriggeredLightningCones",55607,1,""
421,"SummonRockGolem",5195,1,""
422,"TriggeredCleave",20262,1,""
423,"WhirlingLeap",36416,1,""
424,"ExplosiveHit",5197,1,""
425,"RighteousLightning",14825,1,""
426,"LbArrowTrap",242,1,""
427,"QuakeSlam",20811,1,""
428,"VaalEarthquake",45734,1,""
429,"VaalEarthquakeFootstep",23677,1,""
430,"AnimateWeaponExplosive",24129,1,""
431,"Contagion",11273,1,""
432,"Wither",930,1,""
433,"WitherChannelled",34931,1,""
434,"Siphon",57760,1,""
435,"EnchantmentMeteor",9185,1,""
436,"ReviveAfterDuration",8994,1,""
437,"GraspingOrnaments",13575,1,""
438,"OfferingOfJudgement",36198,1,""
439,"PlayerProjectileSpell",33351,1,""
440,"EnchantedWeaponProjectile",17449,1,""
441,"TotemSnipe",10842,1,""
442,"LbEdgeTrap",44184,1,""
443,"DropBearDesecration",7956,1,""
444,"LbBeamTrap",49395,1,""
445,"TotemAncestorMelee",52232,1,""
446,"StormCloudLightningWarp",30705,1,""
447,"LbBossFlee",38407,1,""
448,"VinktarHide",22089,1,""
449,"VinktarLightningBond",21560,1,""
450,"ShadowBlades",38424,1,""
451,"SummonSpecificMonstersFromMortars",64242,1,""
452,"LbBossSummonLieutenants",62448,1,""
453,"LbBossSpiritMortar",59959,1,""
454,"TriggeredExplosion",14803,1,""
455,"LbBossShield",22366,1,""
456,"SummonSpecificMonstersInFront",31949,1,""
457,"IzaroTaunt",38491,1,""
458,"Shrink",37790,1,""
459,"MonsterSlam",17381,1,""
460,"RigwaldWolfForm",65331,1,""
461,"RigwaldWolfBarrage",32278,1,""
462,"OakSunder",17800,1,""
463,"ShockwaveSlam",29540,1,""
464,"NewSunder",24541,1,""
465,"RangeFinder",2067,1,""
466,"TalismanDegen",61954,1,""
467,"TalismanSummonLightningSpiral",13882,1,""
468,"MonsterSubmergeDelete",53059,1,""
469,"SummonRigwaldsPack",20329,1,""
470,"CastGroundEffect",19462,1,""
471,"FrostBolt",24210,1,""
472,"FrostBoltChannel",60568,1,""
473,"FrostBoltNova",38141,1,""
474,"BlightChannel",35302,1,""
475,"VaalBlight",50219,1,""
476,"Blight",7333,1,""
477,"Riptide",5624,1,""
478,"MoltenBurst",20327,1,""
479,"TriggeredLightningWeaponSpiral",58776,1,""
480,"IzaroAbsorbElemental",43370,1,""
481,"ChargedAttack",1276,1,""
482,"ChargedAttackChannelled",44898,1,""
483,"VaalChargedAttack",15666,1,""
484,"RepeatingShockwave",23095,1,""
485,"AwakenGargoyle",39268,1,""
486,"OfferingSpirit",38460,1,""
487,"TrapBlade",44436,1,""
488,"IzaroPedestalBuff",46215,1,""
489,"DoomArrow",27293,1,""
490,"HydraDoomArrow",42214,1,""
491,"Icefire",20189,1,""
492,"FaceLastTarget",7028,1,1
493,"LightningGolemWrath",16252,1,""
494,"LightningGolemArc",38425,1,""
495,"SummonLightningElemental",20547,1,""
496,"ChronosStatueCast",19975,1,""
497,"IzaroReave",39454,1,""
498,"Enrage",60637,1,""
499,"PerandusRevive",23156,1,""
500,"IzaroWarp",1084,1,""
501,"MonsterProjectileEquippedWeapon",51167,1,""
502,"DeleteTarget",22411,1,""
503,"AncestorTotemSlash",39949,1,""
504,"AncestorTotemSlam",49546,1,""
505,"VaalAncestralWarchief",31655,1,""
506,"DoubleSlash",728,1,""
507,"WalkingDoubleSlash",15221,1,""
508,"ElementalProjectiles",18499,1,""
509,"CastAuraSlow",6590,1,""
510,"CastAuraPhysicalDegeneration",10319,1,""
511,"SkeletalChains",45814,1,""
512,"CastAuraIncreasedDamageTaken",48688,1,""
513,"SummonDaemonsAtLocators",48568,1,""
514,"CastAuraDamageOnMovementSkillUse",3762,1,""
515,"FlaskChargeNova",34196,1,""
516,"BleedNova",36044,1,""
517,"Kill",32053,1,""
518,"WandTeleport",22788,1,""
519,"GoddessWarp",63786,1,""
520,"GoddessBeam",44185,1,""
521,"ThrowRandomWeapon",10291,1,""
522,"IncaBossFreezingPulse",59515,1,""
523,"WhirlingCharge",12377,1,""
524,"StrongboxCorpseExplode",61077,1,""
525,"PhoenixFirebomb",42966,1,""
526,"RepeatedPulse",59355,1,""
527,"TauntTarget",16242,1,""
528,"CurseNova",53857,1,""
529,"Vulnerable",10032,1,""
530,"SuperGoatEmerge",23702,1,""
531,"FireOrbs",37617,1,""
532,"HydraTurretProjectile",60007,1,""
533,"AtlasFrostBoltVortex",4733,1,""
534,"GroundEffectSlam",34900,1,""
535,"HydraBarrage",21082,1,""
536,"MinotaurArcTrap",37427,1,""
537,"IceWarp",53914,1,""
538,"AtlasRiftwalk",25620,1,""
539,"HydraTeleportShot",7517,1,""
540,"FireBeam",29795,1,""
541,"MarkerWarp",41057,1,""
542,"MinotaurSlam",34049,1,""
543,"ShaperBanishZana",46864,1,""
544,"ShaperOpenPortal",47782,1,""
545,"ShaperTeleportSlam",47391,1,""
546,"ShaperBanishPlayer",7520,1,""
547,"ShaperBeam",39584,1,""
548,"MinotaurBurrow",1567,1,""
549,"TrapGroundSmoke",63828,1,""
550,"MinotaurSweep",22293,1,""
551,"ShaperProjectile",37246,1,""
552,"ChimeraHideAttack",60107,1,""
553,"ShaperBulletHell",31233,1,""
554,"ChimeraFlickerLance",8171,1,""
555,"FireBurst",7485,1,""
556,"AtlasCharge",52982,1,""
557,"StormCascade",52432,1,""
558,"SummonEssenceSpirits",11983,1,""
559,"SummonSpecificBarrels",61252,1,""
560,"SummonSpecificBarrelsInFront",55873,1,""
561,"SummonSpecificBarrelsFromMortar",37648,1,""
562,"ChimeraComboAttack",7605,1,""
563,"HellfireBarrage",12474,1,""
564,"ChangeStance",34274,1,""
565,"BeatChest",51129,1,""
566,"PirateBossBreakChest",12528,1,""
567,"ChimeraChargedAttack",41085,1,""
568,"FireStormCascade",44413,1,""
569,"AtlasSplitForm",9593,1,""
570,"BonePrison",52213,1,""
571,"MonsterMortarAroundCaster",30266,1,""
572,"BladeVortex",1471,1,""
573,"HydraForkArrow",12743,1,""
574,"Restore",29761,1,""
575,"ChangeToStance1",5831,1,1
576,"ChangeToStance2",5828,1,1
577,"ChangeToStance3",5829,1,1
578,"ChangeToStance4",5826,1,1
579,"ChangeToStance5",5827,1,1
580,"ChangeToStance1Immediate",7768,1,1
581,"ChangeToStance2Immediate",25928,1,1
582,"ChangeToStance3Immediate",63286,1,1
583,"ChangeToStance4Immediate",2767,1,1
584,"ChangeToStance5Immediate",42257,1,1
585,"AtlasGrowingMaelstrom",63509,1,""
586,"AtlasSpiderWeb",32393,1,""
587,"CoverInSpiders",33131,1,""
588,"ReviveSpecificMonsters",44318,1,""
589,"AtlasLightningGolemBuff",1860,1,""
590,"AtlasLightningGolemNova",54822,1,""
591,"ZanaDisruptPortal",53951,1,""
592,"SummonGoldAnimatedArmour",3432,1,""
593,"StormflayLightningStrike",33249,1,""
594,"LightningOrbs",11060,1,""
595,"ZanaExtendShield",37513,1,""
596,"ZanaRetreat",11337,1,""
597,"AtlasRandomMaelstrom",51429,1,""
598,"MassSummonBloodRaven",8760,1,""
599,"HotdogUpheaval",16838,1,""
600,"CoverInAsh",59453,1,""
601,"EmpoweringHowl",49352,1,""
602,"Flamebreath",10375,1,""
603,"NewBladeVortex",48699,1,""
604,"ThrownShieldProjectile",41602,1,""
605,"AvariusCleave",22605,1,""
606,"AvariusOffsetProjectile",65519,1,""
607,"AvariusSuperProjectile",41249,1,""
608,"AvariusPentagonProjectile",31775,1,""
609,"AvariusRapidProjectile",32827,1,""
610,"AvariusDivineSlam",21342,1,""
611,"AvariusSummonTemplars",59393,1,""
612,"AvariusRaiseStatues",52744,1,""
613,"MonsterConsume",29486,1,""
614,"MortarInCone",39018,1,""
615,"BreachBlizzard",20001,1,""
616,"BreachTeamWarp",8567,1,""
617,"BrineKingTideRush",24860,1,""
618,"BrineKingUpheaval",50148,1,""
619,"BrineKingFloodArena",22865,1,""
620,"BrineKingStormCall",55118,1,""
621,"BrutusWallHook",42685,1,""
622,"BreachBoneNova",46397,1,""
623,"BreachFlickerStrike",5191,1,""
624,"BreachMassFlickerStrike",31447,1,""
625,"Mortar",51587,1,""
626,"Envy",56463,1,""
627,"TransitionObject",64185,1,""
628,"BreachBallLightning",47761,1,""
629,"BreachRecall",58671,1,""
630,"BreachSummonMonsterAtMarker",59079,1,""
631,"BreachSpellBarrage",57785,1,""
632,"MaligaroTeleportSlam",57998,1,""
633,"MaligaroComboAttack",14369,1,""
634,"MaligaroSoulComboAttack",12207,1,""
635,"MaligaroTelekineticBlades",29208,1,""
636,"MaligaroVanish",57193,1,""
637,"NovaProjectileSpell",58056,1,""
638,"RapidSlam",37266,1,""
639,"MaligaroBarrage",40304,1,""
640,"LightningSpell",47684,1,""
641,"WandStrike",61814,1,""
642,"DoedreBubbleBurst",28485,1,""
643,"DoedreWarp",30415,1,""
644,"DoedreFormWarp",5119,1,""
645,"SummonSpider",64386,1,""
646,"BreachLightningOrbs",53774,1,""
647,"LunarisComboAttack",11568,1,""
648,"MeleeThrustAttack",60466,1,""
649,"SolarisSkyBeam",64100,1,""
650,"SolarisEnergyLance",9705,1,""
651,"LunarisSpellBarrage",59927,1,""
652,"LunarisDarkProjectile",63869,1,""
653,"DeathProjectileSpell",44606,1,""
654,"SolarisSolarFlare",37229,1,""
655,"LunarisGlaiveProjectile",59076,1,""
656,"SolarisBackflip",24429,1,""
657,"SpiderGodComboAttack",50479,1,""
658,"SpiderGodAcidLightning",5058,1,""
659,"SpiderGodLaserBarrage",25502,1,""
660,"SpiderGodRiptide",64742,1,""
661,"YeenaFireBreath",16704,1,""
662,"BreachFlameVortex",63150,1,""
663,"AvariusDivineBeam",9422,1,""
664,"AvariusCharge",2842,1,""
665,"ExplosiveDoomArrow",28620,1,""
666,"SpectralSawblade",48863,1,""
667,"SpiderGodWebZone",19424,1,""
668,"PurgeHoundWhirlingBlades",52146,1,""
669,"StormBurst",57992,1,""
670,"RaiseSkeletonChannelled",33414,1,""
671,"AvariusKillStatues",53554,1,""
672,"MatriachFireMortar",11131,1,""
673,"MonsterAreaOfEffectSpell",51538,1,""
674,"ShavronneLightningPulse",15477,1,""
675,"TukohamaSunder",4542,1,""
676,"TukohamaTotemShield",8991,1,""
677,"TukohamaSlam",36438,1,""
678,"BrineKingSlam",28158,1,""
679,"MonsterSelfSlam",6358,1,""
680,"ShavronneLevitatingProjectile",53390,1,""
681,"OfferingBlood",32935,1,""
682,"TeleportStrike",18837,1,""
683,"ShavronneEmpowerBeam",20557,1,""
684,"MainHandAttack",56416,1,""
685,"OffHandAttack",37730,1,""
686,"BlackguardZombieEnrage",53322,1,1
687,"ShavronneProjectileBarrage",59929,1,""
688,"CreateLesserShrine",25303,1,""
689,"FigureheadIncinerate",2008,1,""
690,"SolarisLunarisTransform",28045,1,""
691,"SummoningArrow",61113,1,""
692,"KitavaXBlast",59933,1,""
693,"KitavaXNuke",30972,1,""
694,"KitavaSwipe",45275,1,""
695,"KitavaSlam",9374,1,""
696,"KitavaDevouringDarkness",57510,1,""
697,"KitavaThrowDebris",32527,1,""
698,"KitavaHeartSummon",4782,1,""
699,"DoedreEmptyCauldron",8906,1,""
700,"AbberathsFury",16046,1,""
701,"AbberathMeteorUpheaval",49510,1,""
702,"AbberathFireballCombo",59474,1,""
703,"AbberathEmerge",23422,1,""
704,"AbberathHide",23783,1,""
705,"ChargedDash",19010,1,""
706,"ChargedDashAim",11638,1,""
707,"CastAuraChaosDegenUnique",1028,1,""
708,"BrineKingCleave",36533,1,""
709,"DespairBearUpheaval",3417,1,""
710,"DespairBearEarthquake",22580,1,""
