"rownum","BaseItemTypesKey","ArmourMin","ArmourMax","EvasionMin","EvasionMax","EnergyShieldMin","EnergyShieldMax","IncreasedMovementSpeed","WardMin","WardMax","i32_52","i32_56"
35,945,0,0,440,506,0,0,-3,0,0,0,0
36,946,0,0,75,86,0,0,-3,0,0,0,0
37,947,0,0,123,142,0,0,-3,0,0,0,0
38,948,0,0,206,237,0,0,-3,0,0,0,0
39,949,0,0,0,0,6,8,-3,0,0,0,0
40,950,0,0,0,0,11,14,-3,0,0,0,0
41,951,0,0,0,0,15,19,-3,0,0,0,0
42,952,0,0,0,0,21,25,-3,0,0,0,0
43,953,0,0,0,0,25,29,-3,0,0,0,0
44,954,0,0,0,0,35,40,-3,0,0,0,0
45,955,0,0,0,0,32,38,-3,0,0,0,0
46,956,0,0,0,0,35,40,-3,0,0,0,0
47,957,0,0,0,0,38,45,-3,0,0,0,0
48,958,0,0,0,0,42,48,-3,0,0,0,0
49,959,0,0,0,0,54,62,-3,0,0,0,0
50,960,0,0,0,0,47,55,-3,0,0,0,0
51,961,0,0,0,0,49,55,-3,0,0,0,0
52,962,0,0,0,0,56,64,-3,0,0,0,0
53,963,0,0,0,0,58,66,-3,0,0,0,0
54,964,0,0,0,0,67,77,-3,0,0,0,0
55,965,0,0,0,0,16,19,-3,0,0,0,0
56,966,0,0,0,0,25,29,-3,0,0,0,0
57,967,0,0,0,0,39,45,-3,0,0,0,0
58,968,13,18,13,18,0,0,-3,0,0,0,0
59,969,29,37,29,37,0,0,-3,0,0,0,0
60,970,46,58,46,58,0,0,-3,0,0,0,0
61,971,87,100,87,100,0,0,-3,0,0,0,0
62,972,75,86,75,86,0,0,-3,0,0,0,0
63,973,88,99,88,99,0,0,-3,0,0,0,0
64,974,102,120,102,120,0,0,-3,0,0,0,0
65,975,155,178,155,178,0,0,-3,0,0,0,0
66,976,122,140,122,140,0,0,-3,0,0,0,0
67,977,131,146,131,146,0,0,-3,0,0,0,0
68,978,154,177,154,177,0,0,-3,0,0,0,0
69,979,209,240,209,240,0,0,-3,0,0,0,0
70,980,148,170,148,170,0,0,-3,0,0,0,0
71,981,18,25,0,0,5,7,-3,0,0,0,0
72,982,43,56,0,0,11,14,-3,0,0,0,0
73,983,65,81,0,0,15,18,-3,0,0,0,0
74,984,62,73,0,0,13,16,-3,0,0,0,0
75,985,77,89,0,0,16,19,-3,0,0,0,0
76,986,127,142,0,0,27,30,-3,0,0,0,0
77,987,146,167,0,0,30,35,-3,0,0,0,0
78,988,113,133,0,0,23,27,-3,0,0,0,0
79,989,124,142,0,0,25,29,-3,0,0,0,0
80,990,186,208,0,0,38,43,-3,0,0,0,0
81,991,215,247,0,0,44,50,-3,0,0,0,0
82,992,147,169,0,0,30,34,-3,0,0,0,0
83,993,156,179,0,0,32,37,-3,0,0,0,0
84,994,0,0,13,18,4,6,-3,0,0,0,0
85,995,0,0,46,60,11,15,-3,0,0,0,0
86,996,0,0,56,70,13,16,-3,0,0,0,0
87,997,0,0,62,73,13,16,-3,0,0,0,0
88,998,0,0,120,135,26,29,-3,0,0,0,0
89,999,0,0,142,163,30,34,-3,0,0,0,0
90,1000,0,0,122,144,25,30,-3,0,0,0,0
91,1001,0,0,111,131,23,27,-3,0,0,0,0
92,1002,0,0,195,218,40,45,-3,0,0,0,0
93,1003,0,0,209,240,43,49,-3,0,0,0,0
94,1004,0,0,181,209,37,43,-3,0,0,0,0
95,1005,0,0,151,174,31,35,-3,0,0,0,0
96,1006,0,0,242,278,49,57,-3,0,0,0,0
97,1007,0,0,0,0,0,0,-3,0,0,0,0
98,1008,9,13,0,0,0,0,0,0,0,0,0
99,1009,38,50,0,0,0,0,0,0,0,0,0
100,1010,92,115,0,0,0,0,0,0,0,0,0
101,1011,130,150,0,0,0,0,0,0,0,0,0
102,1012,174,195,0,0,0,0,0,0,0,0,0
103,1013,198,233,0,0,0,0,0,0,0,0,0
104,1014,237,272,0,0,0,0,0,0,0,0,0
105,1015,276,325,0,0,0,0,0,0,0,0,0
106,1016,346,381,0,0,0,0,0,0,0,0,0
107,1017,377,434,0,0,0,0,0,0,0,0,0
108,1018,373,429,0,0,0,0,0,0,0,0,0
109,1019,431,496,0,0,0,0,0,0,0,0,0
110,1020,501,576,0,0,0,0,0,0,0,0,0
111,1021,582,669,0,0,0,0,0,0,0,0,0
112,1022,0,0,19,27,0,0,0,0,0,0,0
113,1023,0,0,53,69,0,0,0,0,0,0,0
114,1024,0,0,101,127,0,0,0,0,0,0,0
115,1025,0,0,150,172,0,0,0,0,0,0,0
116,1026,0,0,203,227,0,0,0,0,0,0,0
117,1027,0,0,232,266,0,0,0,0,0,0,0
118,1028,0,0,276,325,0,0,0,0,0,0,0
119,1029,0,0,346,381,0,0,0,0,0,0,0
120,1030,0,0,369,425,0,0,0,0,0,0,0
121,1031,0,0,380,437,0,0,0,0,0,0,0
122,1032,0,0,431,496,0,0,0,0,0,0,0
123,1033,0,0,501,576,0,0,0,0,0,0,0
124,1034,0,0,582,669,0,0,0,0,0,0,0
125,1035,0,0,0,0,7,10,0,0,0,0,0
126,1036,0,0,0,0,12,15,0,0,0,0,0
127,1037,0,0,0,0,20,25,0,0,0,0,0
128,1038,0,0,0,0,28,33,0,0,0,0,0
129,1039,0,0,0,0,36,40,0,0,0,0,0
130,1040,0,0,0,0,41,48,0,0,0,0,0
131,1041,0,0,0,0,49,55,0,0,0,0,0
132,1042,0,0,0,0,55,64,0,0,0,0,0
133,1043,0,0,0,0,60,68,0,0,0,0,0
134,1044,0,0,0,0,73,84,0,0,0,0,0
135,1045,0,0,0,0,80,92,0,0,0,0,0
136,1046,0,0,0,0,87,100,0,0,0,0,0
137,1047,0,0,0,0,101,116,0,0,0,0,0
138,1048,0,0,0,0,117,134,0,0,0,0,0
139,1049,13,18,13,18,0,0,0,0,0,0,0
140,1050,37,48,37,48,0,0,0,0,0,0,0
141,1051,64,80,64,80,0,0,0,0,0,0,0
142,1052,90,97,90,97,0,0,0,0,0,0,0
143,1053,98,116,98,116,0,0,0,0,0,0,0
144,1054,117,134,117,134,0,0,0,0,0,0,0
145,1055,138,155,138,155,0,0,0,0,0,0,0
146,1056,160,189,160,189,0,0,0,0,0,0,0
147,1057,229,263,159,183,0,0,0,0,0,0,0
148,1058,162,187,233,268,0,0,0,0,0,0,0
149,1059,268,308,268,308,0,0,0,0,0,0,0
150,1060,308,355,308,355,0,0,0,0,0,0,0
151,1061,355,409,355,409,0,0,0,0,0,0,0
152,1062,42,49,42,49,0,0,0,0,0,0,0
153,1063,122,140,122,140,0,0,0,0,0,0,0
154,1064,185,212,185,212,0,0,0,0,0,0,0
155,1065,16,22,0,0,5,7,0,0,0,0,0
156,1066,34,45,0,0,8,11,0,0,0,0,0
157,1067,61,76,0,0,14,17,0,0,0,0,0
158,1068,85,95,0,0,18,20,0,0,0,0,0
159,1069,101,119,0,0,21,25,0,0,0,0,0
160,1070,119,137,0,0,25,29,0,0,0,0,0
161,1071,143,161,0,0,29,33,0,0,0,0,0
162,1072,160,189,0,0,33,39,0,0,0,0,0
163,1073,224,258,0,0,32,37,0,0,0,0,0
164,1074,161,185,0,0,51,58,0,0,0,0,0
165,1075,268,308,0,0,54,62,0,0,0,0,0
166,1076,308,355,0,0,62,71,0,0,0,0,0
167,1077,355,409,0,0,71,82,0,0,0,0,0
168,1078,42,49,0,0,10,12,0,0,0,0,0
169,1079,122,140,0,0,25,29,0,0,0,0,0
170,1080,185,212,0,0,38,43,0,0,0,0,0
171,1081,0,0,13,18,4,6,0,0,0,0,0
172,1082,0,0,29,38,7,10,0,0,0,0,0
173,1083,0,0,48,60,11,14,0,0,0,0,0
174,1084,0,0,77,88,17,19,0,0,0,0,0
175,1085,0,0,96,103,20,22,0,0,0,0,0
176,1086,0,0,104,119,22,25,0,0,0,0,0
177,1087,0,0,122,137,25,28,0,0,0,0,0
178,1088,0,0,141,158,29,32,0,0,0,0,0
179,1089,0,0,157,185,32,38,0,0,0,0,0
180,1090,0,0,207,239,37,43,0,0,0,0,0
181,1091,0,0,190,219,47,54,0,0,0,0,0
182,1092,0,0,268,308,54,62,0,0,0,0,0
183,1093,0,0,308,355,62,71,0,0,0,0,0
184,1094,0,0,355,409,71,82,0,0,0,0,0
185,1095,0,0,42,49,10,12,0,0,0,0,0
186,1096,0,0,122,140,25,29,0,0,0,0,0
187,1097,0,0,185,212,38,43,0,0,0,0,0
188,1098,0,0,0,0,0,0,0,0,0,0,0
189,1099,0,0,0,0,0,0,0,0,0,0,0
190,1100,197,227,0,0,40,46,0,0,0,0,0
191,1101,0,0,0,0,0,0,0,41,47,0,0
192,1102,0,0,0,0,0,0,0,97,112,0,0
193,1103,0,0,0,0,0,0,0,164,189,0,0
194,1104,19,27,0,0,0,0,-3,0,0,0,0
195,1105,68,89,0,0,0,0,-5,0,0,0,0
196,1106,176,221,0,0,0,0,-5,0,0,0,0
197,1107,216,248,0,0,0,0,-5,0,0,0,0
198,1108,284,319,0,0,0,0,-5,0,0,0,0
199,1109,324,389,0,0,0,0,-5,0,0,0,0
200,1110,353,417,0,0,0,0,-5,0,0,0,0
201,1111,373,429,0,0,0,0,-5,0,0,0,0
202,1112,412,474,0,0,0,0,-5,0,0,0,0
203,1113,451,506,0,0,0,0,-5,0,0,0,0
204,1114,491,589,0,0,0,0,-5,0,0,0,0
205,1115,530,625,0,0,0,0,-5,0,0,0,0
206,1116,559,643,0,0,0,0,-5,0,0,0,0
207,1117,601,691,0,0,0,0,-5,0,0,0,0
208,1118,711,782,0,0,0,0,-5,0,0,0,0
209,1119,738,848,0,0,0,0,-5,0,0,0,0
210,1120,776,892,0,0,0,0,0,0,0,0,0
211,1121,877,1009,0,0,0,0,-5,0,0,0,0
212,1122,1018,1171,0,0,0,0,-5,0,0,0,0
213,1123,1183,1360,0,0,0,0,-5,0,0,0,0
214,1124,23,23,0,0,0,0,0,0,0,0,0
215,1125,0,0,29,41,0,0,-3,0,0,0,0
216,1126,0,0,98,127,0,0,-3,0,0,0,0
217,1127,0,0,176,221,0,0,-3,0,0,0,0
218,1128,0,0,255,306,0,0,-3,0,0,0,0
219,1129,0,0,284,327,0,0,-3,0,0,0,0
220,1130,0,0,324,382,0,0,-3,0,0,0,0
221,1131,0,0,353,396,0,0,-3,0,0,0,0
222,1132,0,0,373,429,0,0,-3,0,0,0,0
223,1133,0,0,412,495,0,0,-3,0,0,0,0
224,1134,0,0,451,519,0,0,-3,0,0,0,0
225,1135,0,0,491,579,0,0,-3,0,0,0,0
226,1136,0,0,530,594,0,0,-3,0,0,0,0
227,1137,0,0,559,643,0,0,-3,0,0,0,0
228,1138,0,0,601,721,0,0,-3,0,0,0,0
229,1139,0,0,704,810,0,0,-3,0,0,0,0
230,1140,0,0,854,982,0,0,-3,0,0,0,0
231,1141,0,0,737,811,0,0,0,0,0,0,0
232,1142,0,0,894,1028,0,0,-3,0,0,0,0
233,1143,0,0,1037,1193,0,0,-3,0,0,0,0
234,1144,0,0,1205,1386,0,0,-3,0,0,0,0
235,1145,0,0,0,0,14,20,-3,0,0,0,0
236,1146,0,0,0,0,30,38,-3,0,0,0,0
237,1147,0,0,0,0,43,53,-3,0,0,0,0
238,1148,0,0,0,0,56,64,-3,0,0,0,0
239,1149,0,0,0,0,62,69,-3,0,0,0,0
240,1150,0,0,0,0,69,80,-3,0,0,0,0
241,1151,0,0,0,0,75,88,-3,0,0,0,0
242,1152,0,0,0,0,79,90,-3,0,0,0,0
243,1153,0,0,0,0,86,104,-3,0,0,0,0
244,1154,0,0,0,0,94,105,-3,0,0,0,0
245,1155,0,0,0,0,101,117,-3,0,0,0,0
246,1156,0,0,0,0,109,129,-3,0,0,0,0
247,1157,0,0,0,0,115,132,-3,0,0,0,0
248,1158,0,0,0,0,123,147,-3,0,0,0,0
249,1159,0,0,0,0,137,151,-3,0,0,0,0
250,1160,0,0,0,0,157,181,-3,0,0,0,0
251,1161,0,0,0,0,171,197,-3,0,0,0,0
252,1162,0,0,0,0,196,225,-3,0,0,0,0
253,1163,0,0,0,0,227,260,-3,0,0,0,0
254,1164,0,0,0,0,262,302,-3,0,0,0,0
255,1165,27,38,27,38,0,0,-3,0,0,0,0
256,1166,48,63,48,63,0,0,-3,0,0,0,0
257,1167,97,121,97,121,0,0,-3,0,0,0,0
258,1168,119,142,119,142,0,0,-3,0,0,0,0
259,1169,156,180,156,180,0,0,-3,0,0,0,0
260,1170,178,210,178,210,0,0,-3,0,0,0,0
261,1171,194,223,194,223,0,0,-3,0,0,0,0
262,1172,210,236,210,236,0,0,-3,0,0,0,0
263,1173,232,278,232,278,0,0,-3,0,0,0,0
264,1174,254,292,254,292,0,0,-3,0,0,0,0
265,1175,275,325,275,325,0,0,-3,0,0,0,0
266,1176,297,341,297,341,0,0,-3,0,0,0,0
267,1177,313,351,313,351,0,0,-3,0,0,0,0
268,1178,376,451,376,451,0,0,-3,0,0,0,0
269,1179,470,541,373,429,0,0,-3,0,0,0,0
270,1180,415,465,415,465,0,0,-3,0,0,0,0
271,1181,380,437,477,549,0,0,-3,0,0,0,0
272,1182,545,627,545,627,0,0,-3,0,0,0,0
273,1183,627,721,627,721,0,0,-3,0,0,0,0
274,1184,723,831,723,831,0,0,-3,0,0,0,0
275,1185,27,38,0,0,9,13,-5,0,0,0,0
276,1186,48,63,0,0,13,17,-5,0,0,0,0
277,1187,97,121,0,0,22,28,-5,0,0,0,0
278,1188,119,140,0,0,27,31,-5,0,0,0,0
279,1189,156,180,0,0,34,39,-5,0,0,0,0
280,1190,178,199,0,0,38,43,-5,0,0,0,0
281,1191,194,233,0,0,41,49,-5,0,0,0,0
282,1192,216,248,0,0,45,52,-5,0,0,0,0
283,1193,237,266,0,0,50,55,-5,0,0,0,0
284,1194,259,298,0,0,54,62,-5,0,0,0,0
285,1195,281,314,0,0,58,65,-5,0,0,0,0
286,1196,302,363,0,0,62,74,-5,0,0,0,0
287,1197,325,374,0,0,66,76,-5,0,0,0,0
288,1198,387,445,0,0,79,91,-5,0,0,0,0
289,1199,377,433,0,0,92,105,-5,0,0,0,0
290,1200,443,496,0,0,76,85,-5,0,0,0,0
291,1201,401,461,0,0,96,110,-5,0,0,0,0
292,1202,545,627,0,0,110,127,-5,0,0,0,0
293,1203,627,721,0,0,126,145,-5,0,0,0,0
294,1204,723,831,0,0,145,167,-5,0,0,0,0
295,1205,0,0,27,38,9,13,-3,0,0,0,0
296,1206,0,0,54,70,14,18,-3,0,0,0,0
297,1207,0,0,102,128,24,29,-3,0,0,0,0
298,1208,0,0,124,146,28,33,-3,0,0,0,0
299,1209,0,0,156,180,34,39,-3,0,0,0,0
300,1210,0,0,178,205,38,44,-3,0,0,0,0
301,1211,0,0,194,233,41,49,-3,0,0,0,0
302,1212,0,0,221,248,46,52,-3,0,0,0,0
303,1213,0,0,243,287,51,60,-3,0,0,0,0
304,1214,0,0,264,304,55,63,-3,0,0,0,0
305,1215,0,0,286,329,59,68,-3,0,0,0,0
306,1216,0,0,308,369,63,76,-3,0,0,0,0
307,1217,0,0,330,370,67,76,-3,0,0,0,0
308,1218,0,0,387,434,79,89,-3,0,0,0,0
309,1219,0,0,436,501,73,84,-3,0,0,0,0
310,1220,0,0,427,491,93,107,-3,0,0,0,0
311,1221,0,0,353,388,103,113,-3,0,0,0,0
312,1222,0,0,545,627,110,127,-3,0,0,0,0
313,1223,0,0,627,721,126,145,-3,0,0,0,0
314,1224,0,0,723,831,145,167,-3,0,0,0,0
315,1225,329,378,329,378,67,77,-3,0,0,0,0
316,1226,75,86,75,86,17,19,0,0,0,0,0
317,1227,217,250,217,250,44,51,-3,0,0,0,0
318,1228,6,9,0,0,0,0,0,0,0,0,0
319,1229,32,42,0,0,0,0,0,0,0,0,0
320,1230,77,96,0,0,0,0,0,0,0,0,0
321,1231,109,120,0,0,0,0,0,0,0,0,0
322,1232,122,144,0,0,0,0,0,0,0,0,0
323,1233,151,174,0,0,0,0,0,0,0,0,0
324,1234,177,209,0,0,0,0,0,0,0,0,0
325,1235,220,253,0,0,0,0,0,0,0,0,0
326,1236,241,278,0,0,0,0,0,0,0,0,0
327,1237,307,353,0,0,0,0,0,0,0,0,0
328,1238,359,413,0,0,0,0,0,0,0,0,0
329,1239,68,78,0,0,0,0,0,0,0,0,0
330,1240,164,189,0,0,0,0,0,0,0,0,0
331,1241,236,271,0,0,0,0,0,0,0,0,0
332,1242,8,8,0,0,0,0,0,0,0,0,0
333,1243,0,0,13,18,0,0,0,0,0,0,0
334,1244,0,0,42,54,0,0,0,0,0,0,0
335,1245,0,0,74,92,0,0,0,0,0,0,0
336,1246,0,0,113,126,0,0,0,0,0,0,0
337,1247,0,0,129,148,0,0,0,0,0,0,0
338,1248,0,0,145,171,0,0,0,0,0,0,0
339,1249,0,0,180,216,0,0,0,0,0,0,0
340,1250,0,0,220,253,0,0,0,0,0,0,0
341,1251,0,0,246,283,0,0,0,0,0,0,0
342,1252,0,0,307,353,0,0,0,0,0,0,0
343,1253,0,0,359,413,0,0,0,0,0,0,0
344,1254,0,0,68,78,0,0,0,0,0,0,0
345,1255,0,0,164,189,0,0,0,0,0,0,0
346,1256,0,0,236,271,0,0,0,0,0,0,0
347,1257,0,0,0,0,5,7,0,0,0,0,0
348,1258,0,0,0,0,8,11,0,0,0,0,0
349,1259,0,0,0,0,17,21,0,0,0,0,0
350,1260,0,0,0,0,23,25,0,0,0,0,0
351,1261,0,0,0,0,26,30,0,0,0,0,0
352,1262,0,0,0,0,30,35,0,0,0,0,0
353,1263,0,0,0,0,36,42,0,0,0,0,0
354,1264,0,0,0,0,47,55,0,0,0,0,0
355,1265,0,0,0,0,51,59,0,0,0,0,0
356,1266,0,0,0,0,62,71,0,0,0,0,0
357,1267,0,0,0,0,72,83,0,0,0,0,0
358,1268,0,0,0,0,15,18,0,0,0,0,0
359,1269,0,0,0,0,34,39,0,0,0,0,0
360,1270,0,0,0,0,50,57,0,0,0,0,0
361,1271,12,17,12,17,0,0,0,0,0,0,0
362,1272,34,44,34,44,0,0,0,0,0,0,0
363,1273,55,63,55,63,0,0,0,0,0,0,0
364,1274,65,75,65,75,0,0,0,0,0,0,0
365,1275,76,90,76,90,0,0,0,0,0,0,0
366,1276,92,103,92,103,0,0,0,0,0,0,0
367,1277,106,122,106,122,0,0,0,0,0,0,0
368,1278,121,139,121,139,0,0,0,0,0,0,0
369,1279,176,203,176,203,0,0,0,0,0,0,0
370,1280,205,236,205,236,0,0,0,0,0,0,0
371,1281,11,15,0,0,3,5,0,0,0,0,0
372,1282,25,32,0,0,6,8,0,0,0,0,0
373,1283,51,64,0,0,11,14,0,0,0,0,0
374,1284,65,71,0,0,14,15,0,0,0,0,0
375,1285,73,87,0,0,15,18,0,0,0,0,0
376,1286,88,99,0,0,18,20,0,0,0,0,0
377,1287,104,120,0,0,21,25,0,0,0,0,0
378,1288,121,139,0,0,25,28,0,0,0,0,0
379,1289,176,203,0,0,35,41,0,0,0,0,0
380,1290,205,236,0,0,41,47,0,0,0,0,0
381,1291,0,0,12,17,4,5,0,0,0,0,0
382,1292,0,0,30,39,7,9,0,0,0,0,0
383,1293,0,0,50,57,11,12,0,0,0,0,0
384,1294,0,0,62,71,13,15,0,0,0,0,0
385,1295,0,0,74,85,16,18,0,0,0,0,0
386,1296,0,0,85,95,18,20,0,0,0,0,0
387,1297,0,0,99,117,20,24,0,0,0,0,0
388,1298,0,0,121,139,25,28,0,0,0,0,0
389,1299,0,0,185,213,18,21,0,0,0,0,0
390,1300,0,0,176,203,35,41,0,0,0,0,0
391,1301,0,0,205,236,41,47,0,0,0,0,0
392,1302,0,0,0,0,0,0,0,0,0,0,0
393,1303,0,0,0,0,0,0,0,0,0,0,0
394,1304,0,0,126,145,26,30,0,0,0,0,0
395,1305,126,145,126,145,0,0,0,0,0,0,0
396,1306,126,145,0,0,26,30,0,0,0,0,0
397,1307,0,0,112,129,32,37,0,0,0,0,0
398,1308,0,0,0,0,0,0,0,24,28,0,0
399,1309,0,0,0,0,0,0,0,62,71,0,0
400,1310,0,0,0,0,0,0,0,102,117,0,0
401,1311,6,9,0,0,0,0,0,0,0,0,0
402,1312,39,50,0,0,0,0,0,0,0,0,0
403,1313,77,96,0,0,0,0,0,0,0,0,0
404,1314,116,127,0,0,0,0,0,0,0,0,0
405,1315,129,154,0,0,0,0,0,0,0,0,0
406,1316,154,173,0,0,0,0,0,0,0,0,0
407,1317,174,200,0,0,0,0,0,0,0,0,0
408,1318,232,266,0,0,0,0,0,0,0,0,0
409,1319,242,278,0,0,0,0,0,0,0,0,0
410,1320,307,353,0,0,0,0,0,0,0,0,0
411,1321,359,413,0,0,0,0,0,0,0,0,0
412,1322,35,41,0,0,0,0,0,0,0,0,0
413,1323,132,152,0,0,0,0,0,0,0,0,0
414,1324,236,271,0,0,0,0,0,0,0,0,0
415,1325,0,0,13,18,0,0,0,0,0,0,0
416,1326,0,0,32,42,0,0,0,0,0,0,0
417,1327,0,0,71,88,0,0,0,0,0,0,0
418,1328,0,0,109,122,0,0,0,0,0,0,0
419,1329,0,0,125,148,0,0,0,0,0,0,0
420,1330,0,0,148,163,0,0,0,0,0,0,0
421,1331,0,0,177,212,0,0,0,0,0,0,0
422,1332,0,0,231,265,0,0,0,0,0,0,0
423,1333,0,0,242,278,0,0,0,0,0,0,0
424,1334,0,0,307,353,0,0,0,0,0,0,0
425,1335,0,0,359,413,0,0,0,0,0,0,0
426,1336,0,0,35,41,0,0,0,0,0,0,0
427,1337,0,0,132,152,0,0,0,0,0,0,0
428,1338,0,0,236,271,0,0,0,0,0,0,0
429,1339,0,0,0,0,5,7,0,0,0,0,0
430,1340,0,0,0,0,10,13,0,0,0,0,0
431,1341,0,0,0,0,18,23,0,0,0,0,0
432,1342,0,0,0,0,25,28,0,0,0,0,0
433,1343,0,0,0,0,28,33,0,0,0,0,0
434,1344,0,0,0,0,32,37,0,0,0,0,0
435,1345,0,0,0,0,37,44,0,0,0,0,0
436,1346,0,0,0,0,45,52,0,0,0,0,0
437,1347,0,0,0,0,49,57,0,0,0,0,0
438,1348,0,0,0,0,62,71,0,0,0,0,0
439,1349,0,0,0,0,72,83,0,0,0,0,0
440,1350,0,0,0,0,9,10,0,0,0,0,0
441,1351,0,0,0,0,28,32,0,0,0,0,0
442,1352,0,0,0,0,47,54,0,0,0,0,0
443,1353,9,12,9,12,0,0,0,0,0,0,0
444,1354,28,37,28,37,0,0,0,0,0,0,0
445,1355,50,62,50,62,0,0,0,0,0,0,0
446,1356,65,75,65,75,0,0,0,0,0,0,0
447,1357,78,87,78,87,0,0,0,0,0,0,0
448,1358,88,104,88,104,0,0,0,0,0,0,0
449,1359,106,122,106,122,0,0,0,0,0,0,0
450,1360,121,139,121,139,0,0,0,0,0,0,0
451,1361,176,203,176,203,0,0,0,0,0,0,0
452,1362,205,236,205,236,0,0,0,0,0,0,0
453,1363,14,20,0,0,4,6,0,0,0,0,0
454,1364,35,46,0,0,8,10,0,0,0,0,0
455,1365,58,67,0,0,12,14,0,0,0,0,0
456,1366,67,77,0,0,14,16,0,0,0,0,0
457,1367,78,92,0,0,16,19,0,0,0,0,0
458,1368,92,103,0,0,19,21,0,0,0,0,0
459,1369,103,121,0,0,21,25,0,0,0,0,0
460,1370,121,139,0,0,25,28,0,0,0,0,0
461,1371,176,203,0,0,35,41,0,0,0,0,0
462,1372,205,236,0,0,41,47,0,0,0,0,0
463,1373,0,0,11,15,3,5,0,0,0,0,0
464,1374,0,0,30,39,7,9,0,0,0,0,0
465,1375,0,0,57,65,12,14,0,0,0,0,0
466,1376,0,0,65,77,14,16,0,0,0,0,0
467,1377,0,0,81,91,17,19,0,0,0,0,0
468,1378,0,0,90,101,19,21,0,0,0,0,0
469,1379,0,0,104,123,21,25,0,0,0,0,0
470,1380,0,0,121,139,25,28,0,0,0,0,0
471,1381,0,0,176,203,35,41,0,0,0,0,0
472,1382,0,0,205,236,41,47,0,0,0,0,0
473,1383,0,0,0,0,0,0,0,0,0,0,0
474,1384,220,253,0,0,0,0,0,0,0,0,0
475,1385,0,0,220,253,0,0,0,0,0,0,0
476,1386,0,0,0,0,45,52,0,0,0,0,0
477,1387,108,124,0,0,29,33,0,0,0,0,0
478,1388,0,0,0,0,0,0,0,24,28,0,0
479,1389,0,0,0,0,0,0,0,62,71,0,0
480,1390,0,0,0,0,0,0,0,102,117,0,0
