"rownum","Id","Area1","i32_24","i32_28","NotOnAtlas","IsUniqueMap","Node_DDSFile","IsNormalMap","RequiresSpecificItem","VoidstoneSlot","MapDeviceLayout","QuestStates","bool_92","NodeDisplayName","Area2","bool_125","Header"
45,"MapWorldsSpiderLair",1136,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/SpiderLair.dds",1,"","","",[],1,"",1136,1,""
46,"MapWorldsBarrows",1137,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Barrows.dds",1,"","","",[],1,"",1137,1,""
47,"MapWorldsMausoleum",1138,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Mausoleum.dds",1,"","","",[],1,"",1138,1,""
48,"MapWorldsFields",1139,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Fields.dds",1,"","","",[],1,"",1139,1,""
49,"MapWorldsJungleValley",1140,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/JungleValley.dds",1,"","","",[],1,"",1140,1,""
50,"MapWorldsPhantasmagoria",1141,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Phantasmagoria.dds",1,"","","",[],1,"",1141,1,""
51,"MapWorldsAcademy",1142,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Academy.dds",1,"","","",[],1,"",1142,1,""
52,"MapWorldsThicket",1143,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Thicket.dds",1,"","","",[],1,"",1143,1,""
53,"MapWorldsWharf",1144,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Wharf.dds",1,"","","",[],1,"",1144,1,""
54,"MapWorldsAshenWood",1145,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/DryWoods.dds",1,"","","",[],1,"",1145,1,""
55,"MapWorldsAtoll",1146,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Atoll.dds",1,"","","",[],1,"",1146,1,""
56,"MapWorldsCemetery",1148,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Cemetery.dds",1,"","","",[],1,"",1148,1,""
57,"MapWorldsUndergroundSea",1150,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/UndergroundSea.dds",1,"","","",[],1,"",1150,1,""
58,"MapWorldsTribunal",1151,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Tribunal.dds",1,"","","",[],1,"",1151,1,""
59,"MapWorldsCoralRuins",1152,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/CorpseTrench.dds",1,"","","",[],1,"",1152,1,""
60,"MapWorldsLavaChamber",1153,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Crematorium.dds",1,"","","",[],1,"",1153,1,""
61,"MapWorldsResidence",1154,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Residence.dds",1,"","","",[],1,"",1154,1,""
62,"MapWorldsRamparts",1155,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Ramparts.dds",1,"","","",[],1,"",1155,1,""
63,"MapWorldsDunes",1156,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Dunes.dds",1,"","","",[],1,"",1156,1,""
64,"MapWorldsBoneCrypt",1158,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Catacomb.dds",1,"","","",[],1,"",1158,1,""
65,"MapWorldsUndergroundRiver",1160,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/UndergroundRiver.dds",1,"","","",[],1,"",1160,1,""
66,"MapWorldsGardens",1162,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Terrace.dds",1,"","","",[],1,"",1162,1,""
67,"MapWorldsArachnidNest",1163,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/ArachnidNest.dds",1,"","","",[],1,"",1163,1,""
68,"MapWorldsBazaar",1164,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Bazaar.dds",1,"","","",[],1,"",1164,1,""
69,"MapWorldsLaboratory",1165,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Laboratory.dds",1,"","","",[],1,"",1165,1,""
70,"MapWorldsInfestedValley",1166,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Infestation.dds",1,"","","",[],1,"",1166,1,""
71,"MapWorldsOvergrownRuin",1167,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/OvergrownRuin.dds",1,"","","",[],1,"",1167,1,""
72,"MapWorldsVaalPyramid",1168,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/VaalPyramid.dds",1,"","","",[],1,"",1168,1,""
73,"MapWorldsGeode",1170,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Quarry.dds",1,"","","",[],1,"",1170,1,""
74,"MapWorldsArmoury",1171,1,5,"","","Art/2DItems/Maps/Atlas2Maps/New/Armory.dds",1,"","","",[],1,"",1171,1,""
75,"MapWorldsCourtyard",1172,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Courtyard.dds",1,"","","",[],1,"",1172,1,""
76,"MapWorldsMudGeyser",1174,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/MudGeyser.dds",1,"","","",[],1,"",1174,1,""
77,"MapWorldsShore",1175,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Shore.dds",1,"","","",[],1,"",1175,1,""
78,"MapWorldsTropicalIsland",1177,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/TropicalIsland.dds",1,"","","",[],1,"",1177,1,""
79,"MapWorldsMineralPools",1179,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/MineralPools.dds",1,"","","",[],1,"",1179,1,""
80,"MapWorldsMoonTemple",1180,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/LunarisTemple.dds",1,"","","",[],1,"",1180,1,""
81,"MapWorldsSepulchre",1182,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Sepulchre.dds",1,"","","",[],1,"",1182,1,""
82,"MapWorldsTower",1183,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Tower.dds",1,"","","",[],1,"",1183,1,""
83,"MapWorldsWastePool",1184,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/WastePool.dds",1,"","","",[],1,"",1184,1,""
84,"MapWorldsPlateau",1185,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Plateau.dds",1,"","","",[],1,"",1185,1,""
85,"MapWorldsEstuary",1186,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Estuary.dds",1,"","","",[],1,"",1186,1,""
86,"MapWorldsVault",1187,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Vault.dds",1,"","","",[],1,"",1187,1,""
87,"MapWorldsTemple",1188,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Temple.dds",1,"","","",[],1,"",1188,1,""
88,"MapWorldsArena",1190,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Arena.dds",1,"","","",[],1,"",1190,1,""
89,"MapWorldsMuseum",1191,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Museum.dds",1,"","","",[],1,"",1191,1,""
90,"MapWorldsScriptorium",1193,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Scriptorium.dds",1,"","","",[],1,"",1193,1,""
91,"MapWorldsSiege",1194,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Boulevard.dds",1,"","","",[],1,"",1194,1,""
92,"MapWorldsShipyard",1196,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Shipyard.dds",1,"","","",[],1,"",1196,1,""
93,"MapWorldsBelfry",1197,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Belfry.dds",1,"","","",[],1,"",1197,1,""
94,"MapWorldsArachnidTomb",1198,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Arachnid.dds",1,"","","",[],1,"",1198,1,""
95,"MapWorldsWasteland",1199,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Wasteland.dds",1,"","","",[],1,"",1199,1,""
96,"MapWorldsPrecinct",1200,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Precinct.dds",1,"","","",[],1,"",1200,1,""
97,"MapWorldsBog",1201,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Bog.dds",1,"","","",[],1,"",1201,1,""
98,"MapWorldsPier",1202,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Pier.dds",1,"","","",[],1,"",1202,1,""
99,"MapWorldsCursedCrypt",1203,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Crypt.dds",1,"","","",[],1,"",1203,1,""
100,"MapWorldsOrchard",1205,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Orchard.dds",1,"","","",[],1,"",1205,1,""
101,"MapWorldsPromenade",1206,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Promenade.dds",1,"","","",[],1,"",1206,1,""
102,"MapWorldsLair",1208,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Lair.dds",1,"","","",[],1,"",1208,1,""
103,"MapWorldsColonnade",1209,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Colonnade.dds",1,"","","",[],1,"",1209,1,""
104,"MapWorldsPrimordialPool",1210,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/PrimordialPool.dds",1,"","","",[],1,"",1210,1,""
105,"MapWorldsSpiderForest",1211,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/SpiderForest.dds",1,"","","",[],1,"",1211,1,""
106,"MapWorldsCoves",1212,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Coves.dds",1,"","","",[],1,"",1212,1,""
107,"MapWorldsWaterways",1213,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Waterways.dds",1,"","","",[],1,"",1213,1,""
108,"MapWorldsFactory",1214,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Factory.dds",1,"","","",[],1,"",1214,1,""
109,"MapWorldsMesa",1215,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Mesa.dds",1,"","","",[],1,"",1215,1,""
110,"MapWorldsPit",1216,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Pit1.dds",1,"","","",[],1,"",1216,1,""
111,"MapWorldsDefiledCathedral",1218,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/DefiledCathedral.dds",1,"","","",[],1,"",1218,1,""
112,"MapWorldsSummit",1219,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Summit.dds",1,"","","",[],1,"",1219,1,""
113,"MapWorldsOvergrownShrine",1220,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/OvergrownShrine.dds",1,"","","",[],1,"",1220,1,""
114,"MapWorldsCastleRuins",1222,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/CastleRuins.dds",1,"","","",[],1,"",1222,1,""
115,"MapWorldsCrystalOre",1223,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/CrystalOre.dds",1,"","","",[],1,"",1223,1,""
116,"MapWorldsVilla",1224,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Villa.dds",1,"","","",[],1,"",1224,1,""
117,"MapWorldsTortureChamber",1225,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/PrimevalRuins.dds",1,"","","",[],1,"",1225,1,""
118,"MapWorldsNecropolis",1227,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Necropolis.dds",1,"","","",[],1,"",1227,1,""
119,"MapWorldsRacecourse_",1229,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Racecourse.dds",1,"","","",[],1,"",1229,1,""
120,"MapWorldsCaldera",1230,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Abyss.dds",1,"","","",[],1,"",1230,1,""
121,"MapWorldsGhetto",1231,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Ghetto.dds",1,"","","",[],1,"",1231,1,""
122,"MapWorldsPark",1232,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Park.dds",1,"","","",[],1,"",1232,1,""
123,"MapWorldsMalformation",1233,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Malformation.dds",1,"","","",[],1,"",1233,1,""
124,"MapWorldsTerrace",1234,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/HighGardens.dds",1,"","","",[],1,"",1234,1,""
125,"MapWorldsShrine",1235,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Shrine.dds",1,"","","",[],1,"",1235,1,""
126,"MapWorldsArsenal",1236,6,10,"","","Art/2DItems/Maps/Atlas2Maps/New/Arsenal.dds",1,"","","",[],1,"",1236,1,""
127,"MapWorldsDesertSpring",1237,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Oasis.dds",1,"","","",[],1,"",1237,1,""
128,"MapWorldsCore",1238,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Core.dds",1,"","","",[],1,"",1238,1,""
129,"MapWorldsColosseum",1239,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Colosseum.dds",1,"","","",[],1,"",1239,1,""
130,"MapWorldsAcidLakes",1240,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/SulphurVents.dds",1,"","","",[],1,"",1240,1,""
131,"MapWorldsDarkForest",1241,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/DarkForest.dds",1,"","","",[],1,"",1241,1,""
132,"MapWorldsCrimsonTemple",1242,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Sanctuary.dds",1,"","","",[],1,"",1242,1,""
133,"MapWorldsPlaza",1243,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Plaza.dds",1,"","","",[],1,"",1243,1,""
134,"MapWorldsDig",1244,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Dig.dds",1,"","","",[],1,"",1244,1,""
135,"MapWorldsPalace",1245,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Palace.dds",1,"","","",[],1,"",1245,1,""
136,"MapWorldsLavaLake",1246,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Corpse.dds",1,"","","",[],1,"",1246,1,""
137,"MapWorldsBasilica",1247,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Basilica.dds",1,"","","",[],1,"",1247,1,""
138,"MapWorldsSunkenCity",1248,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/SunkenCity.dds",1,"","","",[],1,"",1248,1,""
139,"MapWorldsReef",1249,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Reef.dds",1,"","","",[],1,"",1249,1,""
140,"MapWorldsCarcass",1250,11,15,"","","Art/2DItems/Maps/Atlas2Maps/New/Carcass.dds",1,"","","",[],1,"",1250,1,""
141,"MapWorldsStagnation",1264,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Stagnation.dds",1,"","","",[],1,"",1264,1,""
142,"MapWorldsBrambleValley",1265,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Bramblefall.dds",1,"","","",[],1,"",1265,1,""
143,"MapWorldsSilo",1274,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/RobotTunnelSilo.dds",1,"","","",[],1,"",1274,1,""
144,"MapWorldsChimera",1251,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Chimera.dds",1,1,"",1,[],1,"",1251,"",11
145,"MapWorldsHydra",1252,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Hydra.dds",1,1,"",1,[],1,"",1252,"",11
146,"MapWorldsMinotaur",1254,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Minotaur.dds",1,1,"",1,[],1,"",1254,"",11
147,"MapWorldsPhoenix",1253,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/Phoenix.dds",1,1,"",1,[],1,"",1253,"",11
148,"MapWorldsVaalTemple",1256,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/VaalTempleBase.dds",1,1,"",2,[],1,"",1256,"",1
149,"MapWorldsDrySea",1262,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/DesertShipGraveyard.dds",1,"","","",[],1,"",1262,1,""
150,"MapWorldsSanctuary",1276,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/UberRelicChambers.dds",1,1,"",3,[],1,"",1276,"",16
151,"MapWorldsCitadel",1277,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/UberPrimordialBlocks.dds",1,1,"",3,[],1,"",1277,"",16
152,"MapWorldsFortress",1278,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/UberSilo.dds",1,1,"",3,[],1,"",1278,"",16
153,"MapWorldsAbomination",1279,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/UberMalformation.dds",1,1,"",3,[],1,"",1279,"",16
154,"MapWorldsZiggurat",1280,0,0,"","","Art/2DItems/Maps/Atlas2Maps/New/UberMausoleum.dds",1,1,"",3,[],1,"",1280,"",16
155,"MapWorldsCourtyardOfWasting",1281,0,0,1,"","Art/2DItems/Maps/Atlas2Maps/New/CourtyardofWasting.dds",1,1,"",0,[],"","",1281,"",15
156,"MapWorldsChambersOfImpurity",1282,0,0,1,"","Art/2DItems/Maps/Atlas2Maps/New/ChambersofImpurity.dds",1,1,"",0,[],"","",1282,"",15
157,"MapWorldsTheatreOfLies",1283,0,0,1,"","Art/2DItems/Maps/Atlas2Maps/New/TheatreofLies.dds",1,1,"",0,[],"","",1283,"",15
158,"Synthesis_MapBoss",458,0,0,"",1,"Art/2DItems/Maps/SynthesisBossGuardianMap.dds","",1,"","",[],1,"",458,"",14
159,"Synthesis_MapGuardian1",459,0,0,"",1,"Art/2DItems/Maps/SynthesisColdGuardianMap.dds","",1,"","",[],1,"",459,"",14
160,"Synthesis_MapGuardian2",460,0,0,"",1,"Art/2DItems/Maps/SynthesisFireGuardianMap.dds","",1,"","",[],1,"",460,"",14
161,"Synthesis_MapGuardian3",461,0,0,"",1,"Art/2DItems/Maps/SynthesisLightningGuardianMap.dds","",1,"","",[],1,"",461,"",14
162,"Synthesis_MapGuardian4",462,0,0,"",1,"Art/2DItems/Maps/SynthesisGolemGuardianMap.dds","",1,"","",[],1,"",462,"",14
163,"MapWorldsStrandUnique",1119,0,0,"",1,"Art/2DItems/Maps/UniqueMapEye.dds","",1,"","",[],1,"",1119,"",""
164,"MapWorldsMazeUnique",1131,0,0,"",1,"Art/2DItems/Maps/Doryanis.dds","",1,"","",[],1,"",1131,"",""
165,"MapWorldsAtollUnique",1147,0,0,"",1,"Art/2DItems/Maps/MaelstromofChaos.dds","",1,"","",[],1,"",1147,"",""
166,"MapWorldsCemeteryUnique",1149,0,0,"",1,"Art/2DItems/Maps/HallowedGround.dds","",1,"","",[],1,"",1149,"",""
167,"MapWorldsDunesUnique",1157,0,0,"",1,"Art/2DItems/Maps/PillarsOfVastiri.dds","",1,"","",[],1,"",1157,"",""
168,"MapWorldsBoneCryptUnique",1159,0,0,"",1,"Art/2DItems/Maps/olmec.dds","",1,"","",[],1,"",1159,"",""
169,"MapWorldsUndergroundRiverUnique",1161,0,0,"",1,"Art/2DItems/Maps/WolfMap.dds","",1,"","",[],1,"",1161,"",""
170,"MapWorldsVaalPyramidUnique",1169,0,0,"",1,"Art/2DItems/Maps/UniqueMap1.dds","",1,"","",[],1,"",1169,"",""
171,"MapWorldsCourtyardUnique",1173,0,0,"",1,"Art/2DItems/Maps/TheVinktarSquare.dds","",1,"","",[],1,"",1173,"",""
172,"MapWorldsShoreUnique",1176,0,0,"",1,"Art/2DItems/Maps/FairgravesMap01.dds","",1,"","",[],1,"",1176,"",""
173,"MapWorldsMoonTempleUnique",1181,0,0,"",1,"Art/2DItems/Maps/Celestial.dds","",1,"","",[],1,"",1181,"",""
174,"MapWorldsTempleUnique",1189,0,0,"",1,"Art/2DItems/Maps/PoorjoysAsylum.dds","",1,"","",[],1,"",1189,"",""
175,"MapWorldsMuseumUnique",1192,0,0,"",1,"Art/2DItems/Maps/PutridCloister.dds","",1,"","",[],1,"",1192,"",""
176,"MapWorldsCursedCryptUnique",1204,0,0,"",1,"Art/2DItems/Maps/UndeadSiege.dds","",1,"","",[],1,"",1204,"",""
177,"MapWorldsPromenadeUnique",1207,0,0,"",1,"Art/2DItems/Maps/HallOfGrandmasters.dds","",1,"","",[],1,"",1207,"",""
178,"MapWorldsOvergrownShrineUnique",1221,0,0,"",1,"Art/2DItems/Maps/musicbox.dds","",1,"","",[],1,"",1221,"",""
179,"MapWorldsTortureChamberUnique",1226,0,0,"",1,"Art/2DItems/Maps/oba.dds","",1,"","",[],1,"",1226,"",""
180,"MapWorldsNecropolisUnique",1228,0,0,"",1,"Art/2DItems/Maps/DeathandTaxes.dds","",1,"","",[],1,"",1228,"",""
181,"MapWorldsTropicalIslandUnique",1178,0,0,"",1,"Art/2DItems/Maps/UniqueMap2.dds","",1,"","",[],1,"",1178,"",""
182,"CleansingFireWatchstoneSlotNode","",0,0,"","","","",1,3,"",[],1,"","","",""
