"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool_48","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool_97","BestiaryCapturableMonstersKey","IsDisabled","i32_107","bool_111"
55,398,1,5,"","","","",5,"","","",1646,1
56,451,5,16,"","","","",6,"","","",1646,1
57,452,5,16,"","","","",6,"","",1,1646,""
58,459,5,16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AlbinoRhoa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AlbinoRhoa","",6,"","",1,1646,""
59,461,5,16,"","","","",6,"","","",1646,1
60,462,5,16,"","","","",6,"","","",1646,1
61,469,5,16,"","","","",6,"","","",1646,1
62,474,5,16,"","","","",6,"","","",1646,1
63,477,5,16,"","","","",6,"","",1,1646,""
64,480,5,16,"","","","",6,"","",1,1646,""
65,483,5,16,"","","","",6,"","","",1646,1
66,484,5,16,"","","","",6,"",65,"",1646,1
67,485,10,31,"","","","",7,"","","",1646,1
68,491,10,31,"","","","",7,"","",1,1646,""
69,493,10,31,"","","","",7,"","","",1646,1
70,494,10,31,"","","","",7,"","","",1646,1
71,495,10,31,"","","","",7,"","","",1646,1
72,496,10,31,"","","","",7,"","",1,1646,""
73,497,10,31,"","","","",7,"",72,1,1646,""
74,498,10,31,"","","",495,7,"",71,"",1646,1
75,499,10,31,"","","","",7,"","",1,1646,""
76,500,10,31,"","","","",7,"","",1,1646,""
77,502,10,31,"","","","",7,"",76,"",1646,1
78,505,10,31,"","","","",7,"",71,1,1646,""
79,506,10,31,"","","","",7,"",71,"",1646,1
80,513,10,31,"","","",485,7,"",67,"",1646,1
81,516,9,29,"","","","",8,"","",1,1646,""
82,517,9,29,"","","","",8,"",81,"",1646,1
83,522,9,29,"","","","",8,"","","",1646,1
84,523,9,29,"","","","",8,"","","",1646,1
85,524,9,29,"","","","",8,"","","",1646,1
86,525,9,29,"","","","",8,"","","",1646,1
87,530,9,29,"","","","",8,"","","",1646,1
88,531,9,29,"","","","",8,"","","",1646,1
89,533,9,29,"","","","",8,"",87,"",1646,1
90,535,10,32,"","","","",9,"","",1,1646,1
91,536,10,32,"","","","",9,"","",1,1646,1
92,537,10,32,"","","","",9,"","",1,1646,1
93,538,10,32,"","","","",9,"","",1,1646,1
94,539,10,32,"","","","",9,"","",1,1646,""
95,540,10,32,"","","","",9,"",94,"",1646,1
96,542,10,32,"","","","",9,"","",1,1646,1
97,543,10,32,"","","","",9,"","",1,1646,""
98,920,6,18,"","","","",10,"","","",1646,1
99,921,6,18,"","","","",10,"","","",1646,1
100,922,6,18,"","","","",10,"",99,"",1646,1
101,930,6,18,"","","","",10,"","","",1646,1
102,932,6,18,"","","","",10,"","",1,1646,""
103,934,6,18,"","","","",10,"","","",1646,1
104,935,6,18,"","","","",10,"",103,"",1646,1
105,937,6,18,"","","","",10,"","","",1646,1
106,939,6,18,"","","","",10,"","","",1646,1
107,943,9,29,"","","","",11,"","","",1646,1
108,944,9,29,"","","","",11,"","",1,1646,""
109,946,9,29,"","","","",11,"","",1,1646,""
110,947,9,29,"","","","",11,"","",1,1646,""
111,963,9,29,"","","",947,11,"",110,1,1646,""
112,967,9,29,"","","","",11,"","",1,1646,""
113,971,9,29,"","","","",11,"","","",1646,1
114,972,9,29,"","","","",11,"","","",1646,1
115,983,8,26,"","","",986,12,"","","",1646,1
116,992,8,26,"","","","",12,"","","",1646,1
117,993,8,26,"","","","",12,"","","",1646,1
118,994,8,26,"","","","",12,"","",1,1646,""
119,997,8,26,"","","","",12,"","","",1646,1
120,998,8,26,"","","","",12,"",121,"",1646,1
121,999,8,26,"","","","",12,"","","",1646,1
122,1000,8,26,"","","","",12,"",121,"",1646,1
123,1001,8,26,"","","","",12,"",121,"",1646,1
124,1002,8,26,"","","","",12,"","","",1646,1
125,1003,8,26,"","","","",12,"","","",1646,1
126,1006,8,26,"","","","",12,"",396,"",1646,1
127,1008,8,26,"","","","",12,"","","",1646,1
128,1010,8,26,"","","","",12,"","","",1646,1
129,1011,8,26,"","","","",12,"","","",1646,1
130,1012,8,26,"","","","",12,"","","",1646,1
131,1013,8,26,"","","","",12,"","","",1646,1
132,1014,8,26,"","","","",12,"","","",1646,1
133,1015,8,26,"","","","",12,"","","",1646,1
134,1017,8,26,"","","","",12,"","",1,1646,""
135,1019,8,26,"","","","",12,"",134,"",1646,1
136,1028,8,26,"","","","",12,"","",1,1646,""
137,1029,8,26,"","","","",12,"",136,"",1646,1
138,1030,8,26,"","","","",12,"","",1,1646,""
139,1031,8,26,"","","","",12,"","",1,1646,""
140,1032,8,26,"","","","",12,"","","",1646,1
141,1033,8,26,"","","","",12,"",140,"",1646,1
142,1538,11,35,"","","","",13,"","","",1646,1
143,1540,11,35,"","","","",13,"","","",1646,1
144,1546,11,35,"","","","",13,"","","",1646,1
145,1547,11,35,"","","","",13,"",144,"",1646,1
146,1551,6,20,"","","","",14,"","","",1646,1
147,1552,6,20,"","","","",14,"",146,"",1646,1
148,1554,6,20,"","","","",14,"","","",1646,1
149,1555,6,20,"","","","",14,"","","",1646,1
150,1556,6,20,"","","","",14,"","","",1646,1
151,1566,11,36,"","","","",40,"","","",1646,1
152,1568,11,36,"","","","",40,"",151,"",1646,1
153,1569,11,36,"","","","",40,"","","",1646,1
154,1570,11,36,"","","","",40,"","","",1646,1
155,1572,11,36,"","","","",40,"","","",1646,1
156,1573,11,36,"","","","",40,"",151,"",1646,1
157,1605,7,21,"","","","",15,"","","",1646,1
158,1613,7,21,"","","","",16,"","",1,1646,1
159,1615,7,21,"","","","",16,"","","",1646,1
160,1616,7,21,"","","","",16,"",159,"",1646,1
161,1617,7,21,"","","","",16,"","","",1646,1
162,1620,7,21,"","","","",16,"","","",1646,1
163,1621,7,21,"","","","",16,"",162,"",1646,1
164,1628,5,14,"","","","",17,"","","",1646,1
165,1631,5,14,"","","","",17,"","",1,1646,""
166,1634,5,14,"","","","",17,"","","",1646,1
167,1693,10,31,"","","","",7,"",168,1,1646,""
168,1694,10,31,"","","","",7,"","","",1646,1
169,1695,10,31,"","","","",7,"","","",1646,1
170,1716,6,19,"","","","",10,"","","",1646,1
171,1718,6,19,"","","","",10,"","","",1646,1
172,1719,6,19,"","","","",10,"","","",1646,1
173,1720,6,19,"","","","",10,"","","",1646,1
174,1723,4,13,"","","","",18,"","","",1646,1
175,1725,4,13,"","","","",18,"",174,"",1646,1
176,1730,4,13,"","","","",18,"","","",1646,1
177,1734,4,13,"","","","",18,"","","",1646,1
178,1736,4,13,"","","","",18,"",177,"",1646,1
179,1738,4,13,"","","","",18,"",174,"",1646,1
180,2801,8,23,"","","","",19,"","","",1646,1
181,2806,8,23,"","","","",19,"",180,"",1646,1
182,2807,8,23,"","","",2801,19,"",180,"",1646,1
183,2810,8,23,"","","",2801,19,"",180,"",1646,1
184,2814,8,23,"","","",2806,19,"",180,"",1646,1
185,3221,9,30,"","","","",20,"","","",1646,1
186,3222,9,30,"","","","",20,"","",1,1646,""
187,3223,9,30,"","","","",20,"","","",1646,1
188,3224,9,30,"","","","",20,"","","",1646,1
189,3276,3,11,"","","",3278,21,"","","",1646,1
190,3278,3,11,"","","","",21,"",189,"",1646,1
191,3281,3,11,"","","",3283,21,"","","",1646,1
192,3283,3,11,"","","","",21,"",191,"",1646,1
193,3284,3,11,"","","",3288,21,"","","",1646,1
194,3286,3,11,"","","",3293,21,"",193,"",1646,1
195,3288,3,11,"","","","",21,"",193,"",1646,1
196,3293,3,11,"","","","",21,"",193,"",1646,1
197,3294,3,11,"","","",3296,21,"","","",1646,1
198,3296,3,11,"","","","",21,"",197,"",1646,1
199,3297,3,11,"","","",3301,21,"","","",1646,1
200,3299,3,11,"","","",3303,21,"",199,"",1646,1
201,3301,3,11,"","","","",21,"",199,"",1646,1
202,3303,3,11,"","","","",21,"",199,"",1646,1
203,3307,3,11,"","","","",21,"",189,"",1646,1
204,3311,3,11,"","","",3307,21,"",189,"",1646,1
205,3976,5,15,"","","","",22,"","","",1646,1
206,3978,5,15,"","","","",22,"","","",1646,1
207,3979,5,15,"","","","",22,"","","",1646,1
208,3980,5,15,"","","","",22,"",205,"",1646,1
209,3981,5,15,"","","","",22,"","","",1646,1
210,4076,7,22,"","","","",23,"","","",1646,1
211,4077,7,22,"","","","",23,"",210,"",1646,1
212,4082,7,22,"","","","",23,"","","",1646,1
213,4083,7,22,"","","","",23,"","","",1646,1
214,4084,7,22,"","","","",23,"","","",1646,1
215,4085,7,22,"","","","",23,"","","",1646,1
216,4086,7,22,"","","","",23,"","","",1646,1
217,4208,2,8,"","","","",24,"","","",1646,1
218,4209,2,8,"","","","",24,"","","",1646,1
219,4249,2,9,"","","","",25,"","","",1646,1
220,4251,2,9,"","","","",25,"","","",1646,1
221,4261,5,42,"","","","",26,"","","",1646,1
222,4263,5,42,"","","","",26,"","",1,1646,""
223,4264,5,42,"","","","",26,"","","",1646,1
224,4275,5,42,"","","","",26,"","","",1646,1
225,4292,4,12,"","","","",27,"","","",1646,1
226,4293,4,12,"","","","",27,"","","",1646,1
227,4294,4,12,"","","","",27,"","","",1646,1
228,4467,10,33,"","","","",30,"",230,"",1646,1
229,4470,10,33,"","","","",30,"",233,"",1646,1
230,4472,10,33,"","","","",30,"","","",1646,1
231,4474,10,33,"","","","",30,"","","",1646,1
232,4475,10,33,"","","","",30,"","","",1646,1
233,4477,10,33,"","","","",30,"","","",1646,1
234,4479,10,33,"","","","",30,"",230,"",1646,1
235,4480,10,33,"","","","",30,"",231,"",1646,1
236,4481,10,33,"","","","",30,"",232,"",1646,1
237,4483,10,33,"","","","",30,"",233,"",1646,1
238,4484,10,33,"","","","",30,"",230,"",1646,1
239,4487,10,33,"","","","",30,"",240,"",1646,1
240,4488,10,33,"","","","",30,"","","",1646,1
241,4489,10,33,"","","","",30,"",240,"",1646,1
242,6389,10,33,"","","","",30,"","",1,1646,""
243,5053,7,41,"","","","",29,"","","",1646,1
244,5054,7,41,"","","","",29,"","","",1646,1
245,5055,7,41,"","","","",29,"",244,"",1646,1
246,5061,7,41,"","","","",29,"","",1,1646,""
247,5064,7,41,"","","","",29,"","","",1646,1
248,5068,7,41,"","","","",29,"","","",1646,1
249,5073,7,41,"","","","",29,"","","",1646,1
250,5122,2,43,"","","","",31,"","","",1646,1
251,5123,2,43,"","","",5122,31,"",250,1,1646,""
252,5658,8,24,"","","","",12,"","","",1646,1
253,5659,8,24,"","","","",12,"","",1,1646,""
254,5661,8,24,"","","","",12,"",252,"",1646,1
255,5663,8,24,"","","","",12,"","",1,1646,""
256,5670,8,25,"","","","",33,"","","",1646,1
257,5672,8,25,"","","","",33,"","","",1646,1
258,5961,10,34,"","","","",32,"","","",1646,1
259,5458,10,34,"","","","",32,"","","",1646,1
260,6052,5,17,"","","","",34,"","","",1646,1
261,6054,5,17,"","","","",34,"","","",1646,1
262,6055,5,17,"","","","",34,"","","",1646,1
263,6056,5,17,"","","","",34,"","","",1646,1
264,6093,8,27,"","","","",35,"","","",1646,1
265,6096,8,27,"","","","",35,"","","",1646,1
266,6097,8,27,"","","","",35,"","","",1646,1
267,6100,8,27,"","","","",35,"","","",1646,1
268,5076,9,28,"","","","",39,"","","",1646,1
269,5077,9,28,"","","","",39,"","","",1646,1
270,6205,0,3,"","","","",36,"","","",1646,1
271,6456,5,16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1646,""
272,6496,0,0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1646,""
273,6484,0,1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1646,""
274,6486,0,2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1646,""
275,6491,0,3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1646,""
276,6567,1,4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1646,""
277,6570,1,5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1646,""
278,6573,1,6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1646,""
279,6504,2,7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1646,""
280,6577,2,8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1646,""
281,6580,2,9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1646,""
282,6586,3,10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1646,""
283,6589,3,11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1646,""
284,6547,4,12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1646,""
285,6542,4,13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1646,""
286,6462,5,14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1646,""
287,6459,5,15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1646,""
288,6449,5,17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1646,""
289,6468,6,18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1646,""
290,6475,6,19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1646,""
291,6478,6,20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1646,""
292,6511,7,21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1646,""
293,6514,7,22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1646,""
294,6518,8,23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1646,""
295,6527,8,24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1646,""
296,6532,8,25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1646,""
297,6539,8,26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1646,""
298,6523,8,27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1646,""
299,6611,9,28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1646,""
300,6615,9,29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1646,""
301,6619,9,30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1646,""
302,6592,10,31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1646,""
303,6595,10,32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1646,""
304,6598,10,33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1646,""
305,6601,10,34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1646,""
306,6604,11,35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1646,""
307,6607,11,36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"","","",1646,""
308,6501,0,37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",6502,37,1,"","",498,""
309,6454,5,38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",6455,34,1,"","",497,""
310,6536,8,39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",6538,33,1,"","",496,""
311,6509,10,40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",6510,32,1,"","",499,""
312,466,5,16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,"",1,1646,""
313,526,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,"",1,1646,""
314,503,10,31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,"",1,1646,""
315,274,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",276,1,1,"",1,1646,""
316,301,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,"",1,1646,""
317,361,0,1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,"",1,1646,""
318,518,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,"",1,1646,""
319,520,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,"",1,1646,""
320,116,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,"",1,1646,""
321,974,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,"",1,1646,""
322,977,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",980,12,1,"",1,1646,""
323,375,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,"",1,1646,""
324,377,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,"",1,1646,""
325,3305,3,11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,"",1,1646,""
326,1740,4,13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,"",1,1646,""
327,2823,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,"",1,1646,""
328,1561,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,"",1,1646,""
329,3985,5,15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3986,22,1,"",1,1646,""
330,4265,5,42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,"",1,1646,""
331,4252,2,9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,"",1,1646,""
332,4212,2,8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,"",1,1646,""
333,395,1,4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,"",1,1646,""
334,5058,7,41,"","","","",29,1,"",1,1646,""
335,5959,10,34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,"",1,1646,""
336,118,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,"",1,1646,""
337,2803,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,"",1,1646,""
