"rownum","BaseItem","Level","Cost","CostHardmode"
160,539,1,44,116
161,540,1,44,116
162,541,1,44,116
163,542,1,44,116
164,544,1,44,116
165,545,1,45,117
166,546,1,45,117
167,547,1,45,117
168,548,1,45,117
169,549,1,45,117
170,550,1,45,117
171,552,1,39,115
172,553,1,40,115
173,554,1,41,115
174,555,1,42,115
175,556,1,43,115
176,557,1,43,115
177,558,1,43,115
178,559,1,43,115
179,561,1,43,115
180,562,1,43,115
181,563,1,43,115
182,564,1,44,116
183,565,1,44,116
184,566,1,44,116
185,567,1,44,116
186,569,1,44,116
187,570,1,44,116
188,571,1,45,117
189,572,1,45,117
190,573,1,45,117
191,574,1,45,117
192,575,1,45,117
193,580,1,39,115
194,581,1,40,115
195,582,1,41,115
196,583,1,42,115
197,584,1,43,115
198,585,1,43,115
199,586,1,43,115
200,587,1,43,115
201,589,1,43,115
202,590,1,43,115
203,591,1,43,115
204,592,1,44,116
205,593,1,44,116
206,594,1,44,116
207,595,1,44,116
208,597,1,44,116
209,598,1,44,116
210,599,1,45,117
211,600,1,45,117
212,601,1,45,117
213,602,1,45,117
214,603,1,45,117
215,608,1,39,115
216,609,1,40,115
217,610,1,41,115
218,611,1,42,115
219,612,1,43,115
220,613,1,43,115
221,614,1,43,115
222,615,1,43,115
223,617,1,43,115
224,618,1,43,115
225,619,1,43,115
226,620,1,44,116
227,621,1,44,116
228,622,1,44,116
229,623,1,44,116
230,625,1,44,116
231,626,1,44,116
232,627,1,45,117
233,628,1,45,117
234,629,1,45,117
235,630,1,45,117
236,631,1,45,117
237,636,1,39,""
238,637,1,40,115
239,638,1,46,115
240,639,1,42,115
241,640,1,42,115
242,641,1,43,115
243,642,1,43,115
244,643,1,43,115
245,645,1,43,115
246,646,1,43,115
247,647,1,44,116
248,648,1,44,116
249,649,1,44,116
250,650,1,44,116
251,652,1,44,116
252,653,1,47,117
253,654,1,45,117
254,655,1,45,117
255,656,1,45,117
256,657,1,45,117
257,665,1,40,115
258,666,1,46,115
259,667,1,42,115
260,668,1,42,115
261,669,1,43,115
262,670,1,43,115
263,671,1,43,115
264,673,1,43,115
265,674,1,43,115
266,675,1,44,116
267,676,1,44,116
268,677,1,44,116
269,678,1,44,116
270,680,1,44,116
271,681,1,45,117
272,682,1,45,117
273,683,1,45,117
274,684,1,45,117
275,685,1,45,117
276,690,1,39,115
277,691,1,46,115
278,692,1,41,115
279,693,1,42,115
280,694,1,43,115
281,695,1,43,115
282,696,1,43,115
283,698,1,43,115
284,699,1,43,115
285,700,1,44,116
286,701,1,44,116
287,702,1,44,116
288,703,1,44,116
289,705,1,44,116
290,706,1,44,116
291,707,1,45,117
292,708,1,45,117
293,709,1,45,117
294,710,1,45,117
295,715,1,39,115
296,716,1,46,115
297,717,1,41,115
298,718,1,42,115
299,719,1,43,115
300,720,1,43,115
301,721,1,43,115
302,723,1,43,115
303,724,1,43,115
304,725,1,44,116
305,726,1,44,116
306,727,1,44,116
307,728,1,44,116
308,730,1,44,116
309,731,1,44,116
310,732,1,45,117
311,733,1,45,117
312,734,1,45,117
313,735,1,45,117
314,740,1,48,""
315,742,1,49,112
316,743,1,49,112
317,744,1,49,112
318,745,1,49,112
319,746,1,49,112
320,747,1,49,112
321,748,1,49,112
322,749,1,49,112
323,750,1,49,112
324,751,1,49,112
325,752,1,49,112
326,753,1,49,112
327,754,1,49,112
328,755,1,49,112
329,756,1,49,112
330,757,1,49,112
331,790,1,50,113
332,791,1,50,113
333,792,1,50,113
334,793,1,50,113
335,794,1,50,113
336,795,1,50,113
337,796,1,50,113
338,797,1,50,113
339,798,1,50,113
340,799,1,50,113
341,801,1,50,113
342,845,1,51,114
343,846,1,51,114
344,847,1,51,114
345,848,1,51,114
346,849,1,51,114
347,850,1,51,114
348,862,1,39,115
349,863,1,52,115
350,864,1,41,115
351,865,1,42,115
352,866,1,43,115
353,867,1,43,115
354,868,1,43,115
355,869,1,43,115
356,870,1,44,116
357,871,1,44,116
358,872,1,44,116
359,873,1,44,116
360,874,1,44,116
361,875,1,45,117
362,876,1,53,117
363,877,1,53,117
364,878,1,53,117
365,882,1,54,115
366,883,1,55,115
367,884,1,42,115
368,885,1,43,115
369,886,1,43,115
370,887,1,43,115
371,888,1,43,115
372,889,1,43,115
373,890,1,44,116
374,891,1,44,116
375,892,1,44,116
376,893,1,44,116
377,894,1,45,117
378,895,1,53,117
379,896,1,53,117
380,897,1,53,117
381,901,1,54,115
382,902,1,55,115
383,903,1,42,115
384,904,1,43,115
385,905,1,43,115
386,906,1,43,115
387,907,1,43,115
388,908,1,43,115
389,909,1,44,116
390,910,1,44,116
391,911,1,44,116
392,912,1,44,116
393,913,1,44,117
394,914,1,45,117
395,915,1,53,117
396,916,1,53,117
397,920,1,52,115
398,921,1,41,115
399,922,1,43,115
400,923,1,43,115
401,924,1,43,115
402,925,1,43,115
403,926,1,44,116
404,927,1,44,116
405,928,1,44,116
406,929,1,44,116
407,930,1,45,117
408,931,1,53,117
409,932,1,53,117
410,933,1,55,115
411,934,1,42,115
412,935,1,43,115
413,936,1,43,115
414,937,1,43,115
415,938,1,43,115
416,939,1,44,116
417,940,1,44,116
418,941,1,44,116
419,942,1,44,116
420,943,1,45,117
421,944,1,53,117
422,945,1,53,117
423,946,1,52,115
424,947,1,41,115
425,948,1,43,115
426,949,1,43,115
427,950,1,43,115
428,951,1,43,115
429,952,1,44,116
430,953,1,44,116
431,954,1,44,116
432,955,1,44,116
433,956,1,45,117
434,957,1,53,117
435,958,1,53,117
436,960,1,39,115
437,961,1,55,115
438,962,1,42,115
439,963,1,43,115
440,964,1,43,115
441,965,1,43,115
442,966,1,44,116
443,967,1,44,116
444,968,1,45,116
445,969,1,53,117
446,970,1,53,117
447,974,1,39,115
448,975,1,41,115
449,976,1,43,115
450,977,1,43,115
451,978,1,43,115
452,979,1,44,116
453,980,1,44,116
454,981,1,45,116
455,982,1,53,117
456,983,1,53,117
457,987,1,39,115
458,988,1,55,115
459,989,1,42,115
460,990,1,43,115
461,991,1,43,115
462,992,1,43,115
463,993,1,44,116
464,994,1,44,116
465,995,1,44,116
466,996,1,53,117
467,997,1,53,117
468,1001,1,52,115
469,1002,1,42,115
470,1003,1,43,115
471,1004,1,43,115
472,1005,1,43,115
473,1006,1,44,116
474,1007,1,44,116
475,1008,1,44,116
476,1009,1,53,117
477,1010,1,53,117
478,1017,1,52,115
479,1018,1,41,115
480,1019,1,43,115
481,1020,1,43,115
482,1021,1,43,115
483,1022,1,44,116
484,1023,1,44,116
485,1024,1,44,116
486,1025,1,53,117
487,1026,1,53,117
488,1033,1,52,115
489,1034,1,41,115
490,1035,1,42,115
491,1036,1,43,115
492,1037,1,43,115
493,1038,1,43,116
494,1039,1,44,116
495,1040,1,44,116
496,1041,1,44,116
497,1042,1,45,117
498,1043,1,53,117
499,1050,1,56,""
500,1051,1,56,""
501,1056,1,39,115
502,1057,1,52,115
503,1058,1,42,115
504,1059,1,43,115
505,1060,1,43,115
506,1061,1,43,115
507,1062,1,43,115
508,1063,1,43,115
509,1064,1,43,115
510,1065,1,44,116
511,1066,1,44,116
512,1067,1,44,116
513,1068,1,44,116
514,1069,1,44,116
515,1070,1,45,117
516,1071,1,53,117
517,1072,1,53,117
518,1077,1,39,115
519,1078,1,55,115
520,1079,1,42,115
521,1080,1,43,115
522,1081,1,43,115
523,1082,1,43,115
524,1083,1,43,115
525,1084,1,43,115
526,1085,1,43,115
527,1086,1,44,116
528,1087,1,44,116
529,1088,1,44,116
530,1089,1,44,116
531,1090,1,44,116
532,1091,1,45,117
533,1092,1,53,117
534,1093,1,53,117
535,1097,1,57,115
536,1098,1,41,115
537,1099,1,42,115
538,1100,1,43,115
539,1101,1,43,115
540,1102,1,43,115
541,1103,1,43,115
542,1104,1,43,115
543,1105,1,43,115
544,1106,1,44,116
545,1107,1,44,116
546,1108,1,44,116
547,1109,1,44,116
548,1110,1,44,116
549,1111,1,45,117
550,1112,1,53,117
551,1113,1,53,117
552,1117,1,52,115
553,1118,1,55,115
554,1119,1,42,115
555,1120,1,43,115
556,1121,1,43,115
557,1122,1,43,115
558,1123,1,43,115
559,1124,1,43,115
560,1125,1,43,115
561,1126,1,44,116
562,1127,1,44,116
563,1128,1,44,116
564,1129,1,44,116
565,1130,1,45,116
566,1131,1,53,117
567,1132,1,53,117
568,1133,1,53,117
569,1137,1,52,115
570,1138,1,55,115
571,1139,1,42,115
572,1140,1,43,115
573,1141,1,43,115
574,1142,1,43,115
575,1143,1,43,115
576,1144,1,43,115
577,1145,1,43,115
578,1146,1,44,116
579,1147,1,44,116
580,1148,1,44,116
581,1149,1,44,116
582,1150,1,45,116
583,1151,1,53,117
584,1152,1,53,117
585,1153,1,53,117
586,1157,1,52,115
587,1158,1,55,115
588,1159,1,42,115
589,1160,1,43,115
590,1161,1,43,115
591,1162,1,43,115
592,1163,1,43,115
593,1164,1,43,115
594,1165,1,44,115
595,1166,1,44,116
596,1167,1,44,116
597,1168,1,44,116
598,1169,1,44,116
599,1170,1,45,116
600,1171,1,53,117
601,1172,1,53,117
602,1173,1,53,117
603,1180,1,39,115
604,1181,1,55,115
605,1182,1,43,115
606,1183,1,43,115
607,1184,1,43,115
608,1185,1,44,116
609,1186,1,44,116
610,1187,1,45,117
611,1188,1,53,117
612,1195,1,39,115
613,1196,1,41,115
614,1197,1,43,115
615,1198,1,43,115
616,1199,1,43,115
617,1200,1,44,116
618,1201,1,44,116
619,1202,1,45,117
620,1203,1,53,117
621,1209,1,39,115
622,1210,1,55,115
623,1211,1,43,115
624,1212,1,43,115
625,1213,1,43,115
626,1214,1,44,116
627,1215,1,44,116
628,1216,1,45,117
629,1217,1,53,117
630,1223,1,52,115
631,1224,1,42,115
632,1225,1,43,115
633,1226,1,43,115
634,1227,1,43,115
635,1228,1,44,116
636,1229,1,44,116
637,1230,1,53,117
638,1233,1,52,115
639,1234,1,42,115
640,1235,1,43,115
641,1236,1,43,115
642,1237,1,43,115
643,1238,1,44,116
644,1239,1,44,116
645,1240,1,53,117
646,1243,1,52,115
647,1244,1,42,115
648,1245,1,43,115
649,1246,1,43,115
650,1247,1,43,115
651,1248,1,44,116
652,1249,1,44,116
653,1250,1,45,117
654,1251,1,53,117
655,1263,1,39,115
656,1264,1,41,115
657,1265,1,43,115
658,1266,1,43,115
659,1267,1,43,115
660,1268,1,44,116
661,1269,1,44,116
662,1270,1,45,117
663,1271,1,58,117
664,1277,1,39,115
665,1278,1,55,115
666,1279,1,43,115
667,1280,1,43,115
668,1281,1,43,115
669,1282,1,44,116
670,1283,1,44,116
671,1284,1,45,117
672,1285,1,53,117
673,1291,1,39,115
674,1292,1,41,115
675,1293,1,43,115
676,1294,1,43,115
677,1295,1,43,115
678,1296,1,44,116
679,1297,1,44,116
680,1298,1,45,117
681,1299,1,53,117
682,1305,1,52,115
683,1306,1,42,115
684,1307,1,43,115
685,1308,1,43,115
686,1309,1,44,115
687,1310,1,44,116
688,1311,1,44,116
689,1312,1,53,117
690,1315,1,55,115
691,1316,1,42,115
692,1317,1,43,115
693,1318,1,43,115
694,1319,1,44,115
695,1320,1,44,116
696,1321,1,44,116
697,1322,1,53,117
698,1325,1,52,115
699,1326,1,42,115
700,1327,1,43,115
701,1328,1,43,115
702,1329,1,44,115
703,1330,1,44,116
704,1331,1,44,116
705,1332,1,45,117
706,1343,1,59,118
707,1344,1,60,118
708,1345,1,60,118
709,1346,1,60,118
710,1347,1,60,118
711,1348,1,60,118
712,1349,1,60,118
713,1350,1,60,118
714,1351,1,60,118
715,1352,1,61,119
716,1353,1,62,119
717,1354,1,62,119
718,1358,1,60,118
719,1359,1,60,118
720,1360,1,60,118
721,1361,1,60,118
722,1362,1,60,118
723,1363,1,60,118
724,1364,1,60,118
725,1365,1,60,118
726,1366,1,60,118
727,1367,1,61,119
728,1368,1,62,119
729,1369,1,62,119
730,1370,1,63,118
731,1371,1,64,118
732,1372,1,65,118
733,1373,1,65,118
734,1374,1,65,118
735,1375,1,62,119
736,1376,1,66,120
737,1377,1,66,120
738,1378,1,66,120
739,1379,1,66,120
740,1380,1,66,120
741,1381,1,66,120
742,1382,1,66,120
743,1383,1,66,120
744,1384,1,66,120
745,1385,1,66,120
746,1386,1,66,120
747,1387,1,66,120
748,1388,1,66,120
749,1389,1,66,120
750,1390,1,66,120
751,1391,1,66,120
752,1392,1,66,120
753,1393,1,66,120
754,1408,1,67,115
755,1409,1,68,115
756,1410,1,68,115
757,1411,1,69,116
758,1412,1,69,116
759,1413,1,69,116
760,1414,1,69,116
761,1415,1,69,116
762,1416,1,69,116
763,1417,1,69,116
764,1418,1,69,116
765,1419,1,69,116
766,1420,1,69,116
767,1595,1,70,121
768,1596,1,71,121
769,1597,1,72,121
770,1598,1,72,121
771,1599,1,70,121
772,1600,1,70,121
773,1601,1,72,121
774,1602,1,72,121
775,1603,1,71,121
776,1604,1,71,121
777,1605,1,71,121
778,1606,1,72,121
779,1607,1,71,121
780,1608,1,72,121
781,1609,1,72,121
782,1610,1,70,121
783,1611,1,71,121
784,1612,1,72,121
785,1613,1,73,121
786,1614,1,73,121
787,1615,1,71,121
788,1616,1,71,121
789,1617,1,72,121
790,1618,1,72,121
791,1619,1,71,121
792,1620,1,72,121
793,1621,1,71,121
794,1622,1,72,121
795,1623,1,71,121
796,1624,1,72,""
797,1625,1,72,""
798,1626,1,74,""
799,1627,1,72,""
800,1628,1,74,""
801,1629,1,70,""
802,1630,1,72,""
803,1631,1,72,""
804,1632,1,74,""
805,1633,1,72,""
806,2327,1,72,""
807,2328,1,71,""
808,1635,1,73,121
809,1638,1,73,121
810,1640,1,70,121
811,1641,1,72,121
812,1642,1,70,""
813,5237,1,70,""
814,5238,1,73,""
815,5239,1,70,""
816,5236,1,73,""
817,1643,1,72,""
818,1644,1,73,""
819,1645,1,72,""
820,1646,1,70,""
821,1647,1,70,""
822,1648,1,74,""
823,1651,1,72,121
824,1652,1,71,121
825,1653,1,72,""
826,1654,1,72,121
827,1655,1,71,""
828,1656,1,72,""
829,1657,1,70,121
830,1658,1,72,121
831,1659,1,71,121
832,2337,1,71,121
833,1660,1,71,121
834,1661,1,73,121
835,1662,1,71,121
836,1663,1,70,121
837,1665,1,71,121
838,1667,1,70,121
839,1668,1,73,""
840,1670,1,70,""
841,1671,1,73,""
842,1672,1,70,121
843,1673,1,73,121
844,1674,1,73,121
845,1675,1,73,121
846,1676,1,73,121
847,1678,1,73,121
848,1679,1,73,121
849,1680,1,71,121
850,1681,1,73,121
851,1682,1,72,121
852,1683,1,72,121
853,1684,1,72,121
854,2336,1,73,121
855,1685,1,73,121
856,1686,1,71,121
857,1687,1,73,121
858,1688,1,73,121
859,1689,1,73,121
860,1690,1,73,121
861,1691,1,71,121
862,1692,1,70,121
863,1693,1,72,121
864,1694,1,73,""
865,1695,1,72,""
866,1696,1,70,""
867,1697,1,73,""
868,1698,1,72,""
869,1699,1,73,""
870,1700,1,73,""
871,1701,1,73,""
872,1702,1,73,""
873,1703,1,72,""
874,1704,1,70,121
875,1705,1,72,121
876,1706,1,73,121
877,1707,1,73,121
878,1708,1,72,121
879,1709,1,71,121
880,1710,1,72,121
881,1711,1,72,121
882,1712,1,73,121
883,1713,1,73,121
884,1714,1,72,121
885,1715,1,73,121
886,1716,1,73,121
887,1717,1,73,121
888,1718,1,73,121
889,1719,1,73,121
890,1720,1,73,121
891,1721,1,71,121
892,1722,1,71,""
893,1723,1,70,""
894,1724,1,72,121
895,1726,1,73,""
896,1727,1,73,""
897,1728,1,73,""
898,1729,1,73,""
899,1730,1,73,""
900,1731,1,72,""
901,1732,1,72,""
902,1733,1,70,121
903,1734,1,71,121
904,1735,1,72,121
905,1736,1,71,121
906,1737,1,71,121
907,1738,1,72,""
908,1739,1,72,121
909,1740,1,71,121
910,1741,1,71,121
911,1742,1,71,121
912,1744,1,73,121
913,1746,1,71,121
914,1747,1,72,""
915,1748,1,72,""
916,1749,1,70,""
917,1750,1,70,""
918,1751,1,70,""
919,1753,1,74,""
920,1756,1,74,""
921,1755,1,70,""
922,1757,1,73,121
923,1758,1,73,121
924,1759,1,73,121
925,1760,1,72,121
926,1761,1,70,121
927,1762,1,74,""
928,1763,1,74,""
929,1764,1,72,""
930,1765,1,73,""
931,1766,1,72,121
932,1767,1,70,""
933,1768,1,70,""
934,1769,1,74,""
935,1770,1,72,121
936,1771,1,74,""
937,1772,1,74,""
938,1773,1,72,""
939,1774,1,75,""
940,1775,1,72,121
941,1776,1,72,121
942,1777,1,73,""
943,1778,1,70,121
944,1779,1,71,121
945,1780,1,70,""
946,1781,1,70,""
947,1782,1,74,""
948,1783,1,74,""
949,1784,1,74,""
950,1785,1,71,121
951,1786,1,75,""
952,1787,1,73,121
953,1789,1,73,121
954,1791,1,73,121
955,1793,1,72,121
956,1794,1,70,121
957,1795,1,72,121
958,1796,1,70,121
959,1799,1,73,""
960,1800,1,71,121
961,1801,1,72,121
962,1802,1,75,""
963,1803,1,73,121
964,1804,1,72,121
965,1805,1,72,121
966,1806,1,72,121
967,1807,1,70,121
968,1808,1,73,121
969,1809,1,73,121
970,1834,1,71,121
971,1845,1,70,121
972,1846,1,70,121
973,1848,1,70,""
974,1849,1,73,121
975,1850,1,73,121
976,1851,1,73,121
977,1852,1,73,121
978,1853,1,73,121
979,1854,1,73,121
980,1855,1,71,121
981,1856,1,71,121
982,1859,1,72,121
983,1860,1,72,121
984,1861,1,70,121
985,1863,1,73,""
986,1864,1,70,121
987,1865,1,70,121
988,1866,1,70,121
989,1867,1,70,121
990,1868,1,70,""
991,1869,1,70,121
992,1870,1,73,121
993,1871,1,73,121
994,1872,1,73,121
995,1873,1,72,121
996,1874,1,72,121
997,1875,1,71,121
998,1876,1,71,121
999,1877,1,70,""
1000,1878,1,70,""
1001,1879,1,70,""
1002,1880,1,70,""
1003,1881,1,71,121
1004,1882,1,73,""
1005,1883,1,70,121
1006,1884,1,70,121
1007,1885,1,71,121
1008,1886,1,70,121
1009,1887,1,70,121
1010,1888,1,72,121
1011,1890,1,72,121
1012,1891,1,72,121
1013,1893,1,71,121
1014,1894,1,71,121
1015,1895,1,70,121
1016,2329,1,70,121
1017,2330,1,70,121
1018,2331,1,70,121
1019,2332,1,70,121
1020,2333,1,70,121
1021,2334,1,72,121
1022,1897,1,70,""
1023,1898,1,70,121
1024,1899,1,71,121
1025,1900,1,72,121
1026,1901,1,71,121
1027,1902,1,72,121
1028,1903,1,72,""
1029,1904,1,73,""
1030,1905,1,70,""
1031,1906,1,71,121
1032,1907,1,74,""
1033,1908,1,72,121
1034,1909,1,71,121
1035,1910,1,70,121
1036,1912,1,71,121
1037,1914,1,73,""
1038,1915,1,74,""
1039,1916,1,70,""
1040,1917,1,72,121
1041,1918,1,74,""
1042,1919,1,74,""
1043,1920,1,74,""
1044,1921,1,71,""
1045,5240,1,71,""
1046,1922,1,71,""
1047,1923,1,73,""
1048,1924,1,73,""
1049,1925,1,74,""
1050,1926,1,72,""
1051,1927,1,74,""
1052,1928,1,72,""
1053,1929,1,74,""
1054,1930,1,72,""
1055,1931,1,74,""
1056,1932,1,71,""
1057,1933,1,71,""
1058,1934,1,71,""
1059,1935,1,70,121
1060,1936,1,72,121
1061,1937,1,72,121
1062,1938,1,70,121
1063,1939,1,72,121
1064,1940,1,72,121
1065,1941,1,70,121
1066,1942,1,71,""
1067,1943,1,71,""
1068,1944,1,71,""
1069,1945,1,71,""
1070,1946,1,71,""
1071,1947,1,71,""
1072,1948,1,73,121
1073,1949,1,72,121
1074,1950,1,71,121
1075,1951,1,72,121
1076,1952,1,70,121
1077,1953,1,70,121
1078,1954,1,70,121
1079,1958,1,70,""
1080,1959,1,70,""
1081,1961,1,70,121
1082,2335,1,70,121
1083,2338,1,70,121
1084,1962,1,71,121
1085,1963,1,70,121
1086,1964,1,72,121
1087,1965,1,71,121
1088,1966,1,74,""
1089,1967,1,74,""
1090,1968,1,70,121
1091,1969,1,71,121
1092,1970,1,70,121
1093,1971,1,72,121
1094,1972,1,71,121
1095,1973,1,73,121
1096,1974,1,72,121
1097,1975,1,74,""
1098,1976,1,70,121
1099,1977,1,73,121
1100,1978,1,71,121
1101,1979,1,70,121
1102,1980,1,73,121
1103,1981,1,70,121
1104,1982,1,70,121
1105,1983,1,73,121
1106,1984,1,70,""
1107,1985,1,73,121
1108,1986,1,74,""
1109,1987,1,73,121
1110,1988,1,70,""
1111,1989,1,74,""
1112,1990,1,71,121
1113,1991,1,71,121
1114,1992,1,71,121
1115,1995,1,70,121
1116,1996,1,71,121
1117,1997,1,70,121
1118,1998,1,71,121
1119,1999,1,72,121
1120,2000,1,70,121
1121,2001,1,73,""
1122,2002,1,73,""
1123,2003,1,71,121
1124,2004,1,72,121
1125,2005,1,73,121
1126,2006,1,70,""
1127,2007,1,70,121
1128,2008,1,73,121
1129,2009,1,70,""
1130,2010,1,73,""
1131,2011,1,71,121
1132,2012,1,70,121
1133,2013,1,72,121
1134,2014,1,73,121
1135,2015,1,70,""
1136,2016,1,73,""
1137,2017,1,70,121
1138,2018,1,73,""
1139,2019,1,70,""
1140,2020,1,71,121
1141,2021,1,73,121
1142,2022,1,70,""
1143,2023,1,70,121
1144,2024,1,72,121
1145,2025,1,71,""
1146,2026,1,71,121
1147,2027,1,72,""
1148,2028,1,74,""
1149,2029,1,73,121
1150,2030,1,70,121
1151,2069,1,72,""
1152,2070,1,70,121
1153,2071,1,73,121
1154,2072,1,73,121
1155,2073,1,71,121
1156,2074,1,73,121
1157,2075,1,70,121
1158,2076,1,72,121
1159,2078,1,70,""
1160,2079,1,70,""
1161,2080,1,74,""
1162,2081,1,74,121
1163,2082,1,72,121
1164,2083,1,73,121
1165,2084,1,70,121
1166,2085,1,72,121
1167,2086,1,72,121
1168,2087,1,73,121
1169,2088,1,70,""
1170,2089,1,70,""
1171,2090,1,72,121
1172,2091,1,70,121
1173,2092,1,70,121
1174,2093,1,70,121
1175,2094,1,71,121
1176,2095,1,70,121
1177,2096,1,71,121
1178,2097,1,70,""
1179,2098,1,70,121
1180,2099,1,70,""
1181,2100,1,72,121
1182,2101,1,70,121
1183,2102,1,73,""
1184,2107,1,72,121
1185,2108,1,73,121
1186,2109,1,70,""
1187,2110,1,70,121
1188,2111,1,73,121
1189,2112,1,73,""
1190,2113,1,72,""
1191,2114,1,73,121
1192,2115,1,72,121
1193,2116,1,70,121
1194,2117,1,72,121
1195,2118,1,73,121
1196,2120,1,72,121
1197,2121,1,70,121
1198,2122,1,73,121
1199,2123,1,72,121
1200,2124,1,72,121
1201,2125,1,70,121
1202,2126,1,71,121
1203,2127,1,70,""
1204,2128,1,74,""
1205,2130,1,70,121
1206,2131,1,70,121
1207,2132,1,70,121
1208,2133,1,70,121
1209,2134,1,72,121
1210,2135,1,70,121
1211,2136,1,70,121
1212,2138,1,73,121
1213,2137,1,70,121
1214,2139,1,70,121
1215,2140,1,70,121
1216,2141,1,70,121
1217,2142,1,70,121
1218,2143,1,70,121
1219,2144,1,70,121
1220,2146,1,74,""
1221,2147,1,74,""
1222,2148,1,73,""
1223,2306,1,73,121
1224,2307,1,73,121
1225,2305,1,70,121
1226,2311,1,70,121
1227,2308,1,72,121
1228,2150,1,74,""
1229,2149,1,70,""
1230,2339,1,74,""
1231,2340,1,74,""
1232,2341,1,72,""
1233,2342,1,73,""
1234,2343,1,72,""
1235,2344,1,70,""
1236,2345,1,73,""
1237,2346,1,70,""
1238,2347,1,70,""
1239,2348,1,74,""
1240,2349,1,72,""
1241,2350,1,73,""
1242,2351,1,70,""
1243,2352,1,73,""
1244,2353,1,73,121
1245,2354,1,73,121
1246,2355,1,73,""
1247,2356,1,74,""
1248,2357,1,70,""
1249,2358,1,74,""
1250,5233,1,70,""
1251,5234,1,70,""
1252,5235,1,73,""
1253,2409,1,76,""
1254,2410,1,76,""
1255,2411,1,76,""
1256,3137,1,98,""
1257,3409,1,99,""
1258,3860,1,100,""
1259,3860,46,101,""
1260,3861,1,100,""
1261,3861,46,101,""
1262,3862,1,100,""
1263,3862,46,101,""
1264,3863,1,100,""
1265,3863,46,101,""
1266,3864,1,100,""
1267,3864,46,101,""
1268,3865,1,100,""
1269,3865,46,101,""
1270,3866,1,100,""
1271,3866,46,101,""
1272,3867,1,100,""
1273,3867,46,101,""
1274,3868,1,100,""
1275,3868,46,101,""
1276,4160,1,102,""
1277,4161,1,103,""
1278,4162,1,104,""
1279,4163,1,105,""
1280,4164,1,102,""
1281,4165,1,103,""
1282,4166,1,104,""
1283,4167,1,105,""
