"rownum","Id","EffectPack","i32_24"
335,"frostblink_after_teleport",[806],2
336,"ghostflame_lantern_effect",[791],0
337,"spirit_swing_clone",[818],0
338,"spirit_swing_clone",[820],1
339,"spirit_swing_clone",[822],2
340,"spirit_swing_clone",[824],3
341,"spirit_swing_weapon",[819],0
342,"spirit_swing_weapon",[821],1
343,"spirit_swing_weapon",[823],2
344,"spirit_swing_weapon",[825],3
345,"AbyssalCorpseFade",[847],0
