"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem","GrantedEffect"
57,"Block3",23442,"[1370,1371]",20,20,0,8881,""
58,"Block4",4500,[21003],1,0,0,8881,""
59,"Bow1",59634,[7615],100,0,0,8881,""
60,"Bow2",45512,[10015],20,0,0,8881,""
61,"Bow3",42952,[11275],100,0,0,8881,""
62,"Bow4",26894,[13478],100,0,0,8881,""
63,"Bow5",36967,[17941],20,0,0,8881,""
64,"Bow6",56951,[15771],1,0,0,8881,""
65,"Brand1",37186,[15125],10,0,0,8881,""
66,"Brand2",5907,[15185],30,0,0,8881,""
67,"Brand3",20630,[12273],1,0,0,8881,""
68,"Brand4",39863,[8756],50,0,0,8881,""
69,"Brand5",32877,[8585],2,0,0,8881,""
70,"Brand6",46672,[8734],40,0,0,8881,""
71,"Caster1",48358,[15153],40,0,0,8881,""
72,"Caster2",33089,[21669],1,0,0,8881,""
73,"Caster3",61071,[17920],6,0,0,8881,""
74,"Caster4",50906,[11618],1,0,0,8881,""
75,"Caster5",27401,[9134],1,0,0,8881,""
76,"Caster6",23471,[17921],25,0,0,8881,""
77,"Chaos1",50933,[18070],1,0,0,8881,""
78,"Chaos2",59574,"[10851,15127]",1,10,0,8881,""
79,"Chaos3",1727,[947],1,0,0,8881,""
80,"Chaos4",21652,[487],40,0,0,8881,""
81,"Chaos5",28678,[18069],10,0,0,8881,""
82,"Chaos6",65015,[18384],5,0,0,8881,""
83,"Charges1",28720,[15128],1,0,0,8881,""
84,"Charges2",48661,[15129],1,0,0,8881,""
85,"Charges3",14100,[15130],1,0,0,8881,""
86,"Charges4",29652,[15160],100,0,0,8881,""
87,"Charges5",40307,[9688],3,0,0,8881,""
88,"Charges6",19142,[4201],1,0,0,8881,""
89,"Claw1",40041,"[18609,18610]",25,25,0,8881,""
90,"Claw2",7389,[18613],1,0,0,8881,""
91,"Claw3",36475,[18611],60,0,0,8881,""
92,"Claw4",4516,[18612],10,0,0,8881,""
93,"Claw5",2823,[18627],50,0,0,8881,""
94,"Claw6",22056,[15553],40,0,0,8881,""
95,"Cold1",4116,[485],40,0,0,8881,""
96,"Cold2",13267,[18364],10,0,0,8881,""
97,"Cold3",38814,"[10849,146]",1,-30,0,8881,""
98,"Cold4",33129,[21674],1,0,0,8881,""
99,"Cold5",19495,[17996],10,0,0,8881,""
100,"Cold6",26782,[17990],5,0,0,8881,""
101,"Criticals1",9986,[12756],50,0,0,8881,""
102,"Criticals2",2987,[15154],25,0,0,8881,""
103,"Criticals3",59734,[15171],100,0,0,8881,""
104,"Criticals4",38070,[15183],3,0,0,8881,""
105,"Criticals5",61534,[97],30,0,0,8881,""
106,"Criticals6",52684,[4184],150,0,0,8881,""
107,"Curse1",13382,[15131],20,0,0,8881,""
108,"Curse2",43250,[17521],-40,0,0,8881,""
109,"Curse3",45691,[12248],1,0,0,8881,""
110,"Curse4",35426,[12382],20,0,0,8881,""
111,"Curse5",34663,[11662],1,0,0,8881,""
112,"Curse6",18130,"[17568,17567]",1,1,0,8881,""
113,"Dagger1",63223,[3674],100,0,0,8881,""
114,"Dagger2",33315,[2086],1,0,0,8881,""
115,"Dagger3",20515,[15509],10,0,0,8881,""
116,"Dagger4",42559,[15511],8,0,0,8881,""
117,"Dagger5",58309,[18531],50,0,0,8881,""
118,"Dagger6",44869,[10489],40,0,0,8881,""
119,"DamageOverTime1",2459,[14128],30,0,0,8881,""
120,"DamageOverTime2",1251,[15378],10,0,0,8881,""
121,"DamageOverTime3",34420,"[217,6188]",15,15,0,8881,""
122,"DamageOverTime4",11521,[15512],-10,0,0,8881,""
123,"DualWield1",14796,"[15132,2906]",1,20,0,8881,""
124,"DualWield2",6090,[15133],100,0,0,8881,""
125,"DualWield3",46493,[15134],60,0,0,8881,""
126,"DualWield4",7972,[15159],20,0,0,8881,""
127,"DualWield5",60440,[15161],15,0,0,8881,""
128,"DualWield6",33959,"[15166,15167]",20,20,0,8881,""
129,"Duration1",17852,[15169],10,0,0,8881,""
130,"Duration2",21730,[15170],-10,0,0,8881,""
131,"Duration3",24352,[6458],15,0,0,8881,""
132,"Duration4",14881,[623],20,0,0,8881,""
133,"Elemental1",48385,[15187],-18,0,0,8881,""
134,"Elemental2",4119,[22669],60,0,0,8881,""
135,"Elemental3",59343,[18017],-50,0,0,8881,""
136,"Elemental4",17942,[18018],15,0,0,8881,""
137,"Elemental5",30502,[18019],1,0,0,8881,""
138,"Elemental6",25681,[18020],3,0,0,8881,""
139,"EnergyShield1",51424,"[1773,1216]",1,30,0,8881,""
140,"EnergyShield2",30520,[18535],-10,0,0,8881,""
141,"EnergyShield3",571,[20450],50,0,0,8881,""
142,"EnergyShield4",35810,[1416],120,0,0,8881,""
143,"EnergyShield5",29586,[15381],30,0,0,8881,""
144,"EnergyShield6",31556,[18559],100,0,0,8881,""
145,"Evasion1",25487,[7809],1,0,0,8881,""
146,"Evasion2",37190,[4713],40,0,0,8881,""
147,"Evasion3",6462,[6886],10,0,0,8881,""
148,"Evasion4",61741,"[4500,5361,12233]",30,30,30,8881,""
149,"Evasion5",57074,[15541],15,0,0,8881,""
150,"Evasion6",28676,[15538],100,0,0,8881,""
151,"EvasionEnergyShield1",11541,[15379],30,0,0,8881,""
152,"EvasionEnergyShield2",46099,[15380],20,0,0,8881,""
153,"EvasionEnergyShield3",47151,"[18616,18617]",20,40,0,8881,""
154,"EvasionEnergyShield4",38423,[18619],100,0,0,8881,""
155,"EvasionEnergyShield5",4606,"[18621,18618]",1,1,0,8881,""
156,"EvasionEnergyShield6",27103,[18620],1,0,0,8881,""
157,"Fire1",24180,[15137],-5,0,0,8881,""
158,"Fire2",65020,[484],40,0,0,8881,""
159,"Fire3",37,[18468],3,0,0,8881,""
160,"Fire4",36313,"[10328,209]",12,-50,0,8881,""
161,"Fire5",55308,[18470],60,0,0,8881,""
162,"Fire6",6216,"[18471,18472]",1,100,0,8881,""
163,"Flask1",29214,"[11149,10139]",1,1,0,8881,""
164,"Flask2",59906,[10134],1,0,0,8881,""
165,"Flask3",11869,[15157],1,0,0,8881,""
166,"Flask4",40906,[3691],25,0,0,8881,""
167,"Flask5",20464,[4833],100,0,0,8881,""
168,"Flask6",10815,[13626],4,0,0,8881,""
169,"Fortify1",37925,[18028],100,0,0,8881,""
170,"Fortify2",51153,[18029],20,0,0,8881,""
171,"Fortify3",27173,[18030],-2,0,0,8881,""
172,"Fortify4",4710,[18031],4,0,0,8881,""
173,"Fortify5",28469,"[2812,15037]",100,-3,0,8881,""
174,"Fortify6",23472,[15307],-10,0,0,8881,""
175,"Impale1",43295,[18562],10,0,0,8881,""
176,"Impale2",56133,[20995],100,0,0,8881,""
177,"Impale3",29209,"[12845,12843]",40,40,0,8881,""
178,"Impale4",43308,"[13318,12844]",4,10,0,8881,""
179,"Impale5",20273,[15382],20,0,0,8881,""
180,"Impale6",36787,[18565],20,0,0,8881,""
181,"Leech1",62252,[17911],5,0,0,8881,""
182,"Leech2",2249,[17912],40,0,0,8881,""
183,"Leech3",5995,[17913],25,0,0,8881,""
184,"Leech4",53627,[17914],25,0,0,8881,""
185,"Leech5",57298,[12144],100,0,0,8881,""
186,"Leech6",52876,[17915],25,0,0,8881,""
187,"Life1",64381,[17891],10,0,0,8881,""
188,"Life2",34242,[17893],15,0,0,8881,""
189,"Life3",47642,[124],30,0,0,8881,""
190,"Life4",31822,[17894],55,0,0,8881,""
191,"Life5",21468,[17895],90,0,0,8881,""
192,"Life6",38454,[17896],15,0,0,8881,""
193,"Link1",59815,[18771],1,0,0,8881,""
194,"Link2",26985,[15364],1,0,0,8881,""
195,"Link3",18365,[18383],1,0,0,8881,""
196,"Link4",46059,[17984],1,0,0,8881,""
197,"Link5",64655,[18184],1,0,0,8881,""
198,"Link6",18435,[17985],1,0,0,8881,""
199,"Lightning1",53046,[486],40,0,0,8881,""
200,"Lightning2",64241,[18465],60,0,0,8881,""
201,"Lightning3",50993,[16703],15,0,0,8881,""
202,"Lightning4",28569,[17044],10,0,0,8881,""
203,"Lightning5",64063,[15572],1,0,0,8881,""
204,"Lightning6",20364,[18466],-1,0,0,8881,""
205,"Mace1",37132,[15141],1,0,0,8881,""
206,"Mace2",17821,[15142],20,0,0,8881,""
207,"Mace3",12139,[15158],1,0,0,8881,""
208,"Mace4",22542,[15188],12,0,0,8881,""
209,"Mace5",40991,[342],50,0,0,8881,""
210,"Mace6",16425,[2658],1,0,0,8881,""
211,"Mana1",2902,[132],300,0,0,8881,""
212,"Mana2",55886,[12240],10,0,0,8881,""
213,"Mana3",59064,[1077],10,0,0,8881,""
214,"Mana4",12119,[22854],15,0,0,8881,""
215,"Mana5",64642,[3786],10,0,0,8881,""
216,"Mana6",64875,[14924],12,0,0,8881,""
217,"Mark1",2800,[18085],1,0,0,8881,""
218,"Mark2",34031,[15385],1,0,0,8881,""
219,"Mark3",48980,[15716],10,0,0,8881,""
220,"Mark4",50841,[18086],1,0,0,8881,""
221,"Mark5",52153,[12620],100,0,0,8881,""
222,"Mark6",23152,[18088],50,0,0,8881,""
223,"Mine1",29161,[10195],2,0,0,8881,""
224,"Mine2",47823,[10196],-2,0,0,8881,""
225,"Mine3",18391,[10270],30,0,0,8881,""
226,"Mine4",21313,[20462],1,0,0,8881,18718
227,"Mine5",533,[15390],1,0,0,8881,""
228,"Mine6",6510,[15392],150,0,0,8881,""
229,"MinionDefence1",61283,[10397],8,0,0,8881,""
230,"MinionDefence2",20153,[15122],1,0,0,8881,""
231,"MinionDefence3",15574,[3172],100,0,0,8881,""
232,"MinionDefence4",58106,[4423],40,0,0,8881,""
233,"MinionDefence5",43400,"[161,15336]",30,-15,0,8881,""
234,"MinionDefence6",46636,[11624],5,0,0,8881,""
235,"MinionOffence1",47429,[20996],50,0,0,8881,""
236,"MinionOffence2",9876,[15164],8,0,0,8881,""
237,"MinionOffence3",40073,[10122],25,0,0,8881,""
238,"MinionOffence4",41544,[2724],30,0,0,8881,""
239,"MinionOffence5",11723,[13072],20,0,0,8881,""
240,"MinionOffence6",57179,[4481],20,0,0,8881,""
241,"Physical1",62782,[22666],60,0,0,8881,""
242,"Physical2",32255,[18591],10,0,0,8881,""
243,"Physical3",20173,[18590],1,0,0,8881,""
244,"Physical4",39010,[18592],50,0,0,8881,""
245,"Physical5",18859,[15393],40,0,0,8881,""
246,"Physical6",59010,[18593],6,0,0,8881,""
247,"Poison1",34563,[11625],300,0,0,8881,""
248,"Poison2",62897,[9223],20,0,0,8881,""
249,"Poison3",45300,[11268],12,0,0,8881,""
250,"Poison4",64264,[15508],1,0,0,8881,""
251,"Poison5",16264,[5302],3,0,0,8881,""
252,"Poison6",52120,[15544],20,0,0,8881,""
253,"Projectile1",16644,[7257],20,0,0,8881,""
254,"Projectile2",2198,[8037],20,0,0,8881,""
255,"Projectile3",52404,[15396],1,0,0,8881,""
256,"Projectile4",14813,[15395],1,0,0,8881,""
257,"Projectile5",1167,[15397],15,0,0,8881,""
258,"Projectile6",44240,[15398],-15,0,0,8881,""
259,"Recovery1",19002,[17901],3,0,0,8881,""
260,"Recovery2",24305,[18587],1,0,0,8881,""
261,"Recovery3",6630,[17902],10,0,0,8881,""
262,"Recovery4",36081,[17246],-50,0,0,8881,""
263,"Recovery5",16013,"[16679,17903]",1,6,0,8881,""
264,"Recovery6",45653,[126],3000,0,0,8881,""
265,"Reservation1",28638,[15268],8,0,0,8881,""
266,"Reservation2",34383,[18530],1,0,0,8881,""
267,"Reservation3",23621,[14925],20,0,0,8881,""
268,"Reservation4",56471,[846],30,0,0,8881,""
269,"Reservation5",61097,[15275],10,0,0,8881,""
270,"Reservation6",12046,[11813],50,0,0,8881,""
271,"Resistance1",19422,[4901],50,0,0,8881,""
272,"Resistance2",4319,[17966],1,0,0,8881,""
273,"Resistance3",9074,[8041],1,0,0,8881,""
274,"Resistance4",46807,"[5966,6523]",100,1,0,8881,""
275,"Resistance5",53837,[12233],100,0,0,8881,""
276,"Resistance6",31331,"[17968,17967]",1,1,0,8881,""
277,"Shield1",45263,[9359],30,0,0,8881,""
278,"Shield2",30612,[15296],1,0,0,8881,""
279,"Shield3",10059,[15297],1,0,0,8881,""
280,"Shield4",50228,[9360],20,0,0,8881,""
281,"Shield5",35302,[11575],2,0,0,8881,""
282,"Shield6",45307,[11576],1,0,0,8881,""
283,"Staff1",50863,"[15298,15299]",2,2,0,8881,""
284,"Staff2",28589,[15300],30,0,0,8881,""
285,"Staff3",47249,[15301],8,0,0,8881,""
286,"Staff4",22149,[21673],12,0,0,8881,""
287,"Staff5",9143,"[3289,5682]",100,0,0,8881,""
288,"Staff6",65233,[7070],60,0,0,8881,""
289,"Stun1",52274,"[108,342]",-100,200,0,8881,""
290,"Stun2",45652,[8188],20,0,0,8881,""
291,"Stun3",6906,[17931],50,0,0,8881,""
292,"Stun4",52557,[17932],1,0,0,8881,""
293,"Stun5",18881,[17933],25,0,0,8881,""
294,"Stun6",4842,[17934],2000,0,0,8881,""
295,"Suppression1",58447,[14964],3,0,0,8881,""
296,"Suppression2",7677,[17877],1,0,0,8881,""
297,"Suppression3",42014,"[17878,17879]",-2,1,0,8881,""
298,"Suppression4",2474,[17881],-50,0,0,8881,""
299,"Suppression5",13757,"[17882,17885]",1,8,0,8881,""
300,"Suppression6",45317,[17883],1,0,0,"",""
301,"Sword1",47595,[9981],3,0,0,8881,""
302,"Sword2",47299,[8567],20,0,0,8881,""
303,"Sword3",8018,[12974],8,0,0,8881,""
304,"Sword4",23247,[15403],1,0,0,8881,""
305,"Sword5",50922,"[2432,617]",120,-20,0,8881,""
306,"Sword6",54067,[225],50,0,0,8881,""
307,"Totem1",60050,[10714],1,0,0,8881,""
308,"Totem2",27718,[15271],30,0,0,8881,""
309,"Totem3",12747,[15269],5,0,0,8881,""
310,"Totem4",53005,[19176],100,0,0,8881,""
311,"Totem5",32279,[3096],4000,0,0,8881,""
312,"Totem6",16950,[15302],1,0,0,"",""
313,"Trap1",13257,[14285],5,0,0,8881,""
314,"Trap2",8298,[4227],8,0,0,8881,""
315,"Trap3",50265,[951],5,0,0,8881,""
316,"Trap4",20694,[313],60,0,0,8881,""
317,"Trap5",763,[4818],30,0,0,8881,""
318,"Trap6",43061,[15391],1,0,0,8881,""
319,"TwoHand1",35582,[12803],3,0,0,8881,""
320,"TwoHand2",27095,[3465],40,0,0,8881,""
321,"TwoHand3",31564,[15516],30,0,0,8881,""
322,"TwoHand4",31038,[15527],15,0,0,8881,""
323,"TwoHand5",1626,"[11761,70]",60,-10,0,8881,""
324,"TwoHand6",60246,[15545],1,0,0,8881,""
325,"Wand1",16545,[15303],10,0,0,8881,""
326,"Wand2",26785,[15282],25,0,0,8881,""
327,"Wand3",42540,[15305],1,0,0,8881,""
328,"Wand4",61352,[11810],100,0,0,8881,""
329,"Wand5",15133,"[2745,2746]",50,50,0,8881,""
330,"Wand6",63280,[15513],1,0,0,8881,""
331,"Warcry1",14206,[12503],1,0,0,8881,""
332,"Warcry2",23021,[12501],15,0,0,8881,""
333,"Warcry3",60034,[11127],1,0,0,8881,""
334,"Warcry4",12916,[12328],1,0,0,8881,""
335,"Warcry5",63994,[17963],1,0,0,8881,""
336,"Warcry6",14032,[17964],10,0,0,8881,""
337,"Banner5",38114,[20757],8,0,0,8881,""
338,"Retaliation1",1915,[20843],80,0,0,8881,""
339,"Retaliation2",37307,[21075],3000,0,0,8881,""
340,"Retaliation3",47958,[20836],20,0,0,8881,""
341,"Retaliation4",5944,[20840],10,0,0,8881,""
342,"Retaliation5",23557,[23091],100,0,0,8881,""
343,"Rage1",2498,[20853],1,0,0,8881,""
344,"Rage2",22300,[20851],1,0,0,8881,""
345,"Rage3",48718,"[7592,12214]",7,20,0,8881,""
346,"Rage4",56848,[20854],1,0,0,8881,""
347,"Rage5",10497,[20855],25,0,0,8881,""
348,"Rage6",19628,[18147],1,0,0,8881,""
349,"Tincture1",44252,[21051],6,0,0,8881,""
350,"Tincture2",17267,[21052],30,0,0,8881,""
351,"Tincture3",8875,[21048],1,0,0,8881,""
352,"Tincture4",20111,[19595],10,0,0,8881,""
353,"Tincture5",26997,[21080],12,0,0,8881,""
