"rownum","Id","BuffDefinitionsKey","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisualsKey","f32_92","bool_96","StatsKey","i32_113","i32_117","bool_121","rid_122"
27,"JuggernautPhysDamagePreventedAsLifeRegen",1081,[],0,[],[],"",0,1,[],1,0,"",""
28,"OccultistFreezeNearbyChilledEnemies",1242,[50],0,[],[],"",0,1,[],1,0,"",""
29,"OccultistNearbyEnemiesChilled",1516,[],60,[3],[1],"",0,1,[],1,0,"",""
30,"ChampionFortify",1936,[],0,[],[],"",0,1,[],15,0,"",""
31,"ChampionFortifyHardMode",1936,[],0,[],[],"",0,1,[],15,0,"",""
32,"PendulumOfDestruction",1062,[],0,[],[],"",0,1,[],1,0,"",""
33,"ChampionDamageAgainstImpaled",1246,"[6,12]",60,"[1,2,10]",[],"",0,1,[],1,0,"",""
34,"SaboteurBlind",1516,[],35,[3],[9],"",0,1,[],1,0,"",""
35,"AuguryOfPenitence",578,"[16,-8]",60,[3],[],"",0,1,[],1,0,"",""
36,"AuguryOfPenitenceHardMode",578,"[8,-8]",60,[3],[],"",0,1,[],1,0,"",""
37,"OccultistNearbyChilledEnemiesReducedHitDamage",1244,[-10],60,[3],[],"",0,1,[],1,0,"",""
38,"OccultistNearbyHinderedEnemiesReducedDotDamage",1245,[-15],60,[3],[],"",0,1,[],1,0,"",""
39,"SlayerCritMultiplier",1338,[-30],60,[3],[],"",0,1,[],1,0,"",""
40,"GuardianDamageSpeedAreaIntimidate",1356,"[20,30,100,100]",60,"[2,10]",[],"",0,1,[],1,0,"",""
41,"AfflictionNearbyEnemiesChilled",1516,[],30,[3],[1],"",0,1,[],1,0,"",""
42,"AfflictionNearbyEnemiesFireExposure",1516,[],30,[3],"[3,-10]","",0,1,[],1,0,"",""
43,"ReplenishingPresenceLifeRegenAura",1560,[60],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
44,"DeadeyeTailwind",1089,[-8],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
45,"ScionTailwind",1089,[-8],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
46,"UltimatumDealNoDamageFor2SecondEvery8Seconds",1848,[],0,[],"[8000,2000]","",0,1,[],1,0,"",""
47,"UltimatumLoseChargesEverySecond",1849,[],0,[],[1000],"",0,1,[],1,0,"",""
48,"UltimatumAltarProtection",1852,[],22,"[3,10]",[],1581,0,1,[],1,0,"",""
49,"UltimatumRecoveryDebuff2",1801,"[-90,-90,-90]",0,[],[],"",0,1,[],1,0,"",""
50,"WitherNearbyEnemiesRoyale",1241,[5000],0,[],[],"",0,1,[],1,0,"",""
51,"PlayerDebuffDealNoDamageFor4SecondEvery10Seconds",1848,[],0,[],"[10000,4000]","",0,1,[],1,0,"",""
52,"PlayerDebuffDealNoDamageFor3SecondEvery10Seconds",1848,[],0,[],"[10000,3000]","",0,1,[],1,0,"",""
53,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostLow",1831,[50],0,[],[],"",0,1,[],1,0,"",""
54,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostMid",1831,[200],0,[],[],"",0,1,[],1,0,"",""
55,"AuguryOfPenitenceRoyale",578,"[10,-5]",30,[3],[],"",0,1,[],1,0,"",""
56,"NearbyEnemiesChilledRoyale",1516,[],20,[3],[1],"",0,1,[],1,0,"",""
57,"MonsterAuraPhysicalThorns1",82,[0],36,"[1,2]",[],"",0,1,[566],1,0,"",""
58,"MonsterAuraElementalThorns1",83,[0],36,"[1,2]",[],"",0,1,[567],1,0,"",""
59,"MonsterAuraMediumDamage1",86,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
60,"MonsterAuraLargeDamage1",87,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
61,"MonsterAuraLargeDamageGauntlet",87,[40],30,"[1,2]",[],"",0,1,[],1,0,"",""
62,"MonsterAuraLargeDamageUniqueMap",87,[0],50,[2],[],"",0,1,[26],1,0,"",""
63,"MonsterAuraSpeed1",88,"[0,0,0]",50,"[1,2]",[],"",0,1,"[70,218,179]",1,0,"",""
64,"MonsterAuraSpeedGauntlet",88,"[30,30,30]",30,"[1,2]",[],"",0,1,[],1,0,"",""
65,"StrIntMissionAuraSpeed1",88,"[0,0,0]",30,[2],[],"",0,1,"[70,218,179]",1,0,"",""
66,"MonsterAuraSpeedUniqueMap1",88,"[0,0,0]",50,[2],[],"",0,1,"[70,218,179]",1,0,"",""
67,"MonsterAuraLifeRegen1",89,[0],50,"[1,2]",[],"",0,1,[453],1,0,"",""
68,"MonsterAuraResists1",90,[0],50,"[1,2]",[],"",0,1,[142],1,0,"",""
69,"MonsterAuraResistsGauntlet",90,[30],30,"[1,2]",[],"",0,1,[],1,0,"",""
70,"MonsterAuraEnergyShield1",91,[0],50,"[1,2]",[],"",0,1,[4675],1,0,"",""
71,"MonsterAuraEnergyShieldGauntlet",91,[75],30,"[1,2]",[],"",0,1,[],1,0,"",""
72,"StrIntMissionAuraEnergyShield1",91,[0],30,[2],[],"",0,1,[4675],1,0,"",""
73,"MonsterAuraAccuracyAndCrits1",93,"[0,0]",50,"[1,2]",[],"",0,1,"[84,556]",1,0,"",""
74,"MonsterImplicitAuraAccuracyAndCrits",93,"[0,0]",50,"[1,2]",[],"",0,1,"[84,556]",1,0,"",""
75,"MonsterImplicitAuraAccuracyAndCritsSextant",93,"[0,0]",140,"[1,2]",[],"",0,1,"[84,556]",1,0,"",""
76,"MonsterAuraEnemyLifeDegen1",94,[0],50,[3],[],"",0,1,[454],1,0,"",""
77,"MonsterAuraEnemyLifeDegen2_",94,[0],50,[3],[],"",0,1,[454],1,0,"",""
78,"MonsterAuraEssenceEnemyLifeDegen1",99,[0],50,[3],[],"",0,1,[454],1,0,"",""
79,"MonsterAuraEnemyLifeDegenDexMission",94,[0],50,[3],[],"",0,1,[454],1,0,"",""
80,"MonsterAuraEnemyLifeDegenCold",598,[0],10,[3],[],"",0,1,[3923],1,0,"",""
81,"MonsterAuraEnemyLifeDegenFire",597,[0],10,[3],[],"",0,1,[2578],1,0,"",""
82,"MonsterAuraEnemyLifeDegenLightning",599,[0],10,[3],[],"",0,1,[3924],1,0,"",""
83,"MonsterAuraElementalDamage1",98,[0],50,"[1,2]",[],"",0,1,[488],1,0,"",""
84,"MonsterThornsPhysical1",1008,[],0,[],[],810,0,1,[],1,0,"",""
85,"MonsterThornsElemental1",1009,[],0,[],[],811,0,1,[],1,0,"",""
86,"MonsterThornsPhysical1Large",1008,[],0,[],[],812,0,1,[],1,0,"",""
87,"MonsterThornsElemental1Large",1009,[],0,[],[],813,0,1,[],1,0,"",""
88,"StrIntMissionAuraElementalDamage1",98,[0],30,[2],[],"",0,1,[488],1,0,"",""
89,"MonsterImplicitAuraSpeed1",88,"[0,0,0]",45,"[1,2]",[],"",0,1,"[70,218,179]",1,0,"",""
90,"MonsterImplicitAuraSpeedSextant_",88,"[0,0,0]",140,"[1,2]",[],"",0,1,"[70,218,179]",1,0,"",""
91,"MonsterImplicitAuraLifeRegen1",89,[0],50,"[1,2]",[],"",0,1,[453],1,0,"",""
92,"MonsterImplicitAuraLifeRegenBossStrIntMission",89,[0],75,"[1,2]",[],"",0,1,[453],1,0,"",""
93,"MonsterImplicitAuraLifeRegenSextant",89,[0],140,"[1,2]",[],"",0,1,[453],1,0,"",""
94,"MonsterImplicitAuraLargeDamage1",87,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
95,"MonsterImplicitAuraResists1",90,[0],50,"[1,2]",[],"",0,1,[142],1,0,"",""
96,"MonsterImplicitAuraResistsSextant",90,[0],140,"[1,2]",[],"",0,1,[142],1,0,"",""
97,"MonsterImplicitAuraMediumDamage1",86,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
98,"MonsterImplicitAuraEnergyShield1",91,[0],50,"[1,2]",[],"",0,1,[4675],1,0,"",""
99,"MonsterImplicitAuraEnergyShieldBubble1",92,[0],50,"[1,2]",[],"",0,1,[4675],1,0,"",""
100,"MonsterAuraCannotDie1",134,[0],50,[2],[],"",0,1,[400],1,0,"",""
101,"MonsterAuraSlow1",135,[0],40,[3],[],"",0,1,[179],1,0,"",""
102,"MonsterAuraSlowGauntlet",135,[-50],30,[3],[],"",0,1,[],1,0,"",""
103,"StrIntMissionAuraSlow1",135,[0],30,[3],[],"",0,1,[179],1,0,"",""
104,"MonsterAuraSlowUniqueMap1",135,[0],50,[3],[],"",0,1,[179],1,0,"",""
105,"MonsterImplicitAuraSlow1",135,[0],40,[3],[],"",0,1,[179],1,0,"",""
106,"MonsterImplicitAuraSlow2",135,[0],40,[3],[],"",0,1,[179],1,0,"",""
107,"MonsterImplicitAuraCannotDie1",134,[0],50,[2],[],"",0,1,[400],1,0,"",""
108,"MonsterImplicitAuraCannotDie2",134,[0],16,[2],[],"",0,1,[400],1,0,"",""
109,"MonsterImplicitDamageReductionAura",136,[0],40,[2],[],"",0,1,[479],1,0,"",""
110,"MonsterImplicitDamageReductionAura2",136,[0],40,[2],[],"",0,1,[479],1,0,"",""
111,"MonsterImplicitHarbingerActionSpeedAura",917,[0],50,[2],[],"",0,1,[347],1,0,"",""
112,"MonsterAuraAddedColdDamage",173,[0],50,"[1,2]",[],"",0,1,[450],1,0,"",""
113,"StrIntMissionAuraAddedColdDamage",173,[0],30,[2],[],"",0,1,[450],1,0,"",""
114,"MonsterAuraUniqueMapColdDamage",173,[0],60,[2],[],"",0,1,[450],1,0,"",""
115,"MonsterAuraAddedFireDamage",174,[0],50,"[1,2]",[],"",0,1,[449],1,0,"",""
116,"MonsterAmbrosiaAuraAddedFireDamage",176,[0],50,"[1,2]",[],"",0,1,[449],1,0,"",""
117,"StrIntMissionAuraAddedFireDamage",174,[0],30,[2],[],"",0,1,[449],1,0,"",""
118,"MonsterAuraUniqueMapFireDamage",174,[0],60,[2],[],"",0,1,[449],1,0,"",""
119,"MonsterAuraAddedFireDamageSkeletonArmy",174,[0],50,"[1,2]",[],"",0,1,[449],1,0,"",""
120,"MonsterAuraAddedLightningDamage",175,[0],50,"[1,2]",[],"",0,1,[451],1,0,"",""
121,"MonsterAmarissaAuraAddedLightningDamage",177,[0],50,"[1,2]",[],"",0,1,[451],1,0,"",""
122,"StrIntMissionAuraAddedLightningDamage",175,[0],30,[2],[],"",0,1,[451],1,0,"",""
123,"MonsterAuraUniqueMapLightningDamage",175,[0],60,[2],[],"",0,1,[451],1,0,"",""
124,"MonsterAuraAlwaysCrit1",179,[0],60,"[1,2]",[],"",0,1,[349],1,0,"",""
125,"MonsterAuraAlwaysCritGauntlet",179,[1],30,"[1,2]",[],"",0,1,[],1,0,"",""
126,"StrIntMissionAuraAlwaysCrit1",179,[0],30,[2],[],"",0,1,[349],1,0,"",""
127,"MonsterAuraEvasion1",180,[0],50,"[1,2]",[],"",0,1,[119],1,0,"",""
128,"MonsterAuraUniqueMapEvasion",180,[0],60,[2],[],"",0,1,[119],1,0,"",""
129,"ChaosDegenerationAuraPlayersUniqueBodyStr3",217,[0],30,"[3,4]",[],"",0,1,[455],1,0,"",""
130,"ChaosDegenerationAuraNonPlayersUniqueBodyStr3",217,[0],30,"[3,5]",[],"",0,1,[455],1,0,"",""
131,"ChaosDegenerationAuraNonPlayersUnique__1",95,[0],30,"[3,5]",[],"",0,1,[455],1,0,"",""
132,"ChaosDegenerationAuraPlayersUnique__1",95,[0],30,"[3,4]",[],"",0,1,[455],1,0,"",""
133,"ChaosDegenerationAuraNonPlayersUnique__1Royale__",95,[0],30,"[3,5]",[],"",0,1,[455],1,0,"",""
134,"ChaosDegenerationAuraPlayersUnique__1Royale",95,[0],30,"[3,4]",[],"",0,1,[455],1,0,"",""
135,"DamageAuraUniqueHelmetDexInt2",220,[0],75,"[1,2,10]",[],"",0,1,[24],1,0,"",""
136,"DamageAuraSkeletonMonster",393,[0],60,[2],[],"",0,1,[24],1,0,"",""
137,"MonsterPhysicalThorns",82,[0],0,[],[],"",0,1,[566],1,0,"",""
138,"MonsterElementalThorns",83,[0],0,[],[],"",0,1,[567],1,0,"",""
139,"MonsterNemesisTransformed",273,"[0,0,0,0]",0,[],[],"",0,1,"[719,479,1947,179]",1,0,"",""
140,"MonsterNemesisSoulEater",276,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
141,"MonsterStrIntRelicSoulEater",276,"[0,0,0,0,0]",42,"[2,3]",[],285,0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
142,"MonsterIntMinionSoulEater",276,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
143,"MonsterDexMissionSoulEater",276,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
144,"MonsterImplicitNemesisSoulEaterDescent2",276,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
145,"MonsterImplicitNemesisSoulEaterInvasion",276,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
146,"MonsterNemesisSoulEaterSideAreaBoss",276,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
147,"MonsterNemesisSoulEaterMapAlira_",276,"[0,0,0,0,0]",150,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
148,"MonsterArchnemesisSoulEater",276,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
149,"MonsterBreachLightningSoulEater",818,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1950,1951,1952,1953,3180]",1,0,"",""
150,"MapModPlayerSoulEater",276,"[2,5,5,0,1]",70,"[2,3]",[],"",0,1,[],1,0,"",""
151,"MonsterNemesisStealthMode",279,"[0,0]",0,[],[],"",0,1,"[1975,7507]",1,0,"",""
152,"MonsterNemesisVines",1052,[],0,[],[],"",0,1,[],1,0,"",""
153,"MonsterNemesisVinesLarge",1053,[],0,[],[],"",0,1,[],1,0,"",""
154,"MonsterNemesisPhysicalProjectiles_",1045,[],0,[],[],"",0,1,[],1,0,"",""
155,"MonsterNemesisFireProjectiles",1043,[],0,[],[],"",0,1,[],1,0,"",""
156,"MonsterNemesisLightningClone",1059,[],0,[],[],"",0,1,[],1,0,"",""
157,"MonsterNemesisLightningCloneLarge",1060,[],0,[],[],"",0,1,[],1,0,"",""
158,"MonsterNemesisColdBeam",1079,[],0,[],[],"",0,1,[],1,0,"",""
159,"UndyingBreathCurseAuraUniqueStaff5",289,[0],75,[3],[],"",0,1,[1283],1,0,"",""
160,"UndyingBreathDamageAuraUniqueStaff5",290,[0],75,"[2,10]",[],"",0,1,[24],1,0,"",""
161,"UniqueSpecialCorruptionNearbyEnemiesBlinded",1516,[],30,[3],[9],"",0,1,[],1,0,"",""
162,"UniqueSpecialCorruptionNearbyEnemiesMalediction",1516,[],30,[3],[12],"",0,1,[],1,0,"",""
163,"UniqueSpecialCorruptionNearbyEnemiesCrushed",1516,[],30,[3],"[11,-15]","",0,1,[],1,0,"",""
164,"StrDexMasterSlowAura",135,[0],30,[3],[],"",0,1,[179],1,0,"",""
165,"MonsterCannotBeDamaged",346,[0],0,[],[],"",0,1,[141],1,0,"",""
166,"MonsterCannotBeDamagedUniqueMap",346,[0],0,[],[],"",0,1,[141],1,0,"",""
167,"DexMissionCorruptedBeastEffect1",351,[],0,[],[],"",0,1,[],1,0,"",""
168,"IntMissionDamageBoostAura",291,[0],50,"[2,3,10]",[],"",0,1,[24],1,0,"",""
169,"StrIntMissionManaRegenRelic",348,[0],30,[],[],"",0,1,[130],1,0,"",""
170,"MonsterAddedFireDamageAndIgnite",357,"[0,0]",0,[],[],"",0,1,"[449,613]",1,0,"",""
171,"MonsterAddedColdDamageAndFreeze",358,"[0,0]",0,[],[],"",0,1,"[450,457]",1,0,"",""
172,"MonsterAddedLightningDamageAndShock",359,"[0,0]",0,[],[],"",0,1,"[451,661]",1,0,"",""
173,"MonsterAddedPhysicalDamageAndBleed",363,"[0,0]",0,[],[],"",0,1,"[26,2408]",1,0,"",""
174,"StrDexMissionAddedFireDamage",360,[0],0,[],[],"",0,1,[449],1,0,"",""
175,"StrDexMissionAddedColdDamage",361,[0],0,[],[],"",0,1,[450],1,0,"",""
176,"StrDexMissionAddedLightningDamage",362,[0],0,[],[],"",0,1,[451],1,0,"",""
177,"MonsterBloodlinesShrouded",369,"[0,0]",0,[],[],363,0,1,"[2664,2613]",1,0,"",""
178,"TormentSpiritExperimenter",378,[0],35,[3],[],"",0,1,[479],1,0,"",""
179,"TormentSpiritCharlatanRegenerationAura",89,[0],40,"[1,2]",[],"",0,1,[453],1,0,"",""
180,"TormentSpiritCharlatanDegenerationAura",96,[0],40,[3],[],"",0,1,[2611],1,0,"",""
181,"TormentSpiritCutthroat",87,[0],45,"[1,2]",[],"",0,1,[26],1,0,"",""
182,"TormentHauntedMonsterCutthroat",387,"[0,0]",45,"[1,2]",[],"",0,1,"[26,70]",1,0,"",""
183,"TormentSpiritEmbezzler",389,"[0,0,0]",40,[3],[],"",0,1,"[1013,1014,1015]",1,0,"",""
184,"TormentSpiritSmuggler",91,[0],45,"[1,2]",[],"",0,1,[4675],1,0,"",""
185,"TormentHauntedSmuggler",91,[0],45,"[1,2]",[],"",0,1,[4675],1,0,"",""
186,"TormentSpiritShavronne",715,"[0,0]",45,"[1,2]",[],"",0,1,"[4675,1207]",1,0,"",""
187,"TormentHauntedMonsterShavronne",715,"[0,0]",45,"[1,2]",[],"",0,1,"[4675,1207]",1,0,"",""
188,"MonsterBloodlinesThorns",104,"[0,0]",0,[],[],"",0,1,"[566,567]",1,0,"",""
189,"MonsterBloodlinesThornsLargeModel",105,"[0,0]",0,[],[],"",0,1,"[566,567]",1,0,"",""
190,"MonsterBloodlinesBurningAura",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
191,"MonsterBloodlinesBurningAura2",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
192,"MonsterBloodlinesBurningAura3",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
193,"MonsterBloodlinesBurningAura4",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
194,"MonsterBloodlinesBurningAura5",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
195,"MonsterBloodlinesBurningAura6",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
196,"MonsterBloodlinesBurningAura7",376,[0],30,[3],[],"",0,1,[2578],1,0,"",""
197,"MonsterBloodlinesChillingAura",377,[0],30,[3],[],"",0,1,[8541],1,0,"",""
198,"MonsterBloodlinesShockingAura",378,[0],30,[3],[],"",0,1,[479],1,0,"",""
199,"TormentTouchedEffect",384,[],0,[],[],"",0,1,[],1,0,"",""
200,"TormentPossessedEffect",385,[],0,[],[],"",0,1,[],1,0,"",""
201,"TormentTouchedEffectFaridun",2680,[],0,[],[],"",0,1,[],1,0,"",""
202,"TormentPossessedEffectFaridun",2681,[],0,[],[],"",0,1,[],1,0,"",""
203,"NearbyAlliesHaveCullingStrikeUniqueTwoHandAxe9",414,[0],50,"[2,10]",[],"",0,1,[591],1,0,"",""
204,"NearbyAlliesHaveIncreasedItemRarityUniqueTwoHandAxe9",415,[0],50,"[2,10]",[],"",0,1,[155],1,0,"",""
205,"NearbyAlliesHaveCullingStrikeUnique__1",414,[0],30,"[2,10]",[],"",0,1,[591],1,0,"",""
206,"NearbyAlliesHaveIncreasedItemRarityUnique__1",415,[0],30,"[2,10]",[],"",0,1,[155],1,0,"",""
207,"NearbyAlliesHaveCriticalStrikeMultiplierUnique__1",1254,[0],30,"[2,10]",[],"",0,1,[95],1,0,"",""
208,"NearbyAlliesHaveFortifyUnique__1__",1468,[10],30,"[2,10]",[],"",0,1,[],1,0,"",""
209,"DoedreCurseZoneAuraVulnerability_",78,"[0,0,0,0]",52,"[3,10]",[],470,0,1,"[547,5305,20959,7369]",1,0,"",""
210,"DoedreCurseZoneAuraTemporalChains",68,"[0,0,0]",52,"[3,10]",[],469,0,1,"[3297,9257,534]",1,0,"",""
211,"DoedreCurseZoneAuraEnfeeble",75,"[0,0,0]",52,"[3,10]",[],468,0,1,"[84,650,9258]",1,0,"",""
212,"DoedreCurseZoneAuraVulnerability2",78,"[0,0,0,0]",52,"[3,10]",[],470,0,1,"[547,5305,20959,7369]",1,0,"",""
213,"DoedreCurseZoneAuraTemporalChains2",68,"[0,0,0]",52,"[3,10]",[],469,0,1,"[3297,9257,534]",1,0,"",""
214,"DoedreCurseZoneAuraEnfeeble2",75,"[0,0,0]",52,"[3,10]",[],468,0,1,"[84,650,9258]",1,0,"",""
215,"UniqueAnimateWeaponAura",472,[],1,[9],[],"",0,1,[],1,0,"",""
216,"TalismanT2SacrificalBlades",290,[0],30,"[2,10]",[],"",0,1,[24],1,0,"",""
217,"BlindAuraUnique__1",1516,[],25,[3],[9],186,0,1,[],1,0,"",""
218,"NearbyEnemiesAreHinderedUnique__1",1518,[0],35,[3],[],1258,0,1,[11639],1,0,"",""
219,"HearbyEnemiesAreHinderedHarbinger",1518,[0],50,[3],[],1258,0,1,[11639],1,0,"",""
220,"LightningDegenAuraUnique__1",471,[0],32,[3],[],"",0,1,[4152],1,0,"",""
221,"EssenceDaemonAlternatingBuffsSpeedDodge4",746,"[0,0,0,0]",0,[],[],"",0,1,"[179,218,70,7507]",1,0,"",""
222,"EssenceDaemonAlternatingBuffsSpeedDodge5",746,"[0,0,0,0]",0,[],[],"",0,1,"[179,218,70,7507]",1,0,"",""
223,"EssenceDaemonAlternatingBuffsSpeedDodge6",746,"[0,0,0,0]",0,[],[],"",0,1,"[179,218,70,7507]",1,0,"",""
224,"EssenceDaemonAlternatingBuffsSpeedDodge7",746,"[0,0,0,0]",0,[],[],"",0,1,"[179,218,70,7507]",1,0,"",""
225,"EssenceDaemonAlternatingBuffsDamage4",749,"[0,0]",0,[],[],"",0,1,"[636,479]",1,0,"",""
226,"EssenceDaemonAlternatingBuffsDamage5",749,"[0,0]",0,[],[],"",0,1,"[636,479]",1,0,"",""
227,"EssenceDaemonAlternatingBuffsDamage6",749,"[0,0]",0,[],[],"",0,1,"[636,479]",1,0,"",""
228,"EssenceDaemonAlternatingBuffsDamage7",749,"[0,0]",0,[],[],"",0,1,"[636,479]",1,0,"",""
229,"EssenceDaemonAlternatingBuffsCrit5",752,"[0,0]",0,[],[],"",0,1,"[97,349]",1,0,"",""
230,"EssenceDaemonAlternatingBuffsCrit6",752,"[0,0]",0,[],[],"",0,1,"[97,349]",1,0,"",""
231,"EssenceDaemonAlternatingBuffsCrit7_",752,"[0,0]",0,[],[],"",0,1,"[97,349]",1,0,"",""
232,"EssenceHorrorCharges1",769,[],0,[],[],"",0,1,[],1,0,"",""
233,"ElementalDamageTakenWhileStationaryEssence1",742,[0],0,[],[],"",0,1,[4897],1,0,"",""
234,"BurningGroundWhileMovingEssence1",743,[],0,[],[],"",0,1,[],1,0,"",""
235,"MonsterGainFrenzyEnduranceChargeEvery5Seconds",763,[],0,[],[],"",0,1,[],1,0,"",""
236,"RemnantOfCorruptionMonsterAura",764,"[0,0,0]",30,[3],[],"",0,1,"[179,2611,3109]",1,0,"",""
237,"VaultTreasureDaemon",786,[0],12,[12],[],"",0,1,[5102],1,0,"",""
238,"DaemonAlternatingBuffsStatueMaker",780,"[0,0,0,0]",0,[],[],"",0,1,"[24,10,479,11]",1,0,"",""
239,"VaultBossTreasurePileDamageBuff",786,[0],25,[],[],"",0,1,[5102],1,0,"",""
240,"ShaperTouched1",386,[],0,[],[],663,0,1,[],1,0,"",""
241,"ShaperHealed1",386,[],0,[],[],663,0,1,[],1,0,"",""
242,"ShaperDaemon1",386,[],0,[],[],663,0,1,[],1,0,"",""
243,"ShaperDaemon2",386,[],0,[],[],663,0,1,[],1,0,"",""
244,"ShaperDaemon3_",386,[],0,[],[],663,0,1,[],1,0,"",""
245,"ShaperDaemon4",386,[],0,[],[],663,0,1,[],1,0,"",""
246,"NearbyEnemiesAreIntimidatedUnique__1",1516,[],25,[3],[7],"",0,1,[],1,0,"",""
247,"MonsterNearbyEnemiesAreIntimidated",909,[0],25,[3],[],"",0,1,[5785],1,0,"",""
248,"NearbyAlliesMovementVelocityUnique__1",850,[0],50,"[1,2,10]",[],"",0,1,[179],1,0,"",""
249,"PowerChargeOnManaSpentUnique__1",931,[],0,[],[],"",0,1,[],1,0,"",""
250,"EnemyPhysicalDamageTakenAuraUber1_",1187,[0],60,[3],[],"",0,1,[547],1,0,"",""
