"rownum","BattlePass","RewardTier","i32_20","i32_24","bool_28","Id","RewardedMTX","i32_53","RewardDescription","RewardDescription (French)","RewardDescription (German)","RewardDescription (Japanese)","RewardDescription (Korean)","RewardDescription (Portuguese)","RewardDescription (Russian)","RewardDescription (Spanish)","RewardDescription (Thai)","RewardDescription (Traditional Chinese)","string_65","i32_73","i32_77","bool_81","RewardTitle","RewardTitle (French)","RewardTitle (German)","RewardTitle (Japanese)","RewardTitle (Korean)","RewardTitle (Portuguese)","RewardTitle (Russian)","RewardTitle (Spanish)","RewardTitle (Thai)","RewardTitle (Traditional Chinese)","rid_90","bool_106","i32_107","i32_111","i32_115","i32_119","i32_123","i32_127","i32_131","i32_135","bool_139","bool_140","bool_141"
10,1,4,0,33,"","BattlePassTwoHyrrisIre",[3593],0,"","","","","","","","","","","",377,401,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
11,1,6,0,50,"","BattlePassTwoDevouringDiadem",[3591],0,"","","","","","","","","","","",378,402,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
12,1,9,0,67,"","BattlePassTwoVoidBattery",[3595],0,"","","","","","","","","","","",379,403,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
13,1,10,0,84,"","BattlePassTwoAshesoftheStars",[3589],0,"","","","","","","","","","","",380,404,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
14,1,12,0,100,"","BattlePassTwoArakaalisFang",[3588],0,"","","","","","","","","","","",381,405,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
15,1,14,0,115,"","BattlePassTwoMageblood",[3592],0,"","","","","","","","","","","",382,406,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
16,2,0,0,0,"","BattlePassThreeDarknessEnthroned",[3658],0,"","","","","","","","","","","",375,399,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
17,2,2,0,10,"","BattlePassThreeColdIronPoint",[3662],0,"","","","","","","","","","","",376,400,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
18,2,4,0,20,"","BattlePassThreeKaruiTimelessJewel",[3665],0,"","","","","","","","","","","",377,401,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
19,2,6,0,30,"","BattlePassThreeMagnaEclipsis",[3670],0,"","","","","","","","","","","",378,402,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
20,2,8,0,40,"","BattlePassThreeEternalTimelessJewel",[3667],0,"","","","","","","","","","","",379,403,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
21,2,10,0,50,"","BattlePassThreeGravebind",[3669],0,"","","","","","","","","","","",380,404,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
22,2,12,0,60,"","BattlePassThreeVaalTimelessJewel",[3664],0,"","","","","","","","","","","",381,405,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
23,2,14,0,70,"","BattlePassThreeLegacyOfFury",[3668],0,"","","","","","","","","","","",382,406,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
24,2,16,0,80,"","BattlePassThreeTemplarTimelessJewel",[3666],0,"","","","","","","","","","","",1264,1268,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
25,2,18,0,90,"","BattlePassThreeFarrulsFur",[3659],0,"","","","","","","","","","","",1265,1269,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
26,2,20,0,100,"","BattlePassThreeMarakethTimelessJewel",[3663],0,"","","","","","","","","","","",1266,1270,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
27,2,22,0,115,"","BattlePassThreeCosprisMalice",[3661],0,"","","","","","","","","","","",1267,1271,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
28,3,0,0,0,"","BattlePassFourTheGull",[3827],0,"","","","","","","","","","","",375,399,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
29,3,1,0,10,"","MysteryPackSinAndInnocenceBox",[6720],0,"Receive a random prize with a Sin or Innocence theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique Péché et Innocence ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem 'Sin und Innocence'-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","シンまたはイノセンステーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","씬 또는 이노센스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema do Pecado e Inocência! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию Греха и Невинности! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Inocencia o Pecado! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Sin หรือ Innocence แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個善或罪主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",376,400,1,"","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
30,3,2,0,15,"","BattlePassFourShavronnesWrappings",[3828],0,"","","","","","","","","","","",377,401,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
31,3,3,0,20,"","MysteryPackPolarisBox",[6750],0,"Receive a random prize with a Polaris theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique Polaris ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Polaris-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ポラリステーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","폴라리스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Polarizado! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему Полярности! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Polaris! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต โพลาริส แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個北極星辰主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",378,402,1,"","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
32,3,4,0,30,"","BattlePassFourOlrothsResolve",[3825],0,"","","","","","","","","","","",379,403,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
33,3,5,0,40,"","MysteryPackTwilightBox",[6759],0,"Receive a random prize with a Twilight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique du Crépuscule ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Zwielicht-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","トワイライトテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","황혼 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema do Crepúsculo! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему сумерек! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Crepúsculo! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต แดนสนธยา แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個傾城暮光主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",380,404,1,"","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
34,3,6,0,45,"","BattlePassFourNebulis",[3826],0,"","","","","","","","","","","",381,405,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
35,3,8,0,60,"","BattlePassFourVentorsGamble",[3829],0,"","","","","","","","","","","",382,406,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
36,3,9,0,70,"","MysteryPackWarlordBox",[6762],0,"Receive a random prize with a Warlord theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique du Seigneur de guerre ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Kriegsfürst-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ウォーロードテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","전쟁군주 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다.","Receba um prêmio aleatório com o tema do Senhor da Guerra! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему Вождя! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Señor de la guerra! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Warlord แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個征戰軍閥主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",1264,1268,1,"","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
37,3,10,0,75,"","BattlePassFourMeldingoftheFlesh",[3824],0,"","","","","","","","","","","",1265,1269,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
38,3,12,0,90,"","BattlePassFourHateforge",[3830],0,"","","","","","","","","","","",1266,1270,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
39,3,13,0,100,"","MysteryPackHarmonyBox",[6774],0,"Receive a random prize with a Harmony theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique de l'Harmonie ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Harmonie-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ハーモニーテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","조화 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Harmonia! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему гармонии! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Armonía! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Harmony แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個萬物和諧主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",1267,1271,1,"","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
40,3,14,0,105,"","BattlePassFourStarforge",[3832],0,"","","","","","","","","","","",1276,1278,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
41,3,16,0,115,"","BattlePassFourVoidforge",[3831],0,"","","","","","","","","","","",1277,1279,"","","","","","","","","","","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
42,4,0,0,1,"","MysteryPackApocalypseBox",[6723],0,"Receive a random prize with an Apocalypse theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique de l'Apocalypse ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Apokalypse-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アポカリプステーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","종말 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema do Apocalipse! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему Апокалипсиса! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Apocalipsis! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Apocalypse แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個天啟主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",375,1294,"","Apocalypse Mystery Box","Boîte mystère Apocalypse","Apokalypse-Überraschungskiste","黙示録のミステリーボックス","종말의 미스터리 박스","Caixa Misteriosa do Apocalipse","Загадочная коробка Апокалипсиса","Caja misteriosa del Apocalipsis","กล่องปริศนา Apocalypse","天啟神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
43,4,0,1,1,"","",[],0,"Contains 3 Orbs of Horizons","Contient 3 Orbes des horizons","Enthält 3 Sphären der Horizonte","3X 地平のオーブ","지평의 오브 3개 포함","Contém 3 Orbes dos Horizontes","Содержит 3 сферы горизонтов","Contiene 3 Orbes de horizontes","ประกอบด้วย Orb of Horizons 3 ชิ้น","包含 3 顆地平石","",375,399,""," Orb of Horizons","Orbe des horizons","Sphäre der Horizonte","地平のオーブ","지평의 오브","Orbe dos Horizontes","Сфера горизонтов","Orbe de horizontes"," Orb of Horizons","地平石",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
44,4,1,0,8,"","IgneousEmperorBoots",[3975],0,"","","","","","","","","","","",376,1295,"","Igneous Emperor Boots","Bottes de l'Empereur igné","Feuerfürst-Stiefel","イグニアスエンペラーブーツ","화성의 황제 장화","Botas do Imperador Ígneo","Сапоги императора огня","Botas de Emperador ígneo","รองเท้าจักรพรรดิอัคนี","腳部外觀：火炎帝王","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
45,4,1,1,8,"","",[],0,"Contains 3 Explorer's Scouting Reports","Contient 3 Rapports de reconnaissance d'explorateur","Enthält 3 Entdecker-Kundschafterberichte","3X 探検家の偵察報告書","탐험가의 정찰 보고서 3개 포함","Contém 3 Relatórios de Patrulha Exploradora","Содержит 3 исследовательских доклада разведки","Contiene 3 Informes de exploración del investigador","ประกอบด้วย รายงานสำรวจนักสำรวจ 3 ชิ้น","包含 3 個探險家偵查報告","",376,400,"","Explorer's Scouting Report","Rapport de reconnaissance d'explorateur","Entdecker-Kundschafterbericht","探検家の偵察報告書","탐험가의 정찰 보고서","Relatório de Patrulha Exploradora","Исследовательский доклад разведки","Informe de exploración del investigador","รายงานสำรวจนักสำรวจ","探險家偵查報告",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
46,4,2,0,17,"","MysteryPackGlimmerwoodBox",[6732],0,"Receive a random prize with a Glimmerwood theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique du Boiscintillant ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Düsterwald-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","グリマーウッドテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","미광의 숲 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Madeira Cintilante! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему Мерцающего леса! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Bosque encantado! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Glimmerwood แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個微熠之森主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",377,1296,"","Glimmerwood Mystery Box","Boîte mystère de Boiscintillant","Düsterwald-Überraschungskiste","グリマーウッドミステリーボックス","미광의 숲 미스터리 박스","Caixa Misteriosa da Madeira Cintilante","Загадочная коробка Мерцающего леса","Caja misteriosa de Bosque encantado","กล่องปริศนา Glimmerwood","微熠之森神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
47,4,2,1,17,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","3x 解除のオーブ","취소의 오브 3개 포함","Contém 3 Orbes da Destruição","Содержит 3 сферы небытия","Contiene 3 Orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 顆撤銷石","",377,401,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Destruição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
48,4,3,0,27,"","IgneousEmperorGloves",[3976],0,"","","","","","","","","","","",378,1297,"","Igneous Emperor Gloves","Gants de l'Empereur igné","Feuerfürst-Handschuhe","イグニアスエンペラーグローブ","화성의 황제 장갑","Luvas do Imperador Ígneo","Перчатки императора огня","Guantes de Emperador ígneo","ถุงมือจักรพรรดิอัคนี","手部外觀：火炎帝王","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
49,4,3,1,27,"","",[],0,"Contains a Random Unique Map up to Tier 5","Contient une Carte Unique aléatoire (Palier 5 maximum)","Enthält eine zufällige einzigartige Karte bis Level 5","ティア5までのランダムなユニークマップ","최대 5등급의 무작위 고유 지도 1개 포함","Contém um Mapa Único Aleatório até o tier 5","Содержит случайную уникальную карту не выше 5 уровня","Contiene un mapa único aleatorio de hasta grado 5","ประกอบด้วย แผนที่ยูนิคแบบสุ่ม ที่มีระดับสูงสุด 5 1 ชิ้น","包含 1 張階級最高 5 的傳奇地圖","Art/2DItems/Maps/VaultPassRandomMap.dds",378,402,"","Unique Map","Carte Unique","Einzigartige Karte","ユニークマップ","고유 지도","Mapa Único","Уникальная карта","Mapa único","แผนที่ยูนิค","傳奇地圖",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
50,4,4,0,40,"","MysteryPackThaumaturgyBox",[6753],0,"Receive a random prize with a Thaumaturgy theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique de la Thaumaturgie ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Thaumaturgie-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","魔術テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","마석학 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Taumaturgia! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему Техноманта! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Taumaturgia! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Thaumaturgy แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個奇幻魔術主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",379,1298,"","Thaumaturgy Mystery Box","Boîte mystère Thaumaturgie","Thaumaturgie-Überraschungskiste","魔術のミステリーボックス","마석학 미스터리 박스","Caixa Misteriosa da Taumaturgia","Загадочная коробка Техноманта","Caja misteriosa de Taumaturgia","กล่องปริศนา Thaumaturgy","奇幻魔術神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
51,4,4,1,40,"","",[],0,"Contains 3 Random Polished Scarabs","Contient 3 Scarabées brillants aléatoires","Enthält 3 zufällige Glänzende Skarabäen","3x ランダムな光沢のあるスカラベ","무작위 광택 나는 갑충석 3개 포함","Contém 3 Escaravelhos Polidos Aleatórios","Содержит 3 случайных гладких скарабеев","Contiene 3 Escarabajos pulidos aleatorios","ประกอบด้วย สคารับขึ้นเงาแบบสุ่ม 3 ตัว","包含 3 個圓滑聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",379,403,"","Polished Scarabs","Scarabées brillants","Glänzende Skarabäen","光沢のあるスカラベ","광택 나는 갑충석","Escaravelho Polido","Гладкие скарабеи","Escarabajos pulidos","สคารับขึ้นเงา","圓滑聖甲蟲",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
52,4,5,0,57,"","IgneousEmperorBodyArmour",[3977],0,"","","","","","","","","","","",380,1299,"","Igneous Emperor Body Armour","Armure de l'Empereur igné","Feuerfürst-Körperrüstung","イグニアスエンペラーアーマー","화성의 황제 갑옷","Peitoral do Imperador Ígneo","Нательный доспех императора огня","Armadura de Emperador ígneo","เสื้อเกราะจักรพรรดิอัคนี","身體外觀：火炎帝王","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
53,4,5,1,57,"","",[],0,"Contains 3 Influenced Scouting Reports","Contient 3 Rapports de reconnaissance influencés","Enthält 3 Beeinflusste Kundschafterberichte","3x インフルエンスの偵察報告書","영향을 받은 정찰 보고서 3개 포함","Contém 3 Relatórios de Patrulha Influenciados","Содержит 3 влиятельных доклада разведки","Contiene 3 Informes de exploración influenciados","ประกอบด้วย รายงานสำรวจทรงอิทธิพล 3 ชิ้น","包含 3 個勢力偵查報告","",380,404,"","Influenced Scouting Report","Rapport de reconnaissance influencé","Beeinflusster Kundschafterbericht","インフルエンスの偵察報告書","영향을 받은 정찰 보고서","Relatório de Patrulha Influenciado","Влиятельный доклад разведки","Informe de exploración influenciado","รายงานสำรวจทรงอิทธิพล","勢力偵查報告",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
