"rownum","Id","BaseItem","UniqueCraft","bool_40","i32_41","CraftItemType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","CraftTag","bool_85"
65,"Metadata/Items/Armours/BodyArmours/BodyStrDex10",1120,"","",4,1,"","","","","","","","","","","",""
66,"Metadata/Items/Armours/BodyArmours/BodyStrDex11",1121,"","",4,1,"","","","","","","","","","","",""
67,"Metadata/Items/Armours/BodyArmours/BodyStrDex12",1122,"","",4,1,"","","","","","","","","","","",""
68,"Metadata/Items/Armours/BodyArmours/BodyStrDex13",1123,"","",4,1,"","","","","","","","","","","",""
69,"Metadata/Items/Armours/BodyArmours/BodyStrDex14",1124,"","",4,1,"","","","","","","","","","","",""
70,"Metadata/Items/Armours/BodyArmours/BodyStrDex15",1125,"","",4,1,"","","","","","","","","","","",""
71,"Metadata/Items/Armours/BodyArmours/BodyStrDex16",1126,"","",4,1,"","","","","","","","","","","",""
72,"Metadata/Items/Armours/BodyArmours/BodyStrDex17",1127,"","",4,1,"","","","","","","","","","","",""
73,"Metadata/Items/Armours/BodyArmours/BodyStrInt1",1131,"","",6,1,"","","","","","","","","","","",""
74,"Metadata/Items/Armours/BodyArmours/BodyStrInt2",1132,"","",6,1,"","","","","","","","","","","",""
75,"Metadata/Items/Armours/BodyArmours/BodyStrInt3",1133,"","",6,1,"","","","","","","","","","","",""
76,"Metadata/Items/Armours/BodyArmours/BodyStrInt4",1134,"","",6,1,"","","","","","","","","","","",""
77,"Metadata/Items/Armours/BodyArmours/BodyStrInt5",1135,"","",6,1,"","","","","","","","","","","",""
78,"Metadata/Items/Armours/BodyArmours/BodyStrInt6",1136,"","",6,1,"","","","","","","","","","","",""
79,"Metadata/Items/Armours/BodyArmours/BodyStrInt7",1137,"","",6,1,"","","","","","","","","","","",""
80,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",1138,"","",6,1,"","","","","","","","","","","",""
81,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",1139,"","",6,1,"","","","","","","","","","","",""
82,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",1140,"","",6,1,"","","","","","","","","","","",""
83,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",1141,"","",6,1,"","","","","","","","","","","",""
84,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",1142,"","",6,1,"","","","","","","","","","","",""
85,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",1143,"","",6,1,"","","","","","","","","","","",""
86,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",1144,"","",6,1,"","","","","","","","","","","",""
87,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",1145,"","",6,1,"","","","","","","","","","","",""
88,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",1146,"","",6,1,"","","","","","","","","","","",""
89,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",1147,"","",6,1,"","","","","","","","","","","",""
90,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",1151,"","",5,1,"","","","","","","","","","","",""
91,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",1152,"","",5,1,"","","","","","","","","","","",""
92,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",1153,"","",5,1,"","","","","","","","","","","",""
93,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",1154,"","",5,1,"","","","","","","","","","","",""
94,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",1155,"","",5,1,"","","","","","","","","","","",""
95,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",1156,"","",5,1,"","","","","","","","","","","",""
96,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",1157,"","",5,1,"","","","","","","","","","","",""
97,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",1158,"","",5,1,"","","","","","","","","","","",""
98,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",1159,"","",5,1,"","","","","","","","","","","",""
99,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",1160,"","",5,1,"","","","","","","","","","","",""
100,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",1161,"","",5,1,"","","","","","","","","","","",""
101,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",1162,"","",5,1,"","","","","","","","","","","",""
102,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",1163,"","",5,1,"","","","","","","","","","","",""
103,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",1164,"","",5,1,"","","","","","","","","","","",""
104,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",1165,"","",5,1,"","","","","","","","","","","",""
105,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",1166,"","",5,1,"","","","","","","","","","","",""
106,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",1167,"","",5,1,"","","","","","","","","","","",""
107,"Metadata/Items/Armours/Shields/ShieldStr1",856,"","",1,4,"","","","","","","","","","","",""
108,"Metadata/Items/Armours/Shields/ShieldStr2",857,"","",1,4,"","","","","","","","","","","",""
109,"Metadata/Items/Armours/Shields/ShieldStr3",858,"","",1,4,"","","","","","","","","","","",""
110,"Metadata/Items/Armours/Shields/ShieldStr4",859,"","",1,4,"","","","","","","","","","","",""
111,"Metadata/Items/Armours/Shields/ShieldStr5",860,"","",1,4,"","","","","","","","","","","",""
112,"Metadata/Items/Armours/Shields/ShieldStr6",861,"","",1,4,"","","","","","","","","","","",""
113,"Metadata/Items/Armours/Shields/ShieldStr7",862,"","",1,4,"","","","","","","","","","","",""
114,"Metadata/Items/Armours/Shields/ShieldStr8",863,"","",1,4,"","","","","","","","","","","",""
115,"Metadata/Items/Armours/Shields/ShieldStr9",864,"","",1,4,"","","","","","","","","","","",""
116,"Metadata/Items/Armours/Shields/ShieldStr10",865,"","",1,4,"","","","","","","","","","","",""
117,"Metadata/Items/Armours/Shields/ShieldStr11",866,"","",1,4,"","","","","","","","","","","",""
118,"Metadata/Items/Armours/Shields/ShieldStr12",867,"","",1,4,"","","","","","","","","","","",""
119,"Metadata/Items/Armours/Shields/ShieldStr13",868,"","",1,4,"","","","","","","","","","","",""
120,"Metadata/Items/Armours/Shields/ShieldStr14",869,"","",1,4,"","","","","","","","","","","",""
121,"Metadata/Items/Armours/Shields/ShieldStr15",870,"","",1,4,"","","","","","","","","","","",""
122,"Metadata/Items/Armours/Shields/ShieldStr16",871,"","",1,4,"","","","","","","","","","","",""
123,"Metadata/Items/Armours/Shields/ShieldStr17",872,"","",1,4,"","","","","","","","","","","",""
124,"Metadata/Items/Armours/Shields/ShieldDex1",876,"","",2,4,"","","","","","","","","","","",""
125,"Metadata/Items/Armours/Shields/ShieldDex2",877,"","",2,4,"","","","","","","","","","","",""
126,"Metadata/Items/Armours/Shields/ShieldDex3",878,"","",2,4,"","","","","","","","","","","",""
127,"Metadata/Items/Armours/Shields/ShieldDex4",879,"","",2,4,"","","","","","","","","","","",""
128,"Metadata/Items/Armours/Shields/ShieldDex5",880,"","",2,4,"","","","","","","","","","","",""
129,"Metadata/Items/Armours/Shields/ShieldDex6",881,"","",2,4,"","","","","","","","","","","",""
130,"Metadata/Items/Armours/Shields/ShieldDex7",882,"","",2,4,"","","","","","","","","","","",""
131,"Metadata/Items/Armours/Shields/ShieldDex8",883,"","",2,4,"","","","","","","","","","","",""
132,"Metadata/Items/Armours/Shields/ShieldDex9",884,"","",2,4,"","","","","","","","","","","",""
133,"Metadata/Items/Armours/Shields/ShieldDex10",885,"","",2,4,"","","","","","","","","","","",""
134,"Metadata/Items/Armours/Shields/ShieldDex11",886,"","",2,4,"","","","","","","","","","","",""
135,"Metadata/Items/Armours/Shields/ShieldDex12",887,"","",2,4,"","","","","","","","","","","",""
136,"Metadata/Items/Armours/Shields/ShieldDex13",888,"","",2,4,"","","","","","","","","","","",""
137,"Metadata/Items/Armours/Shields/ShieldDex14",889,"","",2,4,"","","","","","","","","","","",""
138,"Metadata/Items/Armours/Shields/ShieldDex15",890,"","",2,4,"","","","","","","","","","","",""
139,"Metadata/Items/Armours/Shields/ShieldDex16",891,"","",2,4,"","","","","","","","","","","",""
140,"Metadata/Items/Armours/Shields/ShieldInt1",895,"","",3,4,"","","","","","","","","","","",""
141,"Metadata/Items/Armours/Shields/ShieldInt2",896,"","",3,4,"","","","","","","","","","","",""
142,"Metadata/Items/Armours/Shields/ShieldInt3",897,"","",3,4,"","","","","","","","","","","",""
143,"Metadata/Items/Armours/Shields/ShieldInt4",898,"","",3,4,"","","","","","","","","","","",""
144,"Metadata/Items/Armours/Shields/ShieldInt5",899,"","",3,4,"","","","","","","","","","","",""
145,"Metadata/Items/Armours/Shields/ShieldInt6",900,"","",3,4,"","","","","","","","","","","",""
146,"Metadata/Items/Armours/Shields/ShieldInt7",901,"","",3,4,"","","","","","","","","","","",""
147,"Metadata/Items/Armours/Shields/ShieldInt8",902,"","",3,4,"","","","","","","","","","","",""
148,"Metadata/Items/Armours/Shields/ShieldInt9",903,"","",3,4,"","","","","","","","","","","",""
149,"Metadata/Items/Armours/Shields/ShieldInt10",904,"","",3,4,"","","","","","","","","","","",""
150,"Metadata/Items/Armours/Shields/ShieldInt11",905,"","",3,4,"","","","","","","","","","","",""
151,"Metadata/Items/Armours/Shields/ShieldInt12",906,"","",3,4,"","","","","","","","","","","",""
152,"Metadata/Items/Armours/Shields/ShieldInt13",907,"","",3,4,"","","","","","","","","","","",""
153,"Metadata/Items/Armours/Shields/ShieldInt14",908,"","",3,4,"","","","","","","","","","","",""
154,"Metadata/Items/Armours/Shields/ShieldInt15",909,"","",3,4,"","","","","","","","","","","",""
155,"Metadata/Items/Armours/Shields/ShieldInt16",910,"","",3,4,"","","","","","","","","","","",""
156,"Metadata/Items/Armours/Shields/ShieldStrDex1",914,"","",4,4,"","","","","","","","","","","",""
157,"Metadata/Items/Armours/Shields/ShieldStrDex2",915,"","",4,4,"","","","","","","","","","","",""
158,"Metadata/Items/Armours/Shields/ShieldStrDex3",916,"","",4,4,"","","","","","","","","","","",""
159,"Metadata/Items/Armours/Shields/ShieldStrDex4",917,"","",4,4,"","","","","","","","","","","",""
160,"Metadata/Items/Armours/Shields/ShieldStrDex5",918,"","",4,4,"","","","","","","","","","","",""
161,"Metadata/Items/Armours/Shields/ShieldStrDex6",919,"","",4,4,"","","","","","","","","","","",""
162,"Metadata/Items/Armours/Shields/ShieldStrDex7",920,"","",4,4,"","","","","","","","","","","",""
163,"Metadata/Items/Armours/Shields/ShieldStrDex8",921,"","",4,4,"","","","","","","","","","","",""
164,"Metadata/Items/Armours/Shields/ShieldStrDex9",922,"","",4,4,"","","","","","","","","","","",""
165,"Metadata/Items/Armours/Shields/ShieldStrDex10",923,"","",4,4,"","","","","","","","","","","",""
166,"Metadata/Items/Armours/Shields/ShieldStrDex11",924,"","",4,4,"","","","","","","","","","","",""
167,"Metadata/Items/Armours/Shields/ShieldStrDex12",925,"","",4,4,"","","","","","","","","","","",""
168,"Metadata/Items/Armours/Shields/ShieldStrDex13",926,"","",4,4,"","","","","","","","","","","",""
169,"Metadata/Items/Armours/Shields/ShieldStrInt1",927,"","",6,4,"","","","","","","","","","","",""
170,"Metadata/Items/Armours/Shields/ShieldStrInt2",928,"","",6,4,"","","","","","","","","","","",""
171,"Metadata/Items/Armours/Shields/ShieldStrInt3",929,"","",6,4,"","","","","","","","","","","",""
172,"Metadata/Items/Armours/Shields/ShieldStrInt4",930,"","",6,4,"","","","","","","","","","","",""
173,"Metadata/Items/Armours/Shields/ShieldStrInt5",931,"","",6,4,"","","","","","","","","","","",""
174,"Metadata/Items/Armours/Shields/ShieldStrInt6",932,"","",6,4,"","","","","","","","","","","",""
175,"Metadata/Items/Armours/Shields/ShieldStrInt7",933,"","",6,4,"","","","","","","","","","","",""
176,"Metadata/Items/Armours/Shields/ShieldStrInt8",934,"","",6,4,"","","","","","","","","","","",""
177,"Metadata/Items/Armours/Shields/ShieldStrInt9",935,"","",6,4,"","","","","","","","","","","",""
178,"Metadata/Items/Armours/Shields/ShieldStrInt10",936,"","",6,4,"","","","","","","","","","","",""
179,"Metadata/Items/Armours/Shields/ShieldStrInt11",937,"","",6,4,"","","","","","","","","","","",""
180,"Metadata/Items/Armours/Shields/ShieldStrInt12",938,"","",6,4,"","","","","","","","","","","",""
181,"Metadata/Items/Armours/Shields/ShieldStrInt13",939,"","",6,4,"","","","","","","","","","","",""
182,"Metadata/Items/Armours/Shields/ShieldDexInt1",940,"","",5,4,"","","","","","","","","","","",""
183,"Metadata/Items/Armours/Shields/ShieldDexInt2",941,"","",5,4,"","","","","","","","","","","",""
184,"Metadata/Items/Armours/Shields/ShieldDexInt3",942,"","",5,4,"","","","","","","","","","","",""
185,"Metadata/Items/Armours/Shields/ShieldDexInt4",943,"","",5,4,"","","","","","","","","","","",""
186,"Metadata/Items/Armours/Shields/ShieldDexInt5",944,"","",5,4,"","","","","","","","","","","",""
187,"Metadata/Items/Armours/Shields/ShieldDexInt6",945,"","",5,4,"","","","","","","","","","","",""
188,"Metadata/Items/Armours/Shields/ShieldDexInt7",946,"","",5,4,"","","","","","","","","","","",""
189,"Metadata/Items/Armours/Shields/ShieldDexInt8",947,"","",5,4,"","","","","","","","","","","",""
190,"Metadata/Items/Armours/Shields/ShieldDexInt9",948,"","",5,4,"","","","","","","","","","","",""
191,"Metadata/Items/Armours/Shields/ShieldDexInt10",949,"","",5,4,"","","","","","","","","","","",""
192,"Metadata/Items/Armours/Shields/ShieldDexInt11",950,"","",5,4,"","","","","","","","","","","",""
193,"Metadata/Items/Armours/Shields/ShieldDexInt12",951,"","",5,4,"","","","","","","","","","","",""
194,"Metadata/Items/Armours/Shields/ShieldDexInt13",952,"","",5,4,"","","","","","","","","","","",""
195,"Metadata/Items/Armours/Helmets/HelmetStr1",954,"","",1,0,"","","","","","","","","","","",""
196,"Metadata/Items/Armours/Helmets/HelmetStr2",955,"","",1,0,"","","","","","","","","","","",""
197,"Metadata/Items/Armours/Helmets/HelmetStr3",956,"","",1,0,"","","","","","","","","","","",""
198,"Metadata/Items/Armours/Helmets/HelmetStr4",957,"","",1,0,"","","","","","","","","","","",""
199,"Metadata/Items/Armours/Helmets/HelmetStr5",958,"","",1,0,"","","","","","","","","","","",""
200,"Metadata/Items/Armours/Helmets/HelmetStr6",959,"","",1,0,"","","","","","","","","","","",""
201,"Metadata/Items/Armours/Helmets/HelmetStr7",960,"","",1,0,"","","","","","","","","","","",""
202,"Metadata/Items/Armours/Helmets/HelmetStr8",961,"","",1,0,"","","","","","","","","","","",""
203,"Metadata/Items/Armours/Helmets/HelmetStr9",962,"","",1,0,"","","","","","","","","","","",""
204,"Metadata/Items/Armours/Helmets/HelmetStr10",963,"","",1,0,"","","","","","","","","","","",""
205,"Metadata/Items/Armours/Helmets/HelmetStr11",964,"","",1,0,"","","","","","","","","","","",""
206,"Metadata/Items/Armours/Helmets/HelmetDex1",968,"","",2,0,"","","","","","","","","","","",""
207,"Metadata/Items/Armours/Helmets/HelmetDex2",969,"","",2,0,"","","","","","","","","","","",""
208,"Metadata/Items/Armours/Helmets/HelmetDex3",970,"","",2,0,"","","","","","","","","","","",""
209,"Metadata/Items/Armours/Helmets/HelmetDex4",971,"","",2,0,"","","","","","","","","","","",""
210,"Metadata/Items/Armours/Helmets/HelmetDex5",972,"","",2,0,"","","","","","","","","","","",""
211,"Metadata/Items/Armours/Helmets/HelmetDex6",973,"","",2,0,"","","","","","","","","","","",""
212,"Metadata/Items/Armours/Helmets/HelmetDex7",974,"","",2,0,"","","","","","","","","","","",""
213,"Metadata/Items/Armours/Helmets/HelmetDex8",975,"","",2,0,"","","","","","","","","","","",""
214,"Metadata/Items/Armours/Helmets/HelmetDex9",976,"","",2,0,"","","","","","","","","","","",""
215,"Metadata/Items/Armours/Helmets/HelmetDex10",977,"","",2,0,"","","","","","","","","","","",""
216,"Metadata/Items/Armours/Helmets/HelmetInt1",981,"","",3,0,"","","","","","","","","","","",""
217,"Metadata/Items/Armours/Helmets/HelmetInt2",982,"","",3,0,"","","","","","","","","","","",""
218,"Metadata/Items/Armours/Helmets/HelmetInt3",983,"","",3,0,"","","","","","","","","","","",""
219,"Metadata/Items/Armours/Helmets/HelmetInt4",984,"","",3,0,"","","","","","","","","","","",""
220,"Metadata/Items/Armours/Helmets/HelmetInt5",985,"","",3,0,"","","","","","","","","","","",""
221,"Metadata/Items/Armours/Helmets/HelmetInt6",986,"","",3,0,"","","","","","","","","","","",""
222,"Metadata/Items/Armours/Helmets/HelmetInt7",987,"","",3,0,"","","","","","","","","","","",""
223,"Metadata/Items/Armours/Helmets/HelmetInt8",988,"","",3,0,"","","","","","","","","","","",""
224,"Metadata/Items/Armours/Helmets/HelmetInt9",989,"","",3,0,"","","","","","","","","","","",""
225,"Metadata/Items/Armours/Helmets/HelmetInt10",990,"","",3,0,"","","","","","","","","","","",""
226,"Metadata/Items/Armours/Helmets/HelmetInt11",991,"","",3,0,"","","","","","","","","","","",""
227,"Metadata/Items/Armours/Helmets/HelmetStrDex1",995,"","",4,0,"","","","","","","","","","","",""
228,"Metadata/Items/Armours/Helmets/HelmetStrDex2",996,"","",4,0,"","","","","","","","","","","",""
229,"Metadata/Items/Armours/Helmets/HelmetStrDex3",997,"","",4,0,"","","","","","","","","","","",""
230,"Metadata/Items/Armours/Helmets/HelmetStrDex4",998,"","",4,0,"","","","","","","","","","","",""
231,"Metadata/Items/Armours/Helmets/HelmetStrDex5",999,"","",4,0,"","","","","","","","","","","",""
232,"Metadata/Items/Armours/Helmets/HelmetStrDex6",1000,"","",4,0,"","","","","","","","","","","",""
233,"Metadata/Items/Armours/Helmets/HelmetStrDex7",1001,"","",4,0,"","","","","","","","","","","",""
234,"Metadata/Items/Armours/Helmets/HelmetStrDex8",1002,"","",4,0,"","","","","","","","","","","",""
235,"Metadata/Items/Armours/Helmets/HelmetStrDex9",1003,"","",4,0,"","","","","","","","","","","",""
236,"Metadata/Items/Armours/Helmets/HelmetStrDex10",1004,"","",4,0,"","","","","","","","","","","",""
237,"Metadata/Items/Armours/Helmets/HelmetStrInt1",1011,"","",6,0,"","","","","","","","","","","",""
238,"Metadata/Items/Armours/Helmets/HelmetStrInt2",1012,"","",6,0,"","","","","","","","","","","",""
239,"Metadata/Items/Armours/Helmets/HelmetStrInt3",1013,"","",6,0,"","","","","","","","","","","",""
240,"Metadata/Items/Armours/Helmets/HelmetStrInt4",1014,"","",6,0,"","","","","","","","","","","",""
241,"Metadata/Items/Armours/Helmets/HelmetStrInt5",1015,"","",6,0,"","","","","","","","","","","",""
242,"Metadata/Items/Armours/Helmets/HelmetStrInt6",1016,"","",6,0,"","","","","","","","","","","",""
243,"Metadata/Items/Armours/Helmets/HelmetStrInt7",1017,"","",6,0,"","","","","","","","","","","",""
244,"Metadata/Items/Armours/Helmets/HelmetStrInt8",1018,"","",6,0,"","","","","","","","","","","",""
245,"Metadata/Items/Armours/Helmets/HelmetStrInt9",1019,"","",6,0,"","","","","","","","","","","",""
246,"Metadata/Items/Armours/Helmets/HelmetStrInt10",1020,"","",6,0,"","","","","","","","","","","",""
247,"Metadata/Items/Armours/Helmets/HelmetDexInt1",1027,"","",5,0,"","","","","","","","","","","",""
248,"Metadata/Items/Armours/Helmets/HelmetDexInt2",1028,"","",5,0,"","","","","","","","","","","",""
249,"Metadata/Items/Armours/Helmets/HelmetDexInt3",1029,"","",5,0,"","","","","","","","","","","",""
250,"Metadata/Items/Armours/Helmets/HelmetDexInt4",1030,"","",5,0,"","","","","","","","","","","",""
251,"Metadata/Items/Armours/Helmets/HelmetDexInt5",1031,"","",5,0,"","","","","","","","","","","",""
252,"Metadata/Items/Armours/Helmets/HelmetDexInt6",1032,"","",5,0,"","","","","","","","","","","",""
253,"Metadata/Items/Armours/Helmets/HelmetDexInt7",1033,"","",5,0,"","","","","","","","","","","",""
254,"Metadata/Items/Armours/Helmets/HelmetDexInt8",1034,"","",5,0,"","","","","","","","","","","",""
255,"Metadata/Items/Armours/Helmets/HelmetDexInt9",1035,"","",5,0,"","","","","","","","","","","",""
256,"Metadata/Items/Armours/Helmets/HelmetDexInt10",1036,"","",5,0,"","","","","","","","","","","",""
257,"Metadata/Items/Armours/Helmets/HelmetDexInt11",1037,"","",5,0,"","","","","","","","","","","",""
258,"Metadata/Items/Armours/Gloves/GlovesStr1",1257,"","",1,2,"","","","","","","","","","","",""
259,"Metadata/Items/Armours/Gloves/GlovesStr2",1258,"","",1,2,"","","","","","","","","","","",""
260,"Metadata/Items/Armours/Gloves/GlovesStr3",1259,"","",1,2,"","","","","","","","","","","",""
261,"Metadata/Items/Armours/Gloves/GlovesStr4",1260,"","",1,2,"","","","","","","","","","","",""
262,"Metadata/Items/Armours/Gloves/GlovesStr5",1261,"","",1,2,"","","","","","","","","","","",""
