"rownum","rid_0","rid_16","i32_32","TextAudio","rid_52","i32_68","i32_72","i32_76","i32_80","i32_84","i32_88","i32_92","i32_96","bool_100","bool_101","bool_102"
90,2,0,8,[14903],"",1,2,0,0,0,0,0,0,"",1,1
91,2,0,9,[14995],"",0,3,0,0,0,0,0,0,"",1,1
92,2,0,10,[15116],"",0,3,0,0,0,0,0,0,"",1,""
93,2,0,11,[15231],"",0,3,0,0,0,0,0,0,"",1,""
94,2,0,12,[15357],"",0,3,0,0,0,0,0,0,"",1,""
95,2,0,13,[15496],"",0,3,0,0,0,0,0,0,"",1,""
96,2,0,14,[15620],"",0,3,0,0,0,0,0,0,"",1,""
97,2,0,15,[15743],"",0,3,0,0,0,0,0,0,"",1,""
98,2,0,16,[15850],"",0,3,0,0,0,0,0,0,"",1,""
99,2,0,17,[15978],"",0,3,0,0,0,0,0,0,"",1,""
100,2,1,0,[14913],"",2,3,0,0,0,0,0,0,"",1,1
101,2,1,1,[14914],"",3,3,0,0,0,0,0,0,"",1,1
102,2,1,2,[14915],"",0,3,1,0,0,0,0,0,"",1,1
103,2,1,3,[14916],"",0,3,2,0,0,0,0,0,"",1,1
104,2,1,4,[14917],"",0,3,0,1,0,0,0,0,"",1,1
105,2,1,5,[14918],"",0,3,0,2,0,0,0,0,"",1,1
106,2,1,6,[14919],"",0,3,0,0,1,0,0,0,"",1,1
107,2,1,7,[14920],"",0,3,0,0,2,0,0,0,"",1,1
108,2,2,0,[14921],"",0,3,0,0,0,0,0,0,"",1,1
109,2,2,1,[14922],"",0,3,0,0,0,0,0,0,"",1,1
110,2,2,2,[14923],"",0,3,0,0,0,0,0,0,"",1,1
111,2,2,3,[14924],"",0,3,0,0,0,0,0,0,"",1,1
112,2,2,4,[14925],"",0,3,0,0,0,0,0,0,"",1,1
113,2,2,5,[14926],"",0,3,0,0,0,0,0,0,"",1,1
114,2,4,0,[14927],"",0,3,0,0,0,0,0,0,"",1,1
115,2,4,1,[14928],"",0,3,0,0,0,0,0,0,"",1,1
116,2,4,2,[14929],"",0,3,0,0,0,0,0,0,"",1,1
117,2,5,0,[14930],"",0,3,0,0,0,0,0,0,"",1,1
118,2,5,1,[14931],"",0,3,0,0,0,0,0,0,"",1,1
119,2,5,2,[14932],"",0,3,0,0,0,0,0,0,"",1,1
120,2,6,0,[14933],"",0,3,0,0,0,0,0,0,"",1,1
121,2,6,1,[14934],"",0,3,0,0,0,0,0,0,"",1,1
122,2,6,2,[14935],"",0,3,0,0,0,0,0,0,"",1,1
123,2,7,0,[14936],"",0,3,0,0,0,0,0,0,"",1,1
124,2,7,1,[14937],"",0,3,0,0,0,0,0,0,"",1,1
125,2,7,2,[14938],"",0,3,0,0,0,0,0,0,"",1,1
126,2,3,0,[14939],"",0,3,0,0,0,2,0,0,"",1,1
127,2,3,1,[14940],"",0,3,0,0,0,2,0,0,"",1,1
128,2,3,2,[14941],"",0,3,0,0,0,2,0,0,"",1,1
129,2,3,3,[14942],"",0,3,0,0,0,1,0,0,"",1,1
130,8,0,0,[15216],"",2,1,0,0,0,0,0,0,"",1,1
131,8,0,1,[15217],"",2,0,0,0,0,0,0,0,"",1,1
132,8,0,2,[15218],"",2,2,0,0,0,0,0,0,"",1,1
133,8,0,3,[15219],"",3,1,0,0,0,0,0,0,"",1,1
134,8,0,4,[15220],"",3,0,0,0,0,0,0,0,"",1,1
135,8,0,5,[15221],"",3,2,0,0,0,0,0,0,"",1,1
136,8,0,6,[15222],"",1,1,0,0,0,0,0,0,"",1,1
137,8,0,7,[15223],"",1,0,0,0,0,0,0,0,"",1,1
138,8,0,8,[15224],"",1,2,0,0,0,0,0,0,"",1,1
139,8,0,9,[14912],"",0,3,0,0,0,0,0,0,"",1,1
140,8,0,10,[15003],"",0,3,0,0,0,0,0,0,"",1,""
141,8,0,11,[15118],"",0,3,0,0,0,0,0,0,"",1,""
142,8,0,12,[15363],"",0,3,0,0,0,0,0,0,"",1,""
143,8,0,13,[15502],"",0,3,0,0,0,0,0,0,"",1,""
144,8,0,14,[15623],"",0,3,0,0,0,0,0,0,"",1,""
145,8,0,15,[15745],"",0,3,0,0,0,0,0,0,"",1,""
146,8,0,16,[15856],"",0,3,0,0,0,0,0,0,"",1,""
147,8,0,17,[15981],"",0,3,0,0,0,0,0,0,"",1,""
148,8,1,0,[15234],"",2,3,0,0,0,0,0,0,"",1,1
149,8,1,1,[15236],"",3,3,0,0,0,0,0,0,"",1,1
150,8,1,2,[15238],"",0,3,1,0,0,0,0,0,"",1,1
151,8,1,3,[15240],"",0,3,2,0,0,0,0,0,"",1,1
152,8,1,4,[15242],"",0,3,0,1,0,0,0,0,"",1,1
153,8,1,5,[15244],"",0,3,0,2,0,0,0,0,"",1,1
154,8,1,6,[15246],"",0,3,0,0,1,0,0,0,"",1,1
155,8,1,7,[15248],"",0,3,0,0,2,0,0,0,"",1,1
156,8,2,0,[15250],"",0,3,0,0,0,0,0,0,"",1,1
157,8,2,1,[15251],"",0,3,0,0,0,0,0,0,"",1,1
158,8,2,2,[15252],"",0,3,0,0,0,0,0,0,"",1,1
159,8,2,3,[15253],"",0,3,0,0,0,0,0,0,"",1,1
160,8,2,4,[15254],"",0,3,0,0,0,0,0,0,"",1,1
161,8,2,5,[15255],"",0,3,0,0,0,0,0,0,"",1,1
162,8,4,0,[15256],"",0,3,0,0,0,0,0,0,"",1,1
163,8,4,1,[15257],"",0,3,0,0,0,0,0,0,"",1,1
164,8,4,2,[15258],"",0,3,0,0,0,0,0,0,"",1,1
165,8,5,0,[15262],"",0,3,0,0,0,0,0,0,"",1,1
166,8,5,1,[15263],"",0,3,0,0,0,0,0,0,"",1,1
167,8,5,2,[15264],"",0,3,0,0,0,0,0,0,"",1,1
168,8,6,0,[15268],"",0,3,0,0,0,0,0,0,"",1,1
169,8,6,1,[15269],"",0,3,0,0,0,0,0,0,"",1,1
170,8,6,2,[15270],"",0,3,0,0,0,0,0,0,"",1,1
171,8,7,0,[15274],"",0,3,0,0,0,0,0,0,"",1,1
172,8,7,1,[15275],"",0,3,0,0,0,0,0,0,"",1,1
173,8,7,2,[15276],"",0,3,0,0,0,0,0,0,"",1,1
174,8,3,0,[15280],"",0,3,0,0,0,2,0,0,"",1,1
175,8,3,1,[15281],"",0,3,0,0,0,2,0,0,"",1,1
176,8,3,2,[15280],"",0,3,0,0,0,1,0,0,"",1,1
177,8,3,3,[15281],"",0,3,0,0,0,1,0,0,"",1,1
178,4,0,0,[15964],"",2,1,0,0,0,0,0,0,"",1,1
179,4,0,1,[15965],"",2,0,0,0,0,0,0,0,"",1,1
180,4,0,2,[15966],"",2,2,0,0,0,0,0,0,"",1,1
181,4,0,3,[15967],"",3,1,0,0,0,0,0,0,"",1,1
182,4,0,4,[15968],"",3,0,0,0,0,0,0,0,"",1,1
183,4,0,5,[15969],"",3,2,0,0,0,0,0,0,"",1,1
184,4,0,6,[15970],"",1,1,0,0,0,0,0,0,"",1,1
185,4,0,7,[15971],"",1,0,0,0,0,0,0,0,"",1,1
186,4,0,8,[15972],"",1,2,0,0,0,0,0,0,"",1,1
187,4,0,9,[14908],"",0,3,0,0,0,0,0,0,"",1,1
188,4,0,10,[14999],"",0,3,0,0,0,0,0,0,"",1,""
189,4,0,11,[15114],"",0,3,0,0,0,0,0,0,"",1,""
190,4,0,12,[15229],"",0,3,0,0,0,0,0,0,"",1,""
191,4,0,13,[15359],"",0,3,0,0,0,0,0,0,"",1,""
192,4,0,14,[15498],"",0,3,0,0,0,0,0,0,"",1,""
193,4,0,15,[15618],"",0,3,0,0,0,0,0,0,"",1,""
194,4,0,16,[15741],"",0,3,0,0,0,0,0,0,"",1,""
195,4,0,17,[15852],"",0,3,0,0,0,0,0,0,"",1,""
196,4,1,0,[15982],"",2,3,0,0,0,0,0,0,"",1,1
197,4,1,1,[15983],"",3,3,0,0,0,0,0,0,"",1,1
198,4,1,2,[15984],"",0,3,1,0,0,0,0,0,"",1,1
199,4,1,3,[15985],"",0,3,2,0,0,0,0,0,"",1,1
200,4,1,4,[15986],"",0,3,0,1,0,0,0,0,"",1,1
201,4,1,5,[15987],"",0,3,0,2,0,0,0,0,"",1,1
202,4,1,6,[15988],"",0,3,0,0,1,0,0,0,"",1,1
203,4,1,7,[15989],"",0,3,0,0,2,0,0,0,"",1,1
204,4,2,0,[15990],"",0,3,0,0,0,0,0,0,"",1,1
205,4,2,1,[15991],"",0,3,0,0,0,0,0,0,"",1,1
206,4,2,2,[15992],"",0,3,0,0,0,0,0,0,"",1,1
207,4,2,3,[15993],"",0,3,0,0,0,0,0,0,"",1,1
208,4,2,4,[15994],"",0,3,0,0,0,0,0,0,"",1,1
209,4,2,5,[15995],"",0,3,0,0,0,0,0,0,"",1,1
210,4,4,0,[15996],"",0,3,0,0,0,0,0,0,"",1,1
211,4,4,1,[15997],"",0,3,0,0,0,0,0,0,"",1,1
212,4,4,2,[15998],"",0,3,0,0,0,0,0,0,"",1,1
213,4,5,0,[16002],"",0,3,0,0,0,0,0,0,"",1,1
214,4,5,1,[16003],"",0,3,0,0,0,0,0,0,"",1,1
215,4,5,2,[16004],"",0,3,0,0,0,0,0,0,"",1,1
216,4,6,0,[16008],"",0,3,0,0,0,0,0,0,"",1,1
217,4,6,1,[16009],"",0,3,0,0,0,0,0,0,"",1,1
218,4,6,2,[16010],"",0,3,0,0,0,0,0,0,"",1,1
219,4,7,0,[16014],"",0,3,0,0,0,0,0,0,"",1,1
220,4,7,1,[16015],"",0,3,0,0,0,0,0,0,"",1,1
221,4,7,2,[16016],"",0,3,0,0,0,0,0,0,"",1,1
222,4,3,0,[16019],"",0,3,0,0,0,2,0,0,"",1,1
223,4,3,1,[16020],"",0,3,0,0,0,2,0,0,"",1,1
224,4,3,2,[16021],"",0,3,0,0,0,2,0,0,"",1,1
225,4,3,3,[16022],"",0,3,0,0,0,2,0,0,"",1,1
226,4,3,4,[16023],"",0,3,0,0,0,2,0,0,"",1,1
227,4,3,5,[16024],"",0,3,0,0,0,1,0,0,"",1,1
228,4,3,6,[16025],"",0,3,0,0,0,1,0,0,"",1,1
229,4,3,7,[16026],"",0,3,0,0,0,1,0,0,"",1,1
230,4,3,8,[16027],"",0,3,0,0,0,1,0,0,"",1,1
231,10,0,0,[15347],"",2,1,0,0,0,0,0,0,"",1,1
232,10,0,1,[15348],"",2,0,0,0,0,0,0,0,"",1,1
233,10,0,2,[15349],"",2,2,0,0,0,0,0,0,"",1,1
234,10,0,3,[15350],"",3,1,0,0,0,0,0,0,"",1,1
235,10,0,4,[15351],"",3,0,0,0,0,0,0,0,"",1,1
236,10,0,5,[15352],"",3,2,0,0,0,0,0,0,"",1,1
237,10,0,6,[15353],"",1,1,0,0,0,0,0,0,"",1,1
238,10,0,7,[15354],"",1,0,0,0,0,0,0,0,"",1,1
239,10,0,8,[15355],"",1,2,0,0,0,0,0,0,"",1,1
240,10,0,9,[14906],"",0,3,0,0,0,0,0,0,"",1,1
241,10,0,10,[14997],"",0,3,0,0,0,0,0,0,"",1,""
242,10,0,11,[15112],"",0,3,0,0,0,0,0,0,"",1,""
243,10,0,12,[15227],"",0,3,0,0,0,0,0,0,"",1,""
244,10,0,13,[15504],"",0,3,0,0,0,0,0,0,"",1,""
245,10,0,14,[15616],"",0,3,0,0,0,0,0,0,"",1,""
246,10,0,15,[15739],"",0,3,0,0,0,0,0,0,"",1,""
247,10,0,16,[15858],"",0,3,0,0,0,0,0,0,"",1,""
248,10,0,17,[15975],"",0,3,0,0,0,0,0,0,"",1,""
249,10,1,0,[15365],"",2,3,0,0,0,0,0,0,"",1,1
250,10,1,1,[15367],"",3,3,0,0,0,0,0,0,"",1,1
251,10,1,2,[15369],"",0,3,1,0,0,0,0,0,"",1,1
252,10,1,3,[15371],"",0,3,2,0,0,0,0,0,"",1,1
253,10,1,4,[15373],"",0,3,0,1,0,0,0,0,"",1,1
254,10,1,5,[15375],"",0,3,0,2,0,0,0,0,"",1,1
255,10,1,6,[15377],"",0,3,0,0,1,0,0,0,"",1,1
256,10,1,7,[15379],"",0,3,0,0,2,0,0,0,"",1,1
257,10,2,0,[15381],"",0,3,0,0,0,0,0,0,"",1,1
258,10,2,1,[15382],"",0,3,0,0,0,0,0,0,"",1,1
259,10,2,2,[15383],"",0,3,0,0,0,0,0,0,"",1,1
260,10,2,3,[15384],"",0,3,0,0,0,0,0,0,"",1,1
261,10,2,4,[15385],"",0,3,0,0,0,0,0,0,"",1,1
262,10,2,5,[15386],"",0,3,0,0,0,0,0,0,"",1,1
263,10,4,0,[15389],"",0,3,0,0,0,0,0,0,"",1,1
264,10,4,1,[15390],"",0,3,0,0,0,0,0,0,"",1,1
265,10,4,2,[15391],"",0,3,0,0,0,0,0,0,"",1,1
266,10,5,0,[15395],"",0,3,0,0,0,0,0,0,"",1,1
267,10,5,1,[15396],"",0,3,0,0,0,0,0,0,"",1,1
268,10,5,2,[15397],"",0,3,0,0,0,0,0,0,"",1,1
269,10,6,0,[15401],"",0,3,0,0,0,0,0,0,"",1,1
270,10,6,1,[15402],"",0,3,0,0,0,0,0,0,"",1,1
271,10,6,2,[15403],"",0,3,0,0,0,0,0,0,"",1,1
272,10,7,0,[15407],"",0,3,0,0,0,0,0,0,"",1,1
273,10,7,1,[15408],"",0,3,0,0,0,0,0,0,"",1,1
274,10,7,2,[15409],"",0,3,0,0,0,0,0,0,"",1,1
275,10,3,0,[15415],"",0,3,0,0,0,2,0,0,"",1,1
276,10,3,1,[15416],"",0,3,0,0,0,2,0,0,"",1,1
277,10,3,2,[15413],"",0,3,0,0,0,1,0,0,"",1,1
278,10,3,3,[15414],"",0,3,0,0,0,1,0,0,"",1,1
279,1,0,0,[15841],"",2,1,0,0,0,0,0,0,"",1,1
280,1,0,1,[15842],"",2,0,0,0,0,0,0,0,"",1,1
281,1,0,2,[15843],"",2,2,0,0,0,0,0,0,"",1,1
282,1,0,3,[15844],"",3,1,0,0,0,0,0,0,"",1,1
283,1,0,4,[15845],"",3,0,0,0,0,0,0,0,"",1,1
284,1,0,5,[15846],"",3,2,0,0,0,0,0,0,"",1,1
285,1,0,6,[15847],"",1,1,0,0,0,0,0,0,"",1,1
286,1,0,7,[15848],"",1,0,0,0,0,0,0,0,"",1,1
287,1,0,8,[15849],"",1,2,0,0,0,0,0,0,"",1,1
288,1,0,9,[14907],"",0,3,0,0,0,0,0,0,"",1,1
289,1,0,10,[14998],"",0,3,0,0,0,0,0,0,"",1,""
290,1,0,11,[15113],"",0,3,0,0,0,0,0,0,"",1,""
291,1,0,12,[15228],"",0,3,0,0,0,0,0,0,"",1,""
292,1,0,13,[15356],"",0,3,0,0,0,0,0,0,"",1,""
293,1,0,14,[15500],"",0,3,0,0,0,0,0,0,"",1,""
294,1,0,15,[15617],"",0,3,0,0,0,0,0,0,"",1,""
295,1,0,16,[15740],"",0,3,0,0,0,0,0,0,"",1,""
296,1,0,17,[15976],"",0,3,0,0,0,0,0,0,"",1,""
297,1,1,0,[15859],"",2,3,0,0,0,0,0,0,"",1,1
298,1,1,1,[15860],"",3,3,0,0,0,0,0,0,"",1,1
299,1,1,2,[15861],"",0,3,1,0,0,0,0,0,"",1,1
300,1,1,3,[15862],"",0,3,2,0,0,0,0,0,"",1,1
301,1,1,4,[15863],"",0,3,0,1,0,0,0,0,"",1,1
302,1,1,5,[15864],"",0,3,0,2,0,0,0,0,"",1,1
303,1,1,6,[15865],"",0,3,0,0,1,0,0,0,"",1,1
304,1,1,7,[15866],"",0,3,0,0,2,0,0,0,"",1,1
305,1,2,0,[15867],"",0,3,0,0,0,0,0,0,"",1,1
306,1,2,1,[15868],"",0,3,0,0,0,0,0,0,"",1,1
307,1,2,2,[15869],"",0,3,0,0,0,0,0,0,"",1,1
308,1,2,3,[15870],"",0,3,0,0,0,0,0,0,"",1,1
309,1,2,4,[15871],"",0,3,0,0,0,0,0,0,"",1,1
310,1,2,5,[15872],"",0,3,0,0,0,0,0,0,"",1,1
311,1,4,0,[15873],"",0,3,0,0,0,0,0,0,"",1,1
312,1,4,1,[15874],"",0,3,0,0,0,0,0,0,"",1,1
313,1,4,2,[15875],"",0,3,0,0,0,0,0,0,"",1,1
314,1,5,0,[15879],"",0,3,0,0,0,0,0,0,"",1,1
315,1,5,1,[15880],"",0,3,0,0,0,0,0,0,"",1,1
316,1,5,2,[15881],"",0,3,0,0,0,0,0,0,"",1,1
317,1,6,0,[15885],"",0,3,0,0,0,0,0,0,"",1,1
318,1,6,1,[15886],"",0,3,0,0,0,0,0,0,"",1,1
319,1,6,2,[15887],"",0,3,0,0,0,0,0,0,"",1,1
320,1,7,0,[15891],"",0,3,0,0,0,0,0,0,"",1,1
321,1,7,1,[15892],"",0,3,0,0,0,0,0,0,"",1,1
322,1,7,2,[15893],"",0,3,0,0,0,0,0,0,"",1,1
323,1,3,0,[15897],"",0,3,0,0,0,2,0,0,"",1,1
324,1,3,1,[15898],"",0,3,0,0,0,2,0,0,"",1,1
325,1,3,3,[15899],"",0,3,0,0,0,1,0,0,"",1,1
326,5,0,0,[15101],"",2,1,0,0,0,0,0,0,"",1,1
327,5,0,1,[15102],"",2,0,0,0,0,0,0,0,"",1,1
328,5,0,2,[15103],"",2,2,0,0,0,0,0,0,"",1,1
329,5,0,3,[15104],"",3,1,0,0,0,0,0,0,"",1,1
330,5,0,4,[15105],"",3,0,0,0,0,0,0,0,"",1,1
331,5,0,5,[15106],"",3,2,0,0,0,0,0,0,"",1,1
332,5,0,6,[15107],"",1,1,0,0,0,0,0,0,"",1,1
333,5,0,7,[15108],"",1,0,0,0,0,0,0,0,"",1,1
334,5,0,8,[15109],"",1,2,0,0,0,0,0,0,"",1,1
335,5,0,9,[14910],"",0,3,0,0,0,0,0,0,"",1,1
336,5,0,10,[15001],"",0,3,0,0,0,0,0,0,"",1,""
337,5,0,11,[15232],"",0,3,0,0,0,0,0,0,"",1,""
338,5,0,12,[15360],"",0,3,0,0,0,0,0,0,"",1,""
339,5,0,13,[15499],"",0,3,0,0,0,0,0,0,"",1,""
340,5,0,14,[15621],"",0,3,0,0,0,0,0,0,"",1,""
341,5,0,15,[15744],"",0,3,0,0,0,0,0,0,"",1,""
342,5,0,16,[15853],"",0,3,0,0,0,0,0,0,"",1,""
343,5,0,17,[15979],"",0,3,0,0,0,0,0,0,"",1,""
344,5,1,0,[15119],"",2,3,0,0,0,0,0,0,"",1,1
345,5,1,1,[15120],"",3,3,0,0,0,0,0,0,"",1,1
346,5,1,2,[15121],"",0,3,1,0,0,0,0,0,"",1,1
347,5,1,3,[15122],"",0,3,2,0,0,0,0,0,"",1,1
348,5,1,4,[15123],"",0,3,0,1,0,0,0,0,"",1,1
349,5,1,5,[15124],"",0,3,0,2,0,0,0,0,"",1,1
350,5,1,6,[15125],"",0,3,0,0,1,0,0,0,"",1,1
351,5,1,7,[15126],"",0,3,0,0,2,0,0,0,"",1,1
352,5,2,0,[15127],"",0,3,0,0,0,0,0,0,"",1,1
353,5,2,1,[15128],"",0,3,0,0,0,0,0,0,"",1,1
354,5,2,2,[15129],"",0,3,0,0,0,0,0,0,"",1,1
355,5,2,3,[15130],"",0,3,0,0,0,0,0,0,"",1,1
356,5,2,4,[15131],"",0,3,0,0,0,0,0,0,"",1,1
357,5,2,5,[15132],"",0,3,0,0,0,0,0,0,"",1,1
358,5,4,0,[15133],"",0,3,0,0,0,0,0,0,"",1,1
359,5,4,1,[15134],"",0,3,0,0,0,0,0,0,"",1,1
360,5,4,2,[15135],"",0,3,0,0,0,0,0,0,"",1,1
361,5,5,0,[15139],"",0,3,0,0,0,0,0,0,"",1,1
362,5,5,1,[15140],"",0,3,0,0,0,0,0,0,"",1,1
363,5,5,2,[15141],"",0,3,0,0,0,0,0,0,"",1,1
364,5,6,0,[15145],"",0,3,0,0,0,0,0,0,"",1,1
365,5,6,1,[15146],"",0,3,0,0,0,0,0,0,"",1,1
366,5,6,2,[15147],"",0,3,0,0,0,0,0,0,"",1,1
367,5,7,0,[15151],"",0,3,0,0,0,0,0,0,"",1,1
368,5,7,1,[15152],"",0,3,0,0,0,0,0,0,"",1,1
369,5,7,2,[15153],"",0,3,0,0,0,0,0,0,"",1,1
370,5,3,0,[15157],"",0,3,0,0,0,2,0,0,"",1,1
371,5,3,1,[15158],"",0,3,0,0,0,2,0,0,"",1,1
372,5,3,3,[15161],"",0,3,0,0,0,1,0,0,"",1,1
373,7,0,0,[15728],"",2,1,0,0,0,0,0,0,"",1,1
374,7,0,1,[15729],"",2,0,0,0,0,0,0,0,"",1,1
375,7,0,2,[15730],"",2,2,0,0,0,0,0,0,"",1,1
376,7,0,3,[15731],"",3,1,0,0,0,0,0,0,"",1,1
377,7,0,4,[15732],"",3,0,0,0,0,0,0,0,"",1,1
378,7,0,5,[15733],"",3,2,0,0,0,0,0,0,"",1,1
379,7,0,6,[15734],"",1,1,0,0,0,0,0,0,"",1,1
380,7,0,7,[15735],"",1,0,0,0,0,0,0,0,"",1,1
381,7,0,8,[15736],"",1,2,0,0,0,0,0,0,"",1,1
382,7,0,9,[14911],"",0,3,0,0,0,0,0,0,"",1,1
383,7,0,10,[15002],"",0,3,0,0,0,0,0,0,"",1,""
384,7,0,11,[15117],"",0,3,0,0,0,0,0,0,"",1,""
