"rownum","Id","AOFile","PreloadGroupsKeys","EffectCategory","i32_36","HASH32"
50,"ElementalWeaknessCast","Metadata/Effects/Spells/curses_02/area/elemental_weakness_aoe.ao",[],4,300,858825092
51,"FireWeaknessCast","Metadata/Effects/Spells/curses_02/area/flammability_aoe.ao",[],4,300,1983381802
52,"ColdWeaknessCast","Metadata/Effects/Spells/curses_02/area/frostbite_aoe.ao",[],4,300,711321843
53,"LightningWeaknessCast","Metadata/Effects/Spells/curses_02/area/conductivity_aoe.ao",[],4,300,2140727851
54,"DrainEssenceCast","Metadata/Effects/Spells/curses/area/mark/mark_warlord.ao",[],4,0,3340139643
55,"PunishmentCast","Metadata/Effects/Spells/curses_02/area/punishment_aoe.ao",[],4,300,1300810275
56,"EnfeebleCast","Metadata/Effects/Spells/curses_02/area/enfeeble_aoe.ao",[],4,300,2976398163
57,"CriticalWeaknessCast","Metadata/Effects/Spells/curses/area/mark/mark_assassin.ao",[],4,0,3825410163
58,"ProjectileWeaknessCast","Metadata/Effects/Spells/curses/area/projectile_weakness.ao",[],4,0,3398763328
59,"VulnerabilityCast","Metadata/Effects/Spells/curses_02/area/vulnerability_aoe.ao",[],4,300,1102344911
60,"PacifyCast","Metadata/Effects/Spells/curses_02/area/pacify_aoe/pacify_aoe.ao",[],4,300,3087471459
61,"MinionSacrificeCast","Metadata/Effects/Spells/curses_02/area/minion_sacrifice_aoe/minion_sacrifice_aoe.ao",[],4,300,3574653966
62,"MinionSacrificeExplode","Metadata/Effects/Spells/curses/minion_sacrifice_explosion/minion_sacrifice_explosion.ao",[],4,100,3708902300
63,"PoachersMarkCast","Metadata/Effects/Spells/curses/area/mark/mark_hunter.ao",[],4,0,2543481857
64,"TeleportBallEffect","Metadata/Effects/Spells/fade/rig.ao",[],4,0,4159815743
65,"RaiseSkeletonEffect","Metadata/Effects/Spells/raise_skeleton_02/rig.ao",[],3,0,1223116327
66,"HeavyStrikeEffect","Metadata/Effects/Spells/heavy_strike_02/heavy_strike_hit.ao",[],4,0,3742766633
67,"ConversionStrikeHit","Metadata/Effects/Spells/dominating_blow/monster_hit/monster_hit.ao",[],4,0,1209439309
68,"ConversionStrikeConvert","Metadata/Effects/Spells/dominating_blow/monster_covert/monster_convert.ao",[],4,0,4146932165
69,"RainOfArrows","Metadata/Effects/Spells/rain_of_arrows/rig.ao",[],4,0,2954009993
70,"BladeFlurry","Metadata/Effects/Spells/flurry/rig.ao",[],4,0,3190303331
71,"BladeFlurryTrail","Metadata/Effects/Spells/flurry/trail/rig.ao",[],4,0,2492441873
72,"FireStormEffect","Metadata/Effects/Spells/firestorm/rig.ao",[],4,0,2963172868
73,"ImmortalCallCast","Metadata/Effects/Spells/immortal_call/rig.ao",[],4,0,1750845284
74,"DischargeFire","Metadata/Effects/Spells/discharge_03/discharge_core.ao",[],4,200,1282324092
75,"DischargeCold","Metadata/Effects/Spells/discharge_03/discharge_core_ice.ao",[],4,0,2836283182
76,"DischargeLightning","Metadata/Effects/Spells/discharge_03/discharge_core_lightning.ao",[],4,0,3492085569
77,"DischargeFireNoSound","Metadata/Effects/Spells/discharge/fire_discharge_NoSound.ao",[],4,0,2626023829
78,"DischargeColdNoSound","Metadata/Effects/Spells/discharge/ice_discharge_NoSound.ao",[],4,0,3101107120
79,"DischargeLightningNoSound","Metadata/Effects/Spells/discharge/light_discharge_NoSound.ao",[],4,0,2524329612
80,"GlacialHammerShatter","Metadata/Effects/Spells/icehammer_explosion/rig.ao",[],4,0,3834907226
81,"LightningWarpTarget","Metadata/Effects/Spells/lightning_warp_02/marker.ao",[],4,0,1211236602
82,"LightningWarpUp","Metadata/Effects/Spells/lightning_warp_02/warp_Up.ao",[],4,0,2090490654
83,"LightningWarpDown","Metadata/Effects/Spells/lightning_warp_02/warp_Down.ao",[],4,0,2921990853
84,"QuestReward","Metadata/Effects/misc/quest_hand_in/blue.ao",[],3,0,73685695
85,"ForsakenRainOfArrows","Metadata/Effects/Spells/monsters_effects/forsaken_skeleton/rain.ao",[],4,0,3942980134
86,"FireShield","Metadata/Effects/Spells/molten_armour/spinner.ao",[],4,0,301495872
87,"GemLevelUpStr","Metadata/Effects/misc/gem_levelup/red.ao",[],3,0,3605665372
88,"GemLevelUpDex","Metadata/Effects/misc/gem_levelup/green.ao",[],3,0,4016725304
89,"GemLevelUpInt","Metadata/Effects/misc/gem_levelup/blue.ao",[],3,0,2776219480
90,"PowerSiphonPlayer1","Metadata/Effects/Spells/power_siphon/absorb/player_absorb_01.ao",[],4,315,4035063454
91,"PowerSiphonPlayer2","Metadata/Effects/Spells/power_siphon/absorb/player_absorb_02.ao",[],4,315,203083463
92,"PowerSiphonPlayer3","Metadata/Effects/Spells/power_siphon/absorb/player_absorb_03.ao",[],4,315,3786366955
93,"PowerSiphonMonster","Metadata/Effects/Spells/power_siphon/onkill/main/siphon_main.ao",[],4,0,3043540918
94,"PowerSiphonMonsterSubtle","Metadata/Effects/Spells/power_siphon/onkill/subtle/siphon_sub.ao",[],4,0,2536540743
95,"PowerSiphonMonsterHit","Metadata/Effects/Spells/power_siphon/projectile/soul_hit.ao",[],4,0,1484534509
96,"IncaBossLaser","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/bluebeam.ao",[],4,0,1572373651
97,"IncaBossLaserAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/laser.ao",[],4,0,1966892374
98,"LightningSlashEffect1","Metadata/Effects/Spells/lightning_blade/lightninglong.ao",[],4,0,2001697980
99,"LightningSlashEffect2","Metadata/Effects/Spells/lightning_blade/lightninglong1.ao",[],4,0,2181758685
100,"LightningSlashStrike","Metadata/Effects/Spells/lightning_strike_02/strike.ao",[],4,0,1844141954
101,"LightningSlashStrikeLite","Metadata/Effects/Spells/lightning_strike_02/lite/strike.ao",[],4,0,122980523
102,"FireShieldCast","Metadata/Effects/Spells/molten_armour/moltsheild_cast.ao",[],4,0,1205789722
103,"LightningArrowMainHit","Metadata/Effects/Spells/lightning_arrows/explode.ao",[],4,0,1243146284
104,"LightningArrowHit","Metadata/Effects/Spells/soul_siphon/rig.ao",[],4,0,1682495318
105,"LightningArrow","Metadata/Effects/Spells/lightning_arrows/rig.ao",[],4,0,1420959379
106,"LightningArrowBloodMTXExplode","Metadata/Effects/Spells/blood_arrow/explode.ao",[],4,0,3782646972
107,"LightningArrowBloodMTXBeam","Metadata/Effects/Spells/blood_arrow/small_beams.ao",[],4,0,528368734
108,"RighteousFireOrb","Metadata/Effects/Spells/ri_fire/firebuff.ao",[],4,0,946749918
109,"RighteousFireRing","Metadata/Effects/Spells/ri_fire/rifire.ao",[],4,400,80442054
110,"RaiseSkeletonBigEffect","Metadata/Effects/Spells/raise_skeleton_large/raiseskelington.ao",[],4,0,1279108040
111,"BurningArrow","Metadata/Effects/Spells/firearrow/rig.ao",[],4,0,2805091325
112,"KiwiUnsummon","Metadata/Effects/Microtransactions/pets/summon/unsummon.ao",[],3,0,3448509365
113,"GroundFireTrapExplode","Metadata/Effects/Spells/traps/fireground_trap/rig.ao",[],4,0,3411680486
114,"GroundCausticTrapExplode","Metadata/Effects/Spells/monsters_effects/act3/pyro/trap_explode_poison.ao",[],4,0,2105229602
115,"GroundIceTrapExplode","Metadata/Effects/Spells/traps/cold_trap/rig.ao",[],4,0,1706042182
116,"IceTrapEffect","Metadata/Effects/Spells/traps/ice_trap/rig.ao",[],4,0,1900185277
117,"BearTrapEffect","Metadata/Effects/Spells/bear_trap/bear_trap.ao",[],4,0,2922221036
118,"ConvertTrapEffect","Metadata/Effects/Spells/traps/gas_trap/gastrap.ao",[],4,0,507684914
119,"TotemEarthquakeSpell","Metadata/Effects/Spells/totems/spells/earthshock.ao",[],4,0,3431411778
120,"NecromancerReviveCast","Metadata/Effects/Spells/monsters_effects/necro_cast/rig.ao",[],4,0,848653540
121,"ShadowProjectileHitGround","Metadata/Effects/Spells/ninja_shotgun/ninjashotgunground.ao",[],4,0,766854003
122,"GroundFireOnDeathEffect","Metadata/Effects/Spells/monsters_effects/hell_lion_death/rig.ao",[],3,0,2508691499
123,"PietyPortalRunes","Metadata/Effects/Environment/piety_portal/circle.ao",[],4,0,3915687406
124,"PietyPortal","Metadata/Effects/Environment/piety_portal/close.ao",[],4,0,1679203443
125,"BlindOrb","Metadata/Effects/Spells/curses/blinded.ao",[],3,0,279204848
126,"IncaRock1","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_01.ao",[],4,0,3061807369
127,"IncaRock2","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_02.ao",[],4,0,2126790828
128,"IncaRock3","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_03.ao",[],4,0,670027782
129,"IncaRock4","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_04.ao",[],4,0,910051078
130,"IncaTeleportEnd","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/teleportup.ao",[],4,0,3796455237
131,"IncaTeleportEndAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/teleportup.ao",[],4,0,1202770722
132,"IceShotArrow","Metadata/Effects/Spells/icearrow/rig.ao",[],4,0,3872205745
133,"IceShotHit","Metadata/Effects/Spells/icearrow_02/cone.ao",[],4,0,1641020163
134,"IceShotHitVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone.ao",[],4,0,1946952582
135,"IceShotWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv1.ao",[],4,0,1844125829
136,"IceShotVeryWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv2.ao",[],4,0,3081890899
137,"IceShotSurgeVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/surge_ice.ao",[],4,0,222950819
138,"IceShotMuzzleFlashVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/ice_flash.ao",[],4,0,3802568772
139,"IceShield","Metadata/Effects/Spells/frozen_barrier/rig.ao",[],4,0,3732489377
140,"IceShieldDemon","Metadata/Effects/Spells/monsters_effects/act3/demon_icesheild/icefeet.ao",[],4,0,3113379995
141,"ArcticBreathExplosion","Metadata/Effects/Spells/arcticbreath/explosion.ao",[],4,120,1962339864
142,"Arc","Metadata/Effects/Spells/arc/rig.ao",[],4,0,1950446294
143,"ArcHitSoundEffect","Metadata/Effects/impact_sounds/ArcImpact.ao",[],4,0,2766041521
144,"BrutusHook","Metadata/Effects/Spells/monsters_effects/act1/brute/chain.ao",[],4,0,562065829
145,"BrutusHookBlood","Metadata/Effects/Spells/monsters_effects/brute_hook/player_hit.ao",[],4,0,3147300128
146,"BrutusHookBleeding","Metadata/Effects/Spells/monsters_effects/brute_hook/playerdrag.ao",[],4,0,3460256607
147,"ConsumeCorpseEffect","Metadata/Effects/Spells/totems/spells/devouringtotem.ao",[],4,0,4248414984
148,"FireballExplosion","Metadata/Effects/Spells/fireball/explode_new2.ao",[],4,200,1432603515
149,"FireballExplosionLarge","Metadata/Effects/Spells/fireball/explode_largeaoe.ao",[],4,210,3976965583
150,"DragonFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/dragon_fireball/mid.ao",[],4,175,3018614547
151,"StygianFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/stygian/aoe.ao",[],4,175,4166640912
152,"GoatmanMoltenShell","Metadata/Effects/Spells/molten_armour/small/spinners.ao",[],4,0,2561438344
153,"ConsumeCorpseRoots","Metadata/Effects/Spells/totems/spells/devouringtotem_roots.ao",[],4,0,4216585687
154,"FlaskCurseImmune","Metadata/Effects/misc/flask_effects/curse_immune/curse_immune.ao",[],3,0,4267864713
155,"UndyingFreezingPulseLeaves","Metadata/Effects/Spells/monsters_effects/act3/undying_freezing_pulse/particles.ao",[],4,0,769176655
156,"BallLightningBeam","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_ball/lightningball_beam.ao",[],4,0,63351852
157,"BallLightningGroundBeam","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_ball/lightningball_beamsmall.ao",[],4,0,2319711711
158,"InsectJuicyExplode","Metadata/Effects/Spells/monsters_effects/act3/insect_explode_particles/insect_exploderparticles.ao",[],4,90,2213986830
159,"InsectPartsExplode","Metadata/Effects/Spells/monsters_effects/insect_minion_explode/insect_exploder.ao",[],4,0,748806800
160,"CleaveSoundEffect","Metadata/Effects/impact_sounds/cleave_impact.ao",[],4,0,4044631766
161,"DoubleStrikeSoundEffect","Metadata/Effects/impact_sounds/DoubleStrike_impact.ao",[],4,0,2299952367
162,"DualStrikeSoundEffect","Metadata/Effects/impact_sounds/DualStrike_impact.ao",[],4,0,820300523
163,"FlickerStrikeSoundEffect","Metadata/Effects/impact_sounds/FlickerStrike_impact.ao",[],4,0,2268337567
164,"ShieldChargeSoundEffect","Metadata/Effects/impact_sounds/ShieldChargeImpact.ao",[],4,0,19351813
165,"SweepSoundEffect","Metadata/Effects/impact_sounds/sweep_impact.ao",[],4,0,849179768
166,"WhirlingBladesSoundEffect","Metadata/Effects/impact_sounds/WhirlingBladesImpact.ao",[],4,0,783009536
167,"WhirlingBladesSoundEffectMossMonster","Metadata/Effects/impact_sounds/WhirlingBladesImpact_STONE.ao",[],4,0,2984571549
168,"GuardianArc","Metadata/Effects/Spells/monsters_effects/act3/cloth_lightning_head/arc.ao",[],4,0,976604421
169,"PietyArc","Metadata/Effects/Spells/monsters_effects/act3/piety/arc/arc_piety.ao",[],4,0,4089646932
170,"BallistaFirestorm","Metadata/Effects/Microtransactions/Spells/firestorm/ballista_ball/ballistaball.ao",[],4,0,3507190635
171,"ColdSnapHand","Metadata/Effects/Microtransactions/Spells/coldsnap/demon_hand_coldsnap/demonhand_coldsnap_hand.ao",[],4,0,4265295889
172,"ColdSnapHandBurst","Metadata/Effects/Microtransactions/Spells/coldsnap/demon_hand_coldsnap/demonhand_coldsnap.ao",[],4,100,1421475427
173,"PietyLightningStorm","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_strike/lightningslashpiety.ao",[],4,0,4260014685
174,"LightningStrikeAlternate","Metadata/Effects/Spells/lightning_strike/LightningStrikeHit.ao",[],4,0,128674319
175,"LightningArrowBeam","Metadata/Effects/Spells/lightning_arrows/small_beams.ao",[],4,0,4176152636
176,"CycloneEffect","Metadata/Effects/Spells/whirlwind/whirlwind.ao",[],4,0,706094753
177,"FlamethrowerPulse","Metadata/Effects/Spells/flaming_wrath/flamethrower_powerup.ao",[],4,0,1846426640
178,"CycloneHandsSoundEffect","Metadata/Effects/Spells/whirlwind/whirlwind_soundhands_rig.ao",[],4,0,190928160
179,"FlamethrowerBluePulse","Metadata/Effects/Microtransactions/Spells/incinerate/blue/powerup/flamethrower_powerup.ao",[],4,0,2858301097
180,"CycloneEnd","Metadata/Effects/Spells/whirlwind/whirlwind_end.ao",[],4,0,4246449319
181,"CycloneWhite","Metadata/Effects/Microtransactions/Spells/whirlwind/white/whirlwindwhite.ao",[],4,0,21598391
182,"CycloneWhiteEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/white/whirlwindwhite_end.ao",[],4,0,4191195744
183,"CycloneBlue","Metadata/Effects/Microtransactions/Spells/whirlwind/blue/whirlwindblue.ao",[],4,0,2002934349
184,"CycloneBlueEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/blue/whirlwindblue_end.ao",[],4,0,2795095281
185,"CycloneImpactSound","Metadata/Effects/impact_sounds/WhirlwindImpact.ao",[],4,0,2123049782
186,"CycloneSaw","Metadata/Effects/Microtransactions/Spells/whirlwind/sawblade/whirlwind_sawblade.ao",[],4,0,3057727334
187,"CycloneSawEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/sawblade/whirlwindend.ao",[],4,0,1557942983
188,"CycloneSawSound","Metadata/Effects/impact_sounds/WhirlwindImpact_BladeMTX.ao",[],4,0,3932383146
189,"CycloneSawHandsSound","Metadata/Effects/Spells/whirlwind/whirlwind_soundhands_rig_BladeMTX.ao",[],4,0,678655161
190,"CloudIceShield","Metadata/Effects/Microtransactions/Spells/ice_sheilds/cloud/cloud.ao",[],4,0,2528472411
191,"SearingBondBeam","Metadata/Effects/Spells/totems/spells/searingbond.ao",[],4,0,699520906
192,"SearingBondStartSound","Metadata/Effects/Spells/totems/spells/sear_start.ao",[],4,0,1566124846
193,"SearingBondStopSound","Metadata/Effects/Spells/totems/spells/sear_end.ao",[],4,0,2332610184
194,"SearingBondLoopSound","Metadata/Effects/Spells/totems/spells/sear_loop.ao",[],4,0,498117749
195,"SearingBondGreenBeam","Metadata/Effects/Microtransactions/Spells/totem/spell/searing_bond/green/searingbond_corrupt.ao",[],4,0,280671932
196,"SearingBondGreenLoopSound","Metadata/Effects/Microtransactions/Spells/totem/spell/searing_bond/green/sear_loop.ao",[],4,0,760019017
197,"ChillingBondBeam","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/icebeam.ao",[],4,0,652197857
198,"ChillingBondStartSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_start.ao",[],4,0,3152411296
199,"ChillingBondStopSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_end.ao",[],4,0,2366529272
200,"ChillingBondLoopSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_loop.ao",[],4,0,3946051361
201,"RaisedSkeleton","Metadata/Monsters/Skeletons/Skeleton/SkeletonRaised.ao",[],4,0,2540253864
202,"DemonHandCleave","Metadata/Effects/Microtransactions/Spells/cleave/demon_hand_cleave/cleaveclaw.ao",[],4,0,3336359673
203,"BloodSlamFenceSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/fencespike.ao",[],4,0,1112098382
204,"BloodSlamGrinder","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/grinder.ao",[],4,0,2826637535
205,"BloodSlamSawSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/sawspike.ao",[],4,0,1071194579
206,"BloodSlamSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/spike.ao",[],4,0,2753239139
207,"ExtraGoreRedBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_01.ao",[],3,0,752444146
208,"ExtraGoreRedBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_02.ao",[],3,0,3165516060
209,"ExtraGoreRedBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_03.ao",[],3,0,72001588
210,"ExtraGoreRedBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_04.ao",[],3,0,2798005906
211,"ExtraGoreRedBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_05.ao",[],3,0,123072758
212,"ExtraGoreRedBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_06.ao",[],3,0,31880260
213,"ExtraGoreZombieBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_01.ao",[],3,0,1264414492
214,"ExtraGoreZombieBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_02.ao",[],3,0,1612175783
215,"ExtraGoreZombieBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_03.ao",[],3,0,1799196302
216,"ExtraGoreZombieBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_04.ao",[],3,0,3981210779
217,"ExtraGoreZombieBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_05.ao",[],3,0,2491821756
218,"ExtraGoreZombieBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_06.ao",[],3,0,653247722
219,"ExtraGoreSpiderBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_01.ao",[],3,0,1649048730
220,"ExtraGoreSpiderBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_02.ao",[],3,0,3686356144
221,"ExtraGoreSpiderBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_03.ao",[],3,0,298282658
222,"ExtraGoreSpiderBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_04.ao",[],3,0,3219785198
223,"ExtraGoreSpiderBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_05.ao",[],3,0,2859060427
224,"ExtraGoreSpiderBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_06.ao",[],3,0,4183499224
225,"MapBossFirestorm","Metadata/Effects/Spells/firestorm_mapboss/rig.ao",[],4,0,324444793
226,"TempestShieldStart","Metadata/Effects/Spells/electrical_repulse/Start.ao",[],4,0,2746819483
227,"ManaInfusedStaffStart","Metadata/Effects/Spells/mana_infused_staff/start_sound.ao",[],4,0,4119327209
228,"ManaInfusedStaffWave","Metadata/Effects/Spells/mana_infused_staff/arcane_moving_cone.ao",[],4,925,3132857624
229,"ManaInfusedStaffSurge","Metadata/Effects/Spells/mana_infused_staff/surge.ao",[],4,0,685999221
230,"TemporalChainsCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/purple.ao",[],4,350,1450555587
231,"ElementalWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/blue.ao",[],4,350,3733366028
232,"FireWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/orange.ao",[],4,350,1199627518
233,"ColdWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/white.ao",[],4,0,443658065
234,"LightningWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/blue.ao",[],4,350,4120792874
235,"DrainEssenceCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/mint.ao",[],4,0,309589390
236,"PunishmentCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/yellow.ao",[],4,350,1105095748
237,"EnfeebleCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/green.ao",[],4,350,1401737300
238,"CriticalWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/white.ao",[],4,0,848425318
