"rownum","StoredItem","IsInGame","IsEnabled"
443,5084,1,1
444,5085,1,1
445,5243,1,1
446,5244,1,1
447,5245,1,1
448,5310,1,1
449,5311,1,1
450,5312,1,1
451,5313,1,1
452,5314,1,1
453,5246,1,1
454,5357,1,1
455,5358,1,1
456,5359,1,1
457,5360,1,1
458,5361,1,1
459,5404,1,1
460,5405,1,1
461,5406,1,1
462,5407,1,1
463,5408,1,1
464,5409,1,1
465,5410,1,1
466,5411,1,1
467,5441,1,1
468,5442,1,1
469,5443,1,1
