"rownum","Id","Animation","i32_24","i32_28","Stats"
65,"absolution_blast",[5643],1,0,""
66,"absolution_blast",[5645],1,1,""
67,"absolution_blast_convert",[5683],3,0,""
68,"absolution_blast_convert",[5683],3,1,""
69,"absolution_blast_shockwave",[5644],3,0,14438
70,"absolution_blast_shockwave",[5646],3,1,14438
71,"absolution_blast_lite",[5787],1,0,""
72,"absolution_blast_lite",[5645],1,1,""
73,"absolution_blast_ascended_refesh",[5648],3,0,""
74,"absolution_blast_ascended_refesh",[5648],3,1,""
75,"absolution_blast",[8094],1,2,""
76,"absolution_blast",[8094],1,3,""
77,"absolution_blast_convert",[8096],3,2,""
78,"absolution_blast_convert",[8096],3,3,""
79,"absolution_blast_shockwave",[8095],3,2,14438
80,"absolution_blast_shockwave",[8095],3,3,14438
81,"absolution_blast_lite",[8097],1,2,""
82,"absolution_blast_lite",[8097],1,3,""
83,"absolution_blast_ascended_refesh",[8098],3,2,""
84,"absolution_blast_ascended_refesh",[8098],3,3,""
85,"soulfeast_primary_explode",[5629],1,0,""
86,"soulfeast_wall_explode",[5732],1,0,""
87,"soulfeast_primary_explode",[6501],1,1,""
88,"soulfeast_wall_explode",[6502],1,1,""
89,"mana_void",[5630],3,0,""
90,"mana_void_rect_1",[5631],3,0,""
91,"mana_void_rect_2",[5632],3,0,""
92,"mana_void_rect_3",[5633],3,0,""
93,"mana_void_rect_4",[5634],3,0,""
94,"mana_void_lite",[5780],3,0,""
95,"mana_void_rect_1_lite",[5781],3,0,""
96,"mana_void_rect_2_lite",[5782],3,0,""
97,"mana_void_rect_3_lite",[5783],3,0,""
98,"mana_void_rect_4_lite",[5784],3,0,""
99,"mana_void_unleash",[5785],3,0,""
100,"storm_rain_arrow",[5625],1,0,""
101,"storm_rain_impact",[5622],1,0,""
102,"storm_rain_muzzle_flash",[5641],1,0,""
103,"igniting_flask_flask",[5698],1,0,""
104,"igniting_flask_explode_base",[5679],1,0,""
105,"igniting_flask_explode_base_wall",[5696],1,0,""
106,"igniting_flask_explode_fire",[5680],1,0,14511
107,"igniting_flask_explode_cold",[5681],1,0,14535
108,"igniting_flask_explode_cold_wall",[5697],1,0,14535
109,"igniting_flask_explode_lightning",[5682],1,0,14533
110,"igniting_flask_explode_base_lite",[5752],1,0,""
111,"igniting_flask_explode_base_wall_lite",[5756],1,0,""
112,"igniting_flask_explode_fire_lite",[5753],1,0,14511
113,"igniting_flask_explode_cold_lite",[5754],1,0,14535
114,"igniting_flask_explode_cold_wall_lite",[5757],1,0,14535
115,"igniting_flask_explode_lightning_lite",[5755],1,0,14533
116,"infernal_blow_explode_big",[2185],3,0,""
117,"infernal_blow_explode_small",[2186],3,0,""
118,"infernal_blow_explode_big",[5662],3,1,""
119,"infernal_blow_explode_small",[5663],3,1,""
120,"smoke_mine_poof",[255],3,0,""
121,"smoke_mine_poof",[5665],3,1,""
122,"chain_strike_beam",[3044],3,0,""
123,"chain_strike_area",[3046],1,0,""
124,"chain_strike_area",[5667],1,1,""
125,"chain_strike_area",[3046],1,2,""
126,"chain_strike_area",[5667],1,3,""
127,"chain_strike_kickup",[3048],1,0,""
128,"chain_strike_kickup",[5669],1,1,""
129,"chain_strike_kickup",[3048],1,2,""
130,"chain_strike_kickup",[5669],1,3,""
131,"chain_strike_cone",[3047],1,0,""
132,"chain_strike_cone",[5668],1,1,""
133,"chain_strike_cone",[3047],1,2,""
134,"chain_strike_cone",[5668],1,3,""
135,"chain_strike_circle_area",[3374],1,0,""
136,"chain_strike_circle_area",[5670],1,1,""
137,"chain_strike_circle_area",[3374],1,2,""
138,"chain_strike_circle_area",[5670],1,3,""
139,"arcane_cloak_block",[3146],1,0,""
140,"arcane_cloak_block",[3146],1,1,""
141,"orb_of_storms_cloud",[680],1,0,""
142,"orb_of_storms_cloud",[1641],1,1,""
143,"orb_of_storms_cloud",[5674],1,2,""
144,"orb_of_storms_charged_cloud",[696],1,0,""
145,"orb_of_storms_charged_cloud",[1642],1,1,""
146,"orb_of_storms_charged_cloud",[5672],1,2,""
147,"orb_of_storms_range_indicator",[736],1,0,""
148,"orb_of_storms_range_indicator",[1644],1,1,""
149,"orb_of_storms_range_indicator",[5675],1,2,""
150,"orb_of_storms_teleport",[7975],1,0,""
151,"orb_of_storms_teleport",[7977],1,1,""
152,"orb_of_storms_teleport",[7976],1,2,""
153,"dual_strike_impact_main",[3509],1,0,""
154,"dual_strike_impact_main",[5685],1,2,""
155,"dual_strike_impact_secondary",[3547],1,0,""
156,"dual_strike_impact_secondary",[5686],1,2,""
157,"dual_strike_audio",[162],1,0,""
158,"dual_strike_audio",[5684],1,2,""
159,"dual_strike_surge",[5687],1,2,""
160,"weapon_trap_spinner",[5691],1,0,""
161,"weapon_trap_start",[5692],1,0,""
162,"weapon_trap_end",[5693],1,0,""
163,"weapon_trap_trap",[5740],1,0,""
164,"shield_waves",[5689],1,0,""
165,"shield_waves",[5690],1,1,""
166,"shield_waves_swipe",[5694],1,0,""
167,"shield_waves_swipe",[5695],1,1,""
168,"void_burst",[5590],1,0,""
169,"void_burst_corpse_explosion",[5794],3,0,""
170,"void_burst_buildup",[5715],1,0,""
171,"bladefall",[669],1,0,""
172,"bladefall",[856],1,1,""
173,"bladefall",[1507],1,2,""
174,"bladefall",[670],1,5,""
175,"bladefall",[4040],1,6,""
176,"bladefall",[5719],1,7,""
177,"bladefall_ground_blade",[3999],3,0,21649
178,"bladefall_ground_blade",[3992],3,1,21649
179,"bladefall_ground_blade",[3991],3,2,21649
180,"bladefall_ground_blade","[3993,3994,3995,3996]",3,5,21649
181,"bladefall_ground_blade",[4042],3,6,21649
182,"bladefall_ground_blade",[5720],3,7,21649
183,"bladefall_lite",[4032],1,0,""
184,"bladefall_lite",[4036],1,1,""
185,"bladefall_lite",[4035],1,2,""
186,"bladefall_lite",[3059],1,3,""
187,"bladefall_lite",[3060],1,4,""
188,"bladefall_lite",[4033],1,5,""
189,"bladefall_lite",[4041],1,6,""
190,"bladefall_lite",[5721],1,7,""
191,"bladefall_ground_blade_audio",[7780],3,0,21649
192,"bladefall_ground_blade_audio",[7775],3,1,21649
193,"bladefall_ground_blade_audio",[7774],3,2,21649
194,"bladefall_ground_blade_audio","[7776,7777,7778,7779]",3,5,21649
195,"bladefall_ground_blade_audio",[7781],3,6,21649
196,"bladefall_ground_blade_audio",[7782],3,7,21649
197,"blade_blast",[3842],3,0,""
198,"blade_blast",[4027],3,1,""
199,"blade_blast",[4037],3,2,""
200,"blade_blast",[5722],3,3,""
201,"blade_blast_wide",[3982],3,0,""
202,"blade_blast_wide",[4028],3,1,""
203,"blade_blast_wide",[4038],3,2,""
204,"blade_blast_wide",[5723],3,3,""
205,"rage_slash",[5591],3,0,""
206,"rage_slash",[6793],3,1,""
207,"rage_slash_sweep",[5731],1,0,""
208,"rage_slash_sweep",[6794],1,1,""
209,"shock_nova_circle",[3350],1,0,""
210,"shock_nova_circle",[1004],1,1,""
211,"shock_nova_circle",[3250],1,2,""
212,"shock_nova_circle",[3512],1,3,""
213,"shock_nova_circle",[5728],1,4,""
214,"shock_nova_circle",[5744],1,5,""
215,"shock_nova_circle",[8090],1,6,""
216,"shock_nova_donut",[3351],1,0,""
217,"shock_nova_donut",[1003],1,1,""
218,"shock_nova_donut",[5716],1,2,""
219,"shock_nova_donut",[3513],1,3,""
220,"shock_nova_donut",[5729],1,4,""
221,"shock_nova_donut",[5745],1,5,""
222,"shock_nova_donut",[8091],1,6,""
223,"boneshatter_shockwave",[5717],3,0,""
224,"boneshatter_shockwave",[6660],3,1,""
225,"cold_snap_impact",[2177],1,0,""
226,"cold_snap_impact",[172],1,1,""
227,"cold_snap_impact",[2271],1,2,""
228,"cold_snap_impact",[2271],1,3,""
229,"cold_snap_impact",[5746],1,4,""
230,"cold_snap_impact",[6978],1,5,""
231,"cold_snap_impact",[7044],1,6,""
232,"cold_snap_secondary_impact",[171],1,1,""
233,"cold_snap_ground_effect",[2178],1,0,""
234,"cold_snap_ground_effect",[2178],1,1,""
235,"cold_snap_ground_effect",[2272],1,2,""
236,"cold_snap_ground_effect",[2427],1,3,""
237,"cold_snap_ground_effect",[5747],1,4,""
238,"cold_snap_ground_effect",[6979],1,5,""
239,"cold_snap_ground_effect",[7045],1,6,""
240,"vaal_cold_snap_ground_effect",[2223],1,0,""
241,"vaal_cold_snap_ground_effect",[2223],1,1,""
242,"vaal_cold_snap_ground_effect",[2273],1,2,""
243,"vaal_cold_snap_ground_effect",[2273],1,3,""
244,"vaal_cold_snap_ground_effect",[5749],1,4,""
245,"vaal_cold_snap_ground_effect",[6981],1,5,""
246,"vaal_cold_snap_ground_effect",[7047],1,6,""
247,"blood_rage",[11],1,0,""
248,"blood_rage",[5750],1,1,""
249,"ambush_end",[5743],3,0,""
250,"lightning_strike_slash",[100],1,0,""
251,"lightning_strike_slash",[100],1,1,""
252,"lightning_strike_slash",[5762],1,2,""
253,"lightning_strike_slash",[6363],1,3,""
254,"lightning_strike_slash",[6780],1,4,""
255,"lightning_strike_slash",[7119],1,5,""
256,"lightning_strike_projectile_ground","[98,99]",1,0,""
257,"lightning_strike_projectile_ground",[174],1,1,""
258,"lightning_strike_projectile_ground",[174],1,2,""
259,"lightning_strike_projectile_ground",[174],1,3,""
260,"lightning_strike_projectile_ground",[174],1,4,""
261,"lightning_strike_projectile_ground",[174],1,5,""
262,"lightning_strike_vaal_orb",[2061],1,0,""
263,"lightning_strike_vaal_orb",[2061],1,1,""
264,"lightning_strike_vaal_orb",[5763],1,2,""
265,"lightning_strike_vaal_orb",[6364],1,3,""
266,"lightning_strike_vaal_orb",[6781],1,4,""
267,"lightning_strike_vaal_orb",[7120],1,5,""
268,"lightning_strike_slash_lite",[101],1,0,""
269,"lightning_strike_slash_lite",[101],1,1,""
270,"lightning_strike_slash_lite",[5762],1,2,""
271,"lightning_strike_slash_lite",[6363],1,3,""
272,"lightning_strike_slash_lite",[6780],1,4,""
273,"lightning_strike_slash_lite",[7119],1,5,""
274,"vortex_explode",[960],1,0,""
275,"vortex_explode",[959],1,1,""
276,"vortex_explode",[5764],1,5,""
277,"vortex_explode",[7041],1,6,""
278,"burning_arrow_attached_arrow",[3629],1,0,""
279,"burning_arrow_vaal_explode",[74],1,0,""
280,"burning_arrow_attached_arrow",[5773],1,1,""
281,"burning_arrow_vaal_explode",[5774],1,1,""
282,"dash_start",[3327],1,1,""
283,"dash_start",[5819],1,5,""
284,"dash_start",[6369],1,6,""
285,"dash_player_start",[6370],1,6,""
286,"dash_player_end",[6371],1,6,""
287,"dash_audio_start",[3103],1,0,""
288,"dash_audio_end",[3105],1,0,""
289,"dash_audio_afterimage",[3104],1,0,""
290,"dash_audio_start",[3103],1,1,""
291,"dash_audio_end",[3105],1,1,""
292,"dash_audio_afterimage",[3104],1,1,""
293,"dash_audio_start",[3103],1,2,""
294,"dash_audio_end",[3105],1,2,""
295,"dash_audio_afterimage",[3104],1,2,""
296,"dash_audio_start",[3103],1,3,""
297,"dash_audio_end",[3105],1,3,""
298,"dash_audio_afterimage",[3104],1,3,""
299,"dash_audio_start",[3103],1,4,""
300,"dash_audio_end",[3105],1,4,""
301,"dash_audio_afterimage",[3104],1,4,""
302,"dash_audio_start",[5851],1,5,""
303,"dash_audio_end",[5853],1,5,""
304,"dash_audio_afterimage",[5852],1,5,""
305,"dash_audio_start",[3103],1,6,""
306,"dash_audio_end",[3105],1,6,""
307,"cyclone_spin",[2998],1,0,""
308,"cyclone_spin",[181],1,1,""
309,"cyclone_spin",[183],1,2,""
310,"cyclone_spin",[186],1,3,""
311,"cyclone_spin",[3379],1,4,""
312,"cyclone_spin",[3438],1,5,""
313,"cyclone_spin",[1566],1,8,""
314,"cyclone_spin",[2482],1,9,""
315,"cyclone_spin",[4081],1,10,""
316,"cyclone_spin",[5073],1,11,""
317,"cyclone_spin",[5348],1,12,""
318,"cyclone_spin",[5349],1,13,""
319,"cyclone_spin",[5560],1,14,""
320,"cyclone_spin",[5776],1,15,""
321,"cyclone_spin",[5839],1,16,""
322,"cyclone_spin",[5864],1,17,""
323,"cyclone_spin",[6289],1,18,""
324,"cyclone_spin",[7007],1,19,""
325,"cyclone_spin_scaled",[2996],1,0,""
326,"cyclone_spin_scaled",[3186],1,1,""
327,"cyclone_spin_scaled",[3187],1,2,""
328,"cyclone_spin_scaled",[3188],1,3,""
329,"cyclone_spin_scaled",[3380],1,4,""
330,"cyclone_spin_scaled",[3439],1,5,""
331,"cyclone_spin_scaled",[3185],1,8,""
332,"cyclone_spin_scaled",[3189],1,9,""
333,"cyclone_spin_scaled",[4082],1,10,""
334,"cyclone_spin_scaled",[5777],1,15,""
335,"cyclone_spin_scaled",[5840],1,16,""
336,"cyclone_spin_scaled",[5865],1,17,""
337,"cyclone_spin_scaled",[6290],1,18,""
338,"cyclone_impact_sound_override",[188],1,3,""
339,"cyclone_impact_ao",[3382],1,4,""
340,"cyclone_impact_ao",[3441],1,5,""
341,"cyclone_impact_ao",[4084],1,10,""
342,"cyclone_impact_ao",[5779],1,15,""
343,"cyclone_impact_ao",[3382],1,6,""
344,"cyclone_impact_ao",[6292],1,18,""
345,"cyclone_spin_end",[182],1,1,""
346,"cyclone_spin_end",[184],1,2,""
347,"cyclone_spin_end",[187],1,3,""
348,"cyclone_spin_end",[1567],1,8,""
349,"cyclone_spin_end",[2483],1,9,""
350,"cyclone_spin_end",[5843],1,16,""
351,"cyclone_vaal_pull",[3370],1,0,""
352,"cyclone_vaal_pull",[3370],1,1,""
353,"cyclone_vaal_pull",[3370],1,2,""
354,"cyclone_vaal_pull",[3370],1,3,""
355,"cyclone_vaal_pull",[3381],1,4,""
356,"cyclone_vaal_pull",[3440],1,5,""
357,"cyclone_vaal_pull",[3370],1,6,""
358,"cyclone_vaal_pull",[3370],1,7,""
359,"cyclone_vaal_pull",[3370],1,8,""
360,"cyclone_vaal_pull",[3370],1,9,""
361,"cyclone_vaal_pull",[4083],1,10,""
362,"cyclone_vaal_pull",[3370],1,11,""
363,"cyclone_vaal_pull",[3370],1,12,""
364,"cyclone_vaal_pull",[3370],1,13,""
365,"cyclone_vaal_pull",[3370],1,14,""
366,"cyclone_vaal_pull",[5788],1,15,""
367,"cyclone_vaal_pull",[6291],1,18,""
368,"herald_of_ash_impact",[417],3,0,""
369,"herald_of_ash_impact",[756],3,1,""
370,"herald_of_ash_impact",[994],3,2,""
371,"herald_of_ash_impact",[1251],3,3,""
372,"herald_of_ash_impact",[1254],3,4,""
373,"herald_of_ash_impact",[1571],3,5,""
374,"herald_of_ash_impact",[1940],3,6,""
375,"herald_of_ash_impact",[1944],3,7,""
376,"herald_of_ash_impact",[2192],3,8,""
377,"herald_of_ash_impact",[2203],3,9,""
378,"herald_of_ash_impact",[2241],3,10,""
379,"herald_of_ash_impact",[2274],3,11,""
380,"herald_of_ash_impact",[2297],3,12,""
381,"herald_of_ash_impact",[2991],3,13,""
382,"herald_of_ash_impact",[3085],3,14,""
383,"herald_of_ash_impact",[3559],3,15,""
384,"herald_of_ash_impact",[3983],3,16,""
385,"herald_of_ash_impact",[4050],3,17,""
386,"herald_of_ash_impact","[4122,4123,4124]",3,18,""
387,"herald_of_ash_impact",[4607],3,19,""
388,"herald_of_ash_impact","[5106,5107,5108,5109,5110]",3,20,""
389,"herald_of_ash_impact",[8004],3,21,""
390,"herald_of_thunder_strike",[460],3,0,""
391,"herald_of_thunder_strike",[322],3,1,""
392,"herald_of_thunder_strike",[996],3,2,""
393,"herald_of_thunder_strike",[1253],3,3,""
394,"herald_of_thunder_strike",[1256],3,4,""
395,"herald_of_thunder_strike",[1573],3,5,""
396,"herald_of_thunder_strike",[1942],3,6,""
397,"herald_of_thunder_strike",[1946],3,7,""
398,"herald_of_thunder_strike",[2194],3,8,""
399,"herald_of_thunder_strike",[2205],3,9,""
400,"herald_of_thunder_strike",[2243],3,10,""
401,"herald_of_thunder_strike",[2276],3,11,""
402,"herald_of_thunder_strike",[2302],3,12,""
403,"herald_of_thunder_strike",[2993],3,13,""
404,"herald_of_thunder_strike",[3089],3,14,""
405,"herald_of_thunder_strike",[3561],3,15,""
406,"herald_of_thunder_strike",[3985],3,16,""
407,"herald_of_thunder_strike",[4052],3,17,""
408,"herald_of_thunder_strike",[4126],3,18,""
409,"herald_of_thunder_strike",[4609],3,19,""
410,"herald_of_thunder_strike",[5116],3,20,""
411,"herald_of_thunder_strike",[8035],3,21,""
412,"herald_of_thunder_strike",[8037],3,22,""
413,"herald_of_ice_impact",[418],3,0,""
414,"herald_of_ice_impact",[418],3,1,""
415,"herald_of_ice_impact",[995],3,2,""
416,"herald_of_ice_impact",[1252],3,3,""
417,"herald_of_ice_impact",[1255],3,4,""
418,"herald_of_ice_impact",[1572],3,5,""
419,"herald_of_ice_impact",[1941],3,6,""
420,"herald_of_ice_impact",[1945],3,7,""
421,"herald_of_ice_impact",[2193],3,8,""
422,"herald_of_ice_impact",[2204],3,9,""
423,"herald_of_ice_impact",[2242],3,10,""
424,"herald_of_ice_impact",[2275],3,11,""
425,"herald_of_ice_impact","[2298,2299,2300,2301]",3,12,""
426,"herald_of_ice_impact",[2992],3,13,""
427,"herald_of_ice_impact","[3086,3087,3088]",3,14,""
428,"herald_of_ice_impact","[3560,3606,3607,3608]",3,15,""
429,"herald_of_ice_impact",[3984],3,16,""
430,"herald_of_ice_impact",[4051],3,17,""
431,"herald_of_ice_impact",[4125],3,18,""
432,"herald_of_ice_impact",[4608],3,19,""
433,"herald_of_ice_impact","[5111,5112,5113,5114]",3,20,""
434,"herald_of_purity_summon",[2498],3,10,""
435,"herald_of_purity_summon",[2444],3,11,""
436,"herald_of_purity_summon",[2464],3,12,""
437,"herald_of_purity_summon",[3001],3,13,""
438,"herald_of_purity_summon",[3090],3,14,""
439,"herald_of_purity_summon",[3562],3,15,""
440,"herald_of_purity_summon",[3986],3,16,""
441,"herald_of_purity_summon",[4046],3,17,""
442,"herald_of_purity_summon",[4119],3,18,""
443,"herald_of_purity_summon",[4604],3,19,""
444,"herald_of_purity_summon",[5103],3,20,""
445,"herald_of_purity_death",[2445],3,11,""
446,"herald_of_purity_death",[3002],3,13,""
447,"herald_of_purity_death",[3090],3,14,""
448,"herald_of_purity_death",[3562],3,15,""
449,"herald_of_purity_death",[3986],3,16,""
450,"herald_of_purity_death",[4046],3,17,""
451,"herald_of_purity_death",[4119],3,18,""
452,"herald_of_purity_death",[4604],3,19,""
453,"herald_of_purity_death",[5103],3,20,""
454,"herald_of_purity_summon",[8006],3,21,""
455,"herald_of_purity_death",[8007],3,21,""
456,"herald_of_the_breach_impact",[1257],3,0,""
457,"herald_of_the_breach_start_aura",[1259],3,0,""
458,"cyclone_impact_sound",[185],1,15,""
459,"cyclone_impact_ao",[5841],1,16,""
460,"cyclone_vaal_pull",[5842],1,16,""
461,"cyclone_impact_ao",[5866],1,17,""
462,"cyclone_vaal_pull",[5867],1,17,""
463,"eye_of_winter_end",[5737],1,0,""
464,"eye_of_winter_end",[5844],1,1,""
465,"eye_of_winter_end",[6972],1,2,""
466,"eye_of_winter_impact",[5738],1,0,""
467,"eye_of_winter_impact",[5845],1,1,""
468,"eye_of_winter_impact",[6973],1,2,""
469,"spectral_helix_throw",[5676],1,0,""
470,"spectral_helix_throw",[5847],1,1,""
471,"spectral_helix_impact",[5677],1,0,""
472,"spectral_helix_impact",[5848],1,1,""
473,"spectral_helix_bounce",[5678],1,0,""
474,"spectral_helix_bounce",[5849],1,1,""
475,"earthquake_impact",[700],1,0,""
476,"earthquake_impact",[708],1,1,""
477,"earthquake_impact",[950],1,2,""
478,"earthquake_impact",[950],1,3,""
479,"earthquake_impact",[1140],1,4,""
480,"earthquake_impact",[1538],1,5,""
481,"earthquake_impact",[1546],1,6,""
482,"earthquake_impact",[700],1,7,""
483,"earthquake_impact",[2087],1,9,""
484,"earthquake_impact",[2108],1,10,""
485,"earthquake_impact",[700],1,12,""
486,"earthquake_impact",[6425],1,13,""
487,"earthquake_crack",[699],1,0,""
488,"earthquake_crack",[707],1,1,""
489,"earthquake_crack",[949],1,2,""
490,"earthquake_crack",[949],1,3,""
491,"earthquake_crack",[1141],1,4,""
492,"earthquake_crack",[1537],1,5,""
493,"earthquake_crack",[1545],1,6,""
494,"earthquake_crack",[699],1,7,""
495,"earthquake_crack",[1445],1,8,""
496,"earthquake_crack",[2086],1,9,""
497,"earthquake_crack",[2107],1,10,""
498,"earthquake_crack",[2139],1,11,""
499,"earthquake_crack",[4390],1,12,""
500,"earthquake_crack",[6426],1,13,""
501,"earthquake_impact_shockwave",[701],1,0,""
502,"earthquake_impact_shockwave",[709],1,1,""
503,"earthquake_impact_shockwave",[951],1,2,""
504,"earthquake_impact_shockwave",[951],1,3,""
505,"earthquake_impact_shockwave",[1142],1,4,""
506,"earthquake_impact_shockwave",[1539],1,5,""
507,"earthquake_impact_shockwave",[1547],1,6,""
508,"earthquake_impact_shockwave",[701],1,7,""
509,"earthquake_impact_shockwave","[1446,1452,1453,1454]",1,8,""
510,"earthquake_impact_shockwave",[2088],1,9,""
511,"earthquake_impact_shockwave",[2109],1,10,""
512,"earthquake_impact_shockwave",[2140],1,11,""
513,"earthquake_impact_shockwave",[701],1,12,""
514,"earthquake_impact_shockwave",[6427],1,13,""
515,"earthquake_timed_explosion",[702],1,0,""
516,"earthquake_timed_explosion",[702],1,1,""
517,"earthquake_timed_explosion",[952],1,2,""
518,"earthquake_timed_explosion",[952],1,3,""
519,"earthquake_timed_explosion",[1143],1,4,""
520,"earthquake_timed_explosion",[1540],1,5,""
521,"earthquake_timed_explosion",[1548],1,6,""
522,"earthquake_timed_explosion",[702],1,7,""
523,"earthquake_timed_explosion","[1446,1452,1453,1454]",1,8,""
524,"earthquake_timed_explosion",[2089],1,9,""
525,"earthquake_timed_explosion",[2110],1,10,""
526,"earthquake_timed_explosion",[2138],1,11,""
527,"earthquake_timed_explosion",[4391],1,12,""
528,"earthquake_timed_explosion",[6428],1,13,""
529,"earthquake_spikes","[703,704,705,706]",1,0,""
530,"earthquake_spikes","[711,712,713,714]",1,1,""
531,"earthquake_spikes","[953,954,955,956]",1,2,""
532,"earthquake_spikes","[953,954,955,956]",1,3,""
533,"earthquake_spikes","[1144,1145,1146,1147]",1,4,""
534,"earthquake_spikes","[1541,1542,1543,1544]",1,5,""
535,"earthquake_spikes","[1549,1550,1551,1552]",1,6,""
536,"earthquake_spikes","[703,704,705,706]",1,7,""
537,"earthquake_spikes","[2090,2091,2092,2093]",1,9,""
538,"earthquake_spikes","[2111,2112,2113,2114]",1,10,""
539,"earthquake_spikes",[4392],1,12,""
540,"earthquake_spikes","[6429,6430,6431,6432]",1,13,""
541,"earthquake_impact_ancestral",[700],1,0,12066
542,"earthquake_impact_ancestral",[950],1,2,12066
543,"earthquake_impact_ancestral",[2087],1,9,12066
544,"earthquake_impact_ancestral",[2108],1,10,12066
545,"earthquake_impact_ancestral",[6425],1,13,12066
546,"earthquake_crack_ancestral",[715],1,0,12066
547,"earthquake_crack_ancestral",[4570],1,2,12066
548,"earthquake_crack_ancestral",[2086],1,9,12066
549,"earthquake_crack_ancestral",[2107],1,10,12066
550,"earthquake_crack_ancestral",[6433],1,13,12066
551,"earthquake_impact_shockwave_ancestral",[716],1,0,12066
552,"earthquake_impact_shockwave_ancestral",[951],1,2,12066
553,"earthquake_impact_shockwave_ancestral",[2088],1,9,12066
554,"earthquake_impact_shockwave_ancestral",[2109],1,10,12066
555,"earthquake_impact_shockwave_ancestral",[6434],1,13,12066
556,"earthquake_timed_explosion_ancestral",[717],1,0,12066
557,"earthquake_timed_explosion_ancestral",[4571],1,2,12066
558,"earthquake_timed_explosion_ancestral",[4516],1,9,12066
559,"earthquake_timed_explosion_ancestral",[4521],1,10,12066
560,"earthquake_timed_explosion_ancestral",[6435],1,13,12066
561,"earthquake_spikes_ancestral","[718,719,720,721]",1,0,12066
562,"earthquake_spikes_ancestral","[4572,4573,4574,4575]",1,2,12066
563,"earthquake_spikes_ancestral","[4517,4518,4519,4520]",1,9,12066
564,"earthquake_spikes_ancestral","[4522,4523,4524,4525]",1,10,12066
565,"earthquake_spikes_ancestral","[6436,6437,6438,6439]",1,13,12066
566,"earthquake_impact_lite",[700],1,0,""
567,"earthquake_crack_lite",[4379],1,0,""
568,"earthquake_impact_shockwave_lite",[701],1,0,""
569,"earthquake_timed_explosion_lite",[4380],1,0,""
570,"earthquake_spikes_lite","[4381,4382,4383,4384]",1,0,""
571,"earthquake_impact_lite",[6425],1,13,""
572,"earthquake_crack_lite",[6440],1,13,""
573,"earthquake_impact_shockwave_lite",[6427],1,13,""
574,"earthquake_timed_explosion_lite",[6441],1,13,""
575,"earthquake_spikes_lite","[6442,6443,6444,6445]",1,13,""
576,"earthshatter_impact",[4173],1,0,""
577,"earthshatter_impact",[5277],1,1,""
