"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantics","bool_15","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool_33","HASH32","BelongsActiveSkillsKey","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag"
149,"maximum_lightning_damage_resistance_%",1,"","",5,"",1,"","",1,1048775403,[],"","","","",[0],[]
150,"base_lightning_damage_resistance_%",1,"","",1,"","","","",1,1417405558,[],10,"","",1,[],[]
151,"maximum_chaos_damage_resistance_%",1,"","",5,"",1,"","","",1091960713,[],"","","","",[0],[]
152,"base_chaos_damage_resistance_%",1,"","",1,"","","","",1,1674290768,[],10,"","",1,[],[]
153,"base_item_found_quantity_+%","","","",1,"","","","","",1682723695,[],"","","",1,[],[]
154,"chest_item_quantity_+%",1,"","",1,"","","","","",-509838990,[],"","","",1,[],[]
155,"base_item_found_rarity_+%","","","",1,"","","","","",812113821,[],18,"","",1,[],[]
156,"chest_item_rarity_+%",1,"","",1,"","","","","",1234110117,[],"","","",1,[],[]
157,"item_found_quality_+%",1,"","",1,"","","","","",-335246044,[],"","","",1,[],[]
158,"item_found_relevancy_+%",1,"","",1,"","","","","",987729910,[],"","","",1,[],[]
159,"experience_gain_+%",1,"","",1,"","","","",1,-713730371,[],18,"","",1,[],[]
160,"experience_loss_on_death_-%",1,"","",1,"","","","","",-1657161374,[],"","","",1,[],[]
161,"minion_maximum_life_+%",1,"","",1,"","","","",1,-1990946027,[],12,"","",1,[],[]
162,"base_spectre_maximum_life_+%","","","",1,"","","","","",317122428,[],"","","",1,[],[]
163,"base_zombie_maximum_life_+%","","","",1,"","","","","",-695246821,[],"","","",1,[],[]
164,"base_fire_elemental_maximum_life_+%","","","",1,"","","","","",917421567,[],"","","",1,[],[]
165,"base_raven_maximum_life_+%","","","",1,"","","","","",1146914457,[],"","","",1,[],[]
166,"base_number_of_spectres_allowed","","","",2,"","","","","",-2103232596,[],12,"","",1,[],[]
167,"base_number_of_zombies_allowed","","","",2,"","","","","",-1247798718,[],12,"","",1,[],[]
168,"totem_life_+%",1,"","",1,"","","","",1,1320174630,[],13,"","",1,[],[]
169,"totem_range_+%",1,"","",1,"","","","",1,-1584494303,[],"","","",1,[],[]
170,"buff_duration_+%",1,"","",1,"","","","",1,-1601108139,[],"","","",1,[],[]
171,"buff_affects_party",1,"","",4,"","","","","",261439218,[],"","","","",[],[]
172,"buff_party_effect_radius_+%",1,"","",1,"","","","","",-112215984,[],"","","",1,[],[]
173,"do_not_chain",1,"","",4,"","","","","",757681231,[],"","","","",[],[]
174,"number_of_chains",1,"","",3,1,"","","",1,860057348,[],18,"","",1,[],[]
175,"number_of_additional_projectiles",1,"","",3,1,"","","",1,-1876694605,[],6,"","",1,[],[]
176,"number_of_additional_arrows","","","",3,"","","","","",1574944052,[],18,"","",1,[],[]
177,"base_projectile_speed_+%","","","",1,"","","","",1,-1247267744,[],6,"","",1,[],[]
178,"base_arrow_speed_+%","","","",1,"","","","",1,719481108,[],6,"","",1,[],[]
179,"base_movement_velocity_+%",1,"","",1,"","","","",1,-449644146,[],18,"","",1,[],[]
180,"movement_velocity_+%_per_frenzy_charge",1,"","",1,"","","","",1,1389368142,[],18,"","",1,[],[]
181,"max_endurance_charges","","","",2,"","","","",1,-1413492862,[],16,"","",1,[],[]
182,"max_frenzy_charges","","","",2,"","","","",1,-676115558,[],16,"","",1,[],[]
183,"max_power_charges","","","",2,"","","","",1,84542420,[],16,"","",1,[],[]
184,"add_endurance_charge_on_critical_strike",1,"","",4,"","","","","",62683932,[],"","","","",[],[]
185,"add_frenzy_charge_on_critical_strike",1,"","",4,"","","","","",211294352,[],"","","","",[],[]
186,"add_power_charge_on_critical_strike",1,"","",4,"","","","","",1279355034,[],"","","","",[],[]
187,"add_endurance_charge_on_skill_hit_%",1,"","",1,"","","","",1,-326764135,[],"","","",1,[],[]
188,"add_frenzy_charge_on_skill_hit_%",1,"","",1,"","","","",1,-803273743,[],16,"","",1,[],[]
189,"add_power_charge_on_skill_hit_%",1,"","",1,"","","","","",1641523098,[],"","","",1,[],[]
190,"add_endurance_charge_on_enemy_critical_strike",1,"","",4,"","","","","",-292376177,[],"","","","",[],[]
191,"add_endurance_charge_on_status_ailment",1,"","",4,"","","","","",-1283605356,[],"","","","",[],[]
192,"base_avoid_chill_%","","","",1,"","","","","",-808665548,[],11,"","",1,[],[]
193,"base_avoid_freeze_%","","","",1,"","","","",1,141091880,[],11,"","",1,[],[]
194,"base_avoid_ignite_%","","","",1,"","","","",1,874270813,[],11,"","",1,[],[]
195,"base_avoid_shock_%","","","",1,"","","","",1,-1092858676,[],11,"","",1,[],[]
196,"avoid_stun_%",1,"","",1,"",1,"","",1,1831785693,[],"","","","",[0],[]
197,"always_ignite",1,"","",4,"","","","","",1700101235,[],"","","","",[],[]
198,"always_shock",1,"","",4,"","","","","",601204277,[],"","","","",[],[]
199,"always_stun",1,"","",4,"","","","",1,-391711414,[],"","","","",[],[]
200,"always_freeze",1,"","",4,"","","","",1,128701435,[],"","","","",[],[]
201,"chill_duration_+%","","","",1,"","","","",1,21460690,[],2,"","",1,[],[]
202,"shock_duration_+%","","","",1,"","","","",1,-1227052219,[],2,"","",1,[],[]
203,"freeze_duration_+%","","","",1,"","","","",1,-1350547084,[],2,"","",1,[],[]
204,"ignite_duration_+%","","","",1,"","","","",1,1688317111,[],2,"","",1,[],[]
205,"stun_duration_+%",1,"","",1,"",1,"","",1,-1411890284,[],"","","","",[18],[]
206,"base_self_chill_duration_-%",1,"","",1,"","","","","",1631867717,[],"","","",1,[],[]
207,"base_self_shock_duration_-%",1,"","",1,"","","","",1,150347000,[],"","","",1,[],[]
208,"base_self_freeze_duration_-%",1,"","",1,"","","","",1,-2015042282,[],2,"","",1,[],[]
209,"base_self_ignite_duration_-%",1,"","",1,"","","","",1,-910039483,[],2,"","",1,[],[]
210,"chance_per_second_of_fire_spreading_between_enemies_%",1,"","",1,"","","","","",1878136481,[],"","","",1,[],[]
211,"burn_damage_+%",1,"","",1,"","","","",1,-1997310462,[],1,"","",1,[],[]
212,"active_skill_level_+",1,"","",3,"","","","","",1316576757,[],"",1,"",1,[],[]
213,"gem_experience_gain_+%",1,"","",1,1,"","","",1,-433741010,[],"","","",1,[],[]
214,"skill_area_of_effect_+%",1,"","",1,1,1,"","",1,425804088,[],"","","","",[31],[]
215,"base_mana_cost_-%","","","",1,"","","","",1,1289380842,[],8,1,"",1,[],[]
216,"skill_repeat_count",1,"","",3,1,"","","",1,470395884,[],"",1,"",1,[],[]
217,"skill_effect_duration_+%",1,"","",1,1,"","","",1,183850661,[],18,"","",1,[],[]
218,"base_cast_speed_+%",1,"","",1,"","","","",1,-1571913637,[],3,"","",1,[],[]
219,"cast_speed_+%_per_power_charge",1,"","",1,"","","","",1,-115527685,[],"","","",1,[],[]
220,"skill_cooldown_-%",1,"","",1,"","","","","",1421329127,[],"","","",1,[],[]
221,"avoid_interruption_while_casting_%","","","",1,"","","","","",1693823433,[],18,"","",1,[],[]
222,"base_attack_repeat_count","","","",3,"","","","","",200207583,[],"","","",1,[],[]
223,"base_stun_recovery_+%",1,"","",1,"","","","",1,1296349074,[],11,"","",1,[],[]
224,"stun_recovery_+%_per_frenzy_charge",1,"","",1,"","","","",1,-1772884047,[],"","","",1,[],[]
225,"while_using_sword_reduce_enemy_block_%","","","",1,"","","","","",-304125896,[],6,"","",1,[],[]
226,"prevent_monster_heal",1,"","",4,"","","","","",607476185,[],"","","","",[],[]
227,"prevent_monster_heal_duration_+%",1,"","",1,"","","","","",-1204438960,[],"","","",1,[],[]
228,"chest_trap_defuse_%",1,"","",1,"","","","","",47428942,[],"","","",1,[],[]
229,"enemies_chill_as_unfrozen",1,"","",4,"","","","","",773106185,[],2,"","","",[],[]
230,"shocks_enemies_that_hit_actor_while_actor_is_casting","","","",4,"","","","","",357082255,[],"","","","",[],[]
231,"local_is_max_quality",1,1,"",4,"","","","","",-1531264119,[],"","","","",[],[]
232,"local_disable_gem_experience_gain",1,1,"",4,"","","","","",-2128634386,[],"","","","",[],[]
233,"local_gem_experience_gain_+%",1,1,"",1,"","","","","",1116356588,[],"","","",1,[],[]
234,"local_extra_socket",1,1,"",4,"","","","","",1670712245,[],"","","","",[],[]
235,"local_level_requirement_-",1,1,"",3,"","","","","",-326303339,[],"","","",1,[],[]
236,"local_attribute_requirements_+%",1,1,"",1,"","","","","",-2049182743,[],"","","",1,[],[]
237,"local_all_sockets_are_white",1,1,"",4,"","","","","",-1657225818,[],"","","","",[],[]
238,"local_quantity_of_sockets_+%",1,1,"",1,"","","","","",-1336915422,[],"","","",1,[],[]
239,"local_connectivity_of_sockets_+%",1,1,"",1,"","","","","",215824079,[],"","","",1,[],[]
240,"local_gem_level_+",1,1,"",3,"","","","","",410299292,[],"","","",1,[],[]
241,"combined_base_block_%","","","",1,"",1,"","","",-1550187436,[],"","","","",[0],[]
242,"physical_damage_reduction_rating",1,"","",1,"",1,"","",1,1340387908,[],"","","","",[0],[]
243,"spell_block_%",1,"","",1,"",1,"","",1,-2069395702,[],9,"","","",[0],[]
244,"movement_velocity_+%",1,"","",1,1,1,"","",1,2063237342,[],"","","","",[37],[]
245,"is_dual_wielding",1,"","",4,1,1,"","",1,1159671063,[],"","","","",[0],[]
246,"maximum_life",1,"","",3,1,1,"","",1,-1753056199,[],"","","","",[0],[]
247,"maximum_mana",1,"","",3,1,1,"","",1,2093351468,[],"","","","",[0],[]
248,"maximum_energy_shield",1,"","",3,1,1,"","",1,-1602394125,[],"","","","",[0],[]
249,"total_life_recovery_per_minute_from_regeneration",1,"","",3,1,1,"","",1,-814531953,[],"","","","",[0],[]
250,"total_mana_recovery_per_minute_from_regeneration",1,"","",3,1,1,"","",1,1580874553,[],"","","","",[0],[]
251,"energy_shield_recharge_rate_per_minute",1,"","",3,1,1,"","",1,2134312733,[],"","","","",[0],[]
252,"spell_minimum_cold_damage",1,"","",3,"",1,"","",1,568816901,[],"","","","",[3],[]
253,"spell_maximum_cold_damage",1,"","",3,"",1,"","",1,1304101156,[],"","","","",[3],[]
254,"spell_minimum_fire_damage",1,"","",3,"",1,"","",1,-162140933,[],"","","","",[3],[]
255,"spell_maximum_fire_damage",1,"","",3,"",1,"","",1,55684540,[],"","","","",[3],[]
256,"spell_minimum_lightning_damage",1,"","",3,"",1,"","",1,501171089,[],"","","","",[3],[]
257,"spell_minimum_chaos_damage",1,"","",3,"",1,"","",1,-1952325629,[],"","","","",[3],[]
258,"spell_maximum_lightning_damage",1,"","",3,"",1,"","",1,1054086238,[],"","","","",[3],[]
259,"spell_maximum_chaos_damage",1,"","",3,"",1,"","",1,-1262581297,[],"","","","",[3],[]
260,"spell_minimum_physical_damage",1,"","",3,"",1,"","",1,141410287,[],"","","","",[3],[]
261,"spell_maximum_physical_damage",1,"","",3,"",1,"","",1,-107685721,[],"","","","",[3],[]
262,"main_hand_minimum_cold_damage",1,"","",3,"",1,"","",1,-1062430861,[],"","","","",[2],[]
263,"main_hand_maximum_cold_damage",1,"","",3,"",1,"","",1,-2055450762,[],"","","","",[2],[]
264,"off_hand_minimum_cold_damage",1,"","",3,"",1,"","",1,-1966768147,[],"","","","",[2],[]
265,"off_hand_maximum_cold_damage",1,"","",3,"",1,"","",1,-1779626436,[],"","","","",[2],[]
266,"main_hand_minimum_fire_damage",1,"","",3,"",1,"","",1,53125529,[],"","","","",[2],[]
267,"main_hand_maximum_fire_damage",1,"","",3,"",1,"","",1,1001674155,[],"","","","",[2],[]
268,"off_hand_minimum_fire_damage",1,"","",3,"",1,"","",1,1304763413,[],"","","","",[2],[]
269,"off_hand_maximum_fire_damage",1,"","",3,"",1,"","",1,-735014439,[],"","","","",[2],[]
270,"main_hand_minimum_lightning_damage",1,"","",3,"",1,"","",1,-1940363726,[],"","","","",[2],[]
271,"main_hand_maximum_lightning_damage",1,"","",3,"",1,"","",1,2142296930,[],"","","","",[2],[]
272,"off_hand_minimum_lightning_damage",1,"","",3,"",1,"","",1,-861287725,[],"","","","",[2],[]
273,"off_hand_maximum_lightning_damage",1,"","",3,"",1,"","",1,765669314,[],"","","","",[2],[]
274,"main_hand_minimum_chaos_damage",1,"","",3,"",1,"","",1,496430767,[],"","","","",[2],[]
275,"main_hand_maximum_chaos_damage",1,"","",3,"",1,"","",1,-1947274215,[],"","","","",[2],[]
276,"off_hand_minimum_chaos_damage",1,"","",3,"",1,"","",1,-1852498237,[],"","","","",[2],[]
277,"off_hand_maximum_chaos_damage",1,"","",3,"",1,"","",1,915878039,[],"","","","",[2],[]
278,"main_hand_minimum_physical_damage",1,"","",3,"",1,"","",1,-706448396,[],"","","","",[2],[]
279,"main_hand_maximum_physical_damage",1,"","",3,"",1,"","",1,943921195,[],"","","","",[2],[]
280,"off_hand_minimum_physical_damage",1,"","",3,"",1,"","",1,-1275609429,[],"","","","",[2],[]
281,"off_hand_maximum_physical_damage",1,"","",3,"",1,"","",1,1939023650,[],"","","","",[2],[]
282,"stun_recovery_+%",1,"","",1,"",1,"","",1,2103675702,[],"","","","",[0],[]
