"rownum","Id","Projectile","Animation","ImpactAnimation","i32_52","bool_56","bool_57","bool_58","bool_59","i32_60","i32_64","i32_68","bool_72","i32_73","bool_77","bool_78","BounceAnimation","i32_95","f32_99","f32_103","f32_107","bool_111","ImpactAnimation2","string_128"
31,31,440,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
32,32,454,20,530,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
33,33,434,20,1893,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
34,34,461,20,2058,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
35,35,488,26,2155,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
36,36,464,20,2097,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
37,37,465,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
38,38,466,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
39,39,485,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
40,40,490,26,2156,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
41,41,489,25,2155,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
42,42,512,20,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,513,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,514,20,816,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,543,31,2436,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,512,40,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,521,20,1789,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,527,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,534,20,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,538,20,2430,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,539,20,2432,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,540,20,2431,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,544,31,2465,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,545,31,2466,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,562,40,2487,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,564,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,565,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,567,31,2497,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,586,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,590,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,597,31,2575,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,594,31,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,610,20,2646,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,611,20,2638,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,621,20,2763,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,620,20,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,623,20,2689,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,625,20,2690,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,632,26,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,659,24,2832,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,666,24,2832,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,670,20,2861,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,671,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,672,24,2880,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,673,24,2881,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,677,20,2900,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,681,20,2979,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,569,31,3003,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,694,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,700,20,3196,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,594,20,2900,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,699,20,3266,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,706,20,3231,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,724,20,3290,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,722,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,740,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,741,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,744,20,3367,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,571,31,3092,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,418,20,1837,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,763,20,3521,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,764,20,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,767,20,2638,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,769,20,566,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,780,20,1836,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,763,20,3521,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,573,31,3564,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,90,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,790,20,2638,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,791,24,2689,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,793,20,3601,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,796,26,3613,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,286,28,1226,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,104,274,28,1411,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,105,824,20,3685,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
106,106,831,20,3697,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
107,107,832,20,3698,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
108,108,805,28,3669,0,"","","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
109,109,843,20,3762,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,110,847,20,3750,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
111,111,849,20,1492,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,112,851,20,3782,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
113,113,877,20,3877,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
114,114,878,20,3892,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
115,115,881,31,3912,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
116,116,890,20,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
117,117,889,20,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
118,118,880,20,3981,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
119,119,891,20,3892,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,120,888,20,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
121,121,892,31,3990,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
122,122,900,31,4049,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
123,123,905,31,4127,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
124,124,907,20,4275,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
125,125,908,20,4150,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,126,910,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
127,127,911,20,4153,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
128,128,912,20,4154,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
129,129,915,20,4182,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,130,916,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
131,131,920,20,4256,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
132,132,921,29,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
133,133,925,20,4463,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
134,134,933,20,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
135,135,940,20,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
136,136,941,20,4347,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
137,137,930,20,4290,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
138,138,961,20,3892,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,139,1067,20,5219,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,140,964,20,3892,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
141,141,965,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,142,966,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
143,143,967,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
144,144,975,31,4610,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
145,145,978,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
146,146,980,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,147,982,20,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
148,148,988,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,149,990,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
150,150,977,20,4805,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
151,151,993,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
152,152,1000,20,4765,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
153,153,1003,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
154,154,1007,20,4849,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,155,1011,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,156,1018,20,4801,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,157,1008,20,4850,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,158,1009,20,4851,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,159,1010,20,4852,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,160,1012,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,161,1013,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
162,162,1014,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
163,163,1030,20,4883,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
164,164,1032,20,4964,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
165,165,1033,20,4992,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
166,166,1034,20,4993,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
167,167,1039,24,5038,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
168,168,1041,20,5043,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,169,1043,20,5044,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,170,1042,20,5049,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
171,171,1049,20,461,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
172,172,1050,20,5077,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
173,173,1053,31,5117,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,174,1066,20,1399,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
175,175,1081,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
176,176,1082,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
177,177,1094,20,5536,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
178,178,1095,20,5537,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
179,179,1096,20,5538,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
180,180,1099,20,5557,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
181,181,701,20,5734,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
182,182,702,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
183,183,934,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,184,935,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,185,936,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
186,186,937,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
187,187,938,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
188,188,1136,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
189,189,1156,20,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
190,190,1168,20,6083,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
191,191,1169,20,6084,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
192,192,1170,20,6085,10,"","","","",0,23,0,"",4,"","","",0,1,1,1,1,"",""
193,193,1172,20,6095,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
194,194,1173,20,6096,0,1,"","","",0,12,0,"",4,1,"","",0,1,1,1,1,"",""
195,195,1181,20,6218,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
196,196,1171,20,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
197,197,1190,20,6288,0,"","","","",0,11,0,"",4,"",1,6324,7,0.7,0.7,1.1,1,"",""
198,198,1192,20,6320,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
199,199,1193,20,6323,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
200,200,1201,20,6423,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
201,201,1203,20,6446,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
202,202,1212,20,530,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
203,203,1191,20,6830,0,"","","","",0,15,-50,"",4,"",1,6324,7,0.7,1.4,1.4,1,"",""
204,204,1224,20,6821,10,"","","","",0,14,0,"",4,"","","",0,1,1,1,1,"",""
205,205,981,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
206,206,989,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
207,207,1231,20,6998,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
208,208,1233,20,7002,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
209,209,1238,20,7012,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
210,210,1240,20,7013,0,"","","","",0,14,0,"",4,"","","",0,1,1,1,"","",""
211,211,1243,20,7017,10,"","","","",0,15,-70,"",4,"","","",0,1,1,1,1,"",""
212,212,1246,20,7026,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
213,213,1238,20,7012,0,"","","","",0,12,-50,"",4,"","","",0,1,1,1,1,"",""
214,214,1287,20,7247,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
215,215,1296,20,5044,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
216,216,1301,20,5043,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
217,217,1311,20,7013,0,"","","","",0,12,-20,"",4,"","","",0,1,1,1,"","",""
218,218,626,20,2690,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
219,219,1326,20,7606,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
220,220,1340,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
221,221,1343,20,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
222,222,1225,20,"",20,"","","","",0,0,-20,"",4,"","","",0,1,1,1,1,"",""
223,223,1226,20,"",10,"","","","",0,0,-50,"",4,"","","",0,1,1,1,1,"",""
224,224,1227,20,"",10,"","","","",0,0,-50,"",4,"","","",0,1,1,1,1,"",""
225,225,1228,20,8031,10,"","","","",0,0,-65,"",4,"","","",0,1,1,1,1,"",""
226,226,1408,20,"",0,"","","","",0,13,0,"",4,"",1,8218,15,1,1,0.8,1,"",""
227,227,1229,20,8143,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
228,228,825,20,3686,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
229,229,219,20,8150,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
230,230,1376,20,8250,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
231,231,1375,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
