"rownum","Id","ModsKey0","ModsKey1","ModsKey2","bool_56","AbyssalMods1","AbyssalMods2","AbyssalMods3"
90,"Damage41",1935,1990,2043,1,"","",""
91,"Damage42",1936,1991,2044,1,"","",""
92,"Damage43",1937,1992,2045,1,"","",""
93,"Damage44",1938,1993,2046,1,"","",""
94,"Damage45",1939,1994,2047,1,"","",""
95,"Damage46",1940,1995,2048,1,"","",""
96,"Damage47",1941,1996,2049,1,"","",""
97,"Damage48",1942,1997,2050,1,"","",""
98,"Damage49",1943,1998,2051,1,"","",""
99,"Damage50",1944,1999,2052,1,"","",""
100,"Damage51",1945,2000,2053,1,"","",""
101,"Damage52",1946,2001,2054,1,"","",""
102,"Damage53",1947,2002,2055,1,"","",""
103,"Damage54",1948,2003,2056,1,"","",""
104,"Damage55",1949,2004,2057,1,"","",""
105,"Damage56",1950,2005,2058,1,"","",""
106,"Damage57",1951,2006,2059,"","","",""
107,"Damage58",1952,2007,2060,"","","",""
108,"Damage59",10407,10425,10443,1,"","",""
109,"Damage60",10408,10426,10444,1,"","",""
110,"Damage61",10409,10427,10445,1,"","",""
111,"Damage62",10410,10428,10446,1,"","",""
112,"Damage63",10411,10429,10447,1,"","",""
113,"Damage64",10412,10430,10448,1,"","",""
114,"Damage65",10413,10431,10449,1,"","",""
115,"Damage66",10414,10432,10450,1,"","",""
116,"Damage67",10415,10433,10451,1,"","",""
117,"Damage68",10416,10434,10452,"","","",""
118,"Damage69",10461,10471,10481,1,"","",""
119,"Damage70",10462,10472,10482,1,"","",""
120,"Damage71",10463,10473,10483,1,"","",""
121,"Damage72",10464,10474,10484,1,"","",""
122,"Damage73",10465,10475,10485,1,"","",""
123,"Damage74",10466,10476,10486,1,"","",""
124,"Damage75",10467,10477,10487,1,"","",""
125,"Damage76",10468,10478,10488,1,"","",""
126,"Damage77",10469,10479,10489,1,"","",""
127,"Damage78",10470,10480,10490,"","","",""
128,"Damage79",14861,14867,14873,1,"","",""
129,"Damage80",14862,14868,14874,1,"","",""
130,"Damage81",14863,14869,14875,1,"","",""
131,"Damage82",14864,14870,14876,1,"","",""
132,"Damage83",14865,14871,14877,1,"","",""
133,"Damage84",14866,14872,14878,1,"","",""
134,"Damage85",14891,14897,14903,1,"","",""
135,"Damage86",14892,14898,14904,1,"","",""
136,"Damage87",14893,14899,14905,1,"","",""
137,"Damage88",14894,14900,14906,1,"","",""
138,"Damage89",14895,14901,14907,1,"","",""
139,"Damage90",14896,14902,14908,1,"","",""
140,"Damage91",14921,14927,14933,1,"","",""
141,"Damage92",14922,14928,14934,1,"","",""
142,"Damage93",14923,14929,14935,1,"","",""
143,"Damage94",14924,14930,14936,1,"","",""
144,"Damage95",14925,14931,14937,1,"","",""
145,"Damage96",14926,14932,14938,1,"","",""
146,"Damage97",14951,14957,14963,1,"","",""
147,"Damage98",14952,14958,14964,1,"","",""
148,"Damage99",14953,14959,14965,1,"","",""
149,"Damage100",14954,14960,14966,1,"","",""
150,"Damage101",14955,14961,14967,1,"","",""
151,"Damage102",14956,14962,14968,1,"","",""
152,"Damage103",14981,14986,14991,1,"","",""
153,"Damage104",14982,14987,14992,1,"","",""
154,"Damage105",14983,14988,14993,1,"","",""
155,"Damage106",14984,14989,14994,1,"","",""
156,"Damage107",14985,14990,14995,1,"","",""
157,"Damage108",15094,15142,15046,1,"","",""
158,"Damage109",15095,15143,15047,1,"","",""
159,"Damage110",15096,15144,15048,1,"","",""
160,"Damage111",15097,15145,15049,1,"","",""
161,"Damage112",15098,15146,15050,1,"","",""
162,"Damage113",15099,15147,15051,1,"","",""
163,"Damage114",15100,15148,15052,1,"","",""
164,"Damage115",15101,15149,15053,1,"","",""
165,"Damage116",15102,15150,15054,1,"","",""
166,"Damage117",15103,15151,15055,1,"","",""
167,"Damage118",15104,15152,15056,1,"","",""
168,"Damage119",15105,15153,15057,1,"","",""
169,"Damage120",15106,15154,15058,1,"","",""
170,"Damage121",15107,15155,15059,1,"","",""
171,"Damage122",15108,15156,15060,1,"","",""
172,"Damage123",15109,15157,15061,1,"","",""
173,"Damage124",15110,15158,15062,1,"","",""
174,"Damage125",15111,15159,15063,1,"","",""
175,"Damage126",15112,15160,15064,1,"","",""
176,"Damage127",15113,15161,15065,1,"","",""
177,"Damage128",15114,15162,15066,1,"","",""
178,"Damage129",15115,15163,15067,1,"","",""
179,"Damage130",15116,15164,15068,1,"","",""
180,"Damage131",15117,15165,15069,1,"","",""
181,"Damage132",15118,15166,15070,1,"","",""
182,"Damage133",15119,15167,15071,1,"","",""
183,"Damage134",15120,15168,15072,1,"","",""
184,"Damage135",15121,15169,15073,1,"","",""
185,"Damage136",15122,15170,15074,1,"","",""
186,"Damage137",15123,15171,15075,1,"","",""
187,"Damage138",15124,15172,15076,1,"","",""
188,"Damage139",15125,15173,15077,1,"","",""
189,"Damage140",15126,15174,15078,1,"","",""
190,"Damage141",15127,15175,15079,1,"","",""
191,"Damage142",15128,15176,15080,1,"","",""
192,"Damage143",15129,15177,15081,1,"","",""
193,"Damage144",15130,15178,15082,1,"","",""
194,"Damage145",15131,15179,15083,1,"","",""
195,"Damage146",15132,15180,15084,1,"","",""
196,"Damage147",15133,15181,15085,1,"","",""
197,"Damage148",15134,15182,15086,1,"","",""
198,"Damage149",15135,15183,15087,1,"","",""
199,"Damage150",15136,15184,15088,1,"","",""
200,"Damage151",15137,15185,15089,1,"","",""
201,"Damage152",15138,15186,15090,1,"","",""
202,"Damage153",15139,15187,15091,1,"","",""
203,"Damage154",15140,15188,15092,1,"","",""
204,"Damage155",15141,15189,15093,1,"","",""
205,"Damage156",15205,15210,15215,1,"","",""
206,"Damage157",15206,15211,15216,1,"","",""
207,"Damage158",15207,15212,15217,1,"","",""
208,"Damage159",15208,15213,15218,1,"","",""
209,"Damage160",15209,15214,15219,1,"","",""
210,"Damage161",16944,16953,16962,"","","",""
211,"Damage162",16945,16954,16963,"","","",""
212,"Damage163",18755,18765,18775,"","","",""
213,"Damage164",18756,18766,18776,"","","",""
214,"Damage165",18757,18767,18777,"","","",""
215,"Damage166",18758,18768,18778,"","","",""
216,"Damage167",18789,18795,18801,"","","",""
217,"Damage168",18790,18796,18802,"","","",""
218,"Damage169",18791,18797,18803,"","","",""
219,"Damage170",18792,18798,18804,"","","",""
220,"Damage171",18793,18799,18805,"","","",""
221,"Damage172",18794,18800,18806,"","","",""
222,"Damage173",19394,19395,19396,"","","",""
223,"Damage174",19398,19400,19402,"","","",""
224,"Damage175",19399,19401,19403,"","","",""
225,"Damage176",24071,24075,24079,1,"","",""
226,"Damage177",24072,24076,24080,1,"","",""
227,"Damage178",24073,24077,24081,1,"","",""
228,"Damage179",24074,24078,24082,1,"","",""
229,"Damage180",17425,17431,17437,"","","",""
230,"Damage181",17426,17432,17438,"","","",""
231,"Damage182",17427,17433,17439,"","","",""
232,"Damage183",17428,17434,17440,"","","",""
233,"Damage184",17429,17435,17441,"","","",""
234,"Damage185",17430,17436,17442,"","","",""
235,"Damage186",17646,17647,17648,"","","",""
236,"Damage187",17793,17796,17799,"","","",""
237,"Damage188",17794,17797,17800,"","","",""
238,"Damage189",17795,17798,17801,"","","",""
239,"Damage190",17805,17808,17811,"","","",""
240,"Damage191",17806,17809,17812,"","","",""
241,"Damage192",17807,17810,17813,"","","",""
242,"Damage193",17946,17954,17962,"","","",""
243,"Damage194",17947,17955,17963,"","","",""
244,"Damage195",17948,17956,17964,"","","",""
245,"Damage196",17949,17957,17965,"","","",""
246,"Damage197",17950,17958,17966,"","","",""
247,"Damage198",17951,17959,17967,"","","",""
248,"Damage199",17952,17960,17968,"","","",""
249,"Damage200",17953,17961,17969,"","","",""
250,"Damage201",18371,18373,18375,"","","",""
251,"Damage202",18372,18374,18376,"","","",""
252,"Damage203",18523,18524,18525,"","","",""
253,"Damage204",18527,18528,18529,"","","",""
254,"Damage205",18678,18686,18694,"","","",""
255,"Damage206",18679,18687,18695,"","","",""
256,"Damage207",18680,18688,18696,"","","",""
257,"Damage208",18681,18689,18697,"","","",""
258,"Damage209",18682,18690,18698,"","","",""
259,"Damage210",18683,18691,18699,"","","",""
260,"Damage211",18684,18692,18700,"","","",""
261,"Damage212",18685,18693,18701,"","","",""
262,"Damage213",18749,18759,18769,"","","",""
263,"Damage214",18750,18760,18770,"","","",""
264,"Damage215",18751,18761,18771,"","","",""
265,"Damage216",18752,18762,18772,"","","",""
266,"Damage217",18753,18763,18773,"","","",""
267,"Damage218",18754,18764,18774,"","","",""
268,"Damage229",3865,3908,3947,1,"","",""
269,"Damage230",3866,3909,3948,1,"","",""
270,"Damage231",3867,3910,3949,1,"","",""
271,"Damage232",3868,3911,3950,1,"","",""
272,"Damage233",3869,3912,3951,1,"","",""
273,"Damage234",3870,3913,3952,1,"","",""
274,"Damage235",3871,3914,3953,1,"","",""
275,"Damage236",3872,3915,3954,1,"","",""
276,"Damage237",3873,3916,3955,1,"","",""
277,"Damage238",3874,3917,3956,1,"","",""
278,"Damage239",3875,3918,3957,1,"","",""
279,"Damage240",3876,3919,3958,1,"","",""
280,"Damage241","",3920,"","","","",""
281,"Damage242",3877,3921,"","","","",""
282,"Damage243",3878,3922,"","","","",""
283,"Damage244",3879,3923,"","","","",""
284,"Damage245",3880,3924,"","","","",""
285,"Damage246",3881,3925,"","","","",""
286,"Damage247",3882,3926,3959,"","","",""
287,"Damage248",9914,9915,9916,1,"","",""
288,"Damage249",17491,17485,"","","","",""
289,"Damage250",17492,17486,"","","","",""
290,"Damage251",17493,17487,"","","","",""
291,"Damage252",17494,17488,"","","","",""
292,"Damage253",17495,17489,"","","","",""
293,"Damage254",17496,17490,"","","","",""
294,"294",17515,17509,"","","","",""
295,"295",17516,17510,"","","","",""
296,"296",17517,17511,"","","","",""
297,"297",17518,17512,"","","","",""
298,"298",17519,17513,"","","","",""
299,"299",17520,17514,"","","","",""
300,"300",18393,18391,"","","","",""
301,"301",18394,18392,"","","","",""
302,"302",19057,19042,"",1,"","",""
303,"303",19058,19043,"",1,"","",""
304,"304",19117,19107,"",1,"","",""
305,"305",19118,19108,"",1,"","",""
306,"306",19119,19109,"",1,"","",""
307,"307",19120,19110,"",1,"","",""
308,"308",19121,19111,"",1,"","",""
309,"309",19122,19112,"",1,"","",""
310,"310",19123,19113,"",1,"","",""
311,"311",19124,19114,"",1,"","",""
312,"312",19125,19115,"",1,"","",""
313,"313",19126,19116,"",1,"","",""
314,"314",21844,21846,"",1,"","",""
315,"315",21845,21847,"",1,"","",""
316,"316",25948,25947,"","","","",""
317,"317",25983,25984,"","","","",""
318,"318",2551,2569,2587,1,"","",""
319,"319",2552,2570,2588,1,"","",""
320,"320",2553,2571,2589,1,"","",""
321,"321",2554,2572,2590,1,"","",""
322,"322",2555,2573,2591,1,"","",""
323,"323",2556,2574,2592,1,"","",""
324,"324",2557,2575,2593,1,"","",""
325,"325",2558,2576,2594,1,"","",""
326,"326",2559,2577,2595,1,"","",""
327,"327",2560,2578,2596,1,"","",""
328,"328",2561,2579,2597,1,"","",""
329,"329",2562,2580,2598,1,"","",""
330,"330",2563,2581,2599,1,"","",""
331,"331",2564,2582,2600,1,"","",""
332,"332",2565,2583,2601,1,"","",""
333,"333",2566,2584,2602,1,"","",""
334,"334",2567,2585,2603,"","","",""
335,"335",2568,2586,2604,"","","",""
336,"336",16014,16017,16020,1,"","",""
337,"337",16015,16018,16021,1,"","",""
338,"338",16016,16019,16022,1,"","",""
339,"339",19059,19044,"",1,"","",""
340,"340",10053,10054,10055,1,"","",""
341,"341",17007,17017,17027,"","","",""
342,"342",22057,22066,22054,1,"","",""
343,"343",22058,22067,22055,1,"","",""
344,"344",21784,21786,21788,1,"","",""
345,"345",21785,21787,21789,1,"","",""
346,"346",25953,25954,25955,"","","",""
347,"347",15542,15545,15548,1,"","",""
348,"348",15543,15546,15549,1,"","",""
349,"349",15544,15547,15550,1,"","",""
350,"350",25871,25872,25873,"","","",""
351,"351",21911,21914,21917,1,"","",""
352,"352",21912,21915,21918,1,"","",""
353,"353",21913,21916,21919,1,"","",""
354,"354",25913,25914,25915,1,"","",""
355,"355",21883,21898,21860,1,"","",""
356,"356",25898,25906,25887,"","","",""
357,"357",17013,17023,17033,1,"","",""
358,"358",21820,21822,21824,1,"","",""
359,"359",21821,21823,21825,1,"","",""
360,"360",25970,25971,25972,"","","",""
361,"361",17010,17020,17030,1,"","",""
362,"362",18452,18453,18454,"","","",""
363,"363",22103,22125,22085,1,"","",""
364,"364",22104,22126,22086,1,"","",""
365,"365",22105,22127,22087,1,"","",""
366,"366",17014,17024,17034,"","","",""
367,"367",15729,15731,15733,1,"","",""
368,"368",15730,15732,15734,1,"","",""
369,"369",22170,22187,22148,1,"","",""
370,"370",22171,22188,22149,1,"","",""
371,"371",16993,16991,16989,"","","",""
372,"372",15649,15651,15653,1,"","",""
373,"373",15650,15652,15654,1,"","",""
374,"374",22259,22278,22233,1,"","",""
375,"375",22260,22279,22234,1,"","",""
376,"376",15922,15925,15928,1,"","",""
377,"377",15923,15926,15929,1,"","",""
378,"378",15924,15927,15930,1,"","",""
379,"379",22359,22369,22379,1,"","",""
380,"380",22360,22370,22380,1,"","",""
381,"381",22361,22371,22381,1,"","",""
382,"382",22362,22372,22382,1,"","",""
383,"383",22363,22373,22383,1,"","",""
384,"384",22354,22364,22374,1,"","",""
385,"385",22355,22365,22375,1,"","",""
386,"386",22356,22366,22376,1,"","",""
387,"387",22357,22367,22377,1,"","",""
388,"388",22358,22368,22378,1,"","",""
389,"389",22424,22427,22430,1,"","",""
390,"390",22425,22428,22431,1,"","",""
391,"391",22426,22429,22432,1,"","",""
392,"392",22439,22445,22451,1,"","",""
393,"393",22440,22446,22452,1,"","",""
394,"394",22441,22447,22453,1,"","",""
395,"395",17005,17015,17025,1,"","",""
396,"396",17006,17016,17026,1,"","",""
397,"397",16942,16951,16960,"","","",""
398,"398",16943,16952,16961,"","","",""
399,"399",9432,9443,9423,"","","",""
400,"400",18402,18400,"","","","",""
401,"401",18401,18399,"","","","",""
402,"402",22534,22536,22538,1,"","",""
403,"403",22535,22537,22539,1,"","",""
404,"404","","","","",91,0,184
405,"405","","","","",92,1,185
406,"406","","","","",93,2,186
407,"407","","","","",94,3,187
408,"408","","","","",95,4,188
409,"409","","","","",96,5,189
410,"410","","","","",97,6,190
411,"411","","","","",98,7,191
412,"412","","","","",99,8,192
413,"413","","","","",100,9,193
414,"414","","","","",9971,9970,9972
415,"415","","","","",14837,14836,14838
416,"416","","","","",101,10,194
417,"417","","","","",15598,15596,15600
418,"418","","","","",15599,15597,15601
419,"419","","","","",21842,21768,21927
420,"421","","","","",21843,21769,21928
421,"420","","","","",21967,21953,21938
422,"422","","","","",21968,21954,21939
423,"423","","","","",25843,25833,25824
424,"424","","","","",23142,23139,23145
425,"425","","","","",23143,23140,23146
426,"426","","","","",23144,23141,23147
427,"427","","","","",25813,25812,25814
428,"428","","","","",25982,26038,25919
429,"429","","","","",23205,23200,23210
430,"430","","","","",23206,23201,23211
431,"431","","","","",23207,23202,23212
432,"432","","","","",23208,23203,23213
433,"433","","","","",23209,23204,23214
