"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool_28","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool_58","string_59","i32_67","bool_71"
18,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold",329,315,18,1,1,"",1,74,"",0,[2973],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachFragmentsColdInvSlots",11,""
19,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning",430,315,19,1,1,"",1,74,"",0,[2974],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachFragmentsLightningInvSlots",12,""
20,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical",532,315,20,1,1,"",1,74,"",0,[2975],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachFragmentsPhysicalInvSlots",13,""
21,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos",633,315,21,1,1,"",1,74,"",0,[2976],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachFragmentsChaosInvSlots",14,""
22,"Metadata/Items/Currency/CurrencyBreachFireShard",228,197,22,1,1,1,1,74,"",0,[210],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachShardFireInvSlots",5,""
23,"Metadata/Items/Currency/CurrencyBreachColdShard",329,197,23,1,1,1,1,74,"",0,[211],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachShardColdInvSlots",6,""
24,"Metadata/Items/Currency/CurrencyBreachLightningShard",430,197,24,1,1,1,1,74,"",0,[212],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachShardLightningInvSlots",7,""
25,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",532,197,25,1,1,1,1,74,"",0,[213],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachShardPhysicalInvSlots",8,""
26,"Metadata/Items/Currency/CurrencyBreachChaosShard",633,197,26,1,1,1,1,74,"",0,[214],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachShardChaosInvSlots",9,""
27,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddess",482,96,27,1,1,"",0,66,"",0,[3008],"","",0,""
28,"Metadata/Items/Scarabs/ScarabBreach1",491,677,28,1,1,"",2,54,"",0,[3601],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
29,"Metadata/Items/Scarabs/ScarabBreach2",592,677,29,1,1,"",2,54,"",0,[3602],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
30,"Metadata/Items/Scarabs/ScarabBreach3",693,677,30,1,1,"",2,54,"",0,[3603],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
31,"Metadata/Items/Scarabs/ScarabMaps1",491,287,31,1,1,"",2,54,"",0,[3611],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
32,"Metadata/Items/Scarabs/ScarabMaps2",592,287,32,1,1,"",2,54,"",0,[3612],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
33,"Metadata/Items/Scarabs/ScarabMaps3",693,287,33,1,1,"",2,54,"",0,[3613],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
34,"Metadata/Items/Scarabs/ScarabUniques1",68,186,34,1,1,"",2,54,"",0,[3620],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
35,"Metadata/Items/Scarabs/ScarabUniques2",169,186,35,1,1,"",2,54,"",0,[3621],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
36,"Metadata/Items/Scarabs/ScarabUniques3",270,186,36,1,1,"",2,54,"",0,[3622],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
37,"Metadata/Items/Scarabs/ScarabBeasts1",68,89,37,1,1,"",2,54,"",0,[3627],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
38,"Metadata/Items/Scarabs/ScarabBeasts2",169,89,38,1,1,"",2,54,"",0,[3628],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
39,"Metadata/Items/Scarabs/ScarabBeasts3",270,89,39,1,1,"",2,54,"",0,[3629],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
40,"Metadata/Items/Scarabs/ScarabShaperRares1",491,89,40,1,1,"",2,54,"",0,[3639],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
41,"Metadata/Items/Scarabs/ScarabShaperRares2",592,89,41,1,1,"",2,54,"",0,[3640],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
42,"Metadata/Items/Scarabs/ScarabShaperRares3",693,89,42,1,1,"",2,54,"",0,[3641],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
43,"Metadata/Items/Scarabs/ScarabElderRares1",491,482,43,1,1,"",2,54,"",0,[3643],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
44,"Metadata/Items/Scarabs/ScarabElderRares2",592,482,44,1,1,"",2,54,"",0,[3644],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
45,"Metadata/Items/Scarabs/ScarabElderRares3",693,482,45,1,1,"",2,54,"",0,[3645],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
46,"Metadata/Items/Scarabs/ScarabSulphite1",68,382,46,1,1,"",2,54,"",0,[3651],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
47,"Metadata/Items/Scarabs/ScarabSulphite2",169,382,47,1,1,"",2,54,"",0,[3652],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
48,"Metadata/Items/Scarabs/ScarabSulphite3",270,382,48,1,1,"",2,54,"",0,[3653],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
49,"Metadata/Items/Scarabs/ScarabDivinationCards1",491,579,49,1,1,"",2,54,"",0,[3658],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
50,"Metadata/Items/Scarabs/ScarabDivinationCards2",592,579,50,1,1,"",2,54,"",0,[3659],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
51,"Metadata/Items/Scarabs/ScarabDivinationCards3",693,579,51,1,1,"",2,54,"",0,[3660],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
52,"Metadata/Items/Scarabs/ScarabTorment1",68,284,52,1,1,"",2,54,"",0,[3665],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
53,"Metadata/Items/Scarabs/ScarabTorment2",169,284,53,1,1,"",2,54,"",0,[3666],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
54,"Metadata/Items/Scarabs/ScarabTorment3",270,284,54,1,1,"",2,54,"",0,[3667],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
55,"Metadata/Items/Scarabs/ScarabStrongbox1",68,675,55,1,1,"",2,54,"",0,[3673],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
56,"Metadata/Items/Scarabs/ScarabStrongbox2",169,675,56,1,1,"",2,54,"",0,[3674],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
57,"Metadata/Items/Scarabs/ScarabStrongbox3",270,675,57,1,1,"",2,54,"",0,[3675],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
58,"Metadata/Items/Scarabs/ScarabHarbinger1",491,384,58,1,1,"",2,54,"",0,[3682],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
59,"Metadata/Items/Scarabs/ScarabHarbinger2",592,384,59,1,1,"",2,54,"",0,[3683],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
60,"Metadata/Items/Scarabs/ScarabHarbinger3",693,384,60,1,1,"",2,54,"",0,[3684],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
61,"Metadata/Items/Scarabs/ScarabPerandus1",491,189,61,1,1,"",2,54,"",0,[3690],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
62,"Metadata/Items/Scarabs/ScarabPerandus2",592,189,62,1,1,"",2,54,"",0,[3691],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
63,"Metadata/Items/Scarabs/ScarabPerandus3",693,189,63,1,1,"",2,54,"",0,[3692],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
64,"Metadata/Items/MapFragments/CurrencyLegionFragmentKarui",345,368,64,1,1,"",0,66,"",0,[2997],"","",0,""
65,"Metadata/Items/MapFragments/CurrencyLegionFragmentMaraketh",617,368,65,1,1,"",0,66,"",0,[2998],"","",0,""
66,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternal",254,368,66,1,1,"",0,66,"",0,[2999],"","",0,""
67,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplar",527,368,67,1,1,"",0,66,"",0,[3000],"","",0,""
68,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaal",437,368,68,1,1,"",0,66,"",0,[3001],"","",0,""
69,"Metadata/Items/Currency/CurrencyLegionKaruiShard",345,281,69,1,1,1,0,66,"",0,[221],"","",0,""
70,"Metadata/Items/Currency/CurrencyLegionMarakethShard",617,281,70,1,1,1,0,66,"",0,[222],"","",0,""
71,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",254,281,71,1,1,1,0,66,"",0,[223],"","",0,""
72,"Metadata/Items/Currency/CurrencyLegionTemplarShard",527,281,72,1,1,1,0,66,"",0,[224],"","",0,""
73,"Metadata/Items/Currency/CurrencyLegionVaalShard",437,281,73,1,1,1,0,66,"",0,[225],"","",0,""
74,"Metadata/Items/Scarabs/ScarabLegion1",68,577,74,1,1,"",2,54,"",0,[3699],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
75,"Metadata/Items/Scarabs/ScarabLegion2",169,577,75,1,1,"",2,54,"",0,[3700],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
76,"Metadata/Items/Scarabs/ScarabLegion3",270,577,76,1,1,"",2,54,"",0,[3701],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
77,"Metadata/Items/MapFragments/CurrencyElderFragment1",237,648,77,1,1,"",0,66,"",0,[2956],"","",0,""
78,"Metadata/Items/MapFragments/CurrencyElderFragment2",237,736,78,1,1,"",0,66,"",0,[2957],"","",0,""
79,"Metadata/Items/MapFragments/CurrencyElderFragment3",147,736,79,1,1,"",0,66,"",0,[2958],"","",0,""
80,"Metadata/Items/MapFragments/CurrencyElderFragment4",147,648,80,1,1,"",0,66,"",0,[2959],"","",0,""
81,"Metadata/Items/MapFragments/CurrencyUberElderFragment1",725,648,81,1,1,"",0,66,"",0,[2961],"","",0,""
82,"Metadata/Items/MapFragments/CurrencyUberElderFragment2",725,736,82,1,1,"",0,66,"",0,[2962],"","",0,""
83,"Metadata/Items/MapFragments/CurrencyUberElderFragment3",634,736,83,1,1,"",0,66,"",0,[2963],"","",0,""
84,"Metadata/Items/MapFragments/CurrencyUberElderFragment4",634,648,84,1,1,"",0,66,"",0,[2964],"","",0,""
85,"Metadata/Items/Scarabs/ScarabMetamorph1",68,479,85,1,1,"",2,54,"",0,[3708],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
86,"Metadata/Items/Scarabs/ScarabMetamorph2",169,479,86,1,1,"",2,54,"",0,[3709],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
87,"Metadata/Items/Scarabs/ScarabMetamorph3",270,479,87,1,1,"",2,54,"",0,[3710],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
88,"Metadata/Items/MapFragments/CurrencyMavenKey",725,368,88,1,1,"",0,66,"",0,[4115],"","",0,""
89,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",725,281,89,1,1,"",0,66,"",0,[4116],"","",0,""
90,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire2",228,433,90,1,1,"",1,74,"",0,[2977],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsChargedBreachstoneInvSlots",15,""
91,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire3",228,551,91,1,1,"",1,74,"",0,[2982],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsEnrichedBreachstoneInvSlots",20,""
92,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire4",228,668,92,1,1,"",1,74,"",0,[2987],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsPureBreachstoneInvSlots",25,""
93,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold2",329,433,93,1,1,"",1,74,"",0,[2978],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsChargedBreachstoneInvSlots",16,""
94,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold3",329,551,94,1,1,"",1,74,"",0,[2983],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsEnrichedBreachstoneInvSlots",21,""
95,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold4",329,668,95,1,1,"",1,74,"",0,[2988],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsPureBreachstoneInvSlots",26,""
96,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning2",430,433,96,1,1,"",1,74,"",0,[2979],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsChargedBreachstoneInvSlots",17,""
97,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning3",430,551,97,1,1,"",1,74,"",0,[2984],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsEnrichedBreachstoneInvSlots",22,""
98,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning4",430,668,98,1,1,"",1,74,"",0,[2989],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsPureBreachstoneInvSlots",27,""
99,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical2",532,433,99,1,1,"",1,74,"",0,[2980],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsChargedBreachstoneInvSlots",18,""
100,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical3",532,551,100,1,1,"",1,74,"",0,[2985],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsEnrichedBreachstoneInvSlots",23,""
101,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical4",532,668,101,1,1,"",1,74,"",0,[2990],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsPureBreachstoneInvSlots",28,""
102,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos2",633,433,102,1,1,"",1,74,"",0,[2981],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasChargedBreachstoneInvSlots",19,""
103,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos3",633,551,103,1,1,"",1,74,"",0,[2986],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasEnrichedBreachstoneInvSlots",24,""
104,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos4",633,668,104,1,1,"",1,74,"",0,[2991],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasPureBreachstoneInvSlots",29,""
105,"Metadata/Items/Scarabs/ScarabBlight1",68,774,105,1,1,"",2,54,"",0,[3712],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
106,"Metadata/Items/Scarabs/ScarabBlight2",169,774,106,1,1,"",2,54,"",0,[3713],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
107,"Metadata/Items/Scarabs/ScarabBlight3",270,774,107,1,1,"",2,54,"",0,[3714],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
108,"Metadata/Items/Scarabs/ScarabBlight4",370,774,108,1,1,"",2,54,"",0,[3715],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
109,"Metadata/Items/Scarabs/ScarabBreach4",793,677,109,1,1,"",2,54,"",0,[3604],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
110,"Metadata/Items/Scarabs/ScarabMaps4",793,287,110,1,1,"",2,54,"",0,[3614],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
111,"Metadata/Items/Scarabs/ScarabUniques4",370,186,111,1,1,"",2,54,"",0,[3623],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
112,"Metadata/Items/Scarabs/ScarabBeasts4",370,89,112,1,1,"",2,54,"",0,[3630],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
113,"Metadata/Items/Scarabs/ScarabShaperRares4",793,89,113,1,1,"",2,54,"",0,[3642],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
114,"Metadata/Items/Scarabs/ScarabElderRares4",793,482,114,1,1,"",2,54,"",0,[3646],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
115,"Metadata/Items/Scarabs/ScarabSulphite4",370,382,115,1,1,"",2,54,"",0,[3654],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
116,"Metadata/Items/Scarabs/ScarabDivinationCards4",793,579,116,1,1,"",2,54,"",0,[3661],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
117,"Metadata/Items/Scarabs/ScarabTorment4",370,284,117,1,1,"",2,54,"",0,[3668],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
118,"Metadata/Items/Scarabs/ScarabStrongbox4",370,675,118,1,1,"",2,54,"",0,[3676],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
119,"Metadata/Items/Scarabs/ScarabHarbinger4",793,384,119,1,1,"",2,54,"",0,[3685],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
120,"Metadata/Items/Scarabs/ScarabPerandus4",793,189,120,1,1,"",2,54,"",0,[3693],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
121,"Metadata/Items/Scarabs/ScarabLegion4",370,577,121,1,1,"",2,54,"",0,[3702],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
122,"Metadata/Items/Scarabs/ScarabMetamorph4",370,479,122,1,1,"",2,54,"",0,[3711],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
123,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessDedication",572,96,123,1,1,"",0,66,"",0,[3011],"","",0,""
124,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessGift",482,186,124,1,1,"",0,66,"",0,[3010],"","",0,""
125,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessTribute",572,186,125,1,1,"",0,66,"",0,[3009],"","",0,""
126,"Metadata/Items/Scarabs/ScarabAbyss1",491,774,126,1,1,"",2,54,"",0,[3716],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
127,"Metadata/Items/Scarabs/ScarabAbyss2",592,774,127,1,1,"",2,54,"",0,[3717],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
128,"Metadata/Items/Scarabs/ScarabAbyss3",693,774,128,1,1,"",2,54,"",0,[3718],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
129,"Metadata/Items/Scarabs/ScarabAbyss4",793,774,129,1,1,"",2,54,"",0,[3719],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
130,"Metadata/Items/Currency/CurrencyRitualSplinter",147,281,130,1,1,"",0,66,"",0,[328],"","",0,""
131,"Metadata/Items/Currency/CurrencyRitualStone",147,368,131,1,1,"",0,66,"",0,[329],"","",0,""
132,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",725,553,132,1,1,"",0,66,"",0,[4150],"","",0,""
133,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternalUber",254,456,133,1,1,"",0,66,"",0,[3004],"","",0,""
134,"Metadata/Items/MapFragments/CurrencyLegionFragmentKaruiUber",345,456,134,1,1,"",0,66,"",0,[3002],"","",0,""
135,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaalUber",437,456,135,1,1,"",0,66,"",0,[3006],"","",0,""
136,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplarUber",527,456,136,1,1,"",0,66,"",0,[3005],"","",0,""
137,"Metadata/Items/MapFragments/CurrencyLegionFragmentMarakethUber",617,456,137,1,1,"",0,66,"",0,[3003],"","",0,""
138,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",228,78,138,1,1,"",1,74,"",0,[215],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderFireInvSlots",0,""
139,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",329,78,139,1,1,"",1,74,"",0,[216],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderColdInvSlots",1,""
140,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",430,78,140,1,1,"",1,74,"",0,[217],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderLightningInvSlots",2,""
141,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",532,78,141,1,1,"",1,74,"",0,[218],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderPhysicalInvSlots",3,""
142,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",633,78,142,1,1,"",1,74,"",0,[219],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderChaosInvSlots",4,""
143,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire5",228,785,143,1,1,"",1,74,"",0,[2992],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsFlawlessBreachstoneInvSlots",30,""
144,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold5",329,785,144,1,1,"",1,74,"",0,[2993],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsFlawlessBreachstoneInvSlots",31,""
145,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning5",430,785,145,1,1,"",1,74,"",0,[2994],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsFlawlessBreachstoneInvSlots",32,""
146,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical5",532,785,146,1,1,"",1,74,"",0,[2995],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsFlawlessBreachstoneInvSlots",33,""
147,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos5",633,785,147,1,1,"",1,74,"",0,[2996],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasFlawlessBreachstoneInvSlots",34,""
148,"Metadata/Items/MapFragments/CurrencySirusFragment1",385,96,148,1,1,"",0,66,"",0,[2966],"","",0,""
149,"Metadata/Items/MapFragments/CurrencySirusFragment2",385,186,149,1,1,"",0,66,"",0,[2967],"","",0,""
150,"Metadata/Items/MapFragments/CurrencySirusFragment3",295,186,150,1,1,"",0,66,"",0,[2968],"","",0,""
151,"Metadata/Items/MapFragments/CurrencySirusFragment4",295,96,151,1,1,"",0,66,"",0,[2969],"","",0,""
152,"PrimordialBosses",70,445,0,72,1,"",3,66,"",2,"[4616,4618,4612,4614]","","",0,""
