"rownum","Id","Projectile","Animation","bool_36","i32_37","bool_41"
79,79,561,20,"",0,""
80,80,580,20,"",0,""
81,81,581,20,"",0,""
82,82,583,20,"",0,""
83,83,589,20,"",0,""
84,84,230,20,"",0,""
85,85,323,25,"",0,""
86,86,598,20,"",0,""
87,87,599,20,"",0,""
88,88,600,20,1,0,""
89,89,601,20,1,0,""
90,90,602,33,1,0,""
91,91,603,20,"",0,""
92,92,526,20,1,0,""
93,93,608,20,1,0,""
94,94,628,20,"",0,""
95,95,631,20,1,0,""
96,96,632,26,1,0,""
97,97,646,20,1,0,""
98,98,647,20,"",0,""
99,99,648,24,"",0,""
100,100,650,20,"",0,""
101,101,651,20,"",0,""
102,102,652,20,"",0,""
103,103,653,20,"",0,""
104,104,654,20,"",0,""
105,105,664,20,"",0,""
106,106,655,20,1,0,""
107,107,649,20,"",0,""
108,108,676,20,"",0,""
109,109,680,20,"",0,""
110,110,695,20,1,0,""
111,111,698,20,"",0,""
112,112,704,20,"",0,""
113,113,719,20,"",0,""
114,114,720,20,"",0,""
115,115,752,20,1,0,""
116,116,756,20,"",0,""
117,117,757,20,"",0,""
118,118,759,20,"",0,""
119,119,779,20,"",0,""
120,120,762,20,"",0,""
121,121,753,20,1,0,""
122,122,754,20,1,0,""
123,123,773,20,"",0,""
124,124,774,20,"",0,""
125,125,785,20,1,5,""
126,126,786,20,"",0,""
127,127,792,20,"",0,1
128,128,795,20,"",0,1
129,129,802,20,1,0,""
130,130,803,20,1,5,""
131,131,826,20,"",0,""
132,132,837,20,"",0,""
133,133,806,20,"",0,""
134,134,804,20,1,5,""
135,135,868,20,1,0,""
136,136,870,20,1,-15,""
137,137,871,20,1,0,""
138,138,872,20,"",0,""
139,139,871,20,"",0,""
140,140,890,20,1,0,""
141,141,914,20,"",0,""
142,142,922,20,"",0,""
143,143,923,20,"",0,""
144,144,929,20,"",0,""
145,145,931,20,"",0,""
146,146,942,20,"",0,""
147,147,943,20,"",0,""
148,148,944,20,"",0,""
149,149,945,20,"",0,""
150,150,946,20,"",0,""
151,151,947,20,"",0,""
152,152,949,20,"",0,""
153,153,953,20,"",0,""
154,154,962,20,"",0,""
155,155,963,20,"",0,""
156,156,954,20,"",0,""
157,157,955,20,"",0,""
158,158,997,20,"",0,""
159,159,998,20,"",0,""
160,160,1001,20,1,0,""
161,161,1002,20,"",0,""
162,162,1002,20,"",0,""
163,163,1017,20,"",0,""
164,164,1015,20,"",0,""
165,165,1019,20,"",0,""
166,166,1020,20,"",0,""
167,167,1021,20,"",0,""
168,168,992,20,"",0,""
169,169,1047,20,"",0,""
170,170,1057,25,"",0,1
171,171,1058,20,"",0,""
172,172,1059,20,1,0,""
173,173,1060,20,"",0,""
174,174,1061,20,"",0,""
175,175,1062,20,"",0,""
176,176,1065,20,"",0,""
177,177,1063,20,"",0,""
178,178,1064,20,"",0,""
179,179,10,27,"",0,""
180,180,1078,20,"",0,""
181,181,1079,20,"",0,""
182,182,1076,26,"",0,""
183,183,1077,20,"",0,""
184,184,1078,20,"",0,""
185,185,1079,20,"",0,""
186,186,1080,20,"",0,""
187,187,1084,20,"",0,1
188,188,1089,20,"",0,""
189,189,1097,20,"",0,""
190,190,1100,20,"",0,""
191,191,1099,20,1,0,""
192,192,1115,20,"",0,""
193,193,1118,20,1,40,""
194,194,1119,24,"",0,""
195,195,1119,26,"",0,""
196,196,1120,25,"",0,""
197,197,1128,20,"",0,""
198,198,1129,20,"",0,""
199,199,1130,24,"",0,""
200,200,803,20,"",0,""
201,201,1135,20,"",0,""
202,202,1148,20,"",0,""
203,203,1151,20,1,15,""
204,204,1152,20,1,15,""
205,205,1159,20,"",0,1
206,206,1160,20,"",0,""
207,207,1162,20,"",0,""
208,208,1164,20,1,0,""
209,209,509,20,"",0,""
210,210,1187,20,1,40,""
211,211,1188,20,1,40,""
212,212,1194,20,1,0,""
213,213,1200,20,1,0,""
214,214,1221,20,"",0,""
215,215,1222,20,1,0,""
216,216,1223,20,"",0,""
217,217,1090,20,"",0,""
218,218,869,20,"",0,""
219,219,582,20,"",0,""
220,220,277,20,"",0,""
221,221,399,20,"",0,""
222,222,400,20,"",0,""
223,223,542,24,"",0,""
224,224,1230,20,"",0,""
225,225,1235,20,"",0,""
226,226,1236,20,"",0,""
227,227,1237,20,"",0,""
228,228,1241,20,"",0,""
229,229,1242,20,"",0,""
230,230,1265,20,"",0,""
231,231,1266,20,"",0,""
232,232,1267,20,"",0,""
233,233,1268,20,"",0,""
234,234,1269,20,"",0,""
235,235,1272,20,"",0,""
236,236,1274,20,"",0,""
237,237,1275,20,"",0,""
238,238,1277,20,"",0,""
239,239,1279,20,"",0,""
240,240,1281,20,"",0,""
241,241,1286,20,"",0,""
242,242,1292,20,"",0,""
243,243,1293,20,1,0,""
244,244,1295,20,"",0,""
245,245,1309,20,"",0,""
246,246,1313,20,"",0,""
247,247,1313,20,"",0,""
248,248,1142,20,"",0,""
249,249,1310,20,1,25,""
250,250,1328,20,"",0,""
251,251,1334,20,1,0,""
252,252,1331,20,"",0,""
253,253,1329,20,"",0,""
254,254,1333,20,"",0,""
255,255,1338,20,"",0,""
256,256,1341,20,"",0,""
257,257,1354,20,"",0,""
258,258,1335,20,"",0,""
259,259,1336,20,"",0,""
260,260,1337,20,"",0,""
261,261,1348,20,"",0,""
262,262,1344,20,1,0,""
263,263,1350,20,1,-40,""
264,264,1351,20,1,10,""
265,265,1352,20,"",0,""
266,266,1353,20,"",0,""
267,267,1360,20,"",0,""
268,268,1361,20,"",0,""
269,269,1366,20,"",0,""
270,270,1368,20,"",0,""
271,271,1378,20,"",0,""
272,272,1379,20,"",0,""
273,273,1382,20,"",0,""
274,274,1387,20,"",0,""
275,275,1389,20,"",0,""
276,276,1390,20,"",0,""
277,277,1380,20,"",0,""
278,278,1381,20,"",0,""
279,279,1383,20,"",0,""
280,280,1395,20,"",0,""
281,281,1045,20,1,0,""
282,282,1397,20,"",0,""
283,283,1398,20,"",0,""
284,284,1399,20,"",0,""
285,285,1370,20,"",0,""
286,286,1373,20,1,0,""
287,287,1371,20,1,0,""
288,288,1372,20,"",0,""
289,289,1374,20,1,0,""
290,290,1375,20,"",0,""
291,291,1404,20,"",0,""
292,292,1405,20,"",0,""
293,293,1406,20,1,0,""
