"rownum","Id","i32_8","WorldAreasKeys","MinCount","MaxCount","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool_60","[i32]_61","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","i32_133","PackFormation","i32_153","bool_157","[string]_158","bool_174","bool_175","bool_176","bool_177","[string]_178","NecropolisPack"
117,"Act2-SpiderClimbDownViperStrike",0,[34],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],119
118,"Act2-SpiderSmall4",0,[34],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],123
119,"Act2-SpiderThorn",0,[34],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],127
120,"Act2-SnakeMeleeInca",0,"[35,39]",2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],143
121,"Act2-Fragment",0,[35],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],131
122,"Act2-GuardBowFire",0,[35],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],134
123,"Act2-GuardDaggers",0,[35],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],133
124,"Act2-VaalOverseer",0,[35],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],129
125,"Act2-GuardSpear",0,[35],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],132
126,"Act2-SkeletonMeleeKnightElemental",0,[35],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],138
127,"Act2-GolemFire",0,[35],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],82
128,"Act2-BanditMeleeWarlordsMarkMaul",0,[36],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],104
129,"Act2-Rhoas",0,[36],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],10
130,"Act2-CrabParasites",0,[36],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],106
131,"Act2-BanditBowBlastRain",0,[36],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],105
132,"Act2-PlagueInsect",0,[36],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],144
133,"Act2-MonkeyBloodEnrage3",0,[37],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],95
134,"Act2-BeastGroundSlam",0,[37],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],75
135,"Act2-SnakeSpit",0,[37],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],80
136,"Act2-BeastCaveDegenAura",0,[38],2,4,0,0,[],"",[100],"[""ForestCaveFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],73
137,"Act2-GhostPirateGreenWand",0,[38],2,5,0,0,[],"",[100],"[""ForestCaveFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],65
138,"Act2-SpawnPhaseRun",0,[38],4,10,0,0,[],"",[100],"[""ForestCaveFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],43
139,"Act2-SkeletonCasterLightning2Vaal_",0,[38],2,5,20,1,[443],"",[100],"[""DungeonFloor""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],135
140,"Act2-SkeletonCasterCold2Vaal",0,[38],2,5,20,1,[1670],"",[100],"[""DungeonFloor""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],135
141,"Act2-SkeletonCasterFire2Vaal_",0,[38],2,5,20,1,[1664],"",[100],"[""DungeonFloor""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],135
142,"Act2-SkeletonMeleeLightningVaal_",0,[38],2,5,20,1,[443],"",[100],"[""DungeonFloor""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],139
143,"Act2-SkeletonMeleeColdVaal",0,[38],2,5,20,1,[1670],"",[100],"[""DungeonFloor""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],139
144,"Act2-SkeletonMeleeFireVaal",0,[38],2,5,20,1,[1664],"",[100],"[""DungeonFloor""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],139
145,"Act2-FragmentMultipleProjectile",0,"[38,39]",2,6,0,0,[],"","[100,20]","[""DungeonFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],131
146,"Act2-BeastVulnerabilityCurse",0,[38],2,4,0,0,[],"",[20],"[""ForestCaveFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],76
147,"Act2-MineBat2",0,[38],3,5,0,0,[],"",[20],"[""ForestCaveFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],90
148,"Act2-SkeletonMeleeLightningShieldVaal",0,[39],2,5,33,1,"[443,1077,1063,1062,1064,1061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],139
149,"Act2-SkeletonMeleeColdShieldVaal",0,[39],2,5,33,1,"[1670,1077,1063,1062,1064,1061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],139
150,"Act2-SkeletonMeleeFireShieldVaal",0,[39],2,5,33,1,"[1664,1077,1063,1062,1064,1061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],139
151,"Act2-GolemFireVaalPyramid",0,[39],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],82
152,"Act2-SkeletonCasterLightning2Vaal_2",0,[39],2,5,33,1,"[443,1077,1063,1062,1064,1061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],135
153,"Act2-SkeletonCasterCold2Vaal2",0,[39],2,5,33,1,"[1670,1077,1063,1062,1064,1061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],135
154,"Act2-SkeletonCasterFire2Vaal_2",0,[39],2,5,33,1,"[1664,1077,1063,1062,1064,1061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],135
155,"Act2-SkeletonMelee",0,[40],3,5,33,1,[2608],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],31
156,"Act2-SkeletonBow2",0,[40],3,5,33,1,[2608],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],40
157,"Act2-ZombieMoldyEmerge",0,[40],3,5,33,1,[2608],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],93
158,"Act2-PlagueInsect1",0,[40],4,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],144
159,"Act3-UndyingOutcastWhirlingBlades",0,"[42,43,45]",2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],220
160,"Act3-InsectWild",0,"[42,45]",3,9,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],84
161,"Act3-SkeletonMeleeSword",0,[42],2,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],31
162,"Act3-SkeletonBowLightning2",0,[42],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],479
163,"Act3-InsectSpawner",0,[43],3,7,50,1,[1606],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],198
164,"Act3-SnakeScorpion",0,"[43,45]",3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],216
165,"Act3-Firemonster1",0,[44],3,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],183
166,"Act3-SkeletonMeleeFire",0,[44],3,5,100,1,[1662],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],467
167,"Act3-SkeletonCasterFireMultipleProjectiles2",0,[44],3,5,100,1,[1662],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],465
168,"Act3-PyromaniacFire",0,[44],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],209
169,"Act3-CityStalkerMaleFire",0,[44],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],172
170,"Act3-CityStalkerMaleWorkerCold",0,"[45,50]",3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],170
171,"Act3-CityStalkerFemaleCold",0,[45],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],170
172,"Act3-UndyingOutcastPuncture",0,[45],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],220
173,"Act3-SkeletonMeleeCold2",0,[46],3,4,100,1,[1668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],460
174,"Act3-SkeletonCasterCold7",0,[46],3,4,100,1,[1668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],458
175,"Act3-CityStalkerFreezingPulse",0,[46],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],171
176,"Act3-AxisFootSoldier2_Battlefront",0,[47],3,6,50,1,[1320],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],152
177,"Act3-GuardianHead_Battlefront",0,[47],4,7,100,1,"[1593,1592]","",[100],"[""BattlefieldTop"",""IvoryTempleTrim""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],212
178,"Act3-AxisEliteSoldier2_Battlefront",0,[47],3,5,50,1,[1320],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],147
179,"Act3-AxisEliteSoldierShield_Battlefront",0,[47],3,5,50,1,[1320],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],147
180,"Act3-GuardianHead",0,"[48,49]",4,7,100,1,"[1580,1582]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],212
181,"Act3-WaterElementalPure",0,[49],3,5,0,0,[],"",[100],"[""TempleWaterBottom""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],221
182,"Act3-Dockworkers",0,[50],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],176
