"rownum","Id","Accuracy","IsPlayerMinion","Armour","Evasion","EnergyShield","DamageSpread","Resistances","AltLife1","AltLife2","BaseDamageIgnoresAttackSpeed"
171,"SkeletonMeleeBossCrossroads",100,"",50,0,0,20,27,"","",1
172,"Fairgraves",100,"",25,0,0,20,3,"","",""
173,"DelveSkeletonBoss",100,"",25,15,0,20,8,"","",""
174,"FairgravesMapBoss",100,"",25,0,0,20,35,"","",""
175,"FairgravesTreasure",100,"",25,0,0,20,35,"","",""
176,"FairgravesTreasurePinata",100,"",25,0,0,20,35,"","",""
177,"SkeletonCasterFire",100,"",25,0,100,20,1,"","",""
178,"ConstructCasterFire",100,"",75,0,100,20,18,"","",""
179,"SkeletonCasterCold",100,"",0,15,100,20,2,"","",""
180,"SkeletonCasterGold",100,"",0,15,100,20,8,"","",""
181,"SkeletonCasterBlack",100,"",0,15,100,20,8,"","",""
182,"ConstructCasterCold",100,"",75,15,100,20,19,"","",""
183,"SkeletonCasterLightning",100,"",0,0,100,20,3,"","",""
184,"IntMissionSkeletonCasterLightning",100,"",0,0,100,20,24,"","",""
185,"SkeletonCasterMalachai",100,"",100,0,100,20,24,"","",""
186,"ConstructCasterLightning",100,"",75,0,100,20,20,"","",""
187,"ConstructCasterLightningAtziri",100,"",0,0,100,20,20,"","",""
188,"SkeletonCasterBossInvasion",100,"",0,0,100,20,38,"","",""
189,"SkeletonCasterDescent2Lightning",100,"",0,0,100,20,3,"","",""
190,"SkeletonCasterLightningBoss",100,"",0,0,100,20,35,"","",""
191,"SkeletonBoss",100,"",50,0,0,20,27,"","",""
192,"SkeletonBossLake",100,"",50,0,0,20,38,"","",""
193,"SkeletonBossMapChatters",100,"",50,0,0,20,35,"","",""
194,"LabyrinthLieutenantSkeletonBoss",100,"",15,0,0,20,26,"","",""
195,"LabyrinthLieutenantSkeletonBossCold",100,"",15,0,0,20,27,"","",""
196,"ProphecySkeletonBossFire",100,"",50,0,0,20,26,"","",""
197,"ProphecySkeletonBossCold",100,"",50,0,0,20,27,"","",""
198,"ProphecySkeletonBossLightning",100,"",50,0,0,20,28,"","",""
199,"SkeletonBossDescent",100,"",50,0,0,20,0,"","",""
200,"SkeletonMeleeBossInvasion",100,"",50,0,0,20,38,"","",""
201,"SkeletonBossEndlessLedge",100,"",50,0,0,20,27,"","",""
202,"SkeletonMapBoss",100,"",50,0,0,20,35,"","",""
203,"SkeletonBurnBossMinion",100,"",25,0,0,30,3,"","",""
204,"SkeletonSoldierMelee",100,"",100,0,0,30,3,"","",1
205,"SkeletonSoldierMeleeAtlasUber",100,"",100,0,0,30,3,"","",1
206,"SkeletonSoldierMeleeChampion",100,"",100,0,0,30,3,"","",1
207,"SkeletonSoldierMeleeBoss",100,"",100,0,0,20,28,"","",1
208,"SkeletonSoldierMeleeBossSideArea",100,"",100,0,50,20,38,"","",1
209,"SkeletonSoldierMeleeMapBoss",100,"",100,0,0,20,35,"","",1
210,"SkeletonSoldierRanged",100,"",100,10,0,20,3,"","",1
211,"SkeletonSoldierRangedChampion",100,"",100,10,0,20,3,"","",1
212,"SkeletonSoldierRangedChampionAtlasUber",100,"",100,10,0,20,3,"","",1
213,"SkeletonSoldierElite",100,"",100,0,0,30,20,"","",""
214,"SkeletonSoldierRangedBoss",100,"",100,10,0,20,28,"","",1
215,"SkeletonSoldierRangedBossClone",100,"",100,10,0,20,28,"","",1
216,"SkeletonSoldierRangedMapBoss",100,"",100,10,0,20,35,"","",1
217,"SkeletonSoldierRangedMapBoss2",100,"",100,10,0,20,35,"","",1
218,"SkeletonSoldierRangedMapBossClone",100,"",100,10,0,20,35,"","",1
219,"VollBoss",100,"",100,0,0,20,39,"","",""
220,"VollMapBoss",100,"",100,0,0,20,35,"","",""
221,"VollMapBossAtlasUber",100,"",100,0,0,20,35,"","",""
222,"VollMapBoss2",100,"",100,0,0,20,35,"","",""
223,"Maligaro",100,"",0,50,50,20,27,"","",""
224,"MaligaroMapBoss",100,"",0,50,50,20,35,"","",""
225,"MaligaroMapBoss2",100,"",0,50,50,20,35,"","",""
226,"MaligaroBoss2MapUber",100,"",0,50,50,20,36,"","",""
227,"MaligaroProphecy",100,"",0,50,50,20,27,"","",""
228,"Doedre",100,"",0,0,100,20,26,"","",""
229,"DoedreMapBoss",100,"",0,0,100,20,35,"","",""
230,"DoedreMapBoss2",100,"",0,0,100,20,35,"","",""
231,"DoedreUniqueMapBoss",100,"",0,0,100,20,35,"","",""
232,"DoedreProphecy",100,"",0,0,100,20,26,"","",""
233,"Shavronne",100,"",0,0,100,20,28,"","",""
234,"ShavronneMapBoss",100,"",0,0,100,20,35,"","",""
235,"ShavronneMapBoss2",100,"",0,0,100,20,35,"","",""
236,"Malachai",100,"",100,0,0,30,39,"","",""
237,"MalachaiMapBoss",100,"",100,0,0,30,35,"","",""
238,"MalachaiMapBossShaper",100,"",100,0,0,30,35,"","",""
239,"MalachaiMapBossSimplified",100,"",100,0,0,30,35,"","",""
240,"DaressoBoss",100,"",75,50,0,30,39,"","",""
241,"DaressoBossMerciless",100,"",75,50,0,30,39,"","",""
242,"DaressoMapBoss",100,"",75,50,0,30,35,"","",""
243,"DaressoProphecy",100,"",75,50,0,30,27,"","",""
244,"Bandit",100,"",0,20,0,20,0,"","",1
245,"BanditDockhand",100,"",0,20,0,20,0,"","",1
246,"BanditChestGuard",100,"",0,20,0,20,8,"","",""
247,"BanditLordMinion",100,"",75,20,0,20,0,"","",""
248,"BanditSpectator",100,"",0,0,0,0,0,"","",""
249,"BanditShaped",100,"",25,20,0,20,8,"","",""
250,"BanditChampion",100,"",50,20,0,20,0,"","",""
251,"BanditBoar",100,"",75,20,0,20,0,"","",""
252,"Hostage",100,"",0,0,0,20,24,"","",""
253,"BanditBoss",100,"",75,20,0,20,34,"","",""
254,"BanditBossInvasion",100,"",75,20,0,20,38,"","",""
255,"BanditMapBoss",100,"",75,20,0,20,35,"","",""
256,"BanditBossDescent",100,"",75,20,0,20,0,"","",""
257,"BanditBossEndlessLedge",100,"",75,20,0,20,34,"","",""
258,"BanditMartyr",100,"",0,20,0,20,0,"","",""
259,"BanditMartyrBossSideArea",100,"",20,20,0,20,38,"","",""
260,"BanditBossMinor",100,"",20,20,0,20,24,"","",""
261,"BanditTwoHandedWeapon",100,"",50,0,0,20,0,"","",""
262,"BanditTwoHandedWeaponDockhand",100,"",50,0,0,20,0,"","",""
263,"BanditDockChampionType",100,"",25,0,0,20,0,"","",""
264,"BanditTwoHandedWeaponShaped",100,"",25,0,0,20,8,"","",""
265,"BanditTwoHandedWeaponBear",100,"",25,0,0,20,0,"","",""
266,"BanditBowBossSideArea",100,"",20,20,0,20,24,"","",""
267,"BanditMageMapBoss",100,"",0,0,20,20,35,"","",""
268,"BanditAnimalTrioBoss",100,"",75,80,0,20,34,"","",""
269,"BanditAnimalTrioBossLake",100,"",75,80,0,20,38,"","",""
270,"BanditAnimalTrioBossSpawned",100,"",75,40,0,20,34,"","",""
271,"Ghost",100,"",0,50,50,20,3,"","",1
272,"GhostCaster",100,"",0,50,50,20,3,"","",1
273,"GhostEssence",100,"",0,50,50,20,3,"","",1
274,"GhostMaps",100,"",0,50,50,20,3,"","",1
275,"GhostMapBoss",100,"",0,50,50,20,35,"","",1
276,"GhostBossShipGraveyard",100,"",0,50,50,20,26,"","",1
277,"GhostPirateGreenBladeVortex",100,"",0,50,50,20,3,"","",1
278,"GhostChampion",100,"",0,50,50,20,3,"","",1
279,"GhostBossInvasion",100,"",0,50,50,20,38,"","",1
280,"GhostRanged",100,"",0,50,50,20,3,"","",1
281,"GhostRangedMaps",100,"",0,50,50,20,3,"","",1
282,"GhostWand",100,"",0,50,50,20,3,"","",1
283,"GhostWandMaps",100,"",0,50,50,20,3,"","",1
284,"GhostBossSideArea",100,"",0,50,50,20,38,"","",1
285,"GhostBossLake",100,"",0,50,50,20,38,"","",1
286,"GhostBossSideAreaLowbie",100,"",0,50,50,20,38,"","",1
287,"Ghost2",100,"",0,50,50,20,3,"","",1
288,"BanditBow",100,"",25,10,0,20,0,"","",1
289,"BanditBowDockhand",100,"",0,10,0,20,0,"","",1
290,"BanditBowChestGuard",100,"",0,10,0,20,8,"","",""
291,"BanditBowChampion",100,"",25,10,0,20,0,"","",""
292,"BanditBowChampionDockhand",100,"",0,10,0,20,0,"","",""
293,"BanditBowBossInvasion",100,"",0,10,0,20,0,"","",""
294,"BanditBowBossBlackwood",100,"",0,10,0,20,0,"","",""
295,"BanditBowMapBoss",100,"",0,10,0,20,35,"","",""
296,"BanditBowMapBossFire",100,"",75,10,0,20,35,"","",""
297,"BanditBowStag",100,"",25,10,0,20,0,"","",""
298,"Goatman",100,"",0,5,0,20,1,"","",1
299,"GoatmanLightning",100,"",0,5,0,20,1,"","",1
300,"GoatmanAbberath",100,"",0,5,0,20,18,"","",""
301,"MountainGoatman",100,"",0,5,0,20,2,"","",1
302,"GoatmanChimera",100,"",0,5,0,20,1,"","",""
303,"GoatmanChimeraTough",100,"",0,5,0,20,8,"","",""
304,"GoatmanChimeraBoss",100,"",0,5,0,20,1,"","",""
305,"GoatmanMapSubBoss",100,"",0,5,0,20,35,"","",""
306,"GoatmanMapBoss",100,"",0,5,0,20,35,"","",""
307,"GoatmanMapBossAtlasUber",100,"",0,5,0,20,35,"","",""
308,"GoatmanMaps",100,"",0,5,0,20,1,"","",""
309,"GoatmanBossInvasion",100,"",0,5,0,20,38,"","",""
310,"GoatmanBossNavali",100,"",0,5,0,20,1,"","",""
311,"GoatmanBossSideArea",100,"",0,5,0,20,38,"","",""
312,"GoatmanBossSideAreaLowbie",100,"",0,5,0,20,38,"","",""
313,"GoatmanShaman",100,"",0,0,50,20,18,"","",1
314,"GoatmanShamanAtlasUber",100,"",0,0,50,20,18,"","",1
315,"GoatmanShamanAbberath",100,"",0,0,50,20,18,"","",""
316,"MountainGoatmanShaman",100,"",0,0,50,20,19,"","",1
317,"MountainGoatmanShamanLakeBoss",100,"",0,0,50,20,38,"","",1
318,"MountainGoatmanChampion",100,"",0,5,0,20,19,"","",1
319,"MountainGoatmanChampionAtlasUber",100,"",0,5,0,20,19,"","",1
320,"GoatmanShamanFireChampion",100,"",0,0,50,20,18,"","",""
321,"GoatmanShamanLightning",100,"",0,0,50,20,20,"","",1
322,"GoatmanShamanLightningAtlasUber",100,"",0,0,50,20,20,"","",1
323,"GoatmanShamanLightningChampion",100,"",0,0,50,20,20,"","",""
324,"GoatmanShamanBossInvasion",100,"",0,0,50,20,38,"","",""
325,"GoatmanShamanBossPrisonersGate",100,"",0,0,50,20,26,"","",""
326,"GoatmanShamanBossSideArea",100,"",0,0,50,20,38,"","",""
327,"GoatmanShamanBossSideAreaLowbie",100,"",0,0,50,20,38,"","",""
328,"Lion",100,"",0,10,0,20,1,"","",1
329,"LionAtlasUber",100,"",0,10,0,20,1,"","",1
330,"LionRyslathaMinion",100,"",0,10,0,20,1,"","",""
331,"LionWolf",100,"",0,10,0,20,2,"","",""
332,"LionWolfChampion",100,"",0,10,0,20,2,"","",""
333,"LionWolfDelve",100,"",0,30,0,20,2,"","",""
334,"LionWolfDelveMedium",100,"",0,20,0,20,2,"","",""
335,"LionWolfDelveSmall",100,"",0,10,0,20,2,"","",""
336,"LionWolfChampionDelve",100,"",0,10,0,20,2,"","",""
337,"LionAlpha",100,"",0,10,0,20,18,"","",1
338,"LionChimera",100,"",0,10,0,20,1,"","",""
339,"LionChimeraTough",100,"",0,10,0,20,8,"","",""
340,"LionChimeraBoss",100,"",0,10,0,20,1,"","",""
341,"LionBoss",100,"",0,10,0,20,26,"","",""
342,"LionBossPrisonersGate",100,"",0,10,0,20,26,"","",""
343,"LionBossInvasion",100,"",0,10,0,20,38,"","",""
344,"LionBossDexMission",100,"",0,10,0,20,38,"","",""
345,"LionBossEndlessLedge",100,"",0,10,0,20,26,"","",""
346,"LionTalisman",100,"",0,10,0,20,1,"","",""
347,"SummonedWolfRigwald",100,"",0,10,0,20,2,"","",""
348,"MapWolf",100,"",0,0,0,20,2,"","",""
349,"MapWolfBoss1",100,"",0,0,0,20,35,"","",""
350,"MapWolfBoss2",100,"",0,0,0,20,35,"","",""
351,"WolfBossGreust",100,"",0,0,0,20,0,"","",""
352,"SummonedSpectralWolf",340,1,0,0,0,20,42,"","",""
353,"SummonedWolf",340,1,0,0,0,20,42,"","",""
354,"SummonedTiger",340,1,0,0,0,20,42,"","",""
355,"Hellion",100,"",10,10,0,20,1,"","",""
356,"HellionBoss",100,"",10,10,0,20,26,"","",""
357,"Hound",100,"",0,10,0,20,1,"","",1
358,"Hound2",100,"",0,10,0,20,1,"","",1
359,"HoundBoss",100,"",0,10,0,20,26,"","",1
360,"HoundBoss2",100,"",0,10,0,20,26,"","",1
361,"HoundMapBoss",100,"",0,10,0,20,35,"","",1
362,"AlbinoRhoa",100,"",25,0,0,20,2,"","",""
363,"Rhoa",100,"",25,0,0,20,2,"","",""
364,"RhoaUntaintedBoss",100,"",25,0,0,20,35,"","",""
365,"RhoaDexMissionMinion",100,"",25,0,0,20,2,"","",""
366,"RhoaDexMissionBoss",100,"",25,0,0,20,27,"","",""
367,"RhoaTalisman",100,"",25,0,0,20,2,"","",""
368,"ProphecyRhoa",100,"",25,0,0,20,27,"","",""
369,"Spiker",100,"",25,15,0,20,2,"","",1
370,"SpikerAtlasUber",100,"",25,15,0,20,2,"","",1
371,"SpikerChrome",100,"",25,15,0,20,2,"","",1
372,"SpikerMaps",100,"",25,15,0,20,2,"","",1
373,"SpikerBossInvasion",100,"",25,15,0,20,38,"","",1
374,"BloodChieftain",100,"",0,0,0,20,18,"","",""
375,"BloodChieftainUpdatedRig",100,"",0,0,0,20,18,"","",""
376,"BloodChieftainUntaintedBoss",100,"",0,0,0,20,35,"","",""
377,"BloodChieftainDexMissionBoss",100,"",0,0,0,20,26,"","",""
378,"BloodChieftainBossSideArea",100,"",0,0,0,20,38,"","",""
379,"BloodChieftainBoss",100,"",20,0,0,20,26,"","",""
380,"BloodChieftainBossInvasion",100,"",0,0,0,20,38,"","",""
381,"BloodChieftainBossLake",100,"",0,0,0,20,38,"","",""
382,"BloodChieftainMapBoss",100,"",0,0,0,20,35,"","",""
383,"BloodChieftainBossEndlessLedge",100,"",0,0,0,20,26,"","",""
384,"BloodChieftainTalisman",100,"",0,0,0,20,18,"","",""
385,"BloodChieftainParasite",100,"",0,0,0,20,18,"","",""
386,"BloodChieftainParasiteBoss",100,"",0,0,0,20,27,"","",""
387,"BloodChieftainUltimatum",100,"",0,0,0,20,18,1,"",""
388,"ShieldCrab",100,"",25,0,0,20,1,"","",1
389,"ShieldCrabAddedCold",100,"",25,0,0,20,9,"","",1
390,"ShieldCrabColdConvertMaps",100,"",25,0,0,20,1,"","",1
391,"ShieldCrabBoss",100,"",25,0,0,20,26,"","",1
392,"ShieldCrabBossInvasion",100,"",25,0,0,20,38,"","",1
393,"ShieldCrabBossLake",100,"",25,0,0,20,38,"","",1
394,"ShieldCrabBossDexMission",100,"",25,0,0,20,38,"","",1
395,"ShieldCrabNoTransform",100,"",25,0,0,20,38,"","",1
396,"ShieldCrab2",100,"",25,0,0,20,1,"","",1
397,"SeaWitch",100,"",0,0,100,20,19,"","",1
398,"SeaWitchWeak",100,"",0,0,100,20,19,"","",1
399,"SeaWitchFrostbolt",100,"",0,0,100,20,19,"","",1
400,"SeaWitchMerveilDaughter",100,"",0,0,100,20,19,"","",1
401,"SeaWitchBossEndlessLedge",100,"",0,0,100,20,27,"","",""
402,"SeaWitchSummoned",100,"",0,0,0,20,19,"","",""
403,"SeaWitchBossMinor",100,"",0,0,100,20,19,"","",""
404,"SeaWitchMapBoss",100,"",0,0,100,20,35,"","",""
405,"SeaWitchMapBossLightning",100,"",0,0,100,20,35,"","",""
406,"SeaWitchBossSideArea",100,"",0,0,100,20,38,"","",""
