"rownum","RewardOffer","i32_16","Characters","Reward","RewardLevel","rid_56","i32_72","string_76","[rid]_84","RewardStack","bool_104","bool_105","[rid]_106","i32_122","i32_126","[rid]_130","i32_146","rid_150","i32_166","[rid]_170"
25,0,25,[5],1653,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
26,0,26,[5],1941,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
27,0,27,[5],2011,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
28,0,28,[5],1733,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
29,0,29,[5],1892,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
30,0,30,[5],2002,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
31,0,31,[2],1825,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
32,0,32,[2],1614,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
33,0,33,[2],1846,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
34,0,34,[2],2085,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
35,3,0,[1],1884,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
36,3,1,[1],1885,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
37,3,2,[1],1791,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
38,3,3,[1],1890,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
39,3,4,[1],1607,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
40,3,5,[1],2087,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
41,3,6,[6],1884,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
42,3,7,[6],1956,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
43,3,8,[6],1737,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
44,3,9,[6],1867,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
45,3,10,[6],2087,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
46,3,11,[0],1731,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
47,3,12,[0],1981,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
48,3,13,[0],1867,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
49,3,14,[0],1677,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
50,3,15,[4],1671,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
51,3,16,[4],1731,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
52,3,17,[4],1700,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
53,3,18,[4],1867,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
54,3,19,[4],1963,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
55,3,20,[4],1987,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
56,3,21,[4],1677,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
57,3,22,[3],1671,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
58,3,23,[3],1728,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
59,3,24,[3],1700,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
60,3,25,[3],2017,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
61,3,26,[5],1728,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
62,3,27,[5],1885,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
63,3,28,[5],1890,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
64,3,29,[5],1607,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
65,3,30,[2],1884,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
66,3,31,[2],1728,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
67,3,32,[2],1731,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
68,3,33,[2],1867,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
69,4,0,[1],1994,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
70,4,1,[6],1596,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
71,4,2,[6],1994,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
72,4,3,[0],1596,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
73,4,4,[4],1596,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
74,4,5,[4],1983,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
75,4,6,[3],1983,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
76,4,7,[5],1983,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
77,4,8,[5],1994,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
78,4,9,[2],1596,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
79,4,10,[2],1983,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
80,4,11,[2],1994,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
81,8,0,[1],1624,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
82,8,1,[1],1686,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
83,8,2,[1],1894,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
84,8,3,[1],1921,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
85,8,4,[1],1689,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
86,8,5,[1],2060,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
87,8,6,[1],1917,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
88,8,7,[1],2328,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
89,8,8,[6],1615,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
90,8,9,[6],1624,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
91,8,10,[6],1755,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
92,8,11,[6],1689,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
93,8,12,[6],2104,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
94,8,13,[0],1616,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
95,8,14,[0],1755,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
96,8,15,[0],1615,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
97,8,16,[0],2104,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
98,8,17,[0],2330,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
99,8,18,[4],1616,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
100,8,19,[4],1615,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
101,8,20,[4],1755,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
102,8,21,[4],1618,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
103,8,22,[4],1919,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
104,8,23,[4],2104,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
105,8,24,[3],1616,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
106,8,25,[3],1618,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
107,8,26,[3],1621,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
108,8,27,[3],1755,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
109,8,28,[3],1894,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
110,8,29,[3],2018,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
111,8,30,[3],2318,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
112,8,31,[5],1616,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
113,8,32,[5],1621,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
114,8,33,[5],1624,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
115,8,34,[5],1618,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
116,8,35,[5],1894,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
117,8,36,[5],1764,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
118,8,37,[2],1616,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
119,8,38,[2],1621,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
120,8,39,[2],1624,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
121,8,40,[2],1615,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
122,8,41,[2],1755,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
123,8,42,[2],1618,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
124,8,43,[2],1921,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
125,8,44,[2],2104,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
126,8,45,[0],1050,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
127,8,46,[0],1111,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
128,8,47,[0],1131,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
129,8,48,[4],1050,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
130,8,49,[4],1111,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
131,8,50,[4],1071,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
132,8,51,[3],1071,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
133,8,52,[3],1151,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
134,8,53,[3],1111,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
135,8,54,[5],1071,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
136,8,55,[5],1151,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
137,8,56,[5],1091,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
138,8,57,[1],1091,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
139,8,58,[1],1131,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
140,8,59,[1],1151,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
141,8,60,[6],1050,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
142,8,61,[6],1131,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
143,8,62,[6],1091,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
144,8,63,[2],1050,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
145,8,64,[2],1071,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
146,8,65,[2],1091,8,1,0,"",[],1,"",1,[],1646,0,[],2,"",0,[]
147,7,0,[1],1715,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
148,7,1,[1],1674,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
149,7,2,[1],1673,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
150,7,3,[1],1865,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
151,7,4,[1],1891,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
152,7,5,[1],1930,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
153,7,6,[6],1865,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
154,7,7,[6],1715,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
155,7,8,[6],1705,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
156,7,9,[6],1589,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
157,7,10,[0],1589,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
158,7,11,[0],1705,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
159,7,12,[0],1597,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
160,7,13,[0],2073,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
161,7,14,[4],1851,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
162,7,15,[4],1589,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
163,7,16,[4],1603,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
164,7,17,[4],1995,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
165,7,18,[4],1705,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
166,7,19,[4],1597,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
167,7,20,[4],2073,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
168,7,21,[3],1603,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
169,7,22,[3],1851,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
170,7,23,[3],1767,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
171,7,24,[3],1995,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
172,7,25,[3],1850,1,"",0,"",[],1,"","",[],1646,0,[],2,"",0,[]
173,7,26,[5],1715,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
174,7,27,[5],1995,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
175,7,28,[5],1865,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
176,7,29,[5],1603,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
177,7,30,[5],1767,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
178,7,31,[5],2004,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
179,7,32,[5],1609,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
180,7,33,[5],1942,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
181,7,34,[2],1865,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
182,7,35,[2],1851,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
183,7,36,[2],1589,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
184,7,37,[2],2004,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
185,7,38,[2],1705,1,"",0,"",[],1,"","",[],1646,0,[],2,"",0,[]
186,7,39,[2],1995,1,"",0,"",[],1,"","",[],1646,0,[],2,"",0,[]
187,7,40,[2],1715,1,"",0,"",[],1,"","",[],1646,0,[],2,"",0,[]
188,10,0,[1],1588,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
189,10,1,[1],2081,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
190,10,2,[1],1702,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
191,10,3,[1],1795,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
192,10,4,[1],1893,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
193,10,5,[1],1908,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
194,10,6,[1],1608,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
195,10,7,[1],1611,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
196,10,8,[1],2114,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
197,10,9,[6],1613,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
198,10,10,[6],1588,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
199,10,11,[6],2081,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
200,10,12,[6],1784,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
201,10,13,[6],1757,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
202,10,14,[6],1908,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
203,10,15,[6],1962,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
204,10,16,[6],1927,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
205,10,17,[6],2076,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
206,10,18,[6],2111,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
207,10,19,[6],2114,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
208,10,20,[0],1649,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
209,10,21,[0],1613,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
210,10,22,[0],1592,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
211,10,23,[0],1899,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
212,10,24,[0],1990,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
213,10,25,[0],2077,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
214,10,26,[0],2299,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
215,10,27,[4],1599,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
216,10,28,[4],1592,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
217,10,29,[4],1684,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
218,10,30,[4],1965,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
219,10,31,[4],2077,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
220,10,32,[3],1955,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
221,10,33,[3],1684,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
222,10,34,[3],1701,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
223,10,35,[3],1761,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
224,10,36,[3],1696,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
225,10,37,[3],1879,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
226,10,38,[3],1600,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
227,10,39,[3],2125,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
228,10,40,[5],1761,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
229,10,41,[5],2106,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
230,10,42,[5],1726,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
231,10,43,[5],1766,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
232,10,44,[5],1730,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
233,10,45,[5],1881,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
234,10,46,[5],1893,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
235,10,47,[5],1608,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
236,10,48,[5],2015,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
237,10,49,[2],1613,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
238,10,50,[2],1684,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
239,10,51,[2],1588,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
240,10,52,[2],1881,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
241,10,53,[2],1908,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
242,10,54,[2],1927,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
243,10,55,[2],2098,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
244,10,56,[2],2108,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
245,13,0,[1],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
246,13,1,[1],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
247,13,2,[1],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
248,13,3,[1],1794,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
249,13,4,[1],1735,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
250,13,5,[1],1605,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
251,13,6,[1],2063,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
252,13,7,[1],2297,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
253,13,8,[1],1652,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
254,13,9,[6],1844,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
255,13,10,[6],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
256,13,11,[6],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
257,13,12,[6],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
258,13,13,[6],1968,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
259,13,14,[6],1974,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
260,13,15,[6],2063,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
261,13,16,[6],1680,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
262,13,17,[0],1666,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
263,13,18,[0],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
264,13,19,[0],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
265,13,20,[0],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
266,13,21,[0],2074,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
267,13,22,[0],1863,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
268,13,23,[0],2099,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
269,13,24,[0],1698,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
270,13,25,[0],1679,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
271,13,26,[4],1845,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
272,13,27,[4],1666,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
273,13,28,[4],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
274,13,29,[4],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
275,13,30,[4],1604,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
276,13,31,[4],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
277,13,32,[4],1996,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
278,13,33,[4],1626,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
279,13,34,[4],2074,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
280,13,35,[4],1863,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
281,13,36,[4],2099,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
282,13,37,[4],2105,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
283,13,38,[4],1679,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
284,13,39,[4],1678,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
285,13,40,[4],1676,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
286,13,41,[3],1845,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
287,13,42,[3],1843,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
288,13,43,[3],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
289,13,44,[3],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
290,13,45,[3],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
291,13,46,[3],1604,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
292,13,47,[3],1735,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
293,13,48,[3],1626,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
294,13,49,[3],2020,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
295,13,50,[5],1670,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
296,13,51,[5],1843,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
297,13,52,[5],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
298,13,53,[5],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
299,13,54,[5],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
300,13,55,[5],2065,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
301,13,56,[5],1735,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
302,13,57,[5],1605,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
303,13,58,[5],2012,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
304,13,59,[5],1626,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
