"rownum","Mod","TiersWhitelist","TransformAchievement","ModFamilies"
214,26456,[1],"","[4398,1553,52,125]"
215,26457,[2],"","[4398,1553,52,125]"
216,26458,[3],"","[4398,1553,52,125]"
217,26459,[4],"","[4398,1553,52,125]"
218,26460,[1],"","[4398,1553,52,125]"
219,26461,[2],"","[4398,1553,52,125]"
220,26462,[3],"","[4398,1553,52,125]"
221,26463,[4],"","[4398,1553,52,125]"
222,26464,[1],"","[125,4399,1552,50]"
223,26465,[2],"","[125,4399,1552,50]"
224,26466,[3],"","[125,4399,1552,50]"
225,26467,[4],"","[125,4399,1552,50]"
226,26468,[1],"","[4399,1552,50,125]"
227,26469,[2],"","[4399,1552,50,125]"
228,26470,[3],"","[4399,1552,50,125]"
229,26471,[4],"","[4399,1552,50,125]"
230,26472,[1],"","[4399,1552,50,125]"
231,26473,[2],"","[4399,1552,50,125]"
232,26474,[3],"","[4399,1552,50,125]"
233,26475,[4],"","[4399,1552,50,125]"
234,26476,[1],"","[125,4400,1178,54]"
235,26477,[2],"","[125,4400,1178,54]"
236,26478,[3],"","[125,4400,1178,54]"
237,26479,[4],"","[125,4400,1178,54]"
238,26480,[1],"","[4400,1178,54,125]"
239,26481,[2],"","[4400,1178,54,125]"
240,26482,[3],"","[4400,1178,54,125]"
241,26483,[4],"","[4400,1178,54,125]"
242,26484,[1],"","[4400,1178,54,125]"
243,26485,[2],"","[4400,1178,54,125]"
244,26486,[3],"","[4400,1178,54,125]"
245,26487,[4],"","[4400,1178,54,125]"
246,26488,[1],"","[1276,71]"
247,26489,[2],"","[1276,71]"
248,26490,[3],"","[1276,71]"
249,26491,[4],"","[1276,71]"
250,26492,[1],"","[1276,71]"
251,26493,[2],"","[1276,71]"
252,26494,[3],"","[1276,71]"
253,26495,[4],"","[1276,71]"
254,26496,[1],"","[3505,1180,1108]"
255,26497,[2],"","[3505,1180,1108]"
256,26498,[3],"","[3505,1180,1108]"
257,26499,[4],"","[3505,1180,1108]"
258,26500,[1],"","[3505,1180,1108]"
259,26501,[2],"","[3505,1180,1108]"
260,26502,[3],"","[3505,1180,1108]"
261,26503,[4],"","[3505,1180,1108]"
262,26504,[1],"","[3505,1180,1108]"
263,26505,[2],"","[3505,1180,1108]"
264,26506,[3],"","[3505,1180,1108]"
265,26507,[4],"","[3505,1180,1108]"
266,26508,[1],"",[]
267,26509,[2],"",[]
268,26510,[3],"",[]
269,26511,[4],"",[]
270,26512,[1],"","[125,4398,19,115,1553,52]"
271,26513,[2],"","[125,4398,19,115,1553,52]"
272,26514,[3],"","[125,4398,19,115,1553,52]"
273,26515,[4],"","[125,4398,19,115,1553,52]"
274,26516,[1],"","[4398,19,115,1553,52,125]"
275,26517,[2],"","[4398,19,115,1553,52,125]"
276,26518,[3],"","[4398,19,115,1553,52,125]"
277,26519,[4],"","[4398,19,115,1553,52,125]"
278,26520,[1],"","[125,4399,19,115,1552,50]"
279,26521,[2],"","[125,4399,19,115,1552,50]"
280,26522,[3],"","[125,4399,19,115,1552,50]"
281,26523,[4],"","[125,4399,19,115,1552,50]"
282,26524,[1],"","[4399,19,115,1552,50,125]"
283,26525,[2],"","[4399,19,115,1552,50,125]"
284,26526,[3],"","[4399,19,115,1552,50,125]"
285,26527,[4],"","[4399,19,115,1552,50,125]"
286,26528,[1],"","[125,4400,19,115,1178,54]"
287,26529,[2],"","[125,4400,19,115,1178,54]"
288,26530,[3],"","[125,4400,19,115,1178,54]"
289,26531,[4],"","[125,4400,19,115,1178,54]"
290,26532,[1],"","[4400,19,115,1178,54,125]"
291,26533,[2],"","[4400,19,115,1178,54,125]"
292,26534,[3],"","[4400,19,115,1178,54,125]"
293,26535,[4],"","[4400,19,115,1178,54,125]"
294,26536,[1],"","[1276,19,115,71]"
295,26537,[2],"","[1276,19,115,71]"
296,26538,[3],"","[1276,19,115,71]"
297,26539,[4],"","[1276,19,115,71]"
298,26540,[1],"","[1276,19,115,71]"
299,26541,[2],"","[1276,19,115,71]"
300,26542,[3],"","[1276,19,115,71]"
301,26543,[4],"","[1276,19,115,71]"
302,26544,[1],"",[115]
303,26545,[1],"",[115]
304,26546,[2],"",[115]
305,26547,[2],"",[115]
306,26548,[3],"",[115]
307,26549,[4],"",[115]
308,26550,[1],"",[115]
309,26551,[1],"",[115]
310,26552,[2],"",[115]
311,26553,[2],"",[115]
312,26554,[3],"",[115]
313,26555,[4],"",[115]
314,26556,[1],"","[125,4398,1553]"
315,26557,[1],"","[125,4398,1553]"
316,26558,[2],"","[125,4398,1553]"
317,26559,[2],"","[125,4398,1553]"
318,26560,[3],"","[125,4398,1553]"
319,26561,[4],"","[125,4398,1553]"
320,26562,[1],"","[4398,1553,125]"
321,26563,[1],"","[4398,1553,125]"
322,26564,[2],"","[4398,1553,125]"
323,26565,[2],"","[4398,1553,125]"
324,26566,[3],"","[4398,1553,125]"
325,26567,[4],"","[4398,1553,125]"
326,26568,[1],"","[125,4399,1552]"
327,26569,[1],"","[125,4399,1552]"
328,26570,[2],"","[125,4399,1552]"
329,26571,[2],"","[125,4399,1552]"
330,26572,[3],"","[125,4399,1552]"
331,26573,[4],"","[125,4399,1552]"
332,26574,[1],"","[4399,1552,125]"
333,26575,[1],"","[4399,1552,125]"
334,26576,[2],"","[4399,1552,125]"
335,26577,[2],"","[4399,1552,125]"
336,26578,[3],"","[4399,1552,125]"
337,26579,[4],"","[4399,1552,125]"
338,26580,[1],"","[125,4400,1178]"
339,26581,[1],"","[125,4400,1178]"
340,26582,[2],"","[125,4400,1178]"
341,26583,[2],"","[125,4400,1178]"
342,26584,[3],"","[125,4400,1178]"
343,26585,[4],"","[125,4400,1178]"
344,26586,[1],"","[4400,1178,125]"
345,26587,[1],"","[4400,1178,125]"
346,26588,[2],"","[4400,1178,125]"
347,26589,[2],"","[4400,1178,125]"
348,26590,[3],"","[4400,1178,125]"
349,26591,[4],"","[4400,1178,125]"
350,26592,[1],"",[1276]
351,26593,[1],"",[1276]
352,26594,[2],"",[1276]
353,26595,[2],"",[1276]
354,26596,[3],"",[1276]
355,26597,[4],"",[1276]
356,26598,[1],"",[1276]
357,26599,[1],"",[1276]
358,26600,[2],"",[1276]
359,26601,[2],"",[1276]
360,26602,[3],"",[1276]
361,26603,[4],"",[1276]
362,26604,[1],"",[]
363,26605,[1],"",[]
364,26606,[2],"",[]
365,26607,[2],"",[]
366,26608,[3],"",[]
367,26609,[4],"",[]
368,26610,[1],"",[]
369,26611,[1],"",[]
370,26612,[2],"",[]
371,26613,[2],"",[]
372,26614,[3],"",[]
373,26615,[4],"",[]
374,26616,[1],"","[3505,1180]"
375,26617,[1],"","[3505,1180]"
376,26618,[2],"","[3505,1180]"
377,26619,[2],"","[3505,1180]"
378,26620,[3],"","[3505,1180]"
379,26621,[4],"","[3505,1180]"
380,26622,[1],"","[3505,1180]"
381,26623,[1],"","[3505,1180]"
382,26624,[2],"","[3505,1180]"
383,26625,[2],"","[3505,1180]"
384,26626,[3],"","[3505,1180]"
385,26627,[4],"","[3505,1180]"
386,26628,[1],"",[]
387,26629,[2],"",[]
388,26630,[3],"",[]
389,26631,[4],"",[]
390,26632,[1],"",[]
391,26633,[2],"",[]
392,26634,[3],"",[]
393,26635,[4],"",[]
394,26636,[2],"",[]
395,26637,[3],"",[]
396,26638,[4],"",[]
397,26639,[2],"",[2210]
398,26640,[3],"",[2210]
399,26641,[4],"",[2210]
400,26642,[2],"",[4932]
401,26643,[3],"",[4932]
402,26644,[4],"",[4932]
403,26645,[2],"",[4932]
404,26646,[3],"",[4932]
405,26647,[4],"",[4932]
406,26648,[3],"","[4399,50,125]"
407,26649,[4],"","[4399,50,125]"
408,26650,[3],"","[4399,50,125]"
409,26651,[4],"","[4399,50,125]"
410,26652,[3],"","[4398,52,125]"
411,26653,[4],"","[4398,52,125]"
412,26654,[3],"","[4398,52,125]"
413,26655,[4],"","[4398,52,125]"
414,26656,[3],"","[1276,71]"
415,26657,[4],"","[1276,71]"
416,26658,[3],"","[1276,71]"
417,26659,[4],"","[1276,71]"
418,26660,[3],"","[3505,1108]"
419,26661,[4],"","[3505,1108]"
420,26662,[3],"","[3505,1108]"
421,26663,[4],"","[3505,1108]"
422,26664,[2],"",[]
423,26665,[3],"",[]
424,26666,[4],"",[]
425,26667,[1],8421,[]
426,26668,[2],8421,[]
427,26669,[3],8421,[]
428,26670,[4],8421,[]
429,26671,[1],8421,[]
430,26672,[2],8421,[]
431,26673,[3],8421,[]
432,26674,[4],8421,[]
433,26675,[1],8421,[]
434,26676,[2],8421,[]
435,26677,[3],8421,[]
436,26678,[4],8421,[]
437,26679,[3],"",[]
438,26680,[4],"",[]
439,26681,[3],"",[]
440,26682,[4],"",[]
441,26683,[3],"",[]
442,26684,[4],"",[]
443,26685,[2],"",[]
444,26686,[3],"",[]
445,26687,[4],"",[]
446,26688,"[3,4]",8329,[115]
447,26689,"[3,4]",8329,[115]
448,26690,"[3,4]",8329,"[159,115]"
449,26691,"[3,4]",8329,[115]
450,26692,"[3,4]",8329,[115]
451,26693,"[3,4]",8329,[115]
452,26694,"[3,4]",8329,[115]
453,26695,"[3,4]",8329,[115]
454,26696,"[3,4]",8329,[115]
455,26697,"[3,4]",8329,"[4400,115,1178,54,125]"
456,26698,"[3,4]",8329,"[3505,115,1180,1108]"
457,26699,"[3,4]",8329,"[4399,115,1552,50,125]"
458,26700,"[3,4]",8329,"[4398,115,1553,52,125]"
459,26701,"[3,4]",8329,[115]
460,26702,"[3,4]",8329,[115]
461,26703,"[3,4]",8329,"[3505,19,115,1180,1108]"
462,26704,"[3,4]",8329,"[3505,19,115,1180,1108]"
463,26705,"[3,4]",8329,"[4400,19,115,1178,54,125]"
464,26706,"[3,4]",8329,"[4400,19,115,1178,54,125]"
465,26707,"[3,4]",8329,"[4399,19,115,1552,50,125]"
466,26708,"[3,4]",8329,"[4399,19,115,1552,50,125]"
467,26709,"[3,4]",8329,"[4398,19,115,1553,52,125]"
468,26710,"[3,4]",8329,"[4398,19,115,1553,52,125]"
469,26711,"[3,4]",8329,"[1276,19,115,71]"
470,26712,"[3,4]",8329,"[1276,19,115,71]"
471,26713,"[2,3,4]","",[]
472,26714,"[2,3,4]","",[]
473,26715,[1],"",[]
474,26716,[2],"",[]
475,26717,[3],"",[]
476,26718,[4],"",[]
477,26719,[1],"",[]
478,26720,[2],"",[]
479,26721,[3],"",[]
480,26722,[4],"",[]
481,26723,[2],"","[4929,4930,4931]"
482,26724,[3],"","[4929,4930,4931]"
483,26725,[4],"","[4929,4930,4931]"
484,26726,[1],"",[]
485,26727,[2],"",[]
486,26728,[3],"",[]
487,26729,[4],"",[]
488,26730,[2],"",[1626]
489,26731,[3],"",[1626]
490,26732,[4],"",[1626]
491,26733,[1],"","[1626,892]"
492,26734,[1],"","[1626,892]"
493,26735,[1],"","[1626,892]"
494,26736,[2],"","[1626,892]"
495,26737,[2],"","[1626,892]"
496,26738,[2],"","[1626,892]"
497,26739,[3],"","[1626,892]"
498,26740,[3],"","[1626,892]"
499,26741,[3],"","[1626,892]"
500,26742,[4],"","[1626,892]"
501,26743,[2],"",[]
502,26744,[2],"",[]
503,26745,[3],"",[]
504,26746,[4],"",[]
505,26747,[2],"",[]
506,26748,[3],"",[]
507,26749,[4],"",[]
508,26750,[1],8421,[]
509,26751,[2],8421,[]
510,26752,[3],8421,[]
511,26753,[4],8421,[]
512,26754,[1],"",[]
513,26755,[2],"",[]
514,26756,[3],"",[]
515,26757,[4],"",[]
516,26758,[1],"",[608]
517,26759,[2],"",[608]
518,26760,[2],"",[608]
519,26761,[3],"",[608]
520,26762,[3],"",[608]
521,26763,[4],"",[608]
522,26764,[1],"",[]
523,26765,[1],"",[]
524,26766,[1],"",[]
525,26767,[1],"",[]
526,26768,[2],"",[]
527,26769,[2],"",[]
528,26770,[3],"",[]
529,26771,[4],"",[]
530,26772,[2],"","[1276,2308,71]"
531,26773,[3],"","[1276,2308,71]"
532,26774,[4],"","[1276,2308,71]"
533,26775,[2],"","[422,1276]"
534,26776,[3],"","[422,1276]"
535,26777,[4],"","[422,1276]"
536,26778,[2],"",[]
537,26779,[3],"",[]
538,26780,[4],"",[]
539,26781,[2],"",[]
540,26782,[3],"",[]
541,26783,[4],"",[]
542,26784,[2],"",[]
543,26785,[3],"",[]
544,26786,[4],"",[]
545,26787,[2],"",[]
546,26788,[3],"",[]
547,26789,[4],"",[]
548,26790,[2],"",[]
549,26791,[3],"",[]
550,26792,[4],"",[]
551,26793,[2],"",[]
552,26794,[3],"",[]
553,26795,[4],"",[]
554,26796,[1],"",[]
555,26797,[2],"",[]
556,26798,[3],"",[]
557,26799,[4],"",[]
558,26800,[1],"",[]
559,26801,[2],"",[]
560,26802,[3],"",[]
561,26803,[4],"",[]
562,26804,[1],"",[]
563,26805,[2],"",[]
564,26806,[3],"",[]
565,26807,[4],"",[]
566,26808,[2],"","[540,4398,1553,52,125]"
567,26809,[3],"","[540,4398,1553,52,125]"
568,26810,[4],"","[540,4398,1553,52,125]"
569,26811,[2],"","[540,4398,1553,52,125]"
570,26812,[3],"","[540,4398,1553,52,125]"
571,26813,[4],"","[540,4398,1553,52,125]"
572,26814,[2],"","[540,4399,1552,50,125]"
573,26815,[3],"","[540,4399,1552,50,125]"
574,26816,[4],"","[540,4399,1552,50,125]"
575,26817,[2],"","[540,4399,1552,50,125]"
576,26818,[3],"","[540,4399,1552,50,125]"
577,26819,[4],"","[540,4399,1552,50,125]"
578,26820,[2],"","[540,4400,1178,54,125]"
579,26821,[3],"","[540,4400,1178,54,125]"
580,26822,[4],"","[540,4400,1178,54,125]"
581,26823,[2],"","[540,4400,1178,54,125]"
582,26824,[3],"","[540,4400,1178,54,125]"
583,26825,[4],"","[540,4400,1178,54,125]"
584,26826,[2],"",[1053]
585,26827,[3],"",[1053]
586,26828,[4],"",[1053]
587,26829,[2],"",[433]
588,26830,[3],"",[433]
589,26831,[4],"",[433]
590,26832,[1],"",[]
591,26833,[2],"",[]
592,26834,[3],"",[]
593,26835,[4],"",[]
594,26836,[3],"",[]
595,26837,[4],"",[]
596,26838,[3],"",[]
597,26839,[4],"",[]
598,26840,[3],"",[0]
599,26841,[4],"",[0]
600,26842,[3],"",[]
601,26843,[4],"",[]
602,26844,[3],"",[]
603,26845,[4],"",[]
604,26846,[3],"",[]
605,26847,[4],"",[]
606,26848,[2],"",[]
607,26849,[3],"",[]
608,26850,[4],"",[]
609,26851,[2],"",[]
610,26852,[3],"",[]
611,26853,[4],"",[]
612,26854,[2],"",[]
613,26855,[3],"",[]
614,26856,[4],"",[]
615,26857,"[3,4]",8328,[]
616,26858,"[3,4]",8328,[]
617,26859,"[3,4]",8328,[]
618,26860,"[3,4]",8328,[]
619,26861,"[3,4]",8328,[]
620,26862,[2],8421,[]
621,26863,[3],8421,[]
622,26864,[4],8421,[]
623,26865,[2],8328,[]
624,26866,[3],8328,[]
625,26867,[4],"",[]
626,26868,[2],"",[]
627,26869,[3],"",[]
628,26870,[4],"",[]
629,26871,[2],"",[]
630,26872,[3],"",[]
631,26873,[4],"",[]
632,26874,[2],"",[]
633,26875,[3],"",[]
634,26876,[4],"",[]
635,26877,[2],"",[]
636,26878,[3],"",[]
637,26879,[4],"",[]
638,26880,[2],"",[]
639,26881,[3],"",[]
640,26882,[4],"",[]
641,26883,[2],"",[]
642,26884,[3],"",[]
643,26885,[4],"",[]
644,26886,[2],"",[]
645,26887,[3],"",[]
646,26888,[4],"",[]
647,26889,[2],"",[]
648,26890,[3],"",[]
649,26891,[4],"",[]
650,26892,[2],"",[]
651,26893,[3],"",[]
652,26894,[4],"",[]
653,26895,[2],"",[]
654,26896,[3],"",[]
655,26897,[4],"",[]
656,26898,[2],"",[]
657,26899,[3],"",[]
658,26900,[4],"",[]
659,26901,[2],"",[]
660,26902,[3],"",[]
661,26903,[4],"",[]
662,26904,[2],"",[]
663,26905,[3],"",[]
664,26906,[4],"",[]
665,26907,[2],"",[]
666,26908,[3],"",[]
667,26909,[4],"",[]
668,26910,[2],"",[]
669,26911,[3],"",[]
670,26912,[4],"",[]
671,26913,[4],"",[]
672,26914,[2],"","[4398,52,125]"
673,26915,[3],"","[4398,52,125]"
674,26916,[4],"","[4398,52,125]"
675,26917,[2],"","[4398,52,125]"
676,26918,[3],"","[4398,52,125]"
677,26919,[4],"","[4398,52,125]"
678,26920,[2],"","[4399,50,125]"
679,26921,[3],"","[4399,50,125]"
680,26922,[4],"","[4399,50,125]"
681,26923,[2],"","[4399,50,125]"
682,26924,[3],"","[4399,50,125]"
683,26925,[4],"","[4399,50,125]"
684,26926,[2],"","[4400,54,125]"
685,26927,[3],"","[4400,54,125]"
686,26928,[4],"","[4400,54,125]"
687,26929,[2],"","[4400,54,125]"
688,26930,[3],"","[4400,54,125]"
689,26931,[4],"","[4400,54,125]"
690,26932,[2],"","[3505,1108]"
691,26933,[3],"","[3505,1108]"
692,26934,[4],"","[3505,1108]"
693,26935,[2],"","[3505,1108]"
694,26936,[3],"","[3505,1108]"
695,26937,[4],"","[3505,1108]"
696,26938,"[1,2,3,4]","",[]
697,26939,"[3,4]",8330,[174]
698,26940,"[3,4]",8330,[174]
699,26941,"[3,4]",8330,[174]
700,26942,"[3,4]",8330,[174]
701,26943,"[3,4]",8330,[174]
702,26944,"[3,4]",8330,[174]
703,26945,"[3,4]",8330,[174]
704,26946,"[3,4]",8330,[174]
705,26947,[1],"","[3530,137]"
706,26948,[2],"","[3530,137]"
707,26949,[3],"","[3530,137]"
708,26950,[4],"","[3530,137]"
709,26951,[1],"","[3530,572]"
710,26952,[2],"","[3530,572]"
711,26953,[3],"","[3530,572]"
712,26954,[4],"","[3530,572]"
713,26955,[1],"","[3530,523]"
714,26956,[2],"","[3530,523]"
715,26957,[3],"","[3530,523]"
716,26958,[4],"","[3530,523]"
717,26959,[2],8421,[]
718,26960,[3],8421,[]
719,26961,[4],8421,[]
720,26962,[2],8421,[]
721,26963,[3],8421,[]
722,26964,[4],8421,[]
723,26965,"[3,4]","",[]
724,26966,"[3,4]","",[]
725,26967,"[3,4]","",[]
726,26968,"[3,4]","",[]
727,26969,"[3,4]","",[]
728,26970,[3],"",[]
729,26971,[4],"",[]
730,26972,[3],"",[]
731,26973,[4],"",[]
732,26974,[3],"",[]
733,26975,[4],"",[]
734,26976,[2],"","[3505,1180,1108]"
735,26977,[3],"","[3505,1180,1108]"
736,26978,[4],"","[3505,1180,1108]"
737,26979,[2],"","[3505,1180,1108]"
738,26980,[3],"","[3505,1180,1108]"
739,26981,[4],"","[3505,1180,1108]"
740,26982,[2],"","[540,4399,1552,50,125]"
741,26983,[3],"","[540,4399,1552,50,125]"
742,26984,[4],"","[540,4399,1552,50,125]"
743,26985,[2],"","[540,4399,1552,50,125]"
744,26986,[3],"","[540,4399,1552,50,125]"
745,26987,[4],"","[540,4399,1552,50,125]"
746,26988,[2],"","[1276,71]"
747,26989,[3],"","[1276,71]"
748,26990,[4],"","[1276,71]"
749,26991,[2],"","[1276,71]"
750,26992,[3],"","[1276,71]"
751,26993,[4],"","[1276,71]"
752,26994,"[3,4]","",[]
753,26995,"[3,4]","",[]
754,26996,"[3,4]","",[]
755,26997,"[3,4]","",[]
756,26998,[2],"",[]
757,26999,[3],"",[]
758,27000,[4],"",[]
759,27001,[2],"",[]
760,27002,[3],"",[]
761,27003,[4],"",[]
762,27004,[3],"",[]
763,27005,[4],"",[]
764,27006,[3],"",[]
765,27007,[4],"",[]
766,27008,[3],"",[]
767,27009,[4],"",[]
768,27010,[3],"",[]
769,27011,[4],"",[]
770,27012,[3],"",[]
771,27013,[4],"",[]
772,27014,[3],"",[]
773,27015,[4],"",[]
774,27016,[2],"",[]
775,27017,[3],"",[]
776,27018,[4],"",[]
777,27019,[2],"","[1276,71]"
778,27020,[3],"","[1276,71]"
779,27021,[4],"","[1276,71]"
780,27022,[2],"","[1276,71]"
781,27023,[3],"","[1276,71]"
782,27024,[4],"","[1276,71]"
783,27025,[2],"","[4398,1553,52,125]"
784,27026,[3],"","[4398,1553,52,125]"
785,27027,[4],"","[4398,1553,52,125]"
786,27028,[2],"","[4398,1553,52,125]"
787,27029,[3],"","[4398,1553,52,125]"
788,27030,[4],"","[4398,1553,52,125]"
789,27031,[2],"","[4399,1552,50,125]"
790,27032,[3],"","[4399,1552,50,125]"
791,27033,[4],"","[4399,1552,50,125]"
792,27034,[2],"","[4399,1552,50,125]"
793,27035,[3],"","[4399,1552,50,125]"
794,27036,[4],"","[4399,1552,50,125]"
795,27037,[2],"","[4400,1178,54,125]"
796,27038,[3],"","[4400,1178,54,125]"
797,27039,[4],"","[4400,1178,54,125]"
798,27040,[2],"","[4400,1178,54,125]"
799,27041,[3],"","[4400,1178,54,125]"
800,27042,[4],"","[4400,1178,54,125]"
801,27043,[2],"",[]
802,27044,[3],"",[]
803,27045,[4],"",[]
804,27046,[3],8331,[]
805,27047,[4],8331,[]
806,27048,[2],8421,[]
807,27049,[3],8421,[]
808,27050,[4],8421,[]
809,27051,[2],"",[]
810,27052,[3],"",[]
811,27053,[4],"",[]
812,27054,[2],"",[]
813,27055,[3],"",[]
814,27056,[4],"",[]
815,27057,[2],"",[]
