"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","i32_26","i32_30"
152,"LootFilterMediumYellowTriangle",2,2,1,"",350,0,2,350
153,"LootFilterSmallYellowTriangle",2,2,1,"",350,0,2,350
154,"DelveRobot",2,2,1,"",250,0,2,250
155,"DynamiteWall",2,2,1,"",250,0,2,250
156,"DelveWaypoint",2,2,"",1,250,0,2,250
157,"YellowWaypoint",1,1,1,"",250,0,2,250
158,"HideoutSymbol",2,2,1,"",250,0,2,250
159,"BetrayalSymbolCatarina",2,2,1,"",250,0,2,250
160,"BetrayalSymbolDjinn",2,2,1,"",250,0,2,250
161,"CraftingUnlockObject",2,2,1,"",250,0,2,250
162,"CraftingBench",2,2,"",1,250,0,2,250
163,"MapDevice",2,2,"",1,250,0,2,250
164,"SynthesisBridgeEnd",2,2,1,"",250,0,2,250
165,"SynthesisFragmentEntrance",2,2,1,"",250,0,2,250
166,"SynthesisCraftingDevice",2,2,1,"",250,0,2,250
167,"SynthesisMemoryMap",2,2,1,"",250,0,2,250
168,"StashPlayer",2,2,"",1,250,0,2,250
169,"StashGuild",2,2,"",1,250,0,2,250
170,"BetrayalSymbolCart",2,2,1,"",250,0,2,250
171,"LegionInitiator",2,2,"",1,250,0,2,250
172,"LegionGeneric",2,2,1,"",250,0,2,250
173,"RewardAbyss",2,2,1,"",250,0,2,250
174,"RewardArmour",2,2,1,"",250,0,2,250
175,"RewardBestiary",2,2,1,"",250,0,2,250
176,"RewardBreach",2,2,1,"",250,0,2,250
177,"RewardCurrency",2,2,1,"",250,0,2,250
178,"RewardDivinationCards",2,2,1,"",250,0,2,250
179,"RewardEssences",2,2,1,"",250,0,2,250
180,"RewardFossils",2,2,1,"",250,0,2,250
181,"RewardFragments",2,2,1,"",250,0,2,250
182,"RewardGems",2,2,1,"",250,0,2,250
183,"RewardGenericItems",2,2,1,"",250,0,2,250
184,"RewardHarbinger",2,2,1,"",250,0,2,250
185,"RewardLabyrinth",2,2,1,"",250,0,2,250
186,"RewardMaps",2,2,1,"",250,0,2,250
187,"RewardPerandus",2,2,1,"",250,0,2,250
188,"RewardProphecy",2,2,1,"",250,0,2,250
189,"RewardScarabs",2,2,1,"",250,0,2,250
190,"RewardTalisman",2,2,1,"",250,0,2,250
191,"RewardJewellery",2,2,1,"",250,0,2,250
192,"RewardUniques",2,2,1,"",250,0,2,250
193,"RewardWeapons",2,2,1,"",250,0,2,250
194,"RewardWeaponEnchants",2,2,1,"",250,0,2,250
195,"BlightCore",2,2,"",1,250,0,2,250
196,"BlightMonster",2,2,1,"",250,0,2,250
197,"BlightSpawner",2,2,1,"",250,1,2,250
198,"RewardBlight",2,2,1,"",250,0,2,250
199,"BlightPath",1,1,1,"",250,0,1,250
200,"BlightPathInactive",1,1,1,"",250,0,1,250
201,"BlightBoss",3,3,1,"",250,2,2,250
202,"BlightPortalFire",2,2,1,"",250,1,2,250
203,"BlightPortalCold",2,2,1,"",250,1,2,250
204,"BlightPortalLightning",2,2,1,"",250,1,2,250
205,"BlightPortalMinion",2,2,1,"",250,1,2,250
206,"BlightPortalPhysical",2,2,1,"",250,1,2,250
207,"MetamorphosisMonster",2,2,1,"",250,1,2,250
208,"MetamorphosisBoss",2,2,1,"",250,2,2,250
209,"MetamorphosisFormedBoss",2,2,1,"",250,0,2,250
210,"WatchstoneAltar",2,2,1,"",250,0,2,250
211,"AfflictionInitiator",2,2,1,"",250,0,2,250
212,"LootFilterLargeCyanCircle",2,2,1,"",350,0,2,350
213,"LootFilterMediumCyanCircle",2,2,1,"",350,0,2,350
214,"LootFilterSmallCyanCircle",2,2,1,"",350,0,2,350
215,"LootFilterLargeGreyCircle",2,2,1,"",350,0,2,350
216,"LootFilterMediumGreyCircle",2,2,1,"",350,0,2,350
217,"LootFilterSmallGreyCircle",2,2,1,"",350,0,2,350
218,"LootFilterLargeOrangeCircle",2,2,1,"",350,0,2,350
219,"LootFilterMediumOrangeCircle",2,2,1,"",350,0,2,350
220,"LootFilterSmallOrangeCircle",2,2,1,"",350,0,2,350
221,"LootFilterLargePinkCircle",2,2,1,"",350,0,2,350
222,"LootFilterMediumPinkCircle",2,2,1,"",350,0,2,350
223,"LootFilterSmallPinkCircle",2,2,1,"",350,0,2,350
224,"LootFilterLargePurpleCircle",2,2,1,"",350,0,2,350
225,"LootFilterMediumPurpleCircle",2,2,1,"",350,0,2,350
226,"LootFilterSmallPurpleCircle",2,2,1,"",350,0,2,350
227,"LootFilterLargeCyanDiamond",2,2,1,"",350,0,2,350
228,"LootFilterMediumCyanDiamond",2,2,1,"",350,0,2,350
229,"LootFilterSmallCyanDiamond",2,2,1,"",350,0,2,350
230,"LootFilterLargeGreyDiamond",2,2,1,"",350,0,2,350
231,"LootFilterMediumGreyDiamond",2,2,1,"",350,0,2,350
232,"LootFilterSmallGreyDiamond",2,2,1,"",350,0,2,350
233,"LootFilterLargeOrangeDiamond",2,2,1,"",350,0,2,350
234,"LootFilterMediumOrangeDiamond",2,2,1,"",350,0,2,350
235,"LootFilterSmallOrangeDiamond",2,2,1,"",350,0,2,350
236,"LootFilterLargePinkDiamond",2,2,1,"",350,0,2,350
237,"LootFilterMediumPinkDiamond",2,2,1,"",350,0,2,350
238,"LootFilterSmallPinkDiamond",2,2,1,"",350,0,2,350
239,"LootFilterLargePurpleDiamond",2,2,1,"",350,0,2,350
240,"LootFilterMediumPurpleDiamond",2,2,1,"",350,0,2,350
241,"LootFilterSmallPurpleDiamond",2,2,1,"",350,0,2,350
242,"LootFilterLargeCyanHexagon",2,2,1,"",350,0,2,350
243,"LootFilterMediumCyanHexagon",2,2,1,"",350,0,2,350
244,"LootFilterSmallCyanHexagon",2,2,1,"",350,0,2,350
245,"LootFilterLargeGreyHexagon",2,2,1,"",350,0,2,350
246,"LootFilterMediumGreyHexagon",2,2,1,"",350,0,2,350
247,"LootFilterSmallGreyHexagon",2,2,1,"",350,0,2,350
248,"LootFilterLargeOrangeHexagon",2,2,1,"",350,0,2,350
249,"LootFilterMediumOrangeHexagon",2,2,1,"",350,0,2,350
250,"LootFilterSmallOrangeHexagon",2,2,1,"",350,0,2,350
251,"LootFilterLargePinkHexagon",2,2,1,"",350,0,2,350
252,"LootFilterMediumPinkHexagon",2,2,1,"",350,0,2,350
253,"LootFilterSmallPinkHexagon",2,2,1,"",350,0,2,350
254,"LootFilterLargePurpleHexagon",2,2,1,"",350,0,2,350
255,"LootFilterMediumPurpleHexagon",2,2,1,"",350,0,2,350
256,"LootFilterSmallPurpleHexagon",2,2,1,"",350,0,2,350
257,"LootFilterLargeCyanSquare",2,2,1,"",350,0,2,350
258,"LootFilterMediumCyanSquare",2,2,1,"",350,0,2,350
259,"LootFilterSmallCyanSquare",2,2,1,"",350,0,2,350
260,"LootFilterLargeGreySquare",2,2,1,"",350,0,2,350
261,"LootFilterMediumGreySquare",2,2,1,"",350,0,2,350
262,"LootFilterSmallGreySquare",2,2,1,"",350,0,2,350
263,"LootFilterLargeOrangeSquare",2,2,1,"",350,0,2,350
264,"LootFilterMediumOrangeSquare",2,2,1,"",350,0,2,350
265,"LootFilterSmallOrangeSquare",2,2,1,"",350,0,2,350
266,"LootFilterLargePinkSquare",2,2,1,"",350,0,2,350
267,"LootFilterMediumPinkSquare",2,2,1,"",350,0,2,350
268,"LootFilterSmallPinkSquare",2,2,1,"",350,0,2,350
269,"LootFilterLargePurpleSquare",2,2,1,"",350,0,2,350
270,"LootFilterMediumPurpleSquare",2,2,1,"",350,0,2,350
271,"LootFilterSmallPurpleSquare",2,2,1,"",350,0,2,350
272,"LootFilterLargeCyanStar",2,2,1,"",350,0,2,350
273,"LootFilterMediumCyanStar",2,2,1,"",350,0,2,350
274,"LootFilterSmallCyanStar",2,2,1,"",350,0,2,350
275,"LootFilterLargeGreyStar",2,2,1,"",350,0,2,350
276,"LootFilterMediumGreyStar",2,2,1,"",350,0,2,350
277,"LootFilterSmallGreyStar",2,2,1,"",350,0,2,350
278,"LootFilterLargeOrangeStar",2,2,1,"",350,0,2,350
279,"LootFilterMediumOrangeStar",2,2,1,"",350,0,2,350
280,"LootFilterSmallOrangeStar",2,2,1,"",350,0,2,350
281,"LootFilterLargePinkStar",2,2,1,"",350,0,2,350
282,"LootFilterMediumPinkStar",2,2,1,"",350,0,2,350
283,"LootFilterSmallPinkStar",2,2,1,"",350,0,2,350
284,"LootFilterLargePurpleStar",2,2,1,"",350,0,2,350
285,"LootFilterMediumPurpleStar",2,2,1,"",350,0,2,350
286,"LootFilterSmallPurpleStar",2,2,1,"",350,0,2,350
287,"LootFilterLargeCyanTriangle",2,2,1,"",350,0,2,350
288,"LootFilterMediumCyanTriangle",2,2,1,"",350,0,2,350
289,"LootFilterSmallCyanTriangle",2,2,1,"",350,0,2,350
290,"LootFilterLargeGreyTriangle",2,2,1,"",350,0,2,350
291,"LootFilterMediumGreyTriangle",2,2,1,"",350,0,2,350
292,"LootFilterSmallGreyTriangle",2,2,1,"",350,0,2,350
293,"LootFilterLargeOrangeTriangle",2,2,1,"",350,0,2,350
294,"LootFilterMediumOrangeTriangle",2,2,1,"",350,0,2,350
295,"LootFilterSmallOrangeTriangle",2,2,1,"",350,0,2,350
296,"LootFilterLargePinkTriangle",2,2,1,"",350,0,2,350
297,"LootFilterMediumPinkTriangle",2,2,1,"",350,0,2,350
298,"LootFilterSmallPinkTriangle",2,2,1,"",350,0,2,350
299,"LootFilterLargePurpleTriangle",2,2,1,"",350,0,2,350
300,"LootFilterMediumPurpleTriangle",2,2,1,"",350,0,2,350
301,"LootFilterSmallPurpleTriangle",2,2,1,"",350,0,2,350
302,"LootFilterLargeBlueCross",2,2,1,"",350,0,2,350
303,"LootFilterMediumBlueCross",2,2,1,"",350,0,2,350
304,"LootFilterSmallBlueCross",2,2,1,"",350,0,2,350
305,"LootFilterLargeGreenCross",2,2,1,"",350,0,2,350
306,"LootFilterMediumGreenCross",2,2,1,"",350,0,2,350
307,"LootFilterSmallGreenCross",2,2,1,"",350,0,2,350
308,"LootFilterLargeBrownCross",2,2,1,"",350,0,2,350
309,"LootFilterMediumBrownCross",2,2,1,"",350,0,2,350
310,"LootFilterSmallBrownCross",2,2,1,"",350,0,2,350
311,"LootFilterLargeRedCross",2,2,1,"",350,0,2,350
312,"LootFilterMediumRedCross",2,2,1,"",350,0,2,350
313,"LootFilterSmallRedCross",2,2,1,"",350,0,2,350
314,"LootFilterLargeWhiteCross",2,2,1,"",350,0,2,350
315,"LootFilterMediumWhiteCross",2,2,1,"",350,0,2,350
316,"LootFilterSmallWhiteCross",2,2,1,"",350,0,2,350
317,"LootFilterLargeYellowCross",2,2,1,"",350,0,2,350
318,"LootFilterMediumYellowCross",2,2,1,"",350,0,2,350
319,"LootFilterSmallYellowCross",2,2,1,"",350,0,2,350
320,"LootFilterLargeCyanCross",2,2,1,"",350,0,2,350
321,"LootFilterMediumCyanCross",2,2,1,"",350,0,2,350
322,"LootFilterSmallCyanCross",2,2,1,"",350,0,2,350
323,"LootFilterLargeGreyCross",2,2,1,"",350,0,2,350
324,"LootFilterMediumGreyCross",2,2,1,"",350,0,2,350
325,"LootFilterSmallGreyCross",2,2,1,"",350,0,2,350
326,"LootFilterLargeOrangeCross",2,2,1,"",350,0,2,350
327,"LootFilterMediumOrangeCross",2,2,1,"",350,0,2,350
328,"LootFilterSmallOrangeCross",2,2,1,"",350,0,2,350
329,"LootFilterLargePinkCross",2,2,1,"",350,0,2,350
330,"LootFilterMediumPinkCross",2,2,1,"",350,0,2,350
331,"LootFilterSmallPinkCross",2,2,1,"",350,0,2,350
332,"LootFilterLargePurpleCross",2,2,1,"",350,0,2,350
333,"LootFilterMediumPurpleCross",2,2,1,"",350,0,2,350
334,"LootFilterSmallPurpleCross",2,2,1,"",350,0,2,350
335,"LootFilterLargeBlueMoon",2,2,1,"",350,0,2,350
336,"LootFilterMediumBlueMoon",2,2,1,"",350,0,2,350
337,"LootFilterSmallBlueMoon",2,2,1,"",350,0,2,350
338,"LootFilterLargeGreenMoon",2,2,1,"",350,0,2,350
339,"LootFilterMediumGreenMoon",2,2,1,"",350,0,2,350
340,"LootFilterSmallGreenMoon",2,2,1,"",350,0,2,350
341,"LootFilterLargeBrownMoon",2,2,1,"",350,0,2,350
342,"LootFilterMediumBrownMoon",2,2,1,"",350,0,2,350
343,"LootFilterSmallBrownMoon",2,2,1,"",350,0,2,350
344,"LootFilterLargeRedMoon",2,2,1,"",350,0,2,350
345,"LootFilterMediumRedMoon",2,2,1,"",350,0,2,350
346,"LootFilterSmallRedMoon",2,2,1,"",350,0,2,350
347,"LootFilterLargeWhiteMoon",2,2,1,"",350,0,2,350
348,"LootFilterMediumWhiteMoon",2,2,1,"",350,0,2,350
349,"LootFilterSmallWhiteMoon",2,2,1,"",350,0,2,350
350,"LootFilterLargeYellowMoon",2,2,1,"",350,0,2,350
351,"LootFilterMediumYellowMoon",2,2,1,"",350,0,2,350
352,"LootFilterSmallYellowMoon",2,2,1,"",350,0,2,350
353,"LootFilterLargeCyanMoon",2,2,1,"",350,0,2,350
354,"LootFilterMediumCyanMoon",2,2,1,"",350,0,2,350
355,"LootFilterSmallCyanMoon",2,2,1,"",350,0,2,350
356,"LootFilterLargeGreyMoon",2,2,1,"",350,0,2,350
357,"LootFilterMediumGreyMoon",2,2,1,"",350,0,2,350
358,"LootFilterSmallGreyMoon",2,2,1,"",350,0,2,350
359,"LootFilterLargeOrangeMoon",2,2,1,"",350,0,2,350
360,"LootFilterMediumOrangeMoon",2,2,1,"",350,0,2,350
361,"LootFilterSmallOrangeMoon",2,2,1,"",350,0,2,350
362,"LootFilterLargePinkMoon",2,2,1,"",350,0,2,350
363,"LootFilterMediumPinkMoon",2,2,1,"",350,0,2,350
364,"LootFilterSmallPinkMoon",2,2,1,"",350,0,2,350
365,"LootFilterLargePurpleMoon",2,2,1,"",350,0,2,350
366,"LootFilterMediumPurpleMoon",2,2,1,"",350,0,2,350
367,"LootFilterSmallPurpleMoon",2,2,1,"",350,0,2,350
368,"LootFilterLargeBlueRaindrop",2,2,1,"",350,0,2,350
369,"LootFilterMediumBlueRaindrop",2,2,1,"",350,0,2,350
370,"LootFilterSmallBlueRaindrop",2,2,1,"",350,0,2,350
371,"LootFilterLargeGreenRaindrop",2,2,1,"",350,0,2,350
372,"LootFilterMediumGreenRaindrop",2,2,1,"",350,0,2,350
373,"LootFilterSmallGreenRaindrop",2,2,1,"",350,0,2,350
374,"LootFilterLargeBrownRaindrop",2,2,1,"",350,0,2,350
375,"LootFilterMediumBrownRaindrop",2,2,1,"",350,0,2,350
376,"LootFilterSmallBrownRaindrop",2,2,1,"",350,0,2,350
377,"LootFilterLargeRedRaindrop",2,2,1,"",350,0,2,350
378,"LootFilterMediumRedRaindrop",2,2,1,"",350,0,2,350
379,"LootFilterSmallRedRaindrop",2,2,1,"",350,0,2,350
380,"LootFilterLargeWhiteRaindrop",2,2,1,"",350,0,2,350
381,"LootFilterMediumWhiteRaindrop",2,2,1,"",350,0,2,350
382,"LootFilterSmallWhiteRaindrop",2,2,1,"",350,0,2,350
383,"LootFilterLargeYellowRaindrop",2,2,1,"",350,0,2,350
384,"LootFilterMediumYellowRaindrop",2,2,1,"",350,0,2,350
385,"LootFilterSmallYellowRaindrop",2,2,1,"",350,0,2,350
386,"LootFilterLargeCyanRaindrop",2,2,1,"",350,0,2,350
387,"LootFilterMediumCyanRaindrop",2,2,1,"",350,0,2,350
388,"LootFilterSmallCyanRaindrop",2,2,1,"",350,0,2,350
389,"LootFilterLargeGreyRaindrop",2,2,1,"",350,0,2,350
390,"LootFilterMediumGreyRaindrop",2,2,1,"",350,0,2,350
391,"LootFilterSmallGreyRaindrop",2,2,1,"",350,0,2,350
392,"LootFilterLargeOrangeRaindrop",2,2,1,"",350,0,2,350
393,"LootFilterMediumOrangeRaindrop",2,2,1,"",350,0,2,350
394,"LootFilterSmallOrangeRaindrop",2,2,1,"",350,0,2,350
395,"LootFilterLargePinkRaindrop",2,2,1,"",350,0,2,350
396,"LootFilterMediumPinkRaindrop",2,2,1,"",350,0,2,350
397,"LootFilterSmallPinkRaindrop",2,2,1,"",350,0,2,350
398,"LootFilterLargePurpleRaindrop",2,2,1,"",350,0,2,350
399,"LootFilterMediumPurpleRaindrop",2,2,1,"",350,0,2,350
400,"LootFilterSmallPurpleRaindrop",2,2,1,"",350,0,2,350
401,"LootFilterLargeBlueKite",2,2,1,"",350,0,2,350
402,"LootFilterMediumBlueKite",2,2,1,"",350,0,2,350
403,"LootFilterSmallBlueKite",2,2,1,"",350,0,2,350
404,"LootFilterLargeGreenKite",2,2,1,"",350,0,2,350
405,"LootFilterMediumGreenKite",2,2,1,"",350,0,2,350
406,"LootFilterSmallGreenKite",2,2,1,"",350,0,2,350
407,"LootFilterLargeBrownKite",2,2,1,"",350,0,2,350
408,"LootFilterMediumBrownKite",2,2,1,"",350,0,2,350
409,"LootFilterSmallBrownKite",2,2,1,"",350,0,2,350
410,"LootFilterLargeRedKite",2,2,1,"",350,0,2,350
411,"LootFilterMediumRedKite",2,2,1,"",350,0,2,350
412,"LootFilterSmallRedKite",2,2,1,"",350,0,2,350
413,"LootFilterLargeWhiteKite",2,2,1,"",350,0,2,350
414,"LootFilterMediumWhiteKite",2,2,1,"",350,0,2,350
415,"LootFilterSmallWhiteKite",2,2,1,"",350,0,2,350
416,"LootFilterLargeYellowKite",2,2,1,"",350,0,2,350
417,"LootFilterMediumYellowKite",2,2,1,"",350,0,2,350
418,"LootFilterSmallYellowKite",2,2,1,"",350,0,2,350
419,"LootFilterLargeCyanKite",2,2,1,"",350,0,2,350
420,"LootFilterMediumCyanKite",2,2,1,"",350,0,2,350
421,"LootFilterSmallCyanKite",2,2,1,"",350,0,2,350
422,"LootFilterLargeGreyKite",2,2,1,"",350,0,2,350
