"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32_36"
97,472,500,741,26,46,11,0
98,473,500,769,32,50,11,0
99,474,500,667,25,46,11,0
100,475,500,833,26,79,11,0
101,476,500,769,35,65,11,0
102,477,500,714,24,71,11,0
103,478,500,833,45,83,11,0
104,479,500,769,45,75,11,0
105,480,500,741,40,71,11,0
106,481,500,769,49,77,11,0
107,482,500,667,38,70,11,0
108,483,500,833,38,114,11,0
109,484,500,769,47,87,11,0
110,485,500,714,30,90,11,0
111,486,500,833,54,100,11,0
112,487,500,769,51,85,11,0
113,488,500,741,44,79,11,0
114,489,500,769,19,39,11,0
115,490,500,769,29,60,11,0
116,491,500,769,34,71,11,0
117,492,500,690,5,11,11,0
118,493,500,909,3,23,11,0
119,494,500,645,4,9,11,0
120,495,500,667,6,14,11,0
121,496,500,645,5,22,11,0
122,497,500,690,15,21,11,0
123,498,500,714,16,30,11,0
124,499,500,690,18,33,11,0
125,500,500,667,20,33,11,0
126,501,500,769,19,54,11,0
127,502,500,870,28,60,11,0
128,503,500,769,25,53,11,0
129,504,500,645,13,53,11,0
130,505,500,769,37,53,11,0
131,506,500,833,38,70,11,0
132,507,500,769,36,66,11,0
133,508,500,667,34,55,11,0
134,509,500,769,30,86,11,0
135,510,500,870,44,94,11,0
136,511,500,769,39,83,11,0
137,512,500,645,20,80,11,0
138,513,500,769,54,78,11,0
139,514,500,833,53,98,11,0
140,515,500,769,46,86,11,0
141,516,500,667,41,68,11,0
142,517,500,769,35,99,11,0
143,518,500,714,37,80,11,0
144,519,650,625,18,33,11,0
145,520,650,625,27,51,11,0
146,521,650,625,34,63,11,0
147,522,550,645,5,11,14,0
148,523,550,625,4,17,14,0
149,524,600,667,11,20,14,0
150,525,550,645,11,25,14,0
151,526,550,625,12,29,14,0
152,527,650,769,12,46,14,0
153,528,550,625,18,33,14,0
154,529,570,714,19,44,14,0
155,530,600,645,19,40,14,0
156,531,550,667,13,51,14,0
157,532,600,714,25,46,14,0
158,533,550,667,21,50,14,0
159,534,550,625,21,49,14,0
160,535,650,769,18,73,14,0
161,536,550,625,28,51,14,0
162,537,570,714,29,67,14,0
163,538,600,645,29,60,14,0
164,539,550,667,19,75,14,0
165,540,600,714,35,65,14,0
166,541,550,667,29,69,14,0
167,542,550,625,27,64,14,0
168,543,650,769,22,87,14,0
169,544,550,625,32,60,14,0
170,545,570,714,31,72,14,0
171,546,600,667,32,66,14,0
172,547,500,690,6,8,11,0
173,548,500,714,8,13,11,0
174,549,500,690,13,16,11,0
175,550,500,769,15,27,11,0
176,551,500,690,13,31,11,0
177,552,500,714,19,32,11,0
178,553,500,833,32,40,11,0
179,554,500,714,21,43,11,0
180,555,500,741,28,42,11,0
181,556,500,800,31,51,11,0
182,557,500,714,33,42,11,0
183,558,500,870,37,69,11,0
184,559,500,714,25,59,11,0
185,560,500,769,38,63,11,0
186,561,500,833,53,67,11,0
187,562,500,714,33,69,11,0
188,563,500,741,44,66,11,0
189,564,500,800,48,80,11,0
190,565,500,714,49,62,11,0
191,566,500,870,54,101,11,0
192,567,500,714,35,81,11,0
193,568,500,769,49,82,11,0
194,569,500,833,65,82,11,0
195,570,500,714,38,80,11,0
196,571,500,741,49,74,11,0
197,572,500,769,20,41,11,0
198,573,500,769,31,64,11,0
199,574,500,769,39,81,11,0
200,575,700,833,8,11,11,0
201,576,700,833,11,17,11,0
202,577,700,909,15,29,11,0
203,578,800,909,21,32,11,0
204,579,700,909,27,40,11,0
205,580,700,870,24,45,11,0
206,581,700,833,21,50,11,0
207,582,730,800,29,44,11,0
208,583,700,769,27,50,11,0
209,584,700,667,24,36,11,0
210,585,700,800,30,55,11,0
211,586,800,800,35,52,11,0
212,587,700,800,38,57,11,0
213,588,700,714,30,55,11,0
214,589,700,833,34,80,11,0
215,590,730,800,45,67,11,0
216,591,700,769,39,72,11,0
217,592,700,667,37,55,11,0
218,593,700,800,43,80,11,0
219,594,800,800,49,73,11,0
220,595,700,800,51,76,11,0
221,596,700,714,37,70,11,0
222,597,700,833,41,95,11,0
223,598,730,800,50,76,11,0
224,599,700,769,42,78,11,0
225,600,760,690,23,34,11,0
226,601,760,690,35,52,11,0
227,602,760,690,41,61,11,0
228,603,500,714,5,13,120,0
229,604,500,667,6,16,120,0
230,605,600,769,8,33,120,0
231,606,600,769,16,34,120,0
232,607,670,800,15,45,120,0
233,608,650,714,15,45,120,0
234,609,500,690,14,56,120,0
235,610,500,833,28,73,120,0
236,611,550,714,37,56,120,0
237,612,500,667,20,61,120,0
238,613,600,800,24,96,120,0
239,614,600,769,37,76,120,0
240,615,670,800,32,96,120,0
241,616,650,714,29,86,120,0
242,617,500,690,24,94,120,0
243,618,500,833,44,116,120,0
244,619,550,714,58,86,120,0
245,620,500,667,32,96,120,0
246,621,600,800,36,144,120,0
247,622,600,769,56,117,120,0
248,623,670,800,43,130,120,0
249,624,650,714,38,115,120,0
250,625,500,690,29,117,120,0
251,626,500,833,50,133,120,0
252,627,550,714,61,92,120,0
253,628,550,769,9,13,120,0
254,629,550,769,13,20,120,0
255,630,550,769,16,24,120,0
256,631,500,741,4,10,120,0
257,632,750,769,9,19,13,0
258,633,800,769,10,31,13,0
259,634,750,769,24,41,13,0
260,635,760,769,14,42,13,0
261,636,770,769,27,57,13,0
262,637,850,870,27,81,13,0
263,638,750,769,41,76,13,0
264,639,750,833,41,85,13,0
265,640,800,870,34,102,13,0
266,641,750,769,51,86,13,0
267,642,790,800,38,114,13,0
268,643,780,800,56,117,13,0
269,644,825,870,48,145,13,0
270,645,750,769,65,121,13,0
271,646,750,833,66,138,13,0
272,647,800,870,55,165,13,0
273,648,750,769,72,120,13,0
274,649,850,800,53,160,13,0
275,650,810,800,71,147,13,0
276,651,850,870,57,171,13,0
277,652,800,769,73,136,13,0
278,653,750,833,70,145,13,0
279,654,750,800,36,66,13,0
280,655,750,800,55,102,13,0
281,656,750,800,65,120,13,0
282,657,830,800,39,73,13,0
283,658,830,800,61,113,13,0
284,659,830,800,78,144,13,0
285,660,500,769,12,20,13,0
286,661,500,800,19,30,13,0
287,662,500,769,19,39,13,0
288,663,500,769,29,43,13,0
289,664,500,800,36,60,13,0
290,665,500,769,43,58,13,0
291,666,500,800,49,73,13,0
292,668,500,870,58,91,13,0
293,667,500,833,53,83,13,0
294,669,500,800,48,99,13,0
295,670,500,769,61,92,13,0
296,671,500,833,74,123,13,0
297,672,500,769,76,103,13,0
298,673,500,800,81,121,13,0
299,674,500,833,88,138,13,0
300,675,500,952,121,189,13,0
301,676,500,769,74,155,13,0
302,677,570,741,87,131,13,0
303,678,500,870,104,174,13,0
304,679,500,714,90,122,13,0
305,680,600,800,96,144,13,0
306,681,500,833,97,152,13,0
307,682,500,741,39,61,13,0
308,683,500,741,60,95,13,0
309,684,500,741,78,121,13,0
310,685,500,690,8,16,13,0
311,686,500,714,11,26,13,0
312,687,500,690,17,29,13,0
313,688,500,714,20,38,13,0
314,689,500,714,23,48,13,0
315,690,500,714,30,50,13,0
316,691,500,741,31,65,13,0
317,692,600,741,41,68,13,0
318,693,500,769,34,79,13,0
319,694,500,690,39,65,13,0
320,695,500,741,45,84,13,0
321,696,500,769,49,102,13,0
322,697,500,714,54,89,13,0
323,698,500,741,52,109,13,0
324,699,600,741,63,104,13,0
325,700,500,769,55,128,13,0
326,701,500,667,62,104,13,0
327,702,650,714,62,115,13,0
328,703,500,769,68,142,13,0
329,704,500,690,69,115,13,0
330,705,500,741,62,129,13,0
331,706,570,741,67,112,13,0
332,707,650,714,30,56,13,0
333,708,650,714,47,87,13,0
334,709,650,714,55,102,13,0
335,710,500,769,10,16,13,0
336,711,500,800,17,25,13,0
337,712,500,769,16,33,13,0
338,713,500,769,25,38,13,0
339,714,500,769,27,49,13,0
340,715,500,833,40,60,13,0
341,716,500,800,46,62,13,0
342,717,500,800,45,68,13,0
343,718,500,909,57,85,13,0
344,719,500,800,43,88,13,0
345,720,500,769,54,81,13,0
346,721,500,800,55,103,13,0
347,722,500,833,72,108,13,0
348,723,500,800,77,104,13,0
349,724,500,800,75,113,13,0
350,725,500,1000,112,168,13,0
351,726,550,769,65,135,13,0
352,727,500,741,77,115,13,0
353,728,500,800,74,138,13,0
354,729,500,909,102,153,13,0
355,730,600,870,101,137,13,0
356,731,500,833,91,136,13,0
357,732,500,870,39,64,13,0
358,733,500,870,62,103,13,0
359,734,500,870,81,135,13,0
360,735,500,833,8,15,13,0
361,3792,800,667,4,8,10,0
362,4118,700,588,0,0,11,0
363,4119,700,625,0,0,13,0
364,4936,600,667,5,9,120,0
