"rownum","BaseItemTypesKey","ArtFile","Effects","MaskFile"
70,3157,"Art/2DItems/Divination/Images/TheDragonsHeart",[],""
71,3158,"Art/2DItems/Divination/Images/TheFox",[],""
72,3159,"Art/2DItems/Divination/Images/TheDoppelganger",[],""
73,3160,"Art/2DItems/Divination/Images/TheSurvivalist",[],""
74,3161,"Art/2DItems/Divination/Images/Death",[],""
75,3162,"Art/2DItems/Divination/Images/GraveKnowledge",[],""
76,3163,"Art/2DItems/Divination/Images/TheJester",[],""
77,3164,"Art/2DItems/Divination/Images/TheMercenary",[],""
78,3165,"Art/2DItems/Divination/Images/TheInoculated",[],""
79,3166,"Art/2DItems/Divination/Images/Loyalty",[],""
80,3167,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[],""
81,3168,"Art/2DItems/Divination/Images/Audacity",[],""
82,3169,"Art/2DItems/Divination/Images/AssassinsFavor",[],""
83,3170,"Art/2DItems/Divination/Images/HuntersResolve",[],""
84,3171,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[],""
85,3172,"Art/2DItems/Divination/Images/TheConduit",[],""
86,3173,"Art/2DItems/Divination/Images/TheTower",[],""
87,3174,"Art/2DItems/Divination/Images/TheTwins",[],""
88,3175,"Art/2DItems/Divination/Images/AnarchysPrice",[],""
89,3176,"Art/2DItems/Divination/Images/TheLich",[],""
90,3177,"Art/2DItems/Divination/Images/TheThaumaturgist",[],""
91,3178,"Art/2DItems/Divination/Images/TheAesthete",[],""
92,3179,"Art/2DItems/Divination/Images/TheEnlightened",[],""
93,3180,"Art/2DItems/Divination/Images/HuntersReward",[],""
94,3181,"Art/2DItems/Divination/Images/TheFletcher",[],""
95,3182,"Art/2DItems/Divination/Images/TheSurveyor",[],""
96,3183,"Art/2DItems/Divination/Images/BowyersDream",[],""
97,3184,"Art/2DItems/Divination/Images/TheSurgeon",[],""
98,3185,"Art/2DItems/Divination/Images/VolatilePower",[],""
99,3186,"Art/2DItems/Divination/Images/LastHope",[],""
100,3187,"Art/2DItems/Divination/Images/Hubris",[],""
101,3188,"Art/2DItems/Divination/Images/BlindVenture",[],""
102,3189,"Art/2DItems/Divination/Images/MercilessArmament",[],""
103,3190,"Art/2DItems/Divination/Images/TheMapmaker",[],""
104,3191,"Art/2DItems/Divination/Images/TheWarlord",[],""
105,3192,"Art/2DItems/Divination/Images/TheDemoness",[],""
106,3193,"Art/2DItems/Divination/Images/TheTraitor",[],""
107,3194,"Art/2DItems/Divination/Images/TheOffering",[],""
108,3195,"Art/2DItems/Divination/Images/LostWorlds",[],""
109,3196,"Art/2DItems/Divination/Images/TheLordInBlack",[],""
110,3197,"Art/2DItems/Divination/Images/AMothersPartingGift",[],""
111,3198,"Art/2DItems/Divination/Images/TheBody",[],""
112,3199,"Art/2DItems/Divination/Images/TurnTheOtherCheek",[],""
113,3200,"Art/2DItems/Divination/Images/GlimmerOfHope",[],""
114,3201,"Art/2DItems/Divination/Images/TheEthereal",[],""
115,3202,"Art/2DItems/Divination/Images/Prosperity",[],""
116,3203,"Art/2DItems/Divination/Images/TheSigil",[],""
117,3204,"Art/2DItems/Divination/Images/TheDapperProdigy",[],""
118,3205,"Art/2DItems/Divination/Images/TheRabidRhoa",[],""
119,3206,"Art/2DItems/Divination/Images/TheSoul",[],""
120,3207,"Art/2DItems/Divination/Images/TheLion",[],""
121,3208,"Art/2DItems/Divination/Images/TheDragon",[],""
122,3209,"Art/2DItems/Divination/Images/Rats",[],""
123,3210,"Art/2DItems/Divination/Images/TheRisk",[],""
124,3211,"Art/2DItems/Divination/Images/Tranquillity",[],""
125,3212,"Art/2DItems/Divination/Images/HerMask",[],""
126,3213,"Art/2DItems/Divination/Images/TreasureHunter",[],""
127,3214,"Art/2DItems/Divination/Images/EarthDrinker",[],""
128,3215,"Art/2DItems/Divination/Images/TheWolfsShadow",[],""
129,3216,"Art/2DItems/Divination/Images/TheArenaChampion",[],""
130,3217,"Art/2DItems/Divination/Images/TheSephirot",[],""
131,3218,"Art/2DItems/Divination/Images/TheVisionary",[],""
132,3219,"Art/2DItems/Divination/Images/ThunderousSkies",[],""
133,3220,"Art/2DItems/Divination/Images/DyingAnguish",[],""
134,3221,"Art/2DItems/Divination/Images/TheImmortal",[],""
135,3223,"Art/2DItems/Divination/Images/BoundlessRealms",[],""
136,3222,"Art/2DItems/Divination/Images/TheThrone",[],""
137,3224,"Art/2DItems/Divination/Images/TheDevastator",[],""
138,3225,"Art/2DItems/Divination/Images/DestinedtoCrumble",[],""
139,3226,"Art/2DItems/Divination/Images/ShardofFate",[],""
140,3227,"Art/2DItems/Divination/Images/Heterochromia",[],""
141,3228,"Art/2DItems/Divination/Images/RainTempter",[],""
142,3229,"Art/2DItems/Divination/Images/TheVoid",[],""
143,3230,"Art/2DItems/Divination/Images/TheTyrant",[],""
144,3231,"Art/2DItems/Divination/Images/TheWeb",[],""
145,3232,"Art/2DItems/Divination/Images/TheHarvester",[],""
146,3233,"Art/2DItems/Divination/Images/TheLunarisPriestess",[],""
147,3234,"Art/2DItems/Divination/Images/EmperorOfPurity",[],""
148,3235,"Art/2DItems/Divination/Images/TheCursedKing",[],""
149,3236,"Art/2DItems/Divination/Images/TheStormcaller",[],""
150,3237,"Art/2DItems/Divination/Images/LysahsRespite",[],""
151,3238,"Art/2DItems/Divination/Images/CartographersDelight",[],""
152,3240,"Art/2DItems/Divination/Images/LuckyDeck",[],""
153,3241,"Art/2DItems/Divination/Images/LigthAndTruth",[],""
154,3242,"Art/2DItems/Divination/Images/LuckOfTheVaal",[],""
155,3243,"Art/2DItems/Divination/Images/TheEndurance",[],""
156,3244,"Art/2DItems/Divination/Images/ThePenitent",[],""
157,3245,"Art/2DItems/Divination/Images/TheWolf",[],""
158,3246,"Art/2DItems/Divination/Images/DiallasSubjugation",[],""
159,3247,"Art/2DItems/Divination/Images/TheCalling",[],""
160,3248,"Art/2DItems/Divination/Images/TheValkyrie",[],""
161,3249,"Art/2DItems/Divination/Images/TheFormlessSea",[],""
162,3250,"Art/2DItems/Divination/Images/TheOath",[],""
163,3251,"Art/2DItems/Divination/Images/TheScavenger",[],""
164,3252,"Art/2DItems/Divination/Images/RussiaDivinationCard",[],""
165,3253,"Art/2DItems/Divination/Images/ThePorcupine",[],""
166,3254,"Art/2DItems/Divination/Images/TheComingStorm",[],""
167,3255,"Art/2DItems/Divination/Images/ThePolymath",[],""
168,3256,"Art/2DItems/Divination/Images/TheWolverine",[],""
169,3257,"Art/2DItems/Divination/Images/Mitts",[],""
170,3258,"Art/2DItems/Divination/Images/TheWretched",[],""
171,3259,"Art/2DItems/Divination/Images/TheWolvenKingsBite",[],""
172,3260,"Art/2DItems/Divination/Images/TheStandOff",[],""
173,3261,"Art/2DItems/Divination/Images/TheForsaken",[],""
174,3262,"Art/2DItems/Divination/Images/GarishPower",[],""
175,3263,"Art/2DItems/Divination/Images/LingeringRemnants",[],""
176,3264,"Art/2DItems/Divination/Images/TheSparkAndTheFlame",[],""
177,3265,"Art/2DItems/Divination/Images/TheSaintsTreasure",[],""
178,3266,"Art/2DItems/Divination/Images/CallToTheFirstOnes",[],""
179,3267,"Art/2DItems/Divination/Images/TheValleyOfSteelBoxes",[],""
180,3268,"Art/2DItems/Divination/Images/MightIsRight",[],""
181,3269,"Art/2DItems/Divination/Images/TheOpulecent",[],""
182,3270,"Art/2DItems/Divination/Images/StruckbyLightning",[],""
183,3271,"Art/2DItems/Divination/Images/AtzirisArmory",[],""
184,3272,"Art/2DItems/Divination/Images/TheRuthlessCeinture",[],""
185,3273,"Art/2DItems/Divination/Images/NoTraces",[],""
186,3274,"Art/2DItems/Divination/Images/TheRealm",[],""
187,3275,"Art/2DItems/Divination/Images/TheEyeOfTheDragon",[],""
188,3276,"Art/2DItems/Divination/Images/TheBlazingFire",[],""
189,3277,"Art/2DItems/Divination/Images/LeftToFate",[],""
190,3278,"Art/2DItems/Divination/Images/BirthOfTheThree",[],""
191,3279,"Art/2DItems/Divination/Images/TheInsatiable",[],""
192,3280,"Art/2DItems/Divination/Images/TheObscured",[],""
193,3281,"Art/2DItems/Divination/Images/TheRustedBard",[],""
194,3282,"Art/2DItems/Divination/Images/ForbiddenPower",[],""
195,3283,"Art/2DItems/Divination/Images/TheBreach",[],""
196,3284,"Art/2DItems/Divination/Images/TheDreamer",[],""
197,3285,"Art/2DItems/Divination/Images/TheWorldEater",[0],""
198,3286,"Art/2DItems/Divination/Images/TheDeceiver",[],""
199,3287,"Art/2DItems/Divination/Images/BlessingOfGod",[],""
200,3288,"Art/2DItems/Divination/Images/ThePuzzle",[],""
201,3289,"Art/2DItems/Divination/Images/TheWitch",[],""
202,3290,"Art/2DItems/Divination/Images/ImmortalResolve",[],""
203,3291,"Art/2DItems/Divination/Images/TheJewellersBoon",[],""
204,3292,"Art/2DItems/Divination/Images/TheDarkestDream",[],""
205,3293,"Art/2DItems/Divination/Images/TheMaster",[],""
206,3294,"Art/2DItems/Divination/Images/TheFathomlessDepths",[],""
207,3295,"Art/2DItems/Divination/Images/TheUndaunted",[],""
208,3296,"Art/2DItems/Divination/Images/TheAdmirer",[],""
209,3297,"Art/2DItems/Divination/Images/TheSwordKingsSalute",[],""
210,3298,"Art/2DItems/Divination/Images/TheArmyOfBlood",[],""
211,3299,"Art/2DItems/Divination/Images/TheCelestialStone",[0],""
212,3300,"Art/2DItems/Divination/Images/Perfection",[0],""
213,3301,"Art/2DItems/Divination/Images/TheDreamland",[],""
214,3302,"Art/2DItems/Divination/Images/HarmonyOfSouls",[],""
215,3303,"Art/2DItems/Divination/Images/TheSamuraisEye",[1],""
216,3304,"Art/2DItems/Divination/Images/TheHaleHeart",[1],""
217,3305,"Art/2DItems/Divination/Images/TheMayor",[],""
218,3306,"Art/2DItems/Divination/Images/TheUndisputed",[1],""
219,3307,"Art/2DItems/Divination/Images/TheRiteofElements",[],""
220,3308,"Art/2DItems/Divination/Images/ThreeVoices",[],""
221,3309,"Art/2DItems/Divination/Images/TheProfessor",[],""
222,3310,"Art/2DItems/Divination/Images/TheBeast",[],""
223,3311,"Art/2DItems/Divination/Images/TheInnocent",[],""
224,3312,"Art/2DItems/Divination/Images/TheWiltedRose",[],""
225,3313,"Art/2DItems/Divination/Images/TheEndlessDarkness","[0,1]",""
226,3314,"Art/2DItems/Divination/Images/BeautyThroughDeath",[],""
227,3315,"Art/2DItems/Divination/Images/ThePriceofProtection",[],""
228,3316,"Art/2DItems/Divination/Images/BoonoftheFirstOnes",[],""
229,3317,"Art/2DItems/Divination/Images/TheTwilightMoon",[],""
230,3318,"Art/2DItems/Divination/Images/TheCacophony",[],""
231,3319,"Art/2DItems/Divination/Images/TheSacrifice",[],""
232,3320,"Art/2DItems/Divination/Images/ADabOfInk",[],""
233,3321,"Art/2DItems/Divination/Images/TheNurse",[],""
234,3322,"Art/2DItems/Divination/Images/TheMasterArtisan",[],""
235,3323,"Art/2DItems/Divination/Images/TheLifeThief",[],""
236,3324,"Art/2DItems/Divination/Images/TheSeeker",[],""
237,3325,"Art/2DItems/Divination/Images/TheMessenger",[],""
238,3326,"Art/2DItems/Divination/Images/TheMadKing",[],""
239,3327,"Art/2DItems/Divination/Images/BoonofJustice",[],""
240,3328,"Art/2DItems/Divination/Images/TheJourney",[],""
241,3329,"Art/2DItems/Divination/Images/ArroganceoftheVaal",[],""
242,3330,"Art/2DItems/Divination/Images/TheLanding",[],""
243,3331,"Art/2DItems/Divination/Images/TheMountain",[],""
244,3332,"Art/2DItems/Divination/Images/SevenYearsBadLuck",[],""
245,3333,"Art/2DItems/Divination/Images/TheGoldenEra",[],""
246,3334,"Art/2DItems/Divination/Images/Monochrome",[],""
247,3335,"Art/2DItems/Divination/Images/DarkTemptation",[],""
248,3336,"Art/2DItems/Divination/Images/AloneintheDarkness",[],""
249,3337,"Art/2DItems/Divination/Images/SambodhisVow",[],""
250,3338,"Art/2DItems/Divination/Images/TheLordofCelebration",[0],""
251,3339,"Art/2DItems/Divination/Images/Vanity",[],""
252,3340,"Art/2DItems/Divination/Images/ImperialLegacy",[],""
253,3341,"Art/2DItems/Divination/Images/BurningBlood",[],""
254,3342,"Art/2DItems/Divination/Images/ThePrimordial",[],""
255,3343,"Art/2DItems/Divination/Images/EchoesOfLove",[],""
256,3344,"Art/2DItems/Divination/Images/ThirstForKnowledge",[],""
257,3345,"Art/2DItems/Divination/Images/AlluringBounty",[],""
258,3346,"Art/2DItems/Divination/Images/TheFool",[],""
259,3347,"Art/2DItems/Divination/Images/PrideOfTheFirstOnes",[],""
260,3348,"Art/2DItems/Divination/Images/TheDeepOnes",[],""
261,3349,"Art/2DItems/Divination/Images/TheArchmagesRightHand",[],""
262,3350,"Art/2DItems/Divination/Images/DarkDreams",[1],""
263,3351,"Art/2DItems/Divination/Images/BuriedTreasure",[],""
264,3352,"Art/2DItems/Divination/Images/DemigodsWagergives",[],""
265,3353,"Art/2DItems/Divination/Images/TheOldMan",[],""
266,3354,"Art/2DItems/Divination/Images/NooksCrown",[1],""
267,3355,"Art/2DItems/Divination/Images/TheSideQuest",[],""
268,3356,"Art/2DItems/Divination/Images/ThePriceOfLoyalty",[],""
269,3357,"Art/2DItems/Divination/Images/TheHeroicShot",[],""
270,3358,"Art/2DItems/Divination/Images/Remembrance",[],""
271,3359,"Art/2DItems/Divination/Images/MoreIsNeverEnough",[],""
272,3360,"Art/2DItems/Divination/Images/VilePower",[],""
273,3361,"Art/2DItems/Divination/Images/TheBargain",[],""
274,3362,"Art/2DItems/Divination/Images/AzyransReward",[],""
275,3363,"Art/2DItems/Divination/Images/TheSkeleton",[],""
276,3364,"Art/2DItems/Divination/Images/TheEyeOfTerror",[],""
277,3365,"Art/2DItems/Divination/Images/TheDemon",[],""
278,3366,"Art/2DItems/Divination/Images/AkilsProphecy",[],""
279,3367,"Art/2DItems/Divination/Images/TheDamned",[],""
280,3368,"Art/2DItems/Divination/Images/VoidOfTheElements",[1],""
281,3369,"Art/2DItems/Divination/Images/TheDeal",[],""
282,3370,"Art/2DItems/Divination/Images/TheWolfsLegacy",[],""
283,3371,"Art/2DItems/Divination/Images/BaitedExpectations",[],""
284,3372,"Art/2DItems/Divination/Images/SuccorOfTheSinless",[],""
285,3373,"Art/2DItems/Divination/Images/UndergroundForest",[],""
286,3374,"Art/2DItems/Divination/Images/TheEscape",[],""
287,3375,"Art/2DItems/Divination/Images/DeathlyDesigns",[],""
288,3376,"Art/2DItems/Divination/Images/TheChosen",[],""
289,3377,"Art/2DItems/Divination/Images/CameriasCut",[],""
290,3378,"Art/2DItems/Divination/Images/DivineJustice",[],""
291,3379,"Art/2DItems/Divination/Images/TheFishmonger",[],""
292,3380,"Art/2DItems/Divination/Images/TheBones",[],""
293,3381,"Art/2DItems/Divination/Images/Friendship",[],""
294,3382,"Art/2DItems/Divination/Images/TheCraving",[],""
295,3383,"Art/2DItems/Divination/Images/EtchedInBlood",[],""
296,3384,"Art/2DItems/Divination/Images/BaronCat",[],""
297,3385,"Art/2DItems/Divination/Images/TheStrategist",[],""
298,3386,"Art/2DItems/Divination/Images/TheCheater",[],""
299,3387,"Art/2DItems/Divination/Images/TheTinkerersTable",[],""
300,3388,"Art/2DItems/Divination/Images/TheEasyStroll",[],""
301,3389,"Art/2DItems/Divination/Images/TheProgenyofLunaris",[],""
302,3390,"Art/2DItems/Divination/Images/TheEldritchDecay",[],""
303,3391,"Art/2DItems/Divination/Images/CounciloOfCats",[],""
304,3392,"Art/2DItems/Divination/Images/TheTumbleWeed",[],""
305,3393,"Art/2DItems/Divination/Images/TheHiveOfKnowledge",[],""
306,3394,"Art/2DItems/Divination/Images/GiftOfAsenath",[],""
307,3395,"Art/2DItems/Divination/Images/ANoteInTheWind",[],""
308,3396,"Art/2DItems/Divination/Images/TheGreatestIntentions",[],""
309,3397,"Art/2DItems/Divination/Images/TheWhiteKnight",[2],""
310,3398,"Art/2DItems/Divination/Images/PrometheusArmory",[],""
311,3399,"Art/2DItems/Divination/Images/TheSustenance",[],""
312,3400,"Art/2DItems/Divination/Images/PeacefulMoments",[],""
313,3401,"Art/2DItems/Divination/Images/TheAwakened",[],""
314,3402,"Art/2DItems/Divination/Images/AFamiliarCall","[0,4]",""
315,3403,"Art/2DItems/Divination/Images/TheLongCon",[],""
316,3404,"Art/2DItems/Divination/Images/TheGulf",[],""
317,3405,"Art/2DItems/Divination/Images/TheBitterBlossom",[],""
318,3406,"Art/2DItems/Divination/Images/Triskaidekaphobia",[],""
319,3407,"Art/2DItems/Divination/Images/UnrequitedLove",[],""
320,3408,"Art/2DItems/Divination/Images/TheCache",[],""
321,3409,"Art/2DItems/Divination/Images/TheAcademic",[],""
322,3410,"Art/2DItems/Divination/Images/DesecratedVirtue",[],""
323,3411,"Art/2DItems/Divination/Images/BrothersStash",[],""
324,3412,"Art/2DItems/Divination/Images/Unchained",[],""
325,3413,"Art/2DItems/Divination/Images/TheUnexpectedPrize",[],""
326,3414,"Art/2DItems/Divination/Images/CursedWords",[],""
327,3415,"Art/2DItems/Divination/Images/TheJournalist",[],""
328,3416,"Art/2DItems/Divination/Images/HauntingShadows",[],""
329,3417,"Art/2DItems/Divination/Images/Acclimatisation",[],""
330,3418,"Art/2DItems/Divination/Images/TheWhiteout",[],""
331,3419,"Art/2DItems/Divination/Images/SocietysRemorse",[],""
332,3420,"Art/2DItems/Divination/Images/DyingLight","[0,1]",""
333,3421,"Art/2DItems/Divination/Images/FatefulMeeting",[],""
334,3422,"Art/2DItems/Divination/Images/TheAstromancer","[0,1]",""
335,3423,"Art/2DItems/Divination/Images/KeepersCorruption",[1],""
336,3424,"Art/2DItems/Divination/Images/RecklessAmbition",[],""
337,3425,"Art/2DItems/Divination/Images/LoveThroughIce",[],""
338,3426,"Art/2DItems/Divination/Images/DrapedInDreams",[],""
339,3427,"Art/2DItems/Divination/Images/ThePatient",[],""
340,3428,"Art/2DItems/Divination/Images/TheLongWatch",[],""
341,3429,"Art/2DItems/Divination/Images/TheBearWoman",[5],""
342,3430,"Art/2DItems/Divination/Images/BrotherhoodInExile",[],""
343,3431,"Art/2DItems/Divination/Images/WintersEmbrace",[],""
344,3432,"Art/2DItems/Divination/Images/SambodhisWisdom",[],""
345,3433,"Art/2DItems/Divination/Images/TheEnthusiasts",[],""
346,3434,"Art/2DItems/Divination/Images/BrokenPromises",[],""
347,3435,"Art/2DItems/Divination/Images/BrushPaintAndPalette",[],""
348,3436,"Art/2DItems/Divination/Images/DeadlyJoy",[],""
349,3437,"Art/2DItems/Divination/Images/TheAdventuringSpirit",[],""
350,3438,"Art/2DItems/Divination/Images/TheEternalWar",[],""
351,3439,"Art/2DItems/Divination/Images/Prejudice",[],""
352,3440,"Art/2DItems/Divination/Images/TheShortcut",[],""
353,3441,"Art/2DItems/Divination/Images/TheCardSharp",[],""
354,3442,"Art/2DItems/Divination/Images/AModestRequest",[],""
355,3443,"Art/2DItems/Divination/Images/LuminousTrove",[],""
356,3444,"Art/2DItems/Divination/Images/TheHook",[],""
357,3445,"Art/2DItems/Divination/Images/TheLastSupper",[],""
358,3446,"Art/2DItems/Divination/Images/TheEmptiness",[],""
359,3447,"Art/2DItems/Divination/Images/ASeaOfBlue",[],""
360,3448,"Art/2DItems/Divination/Images/TheOffspring",[],""
361,3449,"Art/2DItems/Divination/Images/ThePriceOfPrescience",[],""
362,3450,"Art/2DItems/Divination/Images/TheMindsEyes",[],""
363,3451,"Art/2DItems/Divination/Images/TerribleSecretOfSpace",[],""
364,3452,"Art/2DItems/Divination/Images/TheBlessingOfMoosh",[],""
365,3453,"Art/2DItems/Divination/Images/CostlyCurio",[],""
366,3454,"Art/2DItems/Divination/Images/LachrymalNecrosis",[],""
367,3455,"Art/2DItems/Divination/Images/Dementophobia",[],""
368,3456,"Art/2DItems/Divination/Images/AmbitiousObsession",[],""
369,3457,"Art/2DItems/Divination/Images/DesperateCrusade",[],""
370,3458,"Art/2DItems/Divination/Images/AStonePerfected",[],""
371,3459,"Art/2DItems/Divination/Images/TreasuresOfTheVaal",[],""
372,3460,"Art/2DItems/Divination/Images/TheRabbitsFoot",[],""
373,3461,"Art/2DItems/Divination/Images/ChasingRisk",[],""
374,3462,"Art/2DItems/Divination/Images/ThePrinceOfDarkness",[],""
375,3463,"Art/2DItems/Divination/Images/TheCatch",[],""
376,3464,"Art/2DItems/Divination/Images/EternalBonds",[],""
377,3465,"Art/2DItems/Divination/Images/Disdain",[],""
378,3466,"Art/2DItems/Divination/Images/TheScout",[],""
379,3467,"Art/2DItems/Divination/Images/GuardiansChallenge",[],""
380,3468,"Art/2DItems/Divination/Images/TheForgottenTreasure",[],""
381,3469,"Art/2DItems/Divination/Images/TheFoxInTheBrambles",[],""
382,3470,"Art/2DItems/Divination/Images/Dream",[],""
383,3471,"Art/2DItems/Divination/Images/JudgingVoices",[],""
384,3472,"Art/2DItems/Divination/Images/Bijoux",[],""
385,3473,"Art/2DItems/Divination/Images/SilenceAndFrost",[],""
386,3474,"Art/2DItems/Divination/Images/MiseryInDarkness",[],""
387,3475,"Art/2DItems/Divination/Images/TheTirelessExtractor",[],""
388,3476,"Art/2DItems/Divination/Images/JustifiedAmbition",[],""
389,3477,"Art/2DItems/Divination/Images/ParasiticPassengers",[],""
390,3478,"Art/2DItems/Divination/Images/Duality",[],""
391,3479,"Art/2DItems/Divination/Images/TheOneThatGotAway",[],""
392,3480,"Art/2DItems/Divination/Images/TheTransformation",[],""
393,3481,"Art/2DItems/Divination/Images/MagnumOpus",[],""
394,3482,"Art/2DItems/Divination/Images/ImperfectMemories",[],""
395,3483,"Art/2DItems/Divination/Images/TheMagmaCrab",[],""
396,3484,"Art/2DItems/Divination/Images/AlteredPerception",[],""
397,3485,"Art/2DItems/Divination/Images/FurtherInvention",[],""
398,3486,"Art/2DItems/Divination/Images/TheBrawnyBattleMage",[],""
399,3487,"Art/2DItems/Divination/Images/AFateWorseThanDeath",[],""
400,3488,"Art/2DItems/Divination/Images/TheDestination",[],""
401,3489,"Art/2DItems/Divination/Images/RebirthAndRenewal",[],""
402,3490,"Art/2DItems/Divination/Images/TheForwardGaze",[],""
403,3491,"Art/2DItems/Divination/Images/TheApothecary",[],""
404,3492,"Art/2DItems/Divination/Images/Home",[],""
405,3493,"Art/2DItems/Divination/Images/TheDungeonMaster",[],""
406,3494,"Art/2DItems/Divination/Images/FromBonesToAshes",[],""
407,3495,"Art/2DItems/Divination/Images/TheDarkerHalf",[],""
408,3496,"Art/2DItems/Divination/Images/BrokenTruce",[],""
409,3497,"Art/2DItems/Divination/Images/DoryanisEpiphany",[],""
410,3498,"Art/2DItems/Divination/Images/EndlessNight",[],""
411,3499,"Art/2DItems/Divination/Images/TheShieldbearer",[],""
412,3500,"Art/2DItems/Divination/Images/ChokingGuilt",[],""
413,3501,"Art/2DItems/Divination/Images/TheEnforcer",[5],""
414,3502,"Art/2DItems/Divination/Images/TheShepherdsSandals",[],""
415,3503,"Art/2DItems/Divination/Images/AzureRage",[],""
416,3504,"Art/2DItems/Divination/Images/TheLeviathan",[],""
417,3505,"Art/2DItems/Divination/Images/ThePriceOfDevotion",[],""
