"rownum","Id","Name","GrantedEffect","SupportText","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]","AdditionalGrantedEffects","bool","bool","[i32]","i32"
66,"BoneOffering","",65,"","","[11,24,8,48,14,30,15]","",3,[],[],"","",[],-1
67,"HeraldOfAsh","",67,"","","[9,24,48,49,14,0,15,29]","",3,[],[],1,"",[],-1
68,"HeraldOfIce","",68,"","","[48,10,11,24,13,49,14,1,29,52]","",3,[],[],1,"",[],-1
69,"HeraldOfThunder","",69,"","","[48,10,24,13,49,14,2,29,52]","",3,[],[],1,"",[],-1
70,"Blasphemy","",5720,"","","[11,24,48,49,14,12,42]","",3,[],[420],1,"",[],-1
71,"InfernallCry","",70,"","","[9,24,26,14,25,0,15]","",3,[],[71],"","",[],-1
72,"IceBiteSupport","",422,"Supports [Attack|Attacks] you use yourself. [Freeze|Freezing] an enemy with supported skills infuses all of your [Attack|Attacks] with [Cold] damage for a short time.","","[16,13,1,15]","",3,[],[],"","",[],-1
73,"GlaciationSupport","",423,"Supports any skill that [HitDamage|Hits] enemies, making it more effective at [Freeze|Freezing] enemies.","","[16,1]","",3,[],[],"","",[],-1
74,"ChanceToShockSupport","",424,"Supports any skill that [HitDamage|Hits] enemies, making it more likely to [Shock].","","[16,2]","",3,[],[],"","",[],-1
75,"RollingMagma","",73,"","","[11,24,4,14,5,0]","",3,[],[],"","",[],-1
76,"FrostBomb","",74,"","","[11,24,4,14,1,15,37]","",3,[],[],"","",[],-1
77,"OrbOfStorms","",75,"","","[11,24,4,14,51,2,15,18,37]","",3,[],[],"","",[],-1
78,"Earthquake","",76,"","","[9,24,13,14,7,35,15]","",3,[],[],"","",[],-1
79,"Contagion","",77,"","","[11,24,4,14,3,15]","",3,[],[],"","",[],-1
80,"Wither","",78,"","","[11,24,4,14,3,15,28]","",3,[],[],"","",[],-1
81,"EssenceDrain","",79,"","","[11,24,4,5,3,15]","",3,[],[],"","",[],-1
82,"ControlledDestructionSupport","",425,"Supports [Spell|Spells] that [HitDamage|Hit] enemies, boosting their damage but preventing them from dealing [Critical|Critical Hits].","","[16,4,38]","",3,[],[],"","",[],-1
83,"Sunder","",100,"","","[9,24,13,14,7,35,52]","",3,[],[],"","",[],-1
84,"FrostBolt","",5660,"","","[11,24,4,14,5,1,15]","",3,[],[],"","",[],-1
85,"ElementalFocusSupport","",426,"Supports any skill that [HitDamage|Hits] enemies, causing it to deal more [ElementalDamage|Elemental Damage] but be unable to inflict [ElementalAilments|Elemental Ailments].","",[16],"",3,[],[],"","",[],-1
86,"DarkPact","",80,"","","[11,24,4,8,14,3,33]","",3,[],[],"","",[],-1
87,"SkeletalWarrior","",81,"","","[11,24,8,49,30]","",3,[],[],"","",[],-1
88,"SkeletalReaver","",82,"","","[11,24,8,49,30]","",3,[],[273],"","",[],-1
89,"SkeletalBrute","",83,"","","[11,24,8,49,30]","",3,[],[],"","",[],-1
90,"SkeletalSniper","",84,"","","[11,24,8,49,30,0,3]","",3,[],[274],"","",[],-1
91,"SkeletalFrostMage","",85,"","","[11,24,8,49,1]","",3,[],[275],"","",[],-1
92,"SkeletalStormMage","",86,"","","[11,24,8,49,2]","",3,[],[276],"","",[],-1
93,"SkeletalArsonist","",87,"","","[11,24,8,49,0,47]","",3,[],[277],"","",[],-1
94,"SkeletalCleric","",88,"","","[11,24,8,49]","",3,[],[],"","",[],-1
95,"WildfireSupport","",427,"Supports any skill that [HitDamage|Hits] enemies, [AilmentSpread|Spreading] [Ignite|Ignites] it inflicts to nearby enemies after a delay.","","[16,14,0]","",3,[],[],"","",[],-1
96,"ChanceToBleedSupport","",428,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to inflict [Bleeding].","","[16,30]","",3,[],[],"","",[],-1
97,"ChanceToPoisonSupport","",429,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to [Poison|Poison] enemies.","","[16,3]","",3,[],[],"","",[],-1
98,"MaimSupport","",430,"Supports [Attack|Attacks], causing them to [Maim|Maim] enemies.","","[16,13]","",3,[],[],"","",[],-1
99,"ImmolateSupport","",431,"Supports [Attack|Attacks], granting them extra [Fire] damage against [Ignite|Ignited] enemies but making them unable to [Ignite] enemies themselves.","","[16,0,52]","",3,[],[],"","",[],-1
100,"LastingShockSupport","",432,"Supports any skill that [HitDamage|Hits] enemies or inflicts [Shock], causing its [Shock|Shocks] to be inflicted less often but last longer.","","[16,2]","",3,[],[],"","",[],-1
101,"BrutalitySupport","",433,"Supports any skill that deals damage, boosting its [Physical] damage at the expense of all other [DamageTypes|Damage Types].","","[16,30]","",3,[],[],"","",[],-1
102,"MomentumSupport","",471,"Supports any damaging skill that you use yourself, causing it to deal more damage if you move a sufficient distance while using the skill. Teleportation does not count towards the distance travelled.","",[16],"",3,[],[],"","",[],-1
103,"ArcaneSurgeSupport","",435,"Supports [Spell|Spells] you cast yourself, tracking the mana you spend to cast them. Spending enough mana grants a burst of Mana Regeneration and Cast Speed.","","[16,4,15]","",3,[],[],"","",[],-1
104,"Vulnerability","",43,"","","[11,24,4,14,30,15,17]","",3,[],[],"","",[],-1
105,"WitheringTouchSupport","",436,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to [Withered|Wither] enemies on [HitDamage|Hit].","","[16,3,15]","",3,[],[],"","",[],-1
106,"Soulrend","",93,"","","[11,24,4,5,3,15]","",3,[],[],"","",[],-1
107,"UnleashSupport","",437,"Supports [Spell|Spells] you cast yourself, making their effect reoccur when cast. Cannot support [Channelling] Skills or Skills with a Cooldown.","","[16,4]","",3,[],[],"","",[],-1
108,"CloseCombatSupport","",438,"Supports [Attack|Attacks], causing them to deal more damage to enemies based on how close they are to you.","","[16,13]","",3,[],[],"","",[],-1
109,"RageSupport","",439,"Supports [Melee|Melee] [Attack|Attacks], causing them to grant [Rage|Rage] on [HitDamage|Hit].","","[16,13,7]","",3,[],[],"","",[],-1
110,"PlagueBearer","",94,"","","[10,24,48,49,14,30,3,33]","",3,[],[297],1,"",[],-1
111,"FeedingFrenzySupport","",440,"Supports skills which create [Minion|Minions], making them deal and take more damage. Cannot support skills which create undamageable [Minion|Minions].","","[16,8]","",3,[],[],"","",[],-1
112,"MeatShieldSupport","",441,"Supports skills which create [Minion|Minions], granting them less damage taken but making them deal less damage. Cannot support skills which create undamageable [Minion|Minions].","","[16,8]","",3,[],[],"","",[],-1
113,"InfernalLegionSupport","",442,"Supports skills which create [Minion|Minions] which can be damaged, causing them and enemies near them to [Burning|Burn]. Damage dealt by the [Burning] is based off the Life of the supported [Minion].","","[16,8,14,0]","",3,[],[],"","",[],-1
114,"ArtilleryBallista","",95,"","","[9,10,24,13,19,14,5,0,15]","",3,[],[96],"","",[],-1
115,"SecondWindSupport","",443,"Supports skills with cooldowns, giving them extra uses of that cooldown.\nCannot support instant or triggered skills.","",[16],"",3,[],[],"","",[],-1
116,"SeismicCry","",98,"","","[9,24,26,14,30,15]","",3,[],[],"","",[],-1
117,"Earthshatter","",99,"","","[9,24,13,14,7,35,15]","",3,[],[],"","",[],-1
118,"SigilOfPower","",101,"","","[11,24,4,14,15,56]","",3,[],[],"","",[],-1
119,"FlameWall","",102,"","","[11,24,4,14,0,15]","",3,[],[],"","",[],-1
120,"ImpendingDoomSupport","",445,"Supports [Curse] skills you cast yourself, causing them to trigger Doom Blast on [Curse|Cursed] enemies when the [Curse] expires.","","[16,24,4,14,25,3]","",3,[],[103],"","",[],-1
121,"Hexblast","",104,"","","[11,24,4,14,3,52]","",3,[],[],"","",[],-1
122,"Exsanguinate","",114,"","","[9,11,24,4,30,15,18]","",3,[],[],"","",[],-1
123,"Reap","",115,"","","[9,11,24,4,14,30,15,38]","",3,[],[],"","",[],-1
124,"BloodMagicSupport","",446,"Supports any Skill, turning a portion of its Mana cost into a Life cost. Does not support Skills which reserve [Spirit].","",[16],"",3,[],[],"","",[],-1
125,"BeheadSupport","",447,"Supports [Strike] skills, causing them to steal [MonsterModifiers|Modifiers] from [Rarity|Rare] monsters they kill.","","[16,13,7,32]","",3,[],[],"","",[],-1
126,"ExecuteSupport","",448,"Supports any skill that [HitDamage|Hits] enemies, causing it to deal more damage against enemies on [LowLife|Low Life].","",[16],"",3,[],[],"","",[],-1
127,"Boneshatter","",116,"","","[9,24,13,14,7,32]","",3,[],[],"","",[],-1
128,"EyeOfWinter","",117,"","","[11,24,4,5,1]","",3,[],[],"","",[],-1
129,"Tornado","",120,"","","[9,11,24,4,14,30,15,37]","",3,[],[],"","",[],-1
130,"OverchargeSupport","",449,"Supports any skill that [HitDamage|Hits] enemies, making its [Shock|Shocks] more effective but reflecting them back to you as well.","","[16,2]","",3,[],[],"","",[],-1
131,"LightningConduit","",121,"","","[11,24,4,14,2,52]","",3,[],[],"","",[],-1
132,"GalvanicField","",122,"","","[11,24,4,48,14,2,15,18,37]","",3,[],[],"","",[],-1
133,"VolcanicFissure","",168,"","","[9,24,13,14,7,35,51,0,15]","",3,[],[],"","",[],-1
134,"RapidAssault","",111,"","","[10,24,13,14,7,32,30,15]","",3,[],[],"","",[],-1
135,"Disengage","",113,"","","[10,24,13,14,7,32,31]","",3,[],[],"","",[],-1
136,"BloodHunt","",112,"","","[10,24,13,14,7,32,30,52]","",3,[],[],"","",[],-1
137,"WhirlingSlash","",118,"","","[10,24,13,14,7,32,56]","",3,[],[],"","",[],-1
138,"Spearfield","",119,"","","[10,24,13,14,7,51,15,59]","",3,[],[],"","",[],-1
139,"DemonMagus","",130,"","","[11,24,8,58,49,42]","",3,[],[450],"","",[],-1
140,"LightningSpear","",131,"","","[10,24,13,14,5,2]","",3,[],[],"","",[],-1
141,"GlacialLance","",132,"","","[10,24,13,14,5,1,15]","",3,[],[],"","",[],-1
142,"AxeChop","",156,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
143,"AxeSlash","",157,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
144,"WhirlingAssault","",159,"","","[10,11,24,13,14,7,32]","",3,[],[],"","",[],-1
145,"RollingSlam","",158,"","","[9,24,13,14,7,35]","",3,[],[],"","",[],-1
146,"EscapeShot","",161,"","","[10,24,13,14,5,1]","",3,[],[],"","",[],-1
147,"SuperchargedSlam","",162,"","","[9,24,13,14,7,35,28,56]","",3,[],[],"","",[],-1
148,"EvasiveStrike","",163,"","","[10,24,13,7,32,35]","",3,[],[],"","",[],-1
149,"WindBlast","",164,"","","[10,11,24,13,14,7]","",3,[],[],"","",[],-1
150,"BladeDance","",165,"","","[9,10,24,13,7,32,35]","",3,[],[],"","",[],-1
151,"ClawRake","",166,"","","[10,24,13,7,32,35]","",3,[],[],"","",[],-1
152,"SpinningFlail","",167,"","","[9,11,24,13,7,32,28]","",3,[],[],"","",[],-1
153,"AxeExecute","",169,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
154,"AxeLeapingChop","",170,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
155,"AxeWhirlingSlash","",171,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
156,"AxeRaisedChop","",172,"","","[9,24,13,7,32,35]","",3,[],[],"","",[],-1
157,"AxeHeavyCleave","",173,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
158,"KnifeFlip","",53,"","","[10,11,24,4,5,30,15]","",3,[],[],"","",[],-1
159,"WaveOfFrost","",178,"","","[10,11,24,13,14,7,1]","",3,[],[],"","",[],-1
160,"SwordLunge","",179,"","","[9,10,24,13,7,32]","",3,[],[],"","",[],-1
161,"SwordLeapSlash","",188,"","","[9,10,24,13,7,32]","",3,[],[],"","",[],-1
162,"IceStrike","",189,"","","[10,11,24,13,14,7,32,1]","",3,[],[],"","",[],-1
163,"JaggedGroundSupport","",451,"Supports [Slam|Slam] skills, granting them a chance to create patches of [JaggedGround|Jagged Ground].","","[16,13,14,7,35,15]","",3,[],[],"","",[],-1
164,"InevitableCriticalsSupport","",452,"Supports any skill you use yourself that [HitDamage|Hits] enemies, causing it to accumulate [Critical|Critical Hit] chance over time. ","","[16,38]","",3,[],[],"","",[],-1
165,"RuthlessSupport","",434,"Supports [Attack|Attacks], causing repeated uses to be more effective at [Stun|Stunning] enemies.","",[16],"",3,[],[],"","",[],-1
166,"LessDurationSupport","",419,"Supports any skill that has a duration making that duration shorter.","","[16,15]","",3,[],[],"","",[],-1
167,"FistOfWarSupport","",444,"Supports [Slam|Slams] you use yourself, providing a powerful [AncestralBoost|Ancestral Boost] every few seconds.","","[16,13,7,35]","",3,[],[],"","",[],-1
168,"UnbreakableSupport","",453,"Supports any skill that you can use, making you harder to [Stun] while using it.","",[16],"",3,[],[],"","",[],-1
169,"MoreDurationSupport","",454,"Supports any skill that has a duration, making that duration longer.","","[16,15]","",3,[],[],"","",[],-1
170,"ImpactShockwaveSupport","",455,"Supports [Melee|Melee] [Strike|Strike] skills, causing them to create an [Aftershock] that damages enemies around the target when they [HeavyStun|Heavy Stun] an enemy.","","[16,13,14,7,32]","",3,[],[],"","",[],-1
171,"HexBloomSupport","",456,"Supports [Curse|Curses], spreading their effects when a [Curse|Cursed] enemy dies.","","[16,14,17]","",3,[],[],"","",[],-1
172,"GlacialCascade","",174,"","","[10,11,24,13,14,7,1,52]","",3,[],[],"","",[],-1
173,"Comet","",190,"","","[11,24,4,14,1]","",3,[],[],"","",[],-1
174,"BladeNova","",191,"","","[10,11,24,4,5,30,15]","",3,[],[],"","",[],-1
175,"FlameSlice","",192,"","","[9,10,24,13,7,32]","",3,[],[],"","",[],-1
176,"RingOfBlades","",193,"","","[10,11,24,4,5]","",3,[],[],"","",[],-1
177,"ComboKnifeThrow","",194,"","","[10,11,24,4,5,30,15]","",3,[],[],"","",[],-1
178,"TripleSlash","",195,"","","[9,10,24,13,7,32]","",3,[],[],"","",[],-1
179,"HyperSlash","",196,"","","[10,11,24,13,7,32]","",3,[],[],"","",[],-1
180,"ShadowDash","",197,"","","[10,11,24,13,7,32]","",3,[],[],"","",[],-1
181,"ShadowAmbush","",198,"","","[10,11,24,13,7,32]","",3,[],[],"","",[],-1
182,"StaffConsecrate","",175,"","","[9,11,24,4,14,15,33]","",3,[],[],"","",[],-1
183,"RipwireBallista","",199,"","","[9,10,24,13,19,5,15]","",3,[],[294],"","",[],-1
184,"ManaTempest","",200,"","","[11,24,4,48,2]","",3,[],[],"","",[],-1
185,"KillingPalm","",201,"","","[10,11,24,13,14,7,32,30]","",3,[],[],"","",[],-1
186,"ShatteringPalm","",202,"","","[10,11,24,13,14,7,32,1,33]","",3,[],[334],"","",[],-1
187,"Volcano","",203,"","","[9,11,24,4,14,5,0,15,28]","",3,[],[],"","",[],-1
188,"SummonWolfCompanion","",204,"","","[9,11,24,4,8]","",3,[],[],"","",[],-1
189,"ChillingIceSupport","",457,"Supports any skill that [HitDamage|Hits] enemies, causing it to create patches of [ChilledGround|Chilled Ground] around [Frozen|Frozen] enemies.","","[16,14,1]","",3,[],[],"","",[],-1
190,"FrozenVortexSupport","",458,"Supports any skill that [HitDamage|Hits] enemies, causing it to create an icy vortex on [Shatter|Shattering] an enemy.","","[16,24,14,1,15]","",3,[],[459],"","",[],-1
191,"SpinningThrow","",205,"","","[9,24,13,5]","",3,[],[],"","",[],-1
192,"SpiralVolley","",206,"","","[10,24,13,5,51]","",3,[],[],"","",[],-1
193,"BearMaul","",207,"","","[9,11,24,13,7,32]","",3,[],[],"","",[],-1
194,"DodgeRoll","",24,"","",[24],"",3,[],[],"","",[],-1
195,"ShadowThiefSlash","",209,"","","[10,11,24,13,7]","",3,[],[],"","",[],-1
196,"LeapingAxeCatch","",210,"","","[9,24,13,7,32]","",3,[],[],"","",[],-1
197,"StormBlade","",211,"","","[9,10,24,13,14,7,1]","",3,[],[],"","",[],-1
198,"PlungingBlade","",212,"","","[9,10,24,13,7]","",3,[],[],"","",[],-1
199,"WolfHowl","",213,"","","[9,11,24,4]","",3,[],[],"","",[],-1
200,"SpiralThrow","",214,"","","[9,24,13,5]","",3,[],[],"","",[],-1
201,"WolfLeapAttack","",215,"","","[9,11,24,13,7,32]","",3,[],[],"","",[],-1
202,"LightningBolt","",216,"","","[11,24,4,14,2]","",3,[],[],"","",[],-1
203,"BearRampage","",218,"","","[9,11,24,13,14,7,35,15,28,31]","",3,[],[],"","",[],-1
204,"ShockManaRegenerationSupport","",460,"Supports any skill that [HitDamage|Hits] enemies, causing you to regenerate mana on [Shock|shocking] an enemy. Cannot support skills which create [Minion|Minions], or skills used by [Totem|Totems] or [Trap|Traps].","",[16],"",3,[],[],"","",[],-1
205,"EnergyShieldOnShockKillSupport","",461,"Supports any skill that [HitDamage|Hits] enemies, causing you to recover [EnergyShield|Energy Shield] when it kills a [Shock|Shocked] enemy.","","[16,2]","",3,[],[],"","",[],-1
206,"Unleash","",177,"","","[11,24,4,48,15]","",3,[],[],"","",[],-1
207,"CoursingCurrentSupport","",462,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to also [Shock|Shock] nearby enemies when you [Shock|Shock] an enemy.","","[16,14,2]","",3,[],[],"","",[],-1
208,"LastingFrostSupport","",463,"Supports any skill that [HitDamage|Hits] enemies, causing [Freeze] it inflicts to last longer.","","[16,1]","",3,[],[],"","",[],-1
209,"LightningStorm","",219,"","","[11,24,4,14,2,15]","",3,[],[],"","",[],-1
210,"ChanceToFreezeSupport","",464,"","",[16],"",3,[],[],"","",[],-1
211,"ChanceToIgniteSupport","",465,"Supports any skill that [HitDamage|Hits] enemies, making it more likely to [Ignite].","","[16,0]","",3,[],[],"","",[],-1
212,"DeadlyIgnitesSupport","",466,"Supports any skill that [HitDamage|Hits] enemies, causing inflicted [Ignite|Ignites] to deal more damage but its [HitDamage|Hits] to deal less damage.","","[16,0]","",3,[],[],"","",[],-1
213,"IgniteDurationSupport","",467,"Supports any skill that [HitDamage|Hits] enemies, causing its [Ignite|Ignites] to be inflicted less often but last longer.","","[16,0]","",3,[],[],"","",[],-1
214,"EssenceHarvestSupport","",468,"Supports Skills which create [Reviving] [Persistent] [Minion|Minions]. When those [Minion|Minions] die, you restore a percentage of your maximum Mana.","","[16,8,49]","",3,[],[],"","",[],-1
215,"FuriousSlam","",220,"","","[9,11,24,13,14,7,35]","",3,[],[],"","",[],-1
216,"FerociousRoarSupport","",221,"","","[9,11,24,26,14,42]","",3,[],[222],"",1,[],-1
217,"CastOnShock","",223,"","","[11,24,48,49,25,2,42]","",3,[],"[234,706]",1,1,[],-1
218,"InvocationSupport","",469,"Supports [Spell] skills, causing them to reduce the cast time of other skills when used. Cannot support [Totem] skills, [Channelling] skills, [Trigger|Triggering] skills, instant skills, or skills with a [Reservation].","","[16,4,25]","",3,[],[],"","",[],-1
219,"CastOnFreeze","",224,"","","[11,24,48,49,25,1,42]","",3,[],"[235,706]",1,1,[],-1
220,"CastOnIgnite","",225,"","","[11,24,48,49,25,0,42]","",3,[],"[236,706]",1,1,[],-1
221,"CastOnMeleeKill","",226,"","","[9,11,24,48,49,25,42]","",3,[],"[237,706]",1,1,[],-1
222,"CastOnDeath","",227,"","","[10,11,24,48,49,25,42]","",3,[],"[238,706]",1,1,[],-1
223,"CastOnCriticalStrike","",228,"","","[11,24,48,49,25,42]","",3,[],"[239,706]",1,1,[],-1
