"rownum","BaseItemType","Critical","rid","Speed","DamageMin","DamageMax","RangeMax","i32"
122,1842,1500,1,645,22,52,10,0
123,1843,1500,1,645,21,62,10,0
124,1844,1000,10,714,7,12,13,0
125,1845,1000,10,714,9,18,13,0
126,1846,1150,10,714,16,26,13,0
127,1847,1000,10,714,13,54,13,0
128,1848,1000,10,667,19,39,13,0
129,1849,1000,10,714,28,51,13,0
130,1850,1000,10,714,29,60,13,0
131,1851,1000,10,714,33,55,13,0
132,1852,1000,10,741,39,80,13,0
133,1853,0,10,667,62,84,13,0
134,1854,1000,10,714,47,79,13,0
135,1855,1000,10,714,47,87,13,0
136,1856,1000,10,714,57,94,13,0
137,1857,1000,13,690,6,9,11,0
138,1858,1000,13,690,8,14,11,0
139,1859,1000,13,690,10,17,11,0
140,1860,1000,13,690,14,23,11,0
141,1861,1000,13,714,8,18,11,0
142,1862,800,13,667,19,32,11,0
143,1863,1000,13,690,23,38,11,0
144,1864,1000,13,690,23,44,11,0
145,1865,1000,13,714,31,57,11,0
146,1866,1000,13,690,24,55,11,0
147,1867,1250,13,714,27,56,11,0
148,1868,1000,13,690,35,58,11,0
149,1869,1000,13,690,36,66,11,0
150,1896,500,0,833,6,9,120,0
151,1897,500,0,800,7,14,120,0
152,1898,500,0,870,12,18,120,0
153,1899,500,0,909,15,31,120,0
154,1900,500,0,833,19,31,120,0
155,1901,500,0,909,16,31,120,0
156,1902,500,0,833,36,59,120,0
157,1903,500,0,833,31,47,120,0
158,1904,500,0,870,39,72,120,0
159,1905,500,0,833,38,57,120,0
160,1906,650,0,870,40,82,120,0
161,1907,500,0,833,42,63,120,0
162,1908,500,0,833,45,75,120,0
163,1909,500,12,625,7,12,120,800
164,1910,500,12,625,8,15,120,850
165,1911,500,12,645,11,26,120,750
166,1912,500,12,625,12,36,120,800
167,1913,500,12,625,9,37,120,1100
168,1914,500,12,588,12,50,120,700
169,1915,500,12,606,14,56,120,750
170,1916,500,12,625,18,72,120,800
171,1917,700,12,625,20,80,120,850
172,1918,500,12,606,20,82,120,850
173,1919,500,12,625,19,76,120,900
174,1920,700,12,645,25,99,120,850
175,1921,500,12,625,28,113,120,800
176,2382,500,3,690,38,64,11,0
177,2383,500,3,645,33,50,11,0
178,2384,700,3,690,35,47,11,0
179,2385,500,3,714,34,70,11,0
180,2386,500,3,690,45,61,11,0
181,2387,500,3,714,49,60,11,0
182,2388,500,6,952,59,109,13,0
183,2389,500,6,952,84,113,13,0
184,2390,500,6,952,62,83,13,0
185,2391,500,6,833,60,125,13,0
186,2392,500,6,909,94,127,13,0
187,2393,500,6,909,93,114,13,0
188,2394,1000,10,714,35,72,13,0
189,2395,1150,10,714,43,72,13,0
190,2396,1000,10,714,30,57,13,0
191,2397,1000,10,667,40,83,13,0
192,2398,1000,10,714,45,94,13,0
193,2399,1000,10,714,49,82,13,0
194,2400,500,0,800,29,54,120,0
195,2401,500,0,870,35,53,120,0
196,2402,500,0,833,36,61,120,0
197,2403,500,0,833,29,54,120,0
198,2404,500,0,833,41,69,120,0
199,2405,500,0,833,46,69,120,0
200,2406,500,12,625,20,79,120,850
201,2407,500,12,645,22,89,120,750
202,2408,500,12,625,23,92,120,800
203,2409,500,12,625,21,83,120,1100
204,2410,500,12,606,23,90,120,750
205,2411,500,12,625,27,109,120,800
206,2412,500,11,625,27,50,15,0
207,2413,500,11,645,29,54,15,0
208,2414,500,11,625,28,53,15,0
209,2415,500,11,625,32,59,15,0
210,2416,650,11,625,33,61,15,0
211,2417,500,11,667,38,70,15,0
212,2645,500,3,645,45,67,11,0
213,2646,500,3,714,43,89,11,0
214,2647,500,3,690,61,101,11,0
215,2648,700,3,690,49,66,11,0
216,2649,500,3,714,60,73,11,0
217,2650,500,3,690,51,84,11,0
218,2651,500,6,952,112,151,13,0
219,2652,500,6,833,76,158,13,0
220,2653,500,6,952,94,174,13,0
221,2654,500,6,952,89,120,13,0
222,2655,500,6,909,113,138,13,0
223,2656,500,6,909,119,161,13,0
224,2657,1150,10,714,55,92,13,0
225,2658,1000,10,667,50,103,13,0
226,2659,1000,10,714,53,111,13,0
227,2660,1000,10,714,43,172,13,0
228,2661,1000,10,714,58,97,13,0
229,2662,1000,10,714,65,108,13,0
230,2663,500,0,800,41,76,120,0
231,2664,500,0,833,49,82,120,0
232,2665,500,0,870,53,80,120,0
233,2666,500,0,833,39,73,120,0
234,2667,500,0,833,52,87,120,0
235,2668,500,0,833,56,84,120,0
236,2669,500,12,645,30,119,120,750
237,2670,500,12,625,31,124,120,800
238,2671,500,12,625,32,127,120,850
239,2672,500,12,625,28,112,120,1100
240,2673,500,12,606,29,115,120,750
241,2674,500,12,625,33,132,120,800
242,2675,500,11,625,38,70,15,0
243,2676,500,11,625,40,75,15,0
244,2677,500,11,645,44,82,15,0
245,2678,500,11,625,41,76,15,0
246,2679,500,11,667,46,85,15,0
247,2680,650,11,625,41,76,15,0
