"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType","IsEssenceOnlyModifier"
22,"Intelligence5",46613,433,44,566,"","","",1,"of the Philosopher",2,[133],21,24,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2020724324,[],0,[],3,""
23,"Intelligence6",25951,433,55,566,"","","",1,"of the Sage",2,[133],25,27,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1430728728,[],0,[],3,""
24,"Intelligence7",33120,433,66,566,"","","",1,"of the Savant",2,[133],28,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1677845857,[],0,[],3,""
25,"Intelligence8",5358,433,74,566,"","","",1,"of the Virtuoso",2,[133],31,33,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2494791773,[],0,[],3,""
26,"Intelligence9",19875,433,81,566,"","","",1,"of the Genius",2,[133],34,36,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4079009411,[],0,[],3,""
27,"AllAttributes1",57975,435,1,592,"","","",1,"of the Clouds",2,[134],2,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1887408648,[],0,[],3,""
28,"AllAttributes2",37560,435,11,592,"","","",1,"of the Sky",2,[134],5,7,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2609252670,[],0,[],3,""
29,"AllAttributes3",54439,435,22,592,"","","",1,"of the Meteor",2,[134],8,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",249944642,[],0,[],3,""
30,"AllAttributes4",37112,435,33,592,"","","",1,"of the Comet",2,[134],11,13,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1518652028,[],0,[],3,""
31,"AllAttributes5",54222,435,44,592,"","","",1,"of the Heavens",2,[134],14,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1639035519,[],0,[],3,""
32,"AllAttributes6",27858,435,55,592,"","","",1,"of the Galaxy",2,[134],17,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3840247863,[],0,[],3,""
33,"AllAttributes7",30580,435,66,592,"","","",1,"of the Universe",2,[134],19,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1318205926,[],0,[],3,""
34,"AllAttributes8",13220,435,75,592,"","","",1,"of the Multiverse",2,[134],21,22,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3299079943,[],0,[],3,""
35,"AllAttributes9_",16419,435,82,592,"","","",1,"of the Infinite",2,[134],23,24,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1869229897,[],0,[],3,""
36,"FireResist1",17800,134,1,138,"","","",1,"of the Whelpling",2,[45],6,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",647783188,[],0,[],3,""
37,"FireResist2",26400,134,12,138,"","","",1,"of the Salamander",2,[45],11,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2013470499,[],0,[],3,""
38,"FireResist3",58582,134,24,138,"","","",1,"of the Drake",2,[45],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3787916561,[],0,[],3,""
39,"FireResist4",32622,134,36,138,"","","",1,"of the Kiln",2,[45],21,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1114193159,[],0,[],3,""
40,"FireResist5",50533,134,48,138,"","","",1,"of the Furnace",2,[45],26,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3341156931,[],0,[],3,""
41,"FireResist6",58674,134,60,138,"","","",1,"of the Volcano",2,[45],31,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2106759328,[],0,[],3,""
42,"FireResist7",56312,134,71,138,"","","",1,"of Magma",2,[45],36,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1434226308,[],0,[],3,""
43,"FireResist8",19475,134,82,138,"","","",1,"of Tzteosh",2,[45],41,45,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3189568015,[],0,[],3,""
44,"ColdResist1",23717,135,1,140,"","","",1,"of the Seal",2,[46],6,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1561395636,[],0,[],3,""
45,"ColdResist2",39188,135,14,140,"","","",1,"of the Penguin",2,[46],11,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2010771149,[],0,[],3,""
46,"ColdResist3",23366,135,26,140,"","","",1,"of the Narwhal",2,[46],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3133071864,[],0,[],3,""
47,"ColdResist4",41534,135,38,140,"","","",1,"of the Yeti",2,[46],21,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2490447439,[],0,[],3,""
48,"ColdResist5",19708,135,50,140,"","","",1,"of the Walrus",2,[46],26,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1229325754,[],0,[],3,""
49,"ColdResist6",57784,135,60,140,"","","",1,"of the Polar Bear",2,[46],31,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4061926308,[],0,[],3,""
50,"ColdResist7",39738,135,71,140,"","","",1,"of the Ice",2,[46],36,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2801089999,[],0,[],3,""
51,"ColdResist8",3521,135,82,140,"","","",1,"of Haast",2,[46],41,45,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2910560442,[],0,[],3,""
52,"LightningResist1",15734,136,1,142,"","","",1,"of the Cloud",2,[47],6,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1063125544,[],0,[],3,""
53,"LightningResist2",34301,136,13,142,"","","",1,"of the Squall",2,[47],11,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",27493470,[],0,[],3,""
54,"LightningResist3",24502,136,25,142,"","","",1,"of the Storm",2,[47],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1521550599,[],0,[],3,""
55,"LightningResist4",1059,136,37,142,"","","",1,"of the Thunderhead",2,[47],21,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2539098996,[],0,[],3,""
56,"LightningResist5",4001,136,49,142,"","","",1,"of the Tempest",2,[47],26,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2263451976,[],0,[],3,""
57,"LightningResist6",6954,136,60,142,"","","",1,"of the Maelstrom",2,[47],31,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3661611285,[],0,[],3,""
58,"LightningResist7",57757,136,71,142,"","","",1,"of the Lightning",2,[47],36,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3355847067,[],0,[],3,""
59,"LightningResist8",50880,136,82,142,"","","",1,"of Ephij",2,[47],41,45,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4090311949,[],0,[],3,""
60,"AllResistances1",6128,137,12,135,"","","",1,"of the Crystal",2,[56],3,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1808825376,[],0,[],3,""
61,"AllResistances2",62857,137,26,135,"","","",1,"of the Prism",2,[56],6,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",751819078,[],0,[],3,""
62,"AllResistances3",20446,137,40,135,"","","",1,"of the Kaleidoscope",2,[56],9,11,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2906972826,[],0,[],3,""
63,"AllResistances4",63218,137,54,135,"","","",1,"of Variegation",2,[56],12,14,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3867676794,[],0,[],3,""
64,"AllResistances5",8369,137,68,135,"","","",1,"of the Rainbow",2,[56],15,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3608082367,[],0,[],3,""
65,"AllResistances6",40636,137,80,135,"","","",1,"of the Span",2,[56],17,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2688368257,[],0,[],3,""
66,"NearbyAlliesAllResistances1",2652,10782,12,18225,"","","",1,"of Adjustment",2,[56],3,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1362141433,[],0,[],3,""
67,"NearbyAlliesAllResistances2",16764,10782,26,18225,"","","",1,"of Acclimatisation",2,[56],6,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2531220381,[],0,[],3,""
68,"NearbyAlliesAllResistances3",52770,10782,40,18225,"","","",1,"of Adaptation",2,[56],9,11,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4011860394,[],0,[],3,""
69,"NearbyAlliesAllResistances4",50025,10782,54,18225,"","","",1,"of Evolution",2,[56],12,14,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",712852811,[],0,[],3,""
70,"NearbyAlliesAllResistances5",50963,10782,68,18225,"","","",1,"of Progression",2,[56],15,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3920123498,[],0,[],3,""
71,"NearbyAlliesAllResistances6",42402,10782,80,18225,"","","",1,"of Metamorphosis",2,[56],17,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2845969927,[],0,[],3,""
72,"ChaosResist1",51331,247,16,144,"","","",1,"of the Lost",2,[88],4,7,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3098439725,[],0,[],3,""
73,"ChaosResist2",40461,247,30,144,"","","",1,"of Banishment",2,[88],8,11,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",561954675,[],0,[],3,""
