"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool","string","i32"
42,"Metadata/Items/Scarabs/ScarabShaperRares3",693,89,42,1,1,"",2,75,"",0,[825],"","",0
43,"Metadata/Items/Scarabs/ScarabElderRares1",491,482,43,1,1,"",2,75,"",0,[827],"","",0
44,"Metadata/Items/Scarabs/ScarabElderRares2",592,482,44,1,1,"",2,75,"",0,[828],"","",0
45,"Metadata/Items/Scarabs/ScarabElderRares3",693,482,45,1,1,"",2,75,"",0,[829],"","",0
46,"Metadata/Items/Scarabs/ScarabSulphite1",68,382,46,1,1,"",2,75,"",0,[831],"","",0
47,"Metadata/Items/Scarabs/ScarabSulphite2",169,382,47,1,1,"",2,75,"",0,[832],"","",0
48,"Metadata/Items/Scarabs/ScarabSulphite3",270,382,48,1,1,"",2,75,"",0,[833],"","",0
49,"Metadata/Items/Scarabs/ScarabDivinationCards1",491,579,49,1,1,"",2,75,"",0,[835],"","",0
50,"Metadata/Items/Scarabs/ScarabDivinationCards2",592,579,50,1,1,"",2,75,"",0,[836],"","",0
51,"Metadata/Items/Scarabs/ScarabDivinationCards3",693,579,51,1,1,"",2,75,"",0,[837],"","",0
52,"Metadata/Items/Scarabs/ScarabTorment1",68,284,52,1,1,"",2,75,"",0,[839],"","",0
53,"Metadata/Items/Scarabs/ScarabTorment2",169,284,53,1,1,"",2,75,"",0,[840],"","",0
54,"Metadata/Items/Scarabs/ScarabTorment3",270,284,54,1,1,"",2,75,"",0,[841],"","",0
55,"Metadata/Items/Scarabs/ScarabStrongbox1",68,675,55,1,1,"",2,75,"",0,[843],"","",0
56,"Metadata/Items/Scarabs/ScarabStrongbox2",169,675,56,1,1,"",2,75,"",0,[844],"","",0
57,"Metadata/Items/Scarabs/ScarabStrongbox3",270,675,57,1,1,"",2,75,"",0,[845],"","",0
58,"Metadata/Items/Scarabs/ScarabHarbinger1",491,384,58,1,1,"",2,75,"",0,[847],"","",0
59,"Metadata/Items/Scarabs/ScarabHarbinger2",592,384,59,1,1,"",2,75,"",0,[848],"","",0
60,"Metadata/Items/Scarabs/ScarabHarbinger3",693,384,60,1,1,"",2,75,"",0,[849],"","",0
61,"Metadata/Items/Scarabs/ScarabPerandus1",491,189,61,1,1,"",2,75,"",0,[851],"","",0
62,"Metadata/Items/Scarabs/ScarabPerandus2",592,189,62,1,1,"",2,75,"",0,[852],"","",0
63,"Metadata/Items/Scarabs/ScarabPerandus3",693,189,63,1,1,"",2,75,"",0,[853],"","",0
64,"Metadata/Items/MapFragments/CurrencyLegionFragmentKarui",335,375,64,1,1,"",0,70,"",0,[658],"","",0
65,"Metadata/Items/MapFragments/CurrencyLegionFragmentMaraketh",627,375,65,1,1,"",0,70,"",0,[659],"","",0
66,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternal",238,375,66,1,1,"",0,70,"",0,[660],"","",0
67,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplar",530,375,67,1,1,"",0,70,"",0,[661],"","",0
68,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaal",433,375,68,1,1,"",0,70,"",0,[662],"","",0
69,"Metadata/Items/Currency/CurrencyLegionKaruiShard",335,281,69,1,1,1,0,70,"",0,[104],"","",0
70,"Metadata/Items/Currency/CurrencyLegionMarakethShard",627,281,70,1,1,1,0,70,"",0,[105],"","",0
71,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",238,281,71,1,1,1,0,70,"",0,[106],"","",0
72,"Metadata/Items/Currency/CurrencyLegionTemplarShard",530,281,72,1,1,1,0,70,"",0,[107],"","",0
73,"Metadata/Items/Currency/CurrencyLegionVaalShard",433,281,73,1,1,1,0,70,"",0,[108],"","",0
74,"Metadata/Items/Scarabs/ScarabLegion1",68,577,74,1,1,"",2,75,"",0,[855],"","",0
75,"Metadata/Items/Scarabs/ScarabLegion2",169,577,75,1,1,"",2,75,"",0,[856],"","",0
76,"Metadata/Items/Scarabs/ScarabLegion3",270,577,76,1,1,"",2,75,"",0,[857],"","",0
77,"Metadata/Items/MapFragments/CurrencyElderFragment1",220,697,77,1,1,"",0,70,"",0,[616],"","",0
78,"Metadata/Items/MapFragments/CurrencyElderFragment2",220,791,78,1,1,"",0,70,"",0,[617],"","",0
79,"Metadata/Items/MapFragments/CurrencyElderFragment3",122,791,79,1,1,"",0,70,"",0,[618],"","",0
80,"Metadata/Items/MapFragments/CurrencyElderFragment4",122,697,80,1,1,"",0,70,"",0,[619],"","",0
81,"Metadata/Items/MapFragments/CurrencyUberElderFragment1",744,697,81,1,1,"",0,70,"",0,[621],"","",0
82,"Metadata/Items/MapFragments/CurrencyUberElderFragment2",744,791,82,1,1,"",0,70,"",0,[622],"","",0
83,"Metadata/Items/MapFragments/CurrencyUberElderFragment3",647,791,83,1,1,"",0,70,"",0,[623],"","",0
84,"Metadata/Items/MapFragments/CurrencyUberElderFragment4",647,697,84,1,1,"",0,70,"",0,[624],"","",0
85,"Metadata/Items/Scarabs/ScarabMetamorph1",68,479,85,1,1,"",2,75,"",0,[859],"","",0
86,"Metadata/Items/Scarabs/ScarabMetamorph2",169,479,86,1,1,"",2,75,"",0,[860],"","",0
87,"Metadata/Items/Scarabs/ScarabMetamorph3",270,479,87,1,1,"",2,75,"",0,[861],"","",0
88,"Metadata/Items/MapFragments/CurrencyMavenKey",744,420,88,1,1,"",0,70,"",0,[1173],"","",0
89,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",744,326,89,1,1,"",0,70,"",0,[1174],"","",0
90,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire2",228,433,90,1,1,"",1,74,"",0,[638],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsChargedBreachstoneInvSlots",15
91,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire3",228,551,91,1,1,"",1,74,"",0,[643],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsEnrichedBreachstoneInvSlots",20
92,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire4",228,668,92,1,1,"",1,74,"",0,[648],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsPureBreachstoneInvSlots",25
93,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold2",329,433,93,1,1,"",1,74,"",0,[639],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsChargedBreachstoneInvSlots",16
94,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold3",329,551,94,1,1,"",1,74,"",0,[644],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsEnrichedBreachstoneInvSlots",21
95,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold4",329,668,95,1,1,"",1,74,"",0,[649],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsPureBreachstoneInvSlots",26
96,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning2",430,433,96,1,1,"",1,74,"",0,[640],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsChargedBreachstoneInvSlots",17
97,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning3",430,551,97,1,1,"",1,74,"",0,[645],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsEnrichedBreachstoneInvSlots",22
98,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning4",430,668,98,1,1,"",1,74,"",0,[650],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsPureBreachstoneInvSlots",27
99,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical2",532,433,99,1,1,"",1,74,"",0,[641],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsChargedBreachstoneInvSlots",18
100,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical3",532,551,100,1,1,"",1,74,"",0,[646],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsEnrichedBreachstoneInvSlots",23
101,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical4",532,668,101,1,1,"",1,74,"",0,[651],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsPureBreachstoneInvSlots",28
102,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos2",633,433,102,1,1,"",1,74,"",0,[642],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasChargedBreachstoneInvSlots",19
103,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos3",633,551,103,1,1,"",1,74,"",0,[647],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasEnrichedBreachstoneInvSlots",24
104,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos4",633,668,104,1,1,"",1,74,"",0,[652],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasPureBreachstoneInvSlots",29
105,"Metadata/Items/Scarabs/ScarabBlight1",68,774,105,1,1,"",2,75,"",0,[863],"","",0
106,"Metadata/Items/Scarabs/ScarabBlight2",169,774,106,1,1,"",2,75,"",0,[864],"","",0
107,"Metadata/Items/Scarabs/ScarabBlight3",270,774,107,1,1,"",2,75,"",0,[865],"","",0
108,"Metadata/Items/Scarabs/ScarabBlight4",370,774,108,1,1,"",2,75,"",0,[866],"","",0
109,"Metadata/Items/Scarabs/ScarabBreach4",793,677,109,1,1,"",2,75,"",0,[806],"","",0
110,"Metadata/Items/Scarabs/ScarabMaps4",793,287,110,1,1,"",2,75,"",0,[810],"","",0
111,"Metadata/Items/Scarabs/ScarabUniques4",370,186,111,1,1,"",2,75,"",0,[814],"","",0
112,"Metadata/Items/Scarabs/ScarabBeasts4",370,89,112,1,1,"",2,75,"",0,[818],"","",0
113,"Metadata/Items/Scarabs/ScarabShaperRares4",793,89,113,1,1,"",2,75,"",0,[826],"","",0
114,"Metadata/Items/Scarabs/ScarabElderRares4",793,482,114,1,1,"",2,75,"",0,[830],"","",0
115,"Metadata/Items/Scarabs/ScarabSulphite4",370,382,115,1,1,"",2,75,"",0,[834],"","",0
116,"Metadata/Items/Scarabs/ScarabDivinationCards4",793,579,116,1,1,"",2,75,"",0,[838],"","",0
117,"Metadata/Items/Scarabs/ScarabTorment4",370,284,117,1,1,"",2,75,"",0,[842],"","",0
118,"Metadata/Items/Scarabs/ScarabStrongbox4",370,675,118,1,1,"",2,75,"",0,[846],"","",0
119,"Metadata/Items/Scarabs/ScarabHarbinger4",793,384,119,1,1,"",2,75,"",0,[850],"","",0
120,"Metadata/Items/Scarabs/ScarabPerandus4",793,189,120,1,1,"",2,75,"",0,[854],"","",0
121,"Metadata/Items/Scarabs/ScarabLegion4",370,577,121,1,1,"",2,75,"",0,[858],"","",0
122,"Metadata/Items/Scarabs/ScarabMetamorph4",370,479,122,1,1,"",2,75,"",0,[862],"","",0
123,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessDedication",371,584,123,1,1,"",0,70,"",0,[672],"","",0
124,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessGift",495,584,124,1,1,"",0,70,"",0,[671],"","",0
125,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessTribute",619,584,125,1,1,"",0,70,"",0,[670],"","",0
126,"Metadata/Items/Scarabs/ScarabAbyss1",491,774,126,1,1,"",2,75,"",0,[867],"","",0
127,"Metadata/Items/Scarabs/ScarabAbyss2",592,774,127,1,1,"",2,75,"",0,[868],"","",0
128,"Metadata/Items/Scarabs/ScarabAbyss3",693,774,128,1,1,"",2,75,"",0,[869],"","",0
129,"Metadata/Items/Scarabs/ScarabAbyss4",793,774,129,1,1,"",2,75,"",0,[870],"","",0
130,"Metadata/Items/Currency/CurrencyRitualSplinter",122,326,130,1,1,"",0,70,"",0,[210],"","",0
131,"Metadata/Items/Currency/CurrencyRitualStone",122,420,131,1,1,"",0,70,"",0,[211],"","",0
132,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",744,584,132,1,1,"",0,70,"",0,[1201],"","",0
133,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternalUber",238,469,133,1,1,"",0,70,"",0,[665],"","",0
134,"Metadata/Items/MapFragments/CurrencyLegionFragmentKaruiUber",335,469,134,1,1,"",0,70,"",0,[663],"","",0
135,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaalUber",433,469,135,1,1,"",0,70,"",0,[667],"","",0
136,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplarUber",530,469,136,1,1,"",0,70,"",0,[666],"","",0
137,"Metadata/Items/MapFragments/CurrencyLegionFragmentMarakethUber",627,469,137,1,1,"",0,70,"",0,[664],"","",0
138,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",228,78,138,1,1,"",1,74,"",0,[99],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderFireInvSlots",0
139,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",329,78,139,1,1,"",1,74,"",0,[100],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderColdInvSlots",1
140,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",430,78,140,1,1,"",1,74,"",0,[101],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderLightningInvSlots",2
141,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",532,78,141,1,1,"",1,74,"",0,[102],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderPhysicalInvSlots",3
142,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",633,78,142,1,1,"",1,74,"",0,[103],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderChaosInvSlots",4
143,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire5",228,785,143,1,1,"",1,74,"",0,[653],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsFlawlessBreachstoneInvSlots",30
144,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold5",329,785,144,1,1,"",1,74,"",0,[654],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsFlawlessBreachstoneInvSlots",31
145,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning5",430,785,145,1,1,"",1,74,"",0,[655],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsFlawlessBreachstoneInvSlots",32
146,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical5",532,785,146,1,1,"",1,74,"",0,[656],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsFlawlessBreachstoneInvSlots",33
147,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos5",633,785,147,1,1,"",1,74,"",0,[657],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasFlawlessBreachstoneInvSlots",34
148,"Metadata/Items/MapFragments/CurrencySirusFragment1",482,74,148,1,1,"",0,70,"",0,[626],"","",0
149,"Metadata/Items/MapFragments/CurrencySirusFragment2",482,169,149,1,1,"",0,70,"",0,[627],"","",0
150,"Metadata/Items/MapFragments/CurrencySirusFragment3",385,169,150,1,1,"",0,70,"",0,[628],"","",0
151,"Metadata/Items/MapFragments/CurrencySirusFragment4",385,74,151,1,1,"",0,70,"",0,[629],"","",0
152,"MavenInvitations",70,445,0,72,1,"",3,66,"",1,"[1122,1123,1124,1125,1126,1127,1132]","","",0
153,"PrimordialBosses",70,445,0,72,1,"",3,66,"",2,"[1649,1651,1645,1647]","","",0
