"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantic","Text","bool","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool","HASH32","BelongsActiveSkills","Category","bool","bool","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
187,"base_avoid_shock_%","","","",1,"Shock Avoidance","","","","",1,3202108620,[],11,"","",1,[],[],""
188,"avoid_stun_%",1,"","",1,"Stun Avoidance",1,1,"","",1,1831785693,[],"","","",1,[0],[],""
189,"always_ignite",1,"","",4,"Always Ignite Targets","","","","",1,1700101235,[],"","","","",[],[],""
190,"always_shock",1,"","",4,"Always Shock Targets","","","","",1,601204277,[],"","","","",[],[],""
191,"always_stun",1,"","",4,"Always Stun Targets","","","","",1,3903255882,[],"","","","",[],[],""
192,"always_freeze","","","",4,"Always Freeze Targets","","","","",1,128701435,[],"","","","",[],[],""
193,"chill_duration_+%","","","",1,"Chill Duration Increase","","","","",1,21460690,[],2,"","",1,[],[],""
194,"shock_duration_+%","","","",1,"Shock Duration Increase","","","","",1,3067915077,[],2,"","",1,[],[],""
195,"freeze_duration_+%","","","",1,"Freeze Duration Increase","","","","",1,2944420212,[],2,"","",1,[],[],""
196,"ignite_duration_+%","","","",1,"Ignite Duration Increase","","","","",1,1688317111,[],2,"","",1,[],[],""
197,"stun_duration_+%",1,"","",1,"Stun Duration Increase","",1,"","",1,2883077012,[],"","","",1,[18],[],""
198,"base_self_chill_duration_-%",1,"","",1,"","","","","",1,1631867717,[],"","","",1,[],[],""
199,"base_self_shock_duration_-%",1,"","",1,"","","","","",1,150347000,[],2,"","",1,[],[],""
200,"base_self_freeze_duration_-%",1,"","",1,"","","","","",1,2279925014,[],2,"","",1,[],[],""
201,"base_self_ignite_duration_-%",1,"","",1,"","","","","",1,3384927813,[],2,"","",1,[],[],""
202,"chance_per_second_of_fire_spreading_between_enemies_%",1,"","",1,"","","","","",1,1878136481,[],"","","",1,[],[],""
203,"burn_damage_+%",1,"","",1,"Burning Damage Increase","","","","",1,2297656834,[],1,"","",1,[],[],""
204,"active_skill_level_+",1,"","",3,"Active Skill Level","","","","",1,1316576757,[],"",1,"",1,[],[],""
205,"gem_experience_gain_+%",1,"","",1,"Gem Experience Gain",1,"","","",1,3861226286,[],"","","",1,[],[],""
206,"skill_area_of_effect_+%",1,"","",1,"",1,1,"","",1,425804088,[],"","","",1,[31],[],""
207,"base_mana_cost_-%","","","",1,"Mana Cost Reduction","","","","",1,1289380842,[],8,1,"",1,[],[],""
208,"skill_repeat_count",1,"","",3,"Skill Repeat Count",1,"","","",1,470395884,[],"",1,"",1,[],[],""
209,"skill_effect_duration_+%",1,"","",1,"Skill Duration",1,"","","",1,183850661,[],18,"","",1,[],[],""
210,"base_cast_speed_+%",1,"","",1,"Cast Speed +%","","","","",1,2723053659,[],3,"","",1,[],[],""
211,"cast_speed_+%_per_power_charge",1,"","",1,"Cast Speed increase per Power Charge","","","","",1,4179439611,[],"","","",1,[],[],""
212,"skill_cooldown_-%",1,"","",1,"Skill Cooldown Reduction","","","","",1,1421329127,[],"","","",1,[],[],""
213,"avoid_interruption_while_casting_%","","","",1,"","","","","",1,1693823433,[],18,"","",1,[],[],""
214,"base_attack_repeat_count","","","",3,"Additional Targets","","","","",1,200207583,[],"","","",1,[],[],""
215,"base_stun_recovery_+%",1,"","",1,"Base Stun Recovery +%","","","","",1,1296349074,[],11,"","",1,[],[],""
216,"stun_recovery_+%_per_frenzy_charge",1,"","",1,"Stun Recovery increase per Frenzy Charge","","","","",1,2522083249,[],"","","",1,[],[],""
217,"while_using_sword_reduce_enemy_block_%","","","",1,"","","","","",1,3990841400,[],6,"","",1,[],[],""
218,"prevent_monster_heal",1,"","",4,"Prevent Monster Heal","","","","",1,607476185,[],"","","","",[],[],""
219,"prevent_monster_heal_duration_+%",1,"","",1,"Prevent Monster Heal Duration","","","","",1,3090528336,[],"","","",1,[],[],""
220,"chest_trap_defuse_%",1,"","",1,"","","","","",1,47428942,[],"","","",1,[],[],""
221,"enemies_chill_as_unfrozen",1,"","",4,"","","","","",1,773106185,[],2,"","","",[],[],""
222,"local_is_max_quality",1,1,"",4,"","","","","",1,2763703177,[],"","","","",[],[],""
223,"local_disable_gem_experience_gain",1,1,"",4,"","","","","",1,2166332910,[],"","","","",[],[],""
224,"local_gem_experience_gain_+%",1,1,"",1,"","","","","",1,1116356588,[],"","","",1,[],[],""
225,"local_extra_socket",1,1,"",4,"","","","","",1,1670712245,[],"","","","",[],[],""
226,"local_level_requirement_-",1,1,"",3,"","","","","",1,3968663957,[],"","","",1,[],[],""
227,"local_attribute_requirements_+%",1,1,"",1,"Local Attribute Requirements +%","","","","",1,2245784553,[],"","","",1,[],[],""
228,"local_all_sockets_are_white",1,1,"",4,"","","","","",1,2637741478,[],"","","","",[],[],""
229,"local_quantity_of_sockets_+%",1,1,"",1,"","","","","",1,2958051874,[],"","","",1,[],[],""
230,"local_connectivity_of_sockets_+%",1,1,"",1,"","","","","",1,215824079,[],"","","",1,[],[],""
231,"local_gem_level_+",1,1,"",3,"","","","","",1,410299292,[],"","","",1,[],[],""
232,"combined_base_block_%","","","",1,"Block Chance","",1,"","","",2744779860,[],"","","",1,[0],[],""
