"rownum","Id","ArmFile","RoomType","Script","Floor","Area"
21,"Vaults_Arena_2_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_arena_2_1.arm",1,"teleport1disabled telepad2",1,""
22,"Vaults_Arena_3_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_arena_3_1.arm",1,"teleport1disabled telepad2",1,""
23,"Vaults_Explore_1_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_explore_1_1.arm",0,"teleport1disabled telepad2",1,""
24,"Vaults_Lair_1_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_lair_1_1.arm",2,"teleport1disabled telepad2",1,""
25,"Vaults_Lair_2_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_lair_2_1.arm",2,"teleport1disabled telepad2",1,""
26,"Vaults_Gauntlet_1_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_gauntlet_1_1.arm",4,"teleport1disabled telepad2",1,""
27,"Vaults_Miniboss_1_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_miniboss_1_1.arm",5,"teleport1disabled telepad2",1,""
28,"Vaults_Boss_1_1","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/encounter_boss_1_1.arm",8,"teleport1disabled telepad2",1,""
29,"Vaults_Reward_Merchant","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_merchant_01.arm",9,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
30,"Vaults_Reward_Deal","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_deal_01.arm",11,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
31,"Vaults_Reward_Fountain","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_fountain_01.arm",10,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
32,"Vaults_Reward_CurseFountain","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_cursefountain_01.arm",13,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
33,"Vaults_Reward_BoonFountain","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_boonfountain_01.arm",14,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
34,"Vaults_Reward_RainbowFountain","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_rainbowfountain_01.arm",15,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
35,"Vaults_Reward_Deferral","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_deferral_01.arm",12,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
36,"Vaults_Reward_Treasure","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_gold_01.arm",16,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
37,"Vaults_Reward_TreasureMinor","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_gold_02.arm",17,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",1,""
38,"Vaults_Reward_Final","Metadata/Terrain/Leagues/Sanctum/Vaults/Rooms/Reward/reward_final_01.arm",18,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrance",1,""
39,"Nave_Explore_1_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_explore_1_1.arm",0,"teleport1disabled telepad2",2,""
40,"Nave_Lair_1_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_lair_1_1.arm",2,"teleport1disabled telepad2",2,""
41,"Nave_Lair_2_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_lair_2_1.arm",2,"teleport1disabled telepad2",2,""
42,"Nave_Arena_1_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_arena_1_1.arm",1,"teleport1disabled telepad2",2,""
43,"Nave_Arena_2_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_arena_2_1.arm",1,"teleport1disabled telepad2",2,""
44,"Nave_Arena_3_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_arena_3_1.arm",1,"teleport1disabled telepad2",2,""
45,"Nave_Gauntlet_1_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_gauntlet_1_1.arm",4,"teleport1disabled telepad2",2,""
46,"Nave_Miniboss_1_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_miniboss_1_1.arm",5,"teleport1disabled telepad2",2,""
47,"Nave_Boss_1_1","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/encounter_boss_1_1.arm",8,"teleport1disabled telepad2",2,""
48,"Nave_Reward_Merchant","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_merchant_01.arm",9,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
49,"Nave_Reward_Deal","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_deal_01.arm",11,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
50,"Nave_Reward_Deferral","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_deferral_01.arm",12,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
51,"Nave_Reward_Fountain","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_fountain_01.arm",10,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
52,"Nave_Reward_CurseFountain","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_cursefountain_01.arm",13,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
53,"Nave_Reward_BoonFountain","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_boonfountain_01.arm",14,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
54,"Nave_Reward_RainbowFountain","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_rainbowfountain_01.arm",15,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
55,"Nave_Reward_Treasure","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_gold_01.arm",16,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
56,"Nave_Reward_TreasureMinor","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_gold_02.arm",17,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrancedisabled",2,""
57,"Nave_Reward_Final","Metadata/Terrain/Leagues/Sanctum/Nave/Rooms/Reward/reward_final_01.arm",18,"telepad1 teleport2disabled link subareatype=SanctumAirlock sideentrance",2,""
58,"Crypt_Lair_1_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_lair_1_1.arm",2,"teleport1disabled telepad2",3,""
59,"Crypt_Lair_2_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_lair_2_1.arm",2,"teleport1disabled telepad2",3,""
60,"Crypt_Arena_1_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_arena_1_1.arm",1,"teleport1disabled telepad2",3,""
61,"Crypt_Arena_2_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_arena_2_1.arm",1,"teleport1disabled telepad2",3,""
62,"Crypt_Arena_3_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_arena_3_1.arm",1,"teleport1disabled telepad2",3,""
63,"Crypt_Explore_1_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_explore_1_1.arm",0,"teleport1disabled telepad2",3,""
64,"Crypt_Gauntlet_1_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_gauntlet_1_1.arm",4,"teleport1disabled telepad2",3,""
65,"Crypt_Gauntlet_2_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_gauntlet_2_1.arm",4,"teleport1disabled telepad2",3,""
66,"Crypt_Miniboss_1_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_miniboss_1_1.arm",5,"teleport1disabled telepad2",3,""
67,"Crypt_Boss_1_1","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/encounter_boss_1_1.arm",8,"teleport1disabled telepad2 link subarea=SanctumLycia2",3,1847
68,"Crypt_Reward_Fountain","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_fountain_01.arm",10,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
69,"Crypt_Reward_CurseFountain","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_cursefountain_01.arm",13,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
70,"Crypt_Reward_BoonFountain","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_boonfountain_01.arm",14,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
71,"Crypt_Reward_RainbowFountain","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_rainbowfountain_01.arm",15,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
72,"Crypt_Reward_Merchant","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_merchant_01.arm",9,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
73,"Crypt_Reward_Deal","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_deal_01.arm",11,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
74,"Crypt_Reward_Deferral","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_deferral_01.arm",12,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
75,"Crypt_Reward_Treasure","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_gold_01.arm",16,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
76,"Crypt_Reward_TreasureMinor","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_gold_02.arm",17,"telepad1 link subareatype=SanctumAirlock teleport2disabled sideentrancedisabled",3,""
77,"Crypt_Reward_Final","Metadata/Terrain/Leagues/Sanctum/Crypt/Rooms/Reward/reward_final_01.arm",18,"teleport2disabled telepad1 sideentrance",3,""
