"rownum","Id","ModsKey","PassiveSkillsKey"
335,"InverseWeighting269_2","",732
336,"InverseWeighting271","",414
337,"InverseWeighting271_2","",1209
338,"InverseWeighting271_3","",1826
339,"InverseWeighting274","",1041
340,"InverseWeighting274_2","",195
341,"InverseWeighting279","",1112
342,"InverseWeighting280","",59
343,"InverseWeighting280_2","",2655
344,"InverseWeighting282","",1292
345,"InverseWeighting284","",1043
346,"InverseWeighting285","",998
347,"InverseWeighting287","",73
348,"InverseWeighting287_2","",50
349,"InverseWeighting289","",302
350,"InverseWeighting292","",1107
351,"InverseWeighting297","",1038
352,"InverseWeighting300","",147
353,"InverseWeighting301","",1743
354,"InverseWeighting302","",467
355,"InverseWeighting304","",2657
356,"InverseWeighting305","",173
357,"InverseWeighting306","",2310
358,"InverseWeighting309","",288
359,"InverseWeighting310","",2330
360,"InverseWeighting314","",337
361,"InverseWeighting320","",1331
362,"InverseWeighting322","",761
363,"InverseWeighting323","",1916
364,"InverseWeighting324","",58
365,"InverseWeighting325","",738
366,"InverseWeighting327","",2218
367,"InverseWeighting329","",2656
368,"InverseWeighting332","",667
369,"InverseWeighting332_2","",1969
370,"InverseWeighting337","",676
371,"InverseWeighting340","",1953
372,"InverseWeighting340_2","",57
373,"InverseWeighting345","",2118
374,"InverseWeighting360","",1208
375,"InverseWeighting361","",1913
376,"InverseWeighting362","",2074
377,"InverseWeighting363","",284
378,"InverseWeighting364","",298
379,"InverseWeighting364_2","",1074
380,"InverseWeighting365","",478
381,"InverseWeighting366","",411
382,"InverseWeighting367","",1767
383,"InverseWeighting368","",2182
384,"InverseWeighting369","",1042
385,"InverseWeighting369_2","",1113
386,"InverseWeighting372","",65
387,"InverseWeighting374","",283
388,"InverseWeighting377","",1081
389,"InverseWeighting380","",1035
390,"InverseWeighting382","",729
391,"InverseWeighting385","",1961
392,"InverseWeighting400","",412
393,"InverseWeighting403","",182
394,"InverseWeighting403_2","",1973
395,"InverseWeighting420","",990
396,"InverseWeighting424","",1302
397,"InverseWeighting425","",1832
398,"InverseWeighting427","",1857
399,"InverseWeighting429","",2138
400,"InverseWeighting432","",1036
401,"InverseWeighting437","",2155
402,"InverseWeighting440","",754
403,"InverseWeighting443","",785
404,"InverseWeighting445","",472
405,"InverseWeighting463","",851
406,"InverseWeighting480","",1020
407,"InverseWeighting483","",1180
408,"InverseWeighting487","",806
409,"InverseWeighting488","",1965
410,"InverseWeighting490","",2190
411,"InverseWeighting490_2","",2259
412,"InverseWeighting492","",765
413,"InverseWeighting495","",673
414,"InverseWeighting500","",2662
415,"InverseWeighting503","",692
416,"InverseWeighting508","",2667
417,"InverseWeighting526","",2661
418,"InverseWeighting540","",936
419,"InverseWeighting543","",2660
420,"InverseWeighting566","",2663
421,"InverseWeighting603","",1824
422,"InverseWeighting606","",935
423,"InverseWeighting666","",2024
424,"InverseWeighting729","",747
425,"RingInverseWeighting2",20335,""
426,"RingInverseWeighting3",20340,""
427,"RingInverseWeighting4",20344,""
428,"RingInverseWeighting5",20400,""
429,"RingInverseWeighting6",20405,""
430,"RingInverseWeighting7",20409,""
431,"RingInverseWeighting8",20387,""
432,"RingInverseWeighting8_2",20392,""
433,"RingInverseWeighting10",20396,""
434,"RingInverseWeighting10_2",20348,""
435,"RingInverseWeighting11",20353,""
436,"RingInverseWeighting12",20357,""
437,"RingInverseWeighting13",20374,""
438,"RingInverseWeighting15",20379,""
439,"RingInverseWeighting15_2",20383,""
440,"RingInverseWeighting16",20361,""
441,"RingInverseWeighting18",20366,""
442,"RingInverseWeighting18_2",20370,""
443,"RingInverseWeighting20",20336,""
444,"RingInverseWeighting23",20341,""
445,"RingInverseWeighting23_2",20345,""
446,"RingInverseWeighting24",20401,""
447,"RingInverseWeighting26",20406,""
448,"RingInverseWeighting28",20410,""
449,"RingInverseWeighting28_2",20388,""
450,"RingInverseWeighting31",20393,""
451,"RingInverseWeighting36",20397,""
452,"RingInverseWeighting41",20349,""
453,"RingInverseWeighting42",20354,""
454,"RingInverseWeighting44",20358,""
455,"RingInverseWeighting44_2",20337,""
456,"RingInverseWeighting46",20342,""
457,"RingInverseWeighting49",20346,""
458,"RingInverseWeighting54",20402,""
459,"RingInverseWeighting62",20407,""
460,"RingInverseWeighting80",20411,""
461,"RingInverseWeighting81",20375,""
462,"RingInverseWeighting82",20380,""
463,"RingInverseWeighting84",20384,""
464,"RingInverseWeighting86",20362,""
465,"RingInverseWeighting89",20367,""
466,"RingInverseWeighting94",20371,""
467,"RingInverseWeighting102",20338,""
468,"RingInverseWeighting120",20343,""
469,"RingInverseWeighting121",20347,""
470,"RingInverseWeighting122",20403,""
471,"RingInverseWeighting124",20408,""
472,"RingInverseWeighting126",20412,""
473,"RingInverseWeighting129",20389,""
474,"RingInverseWeighting134",20394,""
475,"RingInverseWeighting142",20398,""
476,"RingInverseWeighting160",20350,""
477,"RingInverseWeighting160_2",20355,""
478,"RingInverseWeighting181",20359,""
479,"RingInverseWeighting182",20376,""
480,"RingInverseWeighting184",20381,""
481,"RingInverseWeighting186",20385,""
482,"RingInverseWeighting189",20390,""
483,"RingInverseWeighting194",20426,""
484,"RingInverseWeighting200",20399,""
485,"RingInverseWeighting202",20363,""
486,"RingInverseWeighting220",20368,""
487,"RingInverseWeighting240",20372,""
488,"RingInverseWeighting244",20351,""
489,"RingInverseWeighting245",20356,""
490,"RingInverseWeighting247",20360,""
491,"RingInverseWeighting249",20377,""
492,"RingInverseWeighting252",20382,""
493,"RingInverseWeighting257",20386,""
494,"RingInverseWeighting260",20364,""
495,"RingInverseWeighting265",20369,""
496,"RingInverseWeighting283",20373,""
497,"RingInverseWeighting300",20339,""
498,"RingInverseWeighting323",20352,""
499,"RingInverseWeighting360",20391,""
500,"RingInverseWeighting363",20404,""
501,"RingInverseWeighting423",20378,""
502,"RingInverseWeighting486",20365,""
503,"RingInverseWeighting501",20418,""
504,"RingInverseWeighting502",20423,""
505,"RingInverseWeighting503",20416,""
506,"RingInverseWeighting504",20413,""
507,"RingInverseWeighting505",20419,""
508,"RingInverseWeighting506",20417,""
509,"RingInverseWeighting507",20422,""
510,"RingInverseWeighting508",20424,""
511,"RingInverseWeighting509",20420,""
512,"RingInverseWeighting510",20421,""
513,"RingInverseWeighting511",20414,""
514,"RingInverseWeighting512",20415,""
515,"RingInverseWeighting513",20425,""
516,"BlightedMapMod1",20427,""
517,"BlightedMapMod2",20428,""
518,"BlightedMapMod3",20429,""
519,"BlightedMapMod4",20430,""
520,"BlightedMapMod5",20431,""
521,"BlightedMapMod6",20433,""
522,"BlightedMapMod6b",20434,""
523,"BlightedMapMod7",20435,""
524,"BlightedMapMod8",20437,""
525,"BlightedMapMod9",20438,""
526,"BlightedMapMod10",20440,""
527,"BlightedMapMod11",20441,""
528,"BlightedMapMod12",20442,""
