"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
145,"ProxyKey146",594,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
146,"ProxyKey147",595,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
147,"ProxyKey148",596,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
148,"ProxyKey149",597,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
149,"ProxyKey150",598,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
150,"ProxyKey151",599,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
151,"ProxyKey152",589,[4712],[2158]
152,"ProxyKey153",590,[4712],[2158]
153,"ProxyKey154",591,[4712],[2158]
154,"ProxyKey155",592,[4712],[2158]
155,"ProxyKey156",593,[4712],[2158]
156,"ProxyKey157",594,[4712],[2158]
157,"ProxyKey158",595,[4712],[2158]
158,"ProxyKey159",596,[4712],[2158]
159,"ProxyKey160",597,[4712],[2158]
160,"ProxyKey161",598,[4712],[2158]
161,"ProxyKey162",599,[4712],[2158]
162,"ProxyKey163",661,"[4693,4692,4695]",[1274]
163,"ProxyKey164",662,"[4693,4692,4695]",[1274]
164,"ProxyKey165",663,"[4693,4692,4695]",[1274]
165,"ProxyKey166",664,"[4693,4692,4695]",[1274]
166,"ProxyKey167",665,"[4693,4692,4695]",[1274]
167,"ProxyKey168",666,"[4693,4692,4695]",[1274]
168,"ProxyKey169",667,"[4693,4692,4695]",[1274]
169,"ProxyKey170",668,"[4693,4692,4695]",[1274]
170,"ProxyKey171",669,"[4693,4692,4695]",[1274]
171,"ProxyKey172",670,"[4693,4692,4695]",[1274]
172,"ProxyKey173",671,"[4693,4692,4695]",[1274]
173,"ProxyKey174",661,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
174,"ProxyKey175",662,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
175,"ProxyKey176",663,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
176,"ProxyKey177",664,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
177,"ProxyKey178",665,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
178,"ProxyKey179",666,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
179,"ProxyKey180",667,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
180,"ProxyKey181",668,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
181,"ProxyKey182",669,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
182,"ProxyKey183",670,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
183,"ProxyKey184",671,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
184,"ProxyKey185",661,[4712],[2158]
185,"ProxyKey186",662,[4712],[2158]
186,"ProxyKey187",663,[4712],[2158]
187,"ProxyKey188",664,[4712],[2158]
188,"ProxyKey189",665,[4712],[2158]
189,"ProxyKey190",666,[4712],[2158]
190,"ProxyKey191",667,[4712],[2158]
191,"ProxyKey192",668,[4712],[2158]
192,"ProxyKey193",669,[4712],[2158]
193,"ProxyKey194",670,[4712],[2158]
194,"ProxyKey195",671,[4712],[2158]
195,"ProxyKey196",733,"[4693,4692,4695]",[1274]
196,"ProxyKey197",734,"[4693,4692,4695]",[1274]
197,"ProxyKey198",735,"[4693,4692,4695]",[1274]
198,"ProxyKey199",736,"[4693,4692,4695]",[1274]
199,"ProxyKey200",737,"[4693,4692,4695]",[1274]
200,"ProxyKey201",738,"[4693,4692,4695]",[1274]
201,"ProxyKey202",739,"[4693,4692,4695]",[1274]
202,"ProxyKey203",740,"[4693,4692,4695]",[1274]
203,"ProxyKey204",741,"[4693,4692,4695]",[1274]
204,"ProxyKey205",742,"[4693,4692,4695]",[1274]
205,"ProxyKey206",743,"[4693,4692,4695]",[1274]
206,"ProxyKey207",733,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
207,"ProxyKey208",734,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
208,"ProxyKey209",735,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
209,"ProxyKey210",736,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
210,"ProxyKey211",737,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
211,"ProxyKey212",738,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
212,"ProxyKey213",739,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
213,"ProxyKey214",740,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
214,"ProxyKey215",741,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
215,"ProxyKey216",742,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
216,"ProxyKey217",743,"[4688,4689,4690,4691,4696,4697]","[7942,0]"
217,"ProxyKey218",733,[4712],[2158]
218,"ProxyKey219",734,[4712],[2158]
219,"ProxyKey220",735,[4712],[2158]
220,"ProxyKey221",736,[4712],[2158]
221,"ProxyKey222",737,[4712],[2158]
222,"ProxyKey223",738,[4712],[2158]
223,"ProxyKey224",739,[4712],[2158]
224,"ProxyKey225",740,[4712],[2158]
225,"ProxyKey226",741,[4712],[2158]
226,"ProxyKey227",742,[4712],[2158]
227,"ProxyKey228",743,[4712],[2158]
228,"ProxyKey230",134,"[1504,1498,1501]","[18924,0]"
229,"ProxyKey231",134,"[1513,1512,1511]","[19088,0]"
230,"ProxyKey232",124,"[1080,3855,1078]",[2158]
231,"ProxyKey233",124,"[1944,1946,678,680,4750]","[7942,0]"
232,"ProxyKey234",133,[1894],[984]
233,"ProxyKey236",117,"[278,5366,4216,806]",[19478]
234,"ProxyKey4",213,"[910,1416,1911,1925,4162]","[7942,0]"
235,"ProxyKey235",213,"[3855,1858]",[2158]
236,"ProxyKey252",266,"[910,1416,1911,1925,4162]","[7942,0]"
237,"ProxyKey253",266,"[3855,1858]",[2158]
238,"ProxyKey237",134,"[2694,2695,2696,1442,1425,1426,1266,1291,1326,1265]",[19088]
239,"ProxyKey238",134,"[5281,5282,5283,1329,1282,1287,1257,1262,1853,1857]",[18924]
240,"ProxyKey239",135,"[1869,3843]",[20336]
241,"ProxyKey240",139,"[1484,1471]","[20446,0,20482]"
242,"ProxyKey241",139,"[5767,5763,5770]",[20628]
243,"ProxyKey243",146,"[3664,1872,1874,3666]",[20752]
244,"ProxyKey244",146,"[1564,1565,971,5367]",[20878]
245,"ProxyKey245",146,"[5835,1412,1999,2001]",[21008]
246,"ProxyKey242",146,"[4122,4117,4126,4409,566,568,724,726]",[21204]
247,"ProxyKey246",38,"[120,178,913,136,2637,3906]",[21360]
248,"ProxyKey247",38,"[608,582,627,756,782,745,278,409,1575,1581]",[21588]
249,"ProxyKey248",53,"[1316,1315,1321,1253,1308]",[21730]
250,"ProxyKey249",53,"[1315,1385,1399,1403,1406]",[21882]
251,"ProxyKey250",1525,"[1080,3855,1078]",[2158]
252,"ProxyKey251",1525,"[1944,1946,678,680,4750]","[7942,0]"
