"rownum","Id","Base_ENVFile","Corrupted_ENVFile","rid","rid","[rid]","EnvironmentTransitionsKey","PreloadGroup"
61,"AtlasExilesZana","Metadata/EnvironmentSettings/AtlasExiles1_1.env","","","",[],"",""
62,"AtlasExiles1_1","Metadata/EnvironmentSettings/AtlasExiles1_1.env","","","",[],"",""
63,"AtlasExiles1_BossFight","Metadata/EnvironmentSettings/AtlasExiles1_BossFight.env","","","",[],"",""
64,"AtlasExiles1_Completed","Metadata/EnvironmentSettings/AtlasExiles1_Completed.env","","","",[],"",""
65,"AtlasExiles2_1","Metadata/EnvironmentSettings/AtlasExiles2_1.env","","","",[],"",""
66,"AtlasExiles2_1_Rotate","Metadata/EnvironmentSettings/AtlasExiles2_1.env","Metadata/EnvironmentSettings/AtlasExiles2_1_Entrance.env","","",[],0,""
67,"AtlasExiles2_BossFight","Metadata/EnvironmentSettings/AtlasExiles2_BossFight.env","","","",[],"",""
68,"AtlasExiles2_Completed","Metadata/EnvironmentSettings/AtlasExiles2_Completed.env","","","",[],"",""
69,"AtlasExiles3_1","Metadata/EnvironmentSettings/AtlasExiles3_1.env","Metadata/EnvironmentSettings/AtlasExiles3_1_foggier.env","","",[],0,""
70,"AtlasExiles3_BossFight","Metadata/EnvironmentSettings/AtlasExiles3_BossFight.env","Metadata/EnvironmentSettings/AtlasExiles3_BossFight_foggier.env","","",[],0,""
71,"AtlasExiles3_Completed","Metadata/EnvironmentSettings/AtlasExiles3_Completed.env","Metadata/EnvironmentSettings/AtlasExiles3_Completed_foggier.env","","",[],0,""
72,"AtlasExiles4_1","Metadata/EnvironmentSettings/AtlasExiles4_1.env","","","",[],"",""
73,"AtlasExiles4_BossFight","Metadata/EnvironmentSettings/AtlasExiles4_BossFight.env","","","",[],"",""
74,"AtlasExiles4_Completed","Metadata/EnvironmentSettings/AtlasExiles4_Completed.env","","","",[],"",""
75,"AtlasExiles5_1","Metadata/EnvironmentSettings/AtlasExiles5_1.env","","","",[],"",""
76,"AtlasExiles5_2","Metadata/EnvironmentSettings/AtlasExiles5_2.env","","","",[],"",""
77,"AtlasExiles5_Lab","Metadata/EnvironmentSettings/AtlasExiles5_Lab.env","","","",[],"",""
78,"AtlasExiles5_LabFoyer","Metadata/EnvironmentSettings/AtlasExiles5_LabFoyer.env","","","",[],"",""
79,"AtlasExiles5_Square","Metadata/EnvironmentSettings/AtlasExiles5_Square.env","","","",[],"",""
80,"AtlasExiles5_SquareBurning1","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning1.env","","","",[],"",""
81,"AtlasExiles5_SquareBurning2","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning2.env","","","",[],"",""
82,"AtlasExiles5_SquareBurning3","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning3.env","","","",[],"",""
83,"AtlasExiles5_Completed","Metadata/EnvironmentSettings/AtlasExiles5_Completed.env","","","",[],"",""
84,"3_1","Metadata/EnvironmentSettings/1_3_1.env","","","",[],"",""
85,"3_2","Metadata/EnvironmentSettings/1_3_2.env","","","",[],"",""
86,"3_3_1","Metadata/EnvironmentSettings/1_3_3_1.env","","","",[],"",""
87,"3_4","Metadata/EnvironmentSettings/1_3_4.env","","","",[],"",""
88,"3_5","Metadata/EnvironmentSettings/1_3_5.env","","","",[],"",""
89,"3_6_1","Metadata/EnvironmentSettings/1_3_6_1.env","","","",[],"",""
90,"3_7","Metadata/EnvironmentSettings/1_3_7.env","","","",[],"",""
91,"3_8_1","Metadata/EnvironmentSettings/1_3_8_1.env","","","",[],"",""
92,"3_8_2","Metadata/EnvironmentSettings/1_3_8_2.env","","","",[],"",""
93,"3_9","Metadata/EnvironmentSettings/1_3_9.env","","","",[],"",""
94,"3_10_0","Metadata/EnvironmentSettings/1_3_10_0.env","","","",[],"",""
95,"3_10_1","Metadata/EnvironmentSettings/1_3_10_1.env","","","",[],"",""
96,"3_10_2","Metadata/EnvironmentSettings/1_3_10_2.env","","","",[],"",""
97,"3_10_3","Metadata/EnvironmentSettings/1_3_10_3.env","","","",[],"",""
98,"3_13","Metadata/EnvironmentSettings/1_3_13.env","","","",[],"",""
99,"3_14_1","Metadata/EnvironmentSettings/1_3_14_1.env","","","",[],"",""
100,"3_14_1_synthesis","Metadata/EnvironmentSettings/1_3_14_1_synthesis.env","","","",[],"",""
101,"3_14_2","Metadata/EnvironmentSettings/1_3_14_2.env","","","",[],"",""
102,"3_14_3","Metadata/EnvironmentSettings/1_3_14_3.env","","","",[],"",""
103,"3_14_3_silent","Metadata/EnvironmentSettings/boss_silent.env","","","",[],"",""
104,"3_14_3_boss","Metadata/EnvironmentSettings/1_3_14_3_boss.env","","","",[],"",""
105,"3_15","Metadata/EnvironmentSettings/1_3_15.env","","","",[],"",""
106,"3_16","Metadata/EnvironmentSettings/1_3_16.env","","","",[],"",""
107,"3_17_1","Metadata/EnvironmentSettings/1_3_17_1.env","","","",[],"",""
108,"3_17_2","Metadata/EnvironmentSettings/1_3_17_2.env","","","",[],"",""
109,"3_18_1","Metadata/EnvironmentSettings/1_3_18_1.env","","","",[],"",""
110,"3_18_1_entrance","Metadata/EnvironmentSettings/1_3_18_1_entrance.env","","","",[],"",""
111,"3_18_2","Metadata/EnvironmentSettings/1_3_18_2.env","","","",[],"",""
112,"3_18_3","Metadata/EnvironmentSettings/1_3_18_3.env","","","",[],"",""
113,"3_18_3_bossmusic","Metadata/EnvironmentSettings/1_3_18_3_bossmusic.env","","","",[],"",""
114,"3_18_3_demon","Metadata/EnvironmentSettings/1_3_18_3_demon.env","","","",[],"",""
115,"3_18_3_demon_rain","Metadata/EnvironmentSettings/1_3_18_3_demon_rain.env","","","",[],"",49
116,"3_18_3_silent","Metadata/EnvironmentSettings/1_3_18_3_silent.env","","","",[],"",""
117,"3_town","Metadata/EnvironmentSettings/1_3_town.env","","","",[],"",""
118,"3_town_v2","Metadata/EnvironmentSettings/1_3_town_v2.env","","","",[],"",""
119,"3_town_v2_clean","Metadata/EnvironmentSettings/1_3_town_v2_clean.env","","","",[],"",""
120,"3_town_v2_toxic","Metadata/EnvironmentSettings/1_3_town_v2_toxic.env","","","",[],"",""
121,"4_1","Metadata/EnvironmentSettings/1_4_1.env","","","",[],"",""
122,"4_2_silent","Metadata/EnvironmentSettings/1_4_2.env","","","",[],"",""
123,"4_2","Metadata/EnvironmentSettings/1_4_2.env","","","",[],"",""
124,"4_3_1","Metadata/EnvironmentSettings/1_4_3_1.env","","","",[],"",""
125,"4_3_2","Metadata/EnvironmentSettings/1_4_3_2.env","","","",[],"",""
126,"4_3_3","Metadata/EnvironmentSettings/1_4_3_3.env","","","",[],"",""
127,"4_3_3_prophecy","Metadata/EnvironmentSettings/1_4_3_3_prophecy.env","","","",[],"",""
128,"4_4_1","Metadata/EnvironmentSettings/1_4_4_1.env","","","",[],"",""
129,"4_4_2","Metadata/EnvironmentSettings/1_4_4_2.env","","","",[],"",""
130,"4_4_3","Metadata/EnvironmentSettings/1_4_4_3.env","","","",[],"",""
131,"4_4_3_outside_silent","Metadata/EnvironmentSettings/1_4_4_3.env","","","",[],"",""
132,"4_4_3_boss","Metadata/EnvironmentSettings/1_4_4_3_boss.env","","","",[],"",""
133,"4_4_3_silent","Metadata/EnvironmentSettings/boss_silent.env","","","",[],"",""
134,"4_5_1","Metadata/EnvironmentSettings/1_4_5_1.env","","","",[],"",""
135,"4_5_2_inside","Metadata/EnvironmentSettings/1_4_5_2_inside.env","","","",[],"",""
136,"4_5_2_inside_silent","Metadata/EnvironmentSettings/1_4_5_2_inside.env","","","",[],"",""
137,"4_5_2_outside","Metadata/EnvironmentSettings/1_4_5_2_outside.env","","","",[],"",""
138,"4_5_2_outside_silent","Metadata/EnvironmentSettings/1_4_5_2_outside.env","","","",[],"",""
139,"4_5_2_bossarena","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","","","",[],"",""
140,"4_5_2_mumble","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","","","",[],"",""
141,"4_5_2_bossarena_silent","Metadata/EnvironmentSettings/boss_silent.env","","","",[],"",""
142,"4_6_1","Metadata/EnvironmentSettings/1_4_6_1.env","","","",[],"",""
143,"4_6_2","Metadata/EnvironmentSettings/1_4_6_2.env","","","",[],"",""
144,"4_6_3","Metadata/EnvironmentSettings/1_4_6_3.env","","","",[],"",""
145,"4_6_3_boss1","Metadata/EnvironmentSettings/1_4_6_3_boss1.env","","","",[],"",""
146,"4_6_3_boss1_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
147,"4_6_3_boss2","Metadata/EnvironmentSettings/1_4_6_3_boss2.env","","","",[],"",""
148,"4_6_3_boss2_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
149,"4_7","Metadata/EnvironmentSettings/1_4_7.env","","","",[],"",""
150,"4_town_silent","Metadata/EnvironmentSettings/1_4_town.env","","","",[],"",""
151,"4_town","Metadata/EnvironmentSettings/1_4_town.env","","","",[],"",""
152,"5_town","Metadata/EnvironmentSettings/1_5_town.env","","","",[],"",""
153,"5_1","Metadata/EnvironmentSettings/1_5_1.env","","","",[],"",""
154,"5_2","Metadata/EnvironmentSettings/1_5_2.env","","","",[],"",""
155,"5_3","Metadata/EnvironmentSettings/1_5_3.env","","","",[],"",""
156,"5_4","Metadata/EnvironmentSettings/1_5_4.env","","","",[],"",""
157,"5_4b","Metadata/EnvironmentSettings/1_5_4b.env","","","",[],"",""
158,"5_4b_synthesis","Metadata/EnvironmentSettings/1_5_4b_synthesis.env","","","",[],"",""
159,"5_5","Metadata/EnvironmentSettings/1_5_5.env","","","",[],"",""
160,"5_5_boss","Metadata/EnvironmentSettings/1_5_5_boss.env","","","",[],"",""
161,"5_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
162,"5_3b","Metadata/EnvironmentSettings/1_5_3b.env","","","",[],"",""
163,"5_6","Metadata/EnvironmentSettings/1_5_6_ossuary.env","","","",[],"",""
164,"5_7","Metadata/EnvironmentSettings/1_5_7_reliquary.env","","","",[],"",""
165,"5_8","Metadata/EnvironmentSettings/1_5_8_CathedralRoof.env","","","",[],"",""
166,"5_8_synthesis","Metadata/EnvironmentSettings/1_5_8_synthesis.env","","","",[],"",""
167,"5_8_boss","Metadata/EnvironmentSettings/1_5_8_Boss.env","","","",[],"",""
168,"5_8_boss_end","Metadata/EnvironmentSettings/1_5_8_BossEnd.env","","","",[],"",""
169,"5_8_sin","Metadata/EnvironmentSettings/1_5_8_SinDock.env","","","",[],"",""
170,"6_town","Metadata/EnvironmentSettings/2_6_town.env","","","",[],"",""
171,"AfflictionTown","Metadata/EnvironmentSettings/AfflictionTown.env","","","",[],"",""
172,"6_1","Metadata/EnvironmentSettings/2_6_1.env","","","",[],"",""
173,"6_2","Metadata/EnvironmentSettings/2_6_2.env","","","",[],"",""
174,"6_3","Metadata/EnvironmentSettings/2_6_3.env","","","",[],"",""
175,"6_4","Metadata/EnvironmentSettings/2_6_4.env","","","",[],"",""
176,"6_4_synthesis","Metadata/EnvironmentSettings/2_6_4_synthesis.env","","","",[],"",""
177,"6_5","Metadata/EnvironmentSettings/2_6_5.env","","","",[],"",""
178,"6_5_boss","Metadata/EnvironmentSettings/2_6_5_boss.env","","","",[],"",""
179,"6_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
180,"6_6","Metadata/EnvironmentSettings/2_6_6.env","","","",[],"",""
181,"6_7_1","Metadata/EnvironmentSettings/2_6_7_1.env","","","",[],"",""
182,"6_7_2","Metadata/EnvironmentSettings/2_6_7_2_Env1.env","","","",[],"",""
183,"6_7_2_boss","Metadata/EnvironmentSettings/2_6_7_2_boss.env","","","",[],"",""
184,"6_7_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
185,"6_8","Metadata/EnvironmentSettings/2_6_8.env","","","",[],"",""
186,"6_8_boss","Metadata/EnvironmentSettings/2_6_8_boss.env","","","",[],"",""
187,"6_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
188,"6_9","Metadata/EnvironmentSettings/2_6_9.env","","","",[],"",""
189,"6_10","Metadata/EnvironmentSettings/2_6_10.env","","","",[],"",""
190,"6_11","Metadata/EnvironmentSettings/2_6_11.env","","","",[],"",""
191,"6_11_boss","Metadata/EnvironmentSettings/2_6_11_boss.env","","","",[],"",""
192,"6_11_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
193,"6_12","Metadata/EnvironmentSettings/2_6_12.env","","","",[],"",""
194,"6_13","Metadata/EnvironmentSettings/2_6_13.env","","","",[],"",""
195,"6_14","Metadata/EnvironmentSettings/2_6_14.env","Metadata/EnvironmentSettings/2_6_14Black.env","",1160,[],"",""
196,"2_6_15","Metadata/EnvironmentSettings/2_6_15.env","","","",[],"",""
197,"2_6_15_preboss","Metadata/EnvironmentSettings/2_6_15_preboss.env","","","",[],"",""
198,"2_6_15_boss","Metadata/EnvironmentSettings/2_6_15_boss.env","","","",[],"",""
199,"2_6_15_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
200,"7_town","Metadata/EnvironmentSettings/2_2_town.env","","","",[],"",""
201,"7_1","Metadata/EnvironmentSettings/2_2_1.env","","","",[],"",""
202,"7_2","Metadata/EnvironmentSettings/2_2_2.env","","","",[],"",""
203,"7_3","Metadata/EnvironmentSettings/2_2_3.env","","","",[],"",""
204,"7_4","Metadata/EnvironmentSettings/2_2_4.env","","","",[],"",""
205,"7_5_1","Metadata/EnvironmentSettings/2_2_5_1.env","","","",[],"",""
206,"7_5_2","Metadata/EnvironmentSettings/2_2_5_2.env","","","",[],"",""
207,"7_5_map","Metadata/EnvironmentSettings/2_2_5_map.env","","","",[],"",""
208,"7_5_map_boss","Metadata/EnvironmentSettings/2_2_5_map_boss.env","","","",[],"",""
209,"7_5_map_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
210,"7_6","Metadata/EnvironmentSettings/2_2_6.env","","","",[],"",""
211,"7_7","Metadata/EnvironmentSettings/2_2_7.env","","","",[],"",""
212,"7_7_boss","Metadata/EnvironmentSettings/2_2_7_boss.env","","","",[],"",""
213,"7_7_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
214,"7_8","Metadata/EnvironmentSettings/2_2_8.env","","","",[],"",""
215,"7_9","Metadata/EnvironmentSettings/2_2_9.env","","","",[],"",""
216,"7_9_boss","Metadata/EnvironmentSettings/2_2_9_despairboss.env","","","",[],"",""
217,"7_9_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
218,"7_10","Metadata/EnvironmentSettings/2_2_10.env","","","",[],"",""
219,"7_10_synthesis","Metadata/EnvironmentSettings/2_2_10_synthesis.env","","","",[],"",""
220,"7_11","Metadata/EnvironmentSettings/2_2_11.env","","","",[],"",""
221,"7_12_1","Metadata/EnvironmentSettings/2_2_12_1.env","","","",[],"",""
222,"7_12_1_synthesis","Metadata/EnvironmentSettings/2_2_12_1_synthesis.env","","","",[],"",""
223,"7_12_2a","Metadata/EnvironmentSettings/2_2_12_2a.env","","","",[],"",""
224,"7_12_2b","Metadata/EnvironmentSettings/2_2_12_2b.env","","","",[],"",""
225,"7_12_2c","Metadata/EnvironmentSettings/2_2_12_2c.env","","","",[],"",""
226,"7_12_2_boss","Metadata/EnvironmentSettings/2_2_12_2_boss.env","","","",[],"",""
227,"7_12_2_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
228,"8_1","Metadata/EnvironmentSettings/2_3_1.env","","","",[],"",""
229,"8_town","Metadata/EnvironmentSettings/2_3_town_toxic.env","Metadata/EnvironmentSettings/2_3_town_clean.env","",1423,[],"",""
230,"8_2_1","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env","",1423,[],"",""
231,"8_2_2","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env","",1423,[],"",""
232,"8_2_2_boss","Metadata/EnvironmentSettings/2_3_2_2_boss.env","","","",[],"",""
233,"8_2_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
234,"8_3","Metadata/EnvironmentSettings/2_3_3.env","","","",[],"",""
235,"8_4","Metadata/EnvironmentSettings/2_3_4.env","","","",[],"",""
236,"8_4_boss","Metadata/EnvironmentSettings/2_3_4_boss.env","","","",[],"",""
237,"8_4_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
238,"8_5","Metadata/EnvironmentSettings/2_3_5.env","","","",[],"",""
239,"8_6","Metadata/EnvironmentSettings/2_3_6.env","","","",[],"",""
240,"8_7_1","Metadata/EnvironmentSettings/2_3_7_1.env","","","",[],"",""
241,"8_7_2","Metadata/EnvironmentSettings/2_3_7_2.env","","","",[],"",""
242,"8_8","Metadata/EnvironmentSettings/2_3_8.env","","","",[],"",""
243,"8_9","Metadata/EnvironmentSettings/2_3_9.env","","","",[],"",""
244,"8_10","Metadata/EnvironmentSettings/2_3_10.env","","","",[],"",""
245,"8_10_synthesis","Metadata/EnvironmentSettings/2_3_10_synthesis.env","","","",[],"",""
246,"8_11","Metadata/EnvironmentSettings/2_3_11.env","","","",[],"",""
247,"8_12_1","Metadata/EnvironmentSettings/2_3_12_1.env","","","",[],"",""
248,"8_12_2","Metadata/EnvironmentSettings/2_3_12_2.env","","","",[],"",""
249,"8_13_preboss","Metadata/EnvironmentSettings/2_3_13.env","","","",[],"",""
250,"8_13_boss","Metadata/EnvironmentSettings/2_3_13_boss.env","","","",[],"",""
251,"8_13_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
252,"8_13","Metadata/EnvironmentSettings/2_3_13_moon.env","Metadata/EnvironmentSettings/2_3_13_sun.env","","",[],0,""
253,"9_1","Metadata/EnvironmentSettings/2_9_1.env","","","",[],"",""
254,"9_town","Metadata/EnvironmentSettings/2_9_town.env","","","",[],"",""
255,"9_2","Metadata/EnvironmentSettings/2_9_2.env","","","",[],"",""
256,"9_3","Metadata/EnvironmentSettings/2_9_3.env","","","",[],"",""
257,"9_3_event","Metadata/EnvironmentSettings/2_9_3_event.env","","","",[],"",""
258,"9_4","Metadata/EnvironmentSettings/2_9_4.env","","","",[],"",""
259,"9_4_boss1","Metadata/EnvironmentSettings/2_9_4_boss1.env","","","",[],"",""
260,"9_4_boss2","Metadata/EnvironmentSettings/2_9_4_boss2.env","","","",[],"",""
261,"9_5","Metadata/EnvironmentSettings/2_9_5.env","","","",[],"",""
262,"9_6","Metadata/EnvironmentSettings/2_9_6.env","","","",[],"",""
263,"9_7","Metadata/EnvironmentSettings/2_9_7.env","","","",[],"",""
264,"9_8","Metadata/EnvironmentSettings/2_9_8.env","","","",[],"",""
265,"9_8_synthesis","Metadata/EnvironmentSettings/2_9_8_synthesis.env","","","",[],"",""
266,"9_8_boss","Metadata/EnvironmentSettings/2_9_8_boss.env","","","",[],"",""
267,"9_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
268,"9_9","Metadata/EnvironmentSettings/2_9_9.env","","","",[],"",""
269,"9_10_1","Metadata/EnvironmentSettings/2_9_10_1.env","","","",[],"",""
270,"9_10_2_zone1","Metadata/EnvironmentSettings/2_9_10_2_zone1.env","","","",[],"",""
271,"9_10_2_zone2","Metadata/EnvironmentSettings/2_9_10_2_zone2.env","","","",[],"",""
272,"9_10_2_zone3","Metadata/EnvironmentSettings/2_9_10_2_zone3.env","","","",[],"",""
273,"9_10_2_zone4","Metadata/EnvironmentSettings/2_9_10_2_zone4.env","","","",[],"",""
274,"9_10_2_zone5","Metadata/EnvironmentSettings/2_9_10_2_zone5.env","","","",[],"",""
275,"9_10_2_zone6","Metadata/EnvironmentSettings/2_9_10_2_zone6.env","","","",[],"",""
276,"9_10_2_zone7","Metadata/EnvironmentSettings/2_9_10_2_zone7.env","","","",[],"",""
277,"10_town","Metadata/EnvironmentSettings/2_10_town.env","","","",[],"",""
278,"10_1","Metadata/EnvironmentSettings/2_10_1.env","","","",[],"",""
279,"10_2","Metadata/EnvironmentSettings/2_10_2.env","","","",[],"",""
280,"10_3","Metadata/EnvironmentSettings/2_10_3.env","","","",[],"",""
281,"10_4","Metadata/EnvironmentSettings/2_10_4.env","","","",[],"",""
282,"10_4_boss","Metadata/EnvironmentSettings/2_10_4_boss.env","","","",[],"",""
283,"10_4_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
284,"10_5","Metadata/EnvironmentSettings/2_10_5.env","Metadata/EnvironmentSettings/2_10_6.env","","",[],0,""
285,"10_6","Metadata/EnvironmentSettings/2_10_6.env","","","",[],"",""
286,"10_7","Metadata/EnvironmentSettings/2_10_7.env","","","",[],"",""
287,"10_8","Metadata/EnvironmentSettings/2_10_8.env","","","",[],"",""
288,"10_9_start","Metadata/EnvironmentSettings/2_10_9_start.env","","","",[],"",""
289,"10_9","Metadata/EnvironmentSettings/2_10_9.env","","","",[],"",""
290,"10_kitava_arena","Metadata/EnvironmentSettings/2_10_kitava_arena.env","","","",[],"",""
291,"11_town","Metadata/EnvironmentSettings/2_11_town.env","","","",[],"",""
292,"11_shaper","Metadata/EnvironmentSettings/2_11_shaper_lab.env","","","",[],"",""
293,"11_shaper_trailer","Metadata/EnvironmentSettings/2_11_shaper_lab_trailer.env","","","",[],"",""
294,"11_1","Metadata/EnvironmentSettings/2_11_1.env","","","",[],"",""
295,"11_courts","Metadata/EnvironmentSettings/2_11_courts.env","","","",[],"",""
296,"11_2","Metadata/EnvironmentSettings/2_11_2.env","","","",[],"",""
297,"11_reliquary","Metadata/EnvironmentSettings/2_11_reliquary.env","","","",[],"",""
