"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
40,"Axe6",233,[11505],1,0,0,8881
41,"Bleeding1",59626,[3382],1,0,0,8881
42,"Bleeding2",10546,[7059],60,0,0,8881
43,"Bleeding3",3449,[5345],60,0,0,8881
44,"Bleeding4",23936,[4722],80,0,0,8881
45,"Bleeding5",38703,[15163],3,0,0,8881
46,"Blind1",43524,[14818],40,0,0,8881
47,"Blind2",7831,[977],100,0,0,8881
48,"Blind3",57463,[3660],60,0,0,8881
49,"Blind4",12100,[3482],100,0,0,8881
50,"Block1",55013,[491],2,0,0,8881
51,"Block2",44840,[8188],2,0,0,8881
52,"Block3",23442,"[1363,1364]",20,20,0,8881
53,"Block4",4500,[15195],3,0,0,8881
54,"Block5",41322,[14570],3,0,0,8881
55,"Bow1",59634,[7477],100,0,0,8881
56,"Bow2",45512,[9867],20,0,0,8881
57,"Bow3",42952,[11102],100,0,0,8881
58,"Bow4",26894,[13275],100,0,0,8881
59,"Bow5",36967,[15550],100,0,0,8881
60,"Bow6",56951,[15551],1,0,0,8881
61,"Brand1",37186,[14918],10,0,0,8881
62,"Brand2",5907,[14976],30,0,0,8881
63,"Brand3",20630,[12091],1,0,0,8881
64,"Brand4",39863,[8604],50,0,0,8881
65,"Brand5",32877,[8431],2,0,0,8881
66,"Brand6",46672,[8582],40,0,0,8881
67,"Caster1",48358,[14945],30,0,0,8881
68,"Caster2",33089,[17715],25,0,0,8881
69,"Caster3",61071,[17716],6,0,0,8881
70,"Caster4",50906,[11445],1,0,0,8881
71,"Caster5",27401,[8990],1,0,0,8881
72,"Caster6",23471,[17717],25,0,0,8881
73,"Chaos1",50933,[17866],1,0,0,8881
74,"Chaos2",59574,"[10691,14920]",1,10,0,8881
75,"Chaos3",1727,[945],1,0,0,8881
76,"Chaos4",21652,[485],40,0,0,8881
77,"Chaos5",28678,[17865],10,0,0,8881
78,"Chaos6",65015,[18176],5,0,0,8881
79,"Charges1",28720,[14921],1,0,0,8881
80,"Charges2",48661,[14922],1,0,0,8881
81,"Charges3",14100,[14923],1,0,0,8881
82,"Charges4",29652,[14951],100,0,0,8881
83,"Charges5",40307,[9542],3,0,0,8881
84,"Charges6",19142,[4133],1,0,0,8881
85,"Claw1",40041,"[18398,18399]",25,25,0,8881
86,"Claw2",7389,[18402],1,0,0,8881
87,"Claw3",36475,[18400],60,0,0,8881
88,"Claw4",4516,[18401],10,0,0,8881
89,"Claw5",2823,[18415],50,0,0,8881
90,"Claw6",22056,[15332],40,0,0,8881
91,"Cold1",4116,[483],40,0,0,8881
92,"Cold2",13267,[18157],10,0,0,8881
93,"Cold3",38814,[17791],20,0,0,8881
94,"Cold4",33129,[943],1,0,0,8881
95,"Cold5",19495,[17792],10,0,0,8881
96,"Cold6",26782,[17786],5,0,0,8881
97,"Criticals1",9986,[12571],50,0,0,8881
98,"Criticals2",2987,[14946],25,0,0,8881
99,"Criticals3",59734,[14962],100,0,0,8881
100,"Criticals4",38070,[14974],3,0,0,8881
101,"Criticals5",61534,[97],30,0,0,8881
102,"Criticals6",52684,[4116],150,0,0,8881
103,"Curse1",13382,[14924],20,0,0,8881
104,"Curse2",43250,[17320],-40,0,0,8881
105,"Curse3",45691,[12066],1,0,0,8881
106,"Curse4",35426,[12201],20,0,0,8881
107,"Curse5",34663,[11489],1,0,0,8881
108,"Curse6",18130,"[17366,17365]",1,1,0,8881
109,"Dagger1",63223,[3610],100,0,0,8881
110,"Dagger2",33315,[2039],1,0,0,8881
111,"Dagger3",20515,[15297],10,0,0,8881
112,"Dagger4",42559,[15299],8,0,0,8881
113,"Dagger5",58309,[18323],50,0,0,8881
114,"Dagger6",44869,[10331],40,0,0,8881
115,"DamageOverTime1",2459,[13913],30,0,0,8881
116,"DamageOverTime2",1251,[15167],10,0,0,8881
117,"DamageOverTime3",34420,"[215,6068]",15,15,0,8881
118,"DamageOverTime4",11521,[15300],-10,0,0,8881
119,"DualWield1",14796,"[14925,2851]",1,15,0,8881
120,"DualWield2",6090,[14926],100,0,0,8881
121,"DualWield3",46493,[14927],60,0,0,8881
122,"DualWield4",7972,[14950],20,0,0,8881
123,"DualWield5",60440,[14952],15,0,0,8881
124,"DualWield6",33959,"[14957,14958]",20,20,0,8881
125,"Duration1",17852,[14960],10,0,0,8881
126,"Duration2",21730,[14961],-10,0,0,8881
127,"Duration3",24352,[6332],15,0,0,8881
128,"Duration4",14881,[621],20,0,0,8881
129,"Elemental1",48385,[14978],-18,0,0,8881
130,"Elemental2",4119,[1668],-60,0,0,8881
131,"Elemental3",59343,[17813],-50,0,0,8881
132,"Elemental4",17942,[17814],25,0,0,8881
133,"Elemental5",30502,[17815],1,0,0,8881
134,"Elemental6",25681,[17816],3,0,0,8881
135,"EnergyShield1",51424,"[1734,1210]",1,30,0,8881
136,"EnergyShield2",30520,[18327],-10,0,0,8881
137,"EnergyShield3",571,[14953],60,0,0,8881
138,"EnergyShield4",35810,[1409],120,0,0,8881
139,"EnergyShield5",29586,[15170],30,0,0,8881
140,"EnergyShield6",31556,[18351],100,0,0,8881
141,"Evasion1",25487,[7668],1,0,0,8881
142,"Evasion2",37190,[4636],40,0,0,8881
143,"Evasion3",6462,[6755],10,0,0,8881
144,"Evasion4",61741,"[4429,5267,12051]",30,30,30,8881
145,"Evasion5",57074,[15320],15,0,0,8881
146,"Evasion6",28676,[15317],100,0,0,8881
147,"EvasionEnergyShield1",11541,[15168],30,0,0,8881
148,"EvasionEnergyShield2",46099,[15169],20,0,0,8881
149,"EvasionEnergyShield3",47151,"[18405,18406]",20,40,0,8881
150,"EvasionEnergyShield4",38423,[18408],100,0,0,8881
151,"EvasionEnergyShield5",4606,"[18410,18407]",1,1,0,8881
152,"EvasionEnergyShield6",27103,[18409],1,0,0,8881
153,"Fire1",24180,[14930],-5,0,0,8881
154,"Fire2",65020,[482],40,0,0,8881
155,"Fire3",37,[18260],3,0,0,8881
156,"Fire4",36313,[18261],50,0,0,8881
157,"Fire5",55308,[18262],60,0,0,8881
158,"Fire6",6216,"[18263,18264]",1,100,0,8881
159,"Flask1",29214,"[10987,9988]",1,1,0,8881
160,"Flask2",59906,[9983],1,0,0,8881
161,"Flask3",11869,[14948],1,0,0,8881
162,"Flask4",40906,[3627],25,0,0,8881
163,"Flask5",20464,[4747],100,0,0,8881
164,"Flask6",10815,[13421],4,0,0,8881
165,"Fortify1",37925,[17824],100,0,0,8881
166,"Fortify2",51153,[17825],20,0,0,8881
167,"Fortify3",27173,[17826],-2,0,0,8881
168,"Fortify4",4710,[17827],4,0,0,8881
169,"Fortify5",28469,"[2758,14830]",100,-3,0,8881
170,"Fortify6",23472,[15097],-10,0,0,8881
171,"Impale1",43295,[18354],10,0,0,8881
172,"Impale2",56133,[10783],20,0,0,8881
173,"Impale3",29209,"[12660,12658]",40,40,0,8881
174,"Impale4",43308,"[13124,12659]",4,10,0,8881
175,"Impale5",20273,[15171],20,0,0,8881
176,"Impale6",36787,[18355],20,0,0,8881
177,"Leech1",62252,[17707],10,0,0,8881
178,"Leech2",2249,[17708],40,0,0,8881
179,"Leech3",5995,[17709],25,0,0,8881
180,"Leech4",53627,[17710],25,0,0,8881
181,"Leech5",57298,[11963],100,0,0,8881
182,"Leech6",52876,[17711],25,0,0,8881
183,"Life1",64381,[17687],10,0,0,8881
184,"Life2",34242,[17689],15,0,0,8881
185,"Life3",47642,[123],50,0,0,8881
186,"Life4",31822,[17690],55,0,0,8881
187,"Life5",21468,[17691],90,0,0,8881
188,"Life6",38454,[17692],30,0,0,8881
189,"Link1",59815,[15150],1,0,0,8881
190,"Link2",26985,[15153],1,0,0,8881
191,"Link3",18365,[18175],1,0,0,8881
192,"Link4",46059,[17780],1,0,0,8881
193,"Link5",64655,[17977],1,0,0,8881
194,"Link6",18435,[17781],1,0,0,8881
195,"Lightning1",53046,[484],40,0,0,8881
196,"Lightning2",64241,[18257],60,0,0,8881
197,"Lightning3",50993,[16500],15,0,0,8881
198,"Lightning4",28569,[16840],10,0,0,8881
199,"Lightning5",64063,[15351],1,0,0,8881
200,"Lightning6",20364,[18258],-1,0,0,8881
201,"Mace1",37132,[14933],1,0,0,8881
202,"Mace2",17821,[14934],20,0,0,8881
203,"Mace3",12139,[14949],1,0,0,8881
204,"Mace4",22542,[14979],12,0,0,8881
205,"Mace5",40991,[341],50,0,0,8881
206,"Mace6",16425,[2607],1,0,0,8881
207,"Mana1",2902,[131],300,0,0,8881
208,"Mana2",55886,[12058],10,0,0,8881
209,"Mana3",59064,[1073],10,0,0,8881
210,"Mana4",12119,[213],10,0,0,8881
211,"Mana5",64642,[3722],10,0,0,8881
212,"Mana6",64875,[14720],12,0,0,8881
213,"Mark1",2800,[17881],1,0,0,8881
214,"Mark2",34031,[15174],1,0,0,8881
215,"Mark3",48980,[15494],10,0,0,8881
216,"Mark4",50841,[17882],1,0,0,8881
217,"Mark5",52153,[12438],100,0,0,8881
218,"Mark6",23152,[17883],50,0,0,8881
219,"Mine1",29161,[10040],2,0,0,8881
220,"Mine2",47823,[10041],-2,0,0,8881
221,"Mine3",18391,[10115],30,0,0,8881
222,"Mine4",21313,[3716],5,0,0,8881
223,"Mine5",533,[15179],1,0,0,8881
224,"Mine6",6510,[15181],150,0,0,8881
225,"MinionDefence1",61283,[10241],8,0,0,8881
226,"MinionDefence2",20153,[14915],1,0,0,8881
227,"MinionDefence3",15574,[3115],100,0,0,8881
228,"MinionDefence4",58106,[4352],40,0,0,8881
229,"MinionDefence5",43400,"[159,15126]",30,-15,0,8881
230,"MinionDefence6",46636,[11451],5,0,0,8881
231,"MinionOffence1",47429,[14954],20,0,0,8881
232,"MinionOffence2",9876,[14955],8,0,0,8881
233,"MinionOffence3",40073,[9971],25,0,0,8881
234,"MinionOffence4",41544,[2670],30,0,0,8881
235,"MinionOffence5",11723,[8112],250,0,0,8881
236,"MinionOffence6",57179,[4410],20,0,0,8881
237,"Physical1",62782,[1669],-60,0,0,8881
238,"Physical2",32255,[18381],10,0,0,8881
239,"Physical3",20173,[18380],1,0,0,8881
240,"Physical4",39010,[18382],40,0,0,8881
241,"Physical5",18859,[15182],40,0,0,8881
242,"Physical6",59010,[18383],6,0,0,8881
243,"Poison1",34563,[11452],300,0,0,8881
244,"Poison2",62897,[9079],20,0,0,8881
245,"Poison3",45300,[11095],12,0,0,8881
246,"Poison4",64264,[15296],1,0,0,8881
247,"Poison5",16264,[5209],3,0,0,8881
248,"Poison6",52120,[15323],20,0,0,8881
249,"Projectile1",16644,[7122],20,0,0,8881
250,"Projectile2",2198,[7893],20,0,0,8881
251,"Projectile3",52404,[15185],1,0,0,8881
252,"Projectile4",14813,[15184],1,0,0,8881
253,"Projectile5",1167,[15186],15,0,0,8881
254,"Projectile6",44240,[15187],-15,0,0,8881
255,"Recovery1",19002,[17697],3,0,0,8881
256,"Recovery2",24305,[18377],1,0,0,8881
257,"Recovery3",6630,[17698],10,0,0,8881
258,"Recovery4",36081,[17041],-50,0,0,8881
259,"Recovery5",16013,"[16479,17699]",1,6,0,8881
260,"Recovery6",45653,[125],3000,0,0,8881
261,"Reservation1",28638,[15058],8,0,0,8881
262,"Reservation2",34383,[18322],1,0,0,8881
263,"Reservation3",23621,[14721],20,0,0,8881
264,"Reservation4",56471,[844],30,0,0,8881
265,"Reservation5",61097,[15065],10,0,0,8881
266,"Reservation6",12046,[11633],50,0,0,8881
267,"Resistance1",19422,[17761],-65,0,0,8881
268,"Resistance2",4319,[17762],1,0,0,8881
269,"Resistance3",9074,[7897],1,0,0,8881
270,"Resistance4",46807,"[5848,6397]",100,1,0,8881
271,"Resistance5",53837,[12051],100,0,0,8881
272,"Resistance6",31331,"[17764,17763]",1,1,0,8881
273,"Shield1",45263,[15085],50,0,0,8881
274,"Shield2",30612,[15086],1,0,0,8881
275,"Shield3",10059,[15087],1,0,0,8881
276,"Shield4",50228,[9214],20,0,0,8881
277,"Shield5",35302,[11402],2,0,0,8881
278,"Shield6",45307,[11403],1,0,0,8881
279,"Staff1",50863,"[15088,15089]",2,2,0,8881
280,"Staff2",28589,[15090],30,0,0,8881
281,"Staff3",47249,[15091],8,0,0,8881
282,"Staff4",22149,[3825],20,0,0,8881
283,"Staff5",9143,"[3229,5566]",100,0,0,8881
284,"Staff6",65233,[6936],60,0,0,8881
285,"Stun1",52274,"[108,341]",-100,200,0,8881
286,"Stun2",45652,[8043],20,0,0,8881
287,"Stun3",6906,[17727],50,0,0,8881
288,"Stun4",52557,[17728],1,0,0,8881
289,"Stun5",18881,[17729],25,0,0,8881
290,"Stun6",4842,[17730],2000,0,0,8881
291,"Suppression1",58447,[14759],3,0,0,8881
292,"Suppression2",7677,[17674],1,0,0,8881
293,"Suppression3",42014,"[17675,17676]",-2,1,0,8881
294,"Suppression4",2474,[17677],-50,0,0,8881
295,"Suppression5",13757,"[17678,17681]",1,8,0,8881
296,"Suppression6",45317,[17679],1,0,0,""
297,"Sword1",47595,[9832],3,0,0,8881
298,"Sword2",47299,[8413],20,0,0,8881
299,"Sword3",8018,[12784],8,0,0,8881
300,"Sword4",23247,[15192],1,0,0,8881
301,"Sword5",50922,"[2381,615]",120,-20,0,8881
302,"Sword6",54067,[223],50,0,0,8881
303,"Totem1",60050,[10555],1,0,0,8881
304,"Totem2",27718,[15061],30,0,0,8881
305,"Totem3",12747,[15059],5,0,0,8881
306,"Totem4",53005,[18950],100,0,0,8881
307,"Totem5",32279,[3040],4000,0,0,8881
308,"Totem6",16950,[17087],3000,0,0,8881
309,"Trap1",13257,[14070],5,0,0,8881
310,"Trap2",8298,[4157],8,0,0,8881
311,"Trap3",50265,[949],5,0,0,8881
312,"Trap4",20694,[312],60,0,0,8881
313,"Trap5",763,[4737],30,0,0,8881
314,"Trap6",43061,[15180],1,0,0,8881
315,"TwoHand1",35582,[12618],3,0,0,8881
316,"TwoHand2",27095,[3402],40,0,0,8881
317,"TwoHand3",31564,"[15302,15303]",10,10,0,8881
318,"TwoHand4",31038,[15306],15,0,0,8881
319,"TwoHand5",1626,"[11582,70]",60,-10,0,8881
320,"TwoHand6",60246,[15324],1,0,0,8881
321,"Wand1",16545,[15093],10,0,0,8881
322,"Wand2",26785,[15094],1,0,0,8881
323,"Wand3",42540,[15095],1,0,0,8881
324,"Wand4",61352,[11631],100,0,0,8881
325,"Wand5",15133,"[2691,2692]",50,50,0,8881
326,"Wand6",63280,[15301],1,0,0,8881
327,"Warcry1",14206,[12322],1,0,0,8881
328,"Warcry2",23021,[12320],15,0,0,8881
329,"Warcry3",60034,[10965],1,0,0,8881
330,"Warcry4",12916,[12146],1,0,0,8881
331,"Warcry5",63994,[17759],1,0,0,8881
332,"Warcry6",14032,[17760],10,0,0,8881
